Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Values"
-,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KP-FSD(1,2,3).jpg",298-14601-ND,KP-FSD3,Panduit Corp,KIT FERRULE INS DIN AWG12-6,10,0,"110.39000","0","1","Plastic Case with Turn Top","Pan-Term®","Active","Ferrule - Wire End","100 pcs - Assorted Insulated 12 ~ 6 AWG Ferrules"
-,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KP-F(1,2).jpg",298-14598-ND,KP-F2,Panduit Corp,KIT FERRULE NONINS AWG12-6,5,0,"113.56000","0","1","Plastic Case with Turn Top","Pan-Term®","Active","Ferrule - Wire End","1400 pcs - Assorted Non-Insulated 12 ~ 6 AWG Ferrules"
-,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KP-FSD(1,2,3).jpg",298-14600-ND,KP-FSD2,Panduit Corp,KIT FERRULE INS DIN AWG22-14,19,0,"130.90000","0","1","Plastic Case with Turn Top","Pan-Term®","Active","Ferrule - Wire End","400 pcs - Assorted Insulated 22 ~ 14 AWG Ferrules"
-,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KP-F(1,2).jpg",298-14597-ND,KP-F1,Panduit Corp,KIT FERRULE NONINS AWG22-14,3,0,"169.10000","0","1","Plastic Case with Turn Top","Pan-Term®","Active","Ferrule - Wire End","370 pcs - Assorted Non-Insulated 22 ~ 14 AWG Ferrules"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,-,281-5144-ND,9028630000,Weidmüller,CRIMP-SET PZ4 DIN,2,7,"341.78000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9028740000.jpg,281-5147-ND,9028740000,Weidmüller,CRIMP-SET PZ 6/5 & STRIPAX,2,28,"347.38000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9028770000.jpg,281-5148-ND,9028770000,Weidmüller,TOOL CRIMP SET - STRIPAX,2,9,"352.38000","0","1","Plastic Box with Bin Guide","Stripax® Plus","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,-,281-6150-ND,9028690000,Weidmüller,CRIMP-SET PZ 6 ROTO D,2,10,"374.57000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1542250000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1542250000.jpg,281-4512-ND,1542250000,Weidmüller,CRIMP-SET PZ 10 HEX,3,32,"478.40000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
https://www.panduit.com/content/dam/panduit/en/products/assets/k/k1/k11/k110/k1104/media/K-1000%20Product%20Page.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_K-110(3Y,4).jpg",298-14593-ND,K-1104,Panduit Corp,KIT TERMINAL STEEL W/CRIMP TOOL,4,0,"737.95000","0","1","Metal Box with Bin Guide","Pan-Term®","Active","Termination","451 pcs - Assorted Insulated Rings, Forks, Splices, Wire Joints"
-,//media.digikey.com/Photos/Paladin%20Tools%20Photos/PA70009.jpg,PA70009-ND,PA70009,Greenlee Communications,TOOL KIT COMPLETE RJ45/RJ11,10,0,"36.26000","0","1","Plastic Packaging","-","Discontinued at Digi-Key","Termination","Assorted Terminals, Crimp Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0197.pdf,//media.digikey.com/photos/Molex/76650-0197.JPG,WM8512-ND,76650-0197,Molex,KIT MX150 1X2 CABLE SEAL SAMPLE,8,0,"37.02000","0","1","Plastic Box","MX150","Obsolete","Rectangular - Contact, Housing","38 pcs - Assorted 2 Circuit Housing, 20 ~ 18 AWG Crimp Terminals, Extraction Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0159.pdf,//media.digikey.com/Photos/Molex/0766500159.JPG,WM8480-ND,0766500159,Molex,KIT MICROFIT 3.0 3MM WTW,0,0,"57.04000","0","1","Plastic Box","Micro-Fit 3.0","Active","Rectangular - Contact, Housing","560 pcs - Assorted 2 ~ 6 Circuit Housing, 30 ~ 20 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0063.pdf,//media.digikey.com/photos/Molex/MFG_76650-0063.jpg,WM8352-ND,76650-0063,Molex,KIT CONN STD .062"" 2 CIRCUITS,20,0,"2.38000","0","1","Plastic Packaging","Standard .062","Active","Circuit Plug, Receptacle","22 pcs - 2 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0060.pdf,//media.digikey.com/photos/Molex/76650-0060.JPG,WM8353-ND,76650-0060,Molex,KIT CONN STD .093"" 2 CIRCUITS,23,0,"5.23000","0","1","Plastic Packaging","Standard .093","Active","Circuit Plug, Receptacle","26 pcs - 2 position Circuit Plug, Receptacle, 22 ~ 18 AWG Crimp Terminals"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0255_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0255_A.jpg,1738-1304-ND,FIT0255,DFRobot,JST CONNECTOR KIT 2.54MM 0.1"",14,0,"9.17000","0","1","Bulk","-","Active","Rectangular - Contact, Header, Housing","140 pcs - Assorted 2 ~ 4, Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0299_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0299.jpg,1738-1305-ND,FIT0299,DFRobot,JST CONNECTOR KIT 2.0MM 0.079"",0,0,"9.17000","0","1","Bulk","-","Active","Rectangular - Contact, Header, Housing","140 pcs - Assorted 2 ~ 4, Circuit Header, Housing, 32 ~ 24 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0042.pdf,//media.digikey.com/photos/Molex/MFG_76650-0042.jpg,WM8425-ND,76650-0042,Molex,KIT QUICK DISCONNECT K-184,5,0,"15.16000","0","1","Plastic Box","-","Active","Quick Disconnect","110 pcs - Assorted 22 ~ 14 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0048.pdf,//media.digikey.com/photos/Molex/MFG_76650-0048.jpg,WM8407-ND,76650-0048,Molex,KIT ASSORTED WIRE NUTS K-210,14,0,"17.75000","0","1","Plastic Box","-","Active","Wire Splice","95 pcs - Assorted 22 ~ 8 AWG Wire Nuts"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0157.pdf,//media.digikey.com/photos/Molex/76650-0157.JPG,WM8429-ND,76650-0157,Molex,KIT CONN .084 MLX PANEL TO WIRE,0,0,"24.54000","0","1","Plastic Box","MLX","Active","Rectangular - Contact, Housing","264 pcs - Assorted 2 ~ 4, 6, 9 Circuit Housing, 20 ~ 14 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0030.pdf,//media.digikey.com/photos/Molex/76650-0030.JPG,WM8414-ND,76650-0030,Molex,KIT ASSORTED QUICK DISCONNECT,1,0,"49.26000","0","1","Plastic Box","-","Active","Wire Splice, Quick Disconnect, Ring Tongue, Spade Terminal","461 pcs - Assorted 22 ~ 14 AWG Crimp Terminals, Crimp Tool"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/76650-0011.pdf,//media.digikey.com/photos/Molex/76650-0011.JPG,WM9982-ND,76650-0011,Molex,KIT CONN STD .093"" SERIES,0,0,"80.49000","0","1","Plastic Box with Bin Guide","Standard .093","Active","Circuit Plug, Receptacle","292 pcs - Assorted 1 ~ 6, 9, 12, 15 Circuit Plug, Receptacle, 22 ~ 18 AWG Pins, Sockets"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9025800000.jpg,281-5125-ND,9025800000,Weidmüller,CRIMP-SET PZ4 STRIPAX,1,11,"334.21000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9028680000.jpg,281-5146-ND,9028680000,Weidmüller,CRIMP SET - PZ 6 ROTO,0,18,"378.85000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
-,//media.digikey.com/Photos/Amphenol%20Photos/AT-RK100-DK.jpg,889-1199-ND,AT-RK100-DK,Amphenol Sine Systems Corp,AT REPAIR KIT DIGI-KEY LABELED,0,0,"487.50000","0","1","Plastic Box with Bin Guide","AT Series™","Active","Rectangular - Contact, Plug, Receptacle","543 pcs - Assorted 2, 3, 4, 6, 8, 12 Pin Plugs and Receptacles, Contacts, Seals, Wedges, Case Tool, Removal Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0082.pdf,//media.digikey.com/photos/Molex/76650-0082.JPG,WM8379-ND,76650-0082,Molex,KIT CONN MINI-FIT JR 2 CIRC VERT,4,0,"2.85000","0","1","Plastic Packaging","Mini-Fit Jr","Active","Circuit Plug, Receptacle","4 pcs - 2 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0089.pdf,//media.digikey.com/photos/Molex/76650-0089.JPG,WM8364-ND,76650-0089,Molex,KIT CONN .100 KK SERIES 2 CIRC,17,0,"3.33000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","16 pcs - 2 position Circuit Plug, Receptacle, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0097.pdf,//media.digikey.com/photos/Molex/76650-0097.JPG,WM8390-ND,76650-0097,Molex,KIT .156 KK SERIES 5 CIRC RAMP,25,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","19 pcs - 5 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0091.pdf,//media.digikey.com/photos/Molex/76650-0091.JPG,WM8367-ND,76650-0091,Molex,KIT CONN .100 KK SERIES 6 CIRC,19,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","22 pcs - 6 position Circuit Plug, Receptacle, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0084.pdf,//media.digikey.com/photos/Molex/76650-0084.JPG,WM8395-ND,76650-0084,Molex,KIT CONN MINI-FIT JR 6 CIRC VERT,17,0,"3.80000","0","1","Plastic Packaging","Mini-Fit Jr","Active","Circuit Plug, Receptacle","8 pcs - 6 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0093.pdf,//media.digikey.com/photos/Molex/76650-0093.JPG,WM8375-ND,76650-0093,Molex,KIT CONN .100 KK SERIES 10 CIRC,14,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","23 pcs - 10 position Circuit Plug, Receptacle, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0203.pdf,//media.digikey.com/photos/Molex/76650-0203.JPG,WM8517-ND,76650-0203,Molex,KIT WMLX-141,12,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","16 pcs - Assorted 2 Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0090.pdf,//media.digikey.com/photos/Molex/76650-0090.JPG,WM8363-ND,76650-0090,Molex,KIT CONN .100 KK SERIES 4 CIRC,11,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","16 pcs - 4 position Circuit Plug, Receptacle, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0092.pdf,//media.digikey.com/photos/Molex/76650-0092.JPG,WM8373-ND,76650-0092,Molex,KIT CONN .100 KK SERIES 8 CIRC,6,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","19 pcs - 8 position Circuit Plug, Receptacle, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0102.pdf,//media.digikey.com/photos/Molex/76650-0101.JPG,WM8392-ND,76650-0102,Molex,KIT .156 KK SERIES 4 CIRC RAMP,4,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","16 pcs - 4 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0104.pdf,//media.digikey.com/photos/Molex/76650-0104.JPG,WM8387-ND,76650-0104,Molex,KIT .156 KK SERIES 6 CIRC,3,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","22 pcs - 6 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0208.pdf,//media.digikey.com/photos/Molex/76650-0208.JPG,WM8522-ND,76650-0208,Molex,KIT WMLX-261,2,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","16 pcs - Assorted 2 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0103.pdf,//media.digikey.com/photos/Molex/76650-0103.JPG,WM8396-ND,76650-0103,Molex,KIT .156 KK SERIES 5 CIRC,1,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","19 pcs - 5 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0212.pdf,//media.digikey.com/photos/Molex/76650-0212.JPG,WM8526-ND,76650-0212,Molex,KIT WMLX-265,1,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","10 pcs - Assorted 6 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0214.pdf,//media.digikey.com/photos/Molex/76650-0214.JPG,WM8528-ND,76650-0214,Molex,KIT WMLX-271,1,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","16 pcs - Assorted 2 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0215.pdf,//media.digikey.com/photos/Molex/76650-0215.JPG,WM8529-ND,76650-0215,Molex,KIT WMLX-272,1,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","19 pcs - Assorted 3 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0218.pdf,//media.digikey.com/photos/Molex/76650-0218.JPG,WM8532-ND,76650-0218,Molex,KIT WMLX-275,1,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","10 pcs - Assorted 6 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3144_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3144.jpg,1528-2178-ND,3144,Adafruit Industries LLC,LARGE DUAL ROW WIRE HOUSING PACK,25,0,"3.95000","0","1","Bulk","-","Active","Rectangular - Contact, Header, Housing","30 pcs - Assorted 7, 8, 9, 10, 16, 20 Circuit Header"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0068.pdf,//media.digikey.com/photos/Molex/76650-0068.JPG,WM8366-ND,76650-0068,Molex,KIT CONN STD .062"" 9 CIRCUITS,21,0,"4.75000","0","1","Plastic Packaging","Standard .062","Active","Circuit Plug, Receptacle","24 pcs - 9 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0210.pdf,//media.digikey.com/photos/Molex/76650-0210.JPG,WM8524-ND,76650-0210,Molex,KIT WMLX-263,12,0,"4.75000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","15 pcs - Assorted 4 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0099.pdf,//media.digikey.com/photos/Molex/76650-0099.JPG,WM8438-ND,76650-0099,Molex,KIT .156 KK SERIES 10 CIRC RAMP,11,0,"4.75000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","23 pcs - 10 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0061.pdf,//media.digikey.com/photos/Molex/76650-0061.JPG,WM8368-ND,76650-0061,Molex,KIT CONN STD .093"" 1 CIRCUIT,10,0,"4.75000","0","1","Plastic Packaging","Standard .093","Active","Circuit Plug, Receptacle","24 pcs - 1 position Circuit Plug, Receptacle, 22 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0105.pdf,//media.digikey.com/photos/Molex/76650-0105.JPG,WM8385-ND,76650-0105,Molex,KIT .156 KK SERIES 10 CIRC,4,0,"4.75000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","23 pcs - 10 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0204.pdf,//media.digikey.com/photos/Molex/76650-0204.JPG,WM8518-ND,76650-0204,Molex,KIT WMLX-142,1,0,"4.75000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","15 pcs - Assorted 4 Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0209.pdf,//media.digikey.com/photos/Molex/76650-0209.JPG,WM8523-ND,76650-0209,Molex,KIT WMLX-262,1,0,"4.75000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","19 pcs - Assorted 3 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0085.pdf,//media.digikey.com/photos/Molex/76650-0085.JPG,WM8399-ND,76650-0085,Molex,KIT CONN MINI-FIT JR 8 CIRC VERT,0,0,"4.75000","0","1","Plastic Packaging","Mini-Fit Jr","Active","Circuit Plug, Receptacle","10 pcs - 8 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0088.pdf,//media.digikey.com/photos/Molex/76650-0088.JPG,WM8400-ND,76650-0088,Molex,KIT CONN MINI-FIT JR 14 CIR VERT,4,0,"5.70000","0","1","Plastic Packaging","Mini-Fit Jr","Active","Circuit Plug, Receptacle","16 pcs - 14 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0211.pdf,//media.digikey.com/photos/Molex/76650-0211.JPG,WM8525-ND,76650-0211,Molex,KIT WMLX-264,1,0,"5.70000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","17 pcs - Assorted 5 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0057.pdf,//media.digikey.com/photos/Molex/76650-0057.JPG,WM8371-ND,76650-0057,Molex,KIT CONN STD .093"" 15 CIRCUITS,25,0,"6.65000","0","1","Plastic Packaging","Standard .093","Active","Circuit Plug, Receptacle","36 pcs - 15 position Circuit Plug, Receptacle, 22 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0081.pdf,//media.digikey.com/photos/Molex/76650-0081.JPG,WM8397-ND,76650-0081,Molex,KIT CONN MINI-FIT JR 16 CIRCUITS,17,0,"7.60000","0","1","Plastic Packaging","Mini-Fit Jr","Active","Circuit Plug, Receptacle","34 pcs - 16 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
-,//media.digikey.com/photos/Weidmuller/1366960000.jpg,281-3244-ND,1366960000,Weidmüller,TERM BLOCK SAMPLE KIT,6,4,"8.83000","0","1","Plastic Box","-","Active","Terminal Blocks - Headers and Plugs","8 pcs - 2 Headers (Male), 1 Keying Star, 1 Light Pipe, 3 Plugs (Female), 1 Strain Relief"
-,//media.digikey.com/Photos/Weidmuller/1110430000.JPG,281-3237-ND,1110430000,Weidmüller,TERM BLOCK SAMPLE KIT,4,0,"12.38000","0","1","Plastic Box","-","Active","Terminal Blocks - Headers and Plugs","6 pcs - 2 Headers (Male), 4 Plugs (Female)"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0073.pdf,//media.digikey.com/photos/Molex/76650-0073.JPG,WM8394-ND,76650-0073,Molex,KIT CONN STD .062"" 36 CIRCUITS,4,0,"16.15000","0","1","Plastic Packaging","Standard .062","Active","Circuit Plug, Receptacle","82 pcs - 36 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0225.pdf,//media.digikey.com/photos/Molex/76650-0225.JPG,WM8539-ND,76650-0225,Molex,KIT MINI-LATCH 2.50MM WTB,5,0,"16.26000","0","1","Plastic Box","Mini-Latch™","Active","Contact, Header, Housing","95 pcs - Assorted 3, 4, 6 Circuit Header, Housing, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0171.pdf,//media.digikey.com/photos/Molex/MFG_76650-0171.jpg,WM8492-ND,76650-0171,Molex,KIT BNC VERT & R/A RECP RF,1,0,"17.46000","0","1","Plastic Box","BNC","Active","Coaxial, RF","10 pcs - Assorted Right Angle, Vertical Receptacle"
-,//media.digikey.com/Photos/Weidmuller/1163520000.jpg,281-3240-ND,1163520000,Weidmüller,TERM BLOCK SAMPLE KIT,3,7,"18.42000","0","1","Plastic Box","-","Active","Terminal Blocks - Headers and Plugs","3 pcs - 1 Header (Male), 1 Plug (Female), 1 Shield"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0034.pdf,//media.digikey.com/photos/Molex/76650-0034.JPG,WM8415-ND,76650-0034,Molex,KIT QUICK DISCONNECT,1,0,"18.62000","0","1","Plastic Box","-","Active","Quick Disconnect","150 pcs - Assorted 22 ~ 10 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0046.pdf,//media.digikey.com/photos/Molex/MFG_76650-0046.jpg,WM8427-ND,76650-0046,Molex,KIT QUICK DISCONNECT K-195,3,0,"18.96000","0","1","Plastic Box","-","Active","Quick Disconnect","100 pcs - Assorted 22 ~ 14 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0039.pdf,//media.digikey.com/photos/Molex/MFG_76650-0039.jpg,WM8422-ND,76650-0039,Molex,KIT QUICK DISCONNECT K-180,3,0,"20.60000","0","1","Plastic Box","-","Active","Wire Splice, Quick Disconnect, Ring Tongue, Spade Terminal","121 pcs - Assorted 22 ~ 10 AWG Crimp Terminals, Crimp Tool"
-,//media.digikey.com/Photos/Weidmuller/1174200000.jpg,281-3242-ND,1174200000,Weidmüller,TERM BLOCK SAMPLE KIT,5,0,"21.17000","0","1","Plastic Box","-","Active","Terminal Blocks - Wire to Board","4 pcs - Wire to Board"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0161.pdf,//media.digikey.com/photos/Molex/MFG_76650-0161.jpg,WM8482-ND,76650-0161,Molex,KIT CONN SPOX BMI,3,0,"23.21000","0","1","Plastic Box","SPOX BMI","Active","Rectangular - Contact, Plug, Receptacle","165 pcs - Assorted 6 Circuit Plug, Receptacle, 28 ~22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0190.pdf,//media.digikey.com/photos/Molex/76650-0190.JPG,WM8507-ND,76650-0190,Molex,KIT HANDYLINK 0.8MM B & WTB,1,0,"24.43000","0","1","Plastic Box","HandyLink","Active","Pluggable - SFF, SAS, SATA, SFP, XFP","8 pcs - Assorted 16 Circuit Plus, Receptacle"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AVK_RD_Series.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/SC-AVK.jpg,288-1475-ND,SC-AVK,American Electrical Inc.,10P SCRW TRM W/5"" TS35 W/SCRWDRV,4,0,"25.28000","0","1","Bulk","Safe Circuits","Active","Terminal Blocks - DIN Rail","15 pcs - 10 Connectors, DIN Rail, End Bracket, End Plate, Jumpers, Screwdriver"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0112.pdf,//media.digikey.com/photos/Molex/MFG_76650-0112.jpg,WM8440-ND,76650-0112,Molex,KIT CONN MICRO-LATCH ASSORTED,4,0,"25.69000","0","1","Plastic Box","Micro-Latch","Active","Rectangular - Contact, Header, Housing","200 pcs - Assorted 2 ~ 4, 6, 8 Circuit Header, Housing, 30 ~ 24 AWG Crimp Terminals"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/Bourns_T1508_H-866_DesignKit_NPR.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_H-866.jpg,H-866-ND,H-866,Bourns Inc.,GENERAL MODULAR CONTACT DESIGN K,3,0,"27.75000","0","1","Plastic Box with Bin Guide","Trimpot®","Active","Rectangular - Spring Loaded","30 pcs - 5 ea of 4 Position Male and Female Connectors 1.27mm, 2.54mm, 4mm Pitches"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0156.pdf,//media.digikey.com/photos/Molex/MFG_76650-0156.jpg,WM8479-ND,76650-0156,Molex,KIT CONN SHERLOCK 2MM WTB,4,0,"28.98000","0","1","Plastic Box","Sherlock","Active","Rectangular - Contact, Header, Housing","184 pcs - Assorted 2 ~ 4, 6, 8 Circuit Header, Housing, 30 ~ 24 AWG Crimp Terminals"
