Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Resistance (Ohms)","Power (Watts)","Tolerance","Features","Quantity","Mounting Type","Packages Included"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/RG1005PB-KIT.pdf,//media.digikey.com/photos/Susumu%20Photos/RG1005PB-KIT.JPG,SSM1005PB-KIT-ND,RG1005PB-KIT,Susumu,RES KIT 47-100K 1/16W 3240PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","RG","Obsolete","Thin Film","47 ~ 100k","1/16W","±0.1%","Automotive AEC-Q200","3240 Pieces (81 Values - 40 Each)","Surface Mount","0402 (1005 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/RG1608PB-KIT.pdf,//media.digikey.com/photos/Susumu%20Photos/RG1608PB-KIT.JPG,SSM1608PB-KIT-ND,RG1608PB-KIT,Susumu,RES KIT 47-330K 1/10W 3720PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","RG","Obsolete","Thin Film","47 ~ 330k","1/10W","±0.1%","Automotive AEC-Q200","3720 Pieces (93 Values - 40 Each)","Surface Mount","0603 (1608 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/RG_RM_RGH_Oct2012.pdf,//media.digikey.com/photos/Susumu%20Photos/RG2012PB-KIT.jpg,SSM2012PB-KIT-ND,RG2012PB-KIT,Susumu,RESISTOR KIT 47-1M 1/8W 4200PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","RG","Obsolete","Thin Film","47 ~ 1M","1/8W","±0.1%","Automotive AEC-Q200","4200 Pieces (105 Values - 40 Each)","Surface Mount","0805 (2012 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/RG_RM_RGH_Oct2012.pdf,"//media.digikey.com/photos/Susumu%20Photos/RG1005PD-KIT,%20RG2012NW-KIT,%20RG1608NW-KIT,%20RG1005PD-KIT.jpg",SSM2012NW-KIT-ND,RG2012NW-KIT,Susumu,RESISTR KIT 47-470K 1/8W 3880PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","RG","Obsolete","Thin Film","47 ~ 470k","1/8W","±0.05%","Automotive AEC-Q200","3880 Pieces (97 Values - 40 Each)","Surface Mount","0805 (2012 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/RL7520W-KIT.pdf,//media.digikey.com/photos/Susumu%20Photos/RL7520W-KIT.jpg,SSM7520W-KIT-ND,RL7520W-KIT,Susumu,RESISTR KIT 0.001-0.47 2W 480PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","RL","Obsolete","Thin Film","0.001 ~ 0.47","2W","±1%, ±2%, ±5%","Current Sense","480 Pieces (16 Values - 30 Each)","Surface Mount","Wide 3008 (2075 Metric), 0830"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-SMDMETFL.jpg,CAB-SMDMETFL-ND,CAB-SMDMETFL,Ohmite,RESISTOR KIT 0.001-0.05 350PCS,0,0,"Obsolete","0","2","Plastic Cabinet","FCSL, MCS","Obsolete","Metal Element, Metal Foil","0.001 ~ 0.05","1W, 2W, 3W, 4W, 5W","±1%, ±2%, ±5%","Current Sense, Flame Retardant Coating, Moisture Resistant, Safety","350 Pieces (35 Values - 10 Each)","Surface Mount","1206 ~ Wide 4320 (3216 ~ 11050 Metric)"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-LVK.JPG,CAB-LVK-ND,CAB-LVK,Ohmite,RESISTOR KIT 0.001-0.05 350PCS,0,0,"Obsolete","0","2","Plastic Cabinet","LVK","Obsolete","Thick Film","0.001 ~ 0.05","1/2W, 3/4W, 1W, 2W","±0.5%, ±1%","Anti-Corrosive, Current Sense, Moisture Resistant","350 Pieces (35 Values - 10 Each)","Surface Mount","1206 ~ Wide 2512 (3216 ~ 6532 Metric)"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-10AXLCS.jpg,CAB-10AXLCS-ND,CAB-10AXLCS,Ohmite,RESISTOR KIT 0.004-0.05 200PCS,0,0,"Obsolete","0","2","Plastic Cabinet","10, 14A","Obsolete","Metal Element","0.004 ~ 0.05","2W, 3W, 4W, 5W","±1%","Current Sense, Non-Inductive","200 Pieces (20 Values - 10 Each)","Through Hole","Axial"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-TBHHS.jpg,CAB-TBHHS-ND,CAB-TBHHS,Ohmite,RESISTOR KIT 0.05-2K 25W 100PCS,0,0,"Obsolete","0","2","Plastic Cabinet","TBH, W, E","Obsolete","Thick Film","0.05 ~ 2k","25W","±5%","Current Sense, Includes Heat Sinks, Moisture Resistant, Non-Inductive","100 Pieces (Assorted Per Value)","Through Hole","TO-220-2"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-TCHHS.jpg,CAB-TCHHS-ND,CAB-TCHHS,Ohmite,RESISTOR KIT 0.05-2K 35W 96PCS,0,0,"Obsolete","0","2","Plastic Cabinet","TCH, W, E","Obsolete","Thick Film","0.05 ~ 2k","35W","±5%","Moisture Resistant, Includes Heat Sinks","96 Pieces (Assorted Per Value)","Through Hole","TO-220-2"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-TDHHS.jpg,CAB-TDHHS-ND,CAB-TDHHS,Ohmite,RESISTOR KIT 0.1-1K 35W 74PCS,0,0,"Obsolete","0","2","Plastic Cabinet","TDH, DA, DV","Obsolete","Thick Film","0.1 ~ 1k","35W","±5%","Moisture Resistant, Includes Heat Sinks","74 Pieces (Assorted Per Value)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PWR4412-2S_Series.pdf,-,PWR4412-LAB1-ND,PWR4412-LAB1,Bourns Inc.,RESISTOR KIT 0.005-0.1 12PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PWR4412-2S","Obsolete","Metal Element","0.005 ~ 0.1","1W, 3W, 5W","±1%","Current Sense, Moisture Resistant, Pulse Withstanding","12 Pieces (6 Values - 2 Each)","Through Hole","Radial"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/n0816_power_lab_kits_fpb2.pdf,-,CHF-LAB1-ND,CHF-LAB1,Bourns Inc.,RESISTOR KIT 50 OHM 11PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CHF - RF Power","Obsolete","Thick Film","50","10W, 20W, 40W, 100W, 250W","±5%","RF, High Frequency","11 Pieces (Assorted Per Value)","Chassis Mount, Surface Mount","1206 ~ 3725 (3216, 5025 Metric) Flat Box, Terminator"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/CRM0805_1206_2010.pdf,-,CRMSERIES-LAB1-ND,CRMSERIES-LAB1,Bourns Inc.,RESISTOR KIT 0.05-3.3K 64PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CRM","Obsolete","Thick Film","0.05 ~ 3.3k","1/4W, 1/2W, 1W","±1%, ±5%","Current Sense, Pulse Withstanding","64 Pieces (32 Values - 2 Each)","Surface Mount","0805, 1206, 2010 (2012, 3216, 5025 Metric)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ-G,R,E_Series_Rev_Oct_2014.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR9-KIT-ND,CR9-KIT,Panasonic Electronic Components,RES KIT 10-97.6 1/20W 4800PCS,0,0,"Active","0","1","Bag Per Value","ERJ","Active","Thick Film","10 ~ 97.6","1/20W","±1%","-","4800 Pieces (96 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ-G,R,E_Series_Rev_Oct_2014.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR10-KIT-ND,CR10-KIT,Panasonic Electronic Components,RES KIT 100-976 1/20W 4800PCS,0,0,"Active","0","1","Bag Per Value","ERJ","Active","Thick Film","100 ~ 976","1/20W","±1%","-","4800 Pieces (96 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ%205%25.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR15-KIT-ND,CR15-KIT,Panasonic Electronic Components,RES KIT 11-910K 1/20W 3000PCS,0,0,"Active","0","1","Book","ERJ","Active","Thick Film","11 ~ 910k","1/20W","±5%","-","3000 Pieces (60 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ-G,R,E_Series_Rev_Oct_2014.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR11-KIT-ND,CR11-KIT,Panasonic Electronic Components,RES KIT 1K-9.76K 1/20W 4800PCS,0,0,"Active","0","1","Bag Per Value","ERJ","Active","Thick Film","1k ~ 9.76k","1/20W","±1%","-","4800 Pieces (96 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ-G,R,E_Series_Rev_Oct_2014.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR12-KIT-ND,CR12-KIT,Panasonic Electronic Components,RES KIT 10K-97.6K 1/20W 4800PCS,0,0,"Active","0","1","Bag Per Value","ERJ","Active","Thick Film","10k ~ 97.6k","1/20W","±1%","-","4800 Pieces (96 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ-G,R,E_Series_Rev_Oct_2014.pdf",//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR13-KIT-ND,CR13-KIT,Panasonic Electronic Components,RES KIT 100K-1M 1/20W 4850PCS,0,0,"Active","0","1","Bag Per Value","ERJ","Active","Thick Film","100k ~ 1M","1/20W","±1%","-","4850 Pieces (97 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/ERJ%205%25.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0201%20Pkg.jpg,CR14-KIT-ND,CR14-KIT,Panasonic Electronic Components,RESISTOR KIT 10-1M 1/20W 3050PCS,0,0,"Active","0","1","Bag Per Value","ERJ","Active","Thick Film","10 ~ 1M","1/20W","±5%","-","3050 Pieces (61 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MCR004J-SMPLBK.pdf,//media.digikey.com/Photos/Rohm%20Photos/MCR004J-SMPLBK.jpg,RHM1685-ND,MCR004J-SMPLBK,Rohm Semiconductor,RESISTR KIT 0-2.7M 1/32W 3350PCS,0,0,"Discontinued at Digi-Key","0","1","Notebook","MCR","Discontinued at Digi-Key","Thick Film","0.0 ~ 2.7M","1/32W","Jumper, ±5%","-","3350 Pieces (67 Values - 50 Each)","Surface Mount","01005 (0402 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MCR006F-SMPLBK.pdf,//media.digikey.com/Renders/Rohm%20Renders/MCR006.jpg,RHM1686-ND,MCR006F-SMPLBK,Rohm Semiconductor,RESISTR KIT 100-1M 1/20W 4850PCS,0,0,"Discontinued at Digi-Key","0","1","Notebook","MCR","Discontinued at Digi-Key","Thick Film","100 ~ 1M","1/20W","±1%","-","4850 Pieces (97 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MCR006J-SMPLBK.pdf,//media.digikey.com/Renders/Rohm%20Renders/MCR006.jpg,RHM1687-ND,MCR006J-SMPLBK,Rohm Semiconductor,RESISTOR KIT 0-1M 1/20W 6100PCS,0,0,"Discontinued at Digi-Key","0","1","Notebook","MCR","Discontinued at Digi-Key","Thick Film","0.0 ~ 1M","1/20W","Jumper, ±5%","-","6100 Pieces (122 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MCR01F-SMPLBK.pdf,//media.digikey.com/Photos/Rohm%20Photos/MCR01F-SMPLBK.jpg,RHM1688-ND,MCR01F-SMPLBK,Rohm Semiconductor,RES KIT 10-2.2M 1/16W 6450PCS,0,0,"Active","0","0","Notebook","MCR","Active","Thick Film","10 ~ 2.2M","1/16W","±1%","-","6450 Pieces (129 Values - 50 Each)","Surface Mount","0402 (1005 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MCR01J-SMPLBK.pdf,//media.digikey.com/photos/Rohm%20Photos/MCR01J-SMPLBK.JPG,RHM1689-ND,MCR01J-SMPLBK,Rohm Semiconductor,RESISTOR KIT 0-1M 1/16W 7300PCS,0,0,"Active","0","0","Notebook","MCR","Active","Thick Film","0.0 ~ 1M","1/16W","Jumper, ±5%","-","7300 Pieces (146 Values - 50 Each)","Surface Mount","0402 (1005 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MNR02J-SMPLBK.pdf,//media.digikey.com/Photos/Rohm%20Photos/MNR02J-SMPLBK.jpg,RHM1690-ND,MNR02J-SMPLBK,Rohm Semiconductor,RESISTOR KIT 0-1M 1/16W 2600PCS,0,0,"Discontinued at Digi-Key","0","1","Notebook","MNR","Discontinued at Digi-Key","Metal Element","0.0 ~ 1M","1/16W","Jumper, ±5%","-","2600 Pieces (52 Values - 50 Each)","Surface Mount","0404 (1010 Metric), Convex"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/MNR04J-SMPLBK.pdf,//media.digikey.com/Photos/Rohm%20Photos/MNR04J-SMPLBK.jpg,RHM1691-ND,MNR04J-SMPLBK,Rohm Semiconductor,RESISTR KIT 0-100K 1/16W 2500PCS,0,0,"Discontinued at Digi-Key","0","1","Notebook","MNR","Discontinued at Digi-Key","Metal Element","0.0 ~ 100k","1/16W","Jumper, ±5%","-","2500 Pieces (50 Values - 50 Each)","Surface Mount","0804, Convex, Long Side Terminals"
http://www.samsungsem.com/kr/support/library/product-catalog/chip_resistor.jsp,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6424-ND,KIT_RESISTOR_RC0402J,Samsung Electro-Mechanics,RES KIT 0.0-1M 1/32W 1950 PCS,0,0,"Active","0","1","Notebook","RC","Active","Thick Film","0.0 ~ 1M","1/32W","±5%","Moisture Resistant","1950 Pieces (39 Values - 50 Each)","Surface Mount","01005 (0402 Metric)"
http://www.samsungsem.com/kr/support/library/product-catalog/chip_resistor.jsp,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6425-ND,KIT_RESISTOR_RC0402F,Samsung Electro-Mechanics,RESISTOR KIT 3-1M 1/32W 3000 PCS,0,0,"Active","0","1","Notebook","RC","Active","Thick Film","3 ~ 1M","1/32W","±1%","Moisture Resistant","3000 Pieces (60 Values - 50 Each)","Surface Mount","01005 (0402 Metric)"
http://www.samsungsem.com/kr/support/library/product-catalog/chip_resistor.jsp,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6426-ND,KIT_RESISTOR_RC0603J,Samsung Electro-Mechanics,RES KIT 0.0-1M 1/20W 3000 PCS,0,0,"Active","0","1","Notebook","RC","Active","Thick Film","0.0 ~ 1M","1/20W","±5%","Moisture Resistant","3000 Pieces (60 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
http://www.samsungsem.com/kr/support/library/product-catalog/chip_resistor.jsp,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6427-ND,KIT_RESISTOR_RC0603F,Samsung Electro-Mechanics,RESISOR KIT 10-1M 1/20W 3000 PCS,0,0,"Active","0","1","Notebook","RC","Active","Thick Film","10 ~ 1M","1/20W","±1%","Moisture Resistant","3000 Pieces (60 Values - 50 Each)","Surface Mount","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/751%E2%80%9000011_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_751-00011.jpg,751-00011-ND,751-00011,Parallax Inc.,EMERGENCY RESISTOR KIT,0,0,"Obsolete","0","1","-","-","Obsolete","Carbon Film","100 ~ 20k","-","-","-","120 Pieces (7 Values - Mixed Quantities)","Through Hole","Axial"
https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,//media.digikey.com/Renders/Bourns%20Renders/CR1206-(3216-Metric).jpg,CR1206-FX-LAB3LF-ND,CR1206-FX-LAB3LF,Bourns Inc.,RESISTOR KIT 1/4W 6100PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CR1206","Obsolete","Thick Film","-","1/4W","±1%","Moisture Resistant","6100 Pieces (122 Values - 50 Each)","Surface Mount","1206 (3216 Metric)"
https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,//media.digikey.com/Renders/Bourns%20Renders/CR1206-(3216-Metric).jpg,CR1206-FX-LAB4LF-ND,CR1206-FX-LAB4LF,Bourns Inc.,RESISTOR KIT 1/4W 12100PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CR1206","Obsolete","Thick Film","-","1/4W","±1%","Moisture Resistant","12100 Pieces (242 Values - 50 Each)","Surface Mount","1206 (3216 Metric)"
-,-,110990043-ND,110990043,"Seeed Technology Co., Ltd",RESISTOR KIT 0.0-1M 1/4W 500PCS,0,0,"Discontinued at Digi-Key","0","9","Notebook","-","Discontinued at Digi-Key","Carbon Film","0.0 ~ 1M","1/4W","±5%","-","500 Pieces (20 Values - 25 Each)","Through Hole","Axial"
