Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Quantity"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3082-TLP-ND,ADNB-3082-TLP,Broadcom Limited,OPT SENSOR TRIM LENS P BIN LED,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3081-ND,ADNB-3081,Broadcom Limited,OPTICAL SENSOR WITH ROUND LENS,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3081-RLP-ND,ADNB-3081-RLP,Broadcom Limited,OPT SENSOR ROUND LENS P BIN LED,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3082-TLK-ND,ADNB-3082-TLK,Broadcom Limited,OPT SENSOR TRIM LENS K BIN LED,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3042-ND,ADNB-3042,Broadcom Limited,OPTICAL SENSOR WITH TRIMMED LENS,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3081-RLK-ND,ADNB-3081-RLK,Broadcom Limited,OPT SENSOR ROUND LENS K BIN LED,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-3042-TLP-ND,ADNB-3042-TLP,Broadcom Limited,OPT SENSOR TRIM LENS P BIN LED,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-7051-EV-ND,ADNB-7051-EV,Broadcom Limited,OPT SENSOR BUNDLE SET FOR A7050,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6032-ND,ADNB-6032,Broadcom Limited,OPT SENSOR BUNDLE W/TRIMMED LENS,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6032-EV-ND,ADNB-6032-EV,Broadcom Limited,OPT SENS BUNDLE W/A-6030 TL CLIP,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6031-ND,ADNB-6031,Broadcom Limited,OPT SENSOR BUNDLE W/ROUND LENS,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6031-EV-ND,ADNB-6031-EV,Broadcom Limited,OPT SENS BUNDLE W/A-6030 RL CLIP,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2031-ND,ADNB-2031,Broadcom Limited,OPTICAL SENSOR WITH ROUND LENS,0,0,"Obsolete","0","3000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6011-ND,ADNB-6011,Broadcom Limited,LASER MOUSE SENS W/ROUND LENS,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-5031-ND,ADNB-5031,Broadcom Limited,OPT SENSOR BUNDLE W/ROUND LENS,0,0,"Obsolete","0","4000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6002-ND,ADNB-6002,Broadcom Limited,OPT SENSOR BUNDLE W/TRIMMED LENS,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6012-ND,ADNB-6012,Broadcom Limited,OPT SENSOR BUNDLE W/TRIMMED LENS,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2050-ND,ADNB-2050,Broadcom Limited,OPTICAL SENSOR WITH ROUND LENS,0,0,"Obsolete","0","3000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6012-EV-ND,ADNB-6012-EV,Broadcom Limited,OPT SENS BUNDLE W/A-6010 TL CLIP,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-6011-EV-ND,ADNB-6011-EV,Broadcom Limited,OPT SENS BUNDLE W/A-6010 RL CLIP,0,0,"Obsolete","0","1000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2051-ND,ADNB-2051,Broadcom Limited,OPTICAL SENSOR WITH TRIMMED LENS,0,0,"Obsolete","0","3000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2051-TLP-ND,ADNB-2051-TLP,Broadcom Limited,OPT SENSOR TRIM LENS P BIN LED,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2051-TLK-ND,ADNB-2051-TLK,Broadcom Limited,OPT SENSOR TRIM LENS K BIN LED,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2050-RLP-ND,ADNB-2050-RLP,Broadcom Limited,OPT SENSOR ROUND LENS P BIN LED,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
"//media.digikey.com/pdf/Data Sheets/Avago PDFs/ADN(B,K,S)-yyyy.pdf",-,ADNB-2050-RLK-ND,ADNB-2050-RLK,Broadcom Limited,OPT SENSOR ROUND LENS K BIN LED,0,0,"Obsolete","0","2000","-","-","Obsolete","-","-"
-,//media.digikey.com/Photos/Parallax%20Photos/27901.jpg,27901-ND,27901,Parallax Inc.,GAS SENSOR KIT CO2 CH4 CO LPG,0,0,"Obsolete","0","1","-","-","Obsolete","Gas Sensor","4 Pieces (Assorted Per Value)"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/H-848_Web.pdf#zoom=150,-,H-848-ND,H-848,Bourns Inc.,LINEAR MOTION DESIGN KIT 8-PCS,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","Linear Motion Potentiometer","8 Pieces (4 Values - 2 Each)"
