Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Kit Contents"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1278863&DocType=Customer+Drawing&DocLang=English,-,1278863-5-ND,1278863-5,TE Connectivity AMP Connectors,TEST KIT MTRJ SM JACK - ST SEC,0,0,"355.76000","0","1","Plastic Carrying Case","-","Active","Cable Assembly","Adapters, Cable Assemblies, Label"
http://multimedia.3m.com/mws/media/80226O/3mtm-fibrloktm-2529-universal-fiber-optic-splice.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2529-K.jpg,MF2529-K-ND,2529-K,3M,KIT F/OPTIC SPLICE UNIVERSAL,0,0,"664.45000","0","1","Carrying Case","Fibrlok™","Active","Splice","60 Splices, Assembly Tool"
http://multimedia.3m.com/mws/media/752460O/3mtm-crimploktm-connector-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8700-PS%5EAPC.jpg,3M160761-ND,8700-PS/APC,3M,CONN SC/APC SM900M W/8765-PS/APC,0,0,"992.41683","0","60","Plastic Carrying Case","Crimplok™","Active","Termination","Connectors and Tool"
http://multimedia.3m.com/mws/media/752460O/3mtm-crimploktm-connector-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8765-UPC.jpg,8765-UPC-ND,8765-UPC,3M,CONNECTOR KIT SC/UPC,0,0,"2126.25000","0","1","Plastic Carrying Case","Crimplok™","Active","Termination","Connectors and Tool"
http://multimedia.3m.com/mws/media/42660O/3mtm-vf-45tm-quick-install-kit.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_VOL-0563.jpg,VOL-0563-ND,VOL-0563,3M,VF-45 QUICK INSTALL KIT,0,0,"2131.50000","0","1","Carrying Case","Volition™","Active","Installation","Assorted"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1985212&DocType=Customer+Drawing&DocLang=English,-,1985212-1-ND,1985212-1,TE Connectivity AMP Connectors,"REPAIR KIT, TACTICAL FIELD SPLIC",0,0,"10941.94000","0","1","-","-","Active","Splice","Assorted"
-,-,IF-FGB-ND,IF-FGB,Industrial Fiberoptics,KIT FIBER OPTIC 6 ASST FIBERS,0,0,"9.54000","0","1","-","-","Active","Cable Assembly","Assorted"
-,-,IF-FGB2-ND,IF-FGB2,Industrial Fiberoptics,KIT FIBER OPTIC 12 ASST FIBERS,0,0,"16.92000","0","1","-","-","Active","Cable Assembly","Assorted"
https://www.molex.com/pdm_docs/sd/1060002000_sd.pdf,-,1060002000-ND,1060002000,Molex,ST QTERM (3MM PC+)12 W/ADH+ACC,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060002100_sd.pdf,-,1060002100-ND,1060002100,Molex,SC QTERM (3MM PC+) 12 CONN,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060002300_sd.pdf,-,1060002300-ND,1060002300,Molex,SC QTERM (3MM SM) 12 CONN,0,0,"Obsolete","0","32","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060003000_sd.pdf,-,1060003000-ND,1060003000,Molex,LC QTERM MM 1.6&2.0MM CLB 12CONN,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060003100_sd.pdf,-,1060003100-ND,1060003100,Molex,LC QTERM MM BARE FIBER 12 CONN,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060004000_sd.pdf,-,1060004000-ND,1060004000,Molex,LC QTERM MM 1.6&2.0MM CLB 6 CONN,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060004200_sd.pdf,-,1060004200-ND,1060004200,Molex,LC QTERM SM BARE FIBER 12 CONN,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
http://multimedia.3m.com/mws/media/752460O/3mtm-crimploktm-connector-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8765-APC.jpg,3M160762-ND,8765-APC,3M,CONNECTOR KIT SC/APC,0,0,"Obsolete","0","1","Plastic Carrying Case","Crimplok™","Obsolete","Termination","Connectors and Tool"
http://greenlee.ebizcdn.com/93189dd27c5c3221f5687b74bcba0ab6,-,45658-ND,45658,Greenlee Communications,FIBER OPTIC CUTTER/STRIPPER KIT,0,0,"Discontinued at Digi-Key","0","1","Plastic Carrying Case","-","Discontinued at Digi-Key","Installation","Assorted"
-,-,1060004400-ND,1060004400,Molex,LC QTERM MM (3.0MM CLB) 12 CONN.,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
-,-,1060004500-ND,1060004500,Molex,LC QTERM SM (3.0MM CLB) 12 CONN.,0,0,"Obsolete","0","1","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
https://www.molex.com/pdm_docs/sd/1060002200_sd.pdf,-,1060002200-ND,1060002200,Molex,ST QTERM 3MM SM12 WADH+ACC,0,0,"Obsolete","0","32","Plastic Packaging","XPress™","Obsolete","Termination","Adapters, Connectors"
