Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Style","Material - Core","Quantity","Inductance Range","Mounting Type","Packages Included","Features","Shielding"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/Sample_Kits_Inductors_PB.pdf,//media.digikey.com/photos/Epcos%20Photos/B82464X004.JPG,495-1683-ND,B82464X0004,EPCOS (TDK),KIT INDUCTOR 10X10 POWER SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","B82464-A4, B82464-G4","Obsolete","Fixed","Wirewound","Ferrite","93 Pieces (31 Values - 3 Each)","1µH ~ 1mH","Surface Mount","Non-Standard SMD","AEC-Q200","-"
-,//media.digikey.com/photos/Epcos%20Photos/B82498X1.JPG,495-1685-ND,B82498X0001,EPCOS (TDK),KIT INDUCTOR 0805-F SERIES,0,0,"Active","0","0","Plastic Box with Bin Guide","0805-F","Active","Fixed","Wirewound","Ceramic","360 Pieces (24 Values - 15 Each)","2.7nH ~ 820nH","Surface Mount","0805 (2012 Metric)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/Accu-P,Accu-L%20Kits.pdf",//media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200603.jpg,478-2947-ND,ACCU-L 0603KIT03,AVX Corporation,KIT INDUCTOR THIN FILM 0603,0,0,"Obsolete","0","1","Bulk","Accu-L®","Obsolete","Fixed","Thin Film","Non-Magnetic","400 Pieces (20 Values - 20 Each)","560pH ~ 22nH","Surface Mount","0603 (1608 Metric)","-","-"
http://www.delevan.com/seriesPDFs/S1812.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/S1812RKIT.JPG,S1812RKIT-ND,S1812RKIT,API Delevan Inc.,INDUCTOR KIT SHIELD S1812 245 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","S1812","Obsolete","Fixed","-","Ferrite","245 Pieces (49 Values - 5 Each)","100nH ~ 1mH","Surface Mount","1812 (4532 Metric)","-","Shielded"
http://www.delevan.com/seriesPDFs/S1210.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/S1210RKIT.JPG,S1210RKIT-ND,S1210RKIT,API Delevan Inc.,INDUCTOR KIT SHIELD S1210 185 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","S1210","Obsolete","Fixed","-","-","185 Pieces (37 Values - 5 Each)","100nH ~ 100µH","Surface Mount","1210 (3225 Metric)","-","Shielded"
http://www.delevan.com/seriesPDFs/1008.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/1008RKIT.JPG,1008RKIT-ND,1008RKIT,API Delevan Inc.,INDUCTOR KIT 1008 SERIES 270 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","1008","Obsolete","Fixed","-","Phenolic","270 Pieces (54 Values - 5 Each)","1.8nH ~ 47µH","Surface Mount","1008","-","-"
http://www.delevan.com/seriesPDFs/1210.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/1210rkit.JPG,1210RKIT-ND,1210RKIT,API Delevan Inc.,INDUCTOR KIT 1210 SERIES 290 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","1210","Obsolete","Fixed","-","Ferrite, Iron, Phenolic","290 Pieces (58 Values - 5 Each)","1.8nH ~ 100µH","Surface Mount","1210 (3225 Metric)","-","-"
http://www.delevan.com/seriesPDFs/1812.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/1812RKIT.JPG,1812RKIT-ND,1812RKIT,API Delevan Inc.,INDUCTOR KIT 1812 SERIES 305 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","1812","Obsolete","Fixed","-","Ferrite, Phenolic","305 Pieces (61 Values - 5 Each)","10nH ~ 1mH","Surface Mount","1812 (4532 Metric)","-","-"
http://www.delevan.com/seriesPDFs/4426.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/4426-4.jpg,4426RKIT-ND,4426RKIT,API Delevan Inc.,INDUCTOR KIT 4426 SERIES 50 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","4426","Obsolete","Fixed","Wirewound","Air","50 Pieces (10 Values - 5 Each)","2.5nH ~ 43nH","Surface Mount","4426","-","-"
http://www.delevan.com/seriesPDFs/S1008.pdf,//media.digikey.com/photos/API%20Delevan%20Photos/S1008RKIT.JPG,S1008RKIT-ND,S1008RKIT,API Delevan Inc.,INDUCTOR KIT SHIELD S1008 180 PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","S1008","Obsolete","Fixed","-","Ferrite","180 Pieces (36 Values - 5 Each)","100nH ~ 47µH","Surface Mount","1008","-","Shielded"
-,-,TAIYO-LBCBCOIL-V1-ND,TAIYO-LBCBCOIL-V1,Taiyo Yuden,SAMPLE KIT WIREWOUND CHIP IND,0,0,"Obsolete","0","1","-","LB, CB","Obsolete","Fixed","Wirewound","-","1500 Pieces (30 Values - 50 Each)","1µH ~ 100µH","Surface Mount","0805, 0806, 1007","-","-"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/HPL_Series_Rev2011.pdf,//media.digikey.com/photos/Susumu%20Photos/HPL0603-KIT.jpg,SSMH0603-KIT-ND,HPL0603-KIT,Susumu,KIT INDUCTOR 15 VAL 40PC EA 0201,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","HTC0603","Obsolete","Fixed","Thin Film","-","680 Pieces (17 Values - 40 Each)","1nH ~ 10nH","Surface Mount","0201 (0603 Metric)","High Current","-"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/HPL_Series_Rev2011.pdf,//media.digikey.com/Photos/Susumu%20Photos/HPL1005-KIT.jpg,SSMH1005-KIT-ND,HPL1005-KIT,Susumu,KIT INDUCTOR 28 VAL 40PC EA 0402,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","HTC1005","Obsolete","Fixed","Thin Film","-","1120 Pieces (28 Values - 40 Each)","1nH ~ 15nH","Surface Mount","0402 (1005 Metric)","High Current","-"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/TFL0816-KIT.pdf,//media.digikey.com/photos/Susumu%20Photos/TFL0816-KIT.jpg,SSMT0816-KIT-ND,TFL0816-KIT,Susumu,KIT INDUCTOR 25 VAL 40PC EA 0603,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","TFL","Obsolete","Fixed","Thin Film","-","1000 Pieces (25 Values - 40 Each)","1nH ~ 100nH","Surface Mount","0603 (1608 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/744722.PDF,//media.digikey.com/photos/Wurth%20Electronics%20Photos/744722.JPG,732-1656-ND,744722,Wurth Electronics Inc.,KIT INDUCTOR FOR MPS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","WE-TPC","Obsolete","Fixed","Wirewound","Ferrite","350 Pieces (35 Values - 10 Each)","2.2µH ~ 15µH","Surface Mount","Non-Standard SMD","-","-"
-,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_744724.jpg,744724-ND,744724,Wurth Electronics Inc.,KIT DESIGN FOR NATIONAL REF,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","WE-PD for National Semiconductor","Obsolete","Fixed","Wirewound","Ferrite","180 Pieces (Assorted Per Value)","4.7µH ~ 100µH","Surface Mount","Non-Standard SMD","-","-"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/TAIYO-AQ105-V1.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/TAIYO-AQ105-V1.JPG,587-1991-KIT-ND,587-1991-KIT,Taiyo Yuden,KIT INDUCTOR HI FREQ HI Q 0402,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","AQ","Obsolete","Fixed","Multilayer","-","120 Pieces (12 Values - 10 Each)","1nH ~ 10nH","Surface Mount","0402 (1005 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/Design%20Kits_Inductive%20Components.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRP12-LAB1.jpg,SRP12-LAB1-ND,SRP12-LAB1,Bourns Inc.,KIT PWR INDUCTOR 2PC EACH,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","SRP1235, SRP1250, SRP1270","Obsolete","Fixed","Wirewound","Iron","36 Pieces (18 Values - 2 Each)","100nH ~ 10µH","Surface Mount","Non-Standard SMD","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1624108&DocType=Customer+Drawing&DocLang=English,-,1624110-1-ND,1624110-1,TE Connectivity Passive Product,3640 0603 & 0402 LAB KIT,0,0,"Obsolete","0","5","Notebook","3640, Sigma Inductors","Obsolete","Fixed","Thin Film","-","Assorted","-","Surface Mount","0402, 0603","-","-"
//media.digikey.com/PDF/Data%20Sheets/Bourns%20PDFs/Power%20Inductor%20Design%20Kits.pdf,//media.digikey.com/Photos/Bourns%20Photos/SRP-LAB1.jpg,SRP-LAB1-ND,SRP-LAB1,Bourns Inc.,INDUCTOR POWER DESIGN KIT SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","SRP4020, SRP7030, SRP7030F","Obsolete","Fixed","Wirewound","Carbonyl Powder, Iron","96 Pieces (32 Values - 3 Each)","100nH ~ 10µH","Surface Mount","Non-Standard SMD","-","-"
//media.digikey.com/PDF/Data%20Sheets/Bourns%20PDFs/Power%20Inductor%20Design%20Kits.pdf,//media.digikey.com/Photos/Bourns%20Photos/SRP-LAB2.jpg,SRP-LAB2-ND,SRP-LAB2,Bourns Inc.,INDUCTOR POWER DESIGN KIT SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","SRP1040, SRP1235, SRP1250, SRP1270","Obsolete","Fixed","Wirewound","Iron","96 Pieces (32 Values - 3 Each)","220nH ~ 47µH","Surface Mount","Non-Standard SMD","-","-"
https://www.bourns.com/docs/Product-Datasheets/CI160808.pdf,//media.digikey.com/Renders/Bourns%20Renders/CI160808.jpg,CI160808-LAB1-ND,CI160808-LAB1,Bourns Inc.,INDUCTOR MULTI LAYER CHIP KIT,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CI160808","Obsolete","Fixed","Multilayer","Ceramic","360 Pieces (18 Values - 20 Each)","1nH ~ 220nH","Surface Mount","0603 (1608 Metric)","-","-"
https://www.bourns.com/docs/Product-Datasheets/CM.pdf,-,CM100505-LAB1-ND,CM100505-LAB1,Bourns Inc.,INDUCTOR CHIP KIT,0,0,"Active","0","0","Plastic Box with Bin Guide","CM100505","Active","Fixed","Multilayer","Alumina","720 Pieces (18 Values - 40 Each)","1.5nH ~ 100nH","Surface Mount","0402 (1005 Metric)","-","-"
https://www.bourns.com/docs/Product-Datasheets/CM.pdf,-,CM160808-LAB1-ND,CM160808-LAB1,Bourns Inc.,INDUCTOR CHIP KIT,0,0,"Active","0","0","Plastic Box with Bin Guide","CM160808","Active","Fixed","Wirewound","Alumina","720 Pieces (18 Values - 40 Each)","1.5nH ~ 100nH","Surface Mount","0603 (1608 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/CM322522-LAB1.pdf,//media.digikey.com/Renders/Bourns%20Renders/CM322522.jpg,CM322522-LAB1-ND,CM322522-LAB1,Bourns Inc.,INDUCTOR CHIP KIT,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CM322522","Obsolete","Fixed","Wirewound","Ferrite","210 Pieces (21 Values - 10 Each)","100nH ~ 220µH","Surface Mount","1210 (3225 Metric)","-","-"
https://abracon.com/Magnetics/new/ASPI-0309.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0309-KIT.jpg,535-10783-ND,ASPI-0309-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0309","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","35 Pieces (7 Values - 5 Each)","2.2µH ~ 47µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0310FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0310FS-KIT.JPG,535-10784-ND,ASPI-0310FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0310FS","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","50 Pieces (10 Values - 5 Each)","1µH ~ 47µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0310FSSA.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0310FSSA-KIT.JPG,535-10785-ND,ASPI-0310FSSA-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0310FSSA","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","30 Pieces (6 Values - 5 Each)","80nH ~ 680µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0312FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0312FS-KIT.JPG,535-10786-ND,ASPI-0312FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0312FS","Obsolete","Fixed","Wirewound","Ferrite","30 Pieces (6 Values - 5 Each)","2.2µH ~ 22µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0312FSSA.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0312FSSA-KIT.JPG,535-10787-ND,ASPI-0312FSSA-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0312FSSA","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","30 Pieces (6 Values - 5 Each)","2.2µH ~ 22µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/--ASPI-0315FSSA.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0315FSSA-KIT.JPG,535-10789-ND,ASPI-0315FSSA-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0315FSSA","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","40 Pieces (8 Values - 5 Each)","2.2µH ~ 47µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0410FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0410FS-KIT.jpg,535-10790-ND,ASPI-0410FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0410FS","Obsolete","Fixed","Wirewound","Ferrite","40 Pieces (8 Values - 5 Each)","2.2µH ~ 47µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0412FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0412FS-KIT.jpg,535-10791-ND,ASPI-0412FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0412FS","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","30 Pieces (6 Values - 5 Each)","2.2µH ~ 22µH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0418FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0418FS-KIT.jpg,535-10792-ND,ASPI-0418FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0418FS","Obsolete","Fixed","Wirewound","Ferrite","30 Pieces (6 Values - 5 Each)","9.1nH ~ 150nH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0612FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0612FS-KIT.jpg,535-10793-ND,ASPI-0612FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0612FS","Obsolete","Fixed","Wirewound","Ferrite","45 Pieces (9 Values - 5 Each)","90nH ~ 365nH","Surface Mount","-","Drum Core","Shielded"
https://abracon.com/Magnetics/new/ASPI-0615FS.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASPI-0615FS-KIT.jpg,535-10794-ND,ASPI-0615FS-KIT,Abracon LLC,INDUCTOR KIT SHIELD ASPI,0,0,"Obsolete","0","10","Notebook","ASPI-0615FS","Obsolete","Fixed","Wirewound","Nickel Zinc Ferrite (NiZn)","45 Pieces (9 Values - 5 Each)","2.2µH ~ 47µH","Surface Mount","-","Drum Core","Shielded"
-,//media.digikey.com/Photos/Panasonic%20Photos/ELJ1-KIT.JPG,ELJ1-KIT-ND,ELJ1-KIT,Panasonic Electronic Components,KIT INDUCTOR ELJ-DA/FA,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","DA, FA","Obsolete","Fixed","Wirewound","Ferrite","330 Pieces (11 Values - 30 Each)","39µH ~ 100µH","Surface Mount","1210 (3225 Metric)","-","-"
-,//media.digikey.com/Photos/Panasonic%20Photos/ELJ2-KIT.JPG,ELJ2-KIT-ND,ELJ2-KIT,Panasonic Electronic Components,KIT INDUCTOR ELJ-PA/PB/PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PA, PB, PC","Obsolete","Fixed","Wirewound","Ceramic","630 Pieces (21 Values - 30 Each)","1µH ~ 220µH","Surface Mount","1008, 1210, 1812","-","-"
-,//media.digikey.com/Photos/Panasonic%20Photos/ELJ3-KIT.JPG,ELJ3-KIT-ND,ELJ3-KIT,Panasonic Electronic Components,KIT INDUCTOR ELJ-PF/QF,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PF, QF","Obsolete","Fixed","Wirewound","Ceramic","360 Pieces (12 Values - 30 Each)","1nH ~ 10nH","Surface Mount","0402 (1005 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/CM_Series_Rev2001.pdf,-,CM201212-LAB1-ND,CM201212-LAB1,Bourns Inc.,KIT INDUCTOR CHIP SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CM201212","Obsolete","Fixed","Wirewound","Polymer","390 Pieces (13 Values - 30 Each)","10nH ~ 1µH","Surface Mount","0805 (2012 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/Design_Kits_Inductive_Components_Web.pdf,-,CM252016-LAB1-ND,CM252016-LAB1,Bourns Inc.,KIT INDUCTOR CHIP SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CM252016","Obsolete","Fixed","Wirewound","Polymer","500 Pieces (25 Values - 20 Each)","10nH ~ 100µH","Surface Mount","1008 (2520 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/Design_Kits_Inductive_Components_Web.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_CS160808-SERIES.jpg,CS160808-LAB1-ND,CS160808-LAB1,Bourns Inc.,KIT INDUCTOR CHIP SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CS160808","Obsolete","Fixed","Multilayer","Ferrite","720 Pieces (18 Values - 40 Each)","47nH ~ 2.2µH","Surface Mount","0603 (1608 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/Design_Kits_Inductive_Components_Web.pdf,-,CS321613-LAB1-ND,CS321613-LAB1,Bourns Inc.,KIT INDUCTOR CHIP SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CS321613","Obsolete","Fixed","Multilayer","Ferrite","540 Pieces (18 Values - 30 Each)","47nH ~ 33µH","Surface Mount","1206 (3216 Metric)","-","-"
https://www.bourns.com/docs/Product-Datasheets/CV201210.pdf,//media.digikey.com/Renders/Bourns%20Renders/CV201210.jpg,CV201210-LAB1-ND,CV201210-LAB1,Bourns Inc.,KIT INDUCTOR CHIP SMD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","CV201210","Obsolete","Fixed","Multilayer","Ferrite","540 Pieces (18 Values - 30 Each)","47nH ~ 33µH","Surface Mount","0805 (2012 Metric)","-","-"
-,//media.digikey.com/Photos/Bourns%20Photos/CE201210-LAB1.JPG,CE201210-LAB1-ND,CE201210-LAB1,Bourns Inc.,INDUCTOR,0,0,"Obsolete","0","1","-","CE201210","Obsolete","Fixed","Multilayer","Ceramic","720 Pieces (18 Values - 40 Each)","1.5nH ~ 470nH","Surface Mount","0805 (2012 Metric)","-","-"
-,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRN-LAB1.jpg,SRN-LAB1-ND,SRN-LAB1,Bourns Inc.,INDUCTOR KIT,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","SRN","Obsolete","Fixed","Wirewound","Ferrite","160 Pieces (32 Values - 5 Each)","1µH ~ 100µH","Surface Mount","Non-Standard SMD","-","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0402Q_Series.pdf,//media.digikey.com/photos/TDK%20Photos/MLG0402Q-1.jpg,445-172406-KIT-ND,MLG0402Q-1,TDK Corporation,KIT RF INDUCT 1NH-3.9NH 600 PCS,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","MLG-Q","Obsolete","Fixed","Multilayer","Non-Magnetic","600 Pieces (30 Values - 20 Each)","1nH ~ 3.9nH","Surface Mount","01005 (0402 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMRFIS-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMRFIS-V01-KIT.jpg,490-12163-ND,EKDMRFIS-V01-KIT,Murata Electronics North America,KIT RF INDUCTOR(0201-0402),0,0,"Obsolete","0","2","Notebook","LQP03, LQW15","Obsolete","Fixed","Thin Film, Wirewound","Non-Magnetic","590 Pieces (59 Values - 10 Each)","600pH ~ 120nH","Surface Mount","0201, 0402","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMRFIM-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMRFIM-V01-KIT.jpg,490-12164-ND,EKDMRFIM-V01-KIT,Murata Electronics North America,KIT RF INDUCTOR(0603-1008),0,0,"Obsolete","0","1","Notebook","LQW18, LQW2","Obsolete","Fixed","Wirewound","Air, Non-Magnetic","640 Pieces (64 Values - 10 Each)","2.2nH ~ 4.7µH","Surface Mount","0603, 0805, 1008","-","Unshielded"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMPINS-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMPINS-V01-KIT.JPG,490-12165-ND,EKDMPINS-V01-KIT,Murata Electronics North America,KIT POWER INDUCTOR(0603-1008),0,0,"Obsolete","0","1","Notebook","LQH2, LQM2, LQM18, LQM21","Obsolete","Fixed","Multilayer, Wirewound","Ferrite","640 Pieces (64 Values - 10 Each)","22nH ~ 82µH","Surface Mount","0603, 0805, 0806, 1008","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMPINM-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMPINM-V01-KIT.JPG,490-12166-ND,EKDMPINM-V01-KIT,Murata Electronics North America,KIT POWER INDUCTOR(1212-2020),0,0,"Obsolete","0","2","Notebook","LQH3, LQH32, LQH44, LQH5","Obsolete","Fixed","Wirewound","Ferrite","440 Pieces (44 Values - 10 Each)","470nH ~ 47µH","Surface Mount","1210, 1212, 1515, 2020","-","-"
-,//media.digikey.com/Photos/Pulse%20Photos/Inductor-KIT-Series.jpg,553-3094-ND,PG0155KIT,Pulse Electronics Power,SHAPED CORE INDUCTOR KIT NPB,0,0,"Obsolete","0","91","Plastic Box with Bin Guide","PG0155","Obsolete","Fixed","-","-","9 Pieces (3 Values - 3 Each)","-","Surface Mount","Non-Standard SMD","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/MPI4040_DK01-19361-R.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/MFG_DK01-19361-R.jpg,283-4614-ND,DK01-19361-R,Eaton - Electronics Division,KIT INDUCTORS MPI4040 SERIES,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","MPI4040","Obsolete","Fixed","Wirewound","Metal Composite","215 Pieces (43 Values - 5 Each)","90nH ~ 22µH","Surface Mount","1816 (4540 Metric)","High Current","-"
-,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6434-ND,KIT_EMC_CIH03T,Samsung Electro-Mechanics,KIT INDUCT 0201 HIGH FREQ 22 VAL,0,0,"Active","0","1","Notebook","CIH03T","Active","Fixed","Multilayer","-","1100 Pieces (22 Values - 50 Each)","1nH ~ 68nH","Surface Mount","0201 (0603 Metric)","-","-"
-,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6435-ND,KIT_EMC_CIH05T,Samsung Electro-Mechanics,KIT INDUCT 0402 HIGH FREQ 25 VAL,0,0,"Obsolete","0","1","Notebook","CIH05T","Obsolete","Fixed","Multilayer","-","1250 Pieces (25 Values - 50 Each)","1nH ~ 100nH","Surface Mount","0402 (1005 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/Chip_Inductor_Catalog_2014.pdf,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6436-ND,KIT_EMC_CIL10,Samsung Electro-Mechanics,KIT INDUCT 0402 GEN PURP 21 VAL,0,0,"Active","0","1","Notebook","CIL10","Active","Fixed","-","-","Assorted","-","Surface Mount","0603 (1608 Metric)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/Inductor_Sample_Kits.pdf,-,B82462X00040000-ND,B82462X00040000,EPCOS (TDK),KIT INDUCTOR,0,0,"Obsolete","0","0","Plastic Box with Bin Guide","B82462-A4, B82462-G4","Obsolete","Fixed","Wirewound","Ferrite","80 Pieces (16 Values - 5 Each)","1µH ~ 330µH","Surface Mount","Non-Standard SMD","AEC-Q200","-"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_05.pdf,//media.digikey.com/Photos/Pulse%20Photos/Inductor-KIT-Series.jpg,553-3529-ND,PG0015NLKIT,Pulse Electronics Power,KIT FIXED IND PG0015 SERIES,0,0,"Active","0","0","Plastic Box with Bin Guide","PG0015NL","Active","Fixed","Wirewound","-","54 Pieces (18 Values - 3 Each)","10µH ~ 820µH","Surface Mount","Non-Standard SMD","Drum Core","-"
https://abracon.com/Magnetics/new/ATFC-0201.pdf,-,535-13677-KIT-ND,ABKIT-INDUCTOR-LP,Abracon LLC,ATFC-AIMC 0201 INDUCTOR KIT,0,0,"Discontinued at Digi-Key","0","1","Plastic Box","-","Discontinued at Digi-Key","Fixed","Multilayer, Thin Film","Ceramic","100 Pieces (10 Values - 10 Each)","1nH ~ 18nH","Surface Mount","0201 (0603 Metric)","-","Unshielded"
