Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Values","Diameter","Color","Shrinkage Ratio"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/CP-221%20Tubing.pdf,-,CP-KIT-ND,Q47600,3M,KIT HEATSHRNK CP221 350PC 6 SIZE,0,0,"Obsolete","0","1","-","CP-221","Obsolete","349 pcs - 1 1/2"", 1"", 3/4"", 1/2"" (38.1, 25.4, 19.05, 12.7mm)","100 ea of 1/16"", 1/4"", 50 pcs ea of 3/32"", 1/8"", 3/16""","Black","2 to 1"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0027.pdf,//media.digikey.com/photos/Molex/MFG_76650-0027.jpg,WM8435-ND,76650-0027,Molex,KIT POLYOLEFIN SHRINK TUBING,0,0,"Obsolete","0","1","Bag Per Value","Perma-Fit","Obsolete","12 pcs - Assorted 8 Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals","10 ea of 3/16"", 5 ea of 1/4"", 3 ea of 3/8"", 2 ea of 1/2""","Black and Red","2 to 1 (Thin Wall), 3 to 1 (Dual Wall)"
http://multimedia.3m.com/mws/media/41013O/fp-301-vw-tubing.PDF,-,FP-301-VW-1/4-3/4-BLACK-ND,FP-301-VW-1/4-3/4-BLACK,3M,HEAT SHRINK FPVW 1/4 TO 3/4 BK,0,0,"Obsolete","0","10","-","FP-301 VW","Obsolete","-","-","Black","2 to 1"
http://multimedia.3m.com/mws/media/41013O/fp-301-vw-tubing.PDF,-,FP-301-VW-3/64-3/16-BLACK-ND,FP-301-VW-3/64-3/16-BLACK,3M,HEAT SHRINK FPVW 3/64 TO 3/16 BK,0,0,"Obsolete","0","10","-","FP-301 VW","Obsolete","-","-","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1.5-BLACK.jpg,FP-301-1.5-BLACK-6""-PACK-ND,FP-301-1.5-BLACK-6""-PACK,3M,HEATSHRINK FP301 1 1/2-6"" BLACK,0,0,"Discontinued at Digi-Key","0","10","Refill Pack","FP-301","Discontinued at Digi-Key","10 - 6 pc Pkgs - 6"" (152.4mm) lengths","1 1/2""","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1.5-CLEAR.jpg,FP-301-1.5-CLEAR-6""-PACK-ND,FP-301-1.5-CLEAR-6""-PACK,3M,HEATSHRINK FP301 1 1/2-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 6 pc Pkgs - 6"" (152.4mm) lengths","1 1/2""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1%5E16-CLEAR.jpg,FP-301-1/16-CLEAR-6""-PACK-ND,FP-301-1/16-CLEAR-6""-PACK,3M,HEATSHRINK FP301 1/16-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 38 pc Pkgs - 6"" (152.4mm) lengths","1/16""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301-1%5E8-BLACK.jpg,FP-301-1/8-BLACK-6""-PACK-ND,FP-301-1/8-BLACK-6""-PACK,3M,HEATSHRINK FP301 1/8-6"" BLACK,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 34 pc Pkgs - 6"" (152.4mm) lengths","1/8""","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301-1%5E8-CLEAR.jpg,FP-301-1/8-CLEAR-6""-PACK-ND,FP-301-1/8-CLEAR-6""-PACK,3M,HEATSHRINK FP301 1/8-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 34 pc Pkgs - 6"" (152.4mm) lengths","1/8""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,-,FP-301-1-4-BLACK-ND,FP-301-1-4-BLACK,3M,HEATSHRINK FP301 1-4 BLACK,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 10 pc Pkgs - 6"" (152.4mm) lengths","1"" ~ 4""","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1-BLACK.jpg,FP-301-1-BLACK-6""-PACK-ND,FP-301-1-BLACK-6""-PACK,3M,HEATSHRINK FP301 1-6"" BLACK,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 10 pc Pkgs - 6"" (152.4mm) lengths","1""","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1-CLEAR.jpg,FP-301-1-CLEAR-6""-PACK-ND,FP-301-1-CLEAR-6""-PACK,3M,HEATSHRINK FP301 1-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 10 pc Pkgs - 6"" (152.4mm) lengths","1""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-2-CLEAR.jpg,FP-301-2-CLEAR-6""-PACK-ND,FP-301-2-CLEAR-6""-PACK,3M,HEATSHRINK FP301 2-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 4 pc Pkgs - 6"" (152.4mm) lengths","2""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-3%5E16-CLEAR.jpg,FP-301-3/16-CLEAR-6""-PACK-ND,FP-301-3/16-CLEAR-6""-PACK,3M,HEATSHRINK FP301 3/16-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 30 pc Pkgs - 6"" (152.4mm) lengths","3/16""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,-,FP-301-3/32-BLACK-6""-PACK-ND,FP-301-3/32-BLACK-6""-PACK,3M,HEATSHRINK FP301 3/32-6"" BLACK,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 36 pc Pkgs - 6"" (152.4mm) lengths","3/32""","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,-,3M157774-ND,FP-301-3/64-3/16-BLACK,3M,HEATSHRINK FP301 3/64-3/16 BLACK,0,0,"Discontinued at Digi-Key","0","1","Refill Pack","FP-301","Discontinued at Digi-Key","10 - 30 pc Pkgs - 6"" (152.4mm) lengths","3/64"" ~ 3/16""","Black","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301-3%5E8-CLEAR.jpg,FP-301-3/8-CLEAR-6""-PACK-ND,FP-301-3/8-CLEAR-6""-PACK,3M,HEATSHRINK FP301 3/8-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 24 pc Pkgs - 6"" (152.4mm) lengths","3/8""","Clear","2 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,-,FP-301-3-CLEAR-6""-PACK-ND,FP-301-3-CLEAR-6""-PACK,3M,HEATSHRINK FP301 3-6"" CLEAR,0,0,"Obsolete","0","10","Refill Pack","FP-301","Obsolete","10 - 3 pc Pkgs - 6"" (152.4mm) lengths","3""","Clear","2 to 1"
