Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Values"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-11375_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-11375.jpg,1568-1358-ND,PRT-11375,SparkFun Electronics,HOOK-UP WIRE ASSORT STRAND 22AWG,166,0,"16.95000","0","1","Dispenser","-","Active","Hook Up Wire, 22 AWG","6 spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-11367_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-11367.jpg,1568-1357-ND,PRT-11367,SparkFun Electronics,HOOK-UP WIRE ASSORT SOLID 22AWG,136,0,"16.95000","0","1","Dispenser","-","Active","Hook Up Wire, 22 AWG","6 spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/Hook-Up%20Wire%20Kits.pdf,"//media.digikey.com/photos/Alpha%20Wire%20Photos/HUKIT20%20NC032,HUKIT40%20NC032.JPG",HU-KIT-20-ND,HUKIT20 NC032,Alpha Wire,WIRE KIT 22AWG HOOK-UP 3051,28,0,"273.20000","0","1","Dispenser","3051","Active","Hook Up Wire, 22 AWG","5 spools, 100 ft each"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1311_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1311.jpg,1528-1743-ND,1311,Adafruit Industries LLC,HOOK-UP 22AWG SOLID - 6 X 25FT,222,0,"15.95000","0","1","Dispenser","-","Active","Hook Up Wire, 22 AWG","6 spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3175_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3175.jpg,1528-1746-ND,3175,Adafruit Industries LLC,HOOK-UP 22AWG STRAND - 10 X 25FT,170,0,"29.95000","0","1","Dispenser","-","Active","Hook Up Wire, 22 AWG","10 spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3174_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3174.jpg,1528-1745-ND,3174,Adafruit Industries LLC,HOOK-UP 22AWG SOLID - 10 X 25FT,117,0,"29.95000","0","1","Dispenser","-","Active","Hook Up Wire, 22 AWG","10 spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/Hook-Up%20Wire%20Kits.pdf,"//media.digikey.com/photos/Alpha%20Wire%20Photos/HUKIT20%20NC032,HUKIT40%20NC032.JPG",HU-KIT-40-ND,HUKIT40 NC032,Alpha Wire,WIRE KIT 24AWG HOOK-UP 3050,18,0,"273.20000","0","1","Dispenser","3050","Active","Hook Up Wire, 24 AWG","5 spools, 100 ft each"
https://catalog.belden.com/techdata/EN/8816_techdata.pdf,-,BEL1998-ND,8816,Belden Inc.,WIRE KIT 18AWG HOOK-UP 8522,7,0,"231.21000","0","1","Bulk","-","Active","Hook Up Wire, 18 AWG","8 Spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/Hook-Up%20Wire%20Kits.pdf,"//media.digikey.com/photos/Alpha%20Wire%20Photos/HUKIT20%20NC032,HUKIT40%20NC032.JPG",HUKIT10NC032-ND,HUKIT10 NC032,Alpha Wire,HOOK-UP WIRE 1000V 22AWG MW,13,0,"273.20000","0","1","Dispenser","1551","Active","Hook Up Wire, 22 AWG","5 spools, 100 ft each"
https://catalog.belden.com/techdata/EN/8825_techdata.pdf,//media.digikey.com/photos/Belden/8825.jpg,BEL2000-ND,8825,Belden Inc.,WIRE KIT 20AWG HOOK-UP 8523,15,0,"586.89000","0","1","Bulk","-","Active","Hook Up Wire, 20 AWG","5 spools, 100 ft each"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3111_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3111.jpg,1528-1744-ND,3111,Adafruit Industries LLC,HOOK-UP 22AWG STRAND - 6 X 25FT,57,0,"19.95000","0","1","Dispenser","-","Active","Hook Up Wire, 22 AWG","6 spools, 25 ft each"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/Hook-Up%20Wire%20Kits.pdf,"//media.digikey.com/photos/Alpha%20Wire%20Photos/HUKIT20%20NC032,HUKIT40%20NC032.JPG",HUKIT30NC032-ND,HUKIT30 NC032,Alpha Wire,HOOK-UP WIRE 1000V 24AWG,4,0,"273.20000","0","1","Dispenser","1550","Active","Hook Up Wire, 24 AWG","5 spools, 100 ft each"
https://catalog.belden.com/techdata/EN/8824_techdata.pdf,-,BEL1999-ND,8824,Belden Inc.,WIRE KIT 20AWG HOOK-UP 8523,14,0,"439.30000","0","1","Bulk","-","Active","Hook Up Wire, 20 AWG","8 Spools, 25 ft each"
https://catalog.belden.com/techdata/EN/9531_techdata.pdf,-,BEL2001-ND,9531,Belden Inc.,WIRE KIT 22AWG HOOK-UP 8524,5,0,"488.05000","0","1","Bulk","-","Active","Hook Up Wire, 22 AWG","5 spools, 100 ft each"
