Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Region Utilized","Form","Input Type","Voltage - Input","Voltage - Output","Current - Output (Max)","Power (Watts)","No Load Power Consumption","Applications","Efficiency","Operating Temperature","Output Connector","Size / Dimension","Approvals"
-,-,DPA090060-P6-SZ-ND,DPA090060-P6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA090060-P6/R-SZ-ND,DPA090060-P6/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA090060-P7-SZ-ND,DPA090060-P7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA090060-P7/R-SZ-ND,DPA090060-P7/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA090060-P9-SZ-ND,DPA090060-P9-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA090060-P9/R-SZ-ND,DPA090060-P9/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120030-Z5-SZ-ND,DPA120030-Z5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120030-Z6-SZ-ND,DPA120030-Z6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120030-Z7-SZ-ND,DPA120030-Z7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120060-Z5-ND,DPA120060-Z5,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120060-Z6-ND,DPA120060-Z6,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120060-Z7-ND,DPA120060-Z7,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120100-Z5-ND,DPA120100-Z5,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-Z6-ND,DPA120100-Z6,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-Z7-ND,DPA120100-Z7,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120020-Z5-SZ-ND,DPA120020-Z5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120020-Z6-SZ-ND,DPA120020-Z6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120020-Z7-SZ-ND,DPA120020-Z7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120200-Z5-ND,DPA120200-Z5,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 24W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","2A","24W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120200-Z6-ND,DPA120200-Z6,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 24W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","2A","24W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120200-Z7-ND,DPA120200-Z7,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 24W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","2A","24W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120040-Z5-SZ-ND,DPA120040-Z5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120040-Z6-SZ-ND,DPA120040-Z6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120040-Z7-SZ-ND,DPA120040-Z7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120050-Z5-SZ-ND,DPA120050-Z5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120050-Z6-SZ-ND,DPA120050-Z6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120050-Z7-SZ-ND,DPA120050-Z7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120100-Z5-TC-ND,DPA120100-Z5-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-Z6-TC-ND,DPA120100-Z6-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-Z7-TC-ND,DPA120100-Z7-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA090010-Z5-SZ-ND,DPA090010-Z5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA090010-Z6-SZ-ND,DPA090010-Z6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA090010-Z7-SZ-ND,DPA090010-Z7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA090060-Z5-SZ-ND,DPA090060-Z5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA090060-Z6-SZ-ND,DPA090060-Z6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA090060-Z7-SZ-ND,DPA090060-Z7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/830AS12100.pdf,"//media.digikey.com/photos/Tamura%20Photos/830AS09100,830AS12100.jpg",MT7166-ND,830AS12100,Tamura,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","40","830AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.07"" L x 2.28"" W x 3.58"" H (52.5mm x 58.0mm x 91.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/830AS16090.pdf,-,MT7168-ND,830AS16090,Tamura,AC/AC WALL MOUNT ADAPTER 16V 14W,0,0,"Obsolete","0","40","830AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","16VAC","900mA","14W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.07"" L x 2.28"" W x 3.58"" H (52.5mm x 58.0mm x 91.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/830AS20080.pdf,-,MT7170-ND,830AS20080,Tamura,AC/AC WALL MOUNT ADAPTER 20V 16W,0,0,"Obsolete","0","40","830AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","20VAC","800mA","16W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.07"" L x 2.28"" W x 3.58"" H (52.5mm x 58.0mm x 91.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/830AS24070.pdf,//media.digikey.com/photos/Tamura%20Photos/830AS24070.jpg,MT7172-ND,830AS24070,Tamura,AC/AC WALL MOUNT ADAPTER 24V 17W,0,0,"Obsolete","0","40","830AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","700mA","17W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.07"" L x 2.28"" W x 3.58"" H (52.5mm x 58.0mm x 91.0mm)","cULus"
-,-,825A0051-03-ND,825A0051-03,Tamura,AC/AC WALL MOUNT ADAPTER 12V 16W,0,0,"Obsolete","0","1","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1.33A","16W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,DPA120100-P5-WC-ND,DPA120100-P5-WC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","5040","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,//media.digikey.com/photos/CUI%20Photos/DPA120100-Z6P.JPG,DPA120100-Z6P-ND,DPA120100-Z6P,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","100","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,//media.digikey.com/photos/CUI%20Photos/MFG_DPA180095-P6P.jpg,DPA180095-P6P-ND,DPA180095-P6P,CUI Inc.,AC/AC WALL MOUNT ADAPTER 18V 17W,0,0,"Obsolete","0","1","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","18VAC","950mA","17W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/CUI%20Inc%20All%20Brands%20PDFs/DPA090060-ST-TK%20Test%20Data.pdf,-,T703-ND,DPA090060-S/T-TK,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Stripped, Tinned Wire Leads","1.56"" L x 1.77"" W x 2.32"" H (39.5mm x 45.0mm x 59.0mm)","cUL"
//media.digikey.com/pdf/Data%20Sheets/CUI%20Inc%20All%20Brands%20PDFs/DPA120060-P1-TK.pdf,-,T621-P1P-ND,DPA120060-P1-TK,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Phono Plug, 3.5mm O.D. x 14.5mm","1.56"" L x 1.77"" W x 2.32"" H (39.5mm x 45.0mm x 59.0mm)","cULus"
//media.digikey.com/pdf/Data%20Sheets/CUI%20Inc%20All%20Brands%20PDFs/DPA120100-P1-TK%20Test%20Data.pdf,-,T622-P1P-ND,DPA120100-P1-TK,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1050","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Phono Plug, 3.5mm O.D. x 14.5mm","1.77"" L x 2.19"" W x 2.86"" H (45.0mm x 55.6mm x 72.6mm)","cULus"
//media.digikey.com/pdf/Data%20Sheets/CUI%20Inc%20All%20Brands%20PDFs/DPA120100-ST-TK%20Test%20Data.pdf,//media.digikey.com/photos/CUI%20Photos/DPA120100-ST-TK.jpg,T623-ND,DPA120100-S/T-TK,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1050","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Stripped, Tinned Wire Leads","1.77"" L x 2.19"" W x 2.86"" H (45.0mm x 55.6mm x 72.6mm)","cULus"
-,-,DPA120060-P6-TK-ND,DPA120060-P6-TK,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/CUI%20Inc%20All%20Brands%20PDFs/DPA120100-ST-SZ.pdf,//media.digikey.com/photos/CUI%20Photos/DPA120100-S^T-SZ.jpg,T972-ND,DPA120100-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1020","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Stripped, Tinned Wire Leads","1.59"" L x 1.97"" W x 2.60"" H (40.5mm x 50.0mm x 66.0mm)","cULus"
//media.digikey.com/PDF/Data Sheets/CUI Inc All Brands PDFs/EPA060050-S-T-SZ.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,EPA060050-S/T-SZ-ND,EPA060050-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 6V 3W,0,0,"Obsolete","0","500","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","6VAC","500mA","3W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.41"" L x 1.73"" W x 2.20"" H (35.9mm x 44.0mm x 55.8mm)","cULus"
//media.digikey.com/PDF/Data Sheets/CUI Inc All Brands PDFs/EPA060200-S-T-SZ.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,EPA060200-S/T-SZ-ND,EPA060200-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 6V 12W,0,0,"Obsolete","0","520","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","6VAC","2A","12W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.93"" L x 2.31"" W x 3.21"" H (49.1mm x 58.7mm x 81.6mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa090050-s-t-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,T1004-ND,EPA090050-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","540","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","500mA","5W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.65"" L x 2.01"" W x 2.47"" H (42.0mm x 51.0mm x 62.7mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa090100-s-t-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,T1005-ND,EPA090100-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 9W,0,0,"Obsolete","0","510","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","1A","9W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.59"" L x 1.97"" W x 2.60"" H (40.5mm x 50.0mm x 66.0mm)","cULus"
//media.digikey.com/pdf/Data Sheets/CUI Inc All Brands PDFs/EPA090200-S-T-SZ.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,T1006-ND,EPA090200-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 18W,0,0,"Obsolete","0","510","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","2A","18W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.97"" L x 2.24"" W x 3.24"" H (50.0mm x 57.0mm x 82.3mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa120050-s-t-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,T1007-ND,EPA120050-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","540","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.65"" L x 2.01"" W x 2.47"" H (42.0mm x 51.0mm x 62.7mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa120100-s-t-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,T1008-ND,EPA120100-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","520","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.93"" L x 2.31"" W x 3.21"" H (49.1mm x 58.7mm x 81.6mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa240050-s-t-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA090050-S%5ET-SZ.jpg,T1009-ND,EPA240050-S/T-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 24V 12W,0,0,"Obsolete","0","520","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","500mA","12W","500mW (Max)","ITE (Commercial)","Level IV","-","Stripped, Tinned Wire Leads","1.93"" L x 2.31"" W x 3.21"" H (49.1mm x 58.7mm x 81.6mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa120100-p5r-sz.pdf,//media.digikey.com/photos/CUI%20Photos/EPA120100-P5R-SZ.JPG,T1017-P5R-ND,EPA120100-P5R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","520","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","500mW (Max)","ITE (Commercial)","Level IV","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","1.93"" L x 2.31"" W x 3.21"" H (49.1mm x 58.7mm x 81.6mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa240050-p5r-sz.pdf,//media.digikey.com/photos/CUI%20Photos/EPA120100-P5R-SZ.JPG,T1018-P5R-ND,EPA240050-P5R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 24V 12W,0,0,"Obsolete","0","520","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","500mA","12W","500mW (Max)","ITE (Commercial)","Level IV","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","1.93"" L x 2.31"" W x 3.21"" H (49.1mm x 58.7mm x 81.6mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa090050-p5-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA060100-P5-SZ.JPG,T1125-P5-ND,EPA090050-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","540","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","500mA","5W","-","ITE (Commercial)","Level IV","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","1.65"" L x 2.01"" W x 2.47"" H (42.0mm x 51.0mm x 62.7mm)","cULus"
https://www.cui.com/product/resource/digikeypdf/epa090100-p5-sz.pdf,//media.digikey.com/Photos/CUI%20Photos/EPA060100-P5-SZ.JPG,T1126-P5-ND,EPA090100-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 9W,0,0,"Obsolete","0","510","EPA","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","1A","9W","-","ITE (Commercial)","Level IV","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","1.65"" L x 2.01"" W x 2.47"" H (42.0mm x 51.0mm x 62.7mm)","cULus"
