Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Region Utilized","Form","Input Type","Voltage - Input","Voltage - Output","Current - Output (Max)","Power (Watts)","No Load Power Consumption","Polarization","Applications","Efficiency","Operating Temperature","Output Connector","Cord Length","Input Connector","Size / Dimension","Approvals"
https://www.phihong.com/admin/uploads/PSM03E.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSM03E-050Q-3W-R.JPG,993-1250-ND,PSM03E-050Q-3W-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 3W,1124,0,"3.53001","0","1000","PSM03 (2.75W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","550mA","2.8W","150mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","CEE 7/16","0.83"" L x 1.69"" W x 2.37"" H (21.0mm x 43.0mm x 60.2mm)","cULus"
https://www.phihong.com/admin/uploads/PSM03A.pdf,//media.digikey.com/Photos/Phihong%20USA/PSM03X-2P-SERIES.jpg,993-1030-ND,PSM03A-050Q,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 3W,41537,0,"4.25000","0","1","PSM03 (2.75W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","550mA","2.8W","150mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","0.83"" L x 1.69"" W x 1.65"" H (21.0mm x 43.0mm x 42.0mm)","cULus"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/PSM03A-050ID-R_Dwg.pdf,//media.digikey.com/Photos/Phihong%20USA/PSM03A-050(ID)-R.jpg,993-1254-ND,PSM03A-050(ID)-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 3W,19320,0,"4.42000","0","1","PSM03 (2.75W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","550mA","2.8W","100mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB Mini","59"" (1.50m)","NEMA 1-15P","1.69"" L x 0.83"" W x 1.55"" H (43.0mm x 21.0mm x 39.4mm)","cULus"
https://www.phihong.com/admin/uploads/PSM03E.pdf,//media.digikey.com/Photos/Phihong%20USA/PSM03E-050Q.jpg,993-1031-ND,PSM03E-050Q,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 3W,9540,0,"4.55000","0","1","PSM03 (2.75W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","550mA","2.8W","150mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","CEE 7/16","0.83"" L x 1.69"" W x 2.37"" H (21.0mm x 43.0mm x 60.2mm)","cULus"
https://www.phihong.com/admin/uploads/PSAA05A-050QL6.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSAA05A-050QL6-R.jpg,993-1394-ND,PSAA05A-050QL6-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,8930,0,"4.63000","0","1","PSAA05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","-10°C ~ 45°C","USB A Receptacle","-","NEMA 1-15P","2.19"" L x 1.32"" W x 0.82"" H (55.6mm x 33.5mm x 20.8mm)","cULus, PSE"
https://www.phihong.com/admin/uploads/PSM03A-XXX.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSM03A-XXX.JPG,993-1232-ND,PSM03A-120-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 12V 3W,1937,0,"4.68000","0","1","PSM03 (2.75W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","230mA","3W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","NEMA 1-15P","0.83"" L x 1.69"" W x 1.65"" H (21.0mm x 43.0mm x 42.0mm)","cULus"
https://www.phihong.com/admin/uploads/PSM03A-XXX.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSM03A-XXX.JPG,993-1236-ND,PSM03A-050-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 3W,1725,0,"4.68000","0","1","PSM03 (2.75W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","550mA","3W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","NEMA 1-15P","0.83"" L x 1.69"" W x 1.65"" H (21.0mm x 43.0mm x 42.0mm)","cULus"
https://www.phihong.com/admin/uploads/PSM03A.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSM03A-050Q-3W-R.jpg,993-1251-ND,PSM03A-050Q-3W-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 3W,20713,0,"4.96000","0","1","PSM03 (2.75W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","550mA","2.8W","150mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","0.83"" L x 1.69"" W x 1.65"" H (21.0mm x 43.0mm x 42.0mm)","cULus"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VEL05US050-US-BB.JPG,1470-2768-ND,VEL05US050-US-BB,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,8222,0,"5.00000","0","1","VEL05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 60°C","USB A Receptacle","-","NEMA 1-15P","2.17"" L x 0.95"" W x 1.40"" H (55.1mm x 24.1mm x 35.5mm)","CB, TUV"
https://www.cui.com/product/resource/digikeypdf/swi3-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI3-N.jpg,102-4478-ND,SWI3-5-N-MUB,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 3W,1974,0,"5.20000","0","1","SWI3-N (3W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","600mA","3W","75mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB Micro","59"" (1.50m)","NEMA 1-15P","1.16"" L x 2.13"" W x 1.49"" H (29.5mm x 54.0mm x 37.9mm)","cULus, PSE"
https://www.phihong.com/admin/uploads/PSA05A.pdf,//media.digikey.com/Photos/Phihong%20USA/PSA05A-050QA-H.jpg,993-1327-ND,PSA05A-050QL6-H,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,28590,0,"5.55000","0","1","PSA05A (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","30mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","0.83"" L x 1.69"" W x 1.65"" H (21.0mm x 43.0mm x 42.0mm)","cULus"
https://www.phihong.com/admin/uploads/PSA05A.pdf,//media.digikey.com/Photos/Phihong%20USA/PSA05A-050QW.jpg,993-1329-ND,PSA05A-050QL6W,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,2845,0,"5.63000","0","1","PSA05A (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","30mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","0.83"" L x 1.69"" W x 1.65"" H (21.0mm x 43.0mm x 42.0mm)","CB, CE, cULus"
https://www.cui.com/product/resource/digikeypdf/swi5-n-usb.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI5-N-USB.jpg,102-3422-ND,SWI5-5-N-I38,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 5W,12869,0,"5.98000","0","1","SWI5-N-USB (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","0.89"" L x 1.42"" W x 1.88"" H (22.6mm x 36.0mm x 47.7mm)","cULus, PSE"
http://www.qualtekusa.com/images/Power%20Supplies/pdf_files/QFAW%20Series.pdf,//media.digikey.com/Photos/Qualtek%20Photos/MFG_QFAW-05-05.jpg,Q971-ND,QFAW-05-05,Qualtek,AC/DC WALL MOUNT ADAPTER 5V 5W,1088,0,"6.09000","0","1","QFAW-05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","-","ITE (Commercial)","Level VI","-20°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","1.18"" L x 1.18"" W x 1.52"" H (30.0mm x 30.0mm x 38.6mm)","cULus, FCC"
https://www.cui.com/product/resource/digikeypdf/swi5-e-usb.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI5-E-USB.jpg,102-3423-ND,SWI5-5-E-I38,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 5W,12155,0,"6.17000","0","1","SWI5-E-USB (5W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","CEE 7/16","0.89"" L x 1.42"" W x 2.58"" H (22.6mm x 36.0mm x 65.6mm)","CE, TUVgs"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VELxxxxxxx-US-JA.JPG,1470-2771-ND,VEL05US050-US-JA,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,2493,0,"6.50000","0","1","VEL05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","NEMA 1-15P","2.17"" L x 0.95"" W x 1.40"" H (55.1mm x 24.1mm x 35.5mm)","CB, TUV"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VELxxxxxxx-US-JA.JPG,1470-2772-ND,VEL05US060-US-JA,XP Power,AC/DC WALL MOUNT ADAPTER 6V 5W,2163,0,"6.50000","0","1","VEL05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","6V","830mA","5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","NEMA 1-15P","2.17"" L x 0.95"" W x 1.40"" H (55.1mm x 24.1mm x 35.5mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/VEL05US050-US-MB.jpg,1470-2769-ND,VEL05US050-US-MB,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,2108,0,"6.50000","0","1","VEL05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 60°C","USB Mini","59"" (1.50m)","NEMA 1-15P","2.17"" L x 0.95"" W x 1.40"" H (55.1mm x 24.1mm x 35.5mm)","CB, TUV"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VELxxxxxxx-US-JA.JPG,1470-2773-ND,VEL05US090-US-JA,XP Power,AC/DC WALL MOUNT ADAPTER 9V 5W,1909,0,"6.50000","0","1","VEL05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","9V","550mA","5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","NEMA 1-15P","2.17"" L x 0.95"" W x 1.40"" H (55.1mm x 24.1mm x 35.5mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/VEL05US050-EU-UB.jpg,1470-2756-ND,VEL05US050-EU-UB,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,1018,0,"6.50000","0","1","VEL05 (5W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 60°C","USB Micro","59"" (1.50m)","CEE 7/16","2.17"" L x 0.95"" W x 2.13"" H (55.1mm x 24.1mm x 54.0mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VEL05.pdf,//media.digikey.com/Photos/XP%20Power/VEL05US050-US-UB.jpg,1470-2770-ND,VEL05US050-US-UB,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,0,0,"6.50000","0","1","VEL05 (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 60°C","USB Micro","59"" (1.50m)","NEMA 1-15P","2.17"" L x 0.95"" W x 1.40"" H (55.1mm x 24.1mm x 35.5mm)","CB, TUV"
https://www.phihong.com/admin/uploads/PSAC05R.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC05R2-SERIES.jpg,993-1355-ND,PSAC05R-050L6,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,11661,0,"6.70000","0","1","PSAC05R-L6 (5W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","1A","5W","30mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","Multi-Blade","2.82"" L x 1.77"" W x 1.17"" H (71.7mm x 45.0mm x 29.8mm)","CB, CE, cULus, TUVgs"
https://www.phihong.com/admin/uploads/PSAC05R.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC05R-050L6M.jpg,993-1353-ND,PSAC05R-050L6M,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,6261,0,"6.85000","0","1","PSAC05R-L6 (5W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","1A","5W","30mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB Micro","59"" (1.50m)","Multi-Blade","2.82"" L x 1.77"" W x 1.17"" H (71.7mm x 45.0mm x 29.8mm)","CB, CE, cULus, TUVgs"
https://www.cui.com/product/resource/digikeypdf/swi5-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI5-N.JPG,102-4122-ND,SWI5-12-N-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 6W,1831,0,"6.90000","0","1","SWI5-N (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","500mA","6W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","0.89"" L x 1.42"" W x 1.88"" H (22.6mm x 36.0mm x 47.7mm)","cULus, PSE"
https://www.cui.com/product/resource/digikeypdf/swi5-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI5-N.JPG,102-4120-ND,SWI5-5-N-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 5W,1506,0,"6.90000","0","1","SWI5-N (5W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","0.89"" L x 1.42"" W x 1.88"" H (22.6mm x 36.0mm x 47.7mm)","cULus, PSE"
https://www.cui.com/product/resource/digikeypdf/swi5-e.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI5-E.JPG,102-4118-ND,SWI5-5-E-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 5W,1152,0,"6.90000","0","1","SWI5-E (5W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1A","5W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","CEE 7/16","0.89"" L x 1.42"" W x 2.58"" H (22.6mm x 36.0mm x 65.6mm)","CE, TUVgs"
https://www.cui.com/product/resource/digikeypdf/swi10-n-usb.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI10-N-USB.jpg,102-3777-ND,SWI10-5-N-I38,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 10W,2603,0,"7.38000","0","1","SWI10-N-USB (10W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","2A","10W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P","0.93"" L x 1.52"" W x 2.03"" H (23.5mm x 38.5mm x 51.5mm)","cULus, PSE"
https://www.phihong.com/admin/uploads/PSAC05R.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC05R-050%28MB%29.JPG,993-1354-ND,PSAC05R-050L6B,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,8965,0,"7.42000","0","1","PSAC05R-L6 (5W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","1A","5W","30mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB Mini","59"" (1.50m)","Multi-Blade","2.82"" L x 1.77"" W x 1.17"" H (71.7mm x 45.0mm x 29.8mm)","CB, CE, cULus, TUVgs"
https://www.phihong.com/admin/uploads/PSAI05R-050QL6.pdf,//media.digikey.com/Photos/Phihong%20USA/PSB05R%20Series.jpg,993-1356-ND,PSAI05R-050QL6-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,8134,0,"7.48000","0","1","PSAI05R (5W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","1A","5W","-","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 50°C","USB A Receptacle","-","Multi-Blade","2.96"" L x 1.81"" W x 1.25"" H (75.3mm x 46.0mm x 31.7mm)","CB, CE, C-Tick, cULus"
http://catalog.triadmagnetics.com/Asset/WSU120-0700.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1453-ND,WSU120-0700,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 12V 8W,4593,15243,"7.84000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","700mA","8.4W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","2.80"" L x 1.69"" W x 1.18"" H (71.0mm x 43.0mm x 30.0mm)","cETLus"
http://catalog.triadmagnetics.com/Asset/WSU060-1250.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1421-ND,WSU060-1250,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 5.9V 8W,2283,4215,"7.84000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5.9V","1.25A","7.4W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","2.80"" L x 1.69"" W x 1.18"" H (71.0mm x 43.0mm x 30.0mm)","cETLus"
http://catalog.triadmagnetics.com/Asset/WSU050-1500.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1417-ND,WSU050-1500,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 5V 8W,1553,642,"7.84000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","1.5A","7.5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","2.80"" L x 1.69"" W x 1.18"" H (71.0mm x 42.8mm x 30.0mm)","cETLus"
http://catalog.triadmagnetics.com/Asset/WSU090-0800.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1449-ND,WSU090-0800,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 9V 7W,1538,4060,"7.84000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","9V","800mA","7.2W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","2.80"" L x 1.69"" W x 1.18"" H (71.0mm x 42.8mm x 30.0mm)","cETLus"
http://catalog.triadmagnetics.com/Asset/WSU150-0560.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1433-ND,WSU150-0560,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 15V 8W,586,576,"7.84000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","15V","560mA","8.4W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","2.80"" L x 1.69"" W x 1.18"" H (71.0mm x 42.8mm x 30.0mm)","cETLus"
https://www.cui.com/product/resource/digikeypdf/swi10-e-usb.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI10-5-E-I38.jpg,102-3778-ND,SWI10-5-E-I38,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 10W,1666,0,"7.86000","0","1","SWI10-E-USB (10W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","2A","10W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","CEE 7/16","0.93"" L x 1.50"" W x 2.03"" H (23.5mm x 38.5mm x 61.0mm)","CE, GS"
https://www.phihong.com/admin/uploads/PSA05F-L6-retired.pdf,//media.digikey.com/photos/Phihong%20USA/PSA05F-050QAL6.JPG,993-1317-ND,PSA05F-050QAL6,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,34855,0,"7.91000","0","1","PSA05F (5W)","Active","North America","Wall Mount","Fixed Blade, Multi-Blade (Sold Separately)","85 ~ 264 VAC","5V","1A","5W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 1","0°C ~ 45°C","USB A Receptacle","-","NEMA 1-15P, Multi-Blade (Sold Separately)","2.36"" L x 1.85"" W x 0.59"" H (60.0mm x 47.0mm x 15.0mm)","CE, C-tick, cULus"
https://www.phihong.com/admin/uploads/PSA05F-L6-retired.pdf,//media.digikey.com/photos/Phihong%20USA/PSA05F-050QAL6.JPG,993-1318-ND,PSA05F-050QAL6D,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 5W,521,0,"7.91000","0","1","PSA05F (5W)","Active","North America","Wall Mount","Fixed Blade, Multi-Blade (Sold Separately)","85 ~ 264 VAC","5V","1A","5W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 1","0°C ~ 45°C","USB A Receptacle","-","NEMA 1-15P, Multi-Blade (Sold Separately)","2.36"" L x 1.85"" W x 0.59"" H (60.0mm x 47.0mm x 15.0mm)","CE, C-tick, cULus"
https://www.xppower.com/Portals/0/pdfs/SF_VER05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VER05US050.jpg,1470-2780-ND,VER05US090-JA,XP Power,AC/DC WALL MOUNT ADAPTER 9V 5W,4191,0,"8.00000","0","1","VER05 (5W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","9V","550mA","5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","Multi-Blade","2.16"" L x 1.45"" W x 1.69"" H (54.9mm x 37.0mm x 42.9mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VER05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VER05US050.jpg,1470-2781-ND,VER05US120-JA,XP Power,AC/DC WALL MOUNT ADAPTER 12V 5W,2201,0,"8.00000","0","1","VER05 (5W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","420mA","5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","Multi-Blade","2.16"" L x 1.45"" W x 1.69"" H (54.9mm x 37.0mm x 42.9mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VER05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VER05US050-UB.jpg,1470-2777-ND,VER05US050-UB,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,779,0,"8.00000","0","1","VER05 (5W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 60°C","USB Micro","59"" (1.50m)","Multi-Blade","2.16"" L x 1.45"" W x 1.69"" H (54.9mm x 37.0mm x 42.9mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VER05.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VER05US050.jpg,1470-2778-ND,VER05US050-JA,XP Power,AC/DC WALL MOUNT ADAPTER 5V 5W,653,0,"8.00000","0","1","VER05 (5W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","1A","5W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","Multi-Blade","2.16"" L x 1.45"" W x 1.69"" H (54.9mm x 37.0mm x 42.9mm)","CB"
https://www.cui.com/product/resource/digikeypdf/swi10-n.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_SWI10-N_BarrelPlug.jpg,102-4138-ND,SWI10-12-N-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 12W,3144,0,"8.50000","0","1","SWI10-N (10W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","1A","12W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","2.72"" L x 1.13"" W x 3.06"" H (69.0mm x 28.8mm x 77.7mm)","cULus, PSE"
