Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Region Utilized","Form","Input Type","Voltage - Input","Voltage - Output","Current - Output (Max)","Power (Watts)","No Load Power Consumption","Polarization","Applications","Efficiency","Operating Temperature","Output Connector","Cord Length","Input Connector","Size / Dimension","Approvals"
https://www.xppower.com/Portals/0/pdfs/SF_VER12.pdf,//media.digikey.com/photos/XP%20Power/MFG_VER12US-Series.jpg,1470-3114-ND,VER12US050-JA,XP Power,AC/DC WALL MOUNT ADAPTER 5V 12W,389,0,"13.00000","0","1","VER12 (12W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","2.1A","11W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","Multi-Blade","3.01"" L x 1.61"" W x 1.48"" H (76.5mm x 41.0mm x 37.6mm)","CB"
https://www.phihong.com/admin/uploads/PSAA20R-L6.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAA20R-SERIES.jpg,993-1366-ND,PSAA20R-120L6,Phihong USA,AC/DC WALL MOUNT ADAPTER 12V 20W,21051,0,"13.20000","0","1","PSAA20R-L6 (20W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","12V","1.67A","20W","10mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","2.82"" L x 1.97"" W x 1.54"" H (71.7mm x 50.0mm x 39.1mm)","CB, CE, cULus"
https://www.phihong.com/admin/uploads/PSAA20R-L6.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAA20R-SERIES.jpg,993-1367-ND,PSAA20R-240L6,Phihong USA,AC/DC WALL MOUNT ADAPTER 24V 20W,696,0,"13.20000","0","1","PSAA20R-L6 (20W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","24V","830mA","20W","10mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","2.82"" L x 1.97"" W x 1.54"" H (71.7mm x 50.0mm x 39.1mm)","CB, CE, cULus"
https://www.cui.com/product/resource/digikeypdf/swi12-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI12-N.jpg,102-3424-ND,SWI12-5-N-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 12W,4244,0,"13.32000","0","1","SWI12-N (12W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","2.5A","13W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","2.83"" L x 1.34"" W x 1.65"" H (72.0mm x 34.0mm x 42.0mm)","cULus, PSE"
https://www.cui.com/product/resource/digikeypdf/swi12-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI12-N.jpg,102-3836-ND,SWI12-5-N-P6,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 12W,1327,0,"13.32000","0","1","SWI12-N (12W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","2.5A","13W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","2.83"" L x 1.34"" W x 1.65"" H (72.0mm x 34.0mm x 42.0mm)","cULus, PSE"
https://www.cui.com/product/resource/digikeypdf/swi25-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI25-N.jpg,102-4196-ND,SWI25-5-N-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 20W,636,0,"13.54000","0","1","SWI25-N (25.2W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","4A","20W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI","-20°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","48"" (1.22m)","NEMA 1-15P","2.80"" L x 1.30"" W x 1.91"" H (71.0mm x 33.0mm x 48.4mm)","cULus, PSE"
https://www.phihong.com/admin/uploads/PSAC30U.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC30U-SERIES.jpg,993-1346-ND,PSAC30U-240L6,Phihong USA,AC/DC DESKTOP ADAPTER 24V 30W,3718,0,"13.63000","0","1","PSAC30U (30W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","24V","1.25A","30W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","IEC 320-C14","4.07"" L x 1.65"" W x 1.13"" H (103.4mm x 42.0mm x 28.7mm)","CE, cULus"
https://www.phihong.com/admin/uploads/PSAC30U.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC30U-SERIES.jpg,993-1343-ND,PSAC30U-050L6,Phihong USA,AC/DC DESKTOP ADAPTER 5V 20W,2212,0,"13.63000","0","1","PSAC30U (30W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","5V","4A","20W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","39.4"" (1.00m)","IEC 320-C14","4.07"" L x 1.65"" W x 1.13"" H (103.4mm x 42.0mm x 28.7mm)","CE, cULus"
https://www.phihong.com/admin/uploads/PSAC30U.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC30U-SERIES.jpg,993-1345-ND,PSAC30U-120L6,Phihong USA,AC/DC DESKTOP ADAPTER 12V 30W,1520,0,"13.63000","0","1","PSAC30U (30W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","2.5A","30W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","IEC 320-C14","4.07"" L x 1.65"" W x 1.13"" H (103.4mm x 42.0mm x 28.7mm)","CE, cULus"
https://www.phihong.com/admin/uploads/PSAC30U.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAC30U-SERIES.jpg,993-1344-ND,PSAC30U-090L6,Phihong USA,AC/DC DESKTOP ADAPTER 9V 27W,726,0,"13.63000","0","1","PSAC30U (30W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","9V","3A","27W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","IEC 320-C14","4.07"" L x 1.65"" W x 1.13"" H (103.4mm x 42.0mm x 28.7mm)","CE, cULus"
https://www.phihong.com/admin/uploads/PSM36W-120L6.pdf,//media.digikey.com/Photos/Phihong%20USA/PSM36W-120L6.jpg,993-1349-ND,PSM36W-120L6,Phihong USA,AC/DC DESKTOP ADAPTER 12V 36W,518,0,"13.72000","0","1","PSM36W (36W)","Active","International","Desktop (Class II)","Cord (Sold Separately)","89 ~ 270 VAC","12V","3A","36W","30mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.2mm","39.4"" (1.00m)","IEC 320-C8","4.72"" L x 1.98"" W x 1.24"" H (120.0mm x 50.4mm x 31.4mm)","CB, CE, cULus, cURus, TUV"
https://www.cui.com/product/resource/digikeypdf/swi25-e.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI25-E.jpg,102-4200-ND,SWI25-5-E-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 20W,309,0,"13.89000","0","1","SWI25-E (25.2W)","Active","Europe","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","4A","20W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","-20°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","48"" (1.22m)","CEE 7/16","2.80"" L x 1.30"" W x 1.91"" H (71.0mm x 33.0mm x 48.4mm)","CE, GS, TUV"
https://www.cui.com/product/resource/digikeypdf/smi6.pdf,//media.digikey.com/Photos/CUI%20Photos/SMI6_Series.jpg,102-3565-ND,SMI6-12-V-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 6W,4348,0,"13.99000","0","1","SMI6 (6W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","500mA","6W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","60.2"" (1.53m)","Multi-Blade","2.52"" L x 1.59"" W x 1.18"" H (64.0mm x 40.5mm x 30.0mm)","CCC, CE, cULus, GS, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi6.pdf,//media.digikey.com/Photos/CUI%20Photos/SMI6_Series.jpg,102-3567-ND,SMI6-9-V-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 9V 6W,3791,0,"13.99000","0","1","SMI6 (6W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","9V","670mA","6W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","60.2"" (1.53m)","Multi-Blade","2.52"" L x 1.59"" W x 1.18"" H (64.0mm x 40.5mm x 30.0mm)","CCC, CE, cULus, GS, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi6.pdf,//media.digikey.com/Photos/CUI%20Photos/SMI6_Series.jpg,102-3563-ND,SMI6-5-V-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 6W,3326,0,"13.99000","0","1","SMI6 (6W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","1.2A","6W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","60.2"" (1.53m)","Multi-Blade","2.52"" L x 1.59"" W x 1.18"" H (64.0mm x 40.5mm x 30.0mm)","CCC, CE, cULus, GS, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi6.pdf,//media.digikey.com/Photos/CUI%20Photos/SMI6_Series.jpg,102-3566-ND,SMI6-12-V-P6,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 6W,599,0,"13.99000","0","1","SMI6 (6W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","500mA","6W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","60.2"" (1.53m)","Multi-Blade","2.52"" L x 1.59"" W x 1.18"" H (64.0mm x 40.5mm x 30.0mm)","CCC, CE, cULus, GS, PSE, RCM"
https://www.phihong.com/admin/uploads/AQ15X-050A.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_AQ15A-050A.jpg,993-1376-ND,AQ15A-050A,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 15W,796,0,"14.00000","0","1","AQ15 (15W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","3A","15W","75mW (Max)","-","ITE (Commercial)","Level VI","0°C ~ 40°C","USB C Receptacle","-","NEMA 1-15P","2.05"" L x 1.57"" W x 0.92"" H (52.0mm x 40.0mm x 23.3mm)","CB, CE, cULus"
http://www.qualtekusa.com/images/Power%20Supplies/pdf_files/QAWA-18%20Series.pdf,//media.digikey.com/Photos/Qualtek%20Photos/MFG_QAWA-18.jpg,Q977-ND,QAWA-18-12-US01,Qualtek,AC/DC WALL MOUNT ADAPTER 12V 18W,898,295,"14.14000","0","1","QAWA-18 (18W)","Active","North America","Wall Mount","Fixed Blade","100 ~ 240 VAC","12V","1.6A","19W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","59"" (1.50m)","NEMA 1-15P","2.83"" L x 1.34"" W x 2.05"" H (72.0mm x 34.0mm x 52.0mm)","BSMI, CB, CCC, CE, cULus, FCC, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/smi10-usb.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI10-5-V-I38.jpg,102-3771-ND,SMI10-5-V-I38,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 10W,4045,0,"14.30000","0","1","SMI10-USB (10W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","2A","10W","75mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","USB A Receptacle","-","Multi-Blade","2.40"" L x 1.50"" W x 1.15"" H (61.0mm x 38.0mm x 29.2mm)","CCC, CE, cULus, GS, PSE, RCM"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/PSA10F-Q_Rev05_19_16.pdf,//media.digikey.com/Photos/Phihong%20USA/PSA10F-1.jpg,993-1196-ND,PSA10F-050Q(D),Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 10W,24247,0,"14.46000","0","1","PSA10F (10W)","Active","North America","Wall Mount","Fixed Blade, Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","2A","10W","150mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 1","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P, Multi-Blade (Sold Separately)","2.36"" L x 1.85"" W x 0.59"" H (60.0mm x 47.0mm x 15.0mm)","CE, cULus"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/PSA10F-Q_Rev05_19_16.pdf,//media.digikey.com/Photos/Phihong%20USA/PSA10F-1.jpg,993-1195-ND,PSA10F-050Q,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 10W,1607,0,"14.46000","0","1","PSA10F (10W)","Active","North America","Wall Mount","Fixed Blade, Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","2A","10W","150mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 1","0°C ~ 40°C","USB A Receptacle","-","NEMA 1-15P, Multi-Blade (Sold Separately)","2.36"" L x 1.85"" W x 0.59"" H (60.0mm x 47.0mm x 15.0mm)","CE, cULus"
https://www.xppower.com/Portals/0/pdfs/SF_VEL24.pdf,//media.digikey.com/Photos/XP%20Power/VEL24-Series-US.JPG,1470-3166-ND,VEL24US120-US-JA,XP Power,AC/DC WALL MOUNT ADAPTER 12V 24W,3935,0,"14.50000","0","1","VEL24 (24W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","2A","24W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 50°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","NEMA 1-15P","3.54"" L x 1.34"" W x 1.87"" H (90.0mm x 34.0mm x 47.5mm)","CB, TUV, UL"
https://www.phihong.com/admin/uploads/PSAA30R.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAA30R-SERIES.jpg,993-1120-ND,PSAA30R-240,Phihong USA,AC/DC WALL MOUNT ADAPTER 24V 30W,8027,0,"14.57000","0","1","PSAA30R (30W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","24V","1.25A","30W","300mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","Multi-Blade","3.26"" L x 2.17"" W x 1.54"" H (82.7mm x 55.0mm x 39.1mm)","CE, cULus"
https://www.phihong.com/admin/uploads/PSAA30R.pdf,//media.digikey.com/Photos/Phihong%20USA/PSAA30R-SERIES.jpg,993-1118-ND,PSAA30R-120,Phihong USA,AC/DC WALL MOUNT ADAPTER 12V 30W,4808,0,"14.57000","0","1","PSAA30R (30W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","12V","2.5A","30W","300mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 10.0mm","59"" (1.50m)","Multi-Blade","3.26"" L x 2.17"" W x 1.54"" H (82.7mm x 55.0mm x 39.1mm)","CE, cULus"
https://www.xppower.com/Portals/0/pdfs/SF_VER18.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VER18-Series.JPG,1470-3172-ND,VER18US240-JA,XP Power,AC/DC WALL MOUNT ADAPTER 24V 18W,4214,0,"14.75000","0","1","VER18 (18W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","24V","750mA","18W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","Multi-Blade","3.54"" L x 1.69"" W x 1.68"" H (90.0mm x 43.0mm x 42.7mm)","CB"
https://www.xppower.com/Portals/0/pdfs/SF_VER18.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VER18-Series.JPG,1470-3170-ND,VER18US120-JA,XP Power,AC/DC WALL MOUNT ADAPTER 12V 18W,1298,0,"14.75000","0","1","VER18 (18W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","1.5A","18W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","59"" (1.50m)","Multi-Blade","3.54"" L x 1.69"" W x 1.68"" H (90.0mm x 43.0mm x 42.7mm)","CB"
https://www.cui.com/product/resource/digikeypdf/sdi12-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI12-UD.jpg,102-3635-ND,SDI12-12-UD-P6,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 12W,785,0,"15.02000","0","1","SDI12-UD (12W)","Active","International","Desktop (Class II)","Cord (Sold Separately)","90 ~ 264 VAC","12V","1A","12W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","2.95"" L x 1.89"" W x 1.18"" H (75.0mm x 48.0mm x 30.0mm)","CE, cULus, GS, PSE"
http://catalog.triadmagnetics.com/Asset/WSU120-2000.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1457-ND,WSU120-2000,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 12V 24W,2199,2688,"15.42000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","2A","24W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","3.03"" L x 1.89"" W x 1.22"" H (77.0mm x 48.0mm x 31.0mm)","cETLus"
http://catalog.triadmagnetics.com/Asset/WSU240-1000.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1461-ND,WSU240-1000,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 24V 24W,2033,733,"15.60000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","24V","1A","24W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","72"" (1.83m)","NEMA 1-15P","3.03"" L x 1.89"" W x 1.22"" H (77.0mm x 48.0mm x 31.0mm)","cETLus"
http://catalog.triadmagnetics.com/Asset/WSU050-4000.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_WSU-Series.jpg,237-1419-ND,WSU050-4000,Triad Magnetics,AC/DC WALL MOUNT ADAPTER 5V 20W,612,0,"15.60000","0","1","WSU","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","4A","20W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11.0mm","60"" (1.52m)","NEMA 1-15P","3.03"" L x 1.89"" W x 1.22"" H (77.0mm x 48.0mm x 31.0mm)","cETLus"
http://globtek.force.com/spec?id=01ta0000007dRHh,"//media.digikey.com/Photos/Globtek,%20Inc/WR9HE3000LCP-F(R6B).jpg",1939-1465-ND,WR9HE3000LCP-F(R6B),"GlobTek, Inc.","36W, 12V 3A, WALL PLUG-IN, .14 K",1009,0,"15.98000","0","1","GT-83082-3612-W2","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","3A","36W","75mW (Max)","Positive Center","ITE (Commercial)","Level VI","-5°C ~ 45°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 11.0mm","60.2"" (1.53m)","NEMA 1-15P","3.66"" L x 1.30"" W x 3.10"" H (93.0mm x 33.0mm x 78.7mm)","CB, CE"
https://www.phihong.com/admin/uploads/PSA10F-050.pdf,//media.digikey.com/photos/Phihong%20USA/PSA10F-050-R.jpg,993-1292-ND,PSA10F-050-R,Phihong USA,AC/DC WALL MOUNT ADAPTER 5V 10W,3999,0,"16.15000","0","1","PSA10F (10W)","Active","North America","Wall Mount","Fixed Blade, Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","2A","10W","150mW (Max)","-","ITE (Commercial)","Level VI, CoC Tier 1","0°C ~ 40°C","USB Micro","-","NEMA 1-15P, Multi-Blade (Sold Separately)","2.36"" L x 1.85"" W x 0.59"" H (60.0mm x 47.0mm x 15.0mm)","CE, cULus, GOST, PSE"
https://www.slpower.com/data/collateral/TE10_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_TEx0.jpg,271-2901-ND,TE10A1203B01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC WALL MOUNT ADAPTER 12V 12W,240,0,"16.35000","0","1","TE10 (10W)","Active","North America","Wall Mount","Fixed Blade, Multi-Blade (Sold Separately)","90 ~ 264 VAC","12V","1A","12W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","-20°C ~ 50°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P, Multi-Blade (Sold Separately)","3.31"" L x 1.85"" W x 1.50"" H (84.0mm x 47.0mm x 38.0mm)","CB, CE, DEMKO, UL"
https://www.cui.com/product/resource/digikeypdf/smi18.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI18-K.jpg,102-3578-ND,SMI18-24-K-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 24V 18W,1138,0,"16.39000","0","1","SMI18 (18W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","24V","800mA","19W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","2.95"" L x 1.38"" W x 2.58"" H (75.0mm x 35.0mm x 65.6mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi18.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI18-K.jpg,102-3674-ND,SMI18-12-K-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 18W,1106,0,"16.39000","0","1","SMI18 (18W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","12V","1.6A","19W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","2.95"" L x 1.38"" W x 2.58"" H (75.0mm x 35.0mm x 65.6mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi18.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI18-K.jpg,102-3676-ND,SMI18-5-K-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 18W,752,0,"16.66000","0","1","SMI18 (18W)","Active","International","Wall Mount","Multi-Blade (Sold Separately)","90 ~ 264 VAC","5V","3A","15W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","2.95"" L x 1.38"" W x 2.58"" H (75.0mm x 35.0mm x 65.6mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/swi18-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI18-N.jpg,102-3622-ND,SWI18-5-N-P6,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 18W,965,0,"16.71000","0","1","SWI18-N (18W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","3A","15W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","2.83"" L x 1.34"" W x 2.05"" H (72.0mm x 34.0mm x 52.0mm)","cULus, PSE"
https://www.cui.com/product/resource/digikeypdf/swi18-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI18-N.jpg,102-3618-ND,SWI18-12-N-P6,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 18W,786,0,"16.71000","0","1","SWI18-N (18W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","12V","1.6A","18W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","2.83"" L x 1.34"" W x 2.05"" H (72.0mm x 34.0mm x 52.0mm)","cULus, PSE"
https://www.cui.com/product/resource/digikeypdf/swi18-n.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SWI18-N.jpg,102-3621-ND,SWI18-5-N-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 18W,646,0,"16.71000","0","1","SWI18-N (18W)","Active","North America","Wall Mount","Fixed Blade","90 ~ 264 VAC","5V","3A","15W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","NEMA 1-15P","2.83"" L x 1.34"" W x 2.05"" H (72.0mm x 34.0mm x 52.0mm)","cULus, PSE"
