Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Frequency Stability","Frequency Tolerance","Load Capacitance","ESR (Equivalent Series Resistance)","Operating Mode","Operating Temperature","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1291TR-ND,ECS-200-16-5PX-TR,ECS Inc.,CRYSTAL 20.0000MHZ 16PF SMD,9000,12000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","20MHz","±50ppm","±30ppm","16pF","30 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1291CT-ND,ECS-200-16-5PX-TR,ECS Inc.,CRYSTAL 20.0000MHZ 16PF SMD,9552,12960,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","20MHz","±50ppm","±30ppm","16pF","30 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1291DKR-ND,ECS-200-16-5PX-TR,ECS Inc.,CRYSTAL 20.0000MHZ 16PF SMD,9552,12960,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","20MHz","±50ppm","±30ppm","16pF","30 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1237TR-ND,ECS-40-S-5PX-TR,ECS Inc.,CRYSTAL 4.0000MHZ SERIES SMD,8000,12000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","4MHz","±50ppm","±30ppm","Series","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1237CT-ND,ECS-40-S-5PX-TR,ECS Inc.,CRYSTAL 4.0000MHZ SERIES SMD,10052,12100,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","4MHz","±50ppm","±30ppm","Series","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1237DKR-ND,ECS-40-S-5PX-TR,ECS Inc.,CRYSTAL 4.0000MHZ SERIES SMD,10052,12100,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","4MHz","±50ppm","±30ppm","Series","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1260TR-ND,ECS-41-20-5PX-TR,ECS Inc.,CRYSTAL 4.0960MHZ 20PF SMD,8000,0,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","4.096MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1260CT-ND,ECS-41-20-5PX-TR,ECS Inc.,CRYSTAL 4.0960MHZ 20PF SMD,9129,0,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","4.096MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1260DKR-ND,ECS-41-20-5PX-TR,ECS Inc.,CRYSTAL 4.0960MHZ 20PF SMD,9129,0,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","4.096MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1269TR-ND,ECS-60-32-5PX-TR,ECS Inc.,CRYSTAL 6.0000MHZ 32PF SMD,8000,10000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","6MHz","±50ppm","±30ppm","32pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1269CT-ND,ECS-60-32-5PX-TR,ECS Inc.,CRYSTAL 6.0000MHZ 32PF SMD,8485,10694,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","6MHz","±50ppm","±30ppm","32pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1269DKR-ND,ECS-60-32-5PX-TR,ECS Inc.,CRYSTAL 6.0000MHZ 32PF SMD,8485,10694,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","6MHz","±50ppm","±30ppm","32pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1286TR-ND,ECS-184-20-5PX-TR,ECS Inc.,CRYSTAL 18.4320MHZ 20PF SMD,8000,0,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1286CT-ND,ECS-184-20-5PX-TR,ECS Inc.,CRYSTAL 18.4320MHZ 20PF SMD,8999,0,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1286DKR-ND,ECS-184-20-5PX-TR,ECS Inc.,CRYSTAL 18.4320MHZ 20PF SMD,8999,0,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_MC-146&lang=en,//media.digikey.com/photos/Epson%20Toyocom%20Photos/MC-146%20SERIES.jpg,SER2416TR-ND,MC-146 32.768KA-AC3:ROHS,EPSON,CRYSTAL 32.7680KHZ 9PF SMD,8000,0,"0.24000","0","250","Tape & Reel (TR)","MC-146","Active","kHz Crystal (Tuning Fork)","32.768kHz","-","±20ppm","9pF","65 kOhms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, Flat Leads","0.264"" L x 0.059"" W (6.70mm x 1.50mm)","0.055"" (1.40mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_MC-146&lang=en,//media.digikey.com/photos/Epson%20Toyocom%20Photos/MC-146%20SERIES.jpg,SER2416CT-ND,MC-146 32.768KA-AC3:ROHS,EPSON,CRYSTAL 32.7680KHZ 9PF SMD,8388,0,"0.40000","0","1","Cut Tape (CT)","MC-146","Active","kHz Crystal (Tuning Fork)","32.768kHz","-","±20ppm","9pF","65 kOhms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, Flat Leads","0.264"" L x 0.059"" W (6.70mm x 1.50mm)","0.055"" (1.40mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_MC-146&lang=en,//media.digikey.com/photos/Epson%20Toyocom%20Photos/MC-146%20SERIES.jpg,SER2416DKR-ND,MC-146 32.768KA-AC3:ROHS,EPSON,CRYSTAL 32.7680KHZ 9PF SMD,8388,0,"Digi-Reel","0","1","Digi-Reel®","MC-146","Active","kHz Crystal (Tuning Fork)","32.768kHz","-","±20ppm","9pF","65 kOhms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, Flat Leads","0.264"" L x 0.059"" W (6.70mm x 1.50mm)","0.055"" (1.40mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1236TR-ND,ECS-36-20-5PX-TR,ECS Inc.,CRYSTAL 3.6864MHZ 20PF SMD,7000,8000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","3.6864MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1236CT-ND,ECS-36-20-5PX-TR,ECS Inc.,CRYSTAL 3.6864MHZ 20PF SMD,8079,8006,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","3.6864MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1236DKR-ND,ECS-36-20-5PX-TR,ECS Inc.,CRYSTAL 3.6864MHZ 20PF SMD,8079,8006,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","3.6864MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1252TR-ND,ECS-184-S-5PX-TR,ECS Inc.,CRYSTAL 18.4320MHZ SERIES SMD,7000,7000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","Series","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1252CT-ND,ECS-184-S-5PX-TR,ECS Inc.,CRYSTAL 18.4320MHZ SERIES SMD,8163,7702,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","Series","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1252DKR-ND,ECS-184-S-5PX-TR,ECS Inc.,CRYSTAL 18.4320MHZ SERIES SMD,8163,7702,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","Series","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1255TR-ND,ECS-240-20-5PX-TR,ECS Inc.,CRYSTAL 24.0000MHZ 20PF SMD,7000,20000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","24MHz","±50ppm","±30ppm","20pF","30 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1255CT-ND,ECS-240-20-5PX-TR,ECS Inc.,CRYSTAL 24.0000MHZ 20PF SMD,7754,20081,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","24MHz","±50ppm","±30ppm","20pF","30 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1255DKR-ND,ECS-240-20-5PX-TR,ECS Inc.,CRYSTAL 24.0000MHZ 20PF SMD,7754,20081,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","24MHz","±50ppm","±30ppm","20pF","30 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1288TR-ND,ECS-100-18-5PX-TR,ECS Inc.,CRYSTAL 10.0000MHZ 18PF SMD,7000,4000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","10MHz","±50ppm","±30ppm","18pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1288CT-ND,ECS-100-18-5PX-TR,ECS Inc.,CRYSTAL 10.0000MHZ 18PF SMD,8221,4226,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","10MHz","±50ppm","±30ppm","18pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1288DKR-ND,ECS-100-18-5PX-TR,ECS Inc.,CRYSTAL 10.0000MHZ 18PF SMD,8221,4226,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","10MHz","±50ppm","±30ppm","18pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1270TR-ND,ECS-73-20-5PX-TR,ECS Inc.,CRYSTAL 7.3728MHZ 20PF SMD,6000,10000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","7.3728MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1270CT-ND,ECS-73-20-5PX-TR,ECS Inc.,CRYSTAL 7.3728MHZ 20PF SMD,6625,10010,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","7.3728MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1270DKR-ND,ECS-73-20-5PX-TR,ECS Inc.,CRYSTAL 7.3728MHZ 20PF SMD,6625,10010,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","7.3728MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1000TR-ND,ECS-60-20-5PX-TR,ECS Inc.,CRYSTAL 6.0000MHZ 20PF SMD,4000,8000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","6MHz","±50ppm","±30ppm","20pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1000CT-ND,ECS-60-20-5PX-TR,ECS Inc.,CRYSTAL 6.0000MHZ 20PF SMD,5338,8056,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","6MHz","±50ppm","±30ppm","20pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1000DKR-ND,ECS-60-20-5PX-TR,ECS Inc.,CRYSTAL 6.0000MHZ 20PF SMD,5338,8056,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","6MHz","±50ppm","±30ppm","20pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1246TR-ND,ECS-100-S-5PX-TR,ECS Inc.,CRYSTAL 10.0000MHZ SERIES SMD,4000,4000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","10MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1246CT-ND,ECS-100-S-5PX-TR,ECS Inc.,CRYSTAL 10.0000MHZ SERIES SMD,4055,4065,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","10MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1246DKR-ND,ECS-100-S-5PX-TR,ECS Inc.,CRYSTAL 10.0000MHZ SERIES SMD,4055,4065,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","10MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1247TR-ND,ECS-110.5-S-5PX-TR,ECS Inc.,CRYSTAL 11.0592MHZ SERIES SMD,3000,2000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","11.0592MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1247CT-ND,ECS-110.5-S-5PX-TR,ECS Inc.,CRYSTAL 11.0592MHZ SERIES SMD,4549,2797,"0.50000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","11.0592MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1247DKR-ND,ECS-110.5-S-5PX-TR,ECS Inc.,CRYSTAL 11.0592MHZ SERIES SMD,4549,2797,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","11.0592MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1787TR-ND,ECS-120-20-3X-EN-TR,ECS Inc.,CRYSTAL 12.0000MHZ 20PF SMD,3000,18000,"0.24000","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","12MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1787CT-ND,ECS-120-20-3X-EN-TR,ECS Inc.,CRYSTAL 12.0000MHZ 20PF SMD,4601,19000,"0.53000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","12MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1787DKR-ND,ECS-120-20-3X-EN-TR,ECS Inc.,CRYSTAL 12.0000MHZ 20PF SMD,4601,19000,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","12MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-20H&lang=en,//media.digikey.com/Renders/Fox%20Elect%20Renders/4-SMD.jpg,SER4239TR-ND,FA-20H 25.0000MF20X-K0,EPSON,CRYSTAL 25.00 MHZ 10.0PF SMD,3000,0,"0.24000","0","1000","Tape & Reel (TR)","FA-20H","Active","MHz Crystal","25MHz","±20ppm","±10ppm","10pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.022"" (0.55mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-20H&lang=en,//media.digikey.com/Renders/Fox%20Elect%20Renders/4-SMD.jpg,SER4239CT-ND,FA-20H 25.0000MF20X-K0,EPSON,CRYSTAL 25.00 MHZ 10.0PF SMD,3485,0,"0.50000","0","1","Cut Tape (CT)","FA-20H","Active","MHz Crystal","25MHz","±20ppm","±10ppm","10pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.022"" (0.55mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-20H&lang=en,//media.digikey.com/Renders/Fox%20Elect%20Renders/4-SMD.jpg,SER4239DKR-ND,FA-20H 25.0000MF20X-K0,EPSON,CRYSTAL 25.00 MHZ 10.0PF SMD,3485,0,"Digi-Reel","0","1","Digi-Reel®","FA-20H","Active","MHz Crystal","25MHz","±20ppm","±10ppm","10pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.022"" (0.55mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC1241TR-ND,ECS-61-32-5PX-TR,ECS Inc.,CRYSTAL 6.1440MHZ 32PF SMD,2000,36000,"0.24000","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","6.144MHz","±50ppm","±30ppm","32pF","70 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
