Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Number of Positions","Package Accepted","Specifications"
-,//media.digikey.com/Renders/Abracon%20Renders/ASDM%20Series.jpg,ASDM-2520-SOCKET-ND,ASDM-2520-SOCKET,Abracon LLC,ADAPTER SOCKET ASDM,0,0,"Active","0","0","ASDM, Pure Silicon™","Active","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASDMB.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASDMB-ADAPTER-KIT.jpg,535-10956-ND,ASDMB-ADAPTER-KIT,Abracon LLC,ASDMB MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASEMB.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASEMB-ADAPTER-KIT.jpg,535-10955-ND,ASEMB-ADAPTER-KIT,Abracon LLC,ASEMB MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASEMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASEMPC-ADAPTER-KIT.jpg,535-10959-ND,ASEMPC-ADAPTER-KIT,Abracon LLC,ASEMPC MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASEMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASEMPHC-ADAPTER-KIT.jpg,535-10968-ND,ASEMPHC-ADAPTER-KIT,Abracon LLC,ASEMPHC MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASEMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASEMPLP-ADAPTER-KIT.jpg,535-10962-ND,ASEMPLP-ADAPTER-KIT,Abracon LLC,ASEMPLP MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASEMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASEMPLV-ADAPTER-KIT.jpg,535-10965-ND,ASEMPLV-ADAPTER-KIT,Abracon LLC,ASEMPLV MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASFLMB.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASFLMB-ADAPTER-KIT.jpg,535-10954-ND,ASFLMB-ADAPTER-KIT,Abracon LLC,ASFLMB MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASEK.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASFLMPC-ADAPTER-KIT.jpg,535-10958-ND,ASFLMPC-ADAPTER-KIT,Abracon LLC,ASFLMPC MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASEK.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASFLMPHC-ADAPTER-KIT.jpg,535-10967-ND,ASFLMPHC-ADAPTER-KIT,Abracon LLC,ASFLMPHC MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASEK.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASFLMPLP-ADAPTER-KIT.jpg,535-10961-ND,ASFLMPLP-ADAPTER-KIT,Abracon LLC,ASFLMPLP MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASEK.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMPC-ADAPTER-KIT.JPG,535-10964-ND,ASFLMPLV-ADAPTER-KIT,Abracon LLC,ASFLMPLV MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASVMB.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMB-ADAPTER-KIT.jpg,535-10953-ND,ASVMB-ADAPTER-KIT,Abracon LLC,ASVMB MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASVMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMPC-ADAPTER-KIT.JPG,535-10957-ND,ASVMPC-ADAPTER-KIT,Abracon LLC,ASVMPC MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASVMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMPHC-ADAPTER-KIT.jpg,535-10966-ND,ASVMPHC-ADAPTER-KIT,Abracon LLC,ASVMPHC MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASVMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMPLP-ADAPTER-KIT.jpg,535-10960-ND,ASVMPLP-ADAPTER-KIT,Abracon LLC,ASVMPLP MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
https://abracon.com/Oscillators/ASVMP.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMPLV-ADAPTER-KIT.jpg,535-10963-ND,ASVMPLV-ADAPTER-KIT,Abracon LLC,ASVMPLV MEMSPEED P II OSC KIT,0,0,"Obsolete","0","5","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","6","-","-"
-,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_MEMSpeedProIIKit.jpg,ASVM-ADAPTER-KIT-ND,ASVM-ADAPTER-KIT,Abracon LLC,1ST GEN ASVM MEMSPEED OSC KIT,0,0,"Obsolete","0","1","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASFLM.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_MEMSpeedProIIKit.jpg,ASFLM-ADAPTER-KIT-ND,ASFLM-ADAPTER-KIT,Abracon LLC,1ST GEN ASFLM MEMSPEED OSC KIT,0,0,"Obsolete","0","1","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_MEMSpeedProIIKit.jpg,ASEM-ADAPTER-KIT-ND,ASEM-ADAPTER-KIT,Abracon LLC,1ST GEN ASEM MEMSPEED OSC KIT,0,0,"Obsolete","0","1","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
https://abracon.com/Oscillators/ASDM.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_MEMSpeedProIIKit.jpg,ASDM-ADAPTER-KIT-ND,ASDM-ADAPTER-KIT,Abracon LLC,1ST GEN ASDM MEMSPEED OSC KIT,0,0,"Obsolete","0","1","Pure Silicon™, MEMSPEED PRO™","Obsolete","Socket Card","Oscillators","4","-","-"
http://www.ecsxtal.com/store/pdf/700-TFL-46.pdf,//media.digikey.com/Photos/ECS%20Photos/700-TFL-46.JPG,XC1915-ND,700-TFL-46,ECS Inc.,HC-46X BASE INSULATOR,0,0,"Obsolete","0","5000","HC-46X","Obsolete","Insulator","Crystals","2","HC46/X","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/Crystal%20Insulator.pdf,//media.digikey.com/Renders/Bivar%20Renders/CI-192-028.jpg,CI-148-028-ND,CI-148-028,Bivar Inc.,HDWR INS TAB 0.325 X 0.145 CLR,0,0,"Obsolete","0","1000","CI","Obsolete","Insulator","Crystals","2","HC-80/U","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/Crystal%20Insulator.pdf,//media.digikey.com/Renders/Bivar%20Renders/CI-192-028.jpg,CI-148-028-3-ND,CI-148-028-3,Bivar Inc.,HDWR INS TAB 0.325 X 0.145 CLR,0,0,"Obsolete","0","1000","CI","Obsolete","Insulator","Crystals","3","HC-80/U","-"
-,-,472-015-ND,472-015,Bivar Inc.,HDWR INS TAB,0,0,"Obsolete","0","1000","-","Obsolete","Insulator","Crystals","2","-","-"
-,-,472-025-ND,472-025,Bivar Inc.,HDWR INS TAB,0,0,"Obsolete","0","1000","-","Obsolete","Insulator","Crystals","2","-","-"
-,-,472-035-ND,472-035,Bivar Inc.,HDWR INS TAB,0,0,"Obsolete","0","1000","-","Obsolete","Insulator","Crystals","2","-","-"
-,-,472-045-ND,472-045,Bivar Inc.,HDWR INS TAB,0,0,"Obsolete","0","1000","-","Obsolete","Insulator","Crystals","2","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/47x-zzz_Dwg.pdf,-,473-015-ND,473-015,Bivar Inc.,HDWR INS TAB,0,0,"Obsolete","0","1000","-","Obsolete","Insulator","Crystals","2","2 Leads","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/47x-zzz_Dwg.pdf,-,474-045-ND,474-045,Bivar Inc.,HDWR INS TAB,0,0,"Obsolete","0","1000","-","Obsolete","Insulator","Crystals","2","2 Leads","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8001-5032.JPG,576-4736-ND,DSC-PROG-8001-5032,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET DSC8001,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","4.90mm x 1.80mm x 1.00mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8001-7050.jpg,576-4737-ND,DSC-PROG-8001-7050,Microchip Technology,KIT 4POS 7.0X5.0 SOCKET DSC8001,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","7.00mm x 5.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8002-2520.jpg,576-4738-ND,DSC-PROG-8002-2520,Microchip Technology,KIT 4POS 2.5X2.0 SOCKET DSC8002,0,0,"Discontinued at Digi-Key","0","1","DSC8002","Discontinued at Digi-Key","Socket Card","Oscillators","4","2.50mm x 2.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8002-3225.JPG,576-4739-ND,DSC-PROG-8002-3225,Microchip Technology,KIT 4POS 3.2X2.5 SOCKET DSC8002,0,0,"Discontinued at Digi-Key","0","1","DSC8002","Discontinued at Digi-Key","Socket Card","Oscillators","4","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8004-3225.jpg,576-4740-ND,DSC-PROG-8004-3225,Microchip Technology,KIT 4POS 3.2X2.5 SOCKET DSC8004,0,0,"Discontinued at Digi-Key","0","1","DSC8004","Discontinued at Digi-Key","Socket Card","Oscillators","4","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8101-3225.jpg,576-4741-ND,DSC-PROG-8101-3225,Microchip Technology,KIT 4POS 3.2X2.5 SOCKET DSC8101,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8101-5032.jpg,576-4742-ND,DSC-PROG-8101-5032,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET DSC8101,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8101-7050.JPG,576-4743-ND,DSC-PROG-8101-7050,Microchip Technology,KIT 4POS 7.0X5.0 SOCKET DSC8101,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8121-2520.jpg,576-4744-ND,DSC-PROG-8121-2520,Microchip Technology,KIT 4POS 2.5X2.0 SOCKET DSC8101,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","2.50mm x 2.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8121-3225.jpg,576-4745-ND,DSC-PROG-8121-3225,Microchip Technology,KIT 4POS 3.2X2.5 SOCKET DSC8121,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8121-5032.jpg,576-4746-ND,DSC-PROG-8121-5032,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET DSC8121,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8121-7050.jpg,576-4747-ND,DSC-PROG-8121-7050,Microchip Technology,KIT 4POS 7.0X5.0 SOCKET DSC8121,0,0,"Discontinued at Digi-Key","0","1","DSC8001","Discontinued at Digi-Key","Socket Card","Oscillators","4","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8122-2520.JPG,576-4748-ND,DSC-PROG-8122-2520,Microchip Technology,KIT 4POS 2.5X2.0 SOCKET DSC8122,0,0,"Discontinued at Digi-Key","0","1","DSC8122","Discontinued at Digi-Key","Socket Card","Oscillators","4","2.50mm x 2.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8122-5032.jpg,576-4749-ND,DSC-PROG-8122-5032,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET DSC8122,0,0,"Discontinued at Digi-Key","0","1","DSC8122","Discontinued at Digi-Key","Socket Card","Oscillators","4","4.90mm x 1.80mm x 1.00mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8123-3225.jpg,576-4751-ND,DSC-PROG-8123-3225,Microchip Technology,KIT 4POS 3.2X2.5 SOCKET DSC8123,0,0,"Discontinued at Digi-Key","0","1","DSC8123","Discontinued at Digi-Key","Socket Card","Oscillators","4","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8123-5032.jpg,576-4752-ND,DSC-PROG-8123-5032,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET DSC8123,0,0,"Discontinued at Digi-Key","0","1","DSC8123","Discontinued at Digi-Key","Socket Card","Oscillators","4","4.90mm x 1.80mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8123-7050.jpg,576-4753-ND,DSC-PROG-8123-7050,Microchip Technology,KIT 4POS 7.0X5.0 SOCKET DSC8123,0,0,"Discontinued at Digi-Key","0","1","DSC8123","Discontinued at Digi-Key","Socket Card","Oscillators","4","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-8124-2520.jpg,576-4754-ND,DSC-PROG-8124-2520,Microchip Technology,KIT 4POS 2.5X2.0 SOCKET DSC8124,0,0,"Discontinued at Digi-Key","0","1","DSC8124","Discontinued at Digi-Key","Socket Card","Oscillators","4","2.50mm x 2.00mm x 0.90mm","-"
-,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-SOCKET-A.jpg,576-4755-ND,DSC-PROG-SOCKET-A,Microchip Technology,SOCKET ADAPTER UNIVERSAL 7.0X5.0,0,0,"Discontinued at Digi-Key","0","1","DSC","Discontinued at Digi-Key","-","-","-","-","-"
-,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-SOCKET-B.jpg,576-4756-ND,DSC-PROG-SOCKET-B,Microchip Technology,SOCKET ADAPTER UNIVERSAL 5.0X3.2,0,0,"Discontinued at Digi-Key","0","1","DSC","Discontinued at Digi-Key","-","-","-","-","-"
-,//media.digikey.com/Photos/Micrel%20Photos/DSC-PROG-SOCKET-D.JPG,576-4758-ND,DSC-PROG-SOCKET-D,Microchip Technology,SOCKET ADAPTER UNIVERSAL 2.5X2.0,0,0,"Discontinued at Digi-Key","0","1","DSC","Discontinued at Digi-Key","-","-","-","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8101-2520-ND,DSC-PROG-8101-2520,Microchip Technology,KIT 6POS 2.5X2.0 SOCKET DSC8101,0,0,"Discontinued at Digi-Key","0","1","DSC8101","Discontinued at Digi-Key","Socket Card","Oscillators","6","2.50mm x 2.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8102-2520-ND,DSC-PROG-8102-2520,Microchip Technology,KIT 6POS 2.5X2.0 SOCKET DSC8102,0,0,"Discontinued at Digi-Key","0","1","DSC8102","Discontinued at Digi-Key","Socket Card","Oscillators","6","2.50mm x 2.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8102-3225-ND,DSC-PROG-8102-3225,Microchip Technology,KIT 6POS 3.2X2.5 SOCKET DSC8102,0,0,"Discontinued at Digi-Key","0","1","DSC8102","Discontinued at Digi-Key","Socket Card","Oscillators","6","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8102-5032-ND,DSC-PROG-8102-5032,Microchip Technology,KIT 6POS 5.0X3.2 SOCKET DSC8102,0,0,"Discontinued at Digi-Key","0","1","DSC8102","Discontinued at Digi-Key","Socket Card","Oscillators","6","4.90mm x 1.80mm x 1.00mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8102-7050-ND,DSC-PROG-8102-7050,Microchip Technology,KIT 6POS 7.0X5.0 SOCKET DSC8102,0,0,"Discontinued at Digi-Key","0","1","DSC8102","Discontinued at Digi-Key","Socket Card","Oscillators","6","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8103-2520-ND,DSC-PROG-8103-2520,Microchip Technology,KIT 6POS 2.5X2.0 SOCKET DSC8103,0,0,"Discontinued at Digi-Key","0","1","DSC8103","Discontinued at Digi-Key","Socket Card","Oscillators","6","2.50mm x 2.00mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8103-3225-ND,DSC-PROG-8103-3225,Microchip Technology,KIT 6POS 3.2X2.5 SOCKET DSC8103,0,0,"Discontinued at Digi-Key","0","1","DSC8103","Discontinued at Digi-Key","Socket Card","Oscillators","6","3.20mm x 1.50mm x 0.90mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8103-5032-ND,DSC-PROG-8103-5032,Microchip Technology,KIT 6POS 5.0X3.2 SOCKET DSC8103,0,0,"Discontinued at Digi-Key","0","1","DSC8103","Discontinued at Digi-Key","Socket Card","Oscillators","6","4.90mm x 1.80mm x 1.00mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8103-7050-ND,DSC-PROG-8103-7050,Microchip Technology,KIT 6POS 7.0X5.0 SOCKET DSC8103,0,0,"Discontinued at Digi-Key","0","1","DSC8103","Discontinued at Digi-Key","Socket Card","Oscillators","6","-","-"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,//media.digikey.com/Photos/SiTime/SIT6163DK.JPG,1473-1289-ND,SIT6163DK,SiTIME,SOCKET CRD4 4P 3225 2724 6P 3225,0,0,"Obsolete","0","2","-","Obsolete","Socket, Test and Burn In","MEMS Oscillators","4","-","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8002-5032-ND,DSC-PROG-8002-5032,Microchip Technology,KIT 4POS 3.2X2.5 SOCKET,0,0,"Discontinued at Digi-Key","0","1","DCS8002","Discontinued at Digi-Key","Socket Card","Oscillators","4","4.90mm x 1.80mm x 1.00mm","-"
http://www.discera.com/datasheets/Timeflash_Datasheet.pdf,-,DSC-PROG-8122-7050-ND,DSC-PROG-8122-7050,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET,0,0,"Discontinued at Digi-Key","0","1","DCS8122","Discontinued at Digi-Key","Socket Card","Oscillators","4","-","-"
-,-,DSC-PROG-8124-3225-ND,DSC-PROG-8124-3225,Microchip Technology,KIT 4POS 5.0X3.2 SOCKET,0,0,"Discontinued at Digi-Key","0","1","DCS8124","Discontinued at Digi-Key","Socket Card","Oscillators","4","3.20mm x 1.50mm x 0.90mm","-"
