Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Frequency Stability","Frequency Tolerance","Features","Capacitance","Impedance","Operating Temperature","Mounting Type","Package / Case","Size / Dimension","Height"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-4720-2-ND,CSTCR5M00G53Z-R0,Murata Electronics North America,CER RES 5.0000MHZ 15PF SMD,3000,0,"0.20745","0","3000","Tape & Reel (TR)","CERALOCK® CSTCR","Active","Ceramic","5MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-4720-1-ND,CSTCR5M00G53Z-R0,Murata Electronics North America,CER RES 5.0000MHZ 15PF SMD,5168,0,"0.46000","0","1","Cut Tape (CT)","CERALOCK® CSTCR","Active","Ceramic","5MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-4720-6-ND,CSTCR5M00G53Z-R0,Murata Electronics North America,CER RES 5.0000MHZ 15PF SMD,5168,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTCR","Active","Ceramic","5MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://abracon.com/Resonators/AWSCR_CV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_AWSCR-CV.jpg,535-10005-2-ND,AWSCR-10.00CV-T,Abracon LLC,CER RES 10.0000MHZ 22PF SMD,2000,0,"0.20800","0","1000","Tape & Reel (TR)","AWSCR-CV","Active","Ceramic","10MHz","±0.4%","±0.5%","Built in Capacitor","22pF","30 Ohms","-25°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.039"" (1.00mm)"
https://abracon.com/Resonators/AWSCR_CV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_AWSCR-CV.jpg,535-10005-1-ND,AWSCR-10.00CV-T,Abracon LLC,CER RES 10.0000MHZ 22PF SMD,2852,0,"0.43000","0","1","Cut Tape (CT)","AWSCR-CV","Active","Ceramic","10MHz","±0.4%","±0.5%","Built in Capacitor","22pF","30 Ohms","-25°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.039"" (1.00mm)"
https://abracon.com/Resonators/AWSCR_CV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_AWSCR-CV.jpg,535-10005-6-ND,AWSCR-10.00CV-T,Abracon LLC,CER RES 10.0000MHZ 22PF SMD,2852,0,"Digi-Reel","0","1","Digi-Reel®","AWSCR-CV","Active","Ceramic","10MHz","±0.4%","±0.5%","Built in Capacitor","22pF","30 Ohms","-25°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.039"" (1.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-7036-ND,CSTLS4M00G56-B0,Murata Electronics North America,CER RES 4.0000MHZ 47PF T/H,2749,0,"0.21000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","4MHz","-0.4, +0.2%","±0.5%","Built in Capacitor","47pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/Photos/Murata%20Photos/CSTLS50M0X51-B0.JPG,490-6000-3-ND,CSTLS16M0X55-A0,Murata Electronics North America,CER RES 16.0000MHZ 30PF T/H,2000,0,"0.21360","0","2000","Tape & Box (TB)","CERALOCK® CSTLS","Active","Ceramic","16MHz","±0.2%","±0.5%","Built in Capacitor","30pF","50 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.217"" L x 0.118"" W (5.50mm x 3.00mm)","0.256"" (6.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/Photos/Murata%20Photos/CSTLS50M0X51-B0.JPG,490-6000-1-ND,CSTLS16M0X55-A0,Murata Electronics North America,CER RES 16.0000MHZ 30PF T/H,3649,0,"0.44000","0","1","Cut Tape (CT)","CERALOCK® CSTLS","Active","Ceramic","16MHz","±0.2%","±0.5%","Built in Capacitor","30pF","50 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.217"" L x 0.118"" W (5.50mm x 3.00mm)","0.256"" (6.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-7038-ND,CSTLS8M00G56-B0,Murata Electronics North America,CER RES 8.0000MHZ 47PF T/H,2520,0,"0.22000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","8MHz","-0.4, +0.2%","±0.5%","Built in Capacitor","47pF","25 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-1210-ND,CSTLS5M00G53-B0,Murata Electronics North America,CER RES 5.0000MHZ 15PF T/H,2470,0,"0.22000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","5MHz","±0.2%","±0.5%","Built in Capacitor","15pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-1207-ND,CSTLS3M58G53-B0,Murata Electronics North America,CER RES 3.5800MHZ 15PF T/H,2130,0,"0.22000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","3.58MHz","±0.2%","±0.5%","Built in Capacitor","15pF","50 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-1209-ND,CSTLS4M19G53-B0,Murata Electronics North America,CER RES 4.1900MHZ 15PF T/H,1853,0,"0.22000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","4.19MHz","±0.2%","±0.5%","Built in Capacitor","15pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/Photos/Murata%20Photos/CSTLS50M0X51-B0.JPG,490-6001-3-ND,CSTLS16M0X55Z-A0,Murata Electronics North America,CER RES 16.0000MHZ 30PF T/H,2000,0,"0.23104","0","2000","Tape & Box (TB)","CERALOCK® CSTLS","Active","Ceramic","16MHz","±0.2%","±0.5%","Built in Capacitor","30pF","50 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.217"" L x 0.118"" W (5.50mm x 3.00mm)","0.256"" (6.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/Photos/Murata%20Photos/CSTLS50M0X51-B0.JPG,490-6001-1-ND,CSTLS16M0X55Z-A0,Murata Electronics North America,CER RES 16.0000MHZ 30PF T/H,3556,0,"0.48000","0","1","Cut Tape (CT)","CERALOCK® CSTLS","Active","Ceramic","16MHz","±0.2%","±0.5%","Built in Capacitor","30pF","50 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.217"" L x 0.118"" W (5.50mm x 3.00mm)","0.256"" (6.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-7865-2-ND,CSTCR6M00G55B-R0,Murata Electronics North America,CER RES 6.0000MHZ 39PF SMD,3000,0,"0.23235","0","3000","Tape & Reel (TR)","CERALOCK® CSTCR","Active","Ceramic","6MHz","±0.15%","±0.5%","Built in Capacitor","39pF","-","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-7865-1-ND,CSTCR6M00G55B-R0,Murata Electronics North America,CER RES 6.0000MHZ 39PF SMD,5542,0,"0.51000","0","1","Cut Tape (CT)","CERALOCK® CSTCR","Active","Ceramic","6MHz","±0.15%","±0.5%","Built in Capacitor","39pF","-","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-7865-6-ND,CSTCR6M00G55B-R0,Murata Electronics North America,CER RES 6.0000MHZ 39PF SMD,5542,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTCR","Active","Ceramic","6MHz","±0.15%","±0.5%","Built in Capacitor","39pF","-","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://abracon.com/Resonators/HWZT_MD.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/HWZT%20Series%202-8%20freq.jpg,535-9382-ND,HWZT-3.58MD,Abracon LLC,CER RES 3.5800MHZ T/H,3538,0,"0.24000","0","1","Bulk","HWZT","Active","Ceramic","3.58MHz","±0.3%","±0.5%","-","-","30 Ohms","-40°C ~ 85°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.217"" (5.50mm)"
https://abracon.com/Resonators/HWZT_MD.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/HWZT-2.00MD.JPG,535-9381-ND,HWZT-2.00MD,Abracon LLC,CER RES 2.0000MHZ T/H,2982,0,"0.24000","0","1","Bulk","HWZT","Active","Ceramic","2MHz","±0.3%","±0.5%","-","-","100 Ohms","-40°C ~ 85°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.217"" (5.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/Photos/Murata%20Photos/CSTLS7M37G53-B0.JPG,490-11079-ND,CSTLS7M37G53-B0,Murata Electronics North America,CER RES 7.3700MHZ 15PF T/H,2265,0,"0.24000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","7.37MHz","±0.2%","±0.5%","Built in Capacitor","15pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://abracon.com/Resonators/HWZT_MD.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/HWZT%20Series%202-8%20freq.jpg,535-9383-ND,HWZT-4.00MD,Abracon LLC,CER RES 4.0000MHZ T/H,2000,0,"0.24000","0","1","Bulk","HWZT","Active","Ceramic","4MHz","±0.3%","±0.5%","-","-","30 Ohms","-40°C ~ 85°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.217"" (5.50mm)"
https://abracon.com/Resonators/HWZT_MD.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/HWZT%20Series%202-8%20freq.jpg,535-9384-ND,HWZT-6.00MD,Abracon LLC,CER RES 6.0000MHZ T/H,1569,0,"0.24000","0","1","Bulk","HWZT","Active","Ceramic","6MHz","±0.3%","±0.5%","-","-","30 Ohms","-40°C ~ 85°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.217"" (5.50mm)"
http://global.kyocera.com/prdct/electro/product/pdf/pbrc_g_e.pdf,//media.digikey.com/Renders/AVX%20Renders/PBRC-G-Series.jpg,1253-1614-2-ND,PBRC2.00GR50X000,Kyocera International Inc. Electronic Components,CERAMIC RESONATOR 2MHZ SMD,4000,0,"0.25600","0","2000","Tape & Reel (TR)","PBRC-G, Kyocera","Active","Ceramic","2MHz","±0.5%","±0.5%","-","-","-","-40°C ~ 85°C","Surface Mount","2-SMD","0.291"" L x 0.134"" W (7.40mm x 3.40mm)","0.079"" (2.00mm)"
http://global.kyocera.com/prdct/electro/product/pdf/pbrc_g_e.pdf,//media.digikey.com/Renders/AVX%20Renders/PBRC-G-Series.jpg,1253-1614-1-ND,PBRC2.00GR50X000,Kyocera International Inc. Electronic Components,CERAMIC RESONATOR 2MHZ SMD,4635,0,"0.53000","0","1","Cut Tape (CT)","PBRC-G, Kyocera","Active","Ceramic","2MHz","±0.5%","±0.5%","-","-","-","-40°C ~ 85°C","Surface Mount","2-SMD","0.291"" L x 0.134"" W (7.40mm x 3.40mm)","0.079"" (2.00mm)"
http://global.kyocera.com/prdct/electro/product/pdf/pbrc_g_e.pdf,//media.digikey.com/Renders/AVX%20Renders/PBRC-G-Series.jpg,1253-1614-6-ND,PBRC2.00GR50X000,Kyocera International Inc. Electronic Components,CERAMIC RESONATOR 2MHZ SMD,4635,0,"Digi-Reel","0","1","Digi-Reel®","PBRC-G, Kyocera","Active","Ceramic","2MHz","±0.5%","±0.5%","-","-","-","-40°C ~ 85°C","Surface Mount","2-SMD","0.291"" L x 0.134"" W (7.40mm x 3.40mm)","0.079"" (2.00mm)"
https://abracon.com/Resonators/AWCR_MD.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/AWCR%20Series%202-6%20freq.jpg,535-9359-ND,AWCR-4.00MD,Abracon LLC,CER RES 4.0000MHZ 30PF T/H,5169,0,"0.27000","0","1","Bulk","AWCR","Active","Ceramic","4MHz","±0.3%","±0.5%","Built in Capacitor","30pF","30 Ohms","-25°C ~ 85°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.315"" (8.00mm)"
https://abracon.com/Resonators/AWCR_MD.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/AWCR%20Series%202-6%20freq.jpg,535-9357-ND,AWCR-2.00MD,Abracon LLC,CER RES 2.0000MHZ 30PF T/H,3710,0,"0.27000","0","1","Bulk","AWCR","Active","Ceramic","2MHz","±0.3%","±0.5%","Built in Capacitor","30pF","80 Ohms","-25°C ~ 85°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.315"" (8.00mm)"
https://abracon.com/Resonators/AWCR_MD.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/AWCR%20Series%202-6%20freq.jpg,535-9360-ND,AWCR-6.00MD,Abracon LLC,CER RES 6.0000MHZ 30PF T/H,3007,0,"0.27000","0","1","Bulk","AWCR","Active","Ceramic","6MHz","±0.3%","±0.5%","Built in Capacitor","30pF","30 Ohms","-25°C ~ 85°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.315"" (8.00mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_ar.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-SR1-A7.5%20SERIES.JPG,X936TR-ND,ECS-SR1-8.00-A-TR,ECS Inc.,CER RES 8.0000MHZ SMD,12500,17500,"0.30000","0","2500","Tape & Reel (TR)","ECS-SR1-A","Active","Ceramic","8MHz","±0.3%","±0.5%","-","-","40 Ohms","-20°C ~ 80°C","Surface Mount","2-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.071"" (1.80mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_ar.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-SR1-A7.5%20SERIES.JPG,X936CT-ND,ECS-SR1-8.00-A-TR,ECS Inc.,CER RES 8.0000MHZ SMD,14289,17975,"0.66000","0","1","Cut Tape (CT)","ECS-SR1-A","Active","Ceramic","8MHz","±0.3%","±0.5%","-","-","40 Ohms","-20°C ~ 80°C","Surface Mount","2-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.071"" (1.80mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_ar.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-SR1-A7.5%20SERIES.JPG,X936DKR-ND,ECS-SR1-8.00-A-TR,ECS Inc.,CER RES 8.0000MHZ SMD,14289,17975,"Digi-Reel","0","1","Digi-Reel®","ECS-SR1-A","Active","Ceramic","8MHz","±0.3%","±0.5%","-","-","40 Ohms","-20°C ~ 80°C","Surface Mount","2-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.071"" (1.80mm)"
http://www.ecsxtal.com/store/pdf/ecs_cr2_b.pdf,//media.digikey.com/Photos/ECS%20Photos/CR23.7%20SERIES.JPG,XC1106TR-ND,ECS-CR2-10.00-B-TR,ECS Inc.,CER RES 10.0000MHZ 30PF SMD,7000,5000,"0.30400","0","1000","Tape & Reel (TR)","CR2","Active","Ceramic","10MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.059"" (1.50mm)"
http://www.ecsxtal.com/store/pdf/ecs_cr2_b.pdf,//media.digikey.com/Photos/ECS%20Photos/CR23.7%20SERIES.JPG,XC1106CT-ND,ECS-CR2-10.00-B-TR,ECS Inc.,CER RES 10.0000MHZ 30PF SMD,8079,5090,"0.63000","0","1","Cut Tape (CT)","CR2","Active","Ceramic","10MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.059"" (1.50mm)"
http://www.ecsxtal.com/store/pdf/ecs_cr2_b.pdf,//media.digikey.com/Photos/ECS%20Photos/CR23.7%20SERIES.JPG,XC1106DKR-ND,ECS-CR2-10.00-B-TR,ECS Inc.,CER RES 10.0000MHZ 30PF SMD,8079,5090,"Digi-Reel","0","1","Digi-Reel®","CR2","Active","Ceramic","10MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.059"" (1.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/Photos/Murata%20Photos/CSTLS50M0X51-B0.JPG,490-2606-ND,CSTLS50M0X51-B0,Murata Electronics North America,CER RES 50.0000MHZ 5PF T/H,2314,0,"0.46000","0","1","Bulk","CERALOCK® CSTLS","Active","Ceramic","50MHz","±0.2%","±0.5%","Built in Capacitor","5pF","40 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.217"" L x 0.118"" W (5.50mm x 3.00mm)","0.256"" (6.50mm)"
-,//media.digikey.com/photos/Epcos%20Photos/B39%20H210%20SERIES.jpg,495-2350-2-ND,B39431R0880H210,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAW RES 433.9200MHZ SMD,9000,0,"0.54955","0","3000","Tape & Reel (TR)","B39431","Active","SAW","433.92MHz","-","-","-","-","50 Ohms","-40°C ~ 125°C","Surface Mount","4-SMD","0.197"" L x 0.138"" W (5.00mm x 3.50mm)","0.057"" (1.45mm)"
-,//media.digikey.com/photos/Epcos%20Photos/B39%20H210%20SERIES.jpg,495-2350-1-ND,B39431R0880H210,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAW RES 433.9200MHZ SMD,9583,0,"1.08000","0","1","Cut Tape (CT)","B39431","Active","SAW","433.92MHz","-","-","-","-","50 Ohms","-40°C ~ 125°C","Surface Mount","4-SMD","0.197"" L x 0.138"" W (5.00mm x 3.50mm)","0.057"" (1.45mm)"
-,//media.digikey.com/photos/Epcos%20Photos/B39%20H210%20SERIES.jpg,495-2350-6-ND,B39431R0880H210,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAW RES 433.9200MHZ SMD,9583,0,"Digi-Reel","0","1","Digi-Reel®","B39431","Active","SAW","433.92MHz","-","-","-","-","50 Ohms","-40°C ~ 125°C","Surface Mount","4-SMD","0.197"" L x 0.138"" W (5.00mm x 3.50mm)","0.057"" (1.45mm)"
-,//media.digikey.com/photos/Epcos%20Photos/B39%20H210%20SERIES.jpg,495-2378-2-ND,B39431R0820H210,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAW RES 433.9200MHZ SMD,3000,0,"0.54955","0","3000","Tape & Reel (TR)","B39431","Active","SAW","433.92MHz","-","-","-","-","50 Ohms","-40°C ~ 125°C","Surface Mount","4-SMD","0.197"" L x 0.138"" W (5.00mm x 3.50mm)","0.057"" (1.45mm)"
-,//media.digikey.com/photos/Epcos%20Photos/B39%20H210%20SERIES.jpg,495-2378-1-ND,B39431R0820H210,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAW RES 433.9200MHZ SMD,5725,0,"1.08000","0","1","Cut Tape (CT)","B39431","Active","SAW","433.92MHz","-","-","-","-","50 Ohms","-40°C ~ 125°C","Surface Mount","4-SMD","0.197"" L x 0.138"" W (5.00mm x 3.50mm)","0.057"" (1.45mm)"
-,//media.digikey.com/photos/Epcos%20Photos/B39%20H210%20SERIES.jpg,495-2378-6-ND,B39431R0820H210,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAW RES 433.9200MHZ SMD,5725,0,"Digi-Reel","0","1","Digi-Reel®","B39431","Active","SAW","433.92MHz","-","-","-","-","50 Ohms","-40°C ~ 125°C","Surface Mount","4-SMD","0.197"" L x 0.138"" W (5.00mm x 3.50mm)","0.057"" (1.45mm)"
http://www.ecsxtal.com/store/pdf/zttr.pdf,//media.digikey.com/photos/ECS%20Photos/ZTT-MG%20SERIES.jpg,XC1806-ND,ZTT-2.00MG,ECS Inc.,CER RES 2.0000MHZ 30PF T/H,10517,5500,"0.60000","0","1","Bulk","ZTT","Active","Ceramic","2MHz","±0.3%","±0.5%","Built in Capacitor","30pF","80 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.295"" (7.50mm)"
http://www.ecsxtal.com/store/pdf/ZTAR.pdf,//media.digikey.com/Photos/ECS%20Photos/ZTA-Series-10.jpg,X916-ND,ZTA-12.00MT,ECS Inc.,CER RES 12.0000MHZ T/H,4798,10000,"0.60000","0","1","Bulk","ZTA","Active","Ceramic","12MHz","±0.3%","±0.5%","-","-","25 Ohms","-20°C ~ 80°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.394"" (10.00mm)"
http://www.ecsxtal.com/store/pdf/ZTAR.pdf,//media.digikey.com/Photos/ECS%20Photos/ZTA-Series.jpg,X910-ND,ZTA-3.58MG,ECS Inc.,CER RES 3.5800MHZ T/H,3629,22500,"0.60000","0","1","Bulk","ZTA","Active","Ceramic","3.58MHz","±0.3%","±0.5%","-","-","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.295"" (7.50mm)"
http://www.ecsxtal.com/store/pdf/ZTAR.pdf,//media.digikey.com/Photos/ECS%20Photos/ZTA-Series-10.jpg,X914-ND,ZTA-8.00MT,ECS Inc.,CER RES 8.0000MHZ T/H,3557,28500,"0.60000","0","1","Bulk","ZTA","Active","Ceramic","8MHz","±0.3%","±0.5%","-","-","25 Ohms","-20°C ~ 80°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.394"" (10.00mm)"
http://www.ecsxtal.com/store/pdf/zttr.pdf,//media.digikey.com/photos/ECS%20Photos/ZTT-MG%20SERIES.jpg,X903-ND,ZTT-4.19MG,ECS Inc.,CER RES 4.1900MHZ 30PF T/H,2026,4000,"0.60000","0","1","Bulk","ZTT","Active","Ceramic","4.19MHz","±0.3%","±0.5%","Built in Capacitor","30pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.295"" (7.50mm)"
http://www.ecsxtal.com/store/pdf/ZTAR.pdf,//media.digikey.com/Photos/ECS%20Photos/ZTA-Series.jpg,XC1732-ND,ZTA-6.00MG,ECS Inc.,CER RES 6.0000MHZ T/H,1382,9000,"0.60000","0","1","Bulk","ZTA","Active","Ceramic","6MHz","±0.3%","±0.5%","-","-","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.295"" (7.50mm)"
http://www.ecsxtal.com/store/pdf/ZTAR.pdf,//media.digikey.com/Photos/ECS%20Photos/ZTA-Series-10.jpg,X918-ND,ZTA-20.00MX,ECS Inc.,CER RES 20.0000MHZ T/H,1118,2000,"0.60000","0","1","Bulk","ZTA","Active","Ceramic","20MHz","±0.3%","±0.5%","-","-","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 2 Lead, 5.00mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.394"" (10.00mm)"
