Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Features","For Use With/Related Products"
https://www.panduit.com/content/dam/panduit/en/products/assets/g/gs/gs4/gs4m/gs4mte/media/C-SSGS4MT-E--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GS4MT-E.jpg,298-16912-ND,GS4MT-E,Panduit Corp,METAL HOUSING ERGONOMIC STAINLES,5,0,"971.59000","0","1","Pan-Steel®","Active","Gun","Ergonomic, Adjustable Tension, Automatic Tie Cutter","Pan-Steel® MLT, MLTC, MLTFC and MLTDH; Standard, Light Heavy, and Heavy Ties"
http://www.panduit.com/heiler/CatalogCutSheets/PPTMT%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PBTMT.jpg,298-20031-ND,PBTMT,Panduit Corp,TOOL METAL TIE,2,0,"2033.44000","0","1","Milwaukee®, Pan-Steel®","Active","Gun","Ergonomic, Automatic Tie Cutter, Battery Included, Charger (115V), Indicator Light,  Lock Out, Rotating Head","Pan-Steel® Heavy, Extra-Heavy, Super-Heavy Cross Section MLT Ties, and MLTD Double Wrapped Ties"
http://www.panduit.com/heiler/PartDrawings/GS2BL%20CD_WB17788A01_01.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GS2BL.jpg,298-10728-ND,GS2BL,Panduit Corp,CABLE TIE GUN ADJ SMALL HDL,19,0,"295.96000","0","1","-","Obsolete","Gun","Adjustable Tension, Automatic Tie Cutter","Miniature, Intermediate, and Standard Ties; 0.100"" ~ 0.190"" (2.54mm ~ 4.83mm) Width"
http://www.panduit.com/heiler/CatalogCutSheets/GTS%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/GS4H.jpg,298-1099-ND,GS4H,Panduit Corp,TOOL CABLE TIE,14,0,"544.50000","0","1","-","Obsolete","Gun","Adjustable Tension, Automatic Tie Cutter","Standard, Heavy Standard, Light Heavy, and Heavy Ties"
http://www.panduit.com/heiler/PartDrawings/C-CTGS4EH-GSH-08267A-CD-09--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GS4EH.jpg,298-13600-ND,GS4EH,Panduit Corp,CABLE TIE GUN ADJ H-EX/H TIES,5,0,"589.05000","0","1","-","Obsolete","Gun","Adjustable Tension, Automatic Tie Cutter","Light Heavy, Heavy, and Extra Heavy Ties"
http://www.panduit.com/heiler/PartDrawings/C-SSGS4MT-WB17905A01R03--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/GS4MT.jpg,298-1107-ND,GS4MT,Panduit Corp,TOOL FOR METAL LOCK TIE,5,0,"883.26000","0","1","Pan-Steel®","Obsolete","Gun","Adjustable Tension, Automatic Tie Cutter","Pan-Steel® MLT, MLTC, MLTFC and MLTDH; Standard, Light Heavy, and Heavy Ties"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-07000.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK7HT.jpg,1436-1828-ND,MK7HT,HellermannTyton,MARK 7 HIGH TENSION,1,0,"320.74000","0","1","Mark 7","Active","Gun","Adjustable Tension","Cable Ties T18-T50 Series, CTT20-CTT60 Series"
http://www.panduit.com/heiler/PartDrawings/C-SSST2MT-TB24535A01R03--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/ST2MT.jpg,298-1106-ND,ST2MT,Panduit Corp,TOOL FOR METAL LOCK TIE,1,0,"376.45000","0","1","Pan-Steel®","Active","Gun","Twist Cut-Off","Pan-Steel® MLT, MLTC, MLTFC and MLTDH; Standard, Light Heavy, Heavy and Extra-Heavy Ties"
http://www.panduit.com/heiler/CatalogCutSheets/KGTSTL%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TTLK3.jpg,298-10737-ND,TTLK3,Panduit Corp,TOOL TENSION LOCK KIT **,24,0,"5.49000","0","1","-","Active","Accessory, Locking Kit","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-21000.pdf,//media.digikey.com/photos/HellermannTyton%20Photos/TWT1.JPG,1436-1475-ND,TWT1,HellermannTyton,TWYSTER-TWST T18-T50 CTT20-CTT60,2,0,"41.93000","0","1","TytonTwyster","Active","Twist Tool","Twist Cut-Off","T18-T50, CTT20-CTT60 Series"
http://www.panduit.com/heiler/InstallInstructions/N-SSPA22206A01--REV03--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/K4MTG.jpg,298-11573-ND,K4MTG,Panduit Corp,KIT GRIPPER REPLACE FOR GS4MT,1,0,"255.12000","0","1","-","Active","Accessory, Gripper Replacement Kit","-","298-1107-ND"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HVAC.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_86570.jpg,86570-ND,86570,"Klein Tools, Inc.",NYLON TIE TENSIONING TOOL,5,0,"35.35000","0","1","-","Active","Strapping Tool","-","Cable Ties Up to 0.472"" (12.00mm) Width"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HVAC.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_86571.jpg,86571-ND,86571,"Klein Tools, Inc.",NYLON TIE TENSIONING TOOL AUTO-C,2,0,"42.41000","0","1","-","Active","Strapping Tool","Automatic Tie Cutter","Cable Ties Up to 0.472"" (12.00mm) Width"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/07-022-451-CSU.pdf,-,1436-2229-ND,110-70131,HellermannTyton,NOSE PIECE FOR EVO 7 AND/OR EVO,4,0,"46.01000","0","1","EVO®","Active","Accessory, Nosepiece","1mm, Extended Tail","EVO-7, EVO-7SP Cable Tie Tool (1436-1479-ND)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212475.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212475.jpg,277-16995-ND,1212475,Phoenix Contact,TOOL CABLE TIE GUN TENSION LOCK,4,9,"55.25000","0","1","UNIFOX","Active","Gun","Ergonomic, Tension Lock, Tie Cutter","Cable Ties; 0.087"" ~ 0.189"" (2.20mm ~ 4.80mm) Width"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1212610,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212610.jpg,277-16419-ND,1212610,Phoenix Contact,TOOL CABLE TIE GUN TENSION LOCK,1,0,"180.39000","0","1","UNIFOX","Active","Gun","Ergonomic, Tension Lock, Tie Cutter","Steel Cable Ties up to 0.311"" (7.90mm) Width"
http://www.panduit.com/heiler/CatalogCutSheets/PTS%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PL289N1.jpg,298-13712-ND,PL289N1,Panduit Corp,PPTS FLTR REGLTR NON-TRK ACC,0,0,"303.50000","0","1","-","Active","Accessory, Filter, Regulator","-","Panduit PTS, PTH"
-,-,995-0002-299-ND,995-0002-299,"ITT Cannon, LLC","MICRO BAND,1/8 INCH WIDE",0,0,"5.11098","0","112","-","Active","Gun","-","1/8"" Bands"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK7-449.jpg,MK7-449-ND,MK7-449,HellermannTyton,REPLACEMENT BLADE FOR MARK 7,0,0,"6.61000","0","1","Mark 7","Active","Accessory, Blade","-","Mark 7 Series Tools"
http://www.panduit.com/heiler/CatalogCutSheets/KGTSTL%20Product%20Page.pdf,-,KPTSTL-ND,KPTSTL,Panduit Corp,LOCKING KIT PTS,0,0,"15.19000","0","1","-","Active","Accessory, Locking Kit","-","Panduit PTS, PTH"
http://www.panduit.com/heiler/ProductBulletins/WW-CTCB17%20(Ergo%20Tools%20Product%20Bulletin)%20PDF%20for%20web%20(7-06).pdf,-,KGTSTL-ND,KGTSTL,Panduit Corp,"KIT, LOCKING * GTS (NON-TRK)",0,0,"15.80000","0","1","-","Active","Accessory, Locking Kit","-","GTS-ND"
http://www.panduit.com/heiler/InstallInstructions/N-CTKGTHBLD-PA25147A01--REV2--ENG.pdf,-,KGTHTL-ND,KGTHTL,Panduit Corp,"KIT,LOCKING GTH",0,0,"15.80000","0","1","-","Active","Accessory, Locking Kit","-","GTH-ND"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-70091.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-70091.jpg,110-70091-ND,110-70091,HellermannTyton,T8 STAR DRIVER,0,0,"18.81000","0","1","EVO®","Active","Accessory, Star Driver","-","EVO® Cable Tie Tools (1436-1478-ND, 1436-1479-ND, 1436-1686-ND)"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK7BLADEKIT.jpg,MK7BLADEKIT-ND,MK7BLADEKIT,HellermannTyton,SERVICE KIT FOR MK7 TOOL,0,0,"18.85000","0","1","Mark 7","Active","Accessory, Blade","Includes Hardware","Mark 7 Series Tools"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-70106.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-70106.jpg,110-70106-ND,110-70106,HellermannTyton,UC200 TENSION GAUGE,0,0,"21.26000","0","1","-","Active","Accessory, Blade","Adjustable Tension, Includes Hardware","EVO7, EVO7SP"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-07111.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK7P-342.jpg,MK7P-342-ND,MK7P-342,HellermannTyton,REPLACEMENT BLADE FOR MARK 7,0,0,"22.21000","0","1","Mark 7","Active","Accessory, Blade","-","Mark 7 Pneumatic Series Tools"
http://wpc.ac62.edgecastcdn.net/00AC62/documents/datasheets/LITPD302_US_DOC.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-80018.jpg,110-80018-ND,110-80018,HellermannTyton,EVO 9 NOSEPIECE FLUSH CUT,0,0,"23.99000","0","1","EVO®","Active","Accessory, Nosepiece","Flush Cut","EVO-9 Cable Tie Tool (1436-1686-ND)"
-,-,110-95273-ND,110-95273,HellermannTyton,REPLACEMENT BLADE FOR THE MK9SST,0,0,"28.51000","0","1","-","Active","Accessory, Blade","-","MK9SST"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-00220.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK9BLADEKIT.jpg,MK9BLADEKIT-ND,MK9BLADEKIT,HellermannTyton,SERVICE KIT FOR THE MK9 TOOL,0,0,"33.90000","0","1","Mark 9","Active","Accessory, Blade","Adjustable Tension, Flush Cut, Includes Hardware","Mark 9 Series Tools"
http://www.panduit.com/heiler/CatalogCutSheets/KGTSTL%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GHH.jpg,GHH-ND,GHH,Panduit Corp,HOLSTER FOR CABLE TIE GUN,0,0,"35.86000","0","1","-","Active","Accessory, Holster","-","Panduit GS2B, GS4H (Series) or PPTS Tools"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-70089.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-70089.jpg,110-70089-ND,110-70089,HellermannTyton,CALIBRATION TOOL,1,0,"40.77000","0","1","EVO®","Active","Accessory, Calibration Tool","-","EVO® Cable Tie Tools (1436-1478-ND, 1436-1479-ND, 1436-1686-ND)"
http://www.panduit.com/heiler/CatalogCutSheets/KGTSTL%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BladeReplaceKit.jpg,KPTHBLD-ND,KPTHBLD,Panduit Corp,BLADE KIT FOR PTH,0,0,"48.62000","0","1","-","Active","Accessory, Blade","-","Panduit PTH"
//media.digikey.com/pdf/Data%20Sheets/HellermannTyton%20PDFs/Mechanica_Cable_Tie_Tools.pdf,//media.digikey.com/photos/HellermannTyton%20Photos/TWT2.JPG,1436-1476-ND,TWT2,HellermannTyton,TWYSTER-TWIST TOOL T120-T150,0,0,"48.71000","0","1","TytonTwyster","Active","Twist Tool","Twist Cut-Off","T120-T150, CTT175 Series"
http://wpc.ac62.edgecastcdn.net/00AC62/documents/datasheets/LITPD302_US_DOC.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-80064.jpg,110-80064-ND,110-80064,HellermannTyton,EVO 9 2MM NOSE PIECE,0,0,"50.08000","0","1","EVO®","Active","Accessory, Nosepiece","2mm, Extended Tail","EVO-9 Cable Tie Tool (1436-1686-ND)"
http://wpc.ac62.edgecastcdn.net/00AC62/documents/datasheets/LITPD302_US_DOC.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-80065.jpg,110-80065-ND,110-80065,HellermannTyton,EVO 9 3MM NOSE PIECE,0,0,"50.08000","0","1","EVO®","Active","Accessory, Nosepiece","3mm, Extended Tail","EVO-9 Cable Tie Tool (1436-1686-ND)"
http://wpc.ac62.edgecastcdn.net/00AC62/documents/datasheets/LITPD302_US_DOC.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-80066.jpg,110-80066-ND,110-80066,HellermannTyton,EVO 9 4MM NOSE PIECE,0,0,"50.08000","0","1","EVO®","Active","Accessory, Nosepiece","4mm, Extended Tail","EVO-9 Cable Tie Tool (1436-1686-ND)"
http://wpc.ac62.edgecastcdn.net/00AC62/documents/datasheets/LITPD302_US_DOC.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_110-80067.jpg,110-80067-ND,110-80067,HellermannTyton,EVO 9 5MM NOSE PIECE,0,0,"50.08000","0","1","EVO®","Active","Accessory, Nosepiece","5mm, Extended Tail","EVO-9 Cable Tie Tool (1436-1686-ND)"
http://www.panduit.com/heiler/InstallInstructions/PA23833A01_01%20K4EH-BLD.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BladeReplaceKit.jpg,K4EH-BLD-ND,K4EH-BLD,Panduit Corp,KIT BLADE REPLACE FOR GS4EH,0,0,"59.92000","0","1","-","Active","Accessory, Blade","-","GS4EH-ND"
-,-,MK9P-109-ND,MK9P-109,HellermannTyton,REPLACEMENT BLADE MK9P-MKPUA,0,0,"62.48000","0","1","Mark 9","Active","Gun, Pneumatic","Ergonomic, Adjustable Tension, Automatic Tie Cutter, Lock Out","Heavy Duty Ties Up to 0.531"" (13.50mm) Width, Clamp and Button Head Ties"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MKPCOBELT.jpg,MKPCOBELT-ND,MKPCOBELT,HellermannTyton,MK7P & MK9P ADJSTABLE BELT,0,0,"68.61000","0","1","MKP","Active","Accessory, Belt","Ergonomic, CO2 Fittings, Holster, Pouch","MK7P, MK9P"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MKPCOTANK.jpg,MKPCOTANK-ND,MKPCOTANK,HellermannTyton,MK7P-MK9P 16OZ AIR TANK,0,0,"71.07000","0","1","MKP","Active","Accessory, CO2 Tank","-","MK7P, MK9P"
http://www.panduit.com/heiler/CatalogCutSheets/BT2HT%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KRT2HNDL.jpg,KRT2HNDL-ND,KRT2HNDL,Panduit Corp,REPLACEMENT CUTTER HANDLE,0,0,"74.24000","0","1","Pan-Steel®","Active","Accessory, Replacement Handle","-","Pan-Steel® BT2HT and RT2HT Installation Tools"
-,-,WIT-HD-6-ND,WIT-HD-6,Essentra Components,INSTALLATION TOOL HEAVY DUTY,0,0,"116.59000","0","1","-","Active","Gun","-","-"
http://www.panduit.com/heiler/InstallInstructions/PA22204A01_04%20KT2MG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/KT2MG.JPG,KT2MG-ND,KT2MG,Panduit Corp,TOOL GRIPPER REPL BT2MS75/ST2MT,0,0,"118.63000","0","1","-","Active","Accessory, Gripper Replacement Kit","-","BT2MS75-ND and 298-1106-ND"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT_GUNS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_WIT-2A.jpg,WIT-2A-ND,WIT-2A,Essentra Components,CBL TIE INSTALLATION TOOL,0,0,"159.32000","0","1","WIT","Active","Gun","Adjustable Tension, Automatic Tie Cutter","WIT-18, -30, -40, -50, and -60 Ties"
http://www.panduit.com/heiler/CatalogCutSheets/PHM1%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PDH10-37.jpg,PDH10-37-ND,PDH10-37,Panduit Corp,HOSE AIR SUPPLY,0,0,"165.62000","0","1","-","Active","Accessory, Hose","-","-"
http://www.panduit.com/heiler/CatalogCutSheets/GS4MT%20Product%20Page.pdf,-,CAMT-ND,CAMT,Panduit Corp,TOOL CUT-OFF ACCESSORY FOR GS4MT,0,0,"165.78000","0","1","-","Active","Accessory, Blade","-","298-1107-ND"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1774470000.jpg,1774470000-ND,1774470000,Weidmüller,CABLE MARKER WSM TOOL AUTOMATIK,0,0,"189.05000","0","1","WSM","Active","Gun","Automatic Tie Cutter","Steel Cable Ties up to 0.180"" (4.60mm) Width"
http://www.panduit.com/heiler/InstallInstructions/N-CTPA19739A02--Rev06A--ENG.pdf,-,KPTSG-ND,KPTSG,Panduit Corp,TOOL GRIPPER REPLACEMNT FOR PPTS,0,0,"189.39000","0","1","-","Active","Accessory, Gripper Replacement Kit","-","Panduit PPTS"
-,-,T250-ND,T250,HellermannTyton,T250 SERIES MANUAL CUTTING TOOL,0,0,"204.66000","0","1","-","Active","Strapping Tool","Soft Grips","Cable Ties T150-T250 Series, CTT175 Series"
http://keyelco.com/userAssets/file/M65p131.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_8870.jpg,36-8870-ND,8870,Keystone Electronics,TOOL INSTALL HAND-OPERATE 18-50#,0,2,"259.87000","0","1","-","Active","Gun","Automatic Tie Cutter","18-50 lb Ties"
http://www.panduit.com/heiler/ProductBulletins/D-SSCB01--WW-ENG-SSteel-InstallationTools-W.pdf,-,KRT2BLD-ND,KRT2BLD,Panduit Corp,REPLACEMENT CUTTER BLADE,0,0,"279.96000","0","1","Pan-Steel®","Active","Accessory, Blade","-","Pan-Steel® BT2HT and RT2HT Installation Tools"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Crimping%20Tools.pdf,-,1296000000-ND,1296000000,Weidmüller,RT1 CABLE TIE WRAP TOOL,0,2,"297.22000","0","1","RT","Active","Gun","Adjustable Tension, Automatic Tie Cutter","Cable Ties; 0.098"" ~ 0.098"" (2.50mm ~ 4.80mm) Width"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-09005.pdf,-,MKPCOHOSE-ND,MKPCOHOSE,HellermannTyton,MK7P-MK9P SPECIAL C02 FTTNG,0,0,"317.71000","0","1","MKP","Active","Accessory, Hose","CO2 Fittings, Coiled","MK7P, MK9P"
http://www.panduit.com/heiler/Compliances/N-CTPA19745A01--REV03--ENG.pdf,-,KPPTMTB-ND,KPPTMTB,Panduit Corp,BLADE REPLACEMENT KIT FOR ACC,0,0,"403.74000","0","1","-","Active","Accessory, Blade","-","Panduit PPTMT"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/110-09980.jpg,1436-1180-ND,110-09980,HellermannTyton,MRK 9 RND EDGE TOOL FOR T18-T250,0,0,"433.23000","0","1","Mark 9","Active","Gun","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN033CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_121-00680.jpg,121-00680-ND,121-00680,HellermannTyton,KR 6/8 TOOL,1,0,"458.90000","0","1","-","Active","Gun","Ergonomic, Adjustable Tension, Dual Level Control, Flush Cut","KR6, KR8 Series"
http://www.panduit.com/heiler/InstallInstructions/N-CTK4HBLD-PA19741A01--REV3--ENG.pdf,-,GS4H/B-ND,GS4H/B,Panduit Corp,CABLE TIE GUN ADJ HI TENS SLT,0,0,"469.57000","0","1","-","Active","Gun","Adjustable Tension, Automatic Tie Cutter","Standard, Heavy Standard, Light Heavy, and Heavy Ties"
http://www.panduit.com/heiler/InstallInstructions/N-CTPA22202A02--REV04--ENG.pdf,-,KPPTMTG-ND,KPPTMTG,Panduit Corp,PPTMT GRIPPER REPLACE KIT ACC,0,0,"524.07000","0","1","-","Active","Accessory, Gripper Replacement Kit","-","-"
http://wpc.AC62.edgecastcdn.net/00AC62/documents/productpdfs/MK9REF.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK9REF.jpg,MK9REF-ND,MK9REF,HellermannTyton,MARK 9 REDUCED EFFORT,0,0,"613.21000","0","1","Mark 9","Active","Gun","Ergonomic, Adjustable Tension, Automatic Tie Cutter","Cable Ties T18-T250 Series, CTT20-CTT60 Series"
http://www.panduit.com/heiler/CatalogCutSheets/PHM1%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PL283N1.jpg,PL283N1-ND,PL283N1,Panduit Corp,FILTER REG. **NON-TRK ACC**,0,0,"689.83000","0","1","-","Active","Accessory, Filter, Regulator","-","Panduit PDM, PDS"
-,-,PD-RC-ND,PD-RC,Panduit Corp,REMOTE CONTROL BOX,0,0,"1229.25000","0","1","-","Active","Accessory, Remote Control Box","-","PDM, PDS, PD3S Dispensers"
http://www.panduit.com/heiler/ProductBulletins/SA-SSCB22%20(Battery%20Powered%20Installation%20Tool)%20WEB%2011-12-09.pdf,-,PBTMT/E-ND,PBTMT/E,Panduit Corp,TOOL BATTERY POWERED,0,0,"2033.44000","0","1","Milwaukee®, Pan-Steel®","Active","Gun","Ergonomic, Automatic Tie Cutter, Battery Included, Charger (220V), Indicator Light,  Lock Out, Rotating Head","Pan-Steel® Heavy, Extra-Heavy, Super-Heavy Cross Section MLT Ties, and MLTD Double Wrapped Ties"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-09101.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK9P.jpg,MK9P-ND,MK9P,HellermannTyton,MARK 9 PNEUMATIC,0,0,"2876.79000","0","1","Mark 9","Active","Gun, Pneumatic","Adjustable Tension, Automatic Tie Cutter, Flush Cut","Cable Ties Up to 0.531"" (13.50mm) Width"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/110-09112.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MK9PUA.jpg,MK9PUA-ND,MK9PUA,HellermannTyton,MARK 9 PNEUMATIC,0,0,"2876.79000","0","1","Mark 9","Active","Gun","Ergonomic, Automatic Tie Cutter","Cable Ties T50-T250 Series"
http://www.panduit.com/heiler/PartDrawings/TM25278B01_00%20MTRTH-LS%20CD.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_MTRT(H,LS).jpg",MTRTH-ND,MTRTH,Panduit Corp,TOOL TENSION METAL TIE,0,0,"3053.74000","0","1","-","Active","Strapping Tool","Adjustable Tension","MRT (Metal Retained Tension Ties) 0.311"" (7.90mm) Width"
