Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Tip - Type","Size","Length - Overall","Features"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLMx,LLMxx.jpg",LLM4-ND,LLM4,"Klein Tools, Inc.",HEX KEY L-SHAPE 4MM 4.50"",30,0,"0.88000","0","1","-","Active","L-Key","Hex","4mm","4.50"" (114.3mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLMx,LLMxx.jpg",LLM3-ND,LLM3,"Klein Tools, Inc.",HEX KEY L-SHAPE 3MM 4.00"",20,0,"0.88000","0","1","-","Active","L-Key","Hex","3mm","4.00"" (101.6mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL8KT-ND,LL8,"Klein Tools, Inc.",HEX KEY L-SHAPE 1/8"" 3.88"",10,0,"0.88000","0","1","-","Active","L-Key","Hex","1/8""","3.88"" (98.6mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL7-ND,LL7,"Klein Tools, Inc.",HEX KEY L-SHAPE 7/64"" 3.69"",10,0,"0.88000","0","1","-","Active","L-Key","Hex","7/64""","3.69"" (93.7mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL9-ND,LL9,"Klein Tools, Inc.",HEX KEY L-SHAPE 9/64"" 4.13"",5,0,"0.95000","0","1","-","Active","L-Key","Hex","9/64""","4.13"" (105.0mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL10-ND,LL10,"Klein Tools, Inc.",HEX KEY L-SHAPE 5/32"" 4.38"",10,0,"1.06000","0","1","-","Active","L-Key","Hex","5/32""","4.38"" (111.3mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL12-ND,LL12,"Klein Tools, Inc.",HEX KEY L-SHAPE 3/16"" 4.69"",10,0,"1.19000","0","1","-","Active","L-Key","Hex","3/16""","4.69"" (119.0mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL14-ND,LL14,"Klein Tools, Inc.",HEX KEY L-SHAPE 7/32"" 5.06"",5,0,"1.52000","0","1","-","Active","L-Key","Hex","7/32""","5.06"" (128.5mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL16-ND,LL16,"Klein Tools, Inc.",HEX KEY L-SHAPE 1/4"" 5.50"",10,0,"1.74000","0","1","-","Active","L-Key","Hex","1/4""","5.50"" (139.7mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLMx,LLMxx.jpg",LLM6-ND,LLM6,"Klein Tools, Inc.",HEX KEY L-SHAPE 6MM 5.69"",5,0,"1.85000","0","1","-","Active","L-Key","Hex","6mm","5.69"" (144.5mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL20-ND,LL20,"Klein Tools, Inc.",HEX KEY L-SHAPE 5/16"" 6.31"",9,0,"2.43000","0","1","-","Active","L-Key","Hex","5/16""","6.31"" (160.3mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLMx,LLMxx.jpg",LLM8-ND,LLM8,"Klein Tools, Inc.",HEX KEY L-SHAPE 8MM 6.31"",10,0,"2.67000","0","1","-","Active","L-Key","Hex","8mm","6.31"" (160.3mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",1742-1446-ND,BL6,"Klein Tools, Inc.",HEX KEY L-SHAPE 3/32"" 3.50"",23,0,"2.88000","0","1","-","Active","L-Key","Hex","3/32""","3.50"" (88.9mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL2-ND,BL2,"Klein Tools, Inc.",HEX KEY L-SHAPE 0.05"" 2.88"",10,0,"2.88000","0","1","-","Active","L-Key","Hex","0.05""","2.88"" (73.2mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM15-ND,BLM15,"Klein Tools, Inc.",HEX KEY L-SHAPE 1.5MM 3.06"",10,0,"2.88000","0","1","-","Active","L-Key","Hex","1.5mm","3.06"" (77.7mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL4-ND,BL4,"Klein Tools, Inc.",HEX KEY L-SHAPE 1/16"" 3.06"",10,0,"2.88000","0","1","-","Active","L-Key","Hex","1/16""","3.06"" (77.7mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL8-ND,BL8,"Klein Tools, Inc.",HEX KEY L-SHAPE 1/8"" 3.88"",10,0,"2.88000","0","1","-","Active","L-Key","Hex","1/8""","3.88"" (98.6mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM2-ND,BLM2,"Klein Tools, Inc.",HEX KEY L-SHAPE 2MM 3.31"",10,0,"2.88000","0","1","-","Active","L-Key","Hex","2mm","3.31"" (84.0mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL9-ND,BL9,"Klein Tools, Inc.",HEX KEY L-SHAPE 9/64"" 4.14"",10,0,"2.88000","0","1","-","Active","L-Key","Hex","9/64""","4.14"" (105.2mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM3-ND,BLM3,"Klein Tools, Inc.",HEX KEY L-SHAPE 3MM 4.00"",8,0,"2.88000","0","1","-","Active","L-Key","Hex","3mm","4.00"" (101.6mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL10-ND,BL10,"Klein Tools, Inc.",HEX KEY L-SHAPE 5/32"" 4.38"",8,0,"2.88000","0","1","-","Active","L-Key","Hex","5/32""","4.38"" (111.3mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM4-ND,BLM4,"Klein Tools, Inc.",HEX KEY L-SHAPE 4MM 4.50"",7,0,"2.88000","0","1","-","Active","L-Key","Hex","4mm","4.50"" (114.3mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL5-ND,BL5,"Klein Tools, Inc.",HEX KEY L-SHAPE 5/64"" 3.25"",5,0,"2.88000","0","1","-","Active","L-Key","Hex","5/64""","3.25"" (82.6mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",1742-1447-ND,BL7,"Klein Tools, Inc.",HEX KEY L-SHAPE 7/64"" 3.69"",4,0,"2.88000","0","1","-","Active","L-Key","Hex","7/64""","3.69"" (93.7mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM25-ND,BLM25,"Klein Tools, Inc.",HEX KEY L-SHAPE 2.5MM 3.56"",0,0,"2.88000","0","1","-","Active","L-Key","Hex","2.5mm","3.56"" (90.4mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL12-ND,BL12,"Klein Tools, Inc.",HEX KEY L-SHAPE 3/16"" 4.69"",5,0,"3.07000","0","1","-","Active","L-Key","Hex","3/16""","4.69"" (119.0mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM5-ND,BLM5,"Klein Tools, Inc.",HEX KEY L-SHAPE 5MM 4.88"",9,0,"3.31000","0","1","-","Active","L-Key","Hex","5mm","4.88"" (124.0mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLx,LLxx.jpg",LL24-ND,LL24,"Klein Tools, Inc.",HEX KEY L-SHAPE 3/8"" 7.13"",10,0,"3.42000","0","1","-","Active","L-Key","Hex","3/8""","7.13"" (181.0mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL14-ND,BL14,"Klein Tools, Inc.",HEX KEY L-SHAPE 7/32"" 5.06"",10,0,"3.48000","0","1","-","Active","L-Key","Hex","7/32""","5.06"" (128.5mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_LLMx,LLMxx.jpg",LLM10-ND,LLM10,"Klein Tools, Inc.",HEX KEY L-SHAPE 10MM 7.13"",5,0,"3.63000","0","1","-","Active","L-Key","Hex","10mm","7.13"" (181.0mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM6-ND,BLM6,"Klein Tools, Inc.",HEX KEY L-SHAPE 6MM 5.69"",10,0,"4.99000","0","1","-","Active","L-Key","Hex","6mm","5.69"" (144.5mm)","Ball End"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL16-ND,BL16,"Klein Tools, Inc.",HEX KEY L-SHAPE 1/4"" 5.81"",4,0,"4.99000","0","1","-","Active","L-Key","Hex","1/4""","5.81"" (147.6mm)","Ball End"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH4E07.jpg,JTH4E07-ND,JTH4E07,"Klein Tools, Inc.",HEX KEY T-HANDLE 7/64"" 4.00"",5,0,"5.50000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","7/64""","4.00"" (101.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH4E08.jpg,JTH4E08-ND,JTH4E08,"Klein Tools, Inc.",HEX KEY T-HANDLE 1/8"" 4.00"",2,0,"5.50000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","1/8""","4.00"" (101.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH4E06.jpg,JTH4E06-ND,JTH4E06,"Klein Tools, Inc.",HEX KEY T-HANDLE 3/32"" 4.00"",2,0,"5.50000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3/32""","4.00"" (101.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxExx.jpg,JTH6E08-ND,JTH6E08,"Klein Tools, Inc.",HEX KEY T-HANDLE 1/8"" 6.00"",5,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","1/8""","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxExx.jpg,JTH6E06-ND,JTH6E06,"Klein Tools, Inc.",HEX KEY T-HANDLE 3/32"" 6.00"",5,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3/32""","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07.jpg,JTH6E07-ND,JTH6E07,"Klein Tools, Inc.",HEX KEY T-HANDLE 7/64"" 6.00"",5,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","7/64""","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH6M25-ND,JTH6M25,"Klein Tools, Inc.",HEX KEY T-HANDLE 2.5MM 6.00"",3,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","2.5mm","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH6M2-ND,JTH6M2,"Klein Tools, Inc.",HEX KEY T-HANDLE 2MM 6.00"",2,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","2mm","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH6M3-ND,JTH6M3,"Klein Tools, Inc.",HEX KEY T-HANDLE 3MM 6.00"",2,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3mm","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH4E09.jpg,JTH4E09-ND,JTH4E09,"Klein Tools, Inc.",HEX KEY T-HANDLE 9/64"" 4.00"",1,0,"5.64000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","9/64""","4.00"" (101.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07.jpg,JTH6E09-ND,JTH6E09,"Klein Tools, Inc.",HEX KEY T-HANDLE 9/64"" 6.00"",5,0,"5.76000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","9/64""","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH6M4-ND,JTH6M4,"Klein Tools, Inc.",HEX KEY T-HANDLE 4MM 6.00"",2,0,"5.76000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","4mm","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH4E10.jpg,JTH4E10-ND,JTH4E10,"Klein Tools, Inc.",HEX KEY T-HANDLE 5/32"" 4.00"",2,0,"5.76000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","5/32""","4.00"" (101.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BL20-ND,BL20,"Klein Tools, Inc.",HEX KEY L-SHAPE 5/16"" 6.31"",10,0,"5.82000","0","1","-","Active","L-Key","Hex","5/16""","6.31"" (160.3mm)","Ball End"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6M5.jpg,JTH6M5-ND,JTH6M5,"Klein Tools, Inc.",HEX KEY T-HANDLE 5MM 6.00"",4,0,"5.92000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","5mm","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07.jpg,JTH6E10-ND,JTH6E10,"Klein Tools, Inc.",HEX KEY T-HANDLE 5/32"" 6.00"",1,0,"5.92000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","5/32""","6.00"" (152.4mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH9M2-ND,JTH9M2,"Klein Tools, Inc.",HEX KEY T-HANDLE 2MM 9.00"",7,0,"6.46000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","2mm","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH9M3-ND,JTH9M3,"Klein Tools, Inc.",HEX KEY T-HANDLE 3MM 9.00"",5,0,"6.46000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3mm","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxExx.jpg,JTH9E06-ND,JTH9E06,"Klein Tools, Inc.",HEX KEY T-HANDLE 3/32"" 9.00"",5,0,"6.46000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3/32""","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07.jpg,JTH9E07-ND,JTH9E07,"Klein Tools, Inc.",HEX KEY T-HANDLE 7/64"" 9.00"",3,0,"6.46000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","7/64""","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxExx.jpg,JTH9E08-ND,JTH9E08,"Klein Tools, Inc.",HEX KEY T-HANDLE 1/8"" 9.00"",2,0,"6.46000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","1/8""","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH9M25-ND,JTH9M25,"Klein Tools, Inc.",HEX KEY T-HANDLE 2.5MM 9.00"",1,0,"6.46000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","2.5mm","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,"//media.digikey.com/Photos/Klein-Tools/MFG_BL,BLM.jpg",BLM8-ND,BLM8,"Klein Tools, Inc.",HEX KEY L-SHAPE 8MM 5.31"",10,0,"6.48000","0","1","-","Active","L-Key","Hex","8mm","5.31"" (135.0mm)","Ball End"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxMx.jpg,JTH9M4-ND,JTH9M4,"Klein Tools, Inc.",HEX KEY T-HANDLE 4MM 9.00"",5,0,"6.60000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","4mm","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07.jpg,JTH9E09-ND,JTH9E09,"Klein Tools, Inc.",HEX KEY T-HANDLE 9/64"" 9.00"",2,0,"6.60000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","9/64""","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6M5.jpg,JTH9M5-ND,JTH9M5,"Klein Tools, Inc.",HEX KEY T-HANDLE 5MM 9.00"",5,0,"6.78000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","5mm","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07.jpg,JTH9E10-ND,JTH9E10,"Klein Tools, Inc.",HEX KEY T-HANDLE 5/32"" 9.00"",3,0,"6.78000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","5/32""","9.00"" (228.6mm)","Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTHxExx.jpg,JTH4E11-ND,JTH4E11,"Klein Tools, Inc.",HEX KEY T-HANDLE 3/16"" 4.00"",2,0,"6.98000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3/16""","4.00"" (101.6mm)","Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6ExxBE.jpg,JTH6E08BE-ND,JTH6E08BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 1/8"" 6.00"",2,0,"7.04000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","1/8""","6.00"" (152.4mm)","Ball End, Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6MxBE.jpg,JTH6M2BE-ND,JTH6M2BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 2MM 6.00"",2,0,"7.04000","0","1","Journeyman™","Active","T-Handle","Hex","2mm","6.00"" (152.4mm)","Ball End, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6ExxBE.jpg,JTH6E06BE-ND,JTH6E06BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 3/32"" 6.00"",2,0,"7.04000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","3/32""","6.00"" (152.4mm)","Ball End, Chamfered End, Color Coded, Soft Grip"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6MxBE.jpg,JTH6M25BE-ND,JTH6M25BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 2.5MM 6.00"",1,0,"7.04000","0","1","Journeyman™","Active","T-Handle","Hex","2.5mm","6.00"" (152.4mm)","Ball End, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6MxBE.jpg,JTH6M3BE-ND,JTH6M3BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 3MM 6.00"",1,0,"7.04000","0","1","Journeyman™","Active","T-Handle","Hex","3mm","6.00"" (152.4mm)","Ball End, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6E07BE.jpg,JTH6E07BE-ND,JTH6E07BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 7/64"" 6.00"",1,0,"7.04000","0","1","Journeyman™, Tip-Ident®","Active","T-Handle","Hex","7/64""","6.00"" (152.4mm)","Ball End, Chamfered End, Color Coded, Soft Grip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HexKeyWrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_JTH6MxBE.jpg,JTH6M4BE-ND,JTH6M4BE,"Klein Tools, Inc.",HEX KEY T-HANDLE 4MM 6.00"",2,0,"7.20000","0","1","Journeyman™","Active","T-Handle","Hex","4mm","6.00"" (152.4mm)","Ball End, Soft Grip"
