Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Type","Lamp Output","Features","Battery Cell Size","Length","Material - Body"
http://data.energizer.com/pdfs/enffl81e.pdf,//media.digikey.com/Photos/Energizer%20Photos/ENFFL81E.jpg,N711-ND,ENFFL81E,Energizer Battery Company,LANTERN LED 300LM AA(4 OR 8),18,0,"33.66000","0","1","-","Active","Lantern","LED","300 Lumens","Water Resistant","AA (Requires 4 or 8)","7.64"" (194.1mm)","-"
http://data.energizer.com/pdfs/enfat41.pdf,//media.digikey.com/Photos/Energizer%20Photos/ENFAT41E.JPG,N710-ND,ENFAT41E,Energizer Battery Company,AREA LIGHT LED 150LM AA(4),18,0,"33.75000","0","1","-","Active","Standard, Area Light","LED","150 Lumens","Multiple Modes, Swiveling Head, Water Resistant","AA (Requires 4)","7.64"" (194.1mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Energizer%20Battery%20PDFs/HCSP61E_Rev2018.pdf,//media.digikey.com/Photos/Energizer%20Photos/HCSP61E.JPG,N713-ND,HCSP61E,Energizer Battery Company,SPOTLIGHT LED 150/500LM AA(6),21,0,"36.16000","0","1","Hard Case®","Active","Spotlight","LED","150, 500 Lumens","Impact Resistant, Includes Batteries, Multiple Modes, Water Resistant","AA (Requires 6)","12.00"" (304.8mm)","Plastic, Rubber, Steel"
-,//media.digikey.com/Photos/Panasonic%20Photos/BF-AF10B-P%5EA.jpg,P677-ND,BF-AF10B-P/A,Panasonic - BSG,NECK LIGHT LED CR2032 (2),60,0,"15.83000","0","1","-","Active","Neck Light","LED","-","Hands Free, Weatherproof","CR2032 (Requires 2)","10.60"" (269.2mm)","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/82833_CapVisorLight56402_SellSheet_WR.pdf,-,1742-56402-ND,56402,"Klein Tools, Inc.",CAP VISOR LIGHT,50,0,"22.68000","0","1","-","Active","Headlight","LED","125 Lumens","-","AAA (Requires 2)","-","Plastic, Rubber, Steel"
-,-,N742-ND,PMHT2L,Energizer Battery Company,FLASHLIGHT METAL TACTICAL 700 LM,38,0,"32.85000","0","1","-","Active","Standard","LED","-","-","-","-","Aluminum"
-,-,N743-ND,HDE32E,Energizer Battery Company,HEADLIGHT LED 400LM 3AAA,45,0,"36.86000","0","1","-","Active","Headlight","LED","400 Lumens","Adjustable Band, Impact Resistant, Includes Batteries, Multiple Modes, Shatterproof Lens, Swiveling Head, Water Resistant","AAA (Requires 3)","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/82816_ReachgHeadlamp_56034-WebReady.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56034.jpg,1742-1665-ND,56034,"Klein Tools, Inc.",HEADLAMP RECHRG AUTOOFF SLIM,6,0,"47.60000","0","1","*","Active","Headlight","LED","200 Lumens","-","-","2.76"" (70.00mm)","-"
https://dam-assets.fluke.com/s3fs-public/6011167a-en-intrinsically-safe-flashlight-w.pdf,-,614-1489-ND,FL-45 EX,Fluke Electronics,INTRINSICALLY SAFE FLASHLT-45,6,0,"49.99000","0","1","-","Active","Standard","LED","45 Lumens","-","AAA (Requires 2)","5.59"" (142.0mm)","-"
http://multimedia.3m.com/mws/media/1251954O/3mtm-hard-hat-head-lamp-hl100-hl200-hl300is-sell-sheet.pdf,-,3M161627-ND,HL200,3M,150 LUMEN LIGHT WITH FLOOD 1=1PC,10,0,"58.90000","0","1","-","Active","Headlight","-","150 Lumens","Adjustable Band, Includes Batteries, Multiple Modes, Waterproof","AAA (Requires 3)","-","-"
https://dam-assets.fluke.com/s3fs-public/6011167a-en-intrinsically-safe-flashlight-w.pdf,-,614-1490-ND,FL-120 EX,Fluke Electronics,INTRINSICALLY SAFE FLASHLT-120,6,0,"79.99000","0","1","-","Active","Standard","LED","30, 120 Lumens","-","AA (Requires 4)","6.85"" (174.0mm)","-"
https://dam-assets.fluke.com/s3fs-public/6011167a-en-intrinsically-safe-flashlight-w.pdf,-,614-1491-ND,FL-150 EX,Fluke Electronics,INTRINSICALLY SAFE FLASHLT-150,6,0,"99.99000","0","1","-","Active","Standard","LED","60, 150 Lumens","-","AA (Requires 4)","6.77"" (172.0mm)","-"
https://dam-assets.fluke.com/s3fs-public/6011167a-en-intrinsically-safe-flashlight-w.pdf,-,614-1488-ND,HL-200 EX,Fluke Electronics,INTRINSICALLY SAFE HEADLAMP-200,5,0,"99.99000","0","1","-","Active","Headlight","LED","100, 200 Lumens","-","AAA (Requires 3)","3.15"" (80.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Energizer%20Battery%20PDFs/PMHH61.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_EPMHH61E.jpg,N726-ND,EPMHH61E,Energizer Battery Company,FLASHLIGHT LED 270/900 LM AA(6),90,0,"27.72000","0","1","Vision HD","Obsolete","Standard","LED","270, 900 Lumens","Impact Resistant, Multiple Modes, Water Resistant","AA (Requires 6)","8.90"" (226.1mm)","Metal"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Illumination.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56223.JPG,1742-1066-ND,56223,"Klein Tools, Inc.",FLASHLIGHT 215 LUMEN AAA(3),15,0,"31.50000","0","1","-","Obsolete","Standard","-","215 Lumens","Adjustable Beam, Impact Resistant, Includes Batteries, Non-Slip Grip, Waterproof","AAA (Requires 3)","-","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Energizer%20Battery%20PDFs/EVFL45SH.pdf,//media.digikey.com/Photos/Energizer%20Photos/EVFL45SH.JPG,N722-ND,EVFL45SH,Energizer Battery Company,LANTERN LED 50 LUMEN D(2 OR 4),8,0,"9.64000","0","1","Eveready® READYFLEX™","Active","Lantern","LED","50 Lumens","Floats, Includes Batteries, Waterproof","D (Requires 2 or 4)","7.09"" (180.0mm)","Plastic"
https://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/96470_FlashLights2017_SellSheet_WebReady.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56026.JPG,1742-1222-ND,56026,"Klein Tools, Inc.",INSPECTION PENLIGHT WITH LASER P,5,0,"31.50000","0","1","-","Active","Penlight","LED","45 Lumens","Glow Ring, Impact Resistant, Includes Batteries, Laser Pointer, Non-Slip, Pocket Clip, Soft Grip","AAA (Requires 2)","6.02"" (152.9mm)","Aluminum"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96544_ClampingWorklight_WebReady.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56029.jpg,1742-1425-ND,56029,"Klein Tools, Inc.",WORKLIGHT CLAMPING 360 ROTATION,3,0,"47.60000","0","1","-","Active","Clamp Light","LED","125, 250 Lumens","Multiple Modes, Swiveling Head, Water Resistant","AA (Requires 4)","11.25"" (285.8mm)","-"
-,//media.digikey.com/Photos/Panasonic%20Photos/BF-AF10B-D%5EA.jpg,P678-ND,BF-AF10B-D/A,Panasonic - BSG,NECK LIGHT LED CR2032 (2),18,0,"15.83000","0","1","-","Active","Neck Light","LED","-","Hands Free, Weatherproof","CR2032 (Requires 2)","10.60"" (269.2mm)","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96262-TradesmanProOrganizers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_55437.jpg,1742-1517-ND,55437,"Klein Tools, Inc.",AREA LIGHT LED 50 LUMEN AAA(3),11,0,"13.95000","0","1","Tradesman Pro","Active","Area Light","LED","50 Lumens","-","AAA (Requires 3)","-","-"
http://data.energizer.com/pdfs/1251l.pdf,//media.digikey.com/Photos/Energizer%20Photos/1251L.JPG,1251LF-ND,1251L,Energizer Battery Company,FLASHLIGHT KRYPTON 16LM D(2),0,0,"5.71167","0","12","Industrial®","Active","Standard","Krypton","16 Lumens","Chemical Resistant, Impact Resistant, Non-Conductive, Weatherproof","D (Requires 2)","8.00"" (203.2mm)","Polypropylene"
-,-,EVINL25S-ND,EVINL25S,Energizer Battery Company,FLASHLIGHT LED 35LM D(2),0,0,"9.12000","0","6","Eveready®","Active","Standard","LED","35 Lumens","Chemical Resistant, Impact Resistant, Includes Batteries, Non-Conductive, Waterproof","D (Requires 2)","-","Polypropylene"
http://data.energizer.com/pdfs/rcl1nm2wr.pdf,//media.digikey.com/Photos/Energizer%20Photos/RCL1NM2WR.JPG,RCL1NM2WR-ND,RCL1NM2WR,Energizer Battery Company,FLASHLIGHT LED 8LM,0,0,"12.63667","0","3","Weatheready™","Active","Standard","LED","8 Lumens","Multiple Modes, Rechargeable","-","4.96"" (126.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Energizer%20Battery%20PDFs/HCMU11E_Rev2018.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_HCMU11E.jpg,HCMU11E-ND,HCMU11E,Energizer Battery Company,PENLIGHT LED 75LUMENS 1AA,0,0,"16.62500","0","4","Hard Case®","Active","Standard","LED","75 Lumens","Impact Resistant, Includes Battery, Magnetic, Shatter Proof, Water Resistant","AA (Requires 1)","-","-"
-,-,HD3LMS32E-ND,HD3LMS32E,Energizer Battery Company,HEADLT LED 18/37LM AAA(2)/CR2032,0,0,"19.14167","0","6","Micro Sport","Active","Headlight","LED","18, 37 Lumens","Adjustable Band, Adjustable Brightness, Includes Batteries, Multiple Modes, Rear Safety Flasher, Water Resistant","AAA (Requires 2), CR2032 (Requires 1)","3.03"" (77.0mm)","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/FL4AAP-HM.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_FL4AAP_HM.jpg,FL4AAP-HM-ND,FL4AAP-HM,Greenlee Communications,HEADLT CLIPON LED 120LM AA(4),0,0,"20.59000","0","1","-","Active","Headlight, Clip-On","LED","120 Lumens","Helmet Clip, Includes Batteries, Weatherproof","AA (Requires 4)","6.30"" (160.0mm)","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Energizer%20Battery%20PDFs/HCHDM32E_Rev2018.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_HCHDM32E.jpg,HCHDM32E-ND,HCHDM32E,Energizer Battery Company,AREA PUCK LIGHT 3LED W/3AA,0,0,"22.57250","0","4","Hard Case®","Active","Headlight","LED","60, 200 Lumens","Adjustable Band, Adjustable Brightness, Impact Resistant, Includes Batteries, Magnetic, Multiple Modes, Weather Resistant","AAA (Requires 3)","-","-"
http://data.energizer.com/pdfs/inhd5l32h.pdf,-,INHD5L32H-ND,INHD5L32H,Energizer Battery Company,HEADLIGHT LED 70LM AAA(3),0,0,"24.92167","0","6","Industrial®, Brilliant Beam®","Active","Headlight","LED","70 Lumens","Adjustable Band, Impact Resistant, Multiple Modes, Swiveling Head, Weatherproof","AAA (Requires 3)","2.50"" (63.5mm)","Polypropylene"
-,-,83132-ND,83132,Apex Tool Group,FLSHLGT ALUM,0,0,"27.86000","0","6","-","Active","Standard","LED","13 Candela","Waterproof","-","-","Aluminum"
http://greenlee.ebizcdn.com/e0f48a1058f0f0204b22d4a2fd6f18ae,-,FL2AAAP-ND,FL2AAAP,Greenlee Communications,FLASHLT CLIPON LED 7LM AAA(2),0,0,"28.71000","0","1","-","Active","Standard","LED","7 Lumens","Includes Batteries, Waterproof","AAA (Requires 2)","5.20"" (132.1mm)","Plastic"
//media.digikey.com/pdf/Data%20Sheets/IXYS%20PDFs/SLFL-M-BLK_Web.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLFL-M-BLK.jpg,SLFL-M-BLK-ND,SLFL-M-BLK,IXYS,FLASHLIGHT LED AAA(1),0,0,"36.41600","0","10","-","Active","Standard","LED","-","Includes Batteries, Solar Charging","AAA (Requires 1)","-","-"
//media.digikey.com/pdf/Data%20Sheets/IXYS%20PDFs/SLFL-M-BLU_Web.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLFL-M-BLU.jpg,SLFL-M-BLU-ND,SLFL-M-BLU,IXYS,FLASHLIGHT LED AAA(1),0,0,"36.41600","0","10","-","Active","Standard","LED","-","Includes Batteries, Solar Charging","AAA (Requires 1)","-","-"
//media.digikey.com/pdf/Data%20Sheets/IXYS%20PDFs/SLFL-M-PNK_Web.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLFL-M-PNK.jpg,SLFL-M-PNK-ND,SLFL-M-PNK,IXYS,FLASHLIGHT LED AAA(1),0,0,"36.41600","0","10","-","Active","Standard","LED","-","Includes Batteries, Solar Charging","AAA (Requires 1)","-","-"
//media.digikey.com/pdf/Data%20Sheets/IXYS%20PDFs/SLFL-M-WHT_Web.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLFL-M-WHT.jpg,SLFL-M-WHT-ND,SLFL-M-WHT,IXYS,FLASHLIGHT LED AAA(1),0,0,"36.41600","0","10","-","Active","Standard","LED","-","Includes Batteries, Solar Charging","AAA (Requires 1)","-","-"
http://support.fluke.com/find-sales/Download/Asset/3314286_6113_ENG_C_W.PDF,-,FEL205-ND,L205,Fluke Electronics,HEADLIGHT CLIPON XENON AAA(2),0,0,"39.99000","0","6","-","Active","Headlight, Clip-On","Xenon","-","Impact Resistant, Includes Batteries, Waterproof","AAA (Requires 2)","3.00"" (76.2mm)","Plastic"
-,-,FLASH-175-ND,FLASH-175,Amprobe,FLASHLIGHT LED 175LM AA(2),0,0,"45.40000","0","1","-","Active","Standard","LED","175 Lumens","Includes Batteries","AA (Requires 2)","5.91"" (150.0mm)","Diecast Metal"
-,//media.digikey.com/Photos/IXYS%20Photos/SLFL-IX-BLKYEL.jpg,SLFL-IX-BLK/YEL-ND,SLFL-IX-BLK/YEL,IXYS,FLASHLIGHT LED AA(2),0,0,"47.77100","0","10","-","Active","Standard","LED","-","Includes Batteries, Solar Charging","AA (Requires 2)","-","-"
//media.digikey.com/pdf/Data%20Sheets/IXYS%20PDFs/SLFL-IX-WHTGRN_Web.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLFL-IX-WHT%5EGRN.jpg,SLFL-IX-WHT/GRN-ND,SLFL-IX-WHT/GRN,IXYS,FLASHLIGHT LED AA(2),0,0,"47.77100","0","10","-","Active","Standard","LED","-","Includes Batteries, Solar Charging","AA (Requires 2)","-","-"
http://support.fluke.com/find-sales/Download/Asset/3314286_6113_ENG_C_W.PDF,-,FEL206-ND,L206,Fluke Electronics,HEADLIGHT LED AAA(3),0,0,"54.99000","0","3","-","Active","Headlight","LED","-","Includes Attachments, Includes Batteries, Includes Lanyard, Water Resistant","AAA (Requires 3)","3.50"" (88.9mm)","Polymer"
-,-,FEL207-ND,L207,Fluke Electronics,HEADLIGHT/CLIPON XENON AAA(2),0,0,"54.99000","0","3","-","Active","Headlight, Clip-On","Xenon","-","Impact Resistant, Includes Batteries, Includes Cap, Waterproof","AAA (Requires 2)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Energizer%20Battery%20PDFs/MSHD31E.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_MSHD31BP.jpg,MSHD31BP-ND,MSHD31BP,Energizer Battery Company,HEADLIGHT LED 66LM AA(3),0,0,"60.67250","0","4","Intrinsically Safe™","Active","Headlight","LED","66 Lumens","Adjustable Band, Impact Resistant, Multiple Modes, Shatterproof Lens, Swiveling Head, Weatherproof","AA (Requires 3)","-","-"
http://greenlee.ebizcdn.com/bcb3303a96a92dc38c12992941de7627,//media.digikey.com/Photos/Greenlee%20Communications/MFG_FLHEAD.jpg,FLHEAD-ND,FLHEAD,Greenlee Communications,HEADLT LED 19/42LM AAA(3),0,0,"68.02000","0","1","-","Active","Headlight","LED","19, 42 Lumens","Adjustable Band, Includes Batteries, Multiple Modes, Waterproof","AAA (Requires 3)","2.90"" (73.7mm)","Plastic"
-,-,83134-ND,83134,Apex Tool Group,FLEX HEAD RECHARGEABLE WORK LIGH,0,0,"70.24000","0","1","-","Active","Work Light","-","30, 75, 150 Lumens","Includes Hook, Magnetic, Rechargeable","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/FL4AAP.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_FL4AAP.jpg,FL4AAP-ND,FL4AAP,Greenlee Communications,FLASHLIGHT LED 120LM AA(4),0,0,"81.14000","0","1","-","Active","Standard","LED","120 Lumens","Includes Batteries, Pouch, Waterproof","AA (Requires 4)","6.30"" (160.0mm)","Plastic"
-,-,83135-ND,83135,Apex Tool Group,FLEX HEAD RECHARGEABLE WORK LIGH,0,0,"119.28000","0","1","-","Active","Work Light","-","30, 250, 500 Lumens","Includes Hook, Magnetic, Rechargeable","-","-","-"
-,-,83136-ND,83136,Apex Tool Group,RECHARGEABLE WORK LIGHT & RAT SE,0,0,"216.64000","0","1","-","Not For New Designs","Work Light","-","30, 250, 500 Lumens","Includes Hook, Magnetic, Rechargeable","-","-","-"
http://multimedia.3m.com/mws/media/1251954O/3mtm-hard-hat-head-lamp-hl100-hl200-hl300is-sell-sheet.pdf,-,HL100-ND,HL100,3M,"LIGHTWEIGHT, 4 LED, 70 LUMEN, TA",0,0,"331.68000","0","1","-","Active","Headlight","LED","70 Lumens","Adjustable Band, Includes Batteries, Multiple Modes, Waterproof","AAA (Requires 3)","-","-"
http://multimedia.3m.com/mws/media/1251954O/3mtm-hard-hat-head-lamp-hl100-hl200-hl300is-sell-sheet.pdf,-,HL300IS-ND,HL300IS,3M,150 LUMEN DIMMABLE INTRINSICALLY,0,0,"908.18000","0","1","-","Active","Headlight","-","150 Lumens","Adjustable Band, Includes Batteries, Multiple Modes, Waterproof","AAA (Requires 3)","-","-"
-,-,VX1-ND,VX1,B&K Precision,PENLIGHT LED AAA(1),0,0,"Obsolete","0","4","-","Obsolete","Penlight","LED","-","-","AAA (Requires 1)","9.00"" (228.6mm)","-"
-,-,VX2-ND,VX2,B&K Precision,FLASHLIGHT LED DUAL PCKT VAR INT,0,0,"Obsolete","0","4","-","Obsolete","-","LED","-","-","-","-","-"
http://data.energizer.com/pdfs/TUF4D1.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF4D1H.jpg,N501-ND,TUF4D1H,Energizer Battery Company,LANTERN XENON 78LM D(4),0,0,"Discontinued at Digi-Key","0","4","-","Discontinued at Digi-Key","Lantern","Xenon","78 Lumens","Impact Resistant, Weatherproof","D (Requires 4)","10.00"" (254.0mm)","-"
http://data.energizer.com/pdfs/TUF2D1.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF2D1H.jpg,N502-ND,TUF2D1EH,Energizer Battery Company,FLASHLIGHT XENON 21LM D(2),0,0,"Obsolete","0","6","Hard Case®","Obsolete","Standard","Xenon","21 Lumens","Impact Resistant, Shatterproof Lens, Weatherproof","D (Requires 2)","10.26"" (260.6mm)","-"
http://data.energizer.com/pdfs/TUF4AA1.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF4AA1H.jpg,N503-ND,TUF4AA1H,Energizer Battery Company,FLASHLIGHT XENON 21LM AA(4),0,0,"Obsolete","0","10","Hard Case®","Obsolete","Standard","Xenon","21 Lumens","Impact Resistant, Shatterproof Lens, Weatherproof","AA (Requires 4)","8.87"" (225.3mm)","-"
http://data.energizer.com/pdfs/tuf2aa1.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF2AA1E.jpg,N504-ND,TUF2AA1E,Energizer Battery Company,FLASHLIGHT LED 6LM AA(2),0,0,"Discontinued at Digi-Key","0","6","Hard Case®","Discontinued at Digi-Key","Standard","LED","6 Lumens","Impact Resistant, Water Resistant","AA (Requires 2)","6.76"" (171.7mm)","-"
http://data.energizer.com/pdfs/hd33a1en.pdf,//media.digikey.com/photos/Energizer%20Photos/HD33A1EN.jpg,N505-ND,HD33A1EN,Energizer Battery Company,HEADLIGHT LED 2/30LM AAA(3),0,0,"Obsolete","0","6","Pro 3","Obsolete","Headlight","LED","2, 30 Lumens","Multiple Modes, Swiveling Head","AAA (Requires 3)","2.64"" (67.0mm)","-"
http://data.energizer.com/pdfs/f420.pdf,//media.digikey.com/photos/Energizer%20Photos/F420WB-A.jpg,N506-ND,F420WB-A,Energizer Battery Company,HEADLIGHT KRYPTON 51LM AA(4),0,0,"Discontinued at Digi-Key","0","6","Eveready®, Head Beam™","Discontinued at Digi-Key","Headlight","Krypton","51 Lumens","Swiveling Heads, Weatherproof","AA (Requires 4)","-","-"
http://data.energizer.com/pdfs/in421.pdf,//media.digikey.com/photos/Energizer%20Photos/IN421WB-E.jpg,N507-ND,IN421WB-E,Energizer Battery Company,FLASHLT CLIP KRYPTN 16.5LM AA(4),0,0,"Discontinued at Digi-Key","0","6","Contractor®","Discontinued at Digi-Key","Standard","Krypton","16.5 Lumens","Swiveling Head","AA (Requires 4)","9.60"" (243.8mm)","-"
http://data.energizer.com/pdfs/4250ind.pdf,//media.digikey.com/photos/Energizer%20Photos/4250IND.jpg,N508-ND,4250IND,Energizer Battery Company,FLASHLIGHT KRYPTON 16.5LM D(2),0,0,"Obsolete","0","12","Contractor®","Obsolete","Standard","Krypton","16.5 Lumens","Impact Resistant, Non-Slip Grip","D (Requires 2)","8.19"" (208.0mm)","Rubber"
http://data.energizer.com/pdfs/k220e.pdf,//media.digikey.com/photos/Energizer%20Photos/K220WB-E.jpg,N509-ND,K220WB-E,Energizer Battery Company,FLASHLIGHT KRYPTON 7LM AA(2),0,0,"Obsolete","0","6","Contractor®","Obsolete","Standard","Krypton","7 Lumens","Floats, Impact Resistant, Waterproof","AA (Requires 2)","7.38"" (187.5mm)","-"
http://data.energizer.com/pdfs/P211.pdf,//media.digikey.com/photos/Energizer%20Photos/P211-1ACS.jpg,N510-ND,P211-1ACS,Energizer Battery Company,PENLIGHT LED 5.5LM AAA(2),0,0,"Discontinued at Digi-Key","0","12","Eveready®","Discontinued at Digi-Key","Penlight","LED","5.5 Lumens","-","AAA (Requires 2)","5.40"" (137.2mm)","Aluminum"
http://data.energizer.com/pdfs/tw420.pdf,-,TW420WB-E-ND,TW420WB-E,Energizer Battery Company,AREA LIGHT KRYPTON 16LM AA(4),0,0,"Obsolete","0","4","-","Obsolete","Standard, Area Light","Krypton","16 Lumens","Impact Resistant, Includes Lanyard, Multiple Modes","AA (Requires 4)","6.00"" (152.4mm)","-"
http://data.energizer.com/pdfs/451.pdf,//media.digikey.com/photos/Energizer%20Photos/451.jpg,N511-ND,451,Energizer Battery Company,LANTERN KRYPTON 51LM LANTERN (1),0,0,"Obsolete","0","6","-","Obsolete","Lantern","Krypton","51 Lumens","Floats, Impact Resistant, Weatherproof","Lantern (Requires 1)","7.15"" (181.6mm)","Polypropylene"
http://data.energizer.com/pdfs/hdl33a2.pdf,//media.digikey.com/photos/Energizer%20Photos/HDL33A2E.jpg,N512-ND,HDL33A2E,Energizer Battery Company,HEADLT LED 4/28/29/46LM AAA(3),0,0,"Obsolete","0","6","Pro 6","Obsolete","Headlight","LED","4, 28, 29, 46 Lumens","Multiple Modes, Swiveling Head","AAA (Requires 3)","-","-"
http://data.energizer.com/pdfs/CLED2D.pdf,-,N513-ND,CLED2D-E,Energizer Battery Company,FLASHLIGHT LED 5.6 CANDELA D(2),0,0,"Obsolete","0","6","-","Obsolete","Standard","LED","5.6 Candela","-","D (Requires 2)","7.56"" (192.0mm)","-"
http://data.energizer.com/pdfs/5109.pdf,//media.digikey.com/photos/Energizer%20Photos/5109IND.jpg,N514-ND,5109IND,Energizer Battery Company,LANTERN INCAND 35LM LANTERN (1),0,0,"Obsolete","0","12","Eveready®","Obsolete","Lantern","Incandescent","35 Lumens","Floats, Impact Resistant, Shatterproof Lens, Weatherproof","Lantern (Requires 1)","7.20"" (182.9mm)","Polyethylene"
http://data.energizer.com/pdfs/tuf2dpe.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF2DPE.jpg,N517-ND,TUF2DPE,Energizer Battery Company,FLASHLIGHT LED 65LM D(2),0,0,"Obsolete","0","6","Hard Case Professional®","Obsolete","Standard","LED","65 Lumens","Impact Resistant, Shatterproof Lens, Weatherproof","D (Requires 2)","10.26"" (260.6mm)","-"
http://data.energizer.com/pdfs/tuf421pe.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF421PE.jpg,N518-ND,TUF421PE,Energizer Battery Company,FLASHLIGHT LED 24LM AA(4),0,0,"Obsolete","0","6","Hard Case Professional®","Obsolete","Standard","LED","24 Lumens","Impact Resistant, Shatterproof Lens, Swiveling Head","AA (Requires 4)","10.26"" (260.6mm)","-"
http://data.energizer.com/pdfs/tuf4aape.pdf,//media.digikey.com/Photos/Energizer%20Photos/TUF4AAPE.jpg,N519-ND,TUF4AAPE,Energizer Battery Company,FLASHLIGHT LED 150LM AA(4),0,0,"Obsolete","0","6","Hard Case Professional®","Obsolete","Standard","LED","250 Lumens","Impact Resistant, Shatterproof Lens, Weatherproof","AA (Requires 4)","8.86"" (225.0mm)","Plastic, Rubber, Steel"
http://data.energizer.com/pdfs/tuf4cpe.pdf,//media.digikey.com/photos/Energizer%20Photos/TUF4CPE.jpg,N520-ND,TUF4CPE,Energizer Battery Company,SPOTLIGHT LED 130LM C (4),0,0,"Obsolete","0","4","Hard Case Professional®","Obsolete","Spotlight","LED","130 Lumens","Impact Resistant, Water Resistant","C (Requires 4)","6.02"" (152.9mm)","Plastic, Rubber, Steel"
http://data.energizer.com/pdfs/tuf4dpe.pdf,//media.digikey.com/photos/Energizer%20Photos/MFG_TUF4DPE.jpg,N521-ND,TUF4DPE,Energizer Battery Company,LANTERN LED 100LM D(4),0,0,"Obsolete","0","4","Hard Case Professional® Pro 4D","Obsolete","Lantern","LED","100 Lumens","Impact Resistant, Shatterproof Lens, Weatherproof","D (Requires 4)","10.00"" (254.0mm)","-"
http://data.energizer.com/pdfs/ml3w2aal.pdf,//media.digikey.com/photos/Energizer%20Photos/ML3W2AAL.jpg,N522-ND,ML3W2AAL,Energizer Battery Company,FLASHLT LED 65LM AA LITHIUM(2),0,0,"Obsolete","0","6","-","Obsolete","Standard","LED","65 Lumens","Impact Resistant, Includes Lanyard, Multiple Modes, Non-Slip Grip","AA Lithium (Requires 2)","6.08"" (154.4mm)","Aluminum"
http://data.energizer.com/pdfs/ml1w2aae.pdf,//media.digikey.com/photos/Energizer%20Photos/ML1W2AAE.jpg,N523-ND,ML1W2AAE,Energizer Battery Company,FLASHLIGHT LED 45LM AA(2),0,0,"Obsolete","0","6","-","Obsolete","Standard","LED","45 Lumens","Impact Resistant, Non-Slip Grip","AA (Requires 2)","6.08"" (154.4mm)","Aluminum"
http://data.energizer.com/pdfs/mlt3w2aal.pdf,//media.digikey.com/photos/Energizer%20Photos/MLT3W2AAL.jpg,N524-ND,MLT3W2AAL,Energizer Battery Company,FLASHLT LED 95LM AA LITHIUM(2),0,0,"Obsolete","0","6","-","Obsolete","Standard","LED","95 Lumens","Impact Resistant, Weatherproof","AA Lithium (Requires 2)","6.06"" (153.9mm)","Aluminum"
http://data.energizer.com/pdfs/mlt1w2aal.pdf,//media.digikey.com/photos/Energizer%20Photos/MLT1W2AAL.jpg,N525-ND,MLT1W2AAL,Energizer Battery Company,FLASHLT LED 45LM AA LITHIUM(2),0,0,"Obsolete","0","6","-","Obsolete","Standard","LED","45 Lumens","Impact Resistant, Non-Slip Grip","AA Lithium (Requires 2)","6.06"" (153.9mm)","Aluminum"
http://data.energizer.com/pdfs/fnl2bu1.pdf,//media.digikey.com/photos/Energizer%20Photos/FNL2BU1CS.jpg,N526-ND,FNL2BU1CS,Energizer Battery Company,FLSHLT CLIPON LED 14LM CR2032(2),0,0,"Obsolete","0","6","Industrial®","Obsolete","Flexible, Clip-On","LED","14 Lumens","-","CR2032 (Requires 2)","10.43"" (265.0mm)","-"
