Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Tip - Shape","Length - Overall","Features","Material"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT1RNY-ND,MPT1RNY,Ideal-tek S.A.,MPT NYLON PLASTIC PROBE - ROUNDE,0,0,"5.00000","0","10","-","Active","Probe (Double Ended)","Flat, Pointed","5.91"" (150.0mm)","-","Plastic"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT2NY-ND,MPT2NY,Ideal-tek S.A.,MPT NYLON PLASTIC PROBE - SQUARE,0,0,"5.00000","0","10","-","Active","Probe (Double Ended)","Flat, Curved","5.91"" (150.0mm)","ESD Safe","Plastic"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT3NY-ND,MPT3NY,Ideal-tek S.A.,MPT NYLON PLASTIC PROBE - SQUARE,0,0,"5.00000","0","10","-","Active","Probe (Double Ended)","Flat","5.51"" (140.0mm)","-","Plastic"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT1RSV-ND,MPT1RSV,Ideal-tek S.A.,MPT PVDF PLASTIC PROBE - ROUNDED,0,0,"7.50000","0","10","-","Active","Probe (Double Ended)","Flat, Pointed","5.91"" (150.0mm)","ESD Safe","Plastic"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT2SV-ND,MPT2SV,Ideal-tek S.A.,MPT PVDF PLASTIC PROBE - SQUARED,0,0,"7.50000","0","10","-","Active","Probe (Double Ended)","Flat, Curved","5.91"" (150.0mm)","ESD Safe","Plastic"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT3SV-ND,MPT3SV,Ideal-tek S.A.,MPT PVDF PLASTIC PROBE - SQUARED,0,0,"7.50000","0","10","-","Active","Probe (Double Ended)","Flat","5.51"" (140.0mm)","-","Plastic"
-,-,84011-ND,84011,Apex Tool Group,LONG FULL HOOK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Curved","9.00"" (228.6mm)","-","Steel"
-,-,84012-ND,84012,Apex Tool Group,LONG 90 DEGREE PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Angled","9.00"" (228.6mm)","-","Steel"
-,-,84013-ND,84013,Apex Tool Group,LONG 45 DEGREE PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Angled","9.00"" (228.6mm)","-","Steel"
-,-,84014-ND,84014,Apex Tool Group,LONG DOUBLE ANGLE PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Multi Angled","9.00"" (228.6mm)","-","Steel"
-,-,84015-ND,84015,Apex Tool Group,LONG COMPLEX PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Curved","9.00"" (228.6mm)","-","Steel"
-,-,84016-ND,84016,Apex Tool Group,LONG ANGLE HOOK PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Angled","9.00"" (228.6mm)","-","Steel"
-,-,84017-ND,84017,Apex Tool Group,LONG COMB PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Curved","9.00"" (228.6mm)","-","Steel"
-,-,84018-ND,84018,Apex Tool Group,LONG STRAIGHT PICK,0,0,"8.87000","0","1","-","Active","Hook (Single Ended)","Flat","9.00"" (228.6mm)","-","Steel"
-,-,84004D-ND,84004D,Apex Tool Group,HK FULL MINI 3-1/8,0,0,"11.94000","0","1","-","Active","Hook (Single Ended)","Curved","6.50"" (165.1mm)","-","-"
-,-,84007-ND,84007,Apex Tool Group,HK OFF MINI 3-1/8,0,0,"11.94000","0","1","-","Active","Hook (Single Ended)","Curved","6.50"" (165.1mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0970_Web.pdf,-,PIS-0970-ND,PIS-0970,Pi Supply,IFIXIT PROBE AND PICK SET,0,0,"13.14000","0","5","-","Active","Probe Set","Multiple Tips","-","-","-"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT123NY-ND,MPT123NY,Ideal-tek S.A.,KIT OF 3 MPT NYLON PLASTIC PROBE,0,0,"15.00000","0","10","-","Active","Probe Set","Multiple Tips","Assorted","-","Plastic"
-,-,84001D-ND,84001D,Apex Tool Group,PULL PIN COTTER 5,0,0,"15.85000","0","1","-","Active","Hook (Single Ended)","Curved","9.50"" (241.3mm)","-","-"
-,-,84002D-ND,84002D,Apex Tool Group,PULL HOSE PICK 4,0,0,"15.85000","0","1","-","Active","Hook (Single Ended)","Curved","8.00"" (203.2mm)","-","-"
-,-,84021-ND,84021,Apex Tool Group,HEAVY DUTY FULL HOOK,0,0,"16.08000","0","1","-","Active","Hook (Single Ended)","Curved","14.00"" (355.0mm)","-","Steel"
-,-,84022-ND,84022,Apex Tool Group,HEAVY-DUTY STRAIGHT PICK,0,0,"16.08000","0","1","-","Active","Hook (Single Ended)","Flat","14.00"" (355.0mm)","-","Steel"
-,-,84023-ND,84023,Apex Tool Group,HEAVY-DUTY 90 DEGREE PICK,0,0,"16.08000","0","1","-","Active","Hook (Single Ended)","Angled","14.00"" (355.0mm)","-","Steel"
-,-,84024-ND,84024,Apex Tool Group,HEAVY-DUTY COMB PICK,0,0,"16.08000","0","1","-","Active","Hook (Single Ended)","Curved","14.00"" (355.0mm)","-","Steel"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,-,M-120/5-ND,M-120/5,Jonard Tools,HOOK CURVED STEEL 6"" 5PC,0,0,"16.41200","0","5","M","Active","Hook (Single Ended)","Curved","6.00"" (152.4mm)","Set of 5, Looped Handle","Steel"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,-,M-121/5-ND,M-121/5,Jonard Tools,HOOK CURVED STEEL 11"" 5PC,0,0,"16.41200","0","5","M","Active","Hook (Single Ended)","Curved","11.00"" (279.4mm)","Set of 5","Steel"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,-,M-126/5-ND,M-126/5,Jonard Tools,HOOK CURVED STEEL 11"" 5PC,0,0,"16.41200","0","5","M","Active","Hook (Single Ended)","Curved","11.00"" (279.4mm)","Set of 5","Steel"
https://www.jonard.com/~/media/B90DFE51B95945A4958A6A06C4B29E6F.pdf,-,M-137/5-ND,M-137/5,Jonard Tools,HOOK CURVED MULTI ANG STL 7"" 5PC,0,0,"16.41200","0","5","M","Active","Hook (Double Ended)","Curved, Multi Angled","7.00"" (177.8mm)","Set of 5","Steel"
-,-,GSR415-ND,GSR415,Sprague-Goodman,TUNING TOOL,0,0,"16.74470","0","1000","-","Active","Tuning Tool (Single Ended)","-","-","-","-"
https://www.jonard.com/~/media/6653FE53DDDD42BB9B26CDCBE32A8FDE.pdf,-,M-130/SX/5-ND,M-130/SX/5,Jonard Tools,HOOK CURVED STEEL 8"" 5PC,0,0,"18.08000","0","5","M","Active","Hook (Double Ended)","Curved","8.00"" (203.2mm)","Set of 5","Steel"
http://www.jonard.com/~/media/2A664A260857488E8720A44F2036554B.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_AT-6241%5E10.jpg,AT-6241/10-ND,AT-6241/10,Jonard Tools,PROBE FLAT PLASTIC 7"",0,0,"19.79600","0","10","AT","Active","Probe (Double Ended)","Flat","7.00"" (177.8mm)","Set of 10","Plastic"
-,-,3121D-ND,3121D,Apex Tool Group,SET HK&PICK,0,0,"20.25000","0","1","-","Active","Hook (Single Ended)","Multiple Tips","Assorted","-","Steel"
https://www.ideal-tek.com/public/doc/MPT-Probes-leaflet_Ideal-tek.pdf,-,MPT123SV-ND,MPT123SV,Ideal-tek S.A.,KIT OF 3 MPT PVDFPLASTIC PROBES:,0,0,"22.50000","0","10","-","Active","Probe Set","Multiple Tips","Assorted","-","Plastic"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,GTT-5-ND,GTT-5,Sprague-Goodman,TUNING TOOL FLAT NYLON 3.57"",0,0,"29.00000","0","200","-","Active","Tuning Tool (Single Ended)","Flat","3.57"" (90.6mm)","Insulated","Nylon"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,GTT-5X-ND,GTT-5X,Sprague-Goodman,TUNING TOOL FLAT POINTED NYLON,0,0,"29.00000","0","200","GTT","Active","Tuning Tool (Single Ended)","Flat, Pointed","3.25"" (82.6mm)","-","Nylon"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,GTT-5XL-ND,GTT-5XL,Sprague-Goodman,TUNING TOOL FLAT POINTED NYLON,0,0,"29.00000","0","200","GTT","Active","Tuning Tool (Single Ended)","Flat, Pointed","3.60"" (91.5mm)","-","Nylon"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,GTT-6-ND,GTT-6,Sprague-Goodman,TUNING TOOL FLAT 3.60"",0,0,"29.00000","0","200","GTT","Active","Tuning Tool (Single Ended)","Flat","3.60"" (91.5mm)","ESD Safe","-"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,GTT-6X-ND,GTT-6X,Sprague-Goodman,TUNING TOOL FLAT POINTED 3.25"",0,0,"29.00000","0","200","GTT","Active","Tuning Tool (Single Ended)","Flat, Pointed","3.25"" (82.6mm)","ESD Safe","-"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,GTT-6XL-ND,GTT-6XL,Sprague-Goodman,TUNING TOOL FLAT POINTED 3.6"",0,0,"29.00000","0","200","GTT","Active","Tuning Tool (Single Ended)","Flat, Pointed","3.60"" (91.5mm)","ESD Safe","-"
-,-,84040-ND,84040,Apex Tool Group,SET HK & PICK MINI 4PC,0,0,"36.86000","0","6","-","Active","Hook Set","Multiple Tips","Assorted","Includes Pouch","Steel"
//media.digikey.com/pdf/Data%20Sheets/Sprague-Goodman%20PDFs/Insulated%20Tuning%20Tools.pdf,-,SG9007-ND,JFD-7104-8A,Sprague-Goodman,TUNING TOOL FLAT PLASTIC 5"",0,0,"37.54400","0","1000","-","Active","Tuning Tool (Single Ended)","Flat","5.00"" (127.0mm)","Insulated","Plastic"
-,-,JFD-5284-ND,JFD-5284,Sprague-Goodman,TUNING TOOL FLAT PLASTIC 5"",0,0,"37.54400","0","1000","-","Active","Tuning Tool (Double Ended)","Flat","5.00"" (127.0mm)","Insulated, Pocket Clip","Plastic"
http://media.wix.com/ugd/d86717_9df934600e72475b9b459b8807d42bcc.pdf,-,JFD-7104-9-ND,JFD-7104-9,Sprague-Goodman,TUNING TOOL FLAT PLASTIC 5"",0,0,"37.54400","0","1000","JFD","Active","Tuning Tool (Single Ended)","Flat","5.00"" (127.0mm)","Insulated","Plastic"
https://www.jonard.com/~/media/8EE6A2E383DF444D998AB382D5869439.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_M-145%5E5.jpg,M-145/5-ND,M-145/5,Jonard Tools,SPRING HOOK CAPTIVE 7"" 5-PACK,0,0,"45.85400","0","5","*","Active","-","-","-","-","-"
-,-,84000D-ND,84000D,Apex Tool Group,SET HK & PICK 7PC,0,0,"56.96000","0","4","-","Active","Hook Set","Multiple Tips","Assorted","-","-"
-,-,84010-ND,84010,Apex Tool Group,8PC HOOK & PICK SET,0,0,"60.91000","0","1","-","Active","Hook (Single Ended)","Multiple Tips","Assorted","-","Steel"
-,-,84020-ND,84020,Apex Tool Group,4PC HEAVY-DUTY HOOK & PICK SET,0,0,"64.58000","0","1","-","Active","Hook Set","Multiple Tips","Assorted","-","Steel"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20385.pdf,-,GC9302-ND,9302,GC Electronics,TUNING TOOL PLASTIC 5.38"",0,0,"2.24000","0","1","-","Active","Tuning Tool (Double Ended)","-","5.38"" (136.7mm)","-","Plastic"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20381.pdf,//media.digikey.com/Photos/GC%20Electronics%20Photos/5009.jpg,5009GC-ND,5009,GC Electronics,TUNING TOOL FLAT PLASTIC 6"",0,0,"2.86000","0","1","-","Active","Tuning Tool (Double Ended)","Flat","6.00"" (152.4mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/20035.pdf,//media.digikey.com/Photos/Aven%20Photos/20035.jpg,20035-ND,20035,Aven Tools,PROBE MULTI ANGLE SSTEEL,0,0,"4.73800","0","10","-","Active","Probe (Double Ended)","Multi Angled","-","-","Stainless Steel"
-,-,00622-ND,00622,Desco,PROBE NYLON 6"",0,0,"Obsolete","0","100","-","Obsolete","Probe (Single Ended)","-","6.00"" (152.4mm)","-","Nylon"
-,//media.digikey.com/photos/Paladin%20Tools%20Photos/1915.1.jpg,PA1915.1-ND,PA1915,Greenlee Communications,PROBE FLAT CURVED,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Probe (Double Ended)","Flat, Curved","-","ESD Safe, Pocket Clip, Pocket Size, Protective Caps","-"
"//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/KMDR010%20tool%20for%20TZC3,TZ03,TZB4.pdf",//media.digikey.com/photos/Murata%20Photos/KMDR010.jpg,490-2607-ND,KMDR010,Murata Electronics North America,TUNING TOOL FLAT 4.8"",0,0,"Obsolete","0","0","-","Obsolete","Tuning Tool (Single Ended)","Flat","4.80"" (122.0mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/KMDR060%20tool%20for%20TZY2.pdf,//media.digikey.com/photos/Murata%20Photos/KMDR060.jpg,490-2608-ND,KMDR060,Murata Electronics North America,TUNING TOOL FLAT 4.25"",0,0,"Obsolete","0","0","-","Obsolete","Tuning Tool (Single Ended)","Flat","4.25"" (108.0mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/KMDR160%20tool%20for%20TZR1.pdf,//media.digikey.com/photos/Murata%20Photos/KMDR160.jpg,490-2609-ND,KMDR160,Murata Electronics North America,TUNING TOOL FLAT 3.15"",0,0,"Obsolete","0","0","-","Obsolete","Tuning Tool (Single Ended)","Flat","3.15"" (80.0mm)","-","-"
-,//media.digikey.com/photos/Sprague-Goodman%20Photos/GTT-21.jpg,GTT-21-ND,GTT-21,Sprague-Goodman,TUNING TOOL PHILLIPS NYLON,0,0,"Obsolete","0","1","-","Obsolete","Tuning Tool (Single Ended)","Phillips","-","-","Nylon"
http://documents.desco.com/PDF/35517.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35517.jpg,35517-ND,35517,MENDA/EasyBraid,PROBE FLAT BIRCHWOOD 7"",0,0,"Obsolete","0","1","Menda®","Obsolete","Probe (Double Ended)","Flat","7.00"" (177.8mm)","ESD Safe","Birchwood"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/MFG_M-120.jpg,M-120-ND,M-120,Jonard Tools,HOOK CURVED STEEL 6"",0,0,"Obsolete","0","5","M","Obsolete","Hook (Single Ended)","Curved","6.00"" (152.4mm)","Looped Handle","Steel"
-,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/MFG_M-130IX.jpg,M-130/IX-ND,M-130/IX,Jonard Tools,HOOK CURVED,0,0,"Obsolete","0","1","M","Obsolete","Hook (Double Ended)","Curved","-","-","-"
https://www.jonard.com/~/media/8EE6A2E383DF444D998AB382D5869439.pdf,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/M-145.jpg,M-145-ND,M-145,Jonard Tools,HOOK CURVED STEEL 7"",0,0,"Obsolete","0","5","M","Obsolete","Hook (Single Ended)","Curved","7.00"" (177.8mm)","Retractable Spring Hook","Steel"
-,-,0867323000-ND,0867323000,Molex,TUNING TOOL,0,0,"Obsolete","0","1","-","Obsolete","Tuning Tool (Single Ended)","-","-","-","-"
-,-,KMBT010-ND,KMBT010,Bourns Inc.,TUNING TOOL FLAT 1.18"",0,0,"Obsolete","0","5","-","Obsolete","Tuning Tool (Single Ended)","Flat","1.18"" (30.0mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sprague-Goodman%20PDFs/Insulated%20Tuning%20Tools.pdf,//media.digikey.com/Photos/Sprague-Goodman%20Photos/GTT-5G.JPG,SG9247-ND,GTT-5G,Sprague-Goodman,TUNING TOOL FLAT NYLON 3.57"",0,0,"Obsolete","0","100","GTT","Obsolete","Tuning Tool (Single Ended)","Flat","3.57"" (90.6mm)","Insulated","Nylon"
-,-,AT-6241C/10-ND,AT-6241C/10,Jonard Tools,PROBE FLAT PLASTIC 7"",0,0,"Discontinued at Digi-Key","0","10","AT","Discontinued at Digi-Key","Probe (Double Ended)","Flat","7.00"" (177.8mm)","Set of 10","Plastic"
-,-,JIC-22035C/10-ND,JIC-22035C/10,Jonard Tools,PROBE ANGL FLAT NYLON 7"",0,0,"Discontinued at Digi-Key","0","10","JIC","Discontinued at Digi-Key","Probe (Double Ended)","Angled, Flat","7.00"" (177.8mm)","Set of 10, Notched End","Nylon"
https://www.jonard.com/~/media/2A664A260857488E8720A44F2036554B.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_AT-6241%5E5.jpg,AT-6241/5-ND,AT-6241/5,Jonard Tools,PROBE FLAT THERMOPLASTIC 7"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Flat","7.00"" (177.8mm)","Notched End","Thermoplastic"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Voltronics/J_Series_DS.pdf,-,1674-1072-ND,TT-920,Knowles Voltronics,TUNING TOOL FLAT CERAMIC 3.15"",0,0,"Obsolete","0","50","-","Obsolete","Tuning Tool (Single Ended)","Flat","3.15"" (80.0mm)","-","Ceramic"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/photos/Wiha/mfg43221.jpg,43221-ND,43221,Wiha,PROBE MULTI ANGL STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Multi Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43222.jpg,43222-ND,43222,Wiha,PROBE MULTI ANGL STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Multi Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43223.jpg,43223-ND,43223,Wiha,PROBE CURVD MULTIANGL STN STEEL,0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Curved, Multi Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43224.jpg,43224-ND,43224,Wiha,PROBE ANGL STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43225.jpg,43225-ND,43225,Wiha,PROBE MULTI ANGL STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Multi Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43226.jpg,43226-ND,43226,Wiha,PROBE CURVED STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Curved","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/photos/Wiha/mfg43227.jpg,43227-ND,43227,Wiha,PROBE ANGL STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/photos/Wiha/mfg43228.jpg,43228-ND,43228,Wiha,PROBE ANGL STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Angled","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/photos/Wiha/mfg43229.jpg,43229-ND,43229,Wiha,PROBE POINTED STN STEEL 6.69"",0,0,"Obsolete","0","1","-","Obsolete","Probe (Double Ended)","Pointed","6.69"" (170.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/photos/Wiha/mfg43230.jpg,43230-ND,43230,Wiha,HOOK CURVD MULTI ANGL STN STEEL,0,0,"Obsolete","0","1","-","Obsolete","Hook (Double Ended)","Curved, Multi Angled","6.50"" (165.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Inspection%20Mirrors,%20Stainless%20Hooks.pdf",//media.digikey.com/Photos/Wiha/MFG_43231.jpg,43231-ND,43231,Wiha,HOOK CURVED STN STEEL 6.1"",0,0,"Obsolete","0","1","-","Obsolete","Hook (Single Ended)","Curved","6.10"" (155.0mm)","Single Piece Construction, Sharp Tip","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Inspection%20Mirrors,%20Stainless%20Hooks.pdf",//media.digikey.com/Photos/Wiha/MFG_43232.jpg,43232-ND,43232,Wiha,HOOK CURVED STN STEEL 6.1"",0,0,"Obsolete","0","1","-","Obsolete","Hook (Single Ended)","Curved","6.10"" (155.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Inspection%20Mirrors,%20Stainless%20Hooks.pdf",//media.digikey.com/Photos/Wiha/MFG_43233.jpg,43233-ND,43233,Wiha,HOOK CURVED STN STEEL 6.1"",0,0,"Obsolete","0","1","-","Obsolete","Hook (Single Ended)","Curved","6.10"" (155.0mm)","Single Piece Construction, Sharp Tip","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Inspection%20Mirrors,%20Stainless%20Hooks.pdf",//media.digikey.com/Photos/Wiha/MFG_43234.jpg,43234-ND,43234,Wiha,HOOK CURVED STN STEEL 6.1"",0,0,"Obsolete","0","1","-","Obsolete","Hook (Single Ended)","Curved","6.10"" (155.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Inspection%20Mirrors,%20Stainless%20Hooks.pdf",//media.digikey.com/Photos/Wiha/MFG_43235.jpg,43235-ND,43235,Wiha,HOOK CURVED STN STEEL 6.1"",0,0,"Obsolete","0","1","-","Obsolete","Hook (Single Ended)","Curved","6.10"" (155.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Inspection%20Mirrors,%20Stainless%20Hooks.pdf",//media.digikey.com/Photos/Wiha/MFG_43236.jpg,43236-ND,43236,Wiha,HOOK CURVED STN STEEL 6.1"",0,0,"Obsolete","0","1","-","Obsolete","Hook (Single Ended)","Curved","6.10"" (155.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43251.jpg,43251-ND,43251,Wiha,EXCAVATOR MULTI ANGL STN STEEL,0,0,"Obsolete","0","1","-","Obsolete","Excavator (Double Ended)","Multi Angled","6.50"" (165.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43252.jpg,43252-ND,43252,Wiha,EXCAVATOR MULTI ANGL STN STEEL,0,0,"Obsolete","0","1","-","Obsolete","Excavator (Single Ended)","Multi Angled","6.50"" (165.0mm)","Single Piece Construction","Stainless Steel"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Excavators,%20Probes.pdf",//media.digikey.com/Photos/Wiha/MFG_43253.jpg,43253-ND,43253,Wiha,EXCAVATOR MULTI ANGL STN STEEL,0,0,"Obsolete","0","1","-","Obsolete","Excavator (Single Ended)","Multi Angled","6.50"" (165.0mm)","Single Piece Construction","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/13500.pdf,//media.digikey.com/Photos/Aven%20Photos/13500.jpg,243-1017-ND,13500,Aven Tools,TUNING SET MULTI TIPS 25PC,0,0,"Obsolete","0","1","-","Obsolete","Tuning Tool Set","Multiple Tips","Assorted","Set of 25, Includes Pouch","-"
-,//media.digikey.com/Photos/Aven%20Photos/20214.jpg,243-1101-ND,20214,Aven Tools,PROBE SET MULTI TIP S STEEL 4PC,0,0,"Obsolete","0","10","-","Obsolete","Probe Set","Multiple Tips","Assorted","Set of 4","Stainless Steel"
-,//media.digikey.com/Photos/Aven%20Photos/20215.jpg,243-1102-ND,20215,Aven Tools,PROBE SET MULTI TIP S STEEL 7PC,0,0,"Obsolete","0","10","-","Obsolete","Probe Set","Multiple Tips","Assorted","Set of 7","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/20036.pdf,//media.digikey.com/Photos/Aven%20Photos/20036.jpg,20036-ND,20036,Aven Tools,PROBE CURVD MULTI ANGL STN STEEL,0,0,"Obsolete","0","10","-","Obsolete","Probe (Double Ended)","Curved, Multi Angled","-","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/20037.pdf,//media.digikey.com/Photos/Aven%20Photos/20037.jpg,243-1464-ND,20037,Aven Tools,PROBE CURVD MULTI ANGL STN STEEL,0,0,"Obsolete","0","10","-","Obsolete","Probe (Double Ended)","Curved, Multi Angled","-","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/20038.pdf,//media.digikey.com/Photos/Aven%20Photos/20038.jpg,20038-ND,20038,Aven Tools,PROBE CURVED STAINLESS STEEL,0,0,"Obsolete","0","10","-","Obsolete","Probe (Single Ended)","Curved","-","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/20040.pdf,//media.digikey.com/Photos/Aven%20Photos/20040.jpg,20040-ND,20040,Aven Tools,PROBE ANGLED CURVED STN STEEL,0,0,"Obsolete","0","10","-","Obsolete","Probe (Double Ended)","Angled, Curved","-","-","Stainless Steel"
