Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","For Use With/Related Products"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=91067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/91067-2.jpg,A1010-ND,91067-2,"TE Connectivity Aerospace, Defense and Marine",INSERTION/EXTRACTION TOOL,843,0,"12.04000","0","1","AMPLIMITE","Active","Insertion/Extraction Tool","Circular Connector Contacts"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=91067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/91067-1.jpg,A34451-ND,91067-1,"TE Connectivity Aerospace, Defense and Marine",TOOL INSERTION/EXTRACTION,205,0,"12.69000","0","1","AMPLIMITE","Active","Insertion/Extraction Tool","D-Sub Terminals"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-LP-N-2.jpg,H9159-ND,U.FL-LP-N-2,Hirose Electric Co Ltd,TOOL EXTRACTION,280,0,"20.10000","0","1","U.FL","Active","Extraction Tool","Coaxial, RF Connectors"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-LP(V)-N-2.JPG,HR5017-ND,U.FL-LP(V)-N-2,Hirose Electric Co Ltd,TOOL PLUG EXTRACTION,199,0,"20.10000","0","1","U.FL","Active","Extraction Tool","Coaxial, RF Connectors"
https://www.molex.com/pdm_docs/ats/ATS-011030044.pdf,//media.digikey.com/Photos/Molex/0011030044.JPG,WM9918-ND,11-03-0044,Molex,TOOL HAND EXTRACTION MINI-FIT JR,692,2660,"22.45000","0","1","Mini-Fit Jr","Active","Extraction Tool","Rectangular Connector Contacts"
https://www.molex.com/pdm_docs/ats/ATS-011030043.pdf,//media.digikey.com/Photos/Molex/0011030043.JPG,WM9937-ND,11-03-0043,Molex,TOOL HAND EXTRACT MICROFIT 3.0,552,0,"22.45000","0","1","Micro-Fit 3.0","Active","Extraction Tool","Rectangular Connector Contacts"
https://b2b.harting.com/files/download/PRD/PDF_TS/09990000101_100201290DRW003A.pdf,//media.digikey.com/Photos/Harting/09990000101.jpg,1195-2905-ND,09990000101,HARTING,DIN-TOOL DEMONTAGE CRIMP BC,194,0,"36.58000","0","1","har-bus® HM","Active","Extraction Tool","Backplane Contacts"
//media.digikey.com/pdf/Data%20Sheets/Souriau%20PDFs/Trim%20Trio%20Tooling.pdf,//media.digikey.com/photos/Souriau%20Connection%20Photos/RX2025GE1.jpg,SOU1264-ND,RX2025GE1,SOURIAU-SUNBANK,TOOL EXTRACT FOR SIZE 16 CONT,118,0,"59.97000","0","1","Trim Trio®","Active","Extraction Tool","Circular Connector Contacts"
https://www.hirose.com/product/document?clcode=CL0311-0300-2-40&productname=HRMP-U.FLJ(40)&series=U.FL&documenttype=Catalog&lang=en&documentid=D31697_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_U.FL-LP-IN.jpg,H125226-ND,U.FL-LP-IN,Hirose Electric Co Ltd,TOOL INSERTION U.FL,29,0,"107.61000","0","1","-","Active","Insertion/Extraction Tool","Coaxial, RF Connectors"
https://www.molex.com/pdm_docs/ats/ATS-638240800.pdf,//media.digikey.com/Photos/Molex/0638240800.jpg,WM16275-ND,0638240800,Molex,EXTRACT TOOL,29,65,"124.74000","0","1","Mega-Fit","Active","Extraction Tool","Rectangular Contacts, 12-16 AWG"
