Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Handle Type","Face Type"
-,-,69-713G-ND,69-713G,Apex Tool Group,HMR MAXX LCK BALL PEIN THR RDY 2,0,0,"88.84000","0","1","MAXXLock™","Active","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,68-516G-ND,68-516G,Apex Tool Group,HMR DEAD BLO BLL PEIN 26 OZ,0,0,"90.95000","0","1","-","Active","Hammer, Ball Peen","Steel, Cushioned Grip","-"
-,-,69-700G-ND,69-700G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 3LB 14"",0,0,"92.30000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-505G-ND,69-505G,Apex Tool Group,HMR DEAD BLO 3LB FGL HDL,0,0,"95.08000","0","1","-","Active","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",//media.digikey.com/Photos/Wiha/MFG_80260.jpg,431-2098-ND,80260,Wiha,HAMMER DEAD BLOW STEEL TUBE,3,0,"97.14000","0","1","-","Active","Hammer, Dead Blow","Steel Tube, Cushioned Grip","Medium-Hard, 60mm Dia"
-,-,69-715G-ND,69-715G,Apex Tool Group,HMR MAXX LCK BALL PEIN THR RDY 3,0,0,"103.04000","0","1","MAXXLock™","Active","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,69-701G-ND,69-701G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 4LB 14"",0,0,"103.74000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-653G-ND,69-653G,Apex Tool Group,HMR SLDG 10LB WD HDL,0,0,"106.49000","0","1","-","Active","Hammer, Sledge","Wood, Hickory","-"
-,-,68-524G-ND,68-524G,Apex Tool Group,HMR DEAD BLO BLL PEIN 36 OZ,0,0,"108.86000","0","1","-","Active","Hammer, Ball Peen","Steel, Cushioned Grip","-"
-,-,69-534G-ND,69-534G,Apex Tool Group,HMR DEAD BLO STD 53 OZ,0,0,"122.48000","0","1","-","Active","Hammer, Non-Sparking","Steel, Cushioned Grip","-"
-,-,68-532G-ND,68-532G,Apex Tool Group,HMR DEAD BLO BLL PEIN 47 OZ,0,0,"129.32000","0","1","-","Active","Hammer, Ball Peen","Steel, Cushioned Grip","-"
-,-,69-507G-ND,69-507G,Apex Tool Group,HMR DEAD BLO 4LB FGL HDL,0,0,"130.94000","0","1","-","Active","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-033G-ND,69-033G,Apex Tool Group,HMR SFT FACE W/O TIP 3D 6LB,0,0,"136.84000","0","1","-","Active","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-515G-ND,69-515G,Apex Tool Group,HMR BRS 2.5LB W/GRP,0,0,"142.24000","0","1","-","Active","Hammer, Non-Sparking","Fiberglass, Cushioned Grip","-"
-,-,69-703G-ND,69-703G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 6LB 24"",0,0,"146.47000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,68-540G-ND,68-540G,Apex Tool Group,HMR DEAD BLO BLL PEIN 50 OZ,0,0,"148.28000","0","1","-","Active","Hammer, Ball Peen","Steel, Cushioned Grip","-"
-,-,69-705G-ND,69-705G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 8LB 24"",0,0,"172.19000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-550G-ND,69-550G,Apex Tool Group,HMR DEAD BLO SLDG 5.5 LB,0,0,"172.72000","0","1","-","Active","Hammer, Non-Sparking","Steel, Cushioned Grip","-"
-,-,69-707G-ND,69-707G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 8LB 32"",0,0,"178.52000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,82303D-ND,82303D,Apex Tool Group,SET HMR 5PC,0,0,"181.59000","0","1","-","Active","Hammer, Ball Peen","-","-"
-,-,69-709G-ND,69-709G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 10LB 32"",0,0,"190.86000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-711G-ND,69-711G,Apex Tool Group,MAXX LCK SLEDGE THR RDY 12LB 32"",0,0,"221.23000","0","1","MAXXLock™","Active","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-717G-ND,69-717G,Apex Tool Group,MAXX LCK NON SPRK THR RDY 2.5LB,0,0,"241.66000","0","1","MAXXLock™","Active","Hammer, Non-Sparking","Fiberglass, Cushioned Grip","-"
-,-,69-517-ND,69-517,Apex Tool Group,HMR BRS 4LB W/GRP,0,0,"247.33000","0","1","-","Not For New Designs","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-517G-ND,69-517G,Apex Tool Group,HMR BRS 4LB W/GRP,0,0,"247.33000","0","1","-","Active","Hammer, Non-Sparking","Fiberglass, Cushioned Grip","-"
-,-,69-551G-ND,69-551G,Apex Tool Group,HMR DEAD BLO SLDG 9LB,0,0,"253.31000","0","1","-","Active","Hammer, Non-Sparking","Steel, Cushioned Grip","-"
-,-,69-719G-ND,69-719G,Apex Tool Group,MAXX LCK NON SPRK THR RDY 4LB 14,0,0,"274.11000","0","1","MAXXLock™","Active","Hammer, Non-Sparking","Fiberglass, Cushioned Grip","-"
-,-,69-552G-ND,69-552G,Apex Tool Group,HMR DEAD BLOW SLEDGE 10.5 LB,0,0,"345.12000","0","1","-","Active","Hammer, Non-Sparking","Steel, Cushioned Grip","-"
-,-,69-554G-ND,69-554G,Apex Tool Group,HMR DEAD BLO SLDG 12 LB,0,0,"370.51000","0","1","-","Active","Hammer, Non-Sparking","Steel, Cushioned Grip","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83226.jpg,83221-ND,83221,Wiha,HAMMER SPLT HEAD/NO FACES HICKRY,0,0,"24.82000","0","5","-","Active","Mallet, Split Head (No Faces)","Wood, Hickory","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83226.jpg,83222-ND,83222,Wiha,HAMMER SPLT HEAD/NO FACES HICKRY,0,0,"30.04000","0","5","-","Active","Mallet, Split Head (No Faces)","Wood, Hickory","-"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf","//media.digikey.com/photos/Wiha/80025,30,35,40,45,50,60,70.jpg",80025-ND,80025,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"39.24000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 25mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",//media.digikey.com/Photos/Wiha/mfg80030.jpg,80030-ND,80030,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"39.24000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 30mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf","//media.digikey.com/photos/Wiha/80025,30,35,40,45,50,60,70.jpg",80035-ND,80035,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"39.40000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 35mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",-,80225-ND,80225,Wiha,HAMMER DEAD BLOW STEEL TUBE,0,0,"45.28000","0","1","-","Active","Hammer, Dead Blow","Steel Tube, Cushioned Grip","Medium-Hard, 25mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf","//media.digikey.com/photos/Wiha/80025,30,35,40,45,50,60,70.jpg",80040-ND,80040,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"45.28000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 40mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",-,80235-ND,80235,Wiha,HAMMER DEAD BLOW STEEL TUBE,0,0,"47.64000","0","1","-","Active","Hammer, Dead Blow","Steel Tube, Cushioned Grip","Medium-Hard, 35mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf","//media.digikey.com/photos/Wiha/80025,30,35,40,45,50,60,70.jpg",80045-ND,80045,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"52.64000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 45mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83226.jpg,83224-ND,83224,Wiha,HAMMER SPLT HEAD/NO FACES HICKRY,0,0,"54.90000","0","5","-","Active","Mallet, Split Head (No Faces)","Wood, Hickory","-"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",-,80245-ND,80245,Wiha,HAMMER DEAD BLOW STEEL TUBE,0,0,"60.24000","0","1","-","Active","Hammer, Dead Blow","Steel Tube, Cushioned Grip","Medium-Hard, 45mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf","//media.digikey.com/photos/Wiha/80025,30,35,40,45,50,60,70.jpg",80060-ND,80060,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"81.84000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 60mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf","//media.digikey.com/photos/Wiha/80025,30,35,40,45,50,60,70.jpg",80070-ND,80070,Wiha,HAMMER DEAD BLOW HICKORY,0,0,"110.58000","0","1","-","Active","Hammer, Dead Blow","Wood, Hickory","Medium-Hard, 70mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/83295_Web.pdf,-,83295-ND,83295,Wiha,SPLIT HEAD MALLET SET HICKORY,0,0,"136.72000","0","1","-","Active","Mallet, Split Head Set","Wood, Hickory","Hard, Medium-Hard, Medium-Soft, Soft, X-Hard 40mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",//media.digikey.com/photos/Wiha/mfg80280.jpg,80280-ND,80280,Wiha,HAMMER DEAD BLOW SLEDGE HICKORY,0,0,"257.44000","0","1","-","Active","Hammer, Dead Blow Sledge","Wood, Hickory","Medium-Hard, 80mm Dia"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Dead%20Blow,%20Sledge%20Hammers.pdf",-,80299-ND,80299,Wiha,HAMMER DEAD BLOW SLEDGE HICKORY,0,0,"409.96000","0","1","-","Active","Hammer, Dead Blow Sledge","Wood, Hickory","Medium-Hard, 100mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0156-12.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0156-12.jpg,0156-12-ND,0156-12,Greenlee Communications,HAMMER CLAW FIBERGLASS,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Claw","Fiberglass, Cushioned Grip","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_MiningHeavyIndustry.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_5WHRG.jpg,5WHRG-ND,5WHRG,"Klein Tools, Inc.",HAMMER CHIPPNG STEEL ALLOY CUSH,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Chipping","Steel Alloy, Cushioned Grip","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_MiningHeavyIndustry.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_5HDRH2.0.jpg,5HDRH2.0-ND,5HDRH2.0,"Klein Tools, Inc.",HAMMER DRILLNG WOOD SPOT GUM HND,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Drilling","Wood, Australian Spotted Gum","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_MiningHeavyIndustry.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_5HCMH1.35.jpg,5HCMH1.35-ND,5HCMH1.35,"Klein Tools, Inc.",CLUB HAMMER WOOD SPOTTD GUM HNDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Club","Wood, Australian Spotted Gum","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_HVAC.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_821-12.jpg,821-12-ND,821-12,"Klein Tools, Inc.",HAMMER RIVETING WOOD HICKORY,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Riveting","Wood, Hickory","-"
-,-,11418-ND,11418,Apex Tool Group,"HAMMER,FIBERGLASS,REG,RIP,20 OZ",0,0,"Obsolete","0","4","*","Obsolete","-","-","-"
-,-,68-532-ND,68-532,Apex Tool Group,HMR DEAD BLO BLL PEIN 32OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Steel Alloy, Cushioned Grip","-"
-,-,69-001-ND,69-001,Apex Tool Group,HMR SFT FACE W/O TIP 1D 5OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-009-ND,69-009,Apex Tool Group,HMR SFT FACE W/O TIP 1-1/2D 12,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-011-ND,69-011,Apex Tool Group,HMR SFT FACE W/O TIP 1-1/2D 1L,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-017-ND,69-017,Apex Tool Group,HMR SFT FACE W/O TIP 2D 1-1/4L,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-025-ND,69-025,Apex Tool Group,HMR SFT FACE W/O TIP 2-1/2D 2L,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-027-ND,69-027,Apex Tool Group,HMR SFT FACE W/O TIP 2-1/2D 4L,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-031-ND,69-031,Apex Tool Group,HMR SFT FACE W/O TIP 3D 3-1/2L,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-033-ND,69-033,Apex Tool Group,HMR SFT FACE W/O TIP 3D 6LB,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-065-ND,69-065,Apex Tool Group,HMR DEAD BLO W/O TIP 1-1/2D 1-,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-069-ND,69-069,Apex Tool Group,HMR DEAD BLO W/O TIP 2D 2-3/4L,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-308-ND,69-308,Apex Tool Group,HMR CLW CURV 16OZ WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Claw","Wood, Hickory","-"
-,-,69-350-ND,69-350,Apex Tool Group,HMR CLKW 20OZ CURV FGL HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Claw","Fiberglass, Cushioned Grip","-"
-,-,69-404-ND,69-404,Apex Tool Group,HMR BLL PN 8OZ FGL HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,69-410-ND,69-410,Apex Tool Group,HMR BLL PN 1-1/2LB FGL HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,69-412-ND,69-412,Apex Tool Group,HMR BLL PN 2LB FGL HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,69-440-ND,69-440,Apex Tool Group,HMR BLL PN 2OZ WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Wood, Hickory","-"
-,-,69-448-ND,69-448,Apex Tool Group,HMR BLL PN 16OZ WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Wood, Hickory","-"
-,-,69-450-ND,69-450,Apex Tool Group,HMR BLL PN 24OZ WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Wood, Hickory","-"
-,-,69-452-ND,69-452,Apex Tool Group,HMR BLL PN 32OZ WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Wood, Hickory","-"
-,-,69-454-ND,69-454,Apex Tool Group,HMR BLL PN 40OZ WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Wood, Hickory","-"
-,-,69-485-ND,69-485,Apex Tool Group,HMR CPR 2LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Wood, Hickory","-"
-,-,69-503-ND,69-503,Apex Tool Group,HMR DEAD BLO 2LB FGL HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-507-ND,69-507,Apex Tool Group,HMR DEAD BLO 4LB FGL HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-515-ND,69-515,Apex Tool Group,HMR BRS 2.5LB W/GRP,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Fiberglass, Cushioned Grip","-"
-,-,69-530-ND,69-530,Apex Tool Group,HMR DEAD BLOW STD 10OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Steel","-"
-,-,69-532-ND,69-532,Apex Tool Group,HMR DEAD BLO STD 21OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Steel","-"
-,-,69-533-ND,69-533,Apex Tool Group,HMR DEAD BLO STD 42OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Steel","-"
-,-,69-534-ND,69-534,Apex Tool Group,HMR DEAD BLO STD 52OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Steel","-"
-,-,69-540-ND,69-540,Apex Tool Group,HMR DEAD BLO SLIMLINE 50ZZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Steel","-"
-,-,69-541-ND,69-541,Apex Tool Group,HMR DEAD BLOW SLIMLINE 14OZ,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow","Steel","-"
-,-,69-550-ND,69-550,Apex Tool Group,HMR DEAD BLO SLDG 5LB,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow Sledge","Steel","-"
-,-,69-552-ND,69-552,Apex Tool Group,HMR DEAD BLOW SLEDGE 10.5LB,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow Sledge","Steel","-"
-,-,69-554-ND,69-554,Apex Tool Group,HMR DEAD BLO SLDG 11.5LB,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Dead Blow Sledge","Steel","-"
-,-,69-605-ND,69-605,Apex Tool Group,HMR DRL 3LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Hand Drilling","Wood, Hickory","-"
-,-,69-621-ND,69-621,Apex Tool Group,HMR CRSS PN 2LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Cross Peen","Wood, Hickory","-"
-,-,69-623-ND,69-623,Apex Tool Group,HMR CRSS PN 2-1/2LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Cross Peen","Wood, Hickory","-"
-,-,69-625-ND,69-625,Apex Tool Group,HMR CRSS PN 3LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Cross Peen","Wood, Hickory","-"
-,-,69-643-ND,69-643,Apex Tool Group,HMR SLDG 2-1/2LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-645-ND,69-645,Apex Tool Group,HMR SLDG 3LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-647-ND,69-647,Apex Tool Group,HMR SLDG 4LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-649-ND,69-649,Apex Tool Group,HMR SLDG 6LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-651-ND,69-651,Apex Tool Group,HMR SLDG 8LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-653-ND,69-653,Apex Tool Group,HMR SLDG 10LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-655-ND,69-655,Apex Tool Group,HMR SLDG 12LB WD HDL,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Wood, Hickory","-"
-,-,69-700-ND,69-700,Apex Tool Group,MAXX LCK SLEDGE THR RDY 3LB 14"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-701-ND,69-701,Apex Tool Group,MAXX LCK SLEDGE THR RDY 4LB 14"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-703-ND,69-703,Apex Tool Group,MAXX LCK SLEDGE THR RDY 6LB 24"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-705-ND,69-705,Apex Tool Group,MAXX LCK SLEDGE THR RDY 8LB 24"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-707-ND,69-707,Apex Tool Group,MAXX LCK SLEDGE THR RDY 8LB 32"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-709-ND,69-709,Apex Tool Group,MAXX LCK SLEDGE THR RDY 10LB 32"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-711-ND,69-711,Apex Tool Group,MAXX LCK SLEDGE THR RDY 12LB 32"",0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-713-ND,69-713,Apex Tool Group,HMR MAXX LCK BALL PEIN THR RDY 2,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,69-715-ND,69-715,Apex Tool Group,HMR MAXX LCK BALL PEIN THR RDY 3,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Ball Peen","Fiberglass, Cushioned Grip","-"
-,-,69-717-ND,69-717,Apex Tool Group,MAXX LCK NON SPRK THR RDY 2.5LB,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
-,-,69-719-ND,69-719,Apex Tool Group,MAXX LCK NON SPRK THR RDY 4LB 14,0,0,"Obsolete","0","1","-","Obsolete","Hammer, Sledge","Fiberglass, Cushioned Grip","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83226.jpg,83223-ND,83223,Wiha,HAMMER SPLT HEAD/NO FACES HICKRY,0,0,"Obsolete","0","5","-","Obsolete","Mallet, Split Head (No Faces)","Wood, Hickory","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83226.jpg,83225-ND,83225,Wiha,HAMMER SPLT HEAD/NO FACES HICKRY,0,0,"Obsolete","0","2","-","Obsolete","Mallet, Split Head (No Faces)","Wood, Hickory","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83226.jpg,83226-ND,83226,Wiha,HAMMER SPLT HEAD/NO FACES HICKRY,0,0,"Obsolete","0","2","-","Obsolete","Mallet, Split Head (No Faces)","Wood, Hickory","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83280.jpg,83289-ND,83289,Wiha,HAMMER SPLIT HEAD SLEDGE HICKORY,0,0,"Obsolete","0","1","-","Obsolete","Mallet, Split Head","Wood, Hickory","Medium-Soft, X-Hard, 80mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83280.jpg,83240-ND,83240,Wiha,MALLET SPLIT HEAD HICKORY,0,0,"Obsolete","0","5","-","Obsolete","Mallet, Split Head","Wood, Hickory","Hard, Soft, 30mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83280.jpg,83230-ND,83230,Wiha,MALLET SPLIT HEAD HICKORY,0,0,"Obsolete","0","2","-","Obsolete","Mallet, Split Head","Wood, Hickory","Hard, Soft, 30mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83280.jpg,83250-ND,83250,Wiha,MALLET SPLIT HEAD HICKORY,0,0,"Obsolete","0","5","-","Obsolete","Mallet, Split Head","Wood, Hickory","Hard, Soft, 30mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83280.jpg,83260W-ND,83260,Wiha,MALLET SPLIT HEAD HICKORY,0,0,"Obsolete","0","1","-","Obsolete","Mallet, Split Head","Wood, Hickory","Hard, Soft, 30mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83280.jpg,83280W-ND,83280,Wiha,MALLET SPLIT HEAD HICKORY,0,0,"Obsolete","0","1","-","Obsolete","Mallet, Split Head","Wood, Hickory","Medium-Soft, X-Hard, 80mm Dia"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/83290.jpg,83290-ND,83290,Wiha,SPLIT HEAD MALLET SET HCKRY 14PC,0,0,"Obsolete","0","1","-","Obsolete","Mallet, Split Head Set","Wood, Hickory","Medium-Hard, Medium-Soft, Hard, Soft, X-Hard, 30mm, 50mm Dia"
