Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","For Use With/Related Products"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_S-xxH.JPG,S-18H-ND,S-18H,"Klein Tools, Inc.",GRIP-IT STRAP WRENCHES,2,0,"101.13000","0","1","Grip-It®","Active","Strap Wrench","Conduit, Filters, Fittings, Shafts"
-,//media.digikey.com/Photos/Klein-Tools/MFG_56430.jpg,1742-1337-ND,56430,"Klein Tools, Inc.",30' GLOW ROD SET,5,0,"104.02000","0","1","-","Active","Fish Sticks","Wire Fishing, Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56006.jpg,56006-ND,56006,"Klein Tools, Inc.",1/4''WIDE STEEL FISH TAPE - 100',2,0,"105.27000","0","1","-","Active","Fish Tape","Wire Fishing, Pulling"
https://www.jonard.com/~/media/265D9F297F334F09A1D470F7290BB301.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_HC-625.jpg,K796-ND,HC-625,Jonard Tools,HARDLINE CORING TOOL 5/8"",12,0,"105.80000","0","1","HC","Active","Coring, Stripping Tool","Hardline Coax Cable"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Levels_Measuring.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_946-150.jpg,946-150-ND,946-150,"Klein Tools, Inc.",150' WOVEN FIBERGLASS TAPE - OPE,2,0,"109.15000","0","1","-","Active","Tape Measure","Measurements"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_SteelConstructionTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_64306.jpg,64306-ND,64306,"Klein Tools, Inc.",GRIZZLY BAR,2,0,"114.23000","0","1","Grizzley™","Active","Crowbar","Aligning, Leverage, Prying, Stripping"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56203.jpg,1742-1335-ND,56205,"Klein Tools, Inc.",ASSEMBLED CONDUIT BENDER 1'' EMT,2,0,"116.09000","0","1","-","Active","Bender","Conduit"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/WorkatHeightBrochure_96429_RevB.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_3259TTS.jpg,3259TTS-ND,3259TTS,"Klein Tools, Inc.",1-5/16"" STAINLESS STEEL BULL PIN,2,0,"121.46000","0","1","-","Active","Bull Pin","Aligning Holes"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/96227_HeavyIndustryCatalog.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_7WRP13.jpg,7WRP13-ND,7WRP13,"Klein Tools, Inc.",1/2'' (13 MM) WIRE ROPE PUNCH,2,0,"121.56000","0","1","-","Active","Wire Rope Punch","Keys and Pins in Machinery"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/96227_HeavyIndustryCatalog.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_7WRP32.jpg,7WRP19-ND,7WRP19,"Klein Tools, Inc.",3/4'' (19 MM) WIRE ROPE PUNCH,2,0,"121.56000","0","1","-","Active","Wire Rope Punch","Keys and Pins in Machinery"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96227_HeavyIndustryCatalog.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_7WRP16.jpg,7WRP16-ND,7WRP16,"Klein Tools, Inc.",5/8'' WIRE ROPE PUNCH,2,0,"121.56000","0","1","-","Active","Wire Rope Punch","Keys and Pins in Machinery"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Cutting_Tools.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9004510000.jpg,281-5063-ND,9004510000,Weidmüller,WAW 2 KNOCK OUT TOOL,4,2,"122.01000","0","1","-","Active","Knockout, Hole Punch","Terminals"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/61PRT0125.jpg,RPC6313-ND,61PRT0125,Essentra Components,POP RIVET TOOL,4,0,"122.45000","0","1","-","Active","Rivet Hand Tool","Rivets"
-,//media.digikey.com/Photos/Techflex/MFG_CLT01L.jpg,1030-1396-ND,CLT01L,Techflex,TOOL TO TIGHTEN SAFETY WIRE,4,0,"122.51000","0","1","-","Active","Clamping Tool","Safety Wire"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/96227_HeavyIndustryCatalog.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_7WRP25.jpg,7WRP25-ND,7WRP25,"Klein Tools, Inc.",1'' WIRE ROPE PUNCH,2,0,"123.04000","0","1","-","Active","Wire Rope Punch","Keys and Pins in Machinery"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96227_HeavyIndustryCatalog.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_7WRP16.jpg,7WRP22-ND,7WRP22,"Klein Tools, Inc.",7/8'' (22 MM) WIRE ROPE PUNCH,2,0,"123.04000","0","1","-","Active","Wire Rope Punch","Keys and Pins in Machinery"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56008.jpg,56008-ND,56008,"Klein Tools, Inc.",1/8'' STAINLESS STEEL FISH TAPE,2,0,"124.54000","0","1","-","Active","Fish Tape","Wire Fishing, Pulling"
https://www.ckswitches.com/media/1867/ck-spliceflyer-a4.pdf,-,CKN12013-ND,SPLICE-RETENTION-TOOL-02,C&K,SPACE SPLICE,6,0,"129.11000","0","1","*","Active","-","Contacts"
http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/P-4-PUNCH.jpg,1772-1233-ND,P-4 PUNCH,RAF Electronic Hardware,PUNCHES & DIES PUNCH P4 SWAGE TO,15,18,"132.60000","0","1","-","Active","Punch","6mm Round Swage Standoffs"
http://dpk3n3gg92jwt.cloudfront.net/domains/raf/pdf/RAF%20Catalog.pdf,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/P-3-PUNCH.jpg,1772-1232-ND,P-3 PUNCH,RAF Electronic Hardware,PUNCHES & DIES PUNCH P3 SWAGE TO,2,39,"132.60000","0","1","-","Active","Punch","4.5mm Round Swage Standoffs"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56013.jpg,56013-ND,56013,"Klein Tools, Inc.",SPIRAL STEEL FISH TAPE - 50' (15,2,0,"136.75000","0","1","-","Active","Fish Tape","Wire Fishing, Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_MiningHeavyIndustry.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_5SDSH.jpg,5SDSH-ND,5SDSH,"Klein Tools, Inc.",STAR DROPPER HAMMER,2,0,"145.89000","0","1","-","Active","Fence Post Hammer","Installing Fencing, Pegs, Stakes"
https://www.jonard.com/~/media/265D9F297F334F09A1D470F7290BB301.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_HSC-625.jpg,K799-ND,HSC-625,Jonard Tools,HARDLINE STRIP & CORE TOOL 5/8"",20,0,"147.21000","0","1","HSC","Active","Coring, Stripping Tool","Hardline Coax Cable"
https://www.jonard.com/~/media/10089369E78241089D42AD01DE170BE9.pdf,-,40-HSC-540QR-ND,HSC-540QR,Jonard Tools,CORE AND STRIP TOOL HARDLINE KIT,10,0,"149.57000","0","1","-","Active","Coring, Stripping Tool","Hardline Coax Cable"
https://www.jonard.com/~/media/10089369E78241089D42AD01DE170BE9.pdf,-,40-HSC-860QR-ND,HSC-860QR,Jonard Tools,CORE AND STRIP TOOL HARDLINE KIT,10,0,"149.57000","0","1","-","Active","Coring, Stripping Tool","Hardline Coax Cable"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_SRS56036.JPG,SRS56036-ND,SRS56036,"Klein Tools, Inc.",WIRESPANNER PLUS TELESCOPIC POLE,2,0,"150.23000","0","1","-","Active","Fish Sticks","Wire Fishing, Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96489_CrossLineLevels_SellSheet_WebReady.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_93LCL.JPG,1742-1348-ND,93LCL,"Klein Tools, Inc.",SELF-LEVELING CROSS-LINE LASER L,5,0,"151.47000","0","1","-","Active","Laser Level","Measurements"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/WCT11K_Ds.pdf,-,3M162705-ND,WCT11K,3M,TOOL KIT WASHER CUTTER,10,0,"156.49000","0","1","-","Active","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56009.jpg,56009-ND,56009,"Klein Tools, Inc.",50' (15.2M) FIBERGLASS FISH TAPE,2,0,"159.94000","0","1","-","Active","Fish Tape","Wire Fishing, Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96498_SuperRod_FishRod_Sets.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_SRS56980.JPG,1742-1662-ND,SRS56980,"Klein Tools, Inc.",SRS DELUXE FISHROD KIT - CRSD,5,0,"163.09000","0","1","Super Rod®","Active","Fish Sticks","Wire Fishing, Pulling"
-,-,56400-ND,56400,"Klein Tools, Inc.",DELUXE FISH ROD KIT,2,0,"163.35000","0","1","-","Active","Fish Sticks","Wire Fishing, Pulling"
https://belfuse.com/resources/brochures/cinchconnectivitysolutions/modice/br-ccs-ice-modice-and-shs-brochure.pdf,//media.digikey.com/Photos/Cinch%20Connectivity%20Solutions%20Johnson/MFG_5991111611.jpg,116-1139-ND,5991111611,Cinch Connectivity Solutions,MODICE SMALL ENCL TOOL TO OPEN,6,0,"164.30000","0","1","ModICE® SE","Active","Unlock Tool","ModICE™ Series"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_SteelConstructionTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_64310.jpg,64310-ND,64310,"Klein Tools, Inc.","REBAR HICKEY, BENDS #5 REBAR",2,0,"164.75000","0","1","-","Active","Rebar Hickey","Bending Rebar"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_SteelConstructionTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_64309.jpg,64309-ND,64309,"Klein Tools, Inc.",REBAR HICKEY BENDS 3 & 4 REBAR,2,0,"166.41000","0","1","-","Active","Rebar Hickey","Bending Rebar"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_SteelConstructionTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_64310.jpg,64311-ND,64311,"Klein Tools, Inc.","REBAR HICKEY, BENDS #6 REBAR",2,0,"176.81000","0","1","-","Active","Rebar Hickey","Bending Rebar"
-,-,78-106C-ND,78-106C,Apex Tool Group,C-CL GEN SERV 6 STD SCR CRESCENT,16,0,"177.33000","0","1","-","Active","C-Clamp","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Holemaking.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_53000.jpg,1742-1271-ND,53000,"Klein Tools, Inc.",29-PC REGULAR-POINT DRILL-BIT SE,2,0,"178.75000","0","1","-","Active","Bit Set","Drilling"
-,-,3M161983-ND,P400,3M,SCOTCH BAG SEALER P400 1/2 IN 6,6,0,"193.36000","0","1","-","Active","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/2214.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_2214ARS.jpg,2214ARS-ND,2214ARS,"Klein Tools, Inc.",KLEIN CLAW POLE CLIMBERS WITH ST,2,0,"201.56000","0","1","Hydra-Cool™","Active","Pole Climbers Set","Climbing Utility Poles"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56059.jpg,1742-1332-ND,56059,"Klein Tools, Inc.",200' GROOVE FIBERGLASS FISH TAPE,2,0,"202.24000","0","1","-","Active","Fish Tape","Wire Fishing, Pulling"
http://www.panduit.com/heiler/PartDrawings/C-FBPCRT1--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCRT1.jpg,298-16325-ND,PCRT1,Panduit Corp,PATCH CORD REMOVAL TOOL,12,0,"202.65000","0","1","-","Active","Removal Tool","Copper and Fiber Optic Patch Cords"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96498_SuperRod_FishRod_Sets.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_SRS56981.JPG,1742-1661-ND,SRS56981,"Klein Tools, Inc.",SRS MEGA FISHROD KIT - CRMX,2,0,"204.58000","0","1","Super Rod®","Active","Fish Sticks","Wire Fishing, Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling_Grips.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KT4650.JPG,KT4650-ND,KT4650,"Klein Tools, Inc.",WIDE RANGE DISTRIBUTION GRIP,2,0,"214.41000","0","1","-","Active","-","Cables"
https://b2b.harting.com/files/download/PRD/PDF_TS/09990000646_100553029DRW001A.pdf,//media.digikey.com/Photos/Harting/MFG_09990000646.jpg,1195-7125-ND,09990000646,HARTING,M12 DYNAMOMETRIC TORQUE SCREWDRI,3,0,"217.90000","0","1","*","Active","-","-"
https://www.molex.com/pdm_docs/ats/ATS-638241200.pdf,-,WM23483-ND,0638241200,Molex,CAP UNLATCHING TOOL CMC & CMX,5,5,"219.71000","0","1","-","Active","Unlock Tool","Rectangular Connectors"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/20317_Web.pdf,-,3M158624-ND,20317,3M,ORBITL SANDER NON-VACUUM,3,0,"228.00000","0","1","-","Active","Orbital Sander","Surface Preparation"
-,//media.digikey.com/Photos/Klein-Tools/MFG_1972AR.jpg,1972AR-ND,1972AR,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS,2,0,"234.14000","0","1","-","Active","Pole Climbers With Gaffs","Climbing Utility Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_1972AR.jpg,1986AR-ND,1986AR,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS,2,0,"234.14000","0","1","-","Active","Pole Climbers With Gaffs","Climbing Utility Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_1972AR.jpg,1972ARL-ND,1972ARL,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS,2,0,"235.32000","0","1","-","Active","Pole Climbers With Gaffs","Climbing Utility Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_1907AR.jpg,1907AR-ND,1907AR,"Klein Tools, Inc.",TREE CLIMBERS WITH GAFFS,2,0,"247.35000","0","1","-","Active","Tree Climbers With Gaffs","Climbing Trees"
-,//media.digikey.com/Photos/Klein-Tools/MFG_1907AR.jpg,1907ARL-ND,1907ARL,"Klein Tools, Inc.",TREE CLIMBERS WITH GAFFS,2,0,"249.13000","0","1","-","Active","Tree Climbers With Gaffs","Climbing Trees"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_SteelConstructionTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_64310.jpg,64312-ND,64312,"Klein Tools, Inc.","REBAR HICKEY, BENDS #7 THRU #9 R",2,0,"254.84000","0","1","-","Active","Rebar Hickey","Bending Rebar"
-,//media.digikey.com/Photos/Weidmuller/MFG_1900001000.jpg,281-4870-ND,1900001000,Weidmüller,TOOL CABLE GLAND,7,287,"262.57000","0","1","Screwty®","Active","Assembly Tool","Circular Connectors"
https://b2b.harting.com/files/livebooks/EN/PRD0200000100109/downloads/64.pdf,//media.digikey.com/Photos/Harting/09990000384.jpg,1195-6820-ND,09990000384,HARTING,"M12-TORQUE KEY SW17 (0,6NM)",2,0,"277.82000","0","1","Han® M12-L","Active","Assembly Tool","Circular Connectors"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Holemaking.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_31873.jpg,1742-1284-ND,31873,"Klein Tools, Inc.",8-PC MASTER ELECTRICIAN'S HOLE C,2,0,"317.32000","0","1","-","Active","Hole Cutter Set","Sheet Metal"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56211.jpg,56211-ND,56211,"Klein Tools, Inc.",1-1/4'' CONDUIT BENDER HEAD - IR,2,0,"323.49000","0","1","-","Active","-","Conduit"
-,//media.digikey.com/Photos/Klein-Tools/MFG_CN1972AR.jpg,CN1972AR-ND,CN1972AR,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS COMPLET,2,0,"365.01000","0","1","-","Active","Pole Climbers Set","Climbing Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_CN1986AR.jpg,CN1986AR-ND,CN1986AR,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS COMPLET,2,0,"366.79000","0","1","-","Active","Pole Climbers Set","Climbing Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_CN1972AR.jpg,CN1972ARL-ND,CN1972ARL,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS COMPLET,2,0,"367.99000","0","1","-","Active","Pole Climbers Set","Climbing Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_CN1986AR.jpg,CN1986ARL-ND,CN1986ARL,"Klein Tools, Inc.",POLE CLIMBERS WITH GAFFS COMPLET,2,0,"367.99000","0","1","-","Active","Pole Climbers Set","Climbing Poles"
-,//media.digikey.com/Photos/Klein-Tools/MFG_CN1907AR.jpg,CN1907AR-ND,CN1907AR,"Klein Tools, Inc.",TREE CLIMBERS WITH GAFFS COMPLET,2,0,"369.24000","0","1","-","Active","Tree Climbers Set","Climbing Trees"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56014.jpg,1742-1331-ND,56014,"Klein Tools, Inc.",200' (61 M) FIBERGLASS FISH TAPE,2,0,"381.89000","0","1","-","Active","Fish Tape","Wire Fishing, Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96259%20-%20Utility%20Catalog%20Supplement.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_221486.jpg,221486-ND,221486,"Klein Tools, Inc.",HYDRA-COOL POLE CLIMBER SYSTEM,2,0,"387.17000","0","1","Hydra-Cool™","Active","Pole Climbers Set","Climbing Utility Poles"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=69358-2&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/69358-2.JPG,A120131-ND,69358-2,TE Application Tooling,TOOL TERMI-POINT TEST,6,0,"389.25000","0","1","Termi-Point","Active","Crimp Pull Force Tester","Clip Terminals"
https://www.molex.com/pdm_docs/ats/638002850-000.pdf,//media.digikey.com/photos/Molex/0638002850.jpg,WM22416-ND,0638002850,Molex,DIGITAL CRIMP MICROMETER,3,9,"453.60000","0","1","-","Active","Micrometer","Measurements"
https://data.kleintools.com/sites/all/product_assets/documents/instructions/klein/Web_Strap_Hoists_Manual.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KN1500PEX.JPG,KN1500PEX-ND,KN1500PEX,"Klein Tools, Inc.",WEB-STRAP RATCHET HOIST,2,0,"462.68000","0","1","-","Active","Ratchet Hoist","Cable Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96363_Web%20StrapHoists.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KN1600PEX.JPG,KN1600PEX-ND,KN1600PEX,"Klein Tools, Inc.",WEB-STRAP HOIST DELUXE REM HDLE,2,0,"552.24000","0","1","-","Active","Ratchet Hoist","Cable Pulling"
https://data.kleintools.com/sites/all/product_assets/documents/instructions/klein/Web_Strap_Hoists_Manual.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KN1500PEXH.JPG,KN1500PEXH-ND,KN1500PEXH,"Klein Tools, Inc.",WEB-STRAP RATCHET HOIST WITH HOT,2,0,"578.51000","0","1","-","Active","Ratchet Hoist","Cable Pulling"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/RS232.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_RS232.jpg,RS232-ND,RS232,Greenlee Communications,PUNCH UNIT-CONNECTOR 25 PIN,5,0,"884.70000","0","1","-","Active","Punch","Punch Drivers"
-,//media.digikey.com/Photos/Adels-Contact/351199.JPG,2098-351199-ND,351199,Adels-Contact,TOOL RELEASE FOR SMDFLAT 345,40,0,"5.36000","0","1","-","Active","Removal Tool","-"
-,-,2098-351999-ND,351999,Adels-Contact,TOOL RELEASE FOR 351901,40,0,"5.36000","0","1","-","Active","Removal Tool","-"
//media.digikey.com/pdf/Data%20Sheets/Schurter%20PDFs/Vandal-proof%20switch%20MSM%20CS%20Manual.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_1141.1337.JPG,486-4283-ND,1141.1337,Schurter Inc.,MOUNTING KEY M22,47,0,"6.21000","0","1","-","Active","Wrench","Switches"
https://s3-us-west-2.amazonaws.com/wihamedia/pdfs/WihaTechToolsCatalog.pdf,//media.digikey.com/Photos/Wiha/40425.jpg,431-1592-ND,40425,Wiha,DISP INSPECTION MIRROR 24M 5/PK,39,0,"6.72000","0","1","-","Active","Inspection Mirror","Visual Quality Check"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/12202.pdf,//media.digikey.com/Photos/Aven%20Photos/12202.jpg,243-1402-ND,12202,Aven Tools,ALLIGATOR CLAMP 5 1/2IN,15,0,"20.10000","0","1","-","Active","Alligator Clamp","-"
-,-,1691-1414-ND,PNR-30-D,"American Hakko Products, Inc.",LEAD FORMER C STAND-OFF DISSIPAT,12,0,"20.57000","0","1","-","Active","Lead Forming Tool","-"
http://www.dremelnewsroom.com/2011Catalog/2011pdfs/Dremel_2011_Catalog_ENG.PDF,//media.digikey.com/Photos/Dremel/MFG_1550.jpg,2017-1038-ND,1550,Dremel,VERSATIP TOOL KIT (INCLUDES 5 TI,9,0,"20.99000","0","1","-","Active","-","General Purpose"
-,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/DP-20-N.jpg",1691-1417-ND,DP-20-N,"American Hakko Products, Inc.",DEPANELER 2.0MM WIDE HEAD 3.0MM,27,0,"26.27000","0","1","-","Active","Depaneling Tool","PCB"
-,-,1691-1420-ND,DP-25-N,"American Hakko Products, Inc.",DEPANELER 2.5MM WIDE HEAD 3.0MM,17,0,"26.27000","0","1","-","Active","Depaneling Tool","PCB"
-,"//media.digikey.com/photos/American%20Hakko%20Products,%20Inc/MFG_DP-24-N.jpg",1691-1419-ND,DP-24-N,"American Hakko Products, Inc.",DEPANELER 2.4MM WIDE HEAD 3.0MM,13,0,"26.27000","0","1","-","Active","Depaneling Tool","PCB"
-,-,1691-1418-ND,DP-23-N,"American Hakko Products, Inc.",DEPANELER 2.3MM WIDE HEAD 3.0MM,9,0,"26.27000","0","1","-","Active","Depaneling Tool","PCB"
-,-,1691-1416-ND,TP-5000-15-D,"American Hakko Products, Inc.",LEAD TERMINATOR CUTS AND BENDS A,12,0,"26.97000","0","1","-","Active","Lead Forming Tool","Bending Rebar"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/12030.jpg,243-1520-ND,12030,Aven Tools,HEMOSTAT STRAIGHT SERRATED 18IN,11,0,"27.07000","0","1","-","Active","Hemostat","General Purpose"
-,-,2017-1020-ND,290-05,Dremel,120V ENGRAVER INDUSTRIAL,6,0,"29.99000","0","1","*","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaScrewdriversCatalog.pdf,//media.digikey.com/Photos/Wiha/21103.jpg,431-1640-ND,21103,Wiha,SWITCH CABINET KEY,6,0,"36.84000","0","1","-","Active","Cabinet Key","Control Cabinets"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/100-N_7_Web.pdf,-,2017-1012-ND,100-N/7,Dremel,"100 SERIES RT, SINGLE SPEED, 7 A",7,0,"39.99000","0","1","-","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaTorqueCatalog.pdf,//media.digikey.com/Photos/Wiha/28622.jpg,28620-ND,28620,Wiha,TORQUE CABLE KEY 8.0MM,11,0,"43.90000","0","1","-","Active","Cable Key","Cable Plug Connectors"
https://www.dremel.com/documents/20812/137350/Dremel+2050-15+Stylo+Plus.pdf,-,2017-1018-ND,2050-15,Dremel,STYLO+ VERSATILE CRAFT TOOL,9,0,"59.99000","0","1","-","Active","-","-"
http://www.dremel.co.nz/nz/media/countrypool/files_1/service/job_0223_bsc_dremel_28pp_a6_broc_v2.pdf,-,2017-1011-ND,200-1/21,Dremel,"200 SERIES RT, 2-SPEED, MULTIPUR",6,0,"59.99000","0","1","-","Active","-","-"
https://www.dremel.com/documents/20812/137350/NEW+1600A011JA_04-17_100_200_3000.pdf,-,2017-1017-ND,3000-2/28,Dremel,DREMEL 3000 ROTARY TOOL 2 ATTACH,5,0,"77.99000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/Dremel_2016_cat.pdf,-,2017-1003-ND,8100-N/21,Dremel,8100-N/21 8V MAX CORDLESS ROTARY,8,0,"79.99000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/4000%E2%80%902_30_Web.pdf,-,2017-1016-ND,4000-2/30,Dremel,"4000 SERIES RT, STORAGE CASE, CI",9,0,"87.99000","0","1","-","Active","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/Dremel_2016_cat.pdf,-,2017-1002-ND,8050-N/18,Dremel,8050-N/18 8V MAX CORDLESS ROTARY,10,0,"88.99000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/8220-1_28_Web.pdf,-,2017-1001-ND,8220-1/28,Dremel,8220 SERIES RT TOOL (1 ATTACHMEN,8,0,"99.99000","0","1","-","Active","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/4300%E2%80%905_40_Web.pdf,-,2017-1015-ND,4300-5/40,Dremel,4300-5/40 120V ROTARY TOOL,7,0,"119.99000","0","1","-","Active","-","-"
-,-,2017-1000-ND,8220-2/28,Dremel,8220 SERIES RT TOOL (2 ATTACHMEN,10,0,"139.99000","0","1","*","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_19767.jpg,431-1775-ND,19767,Wiha,HAND TOOLS,2,0,"141.88000","0","1","-","Active","Hacksaw","Metals, Plastics"
//media.digikey.com/pdf/Data%20Sheets/Dremel%20PDFs/4000-6_50_Web.pdf,-,2017-1014-ND,4000-6/50,Dremel,"4000 SERIES RT, STORAGE CASE, FL",16,0,"149.99000","0","1","-","Active","-","General Purpose"
