Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Features","Tip - Style","Tip - Type","Tip - Shape","Length - Overall","Pattern Number","Material"
https://s3-us-west-2.amazonaws.com/wihamedia/pdfs/WihaTechToolsCatalog.pdf,//media.digikey.com/Photos/Wiha/55547.jpg,431-1600-ND,55547,Wiha,TWEEZER BACK STOP WAFER 91 4.92"",6,0,"53.26000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Back Stop","Wafer (Holding)","Angled","4.92"" (125.0mm)","91","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18491.pdf,//media.digikey.com/Photos/Aven%20Photos/18491.jpg,243-1462-ND,18491,Aven Tools,TWEEZER FLAT SPADE 4.53"",17,0,"3.76000","0","1","-","Active","-","Flat","Spade","Bent","4.53"" (115.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18482.pdf,//media.digikey.com/Photos/Aven%20Photos/18482.jpg,243-1460-ND,18482,Aven Tools,TWEEZER POINTED 4.33"",21,0,"4.02000","0","1","-","Active","-","Pointed","-","Straight","4.33"" (110.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18421.pdf,//media.digikey.com/Photos/Aven%20Photos/18421.jpg,243-1541-ND,18421,Aven Tools,TWEEZER FLAT BLUNT 6.50"",12,0,"5.13000","0","1","-","Active","Locking, Serrated","Flat","Blunt","Straight","6.50"" (165.0mm)","-","Stainless Steel"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_00-SA.jpg,1691-1277-ND,00-SA,"American Hakko Products, Inc.","TWZ,SM,STRONG POINT",25,0,"5.37000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_7-SA.jpg,1691-1280-ND,7-SA,"American Hakko Products, Inc.","TWZ,CRVD,SM,FINE POINT",22,0,"5.37000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Bent","4.53"" (115.0mm)","-","Stainless Steel"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_00D-SA.jpg,1691-1296-ND,00D-SA,"American Hakko Products, Inc.","TWZ, SERR.,STRONG POINT, GRV/GRP",5,0,"5.37000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18417.pdf,//media.digikey.com/Photos/Aven%20Photos/18417.jpg,243-1527-ND,18417,Aven Tools,TWEEZER POINTED 6.50"",9,0,"5.60000","0","1","-","Active","-","Pointed","-","Curved","6.50"" (165.0mm)","-","Stainless Steel"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18060-CS.jpg,243-1451-ND,18060-CS,Aven Tools,TWEEZER POINT ULTRA FINE 5 4.25"",15,0,"5.72000","0","1","-","Active","-","Pointed","Ultra Fine","Straight","4.25"" (108.0mm)","5","Carbon Steel, Nickel Plated"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18059USA.pdf,//media.digikey.com/Photos/Aven%20Photos/18059USA.jpg,243-1450-ND,18059USA,Aven Tools,TWEEZER PNT RND ULTRA FINE 4.33"",14,0,"5.82000","0","1","Technik","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.33"" (110.0mm)","4","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18056USA.pdf,//media.digikey.com/Photos/Aven%20Photos/18056USA.jpg,243-1410-ND,18056USA,Aven Tools,TWEEZER POINT ULT FINE 3C 4.33"",12,0,"5.82000","0","1","Technik","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.33"" (110.0mm)","3C","Stainless Steel"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/18533.pdf,//media.digikey.com/Photos/Aven%20Photos/18533.jpg,243-1131-ND,18533,Aven Tools,TWEEZER POINTED 707 4.53"",14,0,"6.06000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe, Heat Resistant","Pointed","-","Straight","4.53"" (115.0mm)","707","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18434.pdf,//media.digikey.com/Photos/Aven%20Photos/18434.JPG,243-1542-ND,18434,Aven Tools,TWEEZER 8.07"",12,0,"6.16000","0","1","-","Active","Serrated","-","-","Straight","8.07"" (205.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18066USA.pdf,//media.digikey.com/Photos/Aven%20Photos/18066USA.jpg,243-1411-ND,18066USA,Aven Tools,TWEEZER POINT ULTRA FINE 4.33"",9,0,"6.18000","0","1","Technik","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Bent","4.33"" (110.0mm)","5B","Stainless Steel"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18036-CS.jpg,243-1409-ND,18036-CS,Aven Tools,TWEEZER POINT STRONG OOD 4.75"",22,0,"6.65000","0","1","-","Active","Serrated","Pointed","Strong","Straight","4.75"" (120.7mm)","OOD","Carbon Steel, Nickel Plated"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18492.pdf,//media.digikey.com/Photos/Aven%20Photos/18492.jpg,243-1531-ND,18492,Aven Tools,TWEEZER FLAT BLUNT 10.04"",8,0,"7.33000","0","1","-","Active","Serrated","Flat","Blunt","Bent","10.04"" (255.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/ARTIS_Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_18040ARS.jpg,243-1243-ND,18040ARS,Aven Tools,TWEEZER POINT FINE STRNG 5.25"",21,0,"11.46000","0","1","ARTIS®","Active","ESD Safe","Pointed","Extra Fine","Straight","5.25"" (133.4mm)","SS","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/ARTIS_Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_18072ARS.jpg,243-1248-ND,18072ARS,Aven Tools,TWEEZER PNT STRNG SUPRFINE 4.25"",0,0,"11.46000","0","1","ARTIS®","Active","ESD Safe","Pointed","Super Fine","Curved","4.25"" (108.0mm)","7","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18062-ER.pdf,//media.digikey.com/Photos/Aven%20Photos/18062-ER.JPG,243-1099-ND,18062-ER,Aven Tools,TWEEZER POINT SUPER FINE 4.49"",16,0,"16.31000","0","1","-","Active","-","Pointed","Super Fine","Straight","4.49"" (114.0mm)","5","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Precision%20Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/18043TT.JPG,243-1083-ND,18043TT,Aven Tools,TWEEZER POINT FINE STRONG 4.72"",5,0,"29.91000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","Fine","Straight","4.72"" (120.0mm)","1","Titanium"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Precision%20Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/18059TT.JPG,243-1088-ND,18059TT,Aven Tools,TWEEZER PNT RND VERY FINE 4.49"",4,0,"29.91000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","Very Fine","Straight","4.49"" (114.0mm)","4","Titanium"
https://s3-us-west-2.amazonaws.com/wihamedia/pdfs/WihaTechToolsCatalog.pdf,//media.digikey.com/Photos/Wiha/55539.jpg,431-1729-ND,55539,Wiha,TWEEZER POINT VERY FINE 4B 4.33"",3,0,"40.68000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Very Fine","Angled","4.33"" (110.0mm)","4B","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/ARTIS_Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_18043ARS.jpg,243-1244-ND,18043ARS,Aven Tools,"TWEEZER POINT FINE STRNG 1, 4.5""",23,0,"11.46000","0","1","ARTIS®","Active","ESD Safe","Pointed","Fine","Straight","4.50"" (114.3mm)","1","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/ARTIS_Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_18023ARS.jpg,243-1241-ND,18023ARS,Aven Tools,TWEEZER POINT FINE STRNG 4.75"",5,0,"11.46000","0","1","ARTIS®","Active","ESD Safe","Pointed","Fine","Straight","4.75"" (120.7mm)","MM","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/ARTIS_Tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_18056ARS.jpg,243-1246-ND,18056ARS,Aven Tools,TWEEZER POINT FINE STRNG 4.25"",5,0,"11.46000","0","1","ARTIS®","Active","ESD Safe","Pointed","Fine","Straight","4.25"" (108.0mm)","3C","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18049-ER.pdf,//media.digikey.com/Photos/Aven%20Photos/18049-ER.JPG,243-1097-ND,18049-ER,Aven Tools,TWEEZER FLAT BLUNT 2A 4.72"",21,0,"16.31000","0","1","-","Active","-","Flat","Blunt","Straight","4.72"" (120.0mm)","2A","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18069TT.pdf,//media.digikey.com/Photos/Aven%20Photos/18069TT.JPG,243-1091-ND,18069TT,Aven Tools,TWEEZER POINTED 6 4.72"",1,0,"29.91000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","-","Angled","4.72"" (120.0mm)","6","Titanium"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44503.jpg,431-1021-ND,44503,Wiha,TWEEZER POINTED FINE SS 5.31"",5,0,"30.88000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe, Low Force","Pointed","Fine","Straight","5.31"" (135.0mm)","SS","Stainless Steel"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EROP5ASA.jpg,EROP5ASA-ND,EROP5ASA,Apex Tool Group,TWEEZER POINTED VERY FINE 4.50"",9,0,"4.30000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Straight","4.50"" (114.3mm)","-","Stainless Steel"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EROPOOSA.jpg,EROPOOSA-ND,EROPOOSA,Apex Tool Group,TWEEZER POINTED MEDIUM 4.75"",4,0,"4.30000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Medium","Straight","4.75"" (120.7mm)","-","Stainless Steel"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EROPOODSA.jpg,EROPOODSA-ND,EROPOODSA,Apex Tool Group,TWEEZER POINTED MEDIUM 4.75"",0,0,"4.30000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Medium","Straight","4.75"" (120.7mm)","-","Stainless Steel"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_XHT612.jpg,XHT612N-ND,XHT612N,Apex Tool Group,TWEEZER POINTED BLUNT 6.00"",14,0,"7.80000","0","1","Xcelite®","Active","Self Closing","Pointed","Blunt","Straight","6.00"" (152.4mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_2SASL.jpg,2SASL-ND,2SASL,Apex Tool Group,TWEEZER POINTED MEDIUM 4.50"",15,0,"13.30000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Medium","Straight","4.50"" (114.3mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,AA.SA.6-1017-ND,AA.SA.6,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,24,0,"14.26000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","-","Straight","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_MM.SA.6.jpg,MM.SA.6-1020-ND,MM.SA.6,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,19,0,"14.26000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Strong","Straight","4.92"" (125.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_3CSASL.jpg,3CSASL-ND,3CSASL,Apex Tool Group,TWEEZER POINTED VERY FINE 4.25"",21,0,"14.40000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Straight","4.25"" (108.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_1SASL.jpg,1SASL-ND,1SASL,Apex Tool Group,TWEEZER POINT VERY FINE 4.75"",11,0,"14.70000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Straight","4.75"" (120.7mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7SASL.jpg,7SASL-ND,7SASL,Apex Tool Group,TWEEZER POINTED VERY FINE 4.50"",2,0,"16.80000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Curved","4.50"" (114.3mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_00D.SA.0.jpg,00D.SA.0-1006-ND,00D.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,1,0,"27.13000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Strong","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5.SA.0.jpg,5.SA.0-1012-ND,5.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,1,0,"29.00000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EOOSA.jpg,EOOSA-ND,EOOSA,Apex Tool Group,TWEEZER POINTED FINE 5.00"",3,0,"40.20000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, ESD Safe, Serrated","Pointed","Fine","Straight","5.00"" (127.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/MZ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_2AMZ.SA.0.jpg,2AMZ.SA.0-1091-ND,2AMZ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,5,0,"62.50000","0","1","-","Active","-","Pointed","-","Straight","5.51"" (140.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/MZ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_7MZ.SA.0.jpg,7MZ.SA.0-1093-ND,7MZ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,4,0,"62.50000","0","1","-","Active","-","Pointed","Fine","Curved","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/MZ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_71MZ.SA.0.jpg,71MZ.SA.0-1094-ND,71MZ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,4,0,"62.50000","0","1","-","Active","-","Pointed","Fine","Straight","5.32"" (135.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/MZ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_72MZ.SA.0.jpg,72MZ.SA.0-1096-ND,72MZ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,4,0,"62.50000","0","1","-","Active","-","Pointed","Strong","Straight","5.32"" (135.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/MZ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_74MZ.SA.0.jpg,74MZ.SA.0-1099-ND,74MZ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,4,0,"62.50000","0","1","-","Active","-","Pointed","Strong","Straight","5.51"" (140.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ZJ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_2AZJK.SA.0.jpg,2AZJK.SA.0-1092-ND,2AZJK.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,5,0,"70.00000","0","1","-","Active","-","Pointed","-","Straight","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ZJ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_72ZJ.SA.0.jpg,72ZJ.SA.0-1097-ND,72ZJ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,4,0,"70.00000","0","1","-","Active","-","Pointed","Strong","Straight","5.32"" (135.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ZJ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_71ZJ.SA.0.jpg,71ZJ.SA.0-1095-ND,71ZJ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,3,0,"70.00000","0","1","-","Active","-","Pointed","Fine","Straight","5.32"" (135.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/62-TDS_Engineering_plastic_type_CF.pdf,-,702A.CF-ND,702A.CF,Ideal-tek S.A.,FULL PLASTIC TWEEZERS - CARBON F,0,0,"3.76000","0","100","-","Active","ESD Safe","Flat","Rounded","Straight","4.53"" (115.0mm)","-","Plastic"
https://www.ideal-tek.com/public/files/62-TDS_Engineering_plastic_type_CF.pdf,-,705.CF-ND,705.CF,Ideal-tek S.A.,FULL PLASTIC TWEEZERS - CARBON F,0,0,"3.76000","0","100","-","Active","ESD Safe","Flat","Fine","Straight","4.53"" (115.0mm)","-","Plastic"
https://www.ideal-tek.com/public/files/62-TDS_Engineering_plastic_type_CF.pdf,-,707.CF-ND,707.CF,Ideal-tek S.A.,FULL PLASTIC TWEEZERS - CARBON F,0,0,"3.76000","0","100","-","Active","ESD Safe","Pointed","-","Angled","4.53"" (115.0mm)","-","Plastic"
https://www.ideal-tek.com/public/files/62-TDS_Engineering_plastic_type_CF.pdf,-,707A.CF-ND,707A.CF,Ideal-tek S.A.,FULL PLASTIC TWEEZERS - CARBON F,0,0,"3.76000","0","100","-","Active","ESD Safe","Pointed","-","Curved","4.53"" (115.0mm)","-","Plastic"
https://www.ideal-tek.com/public/files/62-TDS_Engineering_plastic_type_CF.pdf,-,709.CF-ND,709.CF,Ideal-tek S.A.,FULL PLASTIC TWEEZERS - CARBON F,0,0,"3.76000","0","100","-","Active","ESD Safe","Flat","Square","Angled","4.53"" (115.0mm)","-","Plastic"
https://www.ideal-tek.com/public/files/62-TDS_Engineering_plastic_type_CF.pdf,-,710.CF-ND,710.CF,Ideal-tek S.A.,FULL PLASTIC TWEEZERS - CARBON F,0,0,"3.76000","0","100","-","Active","ESD Safe","Flat","Square","Angled","4.53"" (115.0mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Fine-Tip_Tweezers_Web.pdf,-,AC1009-ND,AC1009,Bantam Tools,FINE TIP TWEEZERS,0,0,"4.08000","0","42","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18487.pdf,//media.digikey.com/Photos/Aven%20Photos/18487.jpg,243-1461-ND,18487,Aven Tools,TWEEZER FLAT SPADE 4.33"",15,0,"4.39000","0","1","-","Active","-","Flat","Spade","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,00D.SA.B-ND,00D.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","*","Active","-","-","-","-","-","-","-"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,1.SA.B-ND,1.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.92"" (125.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,2.SA.B-ND,2.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic","Flat","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,3C.SA.B-ND,3C.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,4.SA.B-ND,4.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,6.SA.B-ND,6.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic","Flat","Fine","Angled","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,AC.SA.B-ND,AC.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Strong","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/220-TDS_Stainless_steel_type_SA.B.pdf,-,MM.SA.B-ND,MM.SA.B,Ideal-tek S.A.,ECONOMY TWEEZERS - ANTI-ACID/ANT,0,0,"4.80000","0","72","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Strong","Straight","4.92"" (125.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18419.pdf,//media.digikey.com/Photos/Aven%20Photos/18419.jpg,243-1528-ND,18419,Aven Tools,TWEEZER POINTED 6.50"",0,0,"5.13000","0","1","-","Active","Locking","Pointed","-","Straight","6.50"" (165.0mm)","-","Stainless Steel"
-,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_AA-SA.jpg",1691-1448-ND,AA-SA,"American Hakko Products, Inc.",FINE POINT TAPERED TWEEZERS,24,0,"5.37000","0","1","-","Active","Acid Resistant","Pointed","Strong","Straight","5.00"" (127.0mm)","-","Stainless Steel"
-,-,1691-1443-ND,2-SA,"American Hakko Products, Inc.",FINE POINT THIN TAPERED TWEEZERS,15,0,"5.37000","0","1","-","Active","Acid Resistant","Pointed","Sharp","Straight","4.75"" (120.7mm)","-","Stainless Steel"
-,-,1691-1444-ND,231-SA,"American Hakko Products, Inc.",FINE POINT TWEEZER SERRATED TIP,15,0,"5.37000","0","1","-","Active","-","Pointed","Sharp","Straight","4.75"" (120.7mm)","-","Stainless Steel"
-,-,1691-1446-ND,4-SA,"American Hakko Products, Inc.",FINE POINT TAPERED TWEEZERS,14,0,"5.37000","0","1","-","Active","Acid Resistant","Pointed","Sharp","Straight","4.25"" (108.0mm)","-","Stainless Steel"
-,-,1691-1438-ND,00B-SA,"American Hakko Products, Inc.",FINE POINT TWEEZERS SERRATED GRI,13,0,"5.37000","0","1","-","Active","-","Pointed","Sharp","Straight","4.50"" (114.3mm)","-","Stainless Steel"
-,-,1691-1449-ND,F-SA,"American Hakko Products, Inc.",ROUNDED FLAT POINT TWEEZERS,7,0,"5.37000","0","1","-","Active","Acid Resistant","Flat","Rounded","Straight","4.75"" (120.7mm)","-","Stainless Steel"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18066-CS.jpg,243-1452-ND,18066-CS,Aven Tools,TWEEZER POINT ULTRAFINE 5B 4.25"",11,0,"5.72000","0","1","-","Active","-","Pointed","Ultra Fine","Bent","4.25"" (108.0mm)","5B","Carbon Steel, Nickel Plated"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18046-CS.jpg,243-1525-ND,18046-CS,Aven Tools,TWEEZER POINTED SHARP 2 4.75"",10,0,"5.72000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Sharp","Straight","4.75"" (120.7mm)","2","Carbon Steel, Nickel Plated"
-,//media.digikey.com/Photos/Aven%20Photos/18054-CS.jpg,243-1449-ND,18054-CS,Aven Tools,TWEEZER POINT ULTRAFINE 3C 4.25"",10,0,"5.72000","0","1","-","Active","-","Pointed","Ultra Fine","Straight","4.25"" (108.0mm)","3C","Carbon Steel, Nickel Plated"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18053-CS.jpg,243-1538-ND,18053-CS,Aven Tools,TWEEZER POINT ULTRA FINE 3 4.88"",8,0,"5.72000","0","1","-","Active","-","Pointed","Ultra Fine","Straight","4.88"" (124.0mm)","3","Carbon Steel, Nickel Plated"
