Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Cut Edge","Length - Overall","Features"
-,-,P53N-ND,P53N,Apex Tool Group,"CUTTER,PLASTIC,THIN DIAG,5""",0,0,"28.12000","0","6","*","Not For New Designs","-","-","-","-","-"
-,-,P43N-ND,P43N,Apex Tool Group,"CUTTER,PLASTIC,THIN DIAG,",0,0,"28.49000","0","6","*","Active","-","-","-","-","-"
http://www.jonard.com/~/media/B11D16C583F34327A632BA557C9B30E2.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_JIC-685.jpg,JIC-685-ND,JIC-685,Jonard Tools,CUTTER SIDE TAPERED 9.50"",0,0,"28.53200","0","5","JIC","Active","Side (Diagonal)","Tapered","-","9.50"" (241.3mm)","High Leverage, Soft Grips"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_54CGBK.jpg,54CGBKN-ND,54CGBKN,Apex Tool Group,CUTTER SIDE OVAL BEVEL 4"",0,0,"28.90007","0","144","Xcelite®","Active","Side (Diagonal)","Oval","Bevel","4.00"" (101.6mm)","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1212830,-,1212830-ND,1212830,Phoenix Contact,DIAGONAL CUTTER 130 MM INDUCTION,0,0,"29.99000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0251-06D.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0251-06D.jpg,0251-06D-ND,0251-06D,Greenlee Communications,CUTTER SIDE OVAL 6.1"",0,0,"30.47000","0","1","-","Active","Side (Diagonal)","Oval","-","6.10"" (155.0mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EC54JN.jpg,EC54JN-ND,EC54JN,Apex Tool Group,CUTTER TIP STRAIGHT FLUSH 4.5"",0,0,"30.80000","0","1","Xcelite®","Active","Tip (End)","Straight","Flush","4.50"" (114.3mm)","-"
-,-,2128-8350-8-ND,1829025,"Gedore Tools, Inc.",MINIATURE ELECTRONIC SIDE CUTTER,0,0,"32.47000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0251-06M.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0251-06M.jpg,0251-06M-ND,0251-06M,Greenlee Communications,CUTTER SIDE OVAL 6.13"",0,0,"32.57000","0","1","-","Active","Side (Diagonal)","Oval","-","6.13"" (155.7mm)","High Leverage"
-,-,P63N-ND,P63N,Apex Tool Group,"CUTTER,PLASTIC,THIN DIAG,6""",0,0,"33.02000","0","6","*","Not For New Designs","-","-","-","-","-"
-,-,PWC9W-ND,PWC9W,Apex Tool Group,MULTI PURPOSE CUTTER,0,0,"33.15000","0","5","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0251-07M.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0251-07M.jpg,0251-07M-ND,0251-07M,Greenlee Communications,CUTTER SIDE OVAL 7"",0,0,"33.96000","0","1","-","Active","Side (Diagonal)","Oval","-","7.00"" (177.8mm)","High Leverage"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_64CGV.jpg,64CGVN-ND,64CGVN,Apex Tool Group,CUTTER TIP TAPERED SEMI FLUSH 4"",0,0,"34.00000","0","1","Xcelite®","Active","Side (Diagonal)","Tapered, Relieved","Semi Flush","4.00"" (101.6mm)","-"
-,-,P56N-ND,P56N,Apex Tool Group,"CUTTER,PLASTIC,DIAG,6""",0,0,"34.08000","0","6","*","Not For New Designs","-","-","-","-","-"
-,-,2128-8092-160TL-ND,2878356,"Gedore Tools, Inc.",CABLE SHEARS,0,0,"34.92000","0","1","*","Active","-","-","-","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/32939.jpg,431-2499-ND,32939,Wiha,CUTTER SIDE OVAL 7.87"",3,0,"34.96000","0","1","-","Active","Side (Diagonal)","Oval","-","7.87"" (200.0mm)","Ergonomic, High Leverage, Insulated to 1000V, Soft Grips"
-,-,PWC9-ND,PWC9,Apex Tool Group,MULTI PURPOSE CUTTER,0,0,"35.01000","0","5","*","Active","-","-","-","-","-"
-,-,67-155-ND,67-155,Apex Tool Group,PLR DIAG CUT 4-3/16 W/GRP,0,0,"35.17000","0","1","*","Not For New Designs","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/423.jpg,232-1258-ND,423,Swanstrom Tools USA,CUTTER OVAL SMALL FULL FLUSH,5,0,"35.82000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/147.jpg,232-1254-ND,147,Swanstrom Tools USA,CUTTER SMALL RELIEVED FLUSH,3,0,"35.82000","0","1","*","Active","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/09458000004_100527063DRW001A.pdf,-,09458000004-ND,09458000004,HARTING,CUTTER CABLE STRAIGHT SHEAR 6.5"",0,0,"36.50000","0","1","TB","Active","Cable","Straight","Shear","6.50"" (165.0mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EMS549JN.jpg,EMS549JN-ND,EMS549JN,Apex Tool Group,CUTTER SIDE FLUSH,0,0,"36.50000","0","1","Xcelite®","Active","Side (Diagonal)","-","Flush","-","ESD Safe, Soft Grips"
-,-,82120-ND,82120,Apex Tool Group,PLIER 8"" CA DIAGONAL CUTTING,0,0,"36.52000","0","3","*","Active","-","-","-","-","-"
-,-,82121-ND,82121,Apex Tool Group,PLIER 8"" CA LONG NOSE,0,0,"36.52000","0","3","*","Active","-","-","-","-","-"
-,-,P57N-ND,P57N,Apex Tool Group,"CUTTER,PLASTIC,DIAG,7""",0,0,"36.55000","0","6","*","Not For New Designs","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/09458000005_100527066DRW001A.pdf,-,09458000005-ND,09458000005,HARTING,CUTTER SIDE ANGL 21 BEVEL 5.43"",0,0,"36.99000","0","1","TB","Active","Side (Diagonal)","Angled, 21°","Bevel","5.43"" (138.0mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EMS54N.jpg,EMS54N-ND,EMS54N,Apex Tool Group,CUTTER SIDE OVAL SEMI FLUSH 5.5"",0,0,"37.90000","0","1","Xcelite®","Active","Side (Diagonal)","Oval","Semi Flush","5.50"" (140.0mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Pliers%20&%20Cutters%20p105.pdf,"//media.digikey.com/photos/Wiha/32832,34.jpg",431-1872-ND,32834,Wiha,CUTTER SIDE OVAL BEVEL 7.09"",4,0,"37.96000","0","1","-","Active","Side (Diagonal)","Oval","Bevel","7.09"" (180.0mm)","Insulated to 1000V"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/Jonard%20Tools/MFG_INP-3062.jpg,INP-3062-ND,INP-3062,Jonard Tools,CUTTER SIDE OVAL 6.25"",0,0,"38.53000","0","1","INP","Active","Side (Diagonal)","Oval","-","6.25"" (158.8mm)","High Leverage, Insulated to 1000V, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0251-08D.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0251-08D.jpg,0251-08D-ND,0251-08D,Greenlee Communications,CUTTER SIDE OVAL 8"",0,0,"38.76000","0","1","-","Active","Side (Diagonal)","Oval","-","8.75"" (222.3mm)","High Leverage"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/32826.jpg,32826-ND,32826,Wiha,CUTTER CABLE OVAL CROSS BLADES,0,0,"38.76000","0","1","-","Active","Cable","Oval","-","6.30"" (160.0mm)","Chrome Finish, Insulated to 1000V, Serrated, Soft Grips"
-,-,9040130000-ND,9040130000,Weidmüller,CUTTER CABLE OVAL,0,0,"38.89000","0","1","-","Active","Cable","Oval","-","-","-"
-,-,67-163-ND,67-163,Apex Tool Group,PLR DIAG CUT 7-5/8 W/GRP,0,0,"38.89000","0","1","*","Not For New Designs","-","-","-","-","-"
-,-,0890CSFW-ND,0890CSFW,Apex Tool Group,FLIP JOINT CABLE CUTTER,0,0,"38.92000","0","3","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Pliers%20&%20Cutters%20p106.pdf,"//media.digikey.com/photos/Wiha/32836,38.jpg",431-1873-ND,32836,Wiha,CUTTER SIDE OVAL BEVEL 7.09"",4,0,"38.96000","0","1","-","Active","Side (Diagonal)","Oval","Bevel","7.09"" (180.0mm)","High Leverage, Insulated to 1000V"
-,-,M56RPN-ND,M56RPN,Apex Tool Group,"PLIER,6"",PLASTIC CUTTER,H",0,0,"39.32000","0","6","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212790.pdf,-,1212790-ND,1212790,Phoenix Contact,CUTTER SIDE OVAL 6.30"",0,0,"39.57500","0","6","CUTFOX","Active","Side (Diagonal)","Oval","-","6.30"" (160.0mm)","Insulated to 1000V"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32927.jpg,431-2512-ND,32927,Wiha,CUTTER CABLE TPRD CROSSING 7.87"",4,0,"39.96000","0","1","-","Active","Cable","Tapered","-","7.87"" (200.0mm)","Insulated to 1000V, Serrated"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/727M.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_727M.jpg,727M-ND,727M,Greenlee Communications,CUTTER CABLE CIRC CROSS BLADES,0,0,"40.00000","0","1","-","Active","Cable","Circular","-","9.25"" (235.0mm)","High Leverage"
-,-,2128-8090-170TL-ND,2959720,"Gedore Tools, Inc.",CABLE SHEARS 170 MM,0,0,"40.32000","0","1","*","Active","-","-","-","-","-"
-,-,9041470000-ND,9041470000,Weidmüller,CUTTER,0,0,"40.45000","0","1","-","Active","Side (Diagonal)","Oval","-","-","-"
-,-,9041480000-ND,9041480000,Weidmüller,CUTTER,0,0,"40.45000","0","1","-","Active","-","-","-","-","-"
-,-,CCA5428-ND,CCA5428,Apex Tool Group,"PLIER,8"",DIAGONAL,PIVOT PRO,CMPN",0,0,"41.16000","0","3","*","Active","-","-","-","-","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_LC665JN.jpg,LC665JN-ND,LC665JN,Apex Tool Group,CUTTER TIP ANGLED FLUSH 4.5"",0,0,"42.40000","0","1","Xcelite®","Active","Tip (End)","Angled","Flush","4.50"" (114.3mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0251-08AM.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0251-08AM.jpg,0251-08AM-ND,0251-08AM,Greenlee Communications,CUTTER SIDE OVAL 8.75"",0,0,"42.43000","0","1","-","Active","Side (Diagonal)","Oval","-","8.75"" (222.3mm)","High Leverage"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0251-08AD.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0251-08AD.jpg,0251-08AD-ND,0251-08AD,Greenlee Communications,CUTTER SIDE ANGLED 8"",0,0,"43.14000","0","1","-","Active","Side (Diagonal)","Angled","-","8.75"" (222.3mm)","High Leverage"
-,-,728CVNN-ND,728CVNN,Apex Tool Group,"PLIER,SLD-JT,END CUT,8CV",0,0,"43.44000","0","6","-","Active","Tip (End)","Straight","-","8.25"" (209.6mm)","Soft Grip"
-,-,2DAN-ND,2DAN,Apex Tool Group,"SHEAR,HI-LEVERAGE,WIRE CUTTER",0,0,"43.91000","0","6","*","Active","-","-","-","-","-"
-,-,M57RPN-ND,M57RPN,Apex Tool Group,"CUTTER,PLASTIC,7"",HVY DTY",0,0,"44.06000","0","6","*","Active","-","-","-","-","-"
-,-,M57ERN-ND,M57ERN,Apex Tool Group,"CUTTER,PLASTIC,7"",ERGO,HV",0,0,"44.58000","0","6","*","Active","-","-","-","-","-"
