Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Cut Edge","Length - Overall","Features"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Bi_cut_Super_Cutters.pdf,//media.digikey.com/Photos/Wiha/MFG_32936.jpg,431-1278-ND,32936,Wiha,CUTTER SIDE OVAL 8"",8,0,"42.96000","0","1","BiCut","Active","Side (Diagonal)","Oval","-","8.00"" (203.2mm)","Ergonomic, Insulated to 1000V, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/photos/Wiha/mfg32708.jpg,431-1057-ND,32708,Wiha,CUTTER SIDE TAPERED FLUSH 4.53"",15,0,"54.66000","0","1","-","Active","Side (Diagonal)","Tapered","Flush","4.53"" (115.0mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/photos/Wiha/32724.jpg,431-1030-ND,32724,Wiha,CUTTER TIP ANGL 29DEG FULL FLUSH,25,0,"67.84000","0","1","-","Active","Tip (Oblique)","Angled, 29°","Full Flush","4.53"" (115.0mm)","ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S612E.jpg,232-1034-ND,S612E,Swanstrom Tools USA,CUTTER SIDE OVAL SPR FL FLSH,24,0,"72.56000","0","1","Super Tools™","Active","Side (Diagonal)","Oval","Super Full Flush","6.34"" (161.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf#page=8,//media.digikey.com/photos/Swanstrom%20Photos/S491E.jpg,232-1002-ND,S491E,Swanstrom Tools USA,CUTTER TIP ANG 60DEG FLUSH 5.75"",12,0,"74.05000","0","1","Super Tools™","Active","Tip (Oblique)","Angled, 60°","Flush","5.75"" (146.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M403C.jpg,232-1038-ND,M403C,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 4.7"",16,0,"164.64000","0","1","M","Active","Side (Diagonal)","Tapered","Full Flush","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M403EC.jpg,232-1039-ND,M403EC,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 5.6"",12,0,"168.28000","0","1","M","Active","Side (Diagonal)","Tapered","Full Flush","5.60"" (142.2mm)","Carbide Blades, Ergonomic, ESD Safe, Soft Grips"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX420.JPG,EX420-1168-ND,EX420,Ideal-tek S.A.,ERGO MICRO-TEK - ANGLED MICRO-SH,20,0,"14.50000","0","1","-","Active","Tip (Oblique)","-","Flush","4.92"" (125.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX2175.jpg,EX2175-1169-ND,EX2175,Ideal-tek S.A.,ERGO MICRO-TEK - MAXI-SHEAR FLUS,19,0,"14.80000","0","1","-","Active","Side (Diagonal)","Oval","Flush","5.91"" (150.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX440.JPG,EX440-1173-ND,EX440,Ideal-tek S.A.,ERGO MICRO-TEK - MINI-SCISSOR. O,15,0,"16.25000","0","1","-","Active","Shears (Scissors)","Tapered","Shear","5.12"" (130.0mm)","Ergonomic, ESD Safe"
-,//media.digikey.com/Photos/Klein-Tools/MFG_100CS.jpg,1742-1385-ND,100CS,"Klein Tools, Inc.",SERRATED ELECTRICIAN SCISSORS,28,0,"16.47000","0","1","*","Active","-","-","-","-","-"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EXLX.JPG,EXLX-1171-ND,EXLX,Ideal-tek S.A.,ERGO MICRO-TEK - MICRO-SHEAR FLU,17,0,"16.80000","0","1","-","Active","Side (Diagonal)","Tapered","Flush","5.00"" (127.0mm)","Ergonomic, ESD Safe"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_2178M.jpg,2178MN-ND,2178MN,Apex Tool Group,CUTTER SIDE OVAL FLUSH 5.63"",20,0,"18.40000","0","1","Xcelite®","Active","Side (Diagonal)","Oval","Flush","5.63"" (143.0mm)","Safety Clips"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX2193.JPG,EX2193-1170-ND,EX2193,Ideal-tek S.A.,ERGO MICRO-TEK - HARD WIRE CUTTE,19,0,"19.60000","0","1","-","Active","Cable","Oval","Shear","5.51"" (140.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX9180.JPG,EX9180-1174-ND,EX9180,Ideal-tek S.A.,ERGO MICRO-TEK - KEVLAR SCISSORS,15,0,"20.25000","0","1","-","Active","Shears (Scissors)","Tapered","Shear","5.91"" (150.0mm)","Ergonomic, ESD Safe"
-,-,1691-1399-ND,TRR-5000,"American Hakko Products, Inc.","CHP PRO MICRO CUTTER, TRR-5000",24,0,"21.47000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","-","-","ESD Safe"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_55NCGBK.jpg,55CGNN-ND,55CGNN,Apex Tool Group,CUTTER SIDE OVAL BEVEL 5"",12,0,"21.50000","0","1","Xcelite®","Active","Side (Diagonal)","Oval","Bevel","5.00"" (127.0mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_66NCG.jpg,66CGNN-ND,66CGNN,Apex Tool Group,CUTTER SIDE OVAL BEVEL 6"",9,0,"22.60000","0","1","Xcelite®","Active","Side (Diagonal)","Oval","Bevel","6.00"" (152.4mm)","-"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX9100.jpg,EX9100-1165-ND,EX9100,Ideal-tek S.A.,ERGO MICRO-TEK - OVAL HEAD MICRO,20,0,"24.30000","0","1","-","Active","Side (Diagonal)","Oval","Flush","5.32"" (135.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/files/11-TDS_Carbon_steel_type_C.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_EX9200.jpg,EX9200-1166-ND,EX9200,Ideal-tek S.A.,ERGO MICRO-TEK - TAPERED HEAD MI,18,0,"24.40000","0","1","-","Active","Side (Diagonal)","Tapered, Relieved","Flush","5.32"" (135.0mm)","Ergonomic, ESD Safe"
https://www.jonard.com/~/media/56AF2D43856C4DCBBFF75B9784950FB7.pdf,//media.digikey.com/Photos/Jonard%20Tools/WRC-14.jpg,K714-ND,WRC-14,Jonard Tools,WIRE ROPE AND CABLE CUTTER,14,0,"24.75000","0","1","-","Active","-","Circular","-","8.00"" (203.2mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_MS549JVN.jpg,MS549JVN-ND,MS549JVN,Apex Tool Group,CUTTER SIDE TAPERED FLUSH 4"",15,0,"25.20000","0","1","Xcelite®","Active","Side (Diagonal)","Tapered","Flush","4.00"" (101.6mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9006020000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_90060200009999.jpg,281-5072-ND,9006020000,Weidmüller,CUTTER CABLE,17,21,"27.64000","0","1","Swifty®","Active","Cable","-","-","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D228-7.jpg,1742-1449-ND,D228-7,"Klein Tools, Inc.",CUTTER SIDE OVAL BEVEL 7.13"",6,0,"33.82000","0","1","-","Active","Side (Diagonal)","Oval","Bevel","7.13"" (181.0mm)","High Leverage, Non-Slip, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D228-8.jpg,1742-1370-ND,D228-8,"Klein Tools, Inc.",CUTTER SIDE OVAL BEVEL 8.06"",9,0,"34.96000","0","1","-","Active","Side (Diagonal)","Oval","Bevel","8.06"" (204.7mm)","High Leverage, Non-Slip, Soft Grips"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EMS545JN.jpg,EMS545JN-ND,EMS545JN,Apex Tool Group,CUTTER SIDE TAPERED FLUSH 5.5"",17,0,"37.30000","0","1","Xcelite®","Active","Side (Diagonal)","Tapered","Flush","5.50"" (140.0mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_EMS543JN.jpg,EMS543JN-ND,EMS543JN,Apex Tool Group,CUTTER SIDE TAPERED FLUSH 5.5"",14,0,"38.20000","0","1","Xcelite®","Active","Side (Diagonal)","Tapered, Relieved","Flush","5.50"" (140.0mm)","ESD Safe"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2000-28.jpg,1742-1366-ND,D2000-28,"Klein Tools, Inc.",CUTTER SIDE OVAL BEVEL 8.06"",11,0,"41.22000","0","1","2000","Active","Side (Diagonal)","Oval","Bevel","8.06"" (204.7mm)","High Leverage, Non-Slip, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_1104.jpg,1742-1460-ND,1104,"Klein Tools, Inc.",CUTTER CABLE OVL CROSSBLADE 7.63,10,0,"43.81000","0","1","-","Active","Cable","Oval","-","7.63"" (193.8mm)","High Leverage, Non-Slip, Notched Blades"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/WorkatHeightBrochure_96429_RevB.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D248-9STT.jpg,1742-1372-ND,D248-9STT,"Klein Tools, Inc.",CUTTER SIDE ANGLED BEVEL 9"",11,0,"43.84000","0","1","-","Active","Side (Diagonal)","Angled","Bevel","9.00"" (228.6mm)","High Leverage, Non-Slip, Soft Grip, Tether Ring"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/WorkatHeightBrochure_96429_RevB.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D228-8TT.jpg,1742-1371-ND,D228-8TT,"Klein Tools, Inc.",CUTTER SIDE OVAL FLUSH 8"",11,0,"44.06000","0","1","-","Active","Side (Diagonal)","Oval","Flush","8.00"" (203.2mm)","High Leverage, Non-Slip, Soft Grip, Tether Ring"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96536_HeavyDutyDiagonal_Cutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J2000-59_A.jpg,1742-1375-ND,J2000-59,"Klein Tools, Inc.",CUTTERS HEAVY DUTY DIAGONAL,8,0,"47.58000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Cutting_Tools.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9002170000.jpg,281-5044-ND,9002170000,Weidmüller,CUTTER SIDE OVAL CROSSING 8.46"",6,7,"51.27000","0","1","KT ZQV","Active","Side (Diagonal)","Oval","-","8.46"" (215.0mm)","-"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5140.CR.BG.jpg,ES5140.CR.BG-1109-ND,ES5140.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,7,0,"55.81000","0","1","-","Active","Side (Diagonal)","Oval","Semi Flush","4.72"" (120.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5141.CR.BG.jpg,ES5141.CR.BG-1110-ND,ES5141.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,20,0,"57.00000","0","1","-","Active","Side (Diagonal)","Oval","Flush","4.72"" (120.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5142.CR.BG.jpg,ES5142.CR.BG-1111-ND,ES5142.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,19,0,"58.19000","0","1","-","Active","Side (Diagonal)","Oval","Full Flush","4.72"" (120.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5150.CR.BG.jpg,ES5150.CR.BG-1112-ND,ES5150.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,19,0,"58.19000","0","1","-","Active","Side (Diagonal)","Oval","Semi Flush","4.72"" (120.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5151.CR.BG.jpg,ES5151.CR.BG-1113-ND,ES5151.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,16,0,"59.38000","0","1","-","Active","Side (Diagonal)","Oval","Flush","4.72"" (120.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5160L.CR.BG.jpg,ES5160L.CR.BG-1114-ND,ES5160L.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,20,0,"60.56000","0","1","-","Active","Side (Diagonal)","Oval","Semi Flush","4.92"" (125.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5542.CR.BG.jpg,ES5542.CR.BG-1117-ND,ES5542.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,13,0,"62.94000","0","1","-","Active","Side (Diagonal)","Tapered, Relieved","Full Flush","4.72"" (120.0mm)","Ergonomic, ESD Safe"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5247.CR.BG.jpg,ES5247.CR.BG-1115-ND,ES5247.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,20,0,"65.31000","0","1","-","Active","Tip (Oblique)","Angled, 50°","Full Flush","4.92"" (125.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Pliers.pdf,//media.digikey.com/photos/Weidmuller/9046410000.jpg,281-6164-ND,9046410000,Weidmüller,CUTTER SIDE OVAL BEVEL 6.3"",7,7,"68.70000","0","1","KSE","Active","Side (Diagonal)","Oval","Bevel","6.30"" (160.0mm)","Insulated to 1000V"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_632N.jpg,632N-ND,632N,Apex Tool Group,CUTTER SIDE OVAL SPR FULL FLUSH,10,0,"74.00000","0","1","Erem®","Active","Side (Diagonal)","Oval","Super Full Flush","4.33"" (110.0mm)","-"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES5250.CR.BG.jpg,ES5250.CR.BG-1116-ND,ES5250.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,18,0,"82.89000","0","1","-","Active","Tip (Oblique)","Angled, 45°","Full Flush","4.92"" (125.0mm)","Ergonomic, ESD Safe"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2000-48-INS.jpg,D2000-48-INS-ND,D2000-48-INS,"Klein Tools, Inc.",CUTTER SIDE ANGLED BEVEL 8.25"",2,0,"83.26000","0","1","2000","Active","Side (Diagonal)","Angled","Bevel","8.25"" (209.6mm)","High Leverage, Impact Resistant, Insulated to 1000V, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63050-INS.jpg,63050-INS-ND,63050-INS,"Klein Tools, Inc.",CUTTER CABLE OVAL CROSS 9.63"",2,0,"84.23000","0","1","-","Active","Cable","Oval","-","9.63"" (244.6mm)","High Leverage, Impact Resistant, Insulated to 1000V, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63050-EINS.jpg,63050-EINS-ND,63050-EINS,"Klein Tools, Inc.",CUTTER CABLE OVAL CROSS 9.63"",2,0,"84.23000","0","1","-","Active","Cable","Oval","-","9.63"" (244.6mm)","Insulated to 1000V, Soft Grips"
-,//media.digikey.com/Photos/Weidmuller/MFG_1157830000.jpg,281-4367-ND,1157830000,Weidmüller,CUTTER CABLE OVAL SEMIFLSH 8.27"",3,3,"85.93000","0","1","-","Active","Cable","Oval","Semi Flush","8.27"" (210.0mm)","-"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_570E.jpg,570E-ND,570E,Apex Tool Group,CUTTER TIP TAPERED FLUSH 4.72"",5,0,"89.00000","0","1","Erem®","Active","Tip (Oblique)","Tapered, Relieved","Flush","4.72"" (120.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Cutting_Tools.pdf,-,281-6717-ND,9002300000,Weidmüller,CUTTER RIBBON CABLE STRT 8.46"",3,0,"90.31000","0","1","KT, FieldPower®","Active","Ribbon Cable","Straight","-","8.46"" (215.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9004500000.pdf,//media.digikey.com/photos/Weidmuller/9004500000.jpg,281-1533-ND,9004500000,Weidmüller,CUTTER TIP CIRCULAR 6.58"",5,0,"94.18000","0","1","-","Active","Tip (End)","Circular","-","6.58"" (167.0mm)","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63016.jpg,63016-ND,63016,"Klein Tools, Inc.",CUTTER CABLE OVAL CROSS 7.5"",2,0,"94.78000","0","1","-","Active","Cable","Oval","-","7.50"" (190.5mm)","Locking Blades, Soft Grips"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_504E.jpg,504E-ND,504E,Apex Tool Group,CUTTER TIP ANGL FULL FLUSH 4.25"",4,0,"95.00000","0","1","Erem®","Active","Tip (Oblique)","Angled","Full Flush","4.25"" (108.0mm)","-"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_2403E.jpg,2403E-ND,2403E,Apex Tool Group,CUTTER TIP ANG 30DEG FULLFLSH 5"",13,0,"101.00000","0","1","Erem®","Active","Tip (Oblique)","Angled, 30°","Full Flush","5.00"" (127.0mm)","Ergonomic"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63035.jpg,63035-ND,63035,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 16.25"",4,0,"101.74000","0","1","-","Active","Cable","Circular","-","16.25"" (412.8mm)","Adjustable Tension, Black Finish, Non-Slip"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63035SC.JPG,63035SC-ND,63035SC,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 18"",2,0,"108.22000","0","1","-","Active","Cable","Circular","-","18.00"" (457.2mm)","Adjustable Tension, Black Finish, Non-Slip"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M401EC.jpg,232-1042-ND,M401EC,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 5.6"",4,0,"159.40000","0","1","M","Active","Side (Diagonal)","Tapered","Full Flush","5.60"" (142.2mm)","Carbide Blades, Ergonomic, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M405C.jpg,232-1040-ND,M405C,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 4.7"",6,0,"160.07000","0","1","M","Active","Side (Diagonal)","Tapered, Relieved","Full Flush","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M4011C.jpg,232-1037-ND,M4011C,Swanstrom Tools USA,CUTTER SIDE TPRD 4.7"",2,0,"160.07000","0","1","M","Active","Side (Diagonal)","Tapered","-","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63041.jpg,1742-1272-ND,63041,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 25.5"",3,0,"161.51000","0","1","-","Active","Cable","Circular","-","25.50"" (647.7mm)","Replaceable Blades, Non-Slip, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_M4011EC.jpg,232-1043-ND,M4011EC,Swanstrom Tools USA,CUTTER SIDE TPRD 5.6"",5,0,"168.28000","0","1","M","Active","Side (Diagonal)","Tapered","-","5.60"" (142.2mm)","Carbide Blades, Ergonomic, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M405EC.jpg,232-1044-ND,M405EC,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 5.6"",4,0,"168.28000","0","1","M","Active","Side (Diagonal)","Tapered, Relieved","Full Flush","5.60"" (142.2mm)","Carbide Blades, Ergonomic, ESD Safe, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96259-UtilityCatalogSupplement.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63041TH.jpg,63041TH-ND,63041TH,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 25.5"",2,0,"169.23000","0","1","-","Active","Cable","Circular","-","25.50"" (647.7mm)","Adjustable Tension, Includes Rubber Sleeves, Non-Slip, Replaceable Blades, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M407C.jpg,232-1046-ND,M407C,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 4.7"",9,0,"177.86000","0","1","M","Active","Side (Diagonal)","Tapered, Relieved","Full Flush","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M409C.jpg,232-1048-ND,M409C,Swanstrom Tools USA,CUTTER SIDE OVAL SEMI FLUSH 4.7"",3,0,"177.86000","0","1","M","Active","Side (Diagonal)","Oval","Semi Flush","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M406C.JPG,232-1041-ND,M406C,Swanstrom Tools USA,SMALL CARBIDE SLIM TAPER RELIEVE,6,0,"178.73000","0","1","*","Active","-","-","-","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63041.jpg,63045-ND,63045,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 32"",2,0,"185.21000","0","1","-","Active","Cable","Circular","-","32.00"" (812.8mm)","Adjustable Tension, Black Finish, Non-Slip, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M409EC.jpg,232-1049-ND,M409EC,Swanstrom Tools USA,CUTTER SIDE OVAL SEMI FLUSH 5.6"",5,0,"186.76000","0","1","M","Active","Side (Diagonal)","Oval","Semi Flush","5.60"" (142.2mm)","Carbide Blades, Ergonomic, ESD Safe, Soft Grips"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63047.jpg,63047-ND,63047,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 37"",2,0,"260.29000","0","1","-","Active","Cable","Circular","-","37.00"" (939.8mm)","Adjustable Tension, Black Finish, Non-Slip, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63060.jpg,1742-1340-ND,63060,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 10.25"",2,0,"270.72000","0","1","-","Active","Cable","Circular","-","10.25"" (260.4mm)","High Leverage, Locking Blades, Quick Release Lever, Ratcheting, Soft Grips"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/63711.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63711.JPG,1742-1218-ND,63711,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 11.5"",6,0,"289.76000","0","1","-","Active","Cable","Circular","-","11.50"" (293.0mm)","High Leverage, Soft Grips"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_503ETST.jpg,503ETST-ND,503ETST,Apex Tool Group,CUTTER TIP ANGL FULL FLUSH 4.25"",7,0,"317.00000","0","1","Erem®","Active","Tip (Oblique)","Angled","Full Flush","4.25"" (108.0mm)","Carbide Blades"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63750.jpg,63750-ND,63750,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 12.13"",2,0,"392.99000","0","1","-","Active","Cable","Circular","-","12.13"" (308.0mm)","High Leverage, Locking Blades, Quick Release Lever, Ratcheting, Soft Grips"
