Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Tip - Type","Range of Values","Drive Size","Includes","Features","Quantity"
https://cdn.wihatoolsus.com/pdfs/WihaTorxCatalog.pdf,//media.digikey.com/Photos/Wiha/77195.jpg,77195-ND,77195,Wiha,SOCKET SET TORX 3/8"" 9PC,0,0,"69.66000","0","1","Torx®","Active","Socket Set","Torx®","T8 ~ T40","3/8""","Storage Rail","Replaceable Bits","9 Pieces"
-,-,80577-ND,80577,Apex Tool Group,SET SKT SCRDR BIT 7PC,0,0,"70.97000","0","6","-","Active","Socket Set","-","-","3/4""","-","-","7 Pieces"
-,-,80650-ND,80650,Apex Tool Group,SET SKT 15PC 1/4DR 6PT,0,0,"72.99000","0","1","-","Active","Socket Set","6 Point Socket","-","1/4""","Plastic Case","Chrome Finish","15 Pieces"
-,-,80561-ND,80561,Apex Tool Group,SET SKT STD SAE 3/8DR 12PT 13PC,0,0,"74.54000","0","10","-","Active","Socket Set","12 Point Socket","-","3/4""","-","-","13 Pieces"
-,-,80553-ND,80553,Apex Tool Group,SET SKT STD SAE 3/8DR 6PT 13PC,0,0,"74.56000","0","10","-","Active","Socket Set","6 Point Socket","-","3/4""","-","-","13 Pieces"
-,-,84926N-ND,84926N,Apex Tool Group,SET EXT IMP 3/8DR 4PC,0,0,"74.82000","0","1","-","Active","Socket Set","-","-","3/4""","-","-","-"
-,-,8801A-ND,8801A,Apex Tool Group,"SOCKET SET,20PC,3/8"" DR,SAE/MM",0,0,"75.26000","0","3","-","Active","-","-","-","-","-","-","-"
-,-,80552-ND,80552,Apex Tool Group,SET SKT STD MET 3/8DR 6PT 14PC,0,0,"75.44000","0","10","-","Active","Socket Set","6 Point Socket","-","3/4""","-","-","14 Pieces"
-,-,84908-ND,84908,Apex Tool Group,SET SKT IMP DP SAE 1/4DR 10PC,0,0,"75.94000","0","1","-","Active","Socket Set","6 Point Socket","-","1/4""","-","-","10 Pieces"
-,-,80723-ND,80723,Apex Tool Group,SET SKT TORX PRS FIT BIT 13PC,0,0,"77.45000","0","6","-","Active","Socket Set","Torx®","-","1/4"", 1/2"", 3/4""","-","-","13 Pieces"
