Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","End - Size","Features","Length"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/MKT081817_Wrenches_WebReady%20(003).pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D86934.jpg,1742-1260-ND,D86934,"Klein Tools, Inc.","SLIM JAW ADJUSTABLE WRENCH, 8""",15,0,"39.40000","0","1","-","Active","Adjustable","1""","Soft Grip","6.09"" (154.8mm)"
https://www.jonard.com/~/media/D2ABDF4E9B02485690C794D70DEB7D07.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_TWAF-91630.jpg,K724-ND,TWAF-91630,Jonard Tools,WRENCH TORQUE 9/16"" 6.5"",10,0,"39.54000","0","1","TWAF","Active","Torque Wrench","9/16""","30 in-lbs (3.4Nm) Torque, 15°, Audible Click, Black Oxide Finish, Ergonomic, Soft Grip","6.50"" (165.1mm)"
https://www.jonard.com/~/media/D2ABDF4E9B02485690C794D70DEB7D07.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_TWAF-91640.jpg,K725-ND,TWAF-91640,Jonard Tools,"TORQUE WRENCH, FULL 9/16, 30IN/L",10,0,"39.54000","0","1","*","Active","Torque Wrench","-","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_507-10.jpg,1742-1501-ND,507-10,"Klein Tools, Inc.",WRENCH ADJUSTABLE 1-5/16"" 10.13"",9,0,"44.62000","0","1","-","Active","Adjustable","1-5/16""","Chrome Finish","10.13"" (257.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/MKT081817_Wrenches_WebReady%20(003).pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D86936.jpg,1742-1261-ND,D86936,"Klein Tools, Inc.","SLIM JAW ADJUSTABLE WRENCH, 8""",6,0,"48.65000","0","1","-","Active","Adjustable","1-1/2""","Soft Grip","8.37"" (212.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_507-10.jpg,1742-1502-ND,507-12,"Klein Tools, Inc.",WRENCH ADJUSTABLE 1-1/2"" 12.25"",11,0,"60.83000","0","1","-","Active","Adjustable","1-1/2""","Chrome Finish","12.25"" (311.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_506-15.jpg,1742-1500-ND,506-15,"Klein Tools, Inc.",WRENCH ADJUST 1-11/16"" 15.88"",6,0,"88.87000","0","1","-","Active","Adjustable","1-11/16""","Chrome Finish","15.88"" (403.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_3146B.jpg,3146B-ND,3146B,"Klein Tools, Inc.",WRENCH LINEMANS ASSORTED 13"",2,0,"92.73000","0","1","-","Active","Lineman's Wrench","1-1/16"", 1-3/16"" x 11/16"", 7/8""","-","13.00"" (330.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_3146.jpg,3146KT-ND,3146,"Klein Tools, Inc.",WRENCH LINEMANS ASSORTED 13"",2,0,"92.73000","0","1","-","Active","Lineman's Wrench","29/32"", 1-3/32"" x 5/8"", 13/16""","-","13.00"" (330.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_3146.jpg,3146A-ND,3146A,"Klein Tools, Inc.",WRENCH LINEMANS ASSORTED 13"",2,0,"92.73000","0","1","-","Active","Lineman's Wrench","1-1/16"", 1-5/16"" x 5/8"", 7/8""","-","13.00"" (330.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_3239.jpg,3239-ND,3239,"Klein Tools, Inc.",WRENCH ADJUSTABLE 1-1/2"" 16"",2,0,"96.81000","0","1","-","Active","Adjustable","1-1/2""","Black Finish, Tapered Handle, Tether Hole","16.00"" (406.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68245.jpg,1742-1620-ND,68245,"Klein Tools, Inc.",WRENCH WRENCH SET 1/4"" - 7/8"",3,0,"111.01000","0","1","-","Active","Wrench Set","1/4"" ~ 7/8""","Set of 5, Chrome Finish, Offset, Ratcheting, Vinyl Pouch","Assorted"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KT151T.jpg,KT151T-ND,KT151T,"Klein Tools, Inc.",WRENCH BOXEND RATCHET ASSORT 13"",2,0,"126.51000","0","1","-","Active","Lineman’s, Ratcheting","3/4"", 1"", 1-1/8""","-","13.00"" (330.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KT155T.jpg,KT155T-ND,KT155T,"Klein Tools, Inc.",WRENCH BOXEND RATCHET ASSORTED,8,0,"128.96000","0","1","-","Active","Lineman’s, Ratcheting","9/16"", 3/4"", 1"", 1-1/8""","5-in-1","9.38"" (238.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KT155HD.jpg,KT155HD-ND,KT155HD,"Klein Tools, Inc.",WRENCH BOXEND RATCHET ASSORT 12"",2,0,"129.29000","0","1","-","Active","Lineman’s, Ratcheting","9/16"", 3/4"", 1"", 1-1/8""","5-in-1","12.00"" (304.8mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_500-18.jpg,500-18-ND,500-18,"Klein Tools, Inc.",WRENCH ADJUSTABLE 2-1/16"" 18.25"",2,0,"133.65000","0","1","-","Active","Adjustable","2-1/16""","Chrome Finish","18.25"" (463.6mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68502.jpg,1742-1627-ND,68502,"Klein Tools, Inc.",WRENCH SET 7MM - 19MM ASSORTED,2,0,"134.92000","0","1","-","Active","Wrench Set","7mm ~ 19mm","Set of 11, Chrome Finish, Offset, Vinyl Pouch","Assorted"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KT152T.jpg,KT152T-ND,KT152T,"Klein Tools, Inc.",WRENCH BOXEND RATCHET ASSORTED,2,0,"137.59000","0","1","-","Active","Lineman’s, Ratcheting","3/4"", 13/16"", 1"", 1-1/8""","High Leverage","13.25"" (336.6mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68222.jpg,1742-1275-ND,68222,"Klein Tools, Inc.",WRENCH SET 1/4"" - 7/8"" ASSORTED,13,0,"160.29000","0","1","-","Active","Wrench Set","1/4"" ~ 7/8""","Set of 7, Chrome Finish, Offset, Ratcheting, Vinyl Pouch","Assorted"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_500-18.jpg,500-24-ND,500-24,"Klein Tools, Inc.",WRENCH ADJUSTABLE 2-1/2"" 24"",2,0,"235.41000","0","1","-","Active","Adjustable","2-1/2""","Chrome Finish","24.00"" (609.6mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68406.jpg,1742-1623-ND,68406,"Klein Tools, Inc.",WRENCH WRENCH SET 3/8"" - 1-1/4"",3,0,"324.28000","0","1","-","Active","Wrench Set","3/8"" ~ 1-1/4""","Set of 14, Chrome Finish, Offset, Vinyl Pouch","Assorted"
https://catalog.rosenberger.com/images/documents/db/64W022-001_DB.pdf,//media.digikey.com/Photos/Rosenberger/MFG_64W022-001.jpg,1868-1460-ND,64W022-001,Rosenberger,4.3/10 TORQUE WRENCH 5.00 NM,5,0,"457.40000","0","1","-","Active","Torque Wrench","22mm","Protective Cover","-"
https://cdn.wihatoolsus.com/pdfs/WihaShopCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_300xx.JPG,431-1840-ND,30054,Wiha,WRENCH COMBINATION 3/8"",42,0,"3.32000","0","1","-","Active","Combination","3/8""","Chrome Finish","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/21187-0308.jpg,243-1543-ND,21187-0308,Aven Tools,WRENCH COMBINATION 3/8"" 5.69"",7,0,"30.63000","0","1","-","Active","Combination","3/8""","Angled 15°","5.69"" (144.5mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Open-Ended%20Spanners.pdf,//media.digikey.com/Photos/Wiha/MFG_20006.jpg,431-2488-ND,20138,Wiha,WRENCH OPEN END 9/16"" 5.75"",10,0,"35.18000","0","1","-","Active","Open End (Single)","9/16""","Angled 15°, Insulated to 1000V","5.75"" (146.0mm)"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_76208.jpg,431-1760-ND,76208,Wiha,WRENCH ADJUSTABLE 1"" 7.87"",6,0,"47.94000","0","1","-","Active","Adjustable","1""","Insulated to 1000V","7.87"" (200.0mm)"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_76212.jpg,431-2086-ND,76212,Wiha,WRENCH ADJUSTABLE 1-1/2"" 11.81"",10,0,"68.50000","0","1","-","Active","Adjustable","1-1/2""","Insulated to 1000V","11.81"" (300.0mm)"
-,-,431-30321-ND,30321,Wiha,COMBINATION RATCHET WRENCH 28MM,5,0,"103.01000","0","1","*","Active","-","-","-","-"
-,-,431-30326-ND,30326,Wiha,COMBINATION RATCHET WRENCH 29MM,5,0,"103.01000","0","1","*","Active","-","-","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/21190-10.jpg,243-1508-ND,21190-10,Aven Tools,WRENCH ADJUSTABLE 1-5/16"" 10"",2,0,"106.93000","0","1","-","Active","Adjustable","1-5/16""","Auto Locking","10.00"" (254.0mm)"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/21190-10G.jpg,243-1467-ND,21190-10G,Aven Tools,WRENCH ADJUSTABLE 1-5/16"" 10"",3,0,"109.16000","0","1","-","Active","Adjustable","1-5/16""","Auto Locking, Soft Grip","10.00"" (254.0mm)"
-,-,431-30451-ND,30451,Wiha,COMBINATION INCH WRENCH 1-3/8"",5,0,"111.39000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Combination%20Wrenches%20p209.pdf,//media.digikey.com/Photos/Wiha/MFG_40086.jpg,431-1965-ND,40086,Wiha,WRENCH SET COMBINATION 7MM-15MM,8,0,"115.00000","0","1","-","Active","Wrench Set","7mm ~ 15mm","Set of 9, Satin Chrome Finish","Assorted"
-,-,431-30328-ND,30328,Wiha,COMBINATION RATCHET WRENCH 30MM,5,0,"121.74000","0","1","*","Active","-","-","-","-"
-,-,431-30452-ND,30452,Wiha,COMBINATION INCH WRENCH 1-1/2"",5,0,"134.07000","0","1","*","Active","-","-","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/21190-12.jpg,243-1468-ND,21190-12,Aven Tools,WRENCH ADJUSTABLE 1-1/2"" 12"",3,0,"138.42000","0","1","-","Active","Adjustable","1-1/2""","Auto Locking","12.00"" (304.8mm)"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_76290.jpg,431-1761-ND,76290,Wiha,WRENCH SET ADJUSTABLE,2,0,"169.66000","0","1","-","Active","Wrench Set","Adjustable","Includes Roll Up Pouch, Insulated to 1000V","Assorted"
-,-,431-30391-ND,30391,Wiha,RATCHET WRENCH SET 12 PC ME,10,0,"194.70000","0","1","-","Active","Wrench Set","8mm ~ 19mm","-","Assorted"
-,-,431-30394-ND,30394,Wiha,RATCHET WRENCH SET 12 PC IN,10,0,"194.70000","0","1","-","Active","Wrench Set","1/4"" ~ 7/8""","-","Assorted"
-,-,431-30495-ND,30495,Wiha,WRENCH INCH + METRIC 24 PC,10,0,"199.92000","0","1","-","Active","Wrench Set","-","-","Assorted"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/21187-105.jpg,243-1515-ND,21187-105,Aven Tools,WRENCH SET COMBINATION 5/16-5/8"",2,0,"217.42000","0","1","-","Active","Wrench Set","5/16"" ~ 5/8""","Set of 6, Angled 15°, Includes Pouch","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Metric%20Open-Ended%20Spanners.pdf,//media.digikey.com/Photos/Wiha/MFG_20093.jpg,431-1638-ND,20093,Wiha,WRENCH SET OPEN END 6MM-19MM,3,0,"256.82000","0","1","-","Active","Wrench Set","6mm ~ 19mm","Set of 8, Includes Roll Up Pouch, Insulated to 1000V","Assorted"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/21095.jpg,431-1780-ND,21096,Wiha,WRENCH SET BOX END 5/16"" - 3/4"",2,0,"275.68000","0","1","-","Active","Wrench Set","5/16"" ~ 3/4""","Set of 8, Includes Pouch, Insulated to 1000V, Offset","Assorted"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8676&DocType=SS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1055480-1.jpg,A142075-ND,1055480-1,TE Application Tooling,TORQUE WRENCH,2,0,"435.00000","0","1","-","Active","Torque Wrench","1/4""","5.0 in-lbs (0.6Nm) Torque, Interchangeable Head, Protective Cover","7.00"" (177.8mm)"
-,-,A142084-ND,1490262-2,TE Application Tooling,TORQUE WRENCH 15 IN-LBS,3,0,"458.04000","0","1","-","Active","-","-","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/20194.jpg,431-1777-ND,20194,Wiha,WRENCH SET 1/4"" - 1"",2,0,"461.20000","0","1","-","Active","Wrench Set","1/4"" ~ 1""","Set of 13, Includes Tray, Insulated to 1000V","Assorted"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8676&DocType=SS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1055480-1.jpg,A142074-ND,1055276-1,TE Application Tooling,2098 0351 54,3,0,"489.72000","0","1","-","Active","SMA Torque Wrench","1/4""","8.0 in-lbs (0.9Nm) Torque, Interchangeable Head, Protective Cover","7.00"" (177.8mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Metric%20Open-Ended%20Spanners.pdf,//media.digikey.com/Photos/Wiha/MFG_20091.jpg,431-1776-ND,20091,Wiha,WRENCH SET OPEN END 6MM-24MM,2,0,"490.10000","0","1","-","Active","Wrench Set","6mm ~ 24mm","Set of 15, Includes Roll Up Pouch, Insulated to 1000V","Assorted"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8676&DocType=SS&DocLang=EN,-,A142079-ND,1055791-1,TE Application Tooling,WRENCH OPEN END 5/8"" 6.97"",5,0,"493.88000","0","1","-","Active","Torque Wrench","5/8""","14.0 in-lbs (1.6Nm) Torque, Interchangeable Head, Protective Cover","6.97"" (177.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Open-Ended%20Spanners.pdf,//media.digikey.com/Photos/Wiha/MFG_20190.jpg,431-1639-ND,20190,Wiha,WRENCH SET OPEN END 5/16-1-1/8"",2,0,"587.14000","0","1","-","Active","Wrench Set","5/16"" ~ 1-1/8""","Set of 14, Angled 15°, Includes Roll Up Pouch, Insulated to 1000V","Assorted"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8676&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/1055826-1.JPG,A142080-ND,1055826-1,TE Application Tooling,WRENCH OPEN END 5/32"" 6.97"",3,0,"598.50000","0","1","-","Active","Torque Wrench","5/32""","8.0 in-lbs (0.9Nm) Torque, Interchangeable Head, Protective Cover","6.97"" (177.0mm)"
-,-,A142085-ND,1725859-1,TE Application Tooling,4.0 IN-LB TORQUE WRENCH,10,0,"619.50000","0","1","-","Active","-","-","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/21093.jpg,431-1779-ND,21094,Wiha,WRENCH SET BOX END 1/4"" - 1-1/4"",2,0,"623.70000","0","1","-","Active","Wrench Set","1/4"" ~ 1-1/4""","Set of 16, Includes Pouch, Insulated to 1000V, Offset","Assorted"
-,//media.digikey.com/Photos/TE%20Connectivity/1725859-2.jpg,A142086-ND,1725859-2,TE Application Tooling,8.0 IN-LB TORQUE WRENCH,5,0,"663.75000","0","1","-","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8640&DocType=SS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1055267-1.jpg,A142073-ND,1055267-1,TE Application Tooling,TORQUE WRENCH,3,0,"718.08000","0","1","-","Active","SMA Torque Wrench","1/4"", 5/16""","8.0 in-lbs (0.9Nm) Torque, Interchangeable Head, Protective Cover","4.49"" (114.0mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8676&DocType=SS&DocLang=EN,-,A142078-ND,1055790-1,TE Application Tooling,WRENCH OPEN END 13/16"" 6.97"",5,0,"855.50000","0","1","-","Active","Torque Wrench","13/16""","14.0 in-lbs (1.6Nm) Torque, Interchangeable Head, Protective Cover","6.97"" (177.0mm)"
-,-,A142087-ND,1725859-3,TE Application Tooling,2.0 IN-LB TORQUE WRENCH,3,0,"855.50000","0","1","-","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=408-8676&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/1061789-1.jpg,A142083-ND,1061789-1,TE Application Tooling,WRENCH OPEN END 3/4"" 6.97"",2,0,"855.50000","0","1","-","Active","Torque Wrench","3/4""","14.0 in-lbs (1.6Nm) Torque, Interchangeable Head, Protective Cover","6.97"" (177.0mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1055516&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1055516-1.JPG,A142077-ND,1055516-1,TE Application Tooling,OFFSET MINI TORQUE WRENCH,3,0,"2237.20000","0","1","-","Active","SMA Torque Wrench","5/16""","8.0 in-lbs (0.9Nm) Torque, Interchangeable Head, Protective Cover","4.49"" (114.0mm)"
-,//media.digikey.com/Photos/Wiha/35089.jpg,431-1902-ND,35089,Wiha,WRENCH SET OPEN END 1/4"" - 7/8"",6,0,"41.38000","0","1","-","Obsolete","Wrench Set","1/4"" ~ 7/8""","Set of 5, Narrow Style, Satin Chrome Finish","Assorted"
https://www.jonard.com/~/media/9408275049FC4215944CB720A4C7B75C.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_AW-10.JPG,K607-ND,AW-10,Jonard Tools,WRENCH ADJUSTABLE 1-5/16"" 10"",9,0,"15.00000","0","1","AW","Active","Adjustable","1-5/16""","Polished Chrome Finish, Soft Grip, Wide Capacity","10.00"" (254.0mm)"
https://www.jonard.com/~/media/635AB14FC2A841F99D171902BC8F1A82.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_AW-8.JPG,K638-ND,AW-8,Jonard Tools,WRENCH ADJUSTABLE 1-1/8"" 8"",11,0,"12.12000","0","1","AW","Active","Adjustable","1-1/8""","Polished Chrome Finish, Soft Grip, Wide Capacity","8.00"" (203.2mm)"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0354-11.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0354-11.jpg,0354-11-ND,0354-11,Greenlee Communications,WRENCH COMBINATION 1/4"" 5.31"",10,0,"14.79000","0","1","-","Active","Combination, Ratcheting","1/4""","Polished Chrome Finish","5.31"" (134.9mm)"
https://www.jonard.com/~/media/09BA21F254D74608A7239BDC94242D50.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_CW-716.jpg,K732-ND,CW-716,Jonard Tools,WRENCH COMBO 7/16"" 6.63"",18,0,"6.72000","0","1","CW","Active","Combination","7/16""","15°, Polished Chrome Finish","6.63"" (168.4mm)"
https://www.jonard.com/~/media/99E764C27E674E19BAEE3E8CAB34C0FD.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_ASW-12.jpg,K699-ND,ASW-12,Jonard Tools,WRENCH OPEN END 1/2"" 6.5"",12,0,"10.20000","0","1","ASW","Active","Open End","1/2""","Polished Chrome Finish","6.50"" (165.1mm)"
https://www.jonard.com/~/media/99E764C27E674E19BAEE3E8CAB34C0FD.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_ASW-716.jpg,K665-ND,ASW-716,Jonard Tools,WRENCH OPEN END 7/16"" 6.5"",10,0,"10.20000","0","1","ASW","Active","Open End","7/16""","Polished Chrome Finish","6.50"" (165.1mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68410.jpg,68410-ND,68410,"Klein Tools, Inc.",WRENCH WRENCH SET 1/4"" - 15/16"",5,0,"10.26000","0","1","-","Active","Wrench Set","1/4"" ~ 15/16""","Chrome Finish, Offset","Assorted"
https://www.jonard.com/~/media/99E764C27E674E19BAEE3E8CAB34C0FD.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_ASW-916.jpg,K701-ND,ASW-916,Jonard Tools,WRENCH OPEN END 9/16"" 7.5"",18,0,"10.45000","0","1","ASW","Active","Open End","9/16""","Polished Chrome Finish","7.50"" (190.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_685xx.jpg,68507-ND,68507,"Klein Tools, Inc.",WRENCH COMBINATION 7MM 5.12"",2,0,"10.51000","0","1","-","Active","Combination","7mm","Chrome Finish, Offset","5.12"" (130.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_684xx.jpg,68460-ND,68460,"Klein Tools, Inc.",WRENCH OPEN END 1/4""X5/16"" 4.75"",2,0,"10.64000","0","1","-","Active","Open End","1/4"" x 5/16""","Chrome Finish, Offset","4.75"" (120.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68410.jpg,68411-ND,68411,"Klein Tools, Inc.",WRENCH COMBINATION 5/16"" 4.38"",4,0,"10.93000","0","1","-","Active","Combination","5/16""","Chrome Finish, Offset","4.38"" (111.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_685xx.jpg,68508-ND,68508,"Klein Tools, Inc.",WRENCH COMBINATION 8MM 5.39"",23,0,"11.02000","0","1","-","Active","Combination","8mm","Chrome Finish, Offset","5.39"" (137.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68410.jpg,68412-ND,68412,"Klein Tools, Inc.",WRENCH COMBINATION 3/8"" 6.13"",2,0,"11.67000","0","1","-","Active","Combination","3/8""","Chrome Finish, Offset","6.13"" (155.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_685xx.jpg,68509-ND,68509,"Klein Tools, Inc.",WRENCH COMBINATION 9MM 6.1"",2,0,"11.70000","0","1","-","Active","Combination","9mm","Chrome Finish, Offset","6.10"" (155.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_684xx.jpg,68461-ND,68461,"Klein Tools, Inc.",WRENCH OPEN END 3/8"" X 7/16"" 6"",2,0,"12.03000","0","1","-","Active","Open End","3/8"" x 7/16""","Chrome Finish, Offset","6.00"" (152.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_685xx.jpg,68510-ND,68510,"Klein Tools, Inc.",WRENCH COMBINATION 10MM 6.5"",2,0,"12.22000","0","1","-","Active","Combination","10mm","Chrome Finish, Offset","6.50"" (165.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68410.jpg,68413-ND,68413,"Klein Tools, Inc.",WRENCH COMBINATION 7/16"" 6.38"",2,0,"12.43000","0","1","-","Active","Combination","7/16""","Chrome Finish, Offset","6.38"" (162.1mm)"
https://www.jonard.com/~/media/99E764C27E674E19BAEE3E8CAB34C0FD.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_ASW-7916.jpg,K703-ND,ASW-7916,Jonard Tools,WRENCH OPEN END 7/16X9/16"" 7.5"",20,0,"12.47000","0","1","ASW","Active","Open End","7/16"" x 9/16""","Polished Chrome Finish","7.50"" (190.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_685xx.jpg,68511-ND,68511,"Klein Tools, Inc.",WRENCH COMBINATION 11MM 6.5"",2,0,"12.71000","0","1","-","Active","Combination","11mm","Chrome Finish, Offset","6.50"" (165.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_68200.jpg,68201KT-ND,68201,"Klein Tools, Inc.",WRENCH BOXEND RATCHET 3/8""X7/16"",2,0,"13.00000","0","1","-","Active","Box End, Ratcheting","3/8"" x 7/16""","Chrome Finish, Offset","5.50"" (139.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Wrenches.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_685xx.jpg,68512-ND,68512,"Klein Tools, Inc.",WRENCH COMBINATION 12MM 7.13"",2,0,"13.22000","0","1","-","Active","Combination","12mm","Chrome Finish, Offset","7.13"" (181.0mm)"
