Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Tip - Type","Tip - Shape","Jaw - Type","Features","Length"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9NETH.jpg,1742-1393-ND,D213-9NETH,"Klein Tools, Inc.",PLIERS HIGH-LEVERAGE 9"",7,0,"47.52000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","9.38"" (238.3mm)"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES6023.CR.BG.jpg,ES6023.CR.BG-1120-ND,ES6023.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,16,0,"47.70000","0","1","-","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","ESD Safe","5.51"" (140.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96528_IronworkerPliersAggressiveKnurl.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D201-7CSTA.JPG,1742-1669-ND,D201-7CSTA,"Klein Tools, Inc.",PLIERS AGGRESSIVE KNURL 9"",9,0,"48.77000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Soft Grips","9.13"" (231.8mm)"
https://www.ideal-tek.com/public/doc/Ergo-tek-leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_ES6041.CR.BG.jpg,ES6041.CR.BG-1121-ND,ES6041.CR.BG,Ideal-tek S.A.,CUTTERS SLIM ESD HIGH PRESCION,19,0,"50.63000","0","1","-","Active","Electronics","Round Nose","Straight","Smooth","ESD Safe","5.31"" (135.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2000-9NE.JPG,1742-1179-ND,D2000-9NE,"Klein Tools, Inc.",PLIERS STANDARD FLAT NOSE 9.38"",14,0,"52.73000","0","1","-","Active","Standard","Flat Nose","Straight","Serrated","High Leverage, Includes Cutter, Soft Grips","9.38"" (238.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D20009NEGLW.JPG,1742-1150-ND,D20009NEGLW,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.38"",8,0,"56.30000","0","1","Hi-Viz","Active","Combination","Flat Nose","Straight","Serrated","Glow in the Dark, High Leverage, Soft Grips","9.38"" (238.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_HD2000-9NE.jpg,1742-1374-ND,HD2000-9NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.5"",11,0,"56.39000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","9.50"" (241.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/WorkatHeightBrochure_96429_RevB.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D201-7CSTT.jpg,1742-1368-ND,D201-7CSTT,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9"",11,0,"62.46000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip, Soft Grips","9.00"" (228.60mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Journeyman%20Series.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J213-9NECR.jpg,1742-1378-ND,J213-9NECR,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.5"",7,0,"63.56000","0","1","Journeyman™","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Crimper and Cutter, Soft Grips","9.50"" (241.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Journeyman%20Series.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J2000-9NECRTP.jpg,1742-1377-ND,J2000-9NECRTP,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.5"",12,0,"72.73000","0","1","Journeyman™","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Crimper and Cutter, Soft Grips","9.50"" (241.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J2000-9NECR.jpg,1742-1376-ND,J2000-9NECR,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.5"",12,0,"73.30000","0","1","Journeyman™","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Crimper and Cutter, Soft Grips","9.50"" (241.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9NE-INS.jpg,D213-9NE-INS-ND,D213-9NE-INS,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.63"",2,0,"84.25000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Insulated to 1000V, Soft Grips","9.63"" (244.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_12098-EINS.jpg,12098-EINS-ND,12098-EINS,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.88"",5,0,"89.18000","0","1","-","Active","Combination","Flat Nose","Straight","Serrated","High Leverage, Includes Crimper, Insulated to 1000V, Soft Grips","8.88"" (225.55mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_12098-INS.jpg,12098-INS-ND,12098-INS,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.88"",2,0,"89.18000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Crimper, Includes Cutter, Insulated to 1000V, Soft Grips","8.88"" (225.55mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2000-9NE-INS.jpg,D2000-9NE-INS-ND,D2000-9NE-INS,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.63"",2,0,"95.37000","0","1","2000 Series®","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Insulated to 1000V, Soft Grips","9.63"" (244.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_InsulatedTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9NE-CR-INS.jpg,D213-9NE-CR-INS-ND,D213-9NE-CR-INS,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.63"",2,0,"96.61000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Insulated to 1000V, Soft Grips","9.63"" (244.5mm)"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_PN-20-M.jpg,1691-1283-ND,PN-20-M,"American Hakko Products, Inc.","PLIER,SUPER,MICRO",80,0,"10.67000","0","1","-","Active","Standard","Short Nose","Straight","Smooth","-","-"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_PN-2002.jpg,1691-1293-ND,PN-2002,"American Hakko Products, Inc.","PLIER, SHORT NOSE, SMOOTH",78,0,"10.87000","0","1","-","Active","Standard","Short Nose","Straight","Smooth","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10302.pdf,//media.digikey.com/Photos/Aven%20Photos/10302.jpg,243-1353-ND,10302,Aven Tools,PLIERS ELEC CHAIN NOSE 5"",26,0,"16.73000","0","1","Technik","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","ESD Safe, Soft Grips","5.00"" (127.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10311.pdf,//media.digikey.com/Photos/Aven%20Photos/10311.jpg,243-1513-ND,10311,Aven Tools,PLIERS ELEC CHAIN NOSE 5"",26,0,"16.73000","0","1","Technik","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","ESD Safe, Soft Grips","5.00"" (127.0mm)"
-,-,1691-1431-ND,PN-5007,"American Hakko Products, Inc.",HEAVY DUTY LONG NOSE PLIERS FLAT,8,0,"16.87000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","ESD Safe","-"
-,-,1691-1428-ND,PN-5004,"American Hakko Products, Inc.",HEAVY DUTY SHORT NOSE PLIERS FLA,14,0,"16.97000","0","1","-","Active","Standard","Short Nose","Straight","Smooth","ESD Safe","-"
-,-,1691-1429-ND,PN-5005,"American Hakko Products, Inc.",HEAVY DUTY LONG NOSE PLIERS POIN,15,0,"18.17000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","ESD Safe","-"
-,-,1691-1430-ND,PN-5006,"American Hakko Products, Inc.",HEAVY DUTY LONG NOSE PLIERS POIN,15,0,"18.17000","0","1","-","Active","Standard","Long Nose","Straight","Smooth","ESD Safe","-"
-,-,1691-1427-ND,PN-5002,"American Hakko Products, Inc.",HEAVY DUTY SHORT NOSE PLIERS POI,18,0,"18.67000","0","1","-","Active","Standard","Short Nose","Straight","Smooth","ESD Safe","-"
-,-,1691-1426-ND,PN-5001,"American Hakko Products, Inc.",HEAVY DUTY SHORT NOSE PLIERS POI,15,0,"18.67000","0","1","-","Active","Standard","Short Nose","Straight","Serrated","ESD Safe","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/10360.jpg,243-1438-ND,10360,Aven Tools,PLIERS STANDARD LONG NOSE 6.0"",8,0,"22.07000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Includes Cutter","6.00"" (152.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Vinyl%20Grip%20Pliers%20&%20Cutters%20p120.pdf,-,431-2390-ND,32681,Wiha,PLIERS RETAIN RING POINTED NOSE,6,0,"23.08000","0","1","-","Active","Retaining Ring","Pointed Nose","Straight","Smooth","For Internal Rings, Soft Grips","5.50"" (139.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA1180.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA1180.jpg,PA1180-ND,PA1180,Greenlee Communications,PLIERS NEEDLE NOSE,20,0,"24.16000","0","1","-","Discontinued at Digi-Key","Standard","Needle Nose","Straight","Serrated","Includes Crimper, Cutter, and Wire Stripper, Non-Slip, Soft Grips","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/10351-P.jpg,243-1436-ND,10351-P,Aven Tools,PLIERS COMBO FLAT NOSE 8.0"",6,0,"33.22000","0","1","-","Active","Combination","Flat Nose","Straight","Serrated","Includes Cutter, Soft Grips","8.00"" (203.2mm)"
-,-,232-1222-ND,LX55,Swanstrom Tools USA,PLIER LONG NOSE MIDSIZE SERRATED,6,0,"33.30000","0","1","*","Active","-","-","-","-","-","-"
-,-,232-1238-ND,NX55,Swanstrom Tools USA,PLIER MIDSIZE NEEDLE NOSE ERRATE,6,0,"35.01000","0","1","*","Active","-","-","-","-","-","-"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S321.jpg,232-1241-ND,S321,Swanstrom Tools USA,PLIER LONG NOSE MIDSIZE,6,0,"38.41000","0","1","-","Active","Electronics","Long Nose","Straight","Serrated","Ergonomic, ESD Safe, Soft Grips","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S108E.JPG,232-1105-ND,S108E,Swanstrom Tools USA,PLIER LONG NOSE SMOOTH,6,0,"41.17000","0","1","-","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","Ergonomic","6.00"" (152.4mm)"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32938.jpg,431-1883-ND,32938,Wiha,PLIERS COMBO FLAT NOSE 9.5"",9,0,"42.96000","0","1","-","Active","Combination","Flat Nose","Straight","Serrated","High Leverage, Includes Cutter, Non-Slip, Soft Grips","9.50"" (241.3mm)"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S210E.JPG,232-1125-ND,S210E,Swanstrom Tools USA,PLIER SNIPE NOSE SMOOTH,15,0,"43.90000","0","1","-","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","Ergonomic","5.93"" (150.6mm)"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S211E.jpg,232-1126-ND,S211E,Swanstrom Tools USA,PLIER SNIPE NOSE SERRATED,6,0,"43.90000","0","1","-","Active","Electronics","Snipe (Chain) Nose","Straight","Serrated","Ergonomic","5.93"" (150.6mm)"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32917.jpg,431-1879-ND,32917,Wiha,PLIERS COMBO FLAT NOSE 8.86"",6,0,"49.96000","0","1","-","Active","Combination","Flat Nose","Straight","Serrated","Ergonomic, Includes Cutter, Non-Slip, Soft Grips","8.86"" (225.0mm)"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32635.JPG,431-2146-ND,32635,Wiha,SOFT GRIP PLIERS WRENCH 10.25"",6,0,"49.96000","0","1","-","Active","Adjustable (Water Pump)","-","Straight","Smooth","Soft Grips","10.25"" (260.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/photos/Wiha/mfg32744.jpg,431-1867-ND,32744,Wiha,PLIERS ELEC CHAIN NOSE 4.75"",9,0,"50.70000","0","1","-","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","ESD Safe, Non-Slip, Soft Grips","4.75"" (120.7mm)"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S660E.JPG,232-1184-ND,S660E,Swanstrom Tools USA,PLIER NEEDLE NOSE SMOOTH HVY DUT,7,0,"51.83000","0","1","-","Active","Electronics","Needle Nose","Straight","Smooth","Ergonomic","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S661E.JPG,232-1185-ND,S661E,Swanstrom Tools USA,PLIER NEEDLE NOSE SERRATED,7,0,"51.83000","0","1","-","Active","Electronics","Needle Nose","Straight","Serrated","Ergonomic","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S242E.JPG,232-1141-ND,S242E,Swanstrom Tools USA,PLIER SNIPE NOSE SMOOTH,6,0,"51.83000","0","1","-","Active","Electronics","Snipe (Chain) Nose","Straight","Smooth","Ergonomic","-"
http://www.swanstromtools.com/Super_Tools.pdf,-,232-1239-ND,S340AE,Swanstrom Tools USA,PLIER MIDSIZE NEEDLE NOSE SMOOTH,6,0,"51.83000","0","1","-","Active","Electronics","Needle Nose","Angled 90°","Smooth","Ergonomic, ESD Safe, Soft Grips","6.21"" (157.7mm)"
http://www.swanstromtools.com/Super_Tools.pdf,-,232-1255-ND,S380EPR,Swanstrom Tools USA,PLIER FLAT NOSE MIDSIZE,6,0,"51.83000","0","1","-","Active","Electronics","Flat Nose","Straight","Smooth","Ergonomic","7.64"" (194.1mm)"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/SS221E.JPG,232-1212-ND,SS221E,Swanstrom Tools USA,PLIER LONG NOSE SERRATED,6,0,"54.42000","0","1","-","Active","Electronics","Long Nose","Straight","Serrated","Ergonomic","6.13"" (155.7mm)"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S831E.JPG,232-1194-ND,S831E,Swanstrom Tools USA,PLIER LONG NOSE HI LEV SERRATED,6,0,"56.98000","0","1","-","Active","Electronics","Long Nose","Straight","Serrated","Ergonomic","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S923EPR.jpg,232-1253-ND,S923EPR,Swanstrom Tools USA,PLIER LONG NOSE MIDSIZE,6,0,"64.79000","0","1","*","Active","-","-","-","-","-","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S631E.JPG,232-1182-ND,S631E,Swanstrom Tools USA,PLIER LONG NOSE SER HEAVY DUTY,6,0,"73.03000","0","1","-","Active","Electronics","Long Nose","Straight","-","Ergonomic","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/10377.jpg,243-1441-ND,10377,Aven Tools,PLIERS LOCKING LONG NOSE 6.0"",6,0,"76.01000","0","1","-","Active","Locking","Long Nose","Straight","Serrated","-","6.00"" (152.4mm)"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S870E.jpg,232-1262-ND,S870E,Swanstrom Tools USA,PLIER HOSE CLAMP LARGE END GRIP,6,0,"77.74000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S942E.jpg,232-1263-ND,S942E,Swanstrom Tools USA,PLIER SPADE CONNECTOR MIDESIZE,6,0,"77.74000","0","1","*","Active","-","-","-","-","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/10376.jpg,243-1440-ND,10376,Aven Tools,PLIERS LOCKING FLAT NOSE 9.0"",9,0,"95.79000","0","1","-","Active","Locking","Flat Nose","Straight","Serrated","-","9.00"" (228.6mm)"
-,-,232-1261-ND,BCR9-G,Swanstrom Tools USA,GRIPPER LARGE BRONZE CURVED NOSE,6,0,"105.95000","0","1","*","Active","-","-","-","-","-","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S808E.jpg,232-1193-ND,S808E,Swanstrom Tools USA,PLIER FLAT NOSE LEAD STRAIGHT,4,0,"110.68000","0","1","-","Active","Electronics","Flat Nose","Straight","-","Ergonomic","6.06"" (153.9mm)"
-,-,232-1252-ND,S177E-1,Swanstrom Tools USA,PLIER LARGE HOSE CLAMP,6,0,"119.21000","0","1","*","Active","-","-","-","-","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_34611.jpg,431-1900-ND,34611,Wiha,PLIERS RETAIN RING POINTED NOSE,11,0,"31.16000","0","1","MagicTip","Obsolete","Retaining Ring","Pointed Nose","Straight","Smooth","For Internal Rings, Soft Grips","8.66"" (220.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Jonard%20PDFs/Tools_CatPage.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_BCOMB.jpg,K650-ND,BCOMB,Jonard Tools,PLIERS COMBO FLAT NOSE 7.63"",6,0,"10.10000","0","1","-","Active","Combination","Flat Nose","Straight","Serrated","Includes Cutter, Soft Grips","7.63"" (193.8mm)"
https://www.jonard.com/~/media/E350E39CF8D744F6BAC2F0C7A35584D7.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/JIC-842.jpg,K633-ND,JIC-842,Jonard Tools,PLIERS ELECT LONG NOSE 6.75"",23,0,"14.90000","0","1","JIC","Active","Electronics","Long Nose","Straight","Serrated","Includes Cutter, Softrips","6.75"" (171.5mm)"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/45811.jpg,431-1594-ND,45811,Wiha,PLIERS ELEC LONG NOSE 6.3"",19,0,"15.14000","0","1","Proturn®","Active","Electronics","Long Nose","Straight","Serrated","Black Finish, ESD Safe, Non-Slip, Soft Grips","6.30"" (160.0mm)"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/45812.jpg,431-1492-ND,45812,Wiha,PUNCHES ELEC FLAT NOSE 6.3"",23,0,"15.64000","0","1","Proturn®","Active","Electronics","Flat Nose","Straight","-","Black Finish, ESD Safe, Non-Slip, Soft Grips","6.30"" (160.0mm)"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/45813.jpg,431-1595-ND,45813,Wiha,PLIERS ELEC BENT NOSE 6.0"",19,0,"15.86000","0","1","Proturn®","Active","Electronics","Bent Nose","Angled","-","Black Finish, ESD Safe, Non-Slip, Soft Grips","6.00"" (152.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10303.pdf,//media.digikey.com/Photos/Aven%20Photos/10303.jpg,243-1254-ND,10303,Aven Tools,PLIERS ELEC FLAT NOSE 4.5"",25,0,"16.73000","0","1","Technik","Active","Electronics","Flat Nose","Straight","Smooth","ESD Safe, Includes Cutter, Soft Grips","4.50"" (114.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10313.pdf,//media.digikey.com/photos/Aven%20Photos/10313.JPG,243-1162-ND,10313,Aven Tools,PLIERS ELEC BENT NOSE 6"",23,0,"16.73000","0","1","Technik","Active","Electronics","Bent Nose","Angled 50°","Smooth","ESD Safe, Includes Cutter, Soft Grips","6.00"" (152.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10311S.pdf,//media.digikey.com/Photos/Aven%20Photos/10311S.jpg,243-1257-ND,10311S,Aven Tools,PLIERS ELEC CHAIN NOSE 5"",22,0,"16.73000","0","1","Technik","Active","Electronics","Snipe (Chain) Nose","Straight","Serrated","ESD Safe, Soft Grips","5.00"" (127.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10306.pdf,//media.digikey.com/Photos/Aven%20Photos/10306.jpg,243-1355-ND,10306,Aven Tools,PLIERS ELEC ROUND NOSE 5"",19,0,"16.73000","0","1","Technik","Active","Electronics","Round Nose","Straight","Smooth","ESD Safe, Includes Cutter, Soft Grips","5.00"" (127.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10310.pdf,//media.digikey.com/Photos/Aven%20Photos/10310.JPG,243-1214-ND,10310,Aven Tools,PLIERS ELEC BENT NOSE 4.5"",18,0,"16.73000","0","1","Technik","Active","Electronics","Bent Nose","Angled 42°","Serrated","ESD Safe, Includes Cutter, Soft Grips","4.50"" (114.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10309.pdf,//media.digikey.com/Photos/Aven%20Photos/10309.jpg,243-1256-ND,10309,Aven Tools,PLIERS ELEC BENT NOSE 4.5"",17,0,"16.73000","0","1","Technik","Active","Electronics","Bent Nose","Angled 42°","Smooth","ESD Safe, Includes Cutter, Soft Grips","4.50"" (114.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10307.pdf,//media.digikey.com/Photos/Aven%20Photos/10307.jpg,243-1397-ND,10307,Aven Tools,PLIERS ELEC CHAIN NOSE 4.5"",15,0,"16.73000","0","1","Technik","Active","Electronics","Snipe (Chain) Nose","Straight","Serrated","ESD Safe, Includes Cutter, Soft Grips","4.50"" (114.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10315.pdf,//media.digikey.com/Photos/Aven%20Photos/10315.jpg,243-1398-ND,10315,Aven Tools,PLIERS LONG NOSE 4.75"",2,0,"16.73000","0","1","Technik","Active","Standard","Long Nose","Straight","Serrated","ESD Safe, Includes Cutter, Soft Grips","4.75"" (120.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10334.pdf,//media.digikey.com/Photos/Aven%20Photos/10334.jpg,243-1258-ND,10334,Aven Tools,PLIERS ELEC ROUND NOSE 6"",18,0,"17.23000","0","1","Technik","Active","Electronics","Round Nose","Straight","Smooth","ESD Safe, Includes Cutter, Soft Grips","6.00"" (152.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10333.pdf,//media.digikey.com/Photos/Aven%20Photos/10333.jpg,243-1216-ND,10333,Aven Tools,PLIERS ELEC CHAIN NOSE 6"",12,0,"17.23000","0","1","Technik","Active","Electronics","Snipe (Chain) Nose","Straight","Serrated","ESD Safe, Includes Cutter, Soft Grips","6.00"" (152.4mm)"
http://www.avenconnect.com/product_sheets/StealthPliers_Product_Sheet_print_np.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10849.jpg,243-1309-ND,10849,Aven Tools,PLIERS ELECTRONIC NEEDLE NOSE 6"",0,0,"18.83000","0","1","Stealth","Active","Electronics","Needle Nose","Straight","Serrated","Ergonomic, ESD Safe, Soft Grips","6.00"" (152.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D504-7.JPG,1742-1142-ND,D504-7,"Klein Tools, Inc.",PLIERS ADJUSTABLE 7.38"",5,0,"36.76000","0","1","Klaw™","Active","Adjustable (Water Pump)","-","Straight","Serrated","High Leverage, Soft Grips","7.38"" (187.5mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212202.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212202.jpg,277-10919-ND,1212202,Phoenix Contact,PLIERS COMBO FLAT NOSE 7.09"",5,0,"38.65000","0","1","UNIFOX","Active","Combination","Flat Nose","Straight","Serrated","Ergonomic, Includes Wrench, Insulated to 1000V, Soft Grips","7.09"" (180.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D320-41%5E2C.JPG,1742-1174-ND,D320-41/2C,"Klein Tools, Inc.",PLIERS STANDARD SNIPE NOSE 4.75"",4,0,"38.81000","0","1","Midget","Active","Standard","Snipe (Chain) Nose","Angled 60°","Smooth","Soft Grips","4.75"" (120.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0151-09CD.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0151-09CD.jpg,0151-09CD-ND,0151-09CD,Greenlee Communications,PLIERS FLAT NOSE 9.38"",3,0,"40.52000","0","1","-","Active","Standard","Flat Nose","Straight","Serrated","High Leverage, Includes Crimper and Cutter, Soft Grips","9.38"" (238.5mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1212363,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212363.jpg,277-12741-ND,1212363,Phoenix Contact,TOOL PLIERS FLAT NOSE,1,0,"41.96000","0","1","UNIFOX","Active","Electronics","Flat Nose","Straight","-","Ergonomic, Insulated to 1000V, Soft Grips","6.30"" (160.0mm)"
