Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Tip - Type","Tip - Shape","Jaw - Type","Features","Length"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/35996_Pliers_Web.pdf,//media.digikey.com/Photos/Desco%20Photos/35996.JPG,16-1151-ND,35996,MENDA/EasyBraid,PLIERS COMBO FLAT NOSE,5,0,"43.13000","0","1","Menda® Screw-O-Saurus","Active","Combination","Flat Nose","Straight","Serrated","Includes Cutter, Non-Slip, Soft Grips","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212491.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212491.jpg,277-2466-ND,1212491,Phoenix Contact,PLIERS ELEC NEEDLE NOSE 4.72"",4,3,"43.48000","0","1","Microfox","Active","Electronics","Needle Nose","Straight","Smooth","Ergonomic, Non-Slip, Soft Grips","4.72"" (120.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212490.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212490.jpg,277-2465-ND,1212490,Phoenix Contact,PLIERS ELEC ROUND NOSE 4.72"",1,3,"43.48000","0","1","Microfox","Active","Electronics","Round Nose","Straight","Smooth","Ergonomic, Non-Slip, Soft Grips","4.72"" (120.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212484.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212484.jpg,277-2470-ND,1212484,Phoenix Contact,PLIERS ELEC FLAT NOSE 4.92"",4,3,"43.91000","0","1","Microfox","Active","Electronics","Flat Nose","Straight","Smooth","Ergonomic, ESD Safe, Non-Slip, Soft Grips","4.92"" (125.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212482.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212482.jpg,277-2469-ND,1212482,Phoenix Contact,PLIERS ELEC NEEDLE NOSE 4.92"",3,1,"46.22000","0","1","Microfox","Active","Electronics","Needle Nose","Straight","Smooth","Ergonomic, ESD Safe, Non-Slip, Soft Grips","4.92"" (125.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212481.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212481.jpg,277-2468-ND,1212481,Phoenix Contact,PLIERS ELEC ROUND NOSE 4.92"",2,3,"46.22000","0","1","Microfox","Active","Electronics","Round Nose","Straight","Smooth","Ergonomic, ESD Safe, Non-Slip, Soft Grips","4.92"" (125.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212205.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212205.jpg,277-10920-ND,1212205,Phoenix Contact,TOOL PLIERS NEEDLE NOSE,1,24,"46.33000","0","1","UNIFOX","Active","Electronics","Needle Nose","Angled 45°","-","Ergonomic, Insulated to 1000V, Soft Grips","8.07"" (205.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212204.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212204.jpg,277-2472-ND,1212204,Phoenix Contact,PLIERS ELEC NEEDLE NOSE 8.07"",4,0,"47.26000","0","1","UNIFOX","Active","Electronics","Needle Nose","Straight","Serrated","Ergonomic, Insulated to 1000V, Soft Grips","8.07"" (205.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J207-8CR.JPG,1742-1120-ND,J207-8CR,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 8.38"",4,0,"55.93000","0","1","Journeyman™","Active","Combination","Long Nose","Straight","Serrated","Includes Crimper, Includes Stripper, Soft Grips","8.38"" (212.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J2000-9NE.JPG,1742-1196-ND,J2000-9NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.50"",5,0,"56.66000","0","1","Journeyman™","Active","Combination","Flat Nose","Straight","Serrated","High Leverage, Includes Cutter, Soft Grips","9.50"" (241.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J2139NECRN.JPG,1742-1133-ND,J2139NECRN,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.50"",5,0,"64.58000","0","1","Journeyman™","Active","Combination","Flat Nose","Straight","Serrated","High Leverage, Includes Crimper, Includes Cutter, Includes Stripper, Soft Grips","9.50"" (241.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Vinyl%20Grip%20Pliers%20&%20Cutters%20p117.pdf,//media.digikey.com/Photos/Wiha/MFG_32618.jpg,431-1133-ND,32618,Wiha,PLIERS LONG NOSE 6.3"",13,0,"18.14000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Includes Cutter, Oil and Solvent Resistant, Soft Grips","6.30"" (160.0mm)"
http://www.avenconnect.com/product_sheets/StealthPliers_Product_Sheet_print_np.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10847.jpg,243-1307-ND,10847,Aven Tools,PLIERS ELECTRONIC FLAT NOSE 5"",5,0,"18.83000","0","1","Stealth","Active","Electronics","Flat Nose","Straight","Smooth","Ergonomic, ESD Safe, Soft Grips","5.00"" (127.0mm)"
http://www.avenconnect.com/product_sheets/StealthPliers_Product_Sheet_print_np.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10848.jpg,243-1308-ND,10848,Aven Tools,PLIERS ELECTRONIC FLAT NOSE 6"",3,0,"18.83000","0","1","Stealth","Active","Electronics","Flat Nose","Straight","Smooth","Ergonomic, ESD Safe, Soft Grips","6.00"" (152.4mm)"
http://www.avenconnect.com/product_sheets/StealthPliers_Product_Sheet_print_np.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10850.jpg,243-1310-ND,10850,Aven Tools,PLIERS ELECTRONIC BENT NOSE 6"",0,0,"18.83000","0","1","Stealth","Active","Electronics","Bent Nose","Angled","Smooth","Ergonomic, ESD Safe, Soft Grips","6.00"" (152.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Pliers%20&%20Cutters%20p107.pdf,//media.digikey.com/photos/Wiha/mfg32870.jpg,431-1094-ND,32870,Wiha,PLIERS ROUND NOSE 6.3"",2,0,"30.96000","0","1","-","Active","Standard","Round Nose","Straight","Serrated","Ergonomic, Insulated to 1000V, Non-Slip, Soft Grips","6.30"" (160.0mm)"
http://www.swanstromtools.com/STUSA.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_LX4G.jpg,232-1030-ND,LX4G,Swanstrom Tools USA,PLIERS ELEC LONG NOSE 4.5"",3,0,"32.29000","0","1","STUSA","Active","Electronics","Long Nose","Straight","Smooth","ESD Safe, Soft Grips","4.50"" (114.3mm)"
http://www.swanstromtools.com/STUSA.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_LX54.JPG,232-1028-ND,LX54,Swanstrom Tools USA,PLIERS ELEC LONG NOSE 5.25"",1,0,"32.29000","0","1","STUSA","Active","Electronics","Long Nose","Straight","Serrated","ESD Safe, Soft Grips","5.25"" (133.4mm)"
http://www.swanstromtools.com/SwanstromCatalog.pdf#page=12,//media.digikey.com/photos/Swanstrom%20Photos/MFG_S320E.jpg,232-1031-ND,S320E,Swanstrom Tools USA,PLIERS ELEC LONG NOSE 6.86"",4,0,"44.05000","0","1","-","Active","Electronics","Long Nose","Straight","Smooth","Ergonomic, ESD Safe, Soft Grips","6.86"" (174.2mm)"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/photos/Wiha/32750.jpg,431-1033-ND,32750,Wiha,PLIERS ELEC ROUND NOSE 4.75"",4,0,"48.84000","0","1","-","Active","Electronics","Round Nose","Straight","Smooth","ESD Safe, Non-Slip, Soft Grips","4.75"" (120.7mm)"
https://www.jonard.com/~/media/2D26CBFC79294293B90AE33456A2BDC1.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_JIC-50212.jpg,K744-ND,JIC-50212,Jonard Tools,PLIERS ADJUSTABLE 12.0"",12,0,"13.38000","0","1","JIC","Active","Adjustable (Water Pump)","-","Straight","Serrated","Non-Slip, Slide Lock, Soft Grips","12.00"" (304.8mm)"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_378SMM.jpg,378SMMN-ND,378SMMN,Apex Tool Group,PLIER MICRO THIN PROFILE SMOOTH,22,0,"14.60000","0","1","Xcelite®","Active","Electronics","Long Nose","Straight","Smooth","Soft Grips","5.50"" (139.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D511-6.jpg,D511-6-ND,D511-6,"Klein Tools, Inc.",PLIERS STANDARD FLAT NOSE 6.56"",4,0,"18.63000","0","1","-","Active","Standard","Flat Nose","Straight","Serrated","Chrome Finish, Includes Cutter, Non-Slip","6.56"" (166.6mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D511-6.jpg,D511-8-ND,D511-8,"Klein Tools, Inc.",PLIERS STANDARD FLAT NOSE 8.06"",3,0,"23.26000","0","1","-","Active","Standard","Flat Nose","Straight","Serrated","Chrome Finish, Includes Cutter, Non-Slip","8.06"" (205mm)"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_LN55VN.jpg,LN55VN-ND,LN55VN,Apex Tool Group,PLIER 5 1/2 LONG NOSE CD LN55V,3,0,"24.10000","0","1","Xcelite®","Active","Standard","Long Nose","Straight","Serrated","Soft Grips","5.50"" (139.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D514-8.jpg,D514-8-ND,D514-8,"Klein Tools, Inc.",PLIERS STANDARD FLAT NOSE 8.06"",1,0,"24.46000","0","1","-","Active","Standard","Flat Nose","Straight","Serrated","Chrome Finish, Non-Slip, Notched","8.06"" (205mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D301-6.jpg,D301-6-ND,D301-6,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 6.63"",2,0,"27.31000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Non-Slip","6.63"" (168.4mm)"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_NN55V.jpg,NN55VN-ND,NN55VN,Apex Tool Group,PLIER 5-1/2"" SLM NEEDLE NOSE SE,0,0,"27.40000","0","1","Xcelite®","Active","Electronics","Needle Nose","Straight","Serrated","Soft Grips","5.50"" (139.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D301-6C.JPG,D301-6C-ND,D301-6C,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 6.63"",4,0,"29.66000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Non-Slip","6.63"" (168.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D511-10.jpg,D511-10-ND,D511-10,"Klein Tools, Inc.",PLIERS STANDARD FLAT NOSE 9.88"",2,0,"30.47000","0","1","-","Active","Standard","Flat Nose","Straight","Serrated","Chrome Finish, Includes Cutter, Non-Slip","9.88"" (250.89mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-7.jpg,D203-7-ND,D203-7,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 7.19"",5,0,"31.66000","0","1","-","Active","Combination","Long Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","7.19"" (182.6mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D310-6C.jpg,D310-6C-ND,D310-6C,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 6.63"",2,0,"32.33000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Non-Slip","6.63"" (168.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D307-512C.jpg,D307-51/2C-ND,D307-51/2C,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 5.63"",5,0,"32.49000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Non-Slip","5.63"" (142.9mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-6C.jpg,D203-6C-ND,D203-6C,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 6.63"",2,0,"33.25000","0","1","-","Active","Combination","Long Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","6.63"" (168.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D327-512C.jpg,D327-51/2C-ND,D327-51/2C,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 5.63"",0,0,"34.07000","0","1","-","Active","Standard","Long Nose","Straight","Smooth","Non-Slip","5.63"" (142.9mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-7C.jpg,D203-7C-ND,D203-7C,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 7.19"",2,0,"34.33000","0","1","-","Active","Combination","Long Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","7.19"" (182.6mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D318-512C.jpg,D318-51/2C-ND,D318-51/2C,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 5.63"",5,0,"34.70000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Non-Slip","5.63"" (142.9mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_TelecomTools.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2291.jpg,D2291-ND,D2291,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 6"",5,0,"35.53000","0","1","-","Active","Standard","Long Nose","Straight","Smooth","Crushing Slot, Includes Stripper, Non-Slip","6.00"" (152.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Journeyman%20Series.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J203-6.jpg,J203-6-ND,J203-6,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 6.75"",4,0,"36.32000","0","1","Journeyman™","Active","Standard","Long Nose","Straight","Partially Serrated","Includes Cutter, Soft Grips","6.75"" (171.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Journeyman%20Series.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J203-7.jpg,J203-7-ND,J203-7,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 7.31"",5,0,"37.66000","0","1","Journeyman™","Active","Standard","Long Nose","Straight","Partially Serrated","Includes Cutter, Soft Grips","7.31"" (185.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D502-10.jpg,D502-12-ND,D502-12,"Klein Tools, Inc.",PLIERS ADJUST FLAT NOSE 12.25"",5,0,"37.80000","0","1","-","Active","Adjustable (Water Pump)","Flat Nose","Straight","Serrated","Non-Slip, Slide Lock","12.25"" (311.15mm)"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/Jonard%20Tools/MFG_INP-1072.jpg,K741-ND,INP-1072,Jonard Tools,PLIERS COMBO FLAT NOSE 7.25"",5,0,"38.03000","0","1","INP","Active","Combination","Flat Nose","Straight","Serrated","Ergonomic, Hight Leverage, Includes Cutter, Insulated To 1000V, Soft Grips","7.25"" (184.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D335-512C.jpg,D335-51/2C-ND,D335-51/2C,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 5.63"",5,0,"39.80000","0","1","-","Active","Standard","Long Nose","Straight","Serrated","Non-Slip","5.63"" (142.9mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-6H2.jpg,D203-6H2-ND,D203-6H2,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 6.63"",2,0,"39.87000","0","1","-","Active","Combination","Long Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","6.63"" (168.4mm)"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/J50210.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J502-10.jpg,J502-10-ND,J502-10,"Klein Tools, Inc.",PLIERS ADJUST FLAT NOSE 10.25"",2,0,"39.98000","0","1","Journeyman™","Active","Adjustable (Water Pump)","Flat Nose","Straight","Serrated","Non-Slip, Slide Lock","10.25"" (260.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-8N.jpg,D203-8N-ND,D203-8N,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 8.44"",2,0,"40.70000","0","1","-","Active","Combination","Long Nose","Straight","Partially Serrated","Includes Cutter, Includes Stripper, Soft Grips","8.44"" (214.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D302-6.jpg,D302-6-ND,D302-6,"Klein Tools, Inc.",PLIERS STANDARD BENT NOSE 6.38"",1,0,"41.06000","0","1","-","Active","Standard","Bent Nose","Angled 70°","Serrated","Non-Slip","6.38"" (162.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D201-7NE.jpg,D201-7NE-ND,D201-7NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 7.44"",2,0,"43.55000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","7.44"" (189.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D201-8NE.jpg,D201-8NE-ND,D201-8NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.69"",2,0,"43.55000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","8.69"" (220.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_213-9NE.JPG,213-9NE-ND,213-9NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.25"",2,0,"43.60000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter","9.25"" (235.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9.jpg,D213-9-ND,D213-9,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.38"",0,0,"43.95000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","9.38"" (238.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-8NE.jpg,D213-8NE-ND,D213-8NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.69"",5,0,"44.42000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","8.69"" (220.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-8-GLW.jpg,D203-8-GLW-ND,D203-8-GLW,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 8.44"",2,0,"44.42000","0","1","Hi-Viz","Active","Combination","Long Nose","Straight","Partially Serrated","Glow in the Dark, Includes Cutter, Non-Slip","8.44"" (214.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_HD213-9NE.jpg,HD213-9NE-ND,HD213-9NE,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.5"",2,0,"45.88000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","9.50"" (241.3mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9NETP.jpg,D213-9NETP-ND,D213-9NETP,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.38"",2,0,"45.88000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","9.38"" (238.5mm)"
-,//media.digikey.com/Photos/Klein-Tools/MFG_D502-12TT.jpg,1742-1407-ND,D502-12TT,"Klein Tools, Inc.",PUMP PLIERS 12"" QUICK ADJUST,4,0,"46.73000","0","1","-","Active","Adjustable (Water Pump)","Flat Nose","Straight","Serrated","Non-Slip","13"" (330.2mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D201-7NE.jpg,D201-8-ND,D201-8,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.69"",2,0,"46.82000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","8.69"" (220.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Journeyman%20Series.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J203-8.jpg,J203-8-ND,J203-8,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 8.56"",2,0,"47.06000","0","1","Journeyman™","Active","Standard","Long Nose","Straight","Partially Serrated","Includes Cutter, Soft Grips","8.56"" (217.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_12098.jpg,12098-ND,12098,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.63"",2,0,"47.52000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Crimper, Includes Cutter, Non-Slip","8.63"" (219.1mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2000-8.jpg,D2000-8-ND,D2000-8,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 8.69"",2,0,"47.86000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Non-Slip","8.69"" (220.7mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Journeyman%20Series.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J203-8N.jpg,J203-8N-ND,J203-8N,"Klein Tools, Inc.",PLIERS STANDARD LONG NOSE 8.56"",2,0,"48.21000","0","1","Journeyman™","Active","Standard","Long Nose","Straight","Partially Serrated","Includes Cutter and Stripper, Soft Grips","8.56"" (217.4mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9NE-CR.jpg,1742-1369-ND,D213-9NE-CR,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.38"",5,0,"50.17000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Crimper, Includes Cutter, Non-Slip","9.38"" (238.5mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D203-8NCR.jpg,D203-8NCR-ND,D203-8NCR,"Klein Tools, Inc.",PLIERS COMBO LONG NOSE 8.44"",2,0,"50.41000","0","1","-","Active","Combination","Long Nose","Straight","Partially Serrated","Includes Crimper, Cutter, and Wire Stripper, Non-Slip, Soft Grips","7.44"" (189.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_213-9ST.jpg,213-9ST-ND,213-9ST,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.25"",2,0,"50.61000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter","9.25"" (235.0mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_201-7CST.jpg,201-7CST-ND,201-7CST,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.13"",2,0,"50.61000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Cutter","9.13"" (231.8mm)"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D201-7CST.jpg,D201-7CST-ND,D201-7CST,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.25"",2,0,"50.71000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","Includes Cutter, Non-Slip","9.25"" (235.0mm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1212483,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212483.jpg,277-2473-ND,1212483,Phoenix Contact,PLIERS ELEC NEEDLE NOSE 4.92"",5,3,"50.85000","0","1","Microfox","Active","Electronics","Needle Nose","Angled 45°","Smooth","Ergonomic, ESD Safe, Non-Slip, Soft Grips","4.92"" (125.0mm)"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/WorkatHeightBrochure_96429_RevB.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D213-9NETT.jpg,1742-1239-ND,D213-9NETT,"Klein Tools, Inc.",PLIERS COMBO FLAT NOSE 9.38"",4,0,"50.86000","0","1","-","Active","Combination","Flat Nose","Straight","Partially Serrated","High Leverage, Includes Cutter, Soft Grips, Tether Ring","9.38"" (238.5mm)"
