Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products"
http://www.keyelco.com/product-pdf.cfm?p=14311,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_117.jpg,36-117-ND,117,Keystone Electronics,BATTERY INSULATOR PULL TAB 1=1PC,106524,120000,"0.10000","0","1","-","Active","Insulator","Batteries"
http://www.memoryprotectiondevices.com/datasheets/BI-UM-1-2-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BI-UM-1-2.JPG,BI-UM-1-2-ND,BI-UM-1-2,MPD (Memory Protection Devices),INSULATOR FOR LARGE C&D BATTERY,16201,30500,"0.29000","0","1","-","Active","Insulator","C, D Cell Batteries"
http://www.memoryprotectiondevices.com/datasheets/BHSD-2032-COVER-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BHSD-2032-COVER.jpg,BHSD-2032-COVER-ND,BHSD-2032-COVER,MPD (Memory Protection Devices),COVER SNAP DRAGON LOCKING,40109,58600,"0.47000","0","1","Snap Dragon","Active","Cover","BHSD-2032-PC-ND and BHSD-2032-SMTR-ND"
https://www.carlingtech.com/sites/default/files/documents/bd-series_datasheet_0.pdf,//media.digikey.com/Photos/Carling%20Technologies%20Photos/BDA10-RA.JPG,432-1335-ND,BDA10-RA,Carling Technologies,SWITCH BATTERY POWER DISCONNECT,206,0,"35.11000","0","1","BD","Active","Disconnect Switch","Batteries"
http://www.keyelco.com/product-pdf.cfm?p=14389,//media.digikey.com/Photos/Keystone%20Elect%20Photos/111.JPG,36-111-ND,111,Keystone Electronics,BATTERY INSULATOR COIN CELL 1 =,208135,26000,"0.11000","0","1","111","Active","Insulator","Coin Cell Batteries"
https://www.keyelco.com/product-pdf.cfm?p=14436,-,36-121-ND,121,Keystone Electronics,BATTERY INSULATOR - CLEAR 12.7MM,96938,25000,"0.11000","0","1","-","Active","Insulator","Batteries"
https://www.keyelco.com/product-pdf.cfm?p=14435,-,36-119-ND,119,Keystone Electronics,BATTERY INSULATOR - CLEAR 5.5MM,56478,34000,"0.11000","0","1","-","Active","Insulator","Batteries"
http://www.memoryprotectiondevices.com/datasheets/BI-2032-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BI-2032.jpg,BI-2032-ND,BI-2032,MPD (Memory Protection Devices),COIN CELL INSULATOR MADE IN USA,107870,156000,"0.18000","0","1","-","Active","Insulator","Coin Cell Batteries"
http://www.memoryprotectiondevices.com/datasheets/BI-UM-3-4-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BI-UM-3-4.JPG,BI-UM-3-4-ND,BI-UM-3-4,MPD (Memory Protection Devices),BATTERY INSULATOR,9742,79500,"0.18000","0","1","-","Active","Insulator","AA, AAA, Coin Cell Batteries"
http://www.keyelco.com/product-pdf.cfm?p=1069,//media.digikey.com/photos/Keystone%20Elect%20Photos/96.JPG,36-96-ND,96,Keystone Electronics,CAP BATTERY PROTECTIVE BLACK,5185,83600,"0.18000","0","1","-","Active","Cap","9V Battery"
http://www.keyelco.com/product-pdf.cfm?p=840,//media.digikey.com/photos/Keystone%20Elect%20Photos/59.jpg,36-59-ND,59,Keystone Electronics,WASHER INSULATED POLARIZING RED,23363,3700,"0.20000","0","1","-","Active","Insulated Washer (Red)","Standardized AA, C, D Cell Battery Holder"
//media.digikey.com/pdf/Data%20Sheets/Memory%20Protection%20PDFs/BHSD-1225-COVER_Rev_July2014.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BHSD-1225-COVER.JPG,BHSD-1225-COVER-ND,BHSD-1225-COVER,MPD (Memory Protection Devices),COVR SNAP DRAGON LOCKING,9615,10200,"0.61000","0","1","Snap Dragon","Active","Cover","BHSD-1225-PC and BHSD-1225-SM"
http://www.keyelco.com/product-pdf.cfm?p=3961,//media.digikey.com/photos/Keystone%20Elect%20Photos/108C.jpg,36-108C-ND,108C,Keystone Electronics,COVER BATTERY RETAINING FOR 108,5153,34300,"0.63000","0","1","-","Active","Retainer","36-108-ND"
http://www.keyelco.com/product-pdf.cfm?p=3954,//media.digikey.com/photos/Keystone%20Elect%20Photos/1029C.jpg,36-1029C-ND,1029C,Keystone Electronics,COVER RETAINING FOR 1029 HOLDER,2053,29200,"0.69000","0","1","-","Active","Retainer","36-1029-ND"
http://www.keyelco.com/product-pdf.cfm?p=3862,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1024C.jpg,36-1024C-ND,1024C,Keystone Electronics,RETAINER FOR BATTERY HOLDER,4189,8700,"0.74000","0","1","-","Active","Retainer","1/2 AA, AA Cell Battery Holders"
