Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Chemistry","Battery Cell Size","Voltage - Rated","Capacity","Size / Dimension","Termination Style"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/6LF22XWA.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_6LF22XWA.jpg,6LF22XWA/1SB-ND,6LF22XWA/1SB,Panasonic - BSG,BATTERY ALKALINE 9V,10,0,"2.43000","0","1","6LF22XWA","Active","Alkaline Manganese Dioxide","9V","9V","-","1.91"" L x 0.51"" W x 0.69"" H (48.5mm x 13.0mm x 17.5mm)","9 Volt Snap Fasteners"
-,//media.digikey.com/photos/Panasonic%20Photos/P113.jpg,UM-1NPA/2B-ND,UM-1NPA/2B,Panasonic - BSG,BATTERY ZINC 1.5V D,0,0,"2.44854","0","48","UM-1NPA","Active","Zinc Carbon","D","1.5V","-","1.34"" Dia x 2.42"" H (34.0mm x 61.5mm)","Button Top (Extending)"
-,-,S-006PNPA/2B-ND,S-006PNPA/2B,Panasonic - BSG,BATTERY ZINC 9V,0,0,"2.57521","0","48","-","Active","Zinc Carbon","9V","9V","-","-","9 Volt Snap Fasteners"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LR20XWA%5EBB.JPG,P643T-ND,LR20XWA/B,Panasonic - BSG,BATTERY ALKALINE 1.5V D,0,0,"2.58000","0","1","LR20","Active","Alkaline Manganese Dioxide","D","1.5V","-","1.35"" Dia x 2.42"" H (34.2mm x 61.5mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR912SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR912_9.5mmx1.3mm.JPG,SR912SW-5SE-ND,SR912SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"2.60260","0","200","-","Active","Silver Oxide","Coin, 9.5mm","-","15mAh","0.37"" Dia x 0.05"" H (9.5mm x 1.3mm)","Requires Holder"
http://data.energizer.com/pdfs/alkaline_appman.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_A23BPZ-2.jpg,A23BPZ-2-ND,A23BPZ-2,Energizer Battery Company,BATTERY ALKALINE 12V A23 2 PACK,0,0,"2.64597","0","72","A23","Active","Alkaline Manganese Dioxide","A23","12V","45mAh","0.41"" Dia x 1.12"" H (10.3mm x 28.5mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2477-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,CR-2477/HEN-ND,CR-2477/HEN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.65060","0","100","CR2477","Active","Lithium Manganese Dioxide","Coin, 24.5mm","3V","1Ah","0.96"" Dia x 0.30"" H (24.5mm x 7.7mm)","-"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2450A/GAN-ND,BR-2450A/GAN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.92880","0","200","BR2450","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","550mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","-"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2450A/GBN-ND,BR-2450A/GBN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.92880","0","200","BR2450","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","550mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","-"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2450A/GCN-ND,BR-2450A/GCN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.92880","0","200","BR2450","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","550mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","-"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E91BP-2-ND,E91BP-2,Energizer Battery Company,BATTERY ALKALINE AA - 2 CARD,0,0,"3.23896","0","48","E91","Active","Alkaline Manganese Dioxide","AA","-","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E92BP-2-ND,E92BP-2,Energizer Battery Company,BATTERY ALKALINE AAA - 2 CARD,0,0,"3.23896","0","48","E92","Active","Alkaline Manganese Dioxide","AAA","-","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/1209.pdf,//media.digikey.com/photos/Energizer%20Photos/1209.jpg,N206-ND,1209,Energizer Battery Company,BATTERY ZINC 6V LANTERN,0,0,"3.32083","0","12","Eveready®","Active","Zinc Carbon","Lantern","6V","11Ah","2.69"" L x 2.69"" W x 4.53"" H (68.2mm x 68.2mm x 115.0mm)","Spring"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-cylindrical-br2-3ag-datasheet.pdf,-,BR-2/3AGE2PN-ND,BR-2/3AGE2PN,Panasonic - BSG,BATTERY LITHIUM 3V,0,0,"3.51642","0","500","BR-2/3AG","Active","Lithium Poly-Carbon Monoflouride","-","3V","1.45Ah","0.67"" Dia x 1.32"" H (17.0mm x 33.5mm)","-"
//media.digikey.com/pdf/Data%20Sheets/TADIRAN%20PDFs/TL-2100.pdf,-,TL-2100/T-ND,TL-2100/T,Tadiran Batteries,BATTERY LITHIUM 3.6V AA,0,0,"4.30483","0","300","XTRA","Active","Lithium Thionyl Chloride","AA","3.6V","2.1Ah","-","Solder Tab"
http://www.tadiranbat.com/assets/tlh-5902.pdf,-,TLH-5902/PT2-ND,TLH-5902/PT2,Tadiran Batteries,BATTERY LITHIUM 3.6V 1/2 AA,0,0,"4.60218","0","500","TLH","Active","Lithium Thionyl Chloride","1/2AA","3.6V","900mAh","0.57"" Dia x 0.99"" H (14.5mm x 25.2mm)","PC Pin (Horizontal Mount)"
http://data.energizer.com/pdfs/l91.pdf,//media.digikey.com/photos/Energizer%20Photos/L91VP.jpg,L91BP-2-ND,L91BP-2,Energizer Battery Company,BATTERY LITHIUM 1.5V AA,0,0,"5.07792","0","24","L91","Active","Lithium Iron Disulfide","AA","1.5V","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
-,//media.digikey.com/photos/Energizer%20Photos/L92VP.jpg,L92BP-2-ND,L92BP-2,Energizer Battery Company,BATTERY LITHIUM 1.5V AAA,0,0,"5.07792","0","24","L92","Active","Lithium Iron Disulfide","AAA","1.5V","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
-,//media.digikey.com/Photos/Panasonic%20Photos/BR-AGT.JPG,P361T-ND,BR-2/3AGT,Panasonic - BSG,BATTERY LITHIUM 3V 2/3 A,0,0,"5.17000","0","1","BR-2/3AG","Active","Lithium Poly-Carbon Monoflouride","2/3A","3V","1.45Ah","-","Solder Tab"
-,-,BR-AE2SP-ND,BR-AE2SP,Panasonic - BSG,BATTERY LITHIUM 3V,0,0,"5.56309","0","375","BR-A","Active","Lithium Poly-Carbon Monoflouride","-","3V","1.8Ah","0.67"" Dia x 1.79"" H (17.0mm x 45.5mm)","-"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E91BP-4-ND,E91BP-4,Energizer Battery Company,BATTERY ALKALINE AA - 4,0,0,"5.56917","0","24","E91","Active","Alkaline Manganese Dioxide","AA","-","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E92BP-4-ND,E92BP-4,Energizer Battery Company,BATTERY ALKALINE AAA - 4,0,0,"5.56917","0","48","E92","Active","Alkaline Manganese Dioxide","AAA","-","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,522BP-ND,522BP,Energizer Battery Company,BATTERY ALKALINE 9V - 1,0,0,"5.93646","0","48","522","Active","Alkaline Manganese Dioxide","9V","-","-","1.04"" L x 0.69"" W x 1.91"" H (26.5mm x 17.5mm x 48.5mm)","9 Volt Snap Fasteners"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-cylindrical-brag-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-AGT.JPG,BR-AGE2P-ND,BR-AGE2P,Panasonic - BSG,BATTERY LITHIUM 3V A,0,0,"6.53693","0","375","BR-AG","Active","Lithium Poly-Carbon Monoflouride","A","3V","2.2Ah","0.67"" Dia x 1.79"" H (17.0mm x 45.5mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_lithium_crp2.pdf,//media.digikey.com/photos/Panasonic%20Photos/CR-P2PA^1B.jpg,P205-ND,CR-P2PA/1B,Panasonic - BSG,BATTERY LITHIUM 6V CR-P2 RETAIL,0,0,"7.05625","0","120","-","Active","Lithium Manganese Dioxide","CR-P2","6V","1.4Ah","1.38"" L x 0.77"" W x 1.42"" H (35.0mm x 19.5mm x 36.0mm)","Flat Top (Non-Extending)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/BR-12AAC2PN.PDF,-,BR-1/2AAC2PN-ND,BR-1/2AAC2PN,Panasonic - BSG,BATTERY LITHIUM 3V 1/2 AA,0,0,"7.09930","0","200","BR-1/2AA","Active","Lithium Poly-Carbon Monoflouride","1/2AA","3V","1Ah","0.57"" Dia x 0.99"" H (14.5mm x 25.2mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_lithium_cr2.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CR-123A.JPG,CR-2PA/2B-ND,CR-2PA/2B,Panasonic - BSG,BATTERY LITHIUM 3V CR2,0,0,"7.11367","0","120","CR2","Active","Lithium Manganese Dioxide","CR2","3V","850mAh","0.61"" Dia x 1.06"" H (15.6mm x 27.0mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/675.pdf,//media.digikey.com/photos/Energizer%20Photos/MFG_AZ675DP-8.jpg,N405-ND,AZ675DP-4,Energizer Battery Company,BATT ZINC 1.4V BUTTON 11.6MM 4PK,21,0,"7.36000","0","1","675","Obsolete","Zinc Air","Coin, 11.6mm","1.4V","620mAh","0.46"" Dia x 0.21"" H (11.6mm x 5.4mm)","Requires Holder"
-,-,BNL20000-ND,BNL20000,Red Lion Controls,BATTERY LITHIUM 3V COIN 20MM,0,0,"7.60000","0","1","-","Active","Lithium","Coin, 20.0mm","3V","-","-","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Measuring-Testing_Tools.pdf,-,9201310000-ND,9201310000,Weidmüller,BATTERY ALKALINE 1.5V AAA,0,0,"7.74000","0","1","9201","Active","Alkaline Manganese Dioxide","AAA","1.5V","-","0.43"" Dia x 1.73"" H (11.0mm x 44.0mm)","-"
-,//media.digikey.com/Photos/Panasonic%20Photos/BR-AT2SPE.JPG,P267T-ND,BR-AT2SPE,Panasonic - BSG,BATTERY LITHIUM 3V A,0,0,"7.99000","0","1","BR-A","Active","Lithium Poly-Carbon Monoflouride","A","3V","1.8Ah","-","Solder Tab"
-,//media.digikey.com/photos/Energizer%20Photos/L92VP.jpg,L92BP-4-ND,L92BP-4,Energizer Battery Company,BATTERY LITHIUM 1.5V AAA,0,0,"8.80667","0","24","L92","Active","Lithium Iron Disulfide","AAA","1.5V","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/l91.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_L91SBP-x.JPG,L91SBP-4-ND,L91SBP-4,Energizer Battery Company,BATTERY LITHIUM 1.5V AA,0,0,"8.80667","0","24","L91","Active","Lithium Iron Disulfide","AA","-","-","-","-"
-,-,CRA000BT3V000000-ND,CRA000BT3V000000,Red Lion Controls,REPLACEMENT LITHIUM COIN CELL BA,0,0,"9.11000","0","1","-","Active","Lithium","Coin, 12.5mm","3V","48mAh","0.49"" Dia x 0.10"" H (12.5mm x 2.5mm)","Requires Holder"
-,//media.digikey.com/Photos/Panasonic%20Photos/BR-AGT.JPG,P362T-ND,BR-AGT,Panasonic - BSG,BATTERY LITHIUM 3V A,0,0,"9.37000","0","1","BR-AG","Active","Lithium Poly-Carbon Monoflouride","A","3V","2.2Ah","0.67"" Dia x 1.79"" H (17.0mm x 45.5mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/TADIRAN%20PDFs/TL-2200.pdf,//media.digikey.com/photos/Tadiran%20Batteries%20Photos/TL-2200^S.jpg,439-1017-ND,TL-2200/S,Tadiran Batteries,BATTERY LITHIUM 3.6V C,0,0,"9.80628","0","180","XTRA","Active","Lithium Thionyl Chloride","C","3.6V","7.2Ah","1.03"" Dia x 1.97"" H (26.2mm x 50.0mm)","Button Top (Extending)"
-,-,BNL30000-ND,BNL30000,Red Lion Controls,BATTERY LITHIUM 3V COIN 20MM,0,0,"10.10000","0","1","-","Active","Lithium Manganese Dioxide","Coin, 20.0mm","3V","-","-","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/TADIRAN%20PDFs/TL-2200.pdf,-,TL-2200/T-ND,TL-2200/T,Tadiran Batteries,BATTERY LITHIUM 3.6V C,0,0,"10.14717","0","180","XTRA","Active","Lithium Thionyl Chloride","C","3.6V","7.2Ah","-","Solder Tab"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E93BP-4-ND,E93BP-4,Energizer Battery Company,BATTERY ALKALINE C - 4,0,0,"11.15000","0","12","E93","Active","Alkaline Manganese Dioxide","C","-","-","1.03"" Dia x 1.97"" H (26.2mm x 50.0mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E95BP-4-ND,E95BP-4,Energizer Battery Company,BATTERY ALKALINE D - 4,0,0,"11.15000","0","12","E95","Active","Alkaline Manganese Dioxide","D","-","-","1.35"" Dia x 2.42"" H (34.2mm x 61.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,522BP-2-ND,522BP-2,Energizer Battery Company,BATTERY ALKALINE 9V - 2,0,0,"11.15042","0","48","522","Active","Alkaline Manganese Dioxide","9V","-","-","1.04"" L x 0.69"" W x 1.91"" H (26.5mm x 17.5mm x 48.5mm)","9 Volt Snap Fasteners"
//media.digikey.com/pdf/Data%20Sheets/TADIRAN%20PDFs/TL-2300.pdf,//media.digikey.com/photos/Tadiran%20Batteries%20Photos/TL-2300^S.jpg,439-1020-ND,TL-2300/S,Tadiran Batteries,BATTERY LITHIUM 3.6V D,0,0,"12.86090","0","100","XTRA","Active","Lithium Thionyl Chloride","D","3.6V","16.5Ah","1.30"" Dia x 2.42"" H (32.9mm x 61.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E91BW12EM-ND,E91BW12EM,Energizer Battery Company,BATTERY ALKALINE AA - 12,0,0,"14.84708","0","24","E91","Active","Alkaline Manganese Dioxide","AA","-","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E92BP-12-ND,E92BP-12,Energizer Battery Company,BATTERY ALKALINE AAA - 12 CARD,0,0,"14.84708","0","24","E92","Active","Alkaline Manganese Dioxide","AAA","-","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/l91.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_L91SBP-x.JPG,L91SBP-8-ND,L91SBP-8,Energizer Battery Company,BATTERY LITHIUM 1.5V AA,0,0,"15.33833","0","12","L91","Active","Lithium Iron Disulfide","AA","-","-","-","-"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E92LP-16-ND,E92LP-16,Energizer Battery Company,BATTERY ALKALINE AAA - 16,0,0,"18.66467","0","15","E92","Active","Alkaline Manganese Dioxide","AAA","-","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/crv3.pdf,//media.digikey.com/photos/Energizer%20Photos/ELCRV3BP2.jpg,N212-ND,ELCRV3BP2,Energizer Battery Company,BATTERY LITHIUM 3V CR-V3 2PK,21,0,"19.86000","0","1","-","Obsolete","Lithium Manganese Dioxide","CR-V3","3V","3Ah","1.10"" L x 0.55"" W x 2.03"" H (27.9mm x 14.0mm x 51.5mm)","Flat Top (Non-Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,522FP-4-ND,522FP-4,Energizer Battery Company,BATTERY ALKALINE 9V 4 FAM PK,0,0,"19.99792","0","24","522","Active","Alkaline Manganese Dioxide","9V","-","-","1.04"" L x 0.69"" W x 1.91"" H (26.5mm x 17.5mm x 48.5mm)","9 Volt Snap Fasteners"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E93FP-8-ND,E93FP-8,Energizer Battery Company,BATTERY ALKALINE C - 8 BRICK PK,0,0,"19.99833","0","12","E93","Active","Alkaline Manganese Dioxide","C","-","-","1.03"" Dia x 1.97"" H (26.2mm x 50.0mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/alkaline_appman.pdf,-,E95FP-8-ND,E95FP-8,Energizer Battery Company,BATTERY ALKALINE D - 8 BRICK PK,0,0,"19.99833","0","12","E95","Active","Alkaline Manganese Dioxide","D","-","-","1.35"" Dia x 2.42"" H (34.2mm x 61.5mm)","Button Top (Extending)"
-,//media.digikey.com/Photos/Red%20Lion%20Photos/BNL10000.jpg,RLC208-ND,BNL10000,Red Lion Controls,BATTERY LITHIUM 3V,23,0,"21.11000","0","1","-","Obsolete","Lithium Manganese Dioxide","-","3V","-","-","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701383.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701383.jpg,2701383-ND,2701383,Phoenix Contact,HMI BATTERY,0,0,"69.00000","0","1","-","Active","Lithium","Coin","-","-","-","Wire Leads with Connector"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR6G.pdf,//media.digikey.com/Photos/FDK%20America/LR6RS.JPG,SY614-ND,LR6RS,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V AA,0,0,"0.16250","0","25600","LR6","Active","Alkaline Manganese Dioxide","AA","1.5V","2.8Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR03RS.pdf,//media.digikey.com/Photos/FDK%20America/LR03RS.JPG,SY613-ND,LR03RS,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V AAA,2,0,"0.30500","0","2","LR03RS","Active","Alkaline Manganese Dioxide","AAA","1.5V","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR6C.pdf,-,SY628T-ND,LR6 C,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V AA,0,0,"1.01000","0","1","LR6","Active","Alkaline Manganese Dioxide","AA","1.5V","2.7Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR6G6.pdf,-,SY630T-ND,LR6 G6,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V AA,0,0,"1.07000","0","1","LR6","Active","Alkaline Manganese Dioxide","AA","1.5V","2.8Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR6G07.pdf,-,SY634T-ND,LR6 G07,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V AA,0,0,"1.12000","0","1","LR6","Active","Alkaline Manganese Dioxide","AA","1.5V","2.875Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/Peak%20PDFs/GP23A_MN21_A23_L1028_Web.pdf,-,GP23A-ND,GP23A,Peak Electronic Design Limited,GP23A/MN21 ALKALINE BATTERY (12V,0,0,"1.72000","0","1","-","Active","Alkaline Manganese Dioxide","A23","12V","55mAh","0.39"" Dia x 1.12"" H (10.0mm x 28.5mm)","Button Top (Extending)"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR14F.pdf,-,SY631T-ND,LR14 F,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V C,0,0,"1.79000","0","1","LR14","Active","Alkaline Manganese Dioxide","C","1.5V","7.55Ah","1.03"" Dia x 1.97"" H (26.2mm x 50.0mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/FDK/LR20F.pdf,-,SY632T-ND,LR20 F,"FDK America, Inc., a member of Fujitsu Group",BATTERY ALKALINE 1.5V D,0,0,"2.53000","0","1","LR20","Active","Alkaline Manganese Dioxide","D","1.5V","15.25Ah","1.35"" Dia x 2.42"" H (34.2mm x 61.5mm)","Solder Tab"
-,//media.digikey.com/photos/Panasonic%20Photos/6AM-6PAIB.jpg,P145-ND,6AM-6PA,Panasonic - BSG,BATTERY ALKALINE 9V,0,0,"Obsolete","0","288","6AM-6PA","Obsolete","Alkaline Manganese Dioxide","9V","9V","-","1.00"" L x 0.65"" W x 1.87"" H (25.5mm x 16.5mm x 47.5mm)","9 Volt Snap Fasteners"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-cylindrical-brc-datasheet.pdf,//media.digikey.com/photos/Panasonic%20Photos/BR-CT2SP.jpg,P144-ND,BR-CT2SP,Panasonic - BSG,BATTERY LITHIUM 3V C,0,0,"Obsolete","0","200","BR-C","Obsolete","Lithium Poly-Carbon Monoflouride","C","3V","5Ah","1.02"" Dia x 1.97"" H (26.0mm x 50.0mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/AM-xPI_6AM-PI.pdf,-,P107T-ND,AM-3PIX/2ST,Panasonic - BSG,BATTERY ALKALINE 1.5V AA,0,0,"Obsolete","0","1","AM","Obsolete","Alkaline Manganese Dioxide","AA","1.5V","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Solder Tab"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/6F22NW1SK.pdf,//media.digikey.com/photos/Panasonic%20Photos/UM-3NPA^2SK.JPG,P103-ND,UM-3NPA/2SK,Panasonic - BSG,BATTERY ZINC 1.5V AA,0,0,"Obsolete","0","1200","UM-3NPA","Obsolete","Zinc Carbon","AA","1.5V","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/6F22NW1SK.pdf,//media.digikey.com/photos/Panasonic%20Photos/6F22NW^1SK.JPG,P104-ND,6F22NW/1SK,Panasonic - BSG,BATTERY ZINC 9V,0,0,"Obsolete","0","200","6F22NW","Obsolete","Zinc Carbon","9V","9V","-","1.04"" Dia x 1.91"" H (26.5mm x 48.5mm)","9 Volt Snap Fasteners"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/AM-xPI_6AM-PI.pdf,//media.digikey.com/photos/Panasonic%20Photos/AM-1PIX.jpg,P105-ND,AM-1PIX,Panasonic - BSG,BATTERY ALKALINE 1.5V D,0,0,"Obsolete","0","144","AM","Obsolete","Alkaline Manganese Dioxide","D","1.5V","-","1.35"" Dia x 2.42"" H (34.2mm x 61.5mm)","Button Top (Extending)"
