Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Chemistry","Battery Cell Size","Voltage - Rated","Capacity","Size / Dimension","Termination Style"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2032-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2032/GUFN-ND,BR-2032/GUFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.09989","0","360","BR2032","Active","Lithium Poly-Carbon Monoflouride","Coin, 20.0mm","3V","190mAh","0.78"" Dia x 0.12"" H (19.7mm x 3.2mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2032-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2032/HFN-ND,BR-2032/HFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.09989","0","360","BR2032","Active","Lithium Poly-Carbon Monoflouride","Coin, 20.0mm","3V","190mAh","0.78"" Dia x 0.12"" H (19.7mm x 3.2mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2325-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2325/HEN-ND,BR-2325/HEN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.09989","0","360","BR2325","Active","Lithium Poly-Carbon Monoflouride","Coin, 23.0mm","3V","165mAh","0.90"" Dia x 0.09"" H (22.9mm x 2.3mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2032-datasheet.pdf,//media.digikey.com/photos/Panasonic%20Photos/br-2330^gvfn.JPG,BR-2032/GVN-ND,BR-2032/GVN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.09990","0","480","BR2032","Active","Lithium Poly-Carbon Monoflouride","Coin, 20.0mm","3V","190mAh","0.79"" Dia x 0.13"" H (20.0mm x 3.2mm)","PC Pin (Vertical Mount)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2032-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2032/F4N-ND,BR-2032/F4N,Panasonic - BSG,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.09990","0","480","BR2032","Active","Lithium Poly-Carbon Monoflouride","Coin, 20.0mm","3V","190mAh","0.78"" Dia x 0.12"" H (19.7mm x 3.2mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2032-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2032/GVFN-ND,BR-2032/GVFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.09990","0","480","BR2032","Active","Lithium Poly-Carbon Monoflouride","Coin, 20.0mm","3V","190mAh","0.78"" Dia x 0.12"" H (19.7mm x 3.2mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2032-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2032/VC1N-ND,BR-2032/VC1N,Panasonic - BSG,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.09990","0","480","BR2032","Active","Lithium Poly-Carbon Monoflouride","Coin, 20.0mm","3V","190mAh","0.78"" Dia x 0.12"" H (19.7mm x 3.2mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr1632-datasheet.pdf,-,CR-1632/F2N-ND,CR-1632/F2N,Panasonic - BSG,BATTERY LITHIUM 3V COIN 16MM,0,0,"1.10292","0","600","CR1632","Active","Lithium Manganese Dioxide","Coin, 16.0mm","3V","140mAh","0.63"" Dia x 0.13"" H (16.0mm x 3.2mm)","SMD (SMT) Tab"
https://na.industrial.panasonic.com/sites/default/pidsa/files/lr14xwa.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LR14XWA%5EBB.jpg,LR14XWA/C-ND,LR14XWA/C,Panasonic - BSG,BATTERY ALKALINE 1.5V C,0,0,"1.16472","0","72","LR14","Active","Alkaline Manganese Dioxide","C","1.5V","-","1.03"" Dia x 1.97"" H (26.2mm x 50.0mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2325-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2325/GMN-ND,BR-2325/GMN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.17988","0","240","BR2325","Active","Lithium Poly-Carbon Monoflouride","Coin, 23.0mm","3V","165mAh","0.90"" Dia x 0.09"" H (22.9mm x 2.3mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2330-datasheet.pdf,-,CR-2330/F3N-ND,CR-2330/F3N,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.18323","0","400","CR2330","Active","Lithium Manganese Dioxide","Coin, 23.0mm","3V","265mAh","0.90"" Dia x 0.11"" H (22.9mm x 2.8mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br1225a-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-1225A%5EHBN.JPG,BR-1225A/HAN-ND,BR-1225A/HAN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 12.5MM,0,0,"1.18988","0","720","BR1225A","Active","Lithium Poly-Carbon Monoflouride","Coin, 12.5mm","3V","48mAh","0.49"" Dia x 0.09"" H (12.5mm x 2.3mm)","-"
-,-,EBR1225-ND,EBR1225,Energizer Battery Company,BATTERY LITHIUM 3V COIN 12.5MM,0,0,"1.20360","0","100","CR1225","Active","Lithium Manganese Dioxide","Coin, 12.5mm","3V","48mAh","0.49"" Dia x 0.10"" H (12.5mm x 2.5mm)","Requires Holder"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2450-datasheet.pdf,-,CR-2450/F1AN-ND,CR-2450/F1AN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"1.21565","0","200","CR2450","Active","Lithium Manganese Dioxide","Coin, 24.5mm","3V","620mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR512SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR512_5.8mmx1.3mm.JPG,SR512SW-5SE-ND,SR512SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.23200","0","400","-","Active","Silver Oxide","Coin, 5.8mm","-","5.5mAh","0.23"" Dia x 0.05"" H (5.8mm x 1.3mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR712SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR712_7.9mmx1.3mm.JPG,SR712SW-5SE-ND,SR712SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.23200","0","400","-","Active","Silver Oxide","Coin, 7.9mm","-","10mAh","0.31"" Dia x 0.05"" H (7.9mm x 1.3mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR731SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR731_7.9mmx3.1mm.JPG,SR731SW-5SE-ND,SR731SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.23200","0","400","-","Active","Silver Oxide","Coin, 7.9mm","-","36mAh","0.31"" Dia x 0.12"" H (7.9mm x 3.1mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR41SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR41_7.9mmx3.6mm.JPG,SR41SW-5SE-ND,SR41SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.23200","0","400","-","Active","Silver Oxide","Coin, 7.9mm","-","45mAh","0.31"" Dia x 0.14"" H (7.9mm x 3.6mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR41W_DS.pdf,-,SR41W-5SE-ND,SR41W-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. HI,0,0,"1.23200","0","400","-","Active","Silver Oxide","Coin, 7.9mm","-","45mAh","0.31"" Dia x 0.14"" H (7.9mm x 3.6mm)","Requires Holder"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2330-datasheet.pdf,//media.digikey.com/photos/Panasonic%20Photos/BR-2330^HFN.JPG,CR-2330/HFN-ND,CR-2330/HFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.26925","0","240","CR2330","Active","Lithium Manganese Dioxide","Coin, 23.0mm","3V","265mAh","0.91"" Dia x 0.12"" H (23.0mm x 3.0mm)","PC Pin (Horizontal Mount)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br2330-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2330/GUFN-ND,BR-2330/GUFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.27623","0","400","BR2330","Active","Lithium Poly-Carbon Monoflouride","Coin, 23.0mm","3V","255mAh","0.90"" Dia x 0.11"" H (22.9mm x 2.8mm)","-"
http://data.energizer.com/pdfs/alkaline_appman.pdf,//media.digikey.com/Photos/Energizer%20Photos/MFG_%20A23-SERIES.jpg,A23BPZ-ND,A23BPZ,Energizer Battery Company,BATTERY ALKALINE 12V A23,0,0,"1.29222","0","72","A23","Active","Alkaline Manganese Dioxide","A23","12V","45mAh","0.41"" Dia x 1.12"" H (10.3mm x 28.5mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2354-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,CR-2354/GUFN-ND,CR-2354/GUFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.33560","0","200","CR2354","Active","Lithium Manganese Dioxide","Coin, 23.0mm","3V","560mAh","0.90"" Dia x 0.21"" H (22.9mm x 5.3mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2354-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,CR-2354/GVFN-ND,CR-2354/GVFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.33560","0","200","CR2354","Active","Lithium Manganese Dioxide","Coin, 23.0mm","3V","560mAh","0.90"" Dia x 0.21"" H (22.9mm x 5.3mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2354-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,CR-2354/HEN-ND,CR-2354/HEN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.33560","0","200","CR2354","Active","Lithium Manganese Dioxide","Coin, 23.0mm","3V","560mAh","0.90"" Dia x 0.21"" H (22.9mm x 5.3mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-cr2354-datasheet.pdf,-,CR-2354/HMN-ND,CR-2354/HMN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.33563","0","160","CR2354","Active","Lithium Manganese Dioxide","Coin, 23.0mm","3V","560mAh","0.90"" Dia x 0.21"" H (22.9mm x 5.3mm)","-"
http://data.energizer.com/pdfs/EN91.pdf,//media.digikey.com/photos/Energizer%20Photos/EN91T.jpg,N107T-ND,EN91T,Energizer Battery Company,BATTERY ALKALINE 1.5V AA,0,0,"1.35000","0","1","EN91","Active","Alkaline Manganese Dioxide","AA","1.5V","-","-","Solder Tab"
-,//media.digikey.com/photos/Panasonic%20Photos/UM-2NPA^BX.jpg,UM-2NPA/2B-ND,UM-2NPA/2B,Panasonic - BSG,BATTERY ZINC 1.5V C,0,0,"1.35104","0","48","UM-2NPA","Active","Zinc Carbon","C","1.5V","-","1.03"" Dia x 1.97"" H (26.2mm x 50.0mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-coin-hightemp-br2330a-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2330A/HBN-ND,BR-2330A/HBN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 23MM,0,0,"1.35744","0","360","BR2330","Active","Lithium Poly-Carbon Monoflouride","Coin, 23.0mm","3V","255mAh","0.90"" Dia x 0.11"" H (22.9mm x 2.8mm)","-"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_lithium_cr2_cr123a.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CR-123PE%5EBN.jpg,P703-ND,CR-123PE/BN,Panasonic - BSG,BATTERY LITHIUM 3V CR123A,0,0,"1.35745","0","400","-","Active","Lithium Manganese Dioxide","CR123A","3V","1.55Ah","0.67"" Dia x 1.36"" H (17.0mm x 34.5mm)","Button Top (Extending)"
-,-,S-006PNPA/1B-ND,S-006PNPA/1B,Panasonic - BSG,BATTERY ZINC 9V,0,0,"1.37208","0","48","-","Active","Zinc Carbon","9V","9V","-","-","9 Volt Snap Fasteners"
http://data.energizer.com/pdfs/cr2012.pdf,//media.digikey.com/photos/Energizer%20Photos/CR2012.jpg,N037-ND,ECR2012,Energizer Battery Company,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.42760","0","100","CR2012","Active","Lithium Manganese Dioxide","Coin, 20.0mm","3V","58mAh","0.79"" Dia x 0.05"" H (20.0mm x 1.2mm)","Requires Holder"
-,//media.digikey.com/photos/Panasonic%20Photos/UM-3NPA^2SK.JPG,UM-3NPA/4B-ND,UM-3NPA/4B,Panasonic - BSG,BATTERY ZINC 1.5V AA,0,0,"1.45646","0","48","UM-3NPA","Active","Zinc Carbon","AA","1.5V","-","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR416SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR416_4.8mmx1.6mm.JPG,SR416SW-5SE-ND,SR416SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 4.8mm","-","7.5mAh","0.19"" Dia x 0.06"" H (4.8mm x 1.6mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR421SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR421_4.8mmx2.0mm.JPG,SR421SW-5SE-ND,SR421SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 4.8mm","-","12mAh","0.19"" Dia x 0.08"" H (4.8mm x 2.0mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR916SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR916_9.5mmx1.5mm.JPG,SR916SW-5SE-ND,SR916SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 9.5mm","-","27mAh","0.37"" Dia x 0.06"" H (9.5mm x 1.5mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR920SW_DS.pdf,-,SR920SW-5SE-ND,SR920SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 9.5mm","-","46mAh","0.37"" Dia x 0.08"" H (9.5mm x 2.0mm)","Requires Holder"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR927_9.5mmx2.8mm.JPG,SR927SW-5SE-ND,SR927SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 9.5mm","-","60mAh","0.37"" Dia x 0.11"" H (9.5mm x 2.8mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR936SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR936_9.5mmx3.6mm.JPG,SR936SW-5SE-ND,SR936SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 9.5mm","-","85mAh","0.37"" Dia x 0.14"" H (9.5mm x 3.6mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR1120SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR1120_11.6mmx2.0mm.JPG,SR1120SW-5SE-ND,SR1120SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 11.6mm","-","53mAh","0.46"" Dia x 0.08"" H (11.6mm x 2.0mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR1130SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR1130_11.6mmx3.1mm.JPG,SR1130SW-5SE-ND,SR1130SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. LO,0,0,"1.47200","0","300","-","Active","Silver Oxide","Coin, 11.6mm","-","80mAh","0.46"" Dia x 0.12"" H (11.6mm x 3.1mm)","Requires Holder"
-,//media.digikey.com/Photos/Energizer%20Photos/ECR2032.jpg,ECR2032BP-ND,ECR2032BP,Energizer Battery Company,BATTERY LITHIUM 3V COIN 20MM,0,0,"1.49236","0","72","CR2032","Active","Lithium Manganese Dioxide","Coin, 20.0mm","3V","240mAh","0.79"" Dia x 0.13"" H (20.0mm x 3.2mm)","Requires Holder"
-,//media.digikey.com/photos/Panasonic%20Photos/UM-4NPA^2SK.JPG,UM-4NPA/4B-ND,UM-4NPA/4B,Panasonic - BSG,BATTERY ZINC 1.5V AAA,0,0,"1.49875","0","48","UM-4NPA","Active","Zinc Carbon","AAA","1.5V","-","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
http://data.energizer.com/pdfs/357-303ZB.pdf,//media.digikey.com/photos/Energizer%20Photos/357-303HVP.jpg,357-303TZ-ND,357-303TZ,Energizer Battery Company,BATT SLVR OX 1.55V BUTTON 11.6MM,0,0,"1.53080","0","100","357/303","Active","Silver Oxide","Coin, 11.6mm","1.55V","150mAh","0.46"" Dia x 0.21"" H (11.6mm x 5.4mm)","Requires Holder"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_lithium_cr2_cr123a.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CR-123A.JPG,CR-123APA/1S-ND,CR-123APA/1S,Panasonic - BSG,BATTERY LITHIUM 3V CR123A,0,0,"1.59499","0","1200","CR123A","Active","Lithium Manganese Dioxide","CR123A","3V","1.55Ah","0.67"" Dia x 1.36"" H (17.0mm x 34.5mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/lr20xwa-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LR20XWA%5EBB.JPG,LR20XWA/C-ND,LR20XWA/C,Panasonic - BSG,BATTERY ALKALINE 1.5V D,0,0,"1.65444","0","72","LR20","Active","Alkaline Manganese Dioxide","D","1.5V","-","1.35"" Dia x 2.42"" H (34.2mm x 61.5mm)","Button Top (Extending)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/6LF22XWA.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_6LF22XWA.jpg,6LF22XWA/C-ND,6LF22XWA/C,Panasonic - BSG,BATTERY ALKALINE 9V,0,0,"1.74625","0","72","6LF22XWA","Active","Alkaline Manganese Dioxide","9V","9V","-","1.91"" L x 0.51"" W x 0.69"" H (48.5mm x 13.0mm x 17.5mm)","9 Volt Snap Fasteners"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3633,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,CR-3032/F2N-ND,CR-3032/F2N,Panasonic - BSG,BATTERY LITHIUM 3V COIN 30MM,0,0,"1.79225","0","200","CR3032","Active","Lithium Manganese Dioxide","Coin, 30.0mm","3V","500mAh","1.18"" Dia x 0.13"" H (30.0mm x 3.2mm)","-"
http://data.energizer.com/pdfs/alkaline_appman.pdf,//media.digikey.com/photos/Energizer%20Photos/EN93T.jpg,N106T-ND,EN93T,Energizer Battery Company,BATTERY ALKALINE 1.5V C,0,0,"1.93000","0","1","EN93","Active","Alkaline Manganese Dioxide","C","1.5V","-","-","Solder Tab"
http://cdn.sparkfun.com/datasheets/Prototyping/CR2032.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-00338.jpg,PRT-00338-ND,PRT-00338,SparkFun Electronics,COIN CELL 20MM CR2032,0,0,"1.95000","0","1","-","Active","Lithium Manganese Dioxide","Coin, 20.0mm","3V","250mAh","0.79"" Dia x 0.13"" H (20.0mm x 3.2mm)","Requires Holder"
http://cdn.sparkfun.com/datasheets/Prototyping/Panasonic_Lithium_CR2016_CR2025.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-11928.jpg,PRT-11928-ND,PRT-11928,SparkFun Electronics,COIN CELL 20MM CR2025,0,0,"1.95000","0","1","-","Active","Lithium Manganese Dioxide","Coin, 20.0mm","3V","165mAh","0.79"" Dia x 0.10"" H (20.0mm x 2.5mm)","Requires Holder"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br3032-datasheet.pdf,-,BR-3032/F2N-ND,BR-3032/F2N,Panasonic - BSG,BATTERY LITHIUM 3V COIN 30MM,0,0,"2.25795","0","200","BR3032","Active","Lithium Poly-Carbon Monoflouride","Coin, 30.0mm","3V","500mAh","1.18"" Dia x 0.13"" H (30.0mm x 3.2mm)","SMD (SMT) Tab"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic-lithium-br3032-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-3032/GUFN-ND,BR-3032/GUFN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 30MM,0,0,"2.25795","0","200","BR3032","Active","Lithium Poly-Carbon Monoflouride","Coin, 30.0mm","3V","500mAh","1.18"" Dia x 0.13"" H (30.0mm x 3.2mm)","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3633,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,CR-3032/VCN-ND,CR-3032/VCN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 30MM,0,0,"2.28725","0","200","CR3032","Active","Lithium Manganese Dioxide","Coin, 30.0mm","3V","500mAh","1.18"" Dia x 0.13"" H (30.0mm x 3.2mm)","PC Pin (Vertical Mount)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2477A/HCN-ND,BR-2477A/HCN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.33975","0","200","BR2477","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","1Ah","0.96"" Dia x 0.30"" H (24.5mm x 7.7mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR43SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR43_11.6mmx4.2mm.JPG,SR43SW-5SE-ND,SR43SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. HI,0,0,"2.37360","0","200","-","Active","Silver Oxide","Coin, 11.6mm","-","120mAh","0.46"" Dia x 0.17"" H (11.6mm x 4.2mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR44SW_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR44_11.6mmx5.4mm.JPG,SR44SW-5SE-ND,SR44SW-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. HI,0,0,"2.37360","0","200","-","Active","Silver Oxide","Coin, 11.6mm","-","160mAh","0.46"" Dia x 0.21"" H (11.6mm x 5.4mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR43W_DS.pdf,-,SR43W-5SE-ND,SR43W-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. HI,0,0,"2.37360","0","200","-","Active","Silver Oxide","Coin, 11.6mm","-","120mAh","0.46"" Dia x 0.17"" H (11.6mm x 4.2mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/SR44W_DS.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/SR44_11.6mmx5.4mm.JPG,SR44W-5SE-ND,SR44W-5SE,Seiko Instruments,SILVER OXIDE HG FREE BATTERY. HI,0,0,"2.37360","0","200","-","Active","Silver Oxide","Coin, 11.6mm","-","160mAh","0.46"" Dia x 0.21"" H (11.6mm x 5.4mm)","Requires Holder"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/photos/Panasonic%20Photos/BR-2450A%5EFAN.jpg,BR-2450A/FAN-ND,BR-2450A/FAN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.42160","0","200","BR2450","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","550mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","SMD (SMT) Tab"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2450A/FBN-ND,BR-2450A/FBN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.42160","0","200","BR2450","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","550mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","-"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAA4000/AAA4000COL32.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BR-3032%5EBN[1].jpg,BR-2450A/HAN-ND,BR-2450A/HAN,Panasonic - BSG,BATTERY LITHIUM 3V COIN 24.5MM,0,0,"2.42160","0","200","BR2450","Active","Lithium Poly-Carbon Monoflouride","Coin, 24.5mm","3V","550mAh","0.96"" Dia x 0.20"" H (24.5mm x 5.0mm)","-"
