Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Type, Function","Style","Battery Cell Size","Number of Cells","Battery Series","Mounting Type","Termination Style","Height Above Board","Operating Temperature"
http://www.keyelco.com/product-pdf.cfm?p=906,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5219.jpg,36-5219-ND,5219,Keystone Electronics,BATT CNTCT SOLID MULTI SLDR LUG,8652,59500,"0.15000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","Custom","Solder Lug","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4045,//media.digikey.com/photos/Keystone%20Elect%20Photos/230-1.jpg,36-230-1-ND,230-1,Keystone Electronics,BATT CONTACT SOLID MULTI PC PIN,6635,9900,"0.15000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","Custom","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4043,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1017-1.jpg,36-1017-1-ND,1017-1,Keystone Electronics,BATT CONTACT SPRING MULTI PC PIN,6344,99000,"0.16000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","1","-","PCB, Through Hole","PC Pin","0.545"" (13.84mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=14417,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_211-C.jpg,36-211-C-ND,211-C,Keystone Electronics,BATTERY CONTACT SPRING C,23376,23600,"0.17000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","C","1","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4048,//media.digikey.com/Photos/Keystone%20Elect%20Photos/108-2.jpg,36-108-2-ND,108-2,Keystone Electronics,BATT CONTACT SPRING MULTI PC PIN,21662,788200,"0.17000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","-","-","Custom","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=836,//media.digikey.com/photos/Keystone%20Elect%20Photos/637.jpg,36-637-ND,637,Keystone Electronics,BATT CONTACT SOLID MULTI PC PIN,5974,68800,"0.17000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","PCB, Through Hole","PC Pin","0.380"" (9.64mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=14196,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1075-1.jpg,36-1075-1-ND,1075-1,Keystone Electronics,BATT CNTCT SOLID MULTI SLDR LUG,5886,6000,"0.17000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","Custom","Solder Lug","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14064,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1107-1.jpg,36-1107-1-ND,1107-1,Keystone Electronics,BATT CONTACT SPRING MULT SLD LUG,5193,1700,"0.17000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","1","-","Custom","Solder Lug","-","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=833,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_597.jpg,36-597-ND,597,Keystone Electronics,BATTERY CONTACT SOLID AAA PC PIN,37511,5700,"0.18000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","AAA","-","-","PCB, Through Hole","PC Pin","0.350"" (8.89mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=831,//media.digikey.com/photos/Keystone%20Elect%20Photos/595.jpg,36-595-ND,595,Keystone Electronics,BATTERY CONTACT SOLID A PC PIN,12191,168700,"0.18000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","A","-","-","PCB, Through Hole","PC Pin","0.550"" (13.97mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1077,//media.digikey.com/photos/Keystone%20Elect%20Photos/269.JPG,36-269-ND,269,Keystone Electronics,BATTERY CONTACT SNAP 9V,5406,250000,"0.19000","0","1","-","Active","9V, Snap Contact (Single)","Contact Snap (Positive)","9V","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4042,//media.digikey.com/Renders/Keystone%20Elect%20Renders/contact%20spring.jpg,36-211-D-ND,211-D,Keystone Electronics,BATTERY CONTACT SPRING MULTIPLE,25534,57400,"0.22000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","Multiple","-","-","Custom","-","-","-"
http://www.keyelco.com/userAssets/store/files/p09.pdf,//media.digikey.com/photos/Keystone%20Elect%20Photos/105-2.jpg,36-105-2-ND,105-2,Keystone Electronics,CONTACT PC BATTERY .020"" THICK,5208,33700,"0.24000","0","1","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Through Hole","PC Pin","0.327"" (8.30mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=759,//media.digikey.com/photos/Keystone%20Elect%20Photos/2994.JPG,36-2994-ND,2994,Keystone Electronics,BATTERY RETAINER COIN 4.8MM SMD,2440,18800,"0.24000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 4.8mm","1","414","PCB, Surface Mount","SMD (SMT) Tab","0.065"" (1.65mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-414-TR-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BK-414-TR.JPG,BK-414-TR-ND,BK-414-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 4.8MM SMD,34000,34000,"0.24392","0","2000","-","Active","Coin Cell, Retainer","Retainer","Coin, 4.8mm","1","414","PCB, Surface Mount","SMD (SMT) Tab","0.085"" (2.16mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-414-TR-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BK-414-TR.JPG,BK-414-CT-ND,BK-414-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 4.8MM SMD,35799,34000,"0.47000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 4.8mm","1","414","PCB, Surface Mount","SMD (SMT) Tab","0.085"" (2.16mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-414-TR-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BK-414-TR.JPG,BK-414-DKR-ND,BK-414-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 4.8MM SMD,35799,34000,"Digi-Reel","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 4.8mm","1","414","PCB, Surface Mount","SMD (SMT) Tab","0.085"" (2.16mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BCAA-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BCAA.JPG,BCAA-ND,BCAA,MPD (Memory Protection Devices),BATTERY CONTACT SPRING AA,23873,0,"0.25000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AA","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=907,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5220.jpg,36-5220-ND,5220,Keystone Electronics,BATT CNTCT SPRING MULTI SLDR LUG,19839,73100,"0.25000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","Multiple","-","-","Custom","Solder Lug","-","-"
http://www.memoryprotectiondevices.com/datasheets/BCAAA-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BCAAA.jpg,BCAAA-ND,BCAAA,MPD (Memory Protection Devices),BATTERY CONTACT SPRING AAA,3887,0,"0.25000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AAA","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=822,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5330.jpg,36-5330-ND,5330,Keystone Electronics,BATT CNTCT SPRING MULTI SMD TAB,22945,6300,"0.26000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.388"" (9.86mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=821,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5231.jpg,36-5231-ND,5231,Keystone Electronics,BATT CNTCT SPRING MULTI SMD TAB,14571,101800,"0.26000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.545"" (13.84mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=823,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5331.jpg,36-5331-ND,5331,Keystone Electronics,BATT CNTCT SPRING MULTI SMD TAB,6827,2000,"0.26000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.545"" (13.84mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=775,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2992TR.JPG,36-2992TR-ND,2992TR,Keystone Electronics,BATTERY CONTACT NEGATIVE SMD TAB,7000,61000,"0.26960","0","1000","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.016"" (0.41mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=775,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2992TR.JPG,36-2992CT-ND,2992TR,Keystone Electronics,BATTERY CONTACT NEGATIVE SMD TAB,8058,61555,"0.51000","0","1","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.016"" (0.41mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=775,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2992TR.JPG,36-2992DKR-ND,2992TR,Keystone Electronics,BATTERY CONTACT NEGATIVE SMD TAB,8058,61555,"Digi-Reel","0","1","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.016"" (0.41mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=13964,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_110.jpg,36-110-ND,110,Keystone Electronics,BATTERY CONTACT SPRING MULTI SMD,108854,100500,"0.27000","0","1","-","Active","Coin Cell, Contact","Contact Spring (Leaf)","Multiple","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.125"" (3.17mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Keystone%20Electronics%20PDFs/112_PhosphorBronze_Dwg.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_112.jpg,36-112-ND,112,Keystone Electronics,BATTERY CONTACT SPRING MULTI SMD,20462,20600,"0.27000","0","1","-","Active","Coin Cell, Contact","Contact Spring (Leaf)","Multiple","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.041"" (1.05mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=825,//media.digikey.com/photos/Keystone%20Elect%20Photos/52.jpg,36-52-ND,52,Keystone Electronics,BATTERY MULTIPLE PC PIN,18180,30400,"0.27000","0","1","-","Active","Cylindrical, Contact (Single)","-","Multiple","1","-","PCB, Through Hole","PC Pin","0.500"" (12.70mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=14181,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_120.jpg,36-120-ND,120,Keystone Electronics,BATTERY CONTACT SOLID MULTI SMD,11535,26000,"0.27000","0","1","-","Active","Coin Cell, Contact","Contact Solid (Positive)","Multiple","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.070"" (1.78mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=911,//media.digikey.com/photos/Keystone%20Elect%20Photos/5240.JPG,36-5240-ND,5240,Keystone Electronics,BATTERY CONTACT SOLID C,9961,25600,"0.27000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","C","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=1074,//media.digikey.com/Photos/Keystone%20Elect%20Photos/262.JPG,36-262-ND,262,Keystone Electronics,BATTERY CONTACT SNAP 9V,3471,37300,"0.27000","0","1","-","Active","9V, Snap Contact (Single)","Contact Snap (Negative)","9V","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14157,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_118.jpg,36-118-ND,118,Keystone Electronics,BATTERY CONTACT SOLID MULTI SMD,3181,1100,"0.27000","0","1","-","Active","Coin Cell, Contact","Contact Solid (Negative)","Multiple","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.041"" (1.05mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=909,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5222.jpg,36-5222-ND,5222,Keystone Electronics,BATTERY CONTACT SPRING MULTIPLE,6854,10600,"0.28000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","Multiple","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=908,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5221.jpg,36-5221-ND,5221,Keystone Electronics,BATTERY CONTACT SOLID MULTIPLE,6167,0,"0.28000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","Custom","-","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-6219-TR-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-6219-TR.jpg,BK-6219-TR-ND,BK-6219-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 20MM SMD,2000,46000,"0.28457","0","1000","-","Active","Coin Cell, Holder","Retainer","Coin, 20.0mm","1","2025","PCB, Surface Mount","SMD (SMT) Tab","0.120"" (3.05mm)","-40°C ~ 270°C"
http://www.memoryprotectiondevices.com/datasheets/BK-6219-TR-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-6219-TR.jpg,BK-6219-CT-ND,BK-6219-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 20MM SMD,2195,46000,"0.55000","0","1","-","Active","Coin Cell, Holder","Retainer","Coin, 20.0mm","1","2025","PCB, Surface Mount","SMD (SMT) Tab","0.120"" (3.05mm)","-40°C ~ 270°C"
http://www.memoryprotectiondevices.com/datasheets/BK-6219-TR-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-6219-TR.jpg,BK-6219-DKR-ND,BK-6219-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 20MM SMD,2195,46000,"Digi-Reel","0","1","-","Active","Coin Cell, Holder","Retainer","Coin, 20.0mm","1","2025","PCB, Surface Mount","SMD (SMT) Tab","0.120"" (3.05mm)","-40°C ~ 270°C"
http://www.keyelco.com/product-pdf.cfm?p=886,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5205.jpg,36-5205-ND,5205,Keystone Electronics,BATTERY CONTACT SPRING MULTIPLE,30801,44300,"0.29000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=914,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5250.jpg,36-5250-ND,5250,Keystone Electronics,BATT CONTACT SOLID D SOLDER LUG,29293,28300,"0.29000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","D","-","-","Custom","Solder Lug","-","-"
https://linxtechnologies.com/wp/wp-content/uploads/bat-hld-012-smt.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/BAT-HLD-012-SMT.JPG,BAT-HLD-012-SMT-ND,BAT-HLD-012-SMT,Linx Technologies Inc.,BATTERY RETAINER COIN 12MM SMD,8041,0,"0.29000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 12.0mm","1","1216, 1225","PCB, Surface Mount","SMD (SMT) Tab","0.140"" (3.55mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BCC-datasheet.pdf,//media.digikey.com/Renders/Memory%20Protection%20Renders/BC%20Series.jpg,BCC-ND,BCC,MPD (Memory Protection Devices),BATTERY CONTACT SPRING C,5508,20000,"0.29000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","C","-","-","Custom","-","-","-"
http://www.memoryprotectiondevices.com/datasheets/BCD-datasheet.pdf,//media.digikey.com/Renders/Memory%20Protection%20Renders/BC%20Series.jpg,BCD-ND,BCD,MPD (Memory Protection Devices),BATTERY CONTACT SPRING D,2634,9500,"0.29000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","D","-","-","Custom","-","-","-"
https://linxtechnologies.com/wp/wp-content/uploads/bat-hld-002-smt.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/BAT-HLD-002-SMT.JPG,BAT-HLD-002-SMT-ND,BAT-HLD-002-SMT,Linx Technologies Inc.,BATTERY RETAINER COIN 20MM SMD,2327,0,"0.29000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 20.0mm","1","2016","PCB, Surface Mount","SMD (SMT) Tab","0.110"" (2.80mm)","-"
https://linxtechnologies.com/wp/wp-content/uploads/bat-hld-012-thm.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/BAT-HLD-012-THM.JPG,BAT-HLD-012-THM-ND,BAT-HLD-012-THM,Linx Technologies Inc.,BATTERY RETAINER COIN PC PIN,1062,0,"0.29000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 12.0mm","1","1216, 1225","PCB, Through Hole","PC Pin","0.140"" (3.55mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=14211,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1075-2.jpg,36-1075-2-ND,1075-2,Keystone Electronics,BATT CONTACT SPRING MULTI PC PIN,20211,10000,"0.30000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","Multiple","-","-","PCB, Through Hole","PC Pin","0.395"" (10.03mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=14192,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_122.jpg,36-122-ND,122,Keystone Electronics,BATTERY CONTACT SOLID MULTI SMD,7820,4200,"0.30000","0","1","-","Active","Coin Cell, Contact","Contact Solid (Positive)","Multiple","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.213"" (5.40mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=761,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2996.jpg,36-2996-ND,2996,Keystone Electronics,BATTERY RETAINER COIN SMD TAB,13813,26200,"0.31000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 11.6mm","1","303, 357, G-13, LR44, MS76, SR44, PX76A, V313","PCB, Surface Mount","SMD (SMT) Tab","0.235"" (5.97mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=14185,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_3035.jpg,36-3035-ND,3035,Keystone Electronics,BATTERY RETAINER COIN PC PIN,6739,19900,"0.31000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 20.0mm","1","2016, 2020, 2025, 2032","PCB, Through Hole","PC Pin","0.170"" (4.33mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=764,//media.digikey.com/photos/Keystone%20Elect%20Photos/2999.JPG,36-2999-ND,2999,Keystone Electronics,BATTERY RETAINER COIN PC PIN,1545,14500,"0.31000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 6.8mm","1","-","PCB, Through Hole","PC Pin","0.125"" (3.17mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=62879&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/62879-1.JPG,A114146-ND,62879-1,TE Connectivity AMP Connectors,BATTERY CONTACT SPRING MULTIPLE,1422,0,"0.31000","0","1","AMP","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","Multiple","-","-","Custom","-","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-335-SM-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-335-SM.jpg,BK-335-SM-TR-ND,BK-335-SM-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 5.8MM SMD,17500,10000,"0.31395","0","2500","-","Active","Coin Cell, Retainer","Retainer","Coin, 5.8mm","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.060"" (1.55mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-335-SM-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-335-SM.jpg,BK-335-SM-CT-ND,BK-335-SM-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 5.8MM SMD,17973,10000,"0.67000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 5.8mm","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.060"" (1.55mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-335-SM-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-335-SM.jpg,BK-335-SM-DKR-ND,BK-335-SM-TR,MPD (Memory Protection Devices),BATTERY RETAINER COIN 5.8MM SMD,17973,10000,"Digi-Reel","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 5.8mm","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.060"" (1.55mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=845,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_99.jpg,36-99-ND,99,Keystone Electronics,BATT CONTACT CLIP AA SOLDER LUG,37513,13000,"0.33000","0","1","-","Active","Cylindrical, Clip","Contact Clip","AA","1","-","Chassis Mount","Solder Lug","-","-"
http://www.keyelco.com/product-pdf.cfm?p=824,//media.digikey.com/photos/Keystone%20Elect%20Photos/51.jpg,36-51-ND,51,Keystone Electronics,BATTERY CONTACT CLIP AAAA PC PIN,4342,38800,"0.33000","0","1","-","Active","Cylindrical, Clip","Contact Clip","AAAA","1","-","PCB, Through Hole","PC Pin","0.320"" (8.12mm)","-"
https://linxtechnologies.com/wp/wp-content/uploads/bat-hld-012-smt.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/BAT-HLD-012-SMT.JPG,BAT-HLD-012-SMTTR-ND,BAT-HLD-012-SMT-TR,Linx Technologies Inc.,BATTERY RETAINER COIN 12MM SMD,4000,0,"0.33000","0","1000","-","Active","Coin Cell, Retainer","Retainer","Coin, 12.0mm","1","1216, 1225","PCB, Surface Mount","SMD (SMT) Tab","0.140"" (3.55mm)","-"
https://linxtechnologies.com/wp/wp-content/uploads/bat-hld-012-smt.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/BAT-HLD-012-SMT.JPG,BAT-HLD-012-SMTCT-ND,BAT-HLD-012-SMT-TR,Linx Technologies Inc.,BATTERY RETAINER COIN 12MM SMD,4530,0,"0.36300","0","500","-","Active","Coin Cell, Retainer","Retainer","Coin, 12.0mm","1","1216, 1225","PCB, Surface Mount","SMD (SMT) Tab","0.140"" (3.55mm)","-"
https://linxtechnologies.com/wp/wp-content/uploads/bat-hld-012-smt.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/BAT-HLD-012-SMT.JPG,BAT-HLD-012-SMTDKR-ND,BAT-HLD-012-SMT-TR,Linx Technologies Inc.,BATTERY RETAINER COIN 12MM SMD,4530,0,"Digi-Reel","0","500","-","Active","Coin Cell, Retainer","Retainer","Coin, 12.0mm","1","1216, 1225","PCB, Surface Mount","SMD (SMT) Tab","0.140"" (3.55mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=810,//media.digikey.com/Photos/Keystone%20Elect%20Photos/50.jpg,36-50K-ND,50,Keystone Electronics,BATTERY CONTACT CLIP AAAA SMD,1751,105400,"0.33000","0","1","-","Active","Cylindrical, Clip","Contact Clip","AAAA","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.320"" (8.12mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=763,//media.digikey.com/photos/Keystone%20Elect%20Photos/2998.JPG,36-2998TR-ND,2998TR,Keystone Electronics,BATTERY RETAINER COIN 6.8MM SMD,60000,0,"0.33093","0","1000","-","Active","Coin Cell, Retainer","Retainer","Coin, 6.8mm","1","364, 621","PCB, Surface Mount","SMD (SMT) Tab","0.120"" (3.05mm)","-"
http://keyelco.com/userAssets/file/M65p7.pdf,//media.digikey.com/photos/Keystone%20Elect%20Photos/2998.JPG,36-2998CT-ND,2998TR,Keystone Electronics,BATTERY RETAINER COIN 6.8MM SMD,60521,0,"0.64000","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 6.8mm","1","364, 621","PCB, Surface Mount","SMD (SMT) Tab","0.120"" (3.05mm)","-"
http://keyelco.com/userAssets/file/M65p7.pdf,//media.digikey.com/photos/Keystone%20Elect%20Photos/2998.JPG,36-2998DKR-ND,2998TR,Keystone Electronics,BATTERY RETAINER COIN 6.8MM SMD,60521,0,"Digi-Reel","0","1","-","Active","Coin Cell, Retainer","Retainer","Coin, 6.8mm","1","364, 621","PCB, Surface Mount","SMD (SMT) Tab","0.120"" (3.05mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=758,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2989.jpg,36-2989-ND,2989,Keystone Electronics,BATTERY HOLDER COIN 7.9MM SMD,1140,8000,"0.34000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 7.9mm","1","-","PCB, Through Hole","SMD (SMT) Tab","0.225"" (5.72mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=813,//media.digikey.com/photos/Keystone%20Elect%20Photos/56.JPG,36-56-ND,56,Keystone Electronics,BATTERY CONTACT CLIP MULTI SMD,44748,100,"0.35000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Clip","Multiple","1","-","PCB, Surface Mount","SMD (SMT) Tab","-","-"
http://www.keyelco.com/product-pdf.cfm?p=818,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_556.jpg,36-556-ND,556,Keystone Electronics,BATTERY MULTIPLE SMD TAB,8659,6000,"0.35000","0","1","-","Active","Cylindrical, Contact (Single)","-","Multiple","-","-","PCB, Surface Mount","SMD (SMT) Tab","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-209-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-209.JPG,BK-209-ND,BK-209,MPD (Memory Protection Devices),BATTERY CONTACT SPRING AA,32581,21800,"0.36000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","AA","-","-","Custom","-","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-228-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-228.JPG,BK-228-ND,BK-228,MPD (Memory Protection Devices),BATTERY CONTACT SOLID AA,26747,12700,"0.36000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","AA","-","-","Custom","-","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-204-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-204.jpg,BK-204-ND,BK-204,MPD (Memory Protection Devices),BATTERY CONTACT SPRING AAA,18047,5000,"0.36000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Leaf)","AAA","1","-","Custom","-","-","-"
