Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Type, Function","Style","Battery Cell Size","Number of Cells","Battery Series","Mounting Type","Termination Style","Height Above Board","Operating Temperature"
http://www.memoryprotectiondevices.com/datasheets/BK-5058-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BK-5058.JPG,BK-5058-ND,BK-5058,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM PC PIN,98335,44000,"1.21000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Through Hole","PC Pin","0.851"" (21.62mm)","-55°C ~ 85°C"
http://www.keyelco.com/product-pdf.cfm?p=1033,//media.digikey.com/photos/Keystone%20Elect%20Photos/2468.jpg,36-2468-ND,2468,Keystone Electronics,BATTERY HOLDER AAA 2 CELL PC PIN,55853,0,"1.21000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","2","-","PCB, Through Hole","PC Pin","0.512"" (13.00mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1027,//media.digikey.com/photos/Keystone%20Elect%20Photos/2462.jpg,36-2462-ND,2462,Keystone Electronics,BATTERY HOLDER AA 2 CELL PC PIN,23767,2900,"1.21000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.630"" (16.00mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1028,//media.digikey.com/photos/Keystone%20Elect%20Photos/2463.jpg,36-2463-ND,2463,Keystone Electronics,BATT HOLDER AA 2 CELL 6"" LEADS,19528,0,"1.21000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.memoryprotectiondevices.com/datasheets/BC22AAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BC22AAW.jpg,BC22AAW-ND,BC22AAW,MPD (Memory Protection Devices),BATT HOLDER AA 2 CELL 6"" LEADS,7383,9000,"1.21000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
http://www.memoryprotectiondevices.com/datasheets/BS-1225-PC-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BS-1225-PC.JPG,BS-1225-PC-ND,BS-1225-PC,MPD (Memory Protection Devices),BATTERY HOLDER COIN PC PIN,83065,29100,"1.24000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 12.5mm","1","1216, 1220, 1225","PCB, Through Hole","PC Pin","0.551"" (14.00mm)","-40°C ~ 200°C"
http://www.memoryprotectiondevices.com/datasheets/BU2032-1-HD-G-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BU2032-1-HD-G.jpg,BU2032-1-HD-G-ND,BU2032-1-HD-G,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM PC PIN,24590,104300,"1.24000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Through Hole","PC Pin","0.208"" (5.28mm)","-40°C ~ 280°C"
http://www.memoryprotectiondevices.com/datasheets/BH600-5.8-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH600-5.8.JPG,BH600-5.8-ND,BH600-5.8,MPD (Memory Protection Devices),BATTERY HOLDER COIN 16MM PC PIN,89067,13000,"1.28000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 16.0mm","1","625, F5 iButton®, V80H","PCB, Through Hole","PC Pin","0.460"" (11.68mm)","-55°C ~ 180°C"
http://www.memoryprotectiondevices.com/datasheets/BH123A-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH123A.JPG,BH123A-ND,BH123A,MPD (Memory Protection Devices),BATTERY HOLDER CR123A PC PIN,43261,400,"1.31000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","CR123A","1","-","PCB, Through Hole","PC Pin","0.475"" (12.07mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BH32T-C-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH32T-C.jpg,BH32T-C-ND,BH32T-C,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM PC PIN,30325,40600,"1.31000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Through Hole","PC Pin","0.267"" (6.78mm)","-40°C ~ 140°C"
http://www.memoryprotectiondevices.com/datasheets/BC501SM-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BC501SM.JPG,BC501SM-ND,BC501SM,MPD (Memory Protection Devices),BATTERY HOLDER COIN 12MM SMD,28691,18200,"1.31000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 12.0mm","1","1220","PCB, Surface Mount","SMD (SMT) Tab","0.157"" (4.00mm)","-40°C ~ 85°C"
http://www.memoryprotectiondevices.com/datasheets/BC12AAPC-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BC12AAPC.jpg,BC12AAPC-ND,BC12AAPC,MPD (Memory Protection Devices),BATTERY HOLDER AA 2 CELL PC PIN,27397,19700,"1.31000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.539"" (13.69mm)","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=723,//media.digikey.com/photos/Keystone%20Elect%20Photos/1066.jpg,36-1066-ND,1066,Keystone Electronics,BATTERY HOLDER COIN 20MM PC PIN,24762,41847,"1.33000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2025, 2032","PCB, Through Hole","PC Pin","0.360"" (9.14mm)","-50°C ~ 145°C"
//media.digikey.com/pdf/Data%20Sheets/Memory%20Protection%20PDFs/BC2AAPC.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BC2AAPC.jpg,BC2AAPC-ND,BC2AAPC,MPD (Memory Protection Devices),BATTERY HOLDER AA 2 CELL PC PIN,75066,20800,"1.35000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.591"" (15.01mm)","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=710,//media.digikey.com/photos/Keystone%20Elect%20Photos/500.jpg,36-500-ND,500,Keystone Electronics,BATTERY HOLDER COIN 12MM PC PIN,26680,37200,"1.35000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 12.0mm","1","1216, 1220, 1225","PCB, Through Hole","PC Pin","0.180"" (4.57mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BC2AAW-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BC2AAW.JPG,BC2AAW-ND,BC2AAW,MPD (Memory Protection Devices),BATT HOLDER AA 2 CELL 6"" LEADS,20468,10800,"1.35000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=922,//media.digikey.com/photos/Keystone%20Elect%20Photos/108.jpg,36-108-ND,108,Keystone Electronics,BATTERY HOLDER 1/2 AA PC PIN,8148,43800,"1.37000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","1/2AA","1","-","PCB, Through Hole","PC Pin","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BH908T-C-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH908T-C.jpg,BH908T-C-ND,BH908T-C,MPD (Memory Protection Devices),BATTERY HOLDER COIN 23MM PC PIN,15764,28400,"1.38000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 23.0mm","1","2325, 2330","PCB, Through Hole","PC Pin","0.270"" (6.85mm)","-40°C ~ 140°C"
http://www.memoryprotectiondevices.com/datasheets/BC2AAAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BC2AAAW.jpg,BC2AAAW-ND,BC2AAAW,MPD (Memory Protection Devices),BATT HOLDER AAA 2 CELL 6"" LEADS,4850,0,"1.38000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","2","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
http://www.memoryprotectiondevices.com/datasheets/BC2032-F1-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BC2032-F1-TR.JPG,BC2032-F1-TR-ND,BC2032-F1-TR,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM SMD,99560,0,"1.40426","0","380","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.212"" (5.38mm)","-40°C ~ 240°C"
http://www.memoryprotectiondevices.com/datasheets/BC2032-F1-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BC2032-F1-TR.JPG,BC2032-F1-CT-ND,BC2032-F1-TR,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM SMD,99961,0,"2.41000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.212"" (5.38mm)","-40°C ~ 240°C"
http://www.memoryprotectiondevices.com/datasheets/BC2032-F1-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BC2032-F1-TR.JPG,BC2032-F1-DKR-ND,BC2032-F1-TR,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM SMD,99961,0,"Digi-Reel","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.212"" (5.38mm)","-40°C ~ 240°C"
http://www.memoryprotectiondevices.com/datasheets/BH501-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH501.jpg,BH501-ND,BH501,MPD (Memory Protection Devices),BATTERY HOLDER COIN 12MM PC PIN,19928,33600,"1.42000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 12.0mm","1","1225","PCB, Through Hole","PC Pin","0.273"" (6.93mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=930,//media.digikey.com/photos/Keystone%20Elect%20Photos/1029.jpg,36-1029-ND,1029,Keystone Electronics,BATTERY HOLDER 2/3 A PC PIN,12669,64250,"1.43000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","2/3A","1","-","PCB, Through Hole","PC Pin","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=749,//media.digikey.com/photos/Keystone%20Elect%20Photos/1027.jpg,36-1027-ND,1027,Keystone Electronics,BATT HLDR COIN 23MM 2CELL PC PIN,11369,3914,"1.48000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 23.0mm","2","2320, 2325, 2330, 2335, 2354","PCB, Through Hole","PC Pin","0.319"" (8.10mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=719,//media.digikey.com/photos/Keystone%20Elect%20Photos/103.jpg,36-103-ND,103,Keystone Electronics,BATTERY HOLDER COIN 20MM PC PIN,12352,5373,"1.49000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2016, 2020, 2025, 2032","PCB, Through Hole","PC Pin","0.235"" (5.97mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=715,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1056.JPG,36-1056-ND,1056,Keystone Electronics,BATTERY HOLDER COIN 12.5MM SMD,6037,13025,"1.49000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 12.5mm","1","1220","PCB, Surface Mount","SMD (SMT) Tab","0.157"" (4.00mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=744,//media.digikey.com/photos/Keystone%20Elect%20Photos/104.jpg,36-104-ND,104,Keystone Electronics,BATTERY HOLDER COIN 23MM PC PIN,2624,14973,"1.49000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 23.0mm","1","2320, 2325, 2330, 2335","PCB, Through Hole","PC Pin","0.235"" (5.97mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=726,//media.digikey.com/photos/Keystone%20Elect%20Photos/1060.jpg,36-1060-ND,1060,Keystone Electronics,BATTERY HOLDER COIN 20MM SMD,19008,32529,"1.53000","0","1","Vibra-Fit","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.217"" (5.50mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BHAA-3-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BHAA-3.jpg,BHAA-3-ND,BHAA-3,MPD (Memory Protection Devices),BATTERY HOLDER AA PC PIN,32345,17800,"1.56000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","1","-","PCB, Through Hole","PC Pin","0.780"" (19.81mm)","-55°C ~ 180°C"
http://www.keyelco.com/product-pdf.cfm?p=746,//media.digikey.com/photos/Keystone%20Elect%20Photos/107.jpg,36-107-ND,107,Keystone Electronics,BATTERY HOLDER COIN 23MM PC PIN,13389,6945,"1.57000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 23.0mm","1","2320, 2325, 2330, 2335","PCB, Through Hole","PC Pin","0.235"" (5.97mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=1041,//media.digikey.com/photos/Keystone%20Elect%20Photos/2479.jpg,36-2479-ND,2479,Keystone Electronics,BATTERY HOLDER AAA 3 CELL PC PIN,16538,117,"1.61000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","3","-","PCB, Through Hole","PC Pin","0.512"" (13.00mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1029,//media.digikey.com/photos/Keystone%20Elect%20Photos/2464.jpg,36-2464-ND,2464,Keystone Electronics,BATTERY HOLDER AA 3 CELL PC PIN,3444,0,"1.61000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","3","-","PCB, Through Hole","PC Pin","0.669"" (16.99mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1042,//media.digikey.com/photos/Keystone%20Elect%20Photos/2480.jpg,36-2480-ND,2480,Keystone Electronics,BATT HOLDER AAA 3 CELL 6"" LEADS,3464,0,"1.61000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","3","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.keyelco.com/product-pdf.cfm?p=716,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1069.jpg,36-1069-ND,1069,Keystone Electronics,BATTERY HOLDER COIN 16MM PC PIN,7304,5605,"1.64000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 16.0mm","1","1612, 1616, 1620, 1632","PCB, Through Hole","PC Pin","0.680"" (17.28mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BH32T-C-G-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH32T-C-G.JPG,BH32T-C-G-ND,BH32T-C-G,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM PC PIN,6146,1900,"1.70000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Through Hole","PC Pin","0.267"" (6.78mm)","-40°C ~ 140°C"
http://www.memoryprotectiondevices.com/datasheets/BH34AAW-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH34AAW.jpg,BH34AAW-ND,BH34AAW,MPD (Memory Protection Devices),BATT HOLDER AA 4 CELL 6"" LEADS,35473,12500,"1.74000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","4","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
http://www.memoryprotectiondevices.com/datasheets/BH23APC-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH23APC.JPG,BH23APC-ND,BH23APC,MPD (Memory Protection Devices),BATTERY HOLDER A23 PC PIN,4418,418,"1.74000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","A23","1","-","PCB, Through Hole","PC Pin","0.492"" (12.50mm)","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=1040,//media.digikey.com/photos/Keystone%20Elect%20Photos/2478.jpg,36-2478-ND,2478,Keystone Electronics,BATT HOLDER AA 4 CELL 6"" LEADS,7513,0,"1.78000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","4","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.keyelco.com/product-pdf.cfm?p=1039,//media.digikey.com/photos/Keystone%20Elect%20Photos/2477.jpg,36-2477-ND,2477,Keystone Electronics,BATTERY HOLDER AA 4 CELL PC PIN,2751,0,"1.78000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","4","-","PCB, Through Hole","PC Pin","0.630"" (16.00mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=796136&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/796136-1.jpg,A99327TR-ND,796136-1,TE Connectivity AMP Connectors,BATTERY HOLDER COIN 20MM SMD,6000,0,"1.78353","0","400","AMP","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.260"" (6.60mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=796136&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/796136-1.jpg,A99327CT-ND,796136-1,TE Connectivity AMP Connectors,BATTERY HOLDER COIN 20MM SMD,6871,0,"3.05000","0","1","AMP","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.260"" (6.60mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=796136&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/796136-1.jpg,A99327DKR-ND,796136-1,TE Connectivity AMP Connectors,BATTERY HOLDER COIN 20MM SMD,6871,0,"Digi-Reel","0","1","AMP","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.260"" (6.60mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BC3AAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BC3AAW.jpg,BC3AAW-ND,BC3AAW,MPD (Memory Protection Devices),BATT HOLDER AA 3 CELL 6"" LEADS,2562,10400,"1.80000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","3","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
http://www.memoryprotectiondevices.com/datasheets/BH24AAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH24AAW.jpg,BH24AAW-ND,BH24AAW,MPD (Memory Protection Devices),BATT HOLDER AA 4 CELL 6"" LEADS,9320,1600,"1.84000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","4","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1376164&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1376164-1.jpg,A108891TR-ND,1376164-1,TE Connectivity AMP Connectors,BATTERY HOLDER COIN 6.8MM SMD,6000,0,"1.85802","0","2000","AMP","Active","Coin Cell, Holder","Holder (Open)","Coin, 6.8mm","1","621","PCB, Surface Mount","SMD (SMT) Tab","0.124"" (3.15mm)","-40°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1376164&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1376164-1.jpg,A108891CT-ND,1376164-1,TE Connectivity AMP Connectors,BATTERY HOLDER COIN 6.8MM SMD,8630,0,"3.65000","0","1","AMP","Active","Coin Cell, Holder","Holder (Open)","Coin, 6.8mm","1","621","PCB, Surface Mount","SMD (SMT) Tab","0.124"" (3.15mm)","-40°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1376164&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1376164-1.jpg,A108891DKR-ND,1376164-1,TE Connectivity AMP Connectors,BATTERY HOLDER COIN 6.8MM SMD,8630,0,"Digi-Reel","0","1","AMP","Active","Coin Cell, Holder","Holder (Open)","Coin, 6.8mm","1","621","PCB, Surface Mount","SMD (SMT) Tab","0.124"" (3.15mm)","-40°C ~ 85°C"
http://www.memoryprotectiondevices.com/datasheets/BA2032SM-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BA2032SM.jpg,BA2032SM-ND,BA2032SM,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM SMD,97262,156200,"1.87000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Surface Mount","SMD (SMT) Tab","0.264"" (6.70mm)","-40°C ~ 225°C"
http://www.memoryprotectiondevices.com/datasheets/BA2032-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BA2032.jpg,BA2032-ND,BA2032,MPD (Memory Protection Devices),BATTERY HOLDER COIN 20MM PC PIN,75192,200200,"1.87000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2032","PCB, Through Hole","PC Pin","0.264"" (6.70mm)","-40°C ~ 225°C"
http://www.memoryprotectiondevices.com/datasheets/BH600-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH600.jpg,BH600-ND,BH600,MPD (Memory Protection Devices),BATTERY HOLDER COIN 16MM PC PIN,46883,20900,"1.87000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 16.0mm","1","1620, 1632, F3 iButton®","PCB, Through Hole","PC Pin","0.330"" (8.38mm)","-55°C ~ 180°C"
http://www.memoryprotectiondevices.com/datasheets/BV-1632-G-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BV-1632-G.jpg,BV-1632-G-ND,BV-1632-G,MPD (Memory Protection Devices),BATTERY HOLDER COIN 16MM PC PIN,16920,24750,"1.87000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 16.0mm","1","1632","PCB, Through Hole","PC Pin","-","-40°C ~ 220°C"
http://www.keyelco.com/product-pdf.cfm?p=929,//media.digikey.com/photos/Keystone%20Elect%20Photos/1028.jpg,36-1028-ND,1028,Keystone Electronics,BATTERY HOLDER AA PC PIN,6096,11050,"1.87000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","1","-","PCB, Through Hole","PC Pin","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=5205,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1051.JPG,36-1051-ND,1051,Keystone Electronics,BATTERY HOLDER CR123A PC PIN,24274,0,"1.88000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","CR123A","1","-","PCB, Through Hole","PC Pin","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BH1000G-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH1000-G.jpg,BH1000G-ND,BH1000G,MPD (Memory Protection Devices),BATTERY HOLDER COIN PC PIN,15455,2100,"1.91000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 24.5mm","1","2477","PCB, Through Hole","PC Pin","0.496"" (12.60mm)","-55°C ~ 180°C"
http://www.keyelco.com/product-pdf.cfm?p=712,//media.digikey.com/photos/Keystone%20Elect%20Photos/502.jpg,36-502-ND,502,Keystone Electronics,BATTERY HOLDER COIN 16MM PC PIN,22617,10338,"1.92000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 16.0mm","1","1612, 1616, 1620","PCB, Through Hole","PC Pin","0.285"" (7.24mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=748,//media.digikey.com/photos/Keystone%20Elect%20Photos/1025.jpg,36-1025-ND,1025,Keystone Electronics,BATT HOLDER COIN 1/2 CELL PC PIN,8444,0,"1.93000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 24.5mm","1, 2","2430 (2), 2450 (1)","PCB, Through Hole","PC Pin","0.319"" (8.10mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BHDW-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BHDW.jpg,BHDW-ND,BHDW,MPD (Memory Protection Devices),BATTERY HOLDER D 6"" LEADS,11773,7100,"1.94000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","D","1","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4032,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_502-3.jpg,36-502-3-ND,502-3,Keystone Electronics,BATTERY HOLDER COIN 16MM PC PIN,6317,0,"1.95000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 16.0mm","1","1612, 1616, 1620, 1632","PCB, Through Hole","PC Pin","0.212"" (5.38mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=750,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1052.JPG,36-1052-ND,1052,Keystone Electronics,BATTERY HOLDER COIN 24.5MM SMD,5029,4304,"1.95000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 24.5mm","1","2450","PCB, Surface Mount","SMD (SMT) Tab","0.294"" (7.47mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BH9VPC-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH9V-PC.jpg,BH9V-PC-ND,BH9VPC,MPD (Memory Protection Devices),BATTERY HOLDER 9V PC PIN,3623,7800,"2.05000","0","1","-","Active","9V, Holder","Holder (Open)","9V","1","-","PCB, Through Hole","PC Pin","0.812"" (20.62mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=718,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_101.jpg,36-101-ND,101,Keystone Electronics,BATTERY HOLDER COIN 20MM PC PIN,5070,39287,"2.13000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2016, 2020, 2025, 2032","PCB, Through Hole","PC Pin","0.235"" (5.97mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=722,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1065.jpg,36-1065-ND,1065,Keystone Electronics,BATT HLDR VERT COIN 20MM PC PIN,6451,31860,"2.16000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2012, 2016, 2020, 2025, 2032","PCB, Through Hole","PC Pin","0.918"" (23.32mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=724,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1067.jpg,36-1067-ND,1067,Keystone Electronics,BATT HLDR VERT COIN 20MM PC PIN,4727,753,"2.16000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1","2012, 2016, 2020, 2025, 2032","PCB, Through Hole","PC Pin","0.785"" (19.94mm)","-50°C ~ 145°C"
