Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Color","For Use With/Related Products","Material","Label Type","Label Size"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1054.JPG,298-10910-ND,PVT-1054,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1055.JPG,298-10911-ND,PVT-1055,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1057.JPG,298-10912-ND,PVT-1057,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1065.jpg,298-10914-ND,PVT-1065,Panduit Corp,TAG 5.75""X3.25"" BLCK/YELLW/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Black and Yellow Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1066.jpg,298-10915-ND,PVT-1066,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1067.jpg,298-10916-ND,PVT-1067,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1128.jpg,298-10917-ND,PVT-1128,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1133.jpg,298-10918-ND,PVT-1133,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1136-Front.jpg,298-10919-ND,PVT-1136,Panduit Corp,TAG 5.75""X3.25"" BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1138-Front.jpg,298-10920-ND,PVT-1138,Panduit Corp,TAG 5.75""X3.25"" GREEN/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Green Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1142.jpg,298-10921-ND,PVT-1142,Panduit Corp,TAG 5.75""X3.25"" BLACK/GREEN,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Green Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1150.JPG,298-10922-ND,PVT-1150,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1151.JPG,298-10923-ND,PVT-1151,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1154.JPG,298-10924-ND,PVT-1154,Panduit Corp,TAG 5.75""X3.25"" BLACK/RED,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Red Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1155.JPG,298-10925-ND,PVT-1155,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1156.JPG,298-10926-ND,PVT-1156,Panduit Corp,TAG 5.75""X3.25"" BLACK/GREEN,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Green Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1050.JPG,298-10908-ND,PVT-1050,Panduit Corp,TAG 5.75""X3.25"" WHITE/RED,9,0,"9.95000","0","1","Bulk","-","Active","White Legend, Red Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1028.JPG,298-10874-ND,PST-1028,Panduit Corp,TAG 5.75""X3.25"" WHITE,10,0,"14.00000","0","1","Bulk","-","Active","White","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PST-1058.jpg,298-10875-ND,PST-1058,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"14.00000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PST-1060.jpg,298-10876-ND,PST-1060,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"14.00000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PST-1118.JPG,298-10877-ND,PST-1118,Panduit Corp,TAG 5.75""X3.25"" RED/BLUE/YL/BK/W,10,0,"14.00000","0","1","Bulk","-","Active","Red, Blue, Yellow, Black, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PST-1118.JPG,298-10878-ND,PST-1119,Panduit Corp,TAG 5.75""X3.25"" RED/BLUE/YL/BK/W,10,0,"14.00000","0","1","Bulk","-","Active","Red, Blue, Yellow, Black, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PST-1118.JPG,298-10879-ND,PST-1120,Panduit Corp,TAG 5.75""X3.25"" RED/BLUE/YL/BK/W,10,0,"14.00000","0","1","Bulk","-","Active","Red, Blue, Yellow, Black, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1062.JPG,298-10871-ND,PVT-1062,Panduit Corp,TAG 5.75""X3.25"" RED/WHITE,10,0,"14.41000","0","1","Bulk","-","Active","Red, White","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1162.JPG,298-10872-ND,PVT-1162,Panduit Corp,TAG ELECTL WARN 5.75""X3.25"" RD/W,10,0,"14.41000","0","1","Bulk","-","Active","Red, White","Danger","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCTL-1051.JPG,298-10868-ND,PCTL-1051,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"15.13000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCTL-1053.JPG,298-10869-ND,PCTL-1053,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"15.13000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCTL-1056.JPG,298-10870-ND,PCTL-1056,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"15.13000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PPMR1X108.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PIDT002.JPG,298-10950-ND,PIDT002,Panduit Corp,TAG 2.5""X2"" WHITE/RED 5/PK,5,0,"32.11000","0","1","Bulk","-","Active","White, Red","-","Plastic","-","2.50"" L x 2.00"" W (63.5mm x 50.8mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PPMR1X108.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PIDT004.JPG,298-10951-ND,PIDT004,Panduit Corp,SIGN 2.5""X2"" WHITE/GREEN 5/PK,5,0,"32.11000","0","1","Bulk","-","Active","White, Green","-","Plastic","-","2.50"" L x 2.00"" W (63.5mm x 50.8mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1004.JPG,298-10931-ND,PVT-1017-Q,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,4,0,"47.25000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1070-Q.JPG,298-10933-ND,PVT-1070-Q,Panduit Corp,TAG 13.75""X 5.25"" BLACK/YELLOW,4,0,"47.25000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","13.75"" L x 5.25"" W (349.25mm x 133.35mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1072-Q.JPG,298-10934-ND,PVT-1072-Q,Panduit Corp,TAG ELEC WN 13.75""X 5.25"" R/BK/W,4,0,"47.25000","0","1","Bulk","-","Active","Red and Black Legend, White Background","Danger","Plastic","-","13.75"" L x 5.25"" W (349.25mm x 133.35mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1074-Q.JPG,298-10935-ND,PVT-1074-Q,Panduit Corp,TAG ELEC WN 13.75""X 5.25"" R/BK/W,4,0,"47.25000","0","1","Bulk","-","Active","Red and Black Legend, White Background","Danger","Plastic","-","13.75"" L x 5.25"" W (349.25mm x 133.35mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1075-Q.JPG,298-10936-ND,PVT-1075-Q,Panduit Corp,TAG 13.75""X 5.25"" WHITE,4,0,"47.25000","0","1","Bulk","-","Active","White","-","Plastic","-","13.75"" L x 5.25"" W (349.25mm x 133.35mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1127.JPG,298-10937-ND,PVT-1127-Q,Panduit Corp,TAG 5.75""X2.87"" RED/BLACK/WHITE,4,0,"47.25000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PVT-1128.jpg,298-10938-ND,PVT-1128-Q,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,4,0,"47.25000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1069-Q.JPG,298-10932-ND,PVT-1069-Q,Panduit Corp,TAG ELEC WN 13.75""X 5.25"" R/BK/W,3,0,"47.25000","0","1","Bulk","-","Active","Red and Black Legend, White Background","Danger","Plastic","-","13.75"" L x 5.25"" W (349.25mm x 133.35mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PPMR1X108.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PIDT011.jpg,298-10949-ND,PIDT011,Panduit Corp,TAG 4""X2"" SILVER 25/PK,5,0,"50.22000","0","1","Bulk","-","Active","Silver","-","Aluminum","-","4.00"" L x 2.00"" W (101.6mm x 50.8mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1078-C.JPG,298-10927-ND,PCT-1078-C,Panduit Corp,TAG 6.25""X3"" RED/BLACK/WHITE,4,0,"53.59000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","6.25"" L x 3.00"" W (158.8mm x 76.2mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1093-C.JPG,298-10929-ND,PCT-1093-C,Panduit Corp,TAG 6.25""X3"" RED/BLACK/WHITE,4,0,"53.59000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","6.25"" L x 3.00"" W (158.8mm x 76.2mm)"
http://www.panduit.com/heiler/PartDrawings/C10497.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PVT-96(-Q).jpg,298-18641-ND,PVT-96,Panduit Corp,TAG ELECTRL WARN 5.75""X3"" 5PC,25,0,"12.08000","0","1","Bulk","-","Active","Black and Red Legend, White Background","-","Plastic","-","5.75"" L x 3.00"" W (146.0mm x 76.2mm)"
http://www.panduit.com/heiler/PartDrawings/C10978.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PVT-23(-Q).jpg,298-18637-ND,PVT-23,Panduit Corp,TAG ELECTRL WARN 5.75""X3"" BLK/RD,25,0,"12.08000","0","1","Bulk","-","Active","Black and Red Legend, White Background","-","Plastic","-","5.75"" L x 3.00"" W (146.0mm x 76.2mm)"
"http://www.panduit.com/ccurl/382/183/SA-IDCB33_2012_LO-TO_WEB_6-21-13,0.pdf",//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PST-3.jpg,298-18625-ND,PST-3,Panduit Corp,TAG ID/RATINGS 5.75""X3"" 5PC,25,0,"13.34000","0","1","Bulk","-","Active","Black and Red Legend, White Background","Danger","Plastic","DANGER DO NOT OPERATE Do not remove this lock. It is here to protect my life (place photo here) Signed by, Date","5.75"" L x 3.00"" W (146.0mm x 76.2mm)"
http://www.panduit.com/heiler/PartDrawings/PST%20Customer%20Drawing.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PST-2.jpg,298-18624-ND,PST-2,Panduit Corp,TAG ID/RATINGS 5.75""X3.25"" 5PC,25,0,"13.34000","0","1","Bulk","PST","Active","White","-","Polyester","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1878677-7&DocType=Customer+Drawing&DocLang=English,-,QMT114-ND,QMT114,TE Connectivity AMP Connectors,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"0.95018","0","1000","Sheet","QMT","Active","Black Legend, White Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1878678-5&DocType=Customer+Drawing&DocLang=English,-,QMT215-ND,QMT215,TE Connectivity AMP Connectors,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"0.95018","0","1000","Sheet","QMT","Active","Black Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT221-ND,QMT221,TE Connectivity AMP Connectors,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"0.95018","0","1000","Sheet","QMT","Active","Red Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1878677-2&DocType=Customer+Drawing&DocLang=English,-,QMT102-ND,QMT102,TE Connectivity AMP Connectors,TAG ID/RATINGS 5.75""X2.87"" GR/WH,0,0,"0.95018","0","1000","Sheet","QMT","Active","Green Legend, White Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1878678-6&DocType=Customer+Drawing&DocLang=English,-,QMT216-ND,QMT216,TE Connectivity AMP Connectors,TAG ID/RATINGS 5.75""X2.87"" BK/YL,0,0,"0.95018","0","1000","Sheet","QMT","Active","Black Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT106-ND,QMT106,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Green Legend, White Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT121-ND,QMT121,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Red Legend, White Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT211-ND,QMT211,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Black Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT213-ND,QMT213,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Yellow Legend, Black Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT214-ND,QMT214,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Black Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT222-ND,QMT222,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Red Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT212-ND,QMT212,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Black Legend, Yellow Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
-,-,QMT123-ND,QMT123,TE Connectivity Raychem Cable Protection,TAG ID/RATINGS 5.75""X2.87"" 100PC,0,0,"1.07687","0","1000","Sheet","QMT","Active","Red Legend, White Background","Ratings","Paper","-","5.75"" L x 2.87"" W (146.0mm x 73.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-OR-ND,MT1009-OR,Bantam Tools,PRACTICE MATERIAL DOG TAGS ORANG,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-GL-ND,MT1009-GL,Bantam Tools,PRACTICE MATERIAL DOG TAGS GOLD,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-LB-ND,MT1009-LB,Bantam Tools,PRACTICE MATERIAL DOG TAGS LIGHT,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-SL-ND,MT1009-SL,Bantam Tools,PRACTICE MATERIAL DOG TAGS SILVE,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-HP-ND,MT1009-HP,Bantam Tools,PRACTICE MATERIAL DOG TAGS HOT P,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-PR-ND,MT1009-PR,Bantam Tools,PRACTICE MATERIAL DOG TAGS PURPL,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-GR-ND,MT1009-GR,Bantam Tools,PRACTICE MATERIAL DOG TAGS GREEN,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MT1009-BL-ND,MT1009-BL,Bantam Tools,PRACTICE MATERIAL DOG TAGS BLUE,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Dog_Tags_Web.pdf,-,MR1009-BK-ND,MR1009-BK,Bantam Tools,PRACTICE MATERIAL DOG TAGS BLACK,0,0,"1.32000","0","125","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Luggage_Tags_Web.pdf,-,MT1016-BU-ND,MT1016-BU,Bantam Tools,PRACTICE MATERIAL LUGGAGE TAGS B,0,0,"2.64000","0","63","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Luggage_Tags_Web.pdf,-,MT1016-GR-ND,MT1016-GR,Bantam Tools,PRACTICE MATERIAL LUGGAGE TAGS G,0,0,"2.64000","0","63","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Luggage_Tags_Web.pdf,-,MT1016-HP-ND,MT1016-HP,Bantam Tools,PRACTICE MATERIAL LUGGAGE TAGS H,0,0,"2.64000","0","63","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Luggage_Tags_Web.pdf,-,MT1016-OR-ND,MT1016-OR,Bantam Tools,PRACTICE MATERIAL LUGGAGE TAGS O,0,0,"2.64000","0","63","-","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bantam%20Tools%20PDFs/Anodized_Aluminum_Luggage_Tags_Web.pdf,-,MT1016-RD-ND,MT1016-RD,Bantam Tools,PRACTICE MATERIAL LUGGAGE TAGS R,0,0,"2.64000","0","63","-","*","Active","-","-","-","-","-"
