Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Current - Max","Region Utilized","Overload Protection","Connector - AC Input","Connector - AC Output","Voltage - Input","Dielectric Material","Media Lines Protected","AC Outlets","Energy","Cord Length","Approvals","Features"
https://assets.tripplite.com/product-pdfs/en/tlp606b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP606B.jpg,TL486-ND,TLP606B,Tripp Lite,SURGE SUPPR 6OUT 6'CORD,307,0,"14.89000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","790J","6' (1.83m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp74rb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP74RB.jpg,TL1185-ND,TLP74RB,Tripp Lite,SURGE SUPPRESSOR 7 OUT,185,0,"16.00000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","7","1080J","4' (1.22m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/super6omnib.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SUPER6OMNI%20B.jpg,TL484-ND,SUPER6OMNI B,Tripp Lite,SURGE SUPPR 6OUT,123,0,"27.47000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","10A","United Kingdom","Circuit Breaker(s)","-","-","230V","Plastic","-","6","750J","6' (1.83m)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/ESP-100-POE_Web.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/ESP-100-POE.jpg,994-1011-ND,ESP-100-POE,Laird Technologies IAS,SURGE PROTECTOR LAN/POE 7.5/70V,242,0,"30.22000","0","1","ESP","Active","Surge Protector for Media Lines Only","Chassis Mount","-","International","-","-","-","-","Aluminum","RJ45","None","-","-","-","Ground"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/672000542x.pdf,//media.digikey.com/photos/Weidmuller/MFG_6720005421.jpg,281-2580-ND,6720005421,Weidmüller,MODULE OUTLET AC DUAL 15A 120VAC,451,2535,"32.91000","0","1","-","Active","Outlet Box","DIN Rail","15A","North America","None","Screw Terminals","NEMA 5-15R","120V","Plastic","-","2","-","Without Cord","cUL, TUL, UL","-"
http://www.hammondmfg.com/pdf/PB0221.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1581H4.jpg,HM1526-ND,1581H4,Hammond Manufacturing,OUTLET STRIP IEC INTERNATIONAL,109,0,"49.34000","0","1","1581","Active","Outlet Strip","Bench, Wall","10A","International","Circuit Breaker(s)","IEC 320-C14","IEC 320-C13","230V","Aluminum and Steel","-","4","-","Without Cord","CE, CSA, cULus, TUV-GS","-"
http://www.hammondmfg.com/pdf/PB0221.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1581H6.jpg,HM1829-ND,1581H6,Hammond Manufacturing,POWER STRP 13.25""10A 230VAC 6OUT,420,217,"58.46000","0","1","1581","Active","Outlet Strip","Bench, Wall","10A","International","Circuit Breaker(s)","IEC 320-C14","IEC 320-C13","230V","Aluminum and Steel","-","6","-","Without Cord","CE, CSA, cULus, TUV-GS","-"
http://www.budind.com/pdf/hb194s.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/POS-194-S.jpg,377-1414-ND,POS-194-S,Bud Industries,POWER OUTLET STRIP 15A 8 REAR,119,805,"63.55000","0","1","-","Active","PDU, Surge Protector","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","8","450J","15' (4.57m)","UL","-"
http://www.hammondmfg.com/pdf/PB0221.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1581H8.jpg,HM1527-ND,1581H8,Hammond Manufacturing,POWER STRIP 17"" 10A 230VAC 8OUT,130,125,"67.25000","0","1","1581","Active","Outlet Strip","Bench, Wall","10A","International","Circuit Breaker(s)","IEC 320-C14","IEC 320-C13","230V","Aluminum and Steel","-","8","-","Without Cord","CE, CSA, cULus, TUV-GS","-"
https://assets.tripplite.com/product-pdfs/en/drs1215.pdf,//media.digikey.com/photos/Tripplite%20Photos/DRS-1215.jpg,TL262-ND,DRS-1215,Tripp Lite,SURGE SUPPRSSR 15A 14OUT RACKMNT,102,0,"86.62000","0","1","-","Active","PDU, Surge Protector","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","14","3840J","15' (4.57m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/ss741515.pdf,//media.digikey.com/photos/Tripplite%20Photos/SS7415-15.jpg,TL274-ND,SS7415-15,Tripp Lite,POWER STRIP 48"" 16OUT RACK MOUNT,84,0,"93.08000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Rack, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum","-","16","450J","15' (4.57m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/rs121520.pdf,//media.digikey.com/photos/Tripplite%20Photos/RS-1215-20.jpg,TL265-ND,RS1215-20,Tripp Lite,POWER STRIP 20A 12OUT 19""RACKMNT,44,0,"95.02000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Horizontal","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Steel","-","12","-","15' (4.57m)","CSA, cUL, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2881007.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2881007.jpg,277-7023-ND,2881007,Phoenix Contact,SURGE PROTECTOR DIN RAIL,101,491,"104.00000","0","1","-","Active","Surge Protector for Media Lines Only","DIN Rail","-","International","None","-","-","-","-","RJ45","None","-","-","GOST, UL","-"
https://assets.tripplite.com/product-pdfs/en/ss361220.pdf,//media.digikey.com/photos/Tripplite%20Photos/SS361220.jpg,TL770-ND,SS361220,Tripp Lite,POWER STRIP,31,0,"104.07000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Rack, Wall","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-15R (10), 5-15/20R (2)","120V","-","-","12","1650J","15' (4.57m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/pdu12iec.pdf,//media.digikey.com/Photos/Tripplite%20Photos/PDU12IEC.jpg,TL270-ND,PDU12IEC,Tripp Lite,POWER STRIP 16A 14OUT IEC RK MNT,96,0,"198.40000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Horizontal","16A","International","Circuit Breaker(s)","IEC 320-C20","IEC 320-C13 (12), C19 (2)","100 ~ 250V","Steel","-","14","-","Without Cord","CE, CSA, UL","-"
https://www.bourns.com/docs/Product-Datasheets/1250.pdf,//media.digikey.com/Photos/Bourns%20Photos/1250-2S-120.jpg,1250-2S-120-ND,1250-2S-120,Bourns Inc.,SPD AC 2W+G 120VAC,269,0,"201.72000","0","1","1250","Active","-","DIN Rail","-","-","None","-","-","120V","Plastic","-","-","-","-","CE, CSA, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp602.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgTLP602.jpg,TL229-ND,TLP602,Tripp Lite,SURGE SUPPRESSOR 6 OUT 2' CORD,262,0,"9.31000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","180J","2' (0.61m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp404.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgTLP404.jpg,TL313-ND,TLP404,Tripp Lite,SURGE SUPPRESSOR 4 OUT 4'CORD,187,0,"12.54000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","4","390J","4' (1.22m)","CSA, cUL, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/PDU1415-VM_Dwg.pdf,//media.digikey.com/Photos/Delta%20Photos/PDU1415-VM.jpg,603-2022-ND,%PDU1415-VM,Delta Electronics,ZERO U RACK MOUNT PDU 14 OUTLETS,648,0,"19.05000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Vertical","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum","-","14","-","15' (4.57m)","cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/super7.pdf,//media.digikey.com/Photos/Tripplite%20Photos/SUPER-7.JPG,TL085-ND,SUPER-7,Tripp Lite,SURGE SUPPRESSOR 7 OUT 7' CORD,150,0,"24.97000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","7","2160J","7' (2.13m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/4spdx.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfg4SPDX.jpg,TL323-ND,4SPDX,Tripp Lite,POWER STRIP 7.38""15A 4OUT 6'CORD,203,0,"28.63000","0","1","WABER®","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","4","-","6' (1.83m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlm406nc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLM406NC.jpg,TL1743-ND,TLM406NC,Tripp Lite,POWER STRIP 4OUT 6'CORD METAL,298,0,"31.11000","0","1","Power It!™","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","4","-","6' (1.83m)","CSA, cUL, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/PDU1420-VM_Dwg.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_PDU1420-VM_FRONT.jpg,603-2024-ND,%PDU1420-VM,Delta Electronics,ZERO U RACK MOUNT PDU 14 OUTLETS,719,0,"34.94000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Vertical","20A","North America","Circuit Breaker(s)","NEMA L5-20P","NEMA 5-20R","120V","Aluminum","-","14","-","15' (4.57m)","cUL, UL","-"
https://us.schurter.com/pdf/english/typ_4747.pdf,//media.digikey.com/Photos/Schurter%20Photos/4747.0000.JPG,486-2155-ND,4747.0000,Schurter Inc.,POWER STRIP MINI 4OUTLET/1 INLET,2694,1020,"37.25000","0","1","4747","Active","Outlet Strip","Bench, Floor, Wall","15A","International","None","IEC 320-C14","IEC 320-C13","100 ~ 250V","Plastic","-","4","-","Without Cord","CCC, CSA, UL","-"
http://www.hammondmfg.com/pdf/1582H8A1BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1582H6A1.jpg,HM1839-ND,1582H8A1BK,Hammond Manufacturing,POWER STRP 19""15A 8OUT 6'CRD BLK,122,115,"69.23000","0","1","1582","Active","PDU (Power Distribution Unit)","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","8","-","6' (1.83m)","CSA, UL","-"
https://assets.tripplite.com/product-pdfs/en/euro4.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_EURO-4.jpg,TL407-ND,EURO-4,Tripp Lite,SURGE SUPPRESS 220V 4 OUT,26,0,"83.55000","0","1","ISOBAR®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","9A","International","-","IEC 320-C14","IEC 320-C13","230V","Metal","-","4","680J","-","CE","-"
https://assets.tripplite.com/product-pdfs/en/ps415hgoem.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS-415-HG-OEM.jpg,TL476-ND,PS-415-HG-OEM,Tripp Lite,POWER STRIP 865 15A 4OUT 15',29,0,"85.65000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","4","-","15' (4.57m)","UL","-"
https://assets.tripplite.com/product-pdfs/en/tlm615nc20.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLM615NC20.jpg,TL1172-ND,TLM615NC20,Tripp Lite,POWER STRIP 6OUT 15'CORD METAL,331,0,"88.23000","0","1","Power It!™","Active","Outlet Strip","Bench, Wall","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Steel","-","6","-","15' (4.57m)","CSA, cUL, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2798844.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2798844.jpg,277-7041-ND,2798844,Phoenix Contact,SURGE PROTECTION CONN TYPE 2,37,753,"93.00000","0","1","-","Active","-","DIN Rail","-","International","None","-","-","230V","-","-","None","-","-","CB, CCA, CSA, cUL, cULus, GL, GOST, KEMA, OVE, UL","-"
https://assets.tripplite.com/product-pdfs/en/isobar825ultra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ISOBAR825ULTRA.jpg,TL1115-ND,ISOBAR825ULTRA,Tripp Lite,SURGE PROTECTOR 8 OUTLET 25',86,0,"96.51000","0","1","ISOBAR®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","12A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","8","3840J","25' (7.62m)","CSA, cUL, UL","-"
https://www.bourns.com/docs/Product-Datasheets/1250.pdf,//media.digikey.com/Photos/Bourns%20Photos/1250-1S-120.jpg,1250-1S-120-ND,1250-1S-120,Bourns Inc.,SPD AC 1W+G 120VAC,28,0,"100.71000","0","1","1250","Active","-","DIN Rail","-","-","None","-","-","120V","Plastic","-","-","-","-","CE, CSA, UL","-"
http://advdownload.advantech.com/productfile/PIS/BB-HESP4DR/Product%20-%20Datasheet/HESP4DR_1317ds20170819015803.pdf,//media.digikey.com/Photos/B&B%20Electronics/HESP4DR.JPG,1165-1051-ND,BB-HESP4DR,"B&B SmartWorx, Inc.",DATALINE SURGE SUPPRESS DIN RAIL,27,89,"114.95000","0","1","-","Active","Surge Protector for Media Lines Only","DIN Rail","-","International","-","-","-","-","-","RS-422, RS-485","-","-","-","IEEE","-"
https://www.bourns.com/docs/Product-Datasheets/1320.pdf,//media.digikey.com/Photos/Bourns%20Photos/1320-S-48.jpg,1320-S-48-ND,1320-S-48,Bourns Inc.,SPD DC 2W+G 48VDC,117,0,"129.50000","0","1","1320","Active","-","DIN Rail","-","-","None","-","-","48VDC","Plastic","-","-","-","-","CE, CSA, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2859084.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2859084.jpg,277-7032-ND,2859084,Phoenix Contact,DATATRAB ADAPTER RJ45 FML-FML,33,28,"137.00000","0","1","-","Active","Surge Protector for Media Lines Only","DIN Rail","-","International","None","-","-","-","Aluminum","RJ45","None","-","-","GOST, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp604.pdf,//media.digikey.com/photos/Tripplite%20Photos/TLP604.jpg,TL264-ND,TLP604,Tripp Lite,SURGE SUPPRESSOR 15A 6OUT 4'CORD,164,0,"12.65000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","790J","4' (1.22m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/dtel2.pdf,//media.digikey.com/photos/Tripplite%20Photos/DTEL2.jpg,TL154-ND,DTEL2,Tripp Lite,SURGE SUPPRESSOR PHONE RJ11/RJ45,183,0,"27.04000","0","1","DataShield®","Active","Surge Protector for Media Lines Only","-","-","International","None","-","-","-","Plastic","RJ11, RJ45","None","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/PDU1015-VM_Dwg.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_PDU1015-VM.jpg,603-2021-ND,%PDU1015-VM,Delta Electronics,ZERO U RACK MOUNT PDU 10 OUTLETS,781,0,"38.49000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Vertical","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum","-","10","-","15' (4.57m)","cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlm615nc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLM6xxNC%20SERIES.jpg,TL1171-ND,TLM615NC,Tripp Lite,POWER STRIP 6OUT 15'CORD METAL,453,0,"42.42000","0","1","Power It!™","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","-","15' (4.57m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlm615ncra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLM615NCRA.jpg,TL1173-ND,TLM615NCRA,Tripp Lite,POWER STRIP 6OUT 15'CORD METAL,448,0,"42.66000","0","1","Power It!™","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","-","15' (4.57m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp1008teltv.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP1008TELTV.jpg,TL1178-ND,TLP1008TELTV,Tripp Lite,SURGE SUPP 10OUT 8'CORD RJ11COAX,128,0,"46.36000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","Type F Coax, RJ11","10","3345J","8' (2.44m)","CSA, cUL, FCC, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/PDU2820-VM_Dwg.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_PDU2820-VM_FRONT.jpg,603-2025-ND,%PDU2820-VM,Delta Electronics,ZERO U RACK MOUNT PDU 28 OUTLETS,785,0,"59.12000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Vertical","20A","North America","Circuit Breaker(s)","NEMA L5-20P","NEMA 5-20R","120V","Aluminum","-","28","-","15' (4.57m)","cUL, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2807609.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2807609.JPG,277-7024-ND,2807609,Phoenix Contact,SURGE PROTECTION CONN TYPE2,48,283,"93.00000","0","1","-","Active","-","Base Mount","-","International","None","-","-","-","-","-","None","-","-","CB, CCA, CSA, cUL, cULus, GL, GOST, KEMA, OVE, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2859602.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2859602.jpg,277-7137-ND,2859602,Phoenix Contact,SURGE PROT REPLACEMENT PLUG,32,35,"94.00000","0","1","VAL-CP","Active","-","DIN Rail","-","International","None","-","-","120V, 240V","Plastic","-","None","-","-","DIN EN, IEC, IEEE, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2818850.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2818850.jpg,277-7019-ND,2818850,Phoenix Contact,CONN ATTACH PLUG FML-FML N,84,256,"132.00000","0","1","CN-UB","Active","Surge Protector for Media Lines Only","-","-","International","None","-","-","-","Brass","Type N Coax","None","-","-","GOST, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2920256.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2920256.jpg,277-12436-ND,2920256,Phoenix Contact,SURGE PROTECTION MOD 554V/960V,34,2,"93.00000","0","1","-","Active","Surge Protection Module","Base Mount","-","International","-","-","-","554V, 960V","Plastic","-","None","-","-","CB, CCA, cUL, cULus, GL, GOST, KEMA, OVE, UL","-"
https://assets.tripplite.com/product-pdfs/en/ps120410.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS120410.jpg,TL1703-ND,PS120410,Tripp Lite,"4-OUTLET POWER STRIP, 10 FT. COR",246,0,"49.33000","0","1","-","Active","Outlet Strip","Rack Mount","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (4)","120V","Aluminum","-","4","-","10' (3.05m)","cUL, UL","-"
https://www.bulgin.com/products/pub/media/bulgin/data/Distribution%20Units.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PXD701%5E06110%5E1.JPG,708-2675-ND,PXD701/061/10/1,Bulgin,IEC DISTRIBUTION UNIT,182,0,"53.13000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","10A","International","Fuse Holder","IEC 320-C14","IEC 320-C13","100 ~ 250V","Plastic","-","6","-","Without Cord","-","-"
http://www.hammondmfg.com/pdf/1584T4DH6.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584T4DH.jpg,HM1875-ND,1584T4DH6,Hammond Manufacturing,POWER STRIP HOSPITAL GRADE 4O,122,78,"66.56000","0","1","1584H","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","4","-","6' (1.83m)","CSA, TUVus","-"
http://www.hammondmfg.com/pdf/1584T4DH6.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584T4DH.jpg,HM1874-ND,1584T4DH,Hammond Manufacturing,POWER STRIP HOSPITAL GRADE 4O,102,53,"69.23000","0","1","1584H","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","4","-","12' (3.66m)","CSA, TUVus","-"
https://assets.tripplite.com/product-pdfs/en/ps606hg.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgPS-606-HG.jpg,TL312-ND,PS-606-HG,Tripp Lite,POWER STRIP 13.75"" 6OUT 6'COR,29,0,"93.73000","0","1","-","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","-","6' (1.83m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/ps402hgoem.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS-402-HG-OEM.jpg,TL1701-ND,PS-402-HG-OEM,Tripp Lite,POWER STRIP MEDICAL 4 OUTLET 2',39,0,"101.81000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","4","-","2' (0.61m)","UL","-"
https://assets.tripplite.com/product-pdfs/en/rs121520t.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_RS-1215-20T.jpg,TL2225-ND,RS-1215-20T,Tripp Lite,POWER STRIP 12OUT 15'CORD RACK,50,0,"109.89000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Horizontal","20A","North America","Circuit Breaker(s)","NEMA L5-20P","NEMA 5-20R","120V","Steel","-","12","-","15' (4.57m)","cUR, UL","-"
https://assets.tripplite.com/product-pdfs/en/sps610hgra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SPS610HGRA.jpg,TL480-ND,SPS610HGRA,Tripp Lite,SURGE SUPP 6OUT 10'CORD HOSP GRD,28,0,"109.89000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","6","1050J","10' (3.05m)","CSA, cUL, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2908438,//media.digikey.com/Photos/Phoenix%20Photos/2908438.jpg,277-17740-ND,2908438,Phoenix Contact,TTC-6-2-HC-24DC-UT-I,27,0,"120.00000","0","1","TTC","Active","Surge Protection Module","DIN Rail","6A","International","None","Screw Terminals","Screw Terminals","24VDC","Plastic","-","None","-","-","cCSAus, CSA, CSAus, DNV GL, UL","-"
https://assets.tripplite.com/product-pdfs/en/ps410hgoemcc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS-410-HGOEMCC.jpg,TL1742-ND,PS-410-HGOEMCC,Tripp Lite,PWR STRIP MED 4 OUTLET 10FT CORD,30,0,"122.82000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","4","-","3' (0.92m)","UL","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_3P+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-3P0-R.jpg,F12050-ND,SPD2-150-3P0-R,Littelfuse Inc.,SPD MOD 3P+0 150VAC TYPE 1+2,100,0,"182.06000","0","1","SPD2 3P+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","120V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_3P+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-3P0-R.jpg,F12054-ND,SPD2-300-3P0-R,Littelfuse Inc.,SPD MOD 3P+0 300VAC TYPE 1+2,50,0,"182.69000","0","1","SPD2 3P+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","240V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_4+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-4P0-R.jpg,F12056-ND,SPD2-300-4P0-R,Littelfuse Inc.,SPD MOD 4P+0 300VAC TYPE 1+2,100,0,"242.54000","0","1","SPD2 4+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","240V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_4+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-4P0-R.jpg,F12067-ND,SPD2-550-4P0-R,Littelfuse Inc.,SPD MOD 4P+0 550VAC TYPE 1+2,150,0,"277.46000","0","1","SPD2 4+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","480V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
https://assets.tripplite.com/submittal-drawing/pdumv30-submittal-drawing.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PDUMV30.jpg,TL1902-ND,PDUMV30,Tripp Lite,PDU METERED 5-15/20R 24 OUTLET,29,0,"333.86000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Vertical","30A","North America","Circuit Breaker(s)","NEMA L5-30P","NEMA 5-20R","120V","Aluminum","-","24","-","10' (3.05m)","NOM, UL","Load Meter"
