Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Current - Max","Region Utilized","Overload Protection","Connector - AC Input","Connector - AC Output","Voltage - Input","Dielectric Material","Media Lines Protected","AC Outlets","Energy","Cord Length","Approvals","Features"
https://assets.tripplite.com/product-pdfs/en/ps415hgultra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/PS-415-HGULTRA.JPG,TL374-ND,PS-415-HGULTRA,Tripp Lite,POWER STRIP 15A 4OUT 15'CORD,3,0,"122.82000","0","1","-","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","4","-","15' (4.57m)","CSA, TUV, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2800024,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2800024.jpg,277-7193-ND,2800024,Phoenix Contact,CONN ATTACH PLUG FML-FML N,2,0,"124.00000","0","1","CN-LAMBDA","Active","Surge Protector for Media Lines Only","-","-","International","None","-","-","-","Brass","Type N Coax","None","-","-","GOST","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2800021,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2800021.jpg,277-14689-ND,2800021,Phoenix Contact,CONN ATTACH PLUG,2,69,"124.00000","0","1","CN-LAMBDA","Active","Surge Protector for Media Lines Only","-","-","International","None","-","-","-","-","Type N Coax","None","-","-","CE, EN","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2880642,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2880642.jpg,277-14747-ND,2880642,Phoenix Contact,9DSUB SURGE PROTECTION 12 MBPS,2,0,"126.00000","0","1","-","Active","-","-","-","International","None","-","-","-","Metal","-","None","-","-","GOST","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2801488,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2801488.jpg,277-14705-ND,2801488,Phoenix Contact,VAL-MS-AR 75 VF/FM,2,51,"139.00000","0","1","VAL-MS","Active","Surge Protection Module","DIN Rail","55A","International","None","-","-","60VAC/DC","Plastic","-","None","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2882828,//media.digikey.com/Photos/Phoenix%20Photos/2882828.jpg,277-7189-ND,2882828,Phoenix Contact,TVS DIODE 185VWM MODULE,2,0,"175.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2763523,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2763523.jpg,277-14672-ND,2763523,Phoenix Contact,RAIL-MOUNT MOD W/SURGE PROTECT,2,0,"188.00000","0","1","-","Active","-","DIN Rail","-","International","None","-","-","-","Plastic","-","None","-","-","GOST","-"
https://assets.tripplite.com/product-pdfs/en/pdu2430.pdf,//media.digikey.com/photos/Tripplite%20Photos/PDU2430.jpg,TL269-ND,PDU2430,Tripp Lite,POWER STRIP 30A 24 OUT RACK MNT,4,0,"249.46000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Horizontal","30A","North America","Circuit Breaker(s)","NEMA L5-30P","NEMA 5-15R","120V","Steel","-","24","-","15' (4.57m)","CSA, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2839729,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2839729.jpg,277-14728-ND,2839729,Phoenix Contact,TVS DIODE 24VWM MODULE,2,0,"251.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2801533,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2801533.jpg,277-14706-ND,2801533,Phoenix Contact,SURGE PROTECTION DEVICE,2,1361,"318.00000","0","1","-","Active","-","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","-","-","-","None","-","-","CB, CCA, cUL, cULus, KEMA, VDE, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2801272.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2801272.jpg,277-12416-ND,2801272,Phoenix Contact,SURGE PROTECTION MOD 700MA 24V,7,71,"333.00000","0","1","-","Active","Surge Protection Module","DIN Rail","700mA","International","-","-","-","24VDC","Plastic","-","None","-","-","cCSAus, EAC, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2920683,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2920683.jpg,277-7138-ND,2920683,Phoenix Contact,SURGE PROTECTION FILTER 120VAC,2,2,"347.00000","0","1","SFP","Active","-","DIN Rail","15A","International","None","-","-","120V","Aluminum","-","None","-","-","CSA, CSAus, cUL, cULus, GOST, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2800183,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2800183.jpg,277-14692-ND,2800183,Phoenix Contact,SURGE PROTECTION DEVICE,2,9,"645.00000","0","1","-","Active","-","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","-","-","-","None","-","-","CB, CCA, cUL, cULus, GL, KEMA, OVA, UL","-"
https://assets.tripplite.com/submittal-drawing/pdumh32hvat-submittal-drawing-en.pdf,-,TL2211-ND,PDUMH32HVAT,Tripp Lite,POWER OUTLET STRIPS,2,0,"968.77000","0","1","-","Active","PDU (Power Distribution Unit)","Rack, Horizontal","32A","-","Circuit Breaker(s)","IEC 309 (2)","IEC 320-C13 (16), C19 (2)","200 ~ 240V","Metal","-","18","-","10' (3.05m)","CE, EN, NOM","Auto Transfer Switch, Load Meter"
http://www.altechcorp.com/PDFS/PDB_All.pdf,//media.digikey.com/Photos/Altech-Corporation/DB35.jpg,1920-1420-ND,DB35,Altech Corporation,PWR DISTRIB BLOCK 1POS,41,707,"16.32000","0","1","-","Active","PDU (Power Distribution Unit)","DIN Rail, Panel","115A","International","None","Screw Terminals","Screw Terminals","600V","Plastic","-","6","-","-","CE, UR","-"
https://assets.tripplite.com/product-pdfs/en/ps410.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS410.jpg,TL1707-ND,PS410,Tripp Lite,POWER STRIP 5-15R 4 OUTLET 10',25,0,"19.53000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","4","-","10' (3.05m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/sk60.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SK6-0.jpg,TL1737-ND,SK6-0/SPIKEBLOK,Tripp Lite,SURGE SUPPESSOR SPIKE BLOK 6 OUT,10,0,"19.94000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","-","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","540J","-","UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906831,//media.digikey.com/photos/Phoenix%20Photos/2906831.JPG,277-17736-ND,2906831,Phoenix Contact,TTC-6-TVSD-C-24DC-UT-I,15,0,"20.00000","0","1","TTC","Active","Surge Protection Module","DIN Rail","10A","International","None","Screw Terminals","Screw Terminals","24VDC","Plastic","-","None","-","-","cCSAus, CSA, CSAus, DNV GL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp76rbtel.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP76RBTEL.jpg,TL1768-ND,TLP76RBTEL,Tripp Lite,SURGE SUPPRESSOR 7 OUT,13,0,"21.69000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","RJ11","7","1080J","6' (1.83m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp608tel.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP608TEL.jpg,TL1762-ND,TLP608TEL,Tripp Lite,SURGE PROTECT STRIP 6 OUTLET 8',9,0,"21.70000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","RJ11","6","990J","8' (2.44m)","CSA, cUL, FCC, UL","-"
https://assets.tripplite.com/product-pdfs/en/swivel6usb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/mfg_SWIVEL6USB.jpg,TL1933-ND,SWIVEL6USB,Tripp Lite,PROTECT IT 6-OUTLET SURGE PROTEC,10,0,"23.13000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","1080J","-","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/super7b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SUPER7B.jpg,TL1735-ND,SUPER7B,Tripp Lite,SURGE PROTECT STRIP 7 OUTLET 7FT,11,0,"24.26000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","7","2160J","7' (2.13m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp31sat.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP31SAT.jpg,TL1753-ND,TLP31SAT,Tripp Lite,HOME THEATER SURGE WALLMNT 3 OUT,11,0,"24.29000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","-","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","Type F Coax","3","1080J","-","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/sk10usb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SK10USB_A.jpg,TL1728-ND,SK10USB,Tripp Lite,TRAVEL SURGE 3 OUT USB CHARGER,7,0,"24.57000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Direct Plug-In","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","1","1080J","-","UL","2-USB Charging Ports"
https://assets.tripplite.com/product-pdfs/en/sk120usb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SK120USB.jpg,TL1729-ND,SK120USB,Tripp Lite,TRAVEL SURGE 3 OUT USB CHARGER,7,0,"26.04000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","-","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","3","540J","-","UL","USB Charge Port(s)"
https://assets.tripplite.com/product-pdfs/en/tlp606sstelb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP606SSTELB.jpg,TL1758-ND,TLP606SSTELB,Tripp Lite,SURGE PROTECTOR POWER STRIP 6FT,7,0,"26.04000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","1440J","6' (1.83m)","cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/sk30usb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SK30USB.jpg,TL1730-ND,SK30USB,Tripp Lite,SURGE 3 OUTLET 120V USB CHARGER,6,0,"26.04000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","-","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","3","540J","-","UL","USB Charge Port(s)"
https://assets.tripplite.com/product-pdfs/en/tlp606usbb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP606USBB.jpg,TL1760-ND,TLP606USBB,Tripp Lite,SURGE PROTECTOR POWER STRIP 6 FT,23,0,"26.05000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","990J","6' (1.83m)","cUL, UL","2-USB Charging Ports"
https://assets.tripplite.com/product-pdfs/en/super6tel.pdf,//media.digikey.com/photos/Tripplite%20Photos/SUPER6TEL.jpg,TL231-ND,SUPER6TEL,Tripp Lite,SURGE SUPPRESSOR 7OUT W/TEL,60,0,"26.78000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","RJ11","7","1080J","6' (1.83m)","CSA, cUL, FCC, UL","-"
https://assets.tripplite.com/product-pdfs/en/ps712b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS712B.jpg,TL1712-ND,PS712B,Tripp Lite,POWER STRIP 5-15R 7 OUTLET 12',13,0,"26.87000","0","1","Power It!™","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","7","-","12' (3.66m)","CSA, cUL, UL","-"
-,-,TL2407-ND,TLP88TUSBB,Tripp Lite,8-OUTLET SURGE PROTECTOR WITH 2,10,0,"27.50000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (8)","120V","Plastic","RJ11","8","1200J","8' (2.44m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
https://assets.tripplite.com/product-pdfs/en/ps615.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS615.jpg,TL1710-ND,PS615,Tripp Lite,POWER STRIP 5-15R 6 OUTLET 15',12,0,"27.57000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","-","15' (4.57m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlm606.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLM606%20SERIES.jpg,TL1744-ND,TLM606,Tripp Lite,SURGE SUPPR 6OUT 6'CORD,13,0,"28.21000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","900J","6' (1.83m)","CSA, cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp706telc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP706TELC.jpg,TL1765-ND,TLP706TELC,Tripp Lite,SURGE SUPPRESSOR 7 OUT 6',9,0,"28.21000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","RJ11","7","1440J","6' (1.83m)","CSA, cUL, FCC, UL","-"
-,-,TL2411-ND,TLP664USBB,Tripp Lite,6-OUTLET SURGE PROTECTOR WITH 4,10,0,"28.95000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (6)","120V","Plastic","-","6","900J","6' (1.83m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
https://assets.tripplite.com/product-pdfs/en/tlp615b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP615B.jpg,TL1763-ND,TLP615B,Tripp Lite,SURGE PROTECTOR POWER STRIP 15 F,15,0,"30.40000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","790J","15' (4.57m)","cUL, UL","-"
https://www.bulgin.com/products/pub/media/bulgin/data/Distribution%20Units.pdf,-,708-2672-ND,PXD201,Bulgin,IEC DISTRIBUTION UNIT,30,0,"30.61000","0","1","-","Active","Outlet Strip","Bench, Floor, Wall","10A","United Kingdom","None","BS 1363","IEC 320-C13","100 ~ 250V","Plastic","-","4","-","6.5' (1.98m)","-","-"
https://assets.tripplite.com/product-pdfs/en/tlp808b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP808B.jpg,TL1771-ND,TLP808B,Tripp Lite,SURGE PROTECTOR POWER STRIP 8 OU,8,0,"31.13000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","8","1440J","8' (2.44m)","cUL, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp128ttusbb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP128TTUSBB.jpg,TL1934-ND,TLP128TTUSBB,Tripp Lite,PROTECT IT 12-OUTLET SURGE PROTE,9,0,"31.33000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (12)","120V","Plastic","Type F Coax, RJ11","12","4320J","8' (2.44m)","CSA, cUL, FCC, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp806tel.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP806TEL.jpg,TL1770-ND,TLP806TEL,Tripp Lite,SURGE SUPPRESSOR 8 OUT 6FT,13,0,"31.83000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","RJ11","8","2160J","6' (1.83m)","CSA, cUL, FCC, UL","-"
-,-,TL2412-ND,TLP864USBB,Tripp Lite,8-OUTLET SURGE PROTECTOR WITH 4,10,0,"31.85000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (8)","120V","Plastic","-","8","1800J","6' (1.83m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/SurgeProtection_Catalog.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1063960000.jpg,281-4296-ND,1063960000,Weidmüller,SURGE PROTECTION,73,55,"32.48000","0","1","-","Active","-","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","-","-","-","None","-","-","-","-"
-,-,TL2406-ND,TLM526USBB,Tripp Lite,5-OUTLET SURGE PROTECTOR WITH 2,10,0,"33.28000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (5)","120V","Metal","-","5","450J","6' (1.83m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
http://www.altechcorp.com/PDFS/PDB_All.pdf,-,1920-1619-ND,38076,Altech Corporation,BLOCK PWR DISTRIB 1POS,28,695,"35.73000","0","1","-","Active","PDU (Power Distribution Unit)","DIN Rail, Panel","115A","International","None","Screw Terminals","Screw Terminals","600V","Plastic","-","10","-","-","CE, UR","-"
https://assets.tripplite.com/product-pdfs/en/tlp76msgb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP76MSGB.JPG,TL1864-ND,TLP76MSGB,Tripp Lite,ECO SURGE PROTECTOR POWER STRIP,8,0,"36.13000","0","1","ECO-Surge™","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","-","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","7","1080J","6' (1.83m)","cUL, UL","-"
-,-,TL2405-ND,TLM446USBB,Tripp Lite,4-OUTLET SURGE PROTECTOR WITH 4,10,0,"36.20000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (4)","120V","Metal","-","4","450J","6' (1.83m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
https://assets.tripplite.com/product-pdfs/en/ps725b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS725B.jpg,TL1713-ND,PS725B,Tripp Lite,7 OUTLET POWER STRIP 25FT CORD,17,0,"37.61000","0","1","Power It!™","Active","Outlet Strip","Bench, Floor, Wall","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","7","-","25' (7.62m)","cUL, NOM, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp1006b.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP1006B.JPG,TL1745-ND,TLP1006B,Tripp Lite,PROTECT IT 10-OUTLET SURGE PROTE,9,0,"37.61000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Wall Mount","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (10)","120V","Plastic","-","10","2880J","6' (1.83m)","UL","-"
"http://www.hammondmfg.com/pdf/1584T4A1,B1.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584_SERIES_Straight-Type-NEMA-5-15P.jpg,HM1871-ND,1584T4A1,Hammond Manufacturing,POWER STRIP 10"" 15A 4OUT 6'CR,18,270,"38.12000","0","1","1584","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","4","-","6' (1.83m)","CSA, UL","-"
"http://www.hammondmfg.com/pdf/1584H4A1,B1.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584_SERIES_Straight-Type-NEMA-5-15P.jpg,HM1861-ND,1584H4A1,Hammond Manufacturing,POWER STRIP 10"" 15A 4OUT 6'CORD,17,146,"38.12000","0","1","1584","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","4","-","6' (1.83m)","CSA, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp606dmusb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP606DMUSB.jpg,TL1756-ND,TLP606DMUSB,Tripp Lite,SURGE PROTECT STRIP USB 6 OUT 6',11,0,"40.49000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","6","2100J","6' (1.83m)","CSA, cUL, UL","USB Charge Port(s)"
https://assets.tripplite.com/product-pdfs/en/sk34usbb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SK34USBB.jpg,TL1731-ND,SK34USBB,Tripp Lite,4-PORT WALLMOUNT USB CHARGING ST,21,0,"40.51000","0","1","Protect It!®","Active","Outlet Box","Wall Mount","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","3","540J","-","UL","4-USB Charging Ports"
"http://www.hammondmfg.com/pdf/1584T4A1,B1.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584_SERIES_Straight-Type-NEMA-5-15P.jpg,HM1872-ND,1584T4B1,Hammond Manufacturing,POWER STRIP 10"" 15A 4OUT 15'C,20,55,"42.37000","0","1","1584","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","4","-","15' (4.57m)","CSA, UL","-"
"http://www.hammondmfg.com/pdf/1584H4A1,B1.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584_SERIES_Straight-Type-NEMA-5-15P.jpg,HM1862-ND,1584H4B1,Hammond Manufacturing,PWR OUTLET STRIP W/4 RECEPT 15FT,7,70,"42.37000","0","1","1584","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","4","-","15' (4.57m)","CSA, UL","-"
https://assets.tripplite.com/product-pdfs/en/sk40rusbb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SK40RUSBB.jpg,TL1732-ND,SK40RUSBB,Tripp Lite,SURGE SUPPESSOR,9,0,"43.39000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Direct Plug-In","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","-","4","1080J","-","UL","2-USB Charging Ports"
https://assets.tripplite.com/product-pdfs/en/tlp906rtel.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP906RTEL.jpg,TL1894-ND,TLP906RTEL,Tripp Lite,SURGE PROTECTOR POWER STRIP 9-OU,8,0,"43.39000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","-","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (9)","120V","Plastic","RJ11","9","2160J","6' (1.83m)","cUL","-"
-,-,TL2497-ND,TLP806TELTAA,Tripp Lite,8-OUTLET SURGE PROTECTOR WITH DS,6,0,"43.48000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (8)","120V","Plastic","RJ11","8","3150J","6' (1.83m)","CSA, cUL, FCC, UL","Switch"
"http://www.hammondmfg.com/pdf/1584T6A1,B1.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584_SERIES_Straight-Type-NEMA-5-15P.jpg,HM1876-ND,1584T6A1,Hammond Manufacturing,POWER STRIP 13"" 15A 6OUT 6'CR,12,14,"43.92000","0","1","1584","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","6","-","6' (1.83m)","CSA, UL","-"
http://www.altechcorp.com/PDFS/PDB_All.pdf,-,1920-1625-ND,38019,Altech Corporation,BLOCK PWR DISTRIB 1POS,10,53,"44.97000","0","1","-","Active","PDU (Power Distribution Unit)","DIN Rail, Panel","310A","International","None","Screw Terminals","Screw Terminals","600V","Plastic","-","11","-","-","CE, CSAus, UR","-"
https://assets.tripplite.com/product-pdfs/en/tlp606rnet.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_TLP606RNET.jpg,TL1757-ND,TLP606RNET,Tripp Lite,SURGE PROTECT 6 OUTLET COAX 6FT,6,0,"47.73000","0","1","Protect It!®","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","Type F Coax, RJ11, RJ45","6","1440J","6' (1.83m)","CSA, cUL, UL","-"
"http://www.hammondmfg.com/pdf/1584H6A1,B1.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584_SERIES_Straight-Type-NEMA-5-15P.jpg,HM1867-ND,1584H6B1,Hammond Manufacturing,POWER STRP 13"" 15A 6OUT 15'CR,55,232,"47.93000","0","1","1584","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","6","-","15' (4.57m)","CSA, UL","-"
