Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Form","Power - Rated","AC Outlets","Backup Time - Max Load","Media Lines Protected","Voltage - Output","Connector - AC Input","Connector - AC Output","Cord Length","Size / Dimension","Height"
https://assets.tripplite.com/product-pdfs/en/avr550u.pdf,//media.digikey.com/photos/Tripplite%20Photos/Tripplite_AVR550U.jpg,TL371-ND,AVR550U,Tripp Lite,UPS 550VA 300W 8OUT USB RJ/11,22,0,"97.59000","0","1","AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Desktop","550VA / 300W","8 (4 UPS, 4 Surge Only)","3 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","6.000"" L x 11.201"" W (152.40mm x 284.50mm)","3.504"" (89.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart500rt1u.pdf,//media.digikey.com/photos/Tripplite%20Photos/SMART500RT1U.jpg,TL309-ND,SMART500RT1U,Tripp Lite,UPS 500VA 300W 7OUT W/SOFTWARE,32,0,"231.04000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","500VA / 300W","7 (6 UPS, 1 Surge Only)","3 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","11.256"" L x 17.319"" W (286.00mm x 439.90mm)","1.728"" (43.90mm)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_quint_ups_24dc_24dc_5_104657_en_01.pdf;jsessionid=5B3FE3A10B22CA6333C16B766809B84E.select-lin-dmz-app02-download?cp=y&asid2=744046187033834,//media.digikey.com/Photos/Phoenix%20Photos/2320212.jpg,277-2398-ND,2320212,Phoenix Contact,UPS 24VDC 5A DIN RAIL,87,292,"382.34000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/ub10e241.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_UB10.241.jpg",1736-1085-ND,UB10.241,"PULS, LP",DIN RAIL UPS CONTR 24V 3.9-40AH,34,0,"405.00000","0","1","DIMENSION U","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","360W","-","-","-","24V","-","-","-","4.606"" L x 1.929"" W (117.00mm x 49.00mm)","4.882"" (124.00mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI1210A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI12xx.jpg,1920-1195-ND,CBI1210A,Altech Corporation,UPS 12VDC 10A DIN RAIL,26,35,"438.23000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","17W","-","-","RJ45","12V","-","-","-","5.320"" L x 2.560"" W (135.13mm x 65.02mm)","4.530"" (115.06mm)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_quint_ups_24dc_24dc_20_104659_en_01.pdf?cp=y&asid2=384076685083831,//media.digikey.com/Photos/Phoenix%20Photos/2320238.JPG,277-2400-ND,2320238,Phoenix Contact,UPS 24VDC 20A DIN RAIL,30,379,"505.16000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","4.921"" L x 1.575"" W (125.00mm x 40.00mm)","5.118"" (130.00mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/uc10e241.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_UC10.241.jpg",1736-1006-ND,UC10.241,"PULS, LP",DIN RAIL BUFFERMOD 6KWS 24V 15A,48,0,"720.00000","0","1","DIMENSION U","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","360W","-","9 seconds","-","24V","-","-","-","4.606"" L x 4.961"" W (117.00mm x 126.00mm)","4.882"" (124.00mm)"
https://www.meanwell.com/Upload/PDF/DR-UPS40/DR-UPS40-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DR-UPS40.jpg,1866-1020-ND,DR-UPS40,MEAN WELL USA Inc.,UPS 24V 40A DIN RAIL,111,0,"46.03000","0","1","DR-UPS40","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","-","-","-","-","24V","-","-","-","2.185"" L x 3.937"" W (55.50mm x 100.00mm)","4.929"" (125.20mm)"
https://assets.tripplite.com/product-pdfs/en/internet550u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/INTERNET550U.jpg,TL393-ND,INTERNET550U,Tripp Lite,UPS 550VA 300W 120V 8OUT W/RJ11,37,0,"88.90000","0","1","Internet Office®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","550VA / 300W","8 (4 UPS, 4 Surge Only)","3.5 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","10.866"" L x 5.748"" W (276.00mm x 146.00mm)","3.071"" (78.00mm)"
http://www.stacoenergy.com/images/staco/literature_finder/english/ups/unistar-sb/user-manual/003-2580.pdf,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SB-SERIES.jpg,452-1174-ND,SB-10001,Staco Energy Products Company,UPS 120V 1KVA/600W 6 OUTLETS,41,0,"111.00000","0","1","Unistar® SB","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1kVA / 600W","6 (UPS)","4 minutes","-","120V","-","-","-","12.600"" L x 5.100"" W (320.04mm x 129.54mm)","7.200"" (182.88mm)"
https://assets.tripplite.com/product-pdfs/en/omni900lcd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/OMNI900LCD.jpg,TL359-ND,OMNI900LCD,Tripp Lite,UPS 900VA 8OUT LCD DISP USB,26,0,"170.75000","0","1","OmniSmart™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","900VA / 475W","8 (4 UPS, 4 Surge Only)","3 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.244"" L x 3.661"" W (184.00mm x 93.00mm)","11.850"" (301.00mm)"
http://www.deltapsu.com/products/download/Datasheet/DRU-24V40ABN,//media.digikey.com/Photos/Delta%20Photos/MFG_DRU-24V40ABN.jpg,1145-1104-ND,DRU-24V40ABN,Delta Electronics,UPS MODULE 40A 24V DIN,93,0,"64.66000","0","1","CliQ II","Active","-","General Purpose, Industrial Control","Din Rail","960W","-","4.5 minutes","-","24V","-","-","-","4.618"" L x 1.969"" W (117.30mm x 50.00mm)","4.764"" (121.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500lcd.pdf,//media.digikey.com/photos/Tripplite%20Photos/Tripplite_SMART1500LCD.jpg,TL362-ND,SMART1500LCD,Tripp Lite,UPS 1500VA 8OUT LCD DISP USB,24,0,"301.63000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Rackmount","1.5kVA / 900W","8 (UPS)","3.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","10.500"" L x 17.252"" W (266.70mm x 438.20mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/smx500rt1u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMX500RT1U.jpg,TL1203-ND,SMX500RT1U,Tripp Lite,UPS 500VA 300W 7OUT USB RS232 1U,6,0,"311.27000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","500VA / 300W","7 (6 UPS, 1 Surge Only)","5 minutes","-","230V","IEC 320-C14","IEC 320-C13","-","11.610"" L x 17.319"" W (294.90mm x 439.90mm)","1.728"" (43.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2905907.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2905907.jpg,277-11714-ND,2905907,Phoenix Contact,UPS 24VDC 2.5A DIN RAIL,5,0,"315.00000","0","1","UNO","Active","Standby (No Regulation)","-","Din Rail","60W","-","-","-","24V","-","-","-","3.307"" L x 4.331"" W (84.00mm x 110.00mm)","3.543"" (90.00mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI245A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI12xx.jpg,1920-1194-ND,CBI245A,Altech Corporation,UPS 24VDC 5A DIN RAIL,21,0,"341.69000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","17W","-","-","RJ45","24V","-","-","-","5.320"" L x 2.560"" W (135.13mm x 65.02mm)","4.530"" (115.06mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500lcdxl.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1500LCDXL.jpg,TL1153-ND,SMART1500LCDXL,Tripp Lite,UPS SMART LCD AVR 120V EXT RUN,6,0,"366.04000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","General Purpose, Industrial Control","Rackmount, Tower","1.5kVA / 900W","8 (UPS)","4 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","10.500"" L x 17.250"" W (266.70mm x 438.15mm)","3.500"" (88.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/STEP-UPS-24DC-24DC-3_Uninterruptible_Pwr_Supply.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2868703.jpg,277-10007-ND,2868703,Phoenix Contact,UPS 18.5VDC 1.4AH DIN RAIL,11,1,"413.28000","0","1","Step","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","2.402"" L x 4.252"" W (61.00mm x 108.00mm)","3.543"" (90.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320225_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2320225.JPG,277-2399-ND,2320225,Phoenix Contact,UPS 24VDC 10A DIN RAIL,21,176,"431.01000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI2410A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI2410A.jpg,1920-1196-ND,CBI2410A,Altech Corporation,UPS 24VDC 10A DIN RAIL,4,0,"489.30000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","28W","-","-","RJ45","24V","-","-","-","5.320"" L x 2.950"" W (135.13mm x 74.93mm)","4.530"" (115.06mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/ubc10e241.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_UBC10.241.jpg",1736-1020-ND,UBC10.241,"PULS, LP",DIN RAIL UPS 24V 10A W/ 5AH BAT,22,0,"508.50000","0","1","DIMENSION U","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","360W","-","-","-","24V","-","-","-","4.685"" L x 4.843"" W (119.00mm x 123.00mm)","4.882"" (124.00mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/ub20e241.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_UB20.241.jpg",1736-1086-ND,UB20.241,"PULS, LP",DIN RAIL UPS CONT 24V 3.9-150AH,7,0,"540.00000","0","1","DIMENSION U","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","600W","-","-","-","24V","-","-","-","5.000"" L x 1.811"" W (127.00mm x 46.00mm)","4.882"" (124.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320254.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2320254.jpg,277-11035-ND,2320254,Phoenix Contact,POWER SUPPLY,8,5,"567.73000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","RS-232","24V","-","-","46.46"" (1.18m)","4.921"" L x 3.465"" W (125.00mm x 88.00mm)","5.433"" (138.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart1000rm1u.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgsmart1000rm1u.jpg,TL243-ND,SMART1000RM1U,Tripp Lite,UPS 1KVA 800W 6OUT RACK MOUNT,17,0,"698.48000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","1kVA / 800W","6 (UPS)","4 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","16.748"" L x 17.500"" W (425.40mm x 444.50mm)","1.748"" (44.40mm)"
https://assets.tripplite.com/product-pdfs/en/su1000rtxl2ua.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgSU1000RTXL2U.jpg,TL354-ND,SU1000RTXL2UA,Tripp Lite,UPS TRUE ONLINE 1.0KVA 800W 6OUT,6,0,"727.90000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","1kVA / 800W","6 (UPS)","4.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","13.500"" L x 17.500"" W (342.90mm x 444.50mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500rm2u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1500RM2U.jpg,TL425-ND,SMART1500RM2U,Tripp Lite,UPS 1.5KVA 1000W 8OUT RACK MOUNT,6,0,"743.83000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","1.5kVA / 1000W","8 (UPS)","7 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","13.449"" L x 17.299"" W (341.60mm x 439.40mm)","3.449"" (87.60mm)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_quint_dc_ups_24dc_20_102034_00_gb.pdf?cp=y&asid2=2610580830960,//media.digikey.com/Photos/Phoenix%20Photos/2866239.jpg,277-2134-ND,2866239,Phoenix Contact,UPS 24VDC 20A DIN RAIL,8,142,"762.27000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","4.921"" L x 2.598"" W (125.00mm x 66.00mm)","5.118"" (130.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart1200xlhg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1200XLHG.jpg,TL252-ND,SMART1200XLHG,Tripp Lite,UPS 1KVA 4OUT 1DB9/1USB HOSP GRD,17,0,"894.56000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Tower","1kVA / 750W","4 (UPS)","10 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","9.500"" L x 7.500"" W (241.30mm x 190.50mm)","12.500"" (317.50mm)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_quint_ups_24dc_24dc_40_104660_en_01.pdf;jsessionid=45FD6F030A14918E25E563C67F4E7D69.select-lin-dmz-app02-download?cp=y&asid2=806016488083530,//media.digikey.com/Photos/Phoenix%20Photos/2320241.JPG,277-2401-ND,2320241,Phoenix Contact,UPS 24VDC 40A DIN RAIL,8,28,"953.55000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","4.921"" L x 1.850"" W (125.00mm x 47.00mm)","5.118"" (130.00mm)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_quint_dc_ups_24dc_10_101998_01_gb.pdf?cp=y&asid2=1736739946387,//media.digikey.com/Photos/Phoenix%20Photos/2866226.jpg,277-2150-ND,2866226,Phoenix Contact,UPS 24VDC 10A DIN RAIL,4,4,"954.40000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","1.5 minutes","-","24V","-","-","-","4.921"" L x 3.937"" W (125.00mm x 100.00mm)","5.118"" (130.00mm)"
https://assets.tripplite.com/product-pdfs/en/smx1500xlrt2u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMX1500XLRT2U.jpg,TL1859-ND,SMX1500XLRT2U,Tripp Lite,UPS INTL SMART RACKMOUNT,2,0,"975.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/smart2200rmxl2u.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgSMART2200RMXL2U.jpg,TL288-ND,SMART2200RMXL2U,Tripp Lite,BATT BACKUP 2.2KVA 120V RACK MNT,4,0,"1157.57000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","2.2kVA / 1600W","8 (UPS)","6 minutes","-","120V","NEMA 5-20P","NEMA 5-15R (4), NEMA 5-20R (4)","10' (3.05m)","19.291"" L x 17.319"" W (490.00mm x 439.90mm)","3.461"" (87.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2905908_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2905908.jpg,277-16217-ND,2905908,Phoenix Contact,1AC/1AC/750 VA UNINTERRUPTIBLE P,13,32,"1405.96000","0","1","TRIO","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","600W","-","1 minutes","-","120VAC","Hardwired","Hardwired","-","8.270"" L x 5.350"" W (210.00mm x 136.00mm)","6.690"" (170.00mm)"
https://assets.tripplite.com/product-pdfs/en/avr750u.pdf,//media.digikey.com/photos/Tripplite%20Photos/Tripplite_AVR750U.jpg,TL372-ND,AVR750U,Tripp Lite,UPS 750VA 450W 12OUT USB RJ/11,8,0,"130.91000","0","1","AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Desktop","750VA / 450W","12 (6 UPS, 6 Surge Only)","3 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.000"" L x 12.000"" W (177.80mm x 304.80mm)","4.000"" (101.60mm)"
https://assets.tripplite.com/product-pdfs/en/eco850lcd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO850LCD.jpg,TL1425-ND,ECO850LCD,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,6,0,"132.43000","0","1","ECO","Active","Standby (No Regulation)","General Purpose, Industrial Control","Desktop","850VA / 425W","12 (6 UPS, 6 Surge Only)","-","RJ11","120V","NEMA 5-15P","NEMA 5-15R (12)","6' (1.83m)","7.000"" L x 12.000"" W (177.80mm x 304.80mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/avr900u.pdf,//media.digikey.com/photos/Tripplite%20Photos/Tripplite_AVR900U.jpg,TL373-ND,AVR900U,Tripp Lite,UPS 900VA 480W 12OUT RJ/11,7,0,"139.09000","0","1","AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Desktop","900VA / 480W","12 (6 UPS, 6 Surge Only)","3 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.000"" L x 12.000"" W (177.80mm x 304.80mm)","4.000"" (101.60mm)"
https://assets.tripplite.com/product-pdfs/en/omnivs1000.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgOMNIVS1000.jpg,TL306-ND,OMNIVS1000,Tripp Lite,UPS 1000VA 500W 120V 8OUT RJ45,20,0,"178.48000","0","1","Omni VS™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1kVA / 500W","8 (6 UPS, 2 Surge Only)","3.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.500"" L x 5.201"" W (190.50mm x 132.10mm)","10.799"" (274.30mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI123A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI12xx.jpg,1920-1193-ND,CBI123A,Altech Corporation,UPS 12VDC 3A DIN RAIL,16,19,"237.82000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","9W","-","-","RJ45","12V","-","-","-","5.320"" L x 2.560"" W (135.13mm x 65.02mm)","4.530"" (115.06mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI243A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI12xx.jpg,1920-1197-ND,CBI243A,Altech Corporation,UPS 24VDC 3A DIN RAIL,10,35,"258.61000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","13W","-","-","RJ45","24V","-","-","-","5.320"" L x 2.560"" W (135.13mm x 65.02mm)","4.530"" (115.06mm)"
https://assets.tripplite.com/product-pdfs/en/omnivs1500xl.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgOMNIVS1500XL.jpg,TL307-ND,OMNIVS1500XL,Tripp Lite,UPS 1500VA 940W 120V 8OUT RJ45,5,0,"296.70000","0","1","Omni VS™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1.5kVA / 940W","8 (6 UPS, 2 Surge Only)","4.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.500"" L x 7.201"" W (190.50mm x 182.90mm)","11.799"" (299.70mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/ub10e245.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_UB10.245.jpg",1736-1091-ND,UB10.245,"PULS, LP",DIN RAIL UPS CONTR 24/12V 240W,18,0,"472.50000","0","1","DIMENSION U","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","360W","-","-","-","24V","-","-","-","4.606"" L x 1.929"" W (117.00mm x 49.00mm)","4.882"" (124.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320267.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2320267.jpg,277-11036-ND,2320267,Phoenix Contact,QUINT-UPS/ 24DC/ 24DC/10/3.4AH,3,73,"633.77000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","RS-232","24V","-","-","46.46"" (1.18m)","4.921"" L x 4.724"" W (125.00mm x 120.00mm)","6.654"" (169.00mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI2420A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI2420A.jpg,1920-1192-ND,CBI2420A,Altech Corporation,UPS 24VDC 20A DIN RAIL,15,28,"749.48000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","48W","-","-","RJ45","24V","-","-","-","5.910"" L x 5.320"" W (150.11mm x 135.13mm)","4.530"" (115.06mm)"
https://assets.tripplite.com/product-pdfs/en/su1500rtxl2ua.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgSU15OORTXL2U.jpg,TL355-ND,SU1500RTXL2UA,Tripp Lite,UPS TRUEONLINE 1.5KVA 1200W 6OUT,3,0,"925.12000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","1.5kVA / 1200W","6 (UPS)","5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","19.000"" L x 17.500"" W (482.60mm x 444.50mm)","3.500"" (88.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320270.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2320270.jpg,277-2529-ND,2320270,Phoenix Contact,UPS 120/230VAC DIN RAIL,3,105,"1281.41000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","500VA / 400W","-","-","RS-232","120V, 230V","Hardwired","Hardwired","46.46"" (1.18m)","4.921"" L x 4.724"" W (125.00mm x 120.00mm)","5.118"" (130.00mm)"
https://assets.tripplite.com/product-pdfs/en/bc350.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_BC350.jpg,TL1103-ND,BC350,Tripp Lite,UPS 350VA 180W 6OUT LOW PROF,12,0,"65.41000","0","1","BC Personal®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","350VA / 180W","6 (3 UPS, 3 Surge Only)","2.5 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","5.000"" L x 10.512"" W (127.00mm x 267.00mm)","2.992"" (76.00mm)"
http://www.stacoenergy.com/images/staco/literature_finder/english/ups/unistar-sb/user-manual/003-2580.pdf,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SB-SERIES.jpg,452-1172-ND,SB-06001,Staco Energy Products Company,UPS 120V 600VA/360W 6 OUTLETS,53,0,"74.84000","0","1","Unistar® SB","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","600VA / 360W","6 (UPS)","2 minutes","-","120V","-","-","-","11.800"" L x 4.000"" W (299.72mm x 101.60mm)","5.600"" (142.24mm)"
https://assets.tripplite.com/product-pdfs/en/internet350u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/INTERNET350U.jpg,TL303-ND,INTERNET350U,Tripp Lite,UPS 350VA 180W 120V 6OUT W/RJ11,22,0,"76.23000","0","1","Internet Office®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","350VA / 180W","6 (3 UPS, 3 Surge Only)","3 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","6.339"" L x 8.031"" W (161.00mm x 204.00mm)","2.953"" (75.00mm)"
https://assets.tripplite.com/product-pdfs/en/eco350ups.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO350UPS.jpg,TL1104-ND,ECO350UPS,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,21,0,"78.09000","0","1","ECO","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","350VA / 180W","6 (3 UPS, 3 Surge Only)","-","RJ11","120V","NEMA 5-15P","NEMA 5-15R (6)","6' (1.83m)","6.400"" L x 8.000"" W (162.56mm x 203.20mm)","3.000"" (76.20mm)"
http://www.stacoenergy.com/images/staco/literature_finder/english/ups/unistar-sb/user-manual/003-2580.pdf,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SB-SERIES.jpg,452-1173-ND,SB-08001,Staco Energy Products Company,UPS 120V 800VA/480W 6 OUTLETS,3,0,"104.99000","0","1","Unistar® SB","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","800VA / 480W","6 (UPS)","2 minutes","-","120V","-","-","-","11.800"" L x 4.000"" W (299.72mm x 101.60mm)","5.600"" (142.24mm)"
https://assets.tripplite.com/product-pdfs/en/bcpers300.pdf,//media.digikey.com/Photos/Tripplite%20Photos/BC%20PERS300.JPG,TL196-ND,BC PERS300,Tripp Lite,BATT BACKUP 300VA 3OUT 120V,3,0,"113.46000","0","1","BC Personal®","Active","Standby (No Regulation)","Desktop, Home Theater","Tower","300VA / 180W","3 (UPS)","5 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","5.512"" L x 4.252"" W (140.00mm x 108.00mm)","8.504"" (216.00mm)"
https://assets.tripplite.com/product-pdfs/en/internet750u.pdf,"//media.digikey.com/photos/Tripplite%20Photos/mfgInternet%20Office%20750U,%20350U,%20525U,.jpg",TL305-ND,INTERNET750U,Tripp Lite,UPS 750VA 450W 120V 12OUT W/RJ11,4,0,"126.08000","0","1","Internet Office®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","750VA / 450W","12 (6 UPS, 6 Surge Only)","2.5 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","6.902"" L x 12.201"" W (175.30mm x 309.90mm)","3.098"" (78.70mm)"
