Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Form","Power - Rated","AC Outlets","Backup Time - Max Load","Media Lines Protected","Voltage - Output","Connector - AC Input","Connector - AC Output","Cord Length","Size / Dimension","Height"
https://assets.tripplite.com/product-pdfs/en/su8000rt3ug.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU8000RT3U%20SERIES.jpg,SU8000RT3UG-ND,SU8000RT3UG,Tripp Lite,UPS SMART ONLINE,0,0,"4484.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su6000rt4uhvtaa.pdf,-,SU6000RT4UHVTAA-ND,SU6000RT4UHVTAA,Tripp Lite,SMARTONLINE 208/240V 6KVA ON-LIN,0,0,"4572.59000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","6kVA / 5400W","4 (UPS)","2 minutes","-","200V, 208V, 240V","NEMA L6-30P","NEMA L6-20R (2), NEMA L6-30R (2)","10' (3.05m)","20.700"" L x 17.500"" W (525.78mm x 444.50mm)","6.850"" (173.99mm)"
https://assets.tripplite.com/product-pdfs/en/su8000rt4u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU8000RT4U.jpg,SU8000RT4U-ND,SU8000RT4U,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"4616.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su8000rt3un50.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU8000RT3U%20SERIES.jpg,SU8000RT3UN50-ND,SU8000RT3UN50,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"4658.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/svt10kx.pdf,-,SVT10KX-ND,SVT10KX,Tripp Lite,SMARTONLINE SVTX SERIES 3-PHASE,0,0,"4734.13000","0","1","SmartOnline","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","10kVA / 9000W","-","3.8 minutes","-","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","32.000"" L x 9.800"" W (812.80mm x 248.92mm)","33.900"" (861.06mm)"
https://assets.tripplite.com/product-pdfs/en/su8000rt3u1tf.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU8000RT3U1TF.jpg,SU8000RT3U1TF-ND,SU8000RT3U1TF,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"4913.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su6000rt4utftaa.pdf,-,SU6000RT4UTFTAA-ND,SU6000RT4UTFTAA,Tripp Lite,SMARTONLINE 120/208/240V 6KVA ON,0,0,"5066.93000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","6kVA / 5400W","16 (UPS)","2 minutes","-","120V, 208V, 240V","NEMA L6-30P","NEMA 5-15R (4), NEMA 5-15/20R (8), NEMA L6-20R (2), NEMA L6-30R (2)","10' (3.05m)","20.700"" L x 17.500"" W (525.78mm x 444.50mm)","6.850"" (173.99mm)"
https://assets.tripplite.com/product-pdfs/en/su10krt3uhv.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU10KRT3UHV.jpg,SU10KRT3UHV-ND,SU10KRT3UHV,Tripp Lite,UPS 10KVA 9000W W/SOFTWARE,0,0,"5078.83000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","10kVA / 9000W","-","4.3 minutes","-","200V, 208V, 220V, 230V, 240V","Hardwired","Hardwired","-","26.213"" L x 17.500"" W (655.80mm x 444.50mm)","5.142"" (130.60mm)"
https://assets.tripplite.com/product-pdfs/en/su8000rt3un50tf.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU8000RT3UN50TF.jpg,SU8000RT3UN50TF-ND,SU8000RT3UN50TF,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"5108.09000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su10000rt3u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU10000RT3U%20Series.jpg,SU10000RT3U-ND,SU10000RT3U,Tripp Lite,UPS 10KVA 9000W 6OUT RACK MOUNT,0,0,"5232.29000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","10kVA / 9000W","6 (UPS)","4.3 minutes","-","200V, 208V, 220V, 230V, 240V","Hardwired","NEMA L6-20R (4), NEMA L6-30R (2)","-","25.819"" L x 17.500"" W (655.80mm x 444.50mm)","5.142"" (130.60mm)"
https://assets.tripplite.com/product-pdfs/en/su10000rt3ug.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU10000RT3U%20Series.jpg,SU10000RT3UG-ND,SU10000RT3UG,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"5373.64000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su10000rt3utaa.pdf,-,SU10000RT3UTAA-ND,SU10000RT3UTAA,Tripp Lite,SMARTONLINE 208/240V 10KVA ON-LI,0,0,"6302.76000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","10kVA / 9000W","6 (UPS)","4.3 minutes","-","200V, 208V, 240V","Hardwired","NEMA L6-20R (4), NEMA L6-30R (2)","-","25.820"" L x 17.500"" W (655.83mm x 444.50mm)","5.140"" (130.56mm)"
https://assets.tripplite.com/product-pdfs/en/su10000rt3u2tf.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU10000RT3U2TF.jpg,SU10000RT3U2TF-ND,SU10000RT3U2TF,Tripp Lite,UPS 10KVA 9000W 30OUT RACK MOUNT,0,0,"6454.65000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","10kVA / 9000W","30 (UPS)","4.3 minutes","-","120V, 208V","Hardwired","NEMA 5-20R (24), NEMA L6-20R (4), NEMA L6-30R (2)","-","26.213"" L x 17.500"" W (655.80mm x 444.50mm)","5.142"" (130.60mm)"
https://assets.tripplite.com/product-pdfs/en/su10krt3u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU10KRT3U.jpg,SU10KRT3U-ND,SU10KRT3U,Tripp Lite,UPS 10KVA 9000W W/SOFTWARE,0,0,"6526.75000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Rackmount","10kVA / 9000W","-","4.3 minutes","-","120V, 208V, 240V","Hardwired","Hardwired","-","26.213"" L x 17.500"" W (655.80mm x 444.50mm)","5.142"" (130.60mm)"
-,-,2106-S4K5U6K5W0BATC-ND,S4K5U6K5W0BATC,SolaHD,UPS 6KVA INTRN 230V W/O BATT C,0,0,"6588.97000","0","1","S4K","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount, Tower","6kVA / 4800W","-","-","-","220V, 230V, 240V","Hardwired","Hardwired","-","-","-"
https://assets.tripplite.com/product-pdfs/en/s3m30kx.pdf,-,S3M30KX-ND,S3M30KX,Tripp Lite,SMARTONLINE S3MX SERIES 3-PHASE,0,0,"6981.24000","0","1","Smart Online™ S3MX","Active","Online (Double Conversion)","Network, 3-Phase","Tower","30kVA / 27000W","-","5.5 minutes","RS-232","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","32.080"" L x 11.810"" W (814.83mm x 299.97mm)","39.370"" (1000.00mm)"
https://assets.tripplite.com/product-pdfs/en/su12krt4uhw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU12KRT4UHW.jpg,SU12KRT4UHW-ND,SU12KRT4UHW,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"7101.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,2106-S4K4U6000W0BATC-ND,S4K4U6000W0BATC,SolaHD,UPS 6KVA 208/240 W/O BATT C,0,0,"7240.28000","0","1","S4K","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount, Tower","6kVA / 4800W","-","-","-","120V","Hardwired","Hardwired","-","26.063"" L x 6.811"" W (662.00mm x 173.00mm)","16.929"" (430.00mm)"
https://assets.tripplite.com/product-pdfs/en/su12000rt4uhw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU12000RT4U%20Series.jpg,SU12000RT4UHW-ND,SU12000RT4UHW,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"7699.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su12000rt4u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU12000RT4U%20Series.jpg,SU12000RT4U-ND,SU12000RT4U,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"7715.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/s3m60kx.pdf,-,S3M60KX-ND,S3M60KX,Tripp Lite,SMARTONLINE S3MX SERIES 3-PHASE,0,0,"7746.34000","0","1","Smart Online™ S3MX","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","60kVA / 54000W","-","-","RS-232","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","31.100"" L x 14.170"" W (789.94mm x 359.92mm)","39.760"" (1009.90mm)"
https://www.emerson.com/documents/automation/catalog-solahd-s4k5u-5c-6-kva-ups-en-us-164148.pdf,-,2106-S4K4U6000C-ND,S4K4U6000C,SolaHD,UPS 6KVA 208/120 OR 240/120 C,0,0,"7898.19000","0","1","S4K","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount, Tower","6kVA / 4800W","-","-","-","120V","Hardwired","Hardwired","-","26.063"" L x 6.811"" W (662.00mm x 173.00mm)","16.929"" (430.00mm)"
https://www.emerson.com/documents/automation/catalog-solahd-s4k5u-5c-6-kva-ups-en-us-164148.pdf,-,2106-S4K5U6K5C-ND,S4K5U6K5C,SolaHD,UPS 6KVA INTRN 220/230/240V C,0,0,"8236.46000","0","1","S4K","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount, Tower","6kVA / 4800W","-","-","-","220V, 230V, 240V","-","-","-","22.441"" L x 16.929"" W (570.00mm x 430.00mm)","8.661"" (220.00mm)"
https://assets.tripplite.com/product-pdfs/en/s3m40kx.pdf,-,S3M40KX-ND,S3M40KX,Tripp Lite,SMARTONLINE S3MX SERIES 3-PHASE,0,0,"8274.84000","0","1","Smart Online™ S3MX","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","40kVA / 36000W","-","5 minutes","RS-232","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","32.080"" L x 11.810"" W (814.83mm x 299.97mm)","39.370"" (1000.00mm)"
https://assets.tripplite.com/product-pdfs/en/svt20kx.pdf,-,SVT20KX-ND,SVT20KX,Tripp Lite,SMARTONLINE SVTX SERIES 3-PHASE,0,0,"8426.16000","0","1","SmartOnline","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","20kVA / 18000W","-","4 minutes","-","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","32.000"" L x 9.800"" W (812.80mm x 248.92mm)","33.900"" (861.06mm)"
https://assets.tripplite.com/product-pdfs/en/s3m80kx.pdf,-,S3M80KX-ND,S3M80KX,Tripp Lite,SMARTONLINE S3MX SERIES 3-PHASE,0,0,"9468.22000","0","1","Smart Online™ S3MX","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","80kVA / 72000W","-","-","RS-232","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","31.100"" L x 14.170"" W (789.94mm x 359.92mm)","39.760"" (1009.90mm)"
https://assets.tripplite.com/product-pdfs/en/su16krthw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16KRT%20Series.jpg,SU16KRTHW-ND,SU16KRTHW,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"9573.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,2106-S5KA05ANNC1CNNC-ND,S5KA05ANNC1CNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (A),0,0,"9616.82000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/svt30kx.pdf,-,SVT30KX-ND,SVT30KX,Tripp Lite,SMARTONLINE SVTX SERIES 3-PHASE,0,0,"9709.57000","0","1","SmartOnline","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","30kVA / 27000W","-","4.2 minutes","-","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","11.810"" L x 32.000"" W (299.97mm x 812.80mm)","99.820"" (2535.43mm)"
https://assets.tripplite.com/product-pdfs/en/su16krtg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16KRT%20Series.jpg,SU16KRTG-ND,SU16KRTG,Tripp Lite,UPS SMART ONLINE,0,0,"9737.54000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su16krt.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16KRT%20Series.jpg,SU16KRT-ND,SU16KRT,Tripp Lite,UPS SMART ONLINE,0,0,"9742.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su16krt8.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16KRT%20Series.jpg,SU16KRT8-ND,SU16KRT8,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"9901.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su16000rt4uhw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16000RT4U%20Series.jpg,SU16000RT4UHW-ND,SU16000RT4UHW,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"10088.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su16000rt4u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16000RT4U%20Series.jpg,SU16000RT4U-ND,SU16000RT4U,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"10104.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20k33.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20K3%5E3.jpg,SU20K3/3-ND,SU20K3/3,Tripp Lite,UPS SMARTONLINE 20KVA 16KW IGBT,0,0,"10343.95000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, 3-Phase","Tower","20kVA / 16000W","-","5 minutes","-","120V, 208V (3-Phase)","Hardwired","Hardwired","-","36.799"" L x 19.500"" W (934.70mm x 495.30mm)","35.902"" (911.90mm)"
-,-,2106-S5KB05ANNC1CNNC-ND,S5KB05ANNC1CNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (B),0,0,"10489.96000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su16krt1tf.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU16KRT-1TF.jpg,SU16KRT-1TF-ND,SU16KRT-1TF,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"10525.44000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20krthw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KRT%20SERIES.jpg,SU20KRTHW-ND,SU20KRTHW,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"10722.87000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20krtg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KRT%20SERIES.jpg,SU20KRTG-ND,SU20KRTG,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"10887.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20krt.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KRT%20SERIES.jpg,SU20KRT-ND,SU20KRT,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"10892.36000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20krt8.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KRT%20SERIES.jpg,SU20KRT8-ND,SU20KRT8,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"11029.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,2106-S5KC05ANNC2HNNC-ND,S5KC05ANNC2HNNC,SolaHD,5KVA ONLINE UPS W/2 BAT,0,0,"11342.15000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S4K6U10KW0BATC-ND,S4K6U10KW0BATC,SolaHD,UPS 10KVA 208/240 W/O BATT C,0,0,"11762.10000","0","1","S4K","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount, Tower","10kVA / 9000W","-","-","-","120V","Hardwired","Hardwired","-","26.457"" L x 10.276"" W (672.00mm x 261.00mm)","16.929"" (430.00mm)"
https://assets.tripplite.com/product-pdfs/en/sut20k.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SUT20K.JPG,SUT20K-ND,SUT20K,Tripp Lite,20KVA 20KW SMART ONLINE 3-PHASE,0,0,"11865.70000","0","1","SmartOnline","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","20kVA / 20000W","-","5.2 minutes","RS-232","120V, 208V (3-Phase)","Hardwired","Hardwired","-","20.500"" L x 31.500"" W (250.70mm x 800.10mm)","53.200"" (1351.28mm)"
-,-,2106-S5KA05ANRC1CNNC-ND,S5KA05ANRC1CNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (A),0,0,"11974.31000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20krt1tf.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KRT-1TF.jpg,SU20KRT-1TF-ND,SU20KRT-1TF,Tripp Lite,UPS SMART ONLINE RACKMOUNT,0,0,"12008.44000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,2106-S5KD05ANNC1GNNC-ND,S5KD05ANNC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (D),0,0,"12215.30000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KE05ANNC1GNNC-ND,S5KE05ANNC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (E),0,0,"12215.30000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KF05ANNC1GNNC-ND,S5KF05ANNC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (F),0,0,"12215.30000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su30k33.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU30K3%5E3.jpg,SU30K3/3-ND,SU30K3/3,Tripp Lite,UPS SMARTONLINE 30KVA 24KW IGBT,0,0,"12339.82000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, 3-Phase","Tower","30kVA / 24000W","-","5 minutes","-","120V, 208V (3-Phase)","Hardwired","Hardwired","-","37.902"" L x 19.500"" W (962.70mm x 495.30mm)","35.902"" (911.90mm)"
-,-,2106-S5KC05ANNC1GNNC-ND,S5KC05ANNC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (C),0,0,"12664.10000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KA10ANNC2CNNC-ND,S5KA10ANNC2CNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (A),0,0,"12847.46000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KB05ANRC1CNNC-ND,S5KB05ANRC1CNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (B),0,0,"12847.46000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/sutx20k.pdf,-,SUTX20K-ND,SUTX20K,Tripp Lite,SMARTONLINE SUTX SERIES 3-PHASE,0,0,"12914.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/s3m100kx.pdf,-,S3M100KX-ND,S3M100KX,Tripp Lite,SMARTONLINE S3MX SERIES 3-PHASE,0,0,"12984.06000","0","1","Smart Online™ S3MX","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","100kVA / 90000W","-","-","RS-232","220V, 230V, 240V (3-Phase)","Hardwired","Hardwired","-","37.200"" L x 22.320"" W (944.88mm x 566.93mm)","39.960"" (1014.98mm)"
https://assets.tripplite.com/product-pdfs/en/su20kx.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KX.jpg,SU20KX-ND,SU20KX,Tripp Lite,UPS SMART ONLINE,0,0,"13160.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,2106-S5KA10ANNC4CNNC-ND,S5KA10ANNC4CNNC,SolaHD,10 KVA ONLINE UPS W/ 4 BAT (A),0,0,"13271.80000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-s4k5u-5c-6-kva-ups-en-us-164148.pdf,-,2106-S4K6U10KC-ND,S4K6U10KC,SolaHD,UPS 10KVA 208/120 OR 240/120 C,0,0,"13392.24000","0","1","S4K","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount, Tower","10kVA / 9000W","-","-","-","120V","Hardwired","Hardwired","-","26.457"" L x 10.276"" W (672.00mm x 261.00mm)","16.929"" (430.00mm)"
-,-,2106-S5KC05ANRC1GNNC-ND,S5KC05ANRC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (C),0,0,"13699.65000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KB10ANNC2CNNC-ND,S5KB10ANNC2CNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (B),0,0,"13720.60000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20k33xr5.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20K3%5E3XR5.jpg,SU20K3/3XR5-ND,SU20K3/3XR5,Tripp Lite,UPS SMART ONLINE,0,0,"13866.08000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/sut30k.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SUT30K.JPG,SUT30K-ND,SUT30K,Tripp Lite,30KVA 30KW SMART ONLINE 3-PHASE,0,0,"14050.92000","0","1","SmartOnline","Active","Online (Double Conversion)","General Purpose, Industrial Control","Tower","30kVA / 30000W","-","5.5 minutes","RS-232","120V, 208V (3-Phase)","Hardwired","Hardwired","-","20.500"" L x 31.500"" W (250.70mm x 800.10mm)","53.200"" (1351.28mm)"
-,-,2106-S5KC10ANNC2GNNC-ND,S5KC10ANNC2GNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (C),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KD05ANRC1GNNC-ND,S5KD05ANRC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (D),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KD10ANNC2GNNC-ND,S5KD10ANNC2GNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (D),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KE05ANRC1GNNC-ND,S5KE05ANRC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (E),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KE10ANNC2GNNC-ND,S5KE10ANNC2GNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (E),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KF05ANRC1GNNC-ND,S5KF05ANRC1GNNC,SolaHD,5 KVA ONLINE UPS W/ 1 BAT (F),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","5kVA / 4500W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KF10ANNC2GNNC-ND,S5KF10ANNC2GNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (F),0,0,"14572.79000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","-","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
-,-,2106-S5KA10ANRC2CNNC-ND,S5KA10ANRC2CNNC,SolaHD,10 KVA ONLINE UPS W/ 2 BAT (A),0,0,"15204.95000","0","1","S5KC","Active","Online (Double Conversion)","General Purpose, Industrial Control","Rackmount","10kVA / 9000W","-","5 minutes","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su30k33xr5.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU30K3%5E3XR5.jpg,SU30K3/3XR5-ND,SU30K3/3XR5,Tripp Lite,UPS SMART ONLINE,0,0,"15522.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
