Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Applications","Number of Channels","Interface","Voltage - Supply","Operating Temperature","Specifications","Package / Case","Supplier Device Package"
https://www.akm.com/akm/en/file/datasheet/AK4104ET.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,AK4104ETTR-ND,AK4104ET,AKM Semiconductor Inc.,IC TX DGTL AUD 192KHZ 16TSSOP,12000,0,"0.78300","0","3000","Tape & Reel (TR)","-","Active","Digital Audio Transmitter","Audio Systems","1","Serial","2.7V ~ 3.6V","-20°C ~ 85°C (TA)","24 b","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
https://www.akm.com/akm/en/file/datasheet/AK4104ET.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,AK4104ETCT-ND,AK4104ET,AKM Semiconductor Inc.,IC TX DGTL AUD 192KHZ 16TSSOP,14324,0,"1.85000","0","1","Cut Tape (CT)","-","Active","Digital Audio Transmitter","Audio Systems","1","Serial","2.7V ~ 3.6V","-20°C ~ 85°C (TA)","24 b","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
https://www.akm.com/akm/en/file/datasheet/AK4104ET.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,AK4104ETDKR-ND,AK4104ET,AKM Semiconductor Inc.,IC TX DGTL AUD 192KHZ 16TSSOP,14324,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Digital Audio Transmitter","Audio Systems","1","Serial","2.7V ~ 3.6V","-20°C ~ 85°C (TA)","24 b","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADAU7002.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-8-6;CB;8.jpg,ADAU7002ACBZ-R7TR-ND,ADAU7002ACBZ-R7,Analog Devices Inc.,IC STEREO PDM TDM CONV 8WLCSP,12000,0,"0.88628","0","3000","Tape & Reel (TR)","-","Active","Sample Rate Converter","Consumer Audio","2","I²S","1.62V ~ 3.6V","-40°C ~ 85°C (TA)","PDM-to-I²S","8-UFBGA, WLCSP","8-WLCSP (0.76x1.56)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADAU7002.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-8-6;CB;8.jpg,ADAU7002ACBZ-R7CT-ND,ADAU7002ACBZ-R7,Analog Devices Inc.,IC STEREO PDM TDM CONV 8WLCSP,14651,0,"1.99000","0","1","Cut Tape (CT)","-","Active","Sample Rate Converter","Consumer Audio","2","I²S","1.62V ~ 3.6V","-40°C ~ 85°C (TA)","PDM-to-I²S","8-UFBGA, WLCSP","8-WLCSP (0.76x1.56)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADAU7002.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-8-6;CB;8.jpg,ADAU7002ACBZ-R7DKR-ND,ADAU7002ACBZ-R7,Analog Devices Inc.,IC STEREO PDM TDM CONV 8WLCSP,14651,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sample Rate Converter","Consumer Audio","2","I²S","1.62V ~ 3.6V","-40°C ~ 85°C (TA)","PDM-to-I²S","8-UFBGA, WLCSP","8-WLCSP (0.76x1.56)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm1972,"//media.digikey.com/Renders/Texas%20Instr%20Renders/20-SOIC,DW.jpg",LM1972MX/NOPBTR-ND,LM1972MX/NOPB,Texas Instruments,IC AUDIO ATTENUATR W/MUTE 20SOIC,1000,10000,"1.84800","0","1000","Tape & Reel (TR)","-","Active","Volume Control","Consumer Audio, Professional Audio","2","SPI","4.5V ~ 12V","0°C ~ 70°C (TA)","78dB","20-SOIC (0.295"", 7.50mm Width)","20-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm1972,"//media.digikey.com/Renders/Texas%20Instr%20Renders/20-SOIC,DW.jpg",LM1972MX/NOPBCT-ND,LM1972MX/NOPB,Texas Instruments,IC AUDIO ATTENUATR W/MUTE 20SOIC,1600,10001,"3.60000","0","1","Cut Tape (CT)","-","Active","Volume Control","Consumer Audio, Professional Audio","2","SPI","4.5V ~ 12V","0°C ~ 70°C (TA)","78dB","20-SOIC (0.295"", 7.50mm Width)","20-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm1972,"//media.digikey.com/Renders/Texas%20Instr%20Renders/20-SOIC,DW.jpg",LM1972MX/NOPBDKR-ND,LM1972MX/NOPB,Texas Instruments,IC AUDIO ATTENUATR W/MUTE 20SOIC,1600,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Volume Control","Consumer Audio, Professional Audio","2","SPI","4.5V ~ 12V","0°C ~ 70°C (TA)","78dB","20-SOIC (0.295"", 7.50mm Width)","20-SOIC"
https://www.akm.com/akm/en/file/datasheet/AK4127VF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4127VFP-E2.jpg,974-1048-2-ND,AK4127VF,AKM Semiconductor Inc.,IC SRC 2 CHAN 192KHZ 30VSOP,2000,0,"2.05800","0","1000","Tape & Reel (TR)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S","3V ~ 3.6V","-40°C ~ 85°C (TA)","8kHz ~ 216kHz","30-TSSOP (0.220"", 5.60mm Width)","30-VSOP"
https://www.akm.com/akm/en/file/datasheet/AK4127VF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4127VFP-E2.jpg,974-1048-1-ND,AK4127VF,AKM Semiconductor Inc.,IC SRC 2 CHAN 192KHZ 30VSOP,2582,0,"4.24000","0","1","Cut Tape (CT)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S","3V ~ 3.6V","-40°C ~ 85°C (TA)","8kHz ~ 216kHz","30-TSSOP (0.220"", 5.60mm Width)","30-VSOP"
https://www.akm.com/akm/en/file/datasheet/AK4127VF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4127VFP-E2.jpg,974-1048-6-ND,AK4127VF,AKM Semiconductor Inc.,IC SRC 2 CHAN 192KHZ 30VSOP,2582,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S","3V ~ 3.6V","-40°C ~ 85°C (TA)","8kHz ~ 216kHz","30-TSSOP (0.220"", 5.60mm Width)","30-VSOP"
https://www.akm.com/akm/en/file/datasheet/AK4118AEQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1007-2-ND,AK4118AEQ,AKM Semiconductor Inc.,IC TXRX DGTL AUD I/F 48LQFP,3000,0,"2.08600","0","1000","Tape & Reel (TR)","-","Active","Audio Transceiver","Digital Audio Interfacing","8","I²C, SPI","2.7V ~ 3.6V","0°C ~ 70°C (TA)","8kHz ~ 192kHz","48-LQFP","48-LQFP (7x7)"
https://www.akm.com/akm/en/file/datasheet/AK4118AEQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1007-1-ND,AK4118AEQ,AKM Semiconductor Inc.,IC TXRX DGTL AUD I/F 48LQFP,3966,0,"4.30000","0","1","Cut Tape (CT)","-","Active","Audio Transceiver","Digital Audio Interfacing","8","I²C, SPI","2.7V ~ 3.6V","0°C ~ 70°C (TA)","8kHz ~ 192kHz","48-LQFP","48-LQFP (7x7)"
https://www.akm.com/akm/en/file/datasheet/AK4118AEQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1007-6-ND,AK4118AEQ,AKM Semiconductor Inc.,IC TXRX DGTL AUD I/F 48LQFP,3966,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Transceiver","Digital Audio Interfacing","8","I²C, SPI","2.7V ~ 3.6V","0°C ~ 70°C (TA)","8kHz ~ 192kHz","48-LQFP","48-LQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdir9001,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,296-38926-2-ND,DIR9001PWR,Texas Instruments,IC DGTL AUDIO IR RCVR 28-TSSOP,2000,10000,"2.10672","0","2000","Tape & Reel (TR)","-","Active","Audio Receiver","Automotive Audio, Consumer Audio, Musical Instruments","1","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","28kHz ~ 108kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdir9001,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,296-38926-1-ND,DIR9001PWR,Texas Instruments,IC DGTL AUDIO IR RCVR 28-TSSOP,2342,10001,"4.32000","0","1","Cut Tape (CT)","-","Active","Audio Receiver","Automotive Audio, Consumer Audio, Musical Instruments","1","-","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","28kHz ~ 108kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdir9001,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,296-38926-6-ND,DIR9001PWR,Texas Instruments,IC DGTL AUDIO IR RCVR 28-TSSOP,2342,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Receiver","Automotive Audio, Consumer Audio, Musical Instruments","1","-","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","28kHz ~ 108kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://www.akm.com/akm/en/file/datasheet/AK4103AVF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4103AVFP-E2.jpg,974-1001-2-ND,AK4103AVF,AKM Semiconductor Inc.,IC TX DGTL AUD QD 192KHZ 24VSOP,2000,0,"2.19800","0","1000","Tape & Reel (TR)","-","Not For New Designs","Audio Transmitter","Digital Audio Interfacing","2","I²S","4.75V ~ 5.25V","-40°C ~ 85°C (TA)","28kHz ~ 192kHz","24-LSSOP (0.220"", 5.60mm Width)","24-VSOP"
https://www.akm.com/akm/en/file/datasheet/AK4103AVF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4103AVFP-E2.jpg,974-1001-1-ND,AK4103AVF,AKM Semiconductor Inc.,IC TX DGTL AUD QD 192KHZ 24VSOP,3248,0,"4.53000","0","1","Cut Tape (CT)","-","Not For New Designs","Audio Transmitter","Digital Audio Interfacing","2","I²S","4.75V ~ 5.25V","-40°C ~ 85°C (TA)","28kHz ~ 192kHz","24-LSSOP (0.220"", 5.60mm Width)","24-VSOP"
https://www.akm.com/akm/en/file/datasheet/AK4103AVF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4103AVFP-E2.jpg,974-1001-6-ND,AK4103AVF,AKM Semiconductor Inc.,IC TX DGTL AUD QD 192KHZ 24VSOP,3248,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","Audio Transmitter","Digital Audio Interfacing","2","I²S","4.75V ~ 5.25V","-40°C ~ 85°C (TA)","28kHz ~ 192kHz","24-LSSOP (0.220"", 5.60mm Width)","24-VSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina1650-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040064-3;PW;14.jpg,296-47530-2-ND,INA1650QPWRQ1,Texas Instruments,AUTOMOTIVE AUDIO AMPLIFIER DEVIC,4000,0,"2.27829","0","2000","Tape & Reel (TR)","Automotive, AEC-Q100, SoundPlus™","Active","Audio Receiver","Audio","2","-","4.5V ~ 25V","-40°C ~ 125°C","-","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina1650-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040064-3;PW;14.jpg,296-47530-1-ND,INA1650QPWRQ1,Texas Instruments,AUTOMOTIVE AUDIO AMPLIFIER DEVIC,8395,0,"4.68000","0","1","Cut Tape (CT)","Automotive, AEC-Q100, SoundPlus™","Active","Audio Receiver","Audio","2","-","4.5V ~ 25V","-40°C ~ 125°C","-","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina1650-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040064-3;PW;14.jpg,296-47530-6-ND,INA1650QPWRQ1,Texas Instruments,AUTOMOTIVE AUDIO AMPLIFIER DEVIC,8395,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100, SoundPlus™","Active","Audio Receiver","Audio","2","-","4.5V ~ 25V","-40°C ~ 125°C","-","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-37145-2-ND,DRV135UA/2K5,Texas Instruments,IC AUDIO DIFF LINE DRVR 8-SOIC,10000,10000,"2.39666","0","2500","Tape & Reel (TR)","-","Active","Line Driver","Pre-Amplifier, Professional Audio","1","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-37145-1-ND,DRV135UA/2K5,Texas Instruments,IC AUDIO DIFF LINE DRVR 8-SOIC,12242,10001,"4.92000","0","1","Cut Tape (CT)","-","Active","Line Driver","Pre-Amplifier, Professional Audio","1","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,296-37145-6-ND,DRV135UA/2K5,Texas Instruments,IC AUDIO DIFF LINE DRVR 8-SOIC,12242,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Line Driver","Pre-Amplifier, Professional Audio","1","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.akm.com/akm/en/file/datasheet/AK4136VQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1121-2-ND,AK4136VQ,AKM Semiconductor Inc.,PREMIUM SRC 2CH 384KHZ,1000,0,"2.42200","0","1000","Tape & Reel (TR)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 105°C (TA)","32 b","48-LQFP","48-LQFP"
https://www.akm.com/akm/en/file/datasheet/AK4136VQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1121-1-ND,AK4136VQ,AKM Semiconductor Inc.,PREMIUM SRC 2CH 384KHZ,1946,0,"4.99000","0","1","Cut Tape (CT)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 105°C (TA)","32 b","48-LQFP","48-LQFP"
https://www.akm.com/akm/en/file/datasheet/AK4136VQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1121-6-ND,AK4136VQ,AKM Semiconductor Inc.,PREMIUM SRC 2CH 384KHZ,1946,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 105°C (TA)","32 b","48-LQFP","48-LQFP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-38929-2-ND,DRV134UA/1K,Texas Instruments,IC AUDIO DIFF LINE DRVR 16-SOIC,1000,10000,"2.52280","0","1000","Tape & Reel (TR)","-","Active","Line Driver","Pre-Amplifier, Professional Audio","2","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-38929-1-ND,DRV134UA/1K,Texas Instruments,IC AUDIO DIFF LINE DRVR 16-SOIC,1498,10001,"4.92000","0","1","Cut Tape (CT)","-","Active","Line Driver","Pre-Amplifier, Professional Audio","2","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-38929-6-ND,DRV134UA/1K,Texas Instruments,IC AUDIO DIFF LINE DRVR 16-SOIC,1498,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Line Driver","Pre-Amplifier, Professional Audio","2","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si824x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-4771-2-ND,SI8244BB-D-IS1R,Silicon Labs,IC DRIVER CLASS D AUDIO 16SOIC,10000,0,"2.82503","0","2500","Tape & Reel (TR)","-","Active","Line Driver","Pre-Amplifier","2","Analog","4.5V ~ 5.5V","-40°C ~ 125°C (TA)","Class D","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si824x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-4771-1-ND,SI8244BB-D-IS1R,Silicon Labs,IC DRIVER CLASS D AUDIO 16SOIC,11932,0,"3.66000","0","1","Cut Tape (CT)","-","Active","Line Driver","Pre-Amplifier","2","Analog","4.5V ~ 5.5V","-40°C ~ 125°C (TA)","Class D","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si824x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-4771-6-ND,SI8244BB-D-IS1R,Silicon Labs,IC DRIVER CLASS D AUDIO 16SOIC,11932,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Line Driver","Pre-Amplifier","2","Analog","4.5V ~ 5.5V","-40°C ~ 125°C (TA)","Class D","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.onsemi.com/pub/Collateral/SA571-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/488;-751G-03;-D,-DW,-DWF;-16---Top.jpg",SA571DR2GOSTR-ND,SA571DR2G,ON Semiconductor,IC COMPANDOR DUAL GAIN 16-SOIC,1000,8000,"3.08000","0","1000","Tape & Reel (TR)","-","Active","Compandor","Consumer Audio, Telecommunication Systems","2","Analog","6V ~ 18V","-40°C ~ 85°C (TA)","110dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.onsemi.com/pub/Collateral/SA571-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/488;-751G-03;-D,-DW,-DWF;-16---Top.jpg",SA571DR2GOSCT-ND,SA571DR2G,ON Semiconductor,IC COMPANDOR DUAL GAIN 16-SOIC,2025,8000,"6.00000","0","1","Cut Tape (CT)","-","Active","Compandor","Consumer Audio, Telecommunication Systems","2","Analog","6V ~ 18V","-40°C ~ 85°C (TA)","110dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.onsemi.com/pub/Collateral/SA571-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/488;-751G-03;-D,-DW,-DWF;-16---Top.jpg",SA571DR2GOSDKR-ND,SA571DR2G,ON Semiconductor,IC COMPANDOR DUAL GAIN 16-SOIC,2025,8000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Compandor","Consumer Audio, Telecommunication Systems","2","Analog","6V ~ 18V","-40°C ~ 85°C (TA)","110dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpa5050,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RSA.jpg,296-19884-2-ND,TPA5050RSAR,Texas Instruments,IC DGTL AUD LIPSYNC DELAY 16VQFN,6000,9000,"3.08959","0","3000","Tape & Reel (TR)","-","Active","Audio Signal Processor","Signal Mixing","1","I²C","3V ~ 3.6V","-40°C ~ 85°C (TA)","Delay","16-VQFN Exposed Pad","16-QFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpa5050,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RSA.jpg,296-19884-1-ND,TPA5050RSAR,Texas Instruments,IC DGTL AUD LIPSYNC DELAY 16VQFN,13654,10001,"6.34000","0","1","Cut Tape (CT)","-","Active","Audio Signal Processor","Signal Mixing","1","I²C","3V ~ 3.6V","-40°C ~ 85°C (TA)","Delay","16-VQFN Exposed Pad","16-QFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpa5050,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RSA.jpg,296-19884-6-ND,TPA5050RSAR,Texas Instruments,IC DGTL AUD LIPSYNC DELAY 16VQFN,13654,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Signal Processor","Signal Mixing","1","I²C","3V ~ 3.6V","-40°C ~ 85°C (TA)","Delay","16-VQFN Exposed Pad","16-QFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdit4096,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,DIT4096IPW-ND,DIT4096IPW,Texas Instruments,IC DIG AUDIO TRANSMTR 5V 28TSSOP,3381,10000,"4.38000","0","1","Tube","-","Active","Line Driver","Pre-Amplifier, Professional Audio","1","SPI","4.5V ~ 5.5V","-40°C ~ 85°C (TA)","Differential Output","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8804_v4.5.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,WM8804GEDS/RVTR-ND,WM8804GEDS/RV,Cirrus Logic Inc.,IC TXRX S/PDIF 1:1 DGTL 20SSOP,2000,0,"4.56300","0","2000","Tape & Reel (TR)","-","Active","Audio Transceiver","Professional Audio","1","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","20-SSOP (0.209"", 5.30mm Width)","20-SSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8804_v4.5.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,WM8804GEDS/RVCT-ND,WM8804GEDS/RV,Cirrus Logic Inc.,IC TXRX S/PDIF 1:1 DGTL 20SSOP,3051,0,"9.04000","0","1","Cut Tape (CT)","-","Active","Audio Transceiver","Professional Audio","1","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","20-SSOP (0.209"", 5.30mm Width)","20-SSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8804_v4.5.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,WM8804GEDS/RVDKR-ND,WM8804GEDS/RV,Cirrus Logic Inc.,IC TXRX S/PDIF 1:1 DGTL 20SSOP,3051,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Transceiver","Professional Audio","1","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","20-SSOP (0.209"", 5.30mm Width)","20-SSOP"
https://www.akm.com/akm/en/file/datasheet/AK4137EQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1086-2-ND,AK4137EQ,AKM Semiconductor Inc.,IC SRC 2CH 32BIT 768KHZ 48LQFP,1000,0,"4.72500","0","1000","Tape & Reel (TR)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 105°C (TA)","8kHz ~ 768kHz","48-LQFP","48-LQFP (7x7)"
https://www.akm.com/akm/en/file/datasheet/AK4137EQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1086-1-ND,AK4137EQ,AKM Semiconductor Inc.,IC SRC 2CH 32BIT 768KHZ 48LQFP,1379,0,"9.01000","0","1","Cut Tape (CT)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 105°C (TA)","8kHz ~ 768kHz","48-LQFP","48-LQFP (7x7)"
https://www.akm.com/akm/en/file/datasheet/AK4137EQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,974-1086-6-ND,AK4137EQ,AKM Semiconductor Inc.,IC SRC 2CH 32BIT 768KHZ 48LQFP,1379,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 105°C (TA)","8kHz ~ 768kHz","48-LQFP","48-LQFP (7x7)"
