Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Applications","Number of Channels","Interface","Voltage - Supply","Operating Temperature","Specifications","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-20643-1-ND,DIX4192IPFBR,Texas Instruments,IC DIGITAL AUDIO DIT/DIR 48-TQFP,923,10001,"8.78000","0","1","Cut Tape (CT)","-","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 85°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-20643-6-ND,DIX4192IPFBR,Texas Instruments,IC DIGITAL AUDIO DIT/DIR 48-TQFP,923,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 85°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
https://www.cmlmicro.com/wp-content/uploads/2017/06/CMX148-data-sheet.pdf,//media.digikey.com/Renders/CML%20Innovative%20Renders/2032;48VQFN-1-7x7;Q3;48.jpg,2032-1042-ND,CMX148Q3,CML Microcircuits,PROFESSIONAL MOBILE RADIO AUDIO,416,0,"10.28000","0","1","-","-","Active","Audio Signal Processor","Audio Systems","1","Serial","3V ~ 3.6V","-40°C ~ 85°C","-","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-44730-2-ND,DIX4192IPFBRQ1,Texas Instruments,IC DIGITAL AUDIO DIT/DIR 48-TQFP,0,10000,"5.70375","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 85°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-44730-1-ND,DIX4192IPFBRQ1,Texas Instruments,IC DIGITAL AUDIO DIT/DIR 48-TQFP,1411,10001,"10.36000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 85°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-44730-6-ND,DIX4192IPFBRQ1,Texas Instruments,IC DIGITAL AUDIO DIT/DIR 48-TQFP,1411,10001,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 85°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
https://www.microsemi.com/document-portal/doc_download/135934-zl38052-datasheet,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-1-9x9;;64.jpg,ZL38052LDF1TR-ND,ZL38052LDF1,Microchip Technology,IC VOICE PROCESSOR,0,0,"5.21437","0","2700","Tape & Reel (TR)","-","Active","Audio Signal Processor","-","-","-","-","-","-","64-VFQFN Exposed Pad","64-QFN (9x9)"
https://www.microsemi.com/document-portal/doc_download/135934-zl38052-datasheet,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-1-9x9;;64.jpg,ZL38052LDF1CT-ND,ZL38052LDF1,Microchip Technology,IC VOICE PROCESSOR,2108,0,"10.56000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","64-VFQFN Exposed Pad","64-QFN (9x9)"
https://www.microsemi.com/document-portal/doc_download/135934-zl38052-datasheet,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-1-9x9;;64.jpg,ZL38052LDF1DKR-ND,ZL38052LDF1,Microchip Technology,IC VOICE PROCESSOR,2108,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","64-VFQFN Exposed Pad","64-QFN (9x9)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8805_v4.5.pdf,//media.digikey.com/Renders/Cirrus%20Logic%20Renders/1556;28SSOP-5.30;;28.jpg,WM8805GEDS/RVTR-ND,WM8805GEDS/RV,Cirrus Logic Inc.,IC TXRX S/PDIF 8:1 DGTL 28SSOP,0,0,"5.56400","0","2000","Tape & Reel (TR)","-","Active","Audio Transceiver","Professional Audio","8","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8805_v4.5.pdf,//media.digikey.com/Renders/Cirrus%20Logic%20Renders/1556;28SSOP-5.30;;28.jpg,WM8805GEDS/RVCT-ND,WM8805GEDS/RV,Cirrus Logic Inc.,IC TXRX S/PDIF 8:1 DGTL 28SSOP,1828,0,"11.02000","0","1","Cut Tape (CT)","-","Active","Audio Transceiver","Professional Audio","8","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8805_v4.5.pdf,//media.digikey.com/Renders/Cirrus%20Logic%20Renders/1556;28SSOP-5.30;;28.jpg,WM8805GEDS/RVDKR-ND,WM8805GEDS/RV,Cirrus Logic Inc.,IC TXRX S/PDIF 8:1 DGTL 28SSOP,1828,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Transceiver","Professional Audio","8","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
https://www.cmlmicro.com/wp-content/uploads/2017/06/CMX148-data-sheet.pdf,//media.digikey.com/Renders/CML%20Innovative%20Renders/2032;48LQFP-1.6-7x7;L4;48.jpg,2032-1041-ND,CMX148L4,CML Microcircuits,PROFESSIONAL MOBILE RADIO AUDIO,250,0,"11.13000","0","1","-","-","Active","Audio Signal Processor","Audio Systems","1","Serial","3V ~ 3.6V","-40°C ~ 85°C","-","48-LQFP","48-LQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-46968-2-ND,DIX4192TPFBRQ1,Texas Instruments,IC AUDIO TRANSCEIVER 48TQFP,0,10000,"6.18705","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 105°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-46968-1-ND,DIX4192TPFBRQ1,Texas Instruments,IC AUDIO TRANSCEIVER 48TQFP,979,10001,"11.23000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 105°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdix4192-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-46968-6-ND,DIX4192TPFBRQ1,Texas Instruments,IC AUDIO TRANSCEIVER 48TQFP,979,10001,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Audio Transceiver","Automotive Audio, Professional Audio","4","I²C, SPI","1.65V ~ 1.95V","-40°C ~ 105°C (TA)","Differential Output","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftas5508c,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-TQFP.jpg,296-27840-2-ND,TAS5508CPAGR,Texas Instruments,IC DGTL AUD PWM PROC 8CH 64TQFP,0,7500,"7.31500","0","1500","Tape & Reel (TR)","-","Active","Modulator","Digital Audio Interfacing","8","I²C, I²S","3V ~ 3.6V","0°C ~ 70°C (TA)","32kHz ~ 192kHz","64-TQFP","64-TQFP (10x10)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftas5508c,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-TQFP.jpg,296-27840-1-ND,TAS5508CPAGR,Texas Instruments,IC DGTL AUD PWM PROC 8CH 64TQFP,2711,7875,"11.90000","0","1","Cut Tape (CT)","-","Active","Modulator","Digital Audio Interfacing","8","I²C, I²S","3V ~ 3.6V","0°C ~ 70°C (TA)","32kHz ~ 192kHz","64-TQFP","64-TQFP (10x10)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftas5508c,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-TQFP.jpg,296-27840-6-ND,TAS5508CPAGR,Texas Instruments,IC DGTL AUD PWM PROC 8CH 64TQFP,2711,7875,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","Digital Audio Interfacing","8","I²C, I²S","3V ~ 3.6V","0°C ~ 70°C (TA)","32kHz ~ 192kHz","64-TQFP","64-TQFP (10x10)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8421_F7.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",598-1731-ND,CS8421-DZZ,Cirrus Logic Inc.,IC SAMPLE RATE CONVERTER 20TSSOP,239,0,"12.47000","0","1","Tube","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","Serial","2.38V ~ 2.62V","-40°C ~ 85°C (TA)","53kHz ~ 211kHz","20-TSSOP (0.173"", 4.40mm Width)","20-TSSOP"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3816k1-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;%20100QFP-14x20;%20;%20100.jpg,BD3817KS-ND,BD3817KS,Rohm Semiconductor,IC SOUND PROCESSOR 100SQFP,499,0,"15.44000","0","1","Tray","-","Last Time Buy","Audio Signal Processor","Consumer Audio","7","Serial","5V ~ 7.3V","-20°C ~ 75°C (TA)","132dB","100-BQFP","100-SQFP (14x20)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TAS5028.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-TQFP.jpg,296-17116-ND,TAS5028PAG,Texas Instruments,IC DIGITAL AUDIO PWM PROC 64TQFP,302,1920,"18.11000","0","1","Tray","PurePath Digital™","Active","Modulator","Digital Audio Interfacing","8","I²C, I²S","3V ~ 3.6V","0°C ~ 70°C (TA)","32kHz ~ 192kHz","64-TQFP","64-TQFP (10x10)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS3308_F1.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,598-2397-2-ND,CS3308-CQZR,Cirrus Logic Inc.,IC ANLG VOL CTRL 8CH 48-LQFP,0,0,"12.73600","0","2000","Tape & Reel (TR)","-","Active","Volume Control","Audio Systems","8","I²C, SPI","4.75V ~ 5.25V","0°C ~ 70°C (TA)","-96dB, +22dB","48-LQFP","48-LQFP (7x7)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS3308_F1.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,598-2397-1-ND,CS3308-CQZR,Cirrus Logic Inc.,IC ANLG VOL CTRL 8CH 48-LQFP,1044,0,"20.50000","0","1","Cut Tape (CT)","-","Active","Volume Control","Audio Systems","8","I²C, SPI","4.75V ~ 5.25V","0°C ~ 70°C (TA)","-96dB, +22dB","48-LQFP","48-LQFP (7x7)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS3308_F1.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,598-2397-6-ND,CS3308-CQZR,Cirrus Logic Inc.,IC ANLG VOL CTRL 8CH 48-LQFP,1044,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Volume Control","Audio Systems","8","I²C, SPI","4.75V ~ 5.25V","0°C ~ 70°C (TA)","-96dB, +22dB","48-LQFP","48-LQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fonet1131ec,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-51483-2-ND,ONET1131ECRSMR,Texas Instruments,IC EMD W/ CLOCK DATA REC 32VQFN,0,9000,"18.83826","0","3000","Tape & Reel (TR)","-","Active","Modulator","Driver","2","I²C","2.37V ~ 2.63V","-40°C ~ 100°C (TA)","-","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fonet1131ec,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-51483-1-ND,ONET1131ECRSMR,Texas Instruments,IC EMD W/ CLOCK DATA REC 32VQFN,3221,9000,"29.72000","0","1","Cut Tape (CT)","-","Active","Modulator","Driver","2","I²C","2.37V ~ 2.63V","-40°C ~ 100°C (TA)","-","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fonet1131ec,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-51483-6-ND,ONET1131ECRSMR,Texas Instruments,IC EMD W/ CLOCK DATA REC 32VQFN,3221,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","Driver","2","I²C","2.37V ~ 2.63V","-40°C ~ 100°C (TA)","-","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.onsemi.com/pub/Collateral/LC75344MD-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/10-MSOP.jpg,LC75344MD-AHOSTR-ND,LC75344MD-AH,ON Semiconductor,IC ELECTRONIC VOLUME CONTROL,0,0,"1.01736","0","2500","Tape & Reel (TR)","-","Not For New Designs","Volume Control","Audio Systems","2","Serial","4.5V ~ 10V","-30°C ~ 75°C (TA)","-92dB","10-SOP (0.154"", 3.90mm Width)","10-SOIC"
http://www.onsemi.com/pub/Collateral/LC75344MD-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/10-MSOP.jpg,LC75344MD-AHOSCT-ND,LC75344MD-AH,ON Semiconductor,IC ELECTRONIC VOLUME CONTROL,2481,0,"2.41000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Volume Control","Audio Systems","2","Serial","4.5V ~ 10V","-30°C ~ 75°C (TA)","-92dB","10-SOP (0.154"", 3.90mm Width)","10-SOIC"
http://www.onsemi.com/pub/Collateral/LC75344MD-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/10-MSOP.jpg,LC75344MD-AHOSDKR-ND,LC75344MD-AH,ON Semiconductor,IC ELECTRONIC VOLUME CONTROL,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Volume Control","Audio Systems","2","Serial","4.5V ~ 10V","-30°C ~ 75°C (TA)","-92dB","10-SOP (0.154"", 3.90mm Width)","10-SOIC"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8427_F5.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,598-1734-ND,CS8427-CZZ,Cirrus Logic Inc.,IC TXRX DGTL AUDIO 96KHZ 28TSSOP,79,0,"14.58000","0","1","Tube","-","Not For New Designs","Audio Transceiver","Automotive Audio, Musical Instruments, Professional Audio","2","I²C, SPI","4.5V ~ 5.5V","-10°C ~ 70°C (TA)","8kHz ~ 108kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD1896.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,AD1896AYRSZ-ND,AD1896AYRSZ,Analog Devices Inc.,IC CONV SAMPLE RATE ASYNC 28SSOP,72,2491,"22.96000","0","1","Tube","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S, TDM","3.3V, 5V","-40°C ~ 105°C (TA)","6kHz ~ 215kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
http://www.onsemi.com/pub/Collateral/ENA2172-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/16-SSOP.jpg,LC89091JA-HOS-ND,LC89091JA-H,ON Semiconductor,IC AUDIO RECEIVER DGTL,578,0,"1.86000","0","1","Tube","-","Active","Demodulator","Consumer Audio","1","I²C","3V ~ 3.6V","-30°C ~ 70°C (TA)","32kHz ~ 192kHz","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftas5548,//media.digikey.com/Renders/Texas%20Instr%20Renders/56-TSSOP-DCA.jpg,296-35541-5-ND,TAS5548DCA,Texas Instruments,IC DGTL AUD PWM PROC 56HTSSOP,78,1680,"7.29000","0","1","Tube","-","Active","Modulator","Digital Audio Interfacing","8","I²C, I²S","3V ~ 3.6V","0°C ~ 85°C (TA)","32kHz ~ 192kHz","56-TFSOP (0.240"", 6.10mm Width) Exposed Pad","56-HTSSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD1895.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP.jpg,AD1895AYRSZ-ND,AD1895AYRSZ,Analog Devices Inc.,IC CONV SAMPLE RATE ASYNC 28SSOP,94,0,"10.07000","0","1","Tube","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S, TDM","3.3V, 5V","-40°C ~ 105°C (TA)","6kHz ~ 215kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TAS3103A.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4073252-6;DBT;38.jpg,296-19553-5-ND,TAS3103ADBT,Texas Instruments,IC DGTL AUDIO PROC 38-TSSOP,97,0,"11.40000","0","1","Tube","-","Not For New Designs","Audio Signal Processor","Digital Audio Interfacing","3","I²C","3V ~ 3.6V","0°C ~ 70°C (TA)","-","38-TFSOP (0.173"", 4.40mm Width)","38-TSSOP"
http://www.onsemi.com/pub/Collateral/SB3229-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;-127DN;-;-25.jpg,SB3229-E1OS-ND,SB3229-E1,ON Semiconductor,IC DSP PREFIT RHYTHM SIP25,25,0,"39.38000","0","1","Tray","-","Active","Audio Signal Processor","-","4","-","-","-","-","25-FLGA","25-SIP (5.59x3.18)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm9211,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,296-33534-5-ND,PCM9211PT,Texas Instruments,IC TXRX DGTL AUDIO 216KHZ 48LQFP,59,9750,"6.30000","0","1","Tube","-","Active","Audio Transceiver","Consumer Audio, Musical Instruments","2","I²C, I²S, SPI","2.9V ~ 3.6V","-40°C ~ 85°C (TA)","7kHz ~ 216kHz","48-LQFP","48-LQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftas5508c,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-TQFP.jpg,296-32725-ND,TAS5508CPAG,Texas Instruments,IC DGTL AUD PWM PROC 8CH 64TQFP,88,9920,"13.86000","0","1","Tray","-","Active","Modulator","Digital Audio Interfacing","8","I²C, I²S","3V ~ 3.6V","0°C ~ 70°C (TA)","32kHz ~ 192kHz","64-TQFP","64-TQFP (10x10)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdf1704,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040065;DB;28.jpg,DF1704E-ND,DF1704E,Texas Instruments,IC DIG FILTR FOR PCM1704 28-SSOP,12,3243,"37.82000","0","1","Tube","SoundPlus™","Not For New Designs","Interpolation Filter","Consumer Audio, Professional Audio","2","I²S","4.5V ~ 5.5V","-25°C ~ 85°C (TA)","32kHz ~ 96kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/95/6e/66/88/65/6d/40/15/CD00128611.pdf/files/CD00128611.pdf/jcr:content/translations/en.CD00128611.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,497-19409-2-ND,TDA7303TR,STMicroelectronics,IC AUDIO PROCESSOR STEREO 28-SOI,1000,0,"1.00050","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","2","I²C","6V ~ 10V","-40°C ~ 85°C (TA)","1.25dB","28-SOIC (0.295"", 7.50mm Width)","28-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/95/6e/66/88/65/6d/40/15/CD00128611.pdf/files/CD00128611.pdf/jcr:content/translations/en.CD00128611.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,497-19409-1-ND,TDA7303TR,STMicroelectronics,IC AUDIO PROCESSOR STEREO 28-SOI,1000,0,"2.10000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","2","I²C","6V ~ 10V","-40°C ~ 85°C (TA)","1.25dB","28-SOIC (0.295"", 7.50mm Width)","28-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/95/6e/66/88/65/6d/40/15/CD00128611.pdf/files/CD00128611.pdf/jcr:content/translations/en.CD00128611.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,497-19409-6-ND,TDA7303TR,STMicroelectronics,IC AUDIO PROCESSOR STEREO 28-SOI,1000,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","2","I²C","6V ~ 10V","-40°C ~ 85°C (TA)","1.25dB","28-SOIC (0.295"", 7.50mm Width)","28-SO"
-,-,497-19243-ND,TDA7729,STMicroelectronics,MID INFOTAINMENT,1000,0,"2.79000","0","1","Tube","-","Active","Audio Signal Processor","Automotive Audio","6","I²C","4.5V ~ 13V","-40°C ~ 85°C (TA)","-","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/9a/69/6b/e6/03/e0/43/86/CD00152242.pdf/files/CD00152242.pdf/jcr:content/translations/en.CD00152242.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,497-18653-ND,TDA7418,STMicroelectronics,IC PROCESSOR CAR AUD 3BAND 20SOI,1000,0,"2.80000","0","1","Tube","Automotive, AEC-Q100","Active","Audio Signal Processor","Automotive Audio","4","I²C","8V ~ 10V","-40°C ~ 85°C (TA)","-","20-SOIC (0.295"", 7.50mm Width)","20-SO"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si824x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-4695-ND,SI8244CB-D-IS1,Silicon Labs,IC DRIVER CLASS D AUDIO 16SOIC,36,0,"3.66000","0","1","Tube","-","Active","Line Driver","Pre-Amplifier","2","Analog","4.5V ~ 5.5V","-40°C ~ 125°C (TA)","Class D","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.rohm.com/datasheet/BD34705KS2/bd34705ks2-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-64-SQFP.JPG,BD34705KS2-ND,BD34705KS2,Rohm Semiconductor,7.1CH SOUND PROCESSOR WITH BUILT,975,0,"3.98000","0","1","Tray","-","Active","Audio Signal Processor","Consumer Audio","8","Serial","±6.5V ~ 7.5V","-40°C ~ 85°C (TA)","-","64-LQFP","64-SQFP"
https://www.rohm.com/datasheet/BD34704KS2/bd34704ks2-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-80-SQFP.JPG,BD34704KS2-ND,BD34704KS2,Rohm Semiconductor,7.1CH SOUND PROCESSOR WITH BUILT,492,0,"4.37000","0","1","Tray","-","Active","Audio Signal Processor","Consumer Audio","8","Serial","±6.5V ~ 7.5V","-40°C ~ 85°C (TA)","-","80-LQFP","80-SQFP"
http://www.onsemi.com/pub/Collateral/R3110-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;-127DF;-;-21.jpg,R3110-CBAA-E1BOS-ND,R3110-CBAA-E1B,ON Semiconductor,IC DSP PREFIT RHYTHM R3110 SIP21,44,0,"21.23000","0","1","Tray","-","Active","Audio Signal Processor","Consumer Audio","2","-","-","-","-","21-TFLGA","21-SIP (5.08x3.10)"
http://www.onsemi.com/pub/Collateral/SB3231-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/488;-127DN;-;-25.jpg,SB3231-E1-ND,SB3231-E1,ON Semiconductor,IC DSP PREFIT RHYTHM SIP25,23,0,"49.50000","0","1","Tray","-","Active","Audio Signal Processor","-","4","-","-","-","-","25-FLGA","25-SIP (5.59x3.18)"
