Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Type","Length","Cable Type","Color","Shielding","Usage"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/rfcatalog_web.pdf,-,K-8845-012-05-ND,K-8845-012-05,Winchester Interconnect,PATCH CORD STD SZ 1' GREEN,0,0,"19.98000","0","1","KINGS® 8845","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","1.00' (304.80mm)","Round","Green","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/rfcatalog_web.pdf,-,K-8845-012-06-ND,K-8845-012-06,Winchester Interconnect,PATCH CORD STD SZ 1' BLUE,0,0,"19.98000","0","1","KINGS® 8845","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","1.00' (304.80mm)","Round","Blue","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/rfcatalog_web.pdf,-,K-8845-012-07-ND,K-8845-012-07,Winchester Interconnect,PATCH CORD STD SZ 1' VIOLET,0,0,"19.98000","0","1","KINGS® 8845","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","1.00' (304.80mm)","Round","Violet","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/rfcatalog_web.pdf,-,K-8845-012-08-ND,K-8845-012-08,Winchester Interconnect,PATCH CORD STD SZ 1' GRAY,0,0,"19.98000","0","1","KINGS® 8845","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","1.00' (304.80mm)","Round","Gray","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/rfcatalog_web.pdf,-,K-8845-012-09-ND,K-8845-012-09,Winchester Interconnect,PATCH CORD STD SZ 1' WHITE,0,0,"19.98000","0","1","KINGS® 8845","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","1.00' (304.80mm)","Round","White","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/rfcatalog_web.pdf,-,K-8845-012-10-ND,K-8845-012-10,Winchester Interconnect,PATCH CORD STD SZ 1' BLACK,0,0,"19.98000","0","1","KINGS® 8845","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","1.00' (304.80mm)","Round","Black","Unshielded","Patch"
-,-,BEL9386-ND,HDC001MB,Belden Inc.,1000+/-20MMMICROHDMICBLASSEMBL,0,0,"19.98000","0","1","*","Active","-","-","-","-","-","-"
-,-,BEL10459-ND,HDE002MB,Belden Inc.,2MTR HS HDMI W/ENET CBLASSEMBL,0,0,"19.98000","0","1","*","Active","-","-","-","-","-","-"
-,-,BEL11419-ND,VGA006FB,Belden Inc.,6FT VGA CBL ASSEMBLY,0,0,"19.98000","0","1","*","Active","-","-","-","-","-","-"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcords_miniDIN_860L%20Series.pdf,-,860L-860-0240110-ND,860L-860-0240110,Winchester Interconnect,"PATCH CORD, MINIATURE SIZE, 2'",0,0,"19.99000","0","10","KINGS® 860L","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","2.00' (609.60mm)","Round","Black","Unshielded","Patch"
http://www.amphenolltw.com/download/product_category/product_category-712.pdf,-,DDS-19AMMM-SL7A01-ND,DDS-19AMMM-SL7A01,Amphenol LTW,DVI,0,0,"20.02200","0","10","-","Active","DVI-D Single Link, Male to Cable","3.3' (1.00m)","Round","Black","-","Digital Visual Interface"
https://assets.tripplite.com/product-pdfs/en/p586003hdmi.pdf,-,P586-003-HDMI-ND,P586-003-HDMI,Tripp Lite,MINI DISPLAYPORT TO HD ADAPTER C,0,0,"20.03000","0","1","-","Active","Mini DisplayPort Male to HDMI-A Male","3.00' (914.40mm)","Round","Black","-","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=271,-,VMP3GYX-ND,VMP3GYX,Switchcraft Inc.,PATCHCORD VIDEO MIDSIZE 3' GRAY,0,0,"20.04000","0","10","VMP","Active","Mini-WECo Male to Mini-WECo Male","3.00' (914.40mm)","Round","Gray","Unshielded","Patch"
//media.digikey.com/pdf/Data Sheets/TPI PDFs/CT001149 HDMI-DVI 2M 1 of 2.pdf,//media.digikey.com/photos/TPI%20Photos/CT001149.JPG,290-1915-ND,CT001149,TPI (Test Products Int),CABLE DVI MALE TO HDMI MALE 2M,0,200,"20.05350","0","100","-","Active","DVI-D Single Link Male to HDMI-A Male","6.6' (2.00m)","Round","Black","Shielded","Multi Media"
http://www.amphenolltw.com/download/product_category/product_category-694.pdf,-,HP-19AFMM-SL7A02-ND,HP-19AFMM-SL7A02,Amphenol LTW,HDMI,0,0,"20.24600","0","10","-","Active","HDMI-A Male to Cable","6.6' (2.00m)","Round","Black","-","High Definition Multimedia Interface"
https://assets.tripplite.com/product-pdfs/en/p560010dli.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P560-010-DLI.JPG,P560-010-DLI-ND,P560-010-DLI,Tripp Lite,DVI-I DUAL LINK DIGITAL ANALOG M,0,0,"20.34000","0","1","-","Active","DVI-I Dual Link, Male to DVI-I Dual Link, Male","10.0' (3.05m)","Round","Black","Shielded","Digital Visual Interface"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-01-ND,K-8846-036-01,Winchester Interconnect,PATCH CORD MID SZ 3' BRN,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Brown","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-02-ND,K-8846-036-02,Winchester Interconnect,PATCH CORD MID SZ 3' RED,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Red","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-03-ND,K-8846-036-03,Winchester Interconnect,PATCH CORD MID SZ 3' ORANGE,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Orange","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-04-ND,K-8846-036-04,Winchester Interconnect,PATCH CORD MID SZ 3' YELLOW,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Yellow","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-05-ND,K-8846-036-05,Winchester Interconnect,PATCH CORD MID SZ 3' GREEN,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Green","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-06-ND,K-8846-036-06,Winchester Interconnect,PATCH CORD MID SZ 3' BLUE,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Blue","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-07-ND,K-8846-036-07,Winchester Interconnect,PATCH CORD MID SZ 3' VIOLET,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Violet","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-08-ND,K-8846-036-08,Winchester Interconnect,PATCH CORD MID SZ 3' GRAY,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Gray","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-09-ND,K-8846-036-09,Winchester Interconnect,PATCH CORD MID SZ 3' WHITE,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","White","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcordmid.pdf,-,K-8846-036-10-ND,K-8846-036-10,Winchester Interconnect,PATCH CORD MID SZ 3' BLACK,0,0,"20.35000","0","1","KINGS® 8846","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Black","Unshielded","Patch"
https://www.winchesterelectronics.com/wp-content/uploads/2015/12/patchcord_mid_flex_K-9075.pdf,-,K-9075-036-01-ND,K-9075-036-01,Winchester Interconnect,PATCH CORD MID SZ 3' BRN,0,0,"20.35000","0","1","KINGS® K-9075","Active","DIN (5.08mm Dia) Male to DIN (5.08mm Dia) Male","3.00' (914.40mm)","Round","Brown","Unshielded","Patch"
