Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency Range","Type","Current Rating (Amps)","Inductance","ET (Volt-Time)","Turns Ratio - Primary:Secondary","Current Ratio","DC Resistance (DCR)","Ratings","Mounting Type","Size / Dimension","Height - Seated (Max)","Termination Style"
http://catalog.triadmagnetics.com/Asset/CST306-1T.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/HIGH%20FREQUENCY%20%20FIG.2%20T%20SERIES.jpg,237-1105-ND,CST306-1T,Triad Magnetics,CURR SENSE XFMR 35A T/H,824,390,"5.48000","0","1","Bulk","CST","Active","20kHz ~ 200kHz","Non-Invasive (Solid Core)","35A","3.5mH","500VµS","-","50CT:1","340mOhm Max","-","Through Hole","0.690"" L x 0.385"" W (17.53mm x 9.78mm)","0.915"" (23.24mm)","PC Pin"
http://catalog.triadmagnetics.com/Asset/CST306-2T.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/HIGH%20FREQUENCY%20%20FIG.2%20T%20SERIES.jpg,237-1107-ND,CST306-2T,Triad Magnetics,CURR SENSE XFMR 25A T/H,216,0,"5.48000","0","1","Bulk","CST","Active","20kHz ~ 200kHz","Non-Invasive (Solid Core)","25A","14mH","1000VµS","-","100CT:1","1.55Ohm Max","-","Through Hole","0.690"" L x 0.385"" W (17.53mm x 9.78mm)","0.915"" (23.24mm)","PC Pin"
http://productfinder.pulseeng.com/products/datasheets/P578.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-64487NL.jpg,553-1887-5-ND,PE-64487NL,Pulse Electronics Power,CURR SENSE XFMR 20A T/H,147,0,"5.48000","0","1","Tube","THT","Active","20kHz ~ 200kHz","Invasive","20A","20mH","-","-","100:1","100Ohm Primary, 1.4Ohm Secondary","-","Through Hole","0.900"" L x 0.700"" W (22.86mm x 17.78mm)","0.700"" (17.78mm)","PC Pin"
http://catalog.triadmagnetics.com/Asset/CST206-3T.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/HIGH%20FREQUENCY%20%20FIG.1%20A%20SERIES.jpg,237-1101-ND,CST206-3T,Triad Magnetics,CURR SENSE XFMR 70A T/H,821,640,"7.04000","0","1","Bulk","CST","Active","20kHz ~ 200kHz","Non-Invasive (Solid Core)","70A","130mH","6000VµS","-","300:1","12.4Ohm Max","-","Through Hole","1.075"" L x 0.400"" W (27.31mm x 10.16mm)","1.225"" (31.12mm)","PC Pin"
http://productfinder.pulseeng.com/products/datasheets/P714.pdf,//media.digikey.com/photos/Pulse%20Photos/PA3207NL.jpg,553-2178-ND,PA3207NL,Pulse Electronics Power,CURR SENSE XFMR ROGOWSKI 200A,153,0,"8.66000","0","1","Tray","Sidewinder®, PA32XXNL","Active","50/60Hz","Non-Invasive (Solid Core)","200A","1.86mH","-","Rogowski Coil","-","66Ohm Max","-","Chassis Mount","1.437"" L x 1.913"" W (36.50mm x 48.60mm)","0.559"" (14.20mm)","Wire Leads"
http://catalog.triadmagnetics.com/Asset/CST-1025.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/CST-1025.JPG,237-1619-ND,CST-1025,Triad Magnetics,CURR SENSE XFMR 25A T/H,649,465,"9.21000","0","1","Bulk","CST","Active","50/60Hz","Non-Invasive (Solid Core)","25A","-","-","-","1000:1","46Ohm","-","Through Hole","1.189"" L x 0.563"" W (30.20mm x 14.30mm)","1.189"" (30.20mm)","PC Pin"
https://www.amgistoroids.com/userfiles/pdf/CT1040.pdf,//media.digikey.com/Photos/AlfaMag%20Electronics%20Photos/MFG_CT%20series.jpg,TE2279-ND,CT-1040,"Amgis, LLC",CURR SENSE XFMR 40A T/H,131,2250,"9.69000","0","1","Tray","CT","Active","50/60Hz","Non-Invasive (Solid Core)","40A","-","-","-","1000:1","49.3Ohm","-","Through Hole","1.374"" L x 0.563"" W (34.90mm x 14.30mm)","1.374"" (34.90mm)","PC Pin"
https://api.kemet.com/component-edge/download/datasheet/CT-06-100.pdf,//media.digikey.com/Photos/Kemet%20Photos/CT-06-100.jpg,399-12113-ND,CT-06-100,KEMET,CURR SENSE XFMR T/H,508,0,"11.12000","0","1","Bulk","CT","Active","50/60Hz","Non-Invasive (Solid Core)","10A","-","-","1000:1","1000:1","-","-","Through Hole","0.882"" L x 0.709"" W (22.40mm x 18.00mm)","0.280"" (7.10mm)","Wire Leads"
http://statics3.seeedstudio.com/assets/file/bazaar/product/101990029-SCT-013-000-Datasheet.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/1019900xx.jpg,1597-1307-ND,101990029,"Seeed Technology Co., Ltd",CURR SENSE XFMR 100A:0.05A 100A,149,0,"12.11000","0","1","Bulk","-","Active","-","Non-Invasive (Split Core)","100A","-","-","100A:0.05A","-","-","-","Chassis Mount","-","-","Wire Leads with Connector"
https://www.amgistoroids.com/userfiles/pdf/CT1100.pdf,//media.digikey.com/Photos/AlfaMag%20Electronics%20Photos/MFG_CT%20series.jpg,TE2283-ND,CT-1100,"Amgis, LLC",CURR SENSE XFMR 100A T/H,575,525,"12.15000","0","1","Tray","CT","Active","50/60Hz","Non-Invasive (Solid Core)","100A","-","-","-","1000:1","21.3Ohm","-","Through Hole","1.752"" L x 0.563"" W (44.50mm x 14.30mm)","1.752"" (44.50mm)","PC Pin"
http://www.crmagnetics.com/Products/Assets/ProductPDFs/CR8300%20Series.pdf,//media.digikey.com/photos/CR%20Magnetics%20Photos/CR8350-2000.jpg,582-1014-ND,CR8350-2000,CR Magnetics Inc.,CURR SENSE XFMR 200A T/H,261,0,"14.54000","0","1","Bulk","CR8300","Active","20Hz ~ 1kHz","Non-Invasive (Solid Core)","200A","-","-","-","2000:1","73Ohm","-","Through Hole","1.476"" L x 0.551"" W (37.50mm x 14.00mm)","1.535"" (39.00mm)","PC Pin"
https://product.tdk.com/info/en/catalog/datasheets/sensor_current_cct_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_CCT261631-30-06-00.jpg,445-172910-ND,CCT261631-30-06-00,TDK Corporation,CURR SENSE XFMR 30A CHAS MNT,287,0,"19.85000","0","1","Bulk","CCT","Active","50/60Hz","Non-Invasive (Split Core)","30A","-","-","-","3000:1","492Ohm","-","Chassis Mount","1.126"" L x 0.728"" W (28.60mm x 18.50mm)","1.260"" (32.00mm)","Wire Leads with Connector"
https://product.tdk.com/info/en/catalog/datasheets/sensor_current_cct_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_CCT261631-30-06-02.jpg,445-172911-ND,CCT261631-30-06-02,TDK Corporation,CURR SENSE XFMR 30A CHAS MNT,177,0,"19.85000","0","1","Bulk","CCT","Active","50/60Hz","Non-Invasive (Split Core)","30A","-","-","-","3000:1","492Ohm","-","Chassis Mount","1.126"" L x 0.728"" W (28.60mm x 18.50mm)","1.260"" (32.00mm)","Wire Leads with Connector"
https://product.tdk.com/info/en/catalog/datasheets/sensor_current_cct_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_CCT272440-80-10-00.jpg,445-173066-ND,CCT272440-80-10-00,TDK Corporation,CURR SENSE XFMR 80A CHAS MNT,280,0,"25.74000","0","1","Bulk","CCT","Active","50/60Hz","Non-Invasive (Split Core)","80A","-","-","-","3000:1","352Ohm","-","Chassis Mount","1.201"" L x 1.083"" W (30.50mm x 27.50mm)","1.634"" (41.50mm)","Wire Leads with Connector"
https://www.lem.com/sites/default/files/products_datasheets/art-b22-dxxxxx_series.pdf,//media.digikey.com/Photos/LEM%20Photos/ART-B22-D125.jpg,398-1189-ND,ART-B22-D125,LEM USA Inc.,CURR SENSE XFMR FLEXIBLE COIL,29,0,"132.05000","0","1","-","ART","Active","50/60Hz","Non-Invasive (Split Core)","-","258µH","-","Rogowski Coil","-","81Ohm","-","Free Hanging (In-Line)","2.205"" L x 1.326"" W (56.01mm x 33.69mm)","0.744"" (18.91mm)","Wire Leads"
https://www.lem.com/sites/default/files/products_datasheets/art-b22-dxxxxx_series.pdf,//media.digikey.com/Photos/LEM%20Photos/ART-B22-D175.jpg,398-1191-ND,ART-B22-D300,LEM USA Inc.,CURR SENSE XFMR FLEXIBLE COIL,31,0,"163.17000","0","1","-","ART","Active","50/60Hz","Non-Invasive (Split Core)","-","566µH","-","Rogowski Coil","-","170Ohm","-","Free Hanging (In-Line)","2.205"" L x 1.326"" W (56.01mm x 33.69mm)","0.744"" (18.91mm)","Wire Leads"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1522-2-ND,P8207NLT,Pulse Electronics Power,CURR SENSE XFMR 1:70 SMD,1800,0,"1.62436","0","900","Tape & Reel (TR)","P820X","Active","50kHz ~ 1MHz","Invasive","-","980µH","-","1:70","-","6mOhm Primary, 4.75Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1522-1-ND,P8207NLT,Pulse Electronics Power,CURR SENSE XFMR 1:70 SMD,1864,0,"2.90000","0","1","Cut Tape (CT)","P820X","Active","50kHz ~ 1MHz","Invasive","-","980µH","-","1:70","-","6mOhm Primary, 4.75Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1522-6-ND,P8207NLT,Pulse Electronics Power,CURR SENSE XFMR 1:70 SMD,2114,0,"Digi-Reel","0","1","Digi-Reel®","P820X","Active","50kHz ~ 1MHz","Invasive","-","980µH","-","1:70","-","6mOhm Primary, 4.75Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801c.pdf,//media.digikey.com/Photos/Epcos%20Photos/B82801C1265A150.jpg,495-4443-2-ND,B82801C1265A150,EPCOS (TDK),CURR SENSE XFMR 1:150 SMD,200,0,"2.29500","0","200","Tape & Reel (TR)","B82801C","Active","50kHz ~ 500kHz","Invasive","-","12.6mH","-","1:150","-","0.28mOhm Primary, 2.2Ohm Secondary","-","Surface Mount","0.560"" L x 0.530"" W (14.22mm x 13.46mm)","0.394"" (10.00mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801c.pdf,//media.digikey.com/Photos/Epcos%20Photos/B82801C1265A150.jpg,495-4443-1-ND,B82801C1265A150,EPCOS (TDK),CURR SENSE XFMR 1:150 SMD,373,0,"4.31000","0","1","Cut Tape (CT)","B82801C","Active","50kHz ~ 500kHz","Invasive","-","12.6mH","-","1:150","-","0.28mOhm Primary, 2.2Ohm Secondary","-","Surface Mount","0.560"" L x 0.530"" W (14.22mm x 13.46mm)","0.394"" (10.00mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801c.pdf,//media.digikey.com/Photos/Epcos%20Photos/B82801C1265A150.jpg,495-4443-6-ND,B82801C1265A150,EPCOS (TDK),CURR SENSE XFMR 1:150 SMD,373,0,"Digi-Reel","0","1","Digi-Reel®","B82801C","Active","50kHz ~ 500kHz","Invasive","-","12.6mH","-","1:150","-","0.28mOhm Primary, 2.2Ohm Secondary","-","Surface Mount","0.560"" L x 0.530"" W (14.22mm x 13.46mm)","0.394"" (10.00mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_59.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-68280NL.jpg,553-1585-5-ND,PE-68280NL,Pulse Electronics Power,CURR SENSE XFMR 1:1:100 SMD,1739,0,"2.85000","0","1","Tube","PE-68XXXNL","Active","50kHz ~ 500kHz","Invasive","-","14.8mH","-","1:1:100","-","1.15mOhm Primary, 930mOhm Secondary","-","Surface Mount","0.495"" L x 0.490"" W (12.57mm x 12.45mm)","0.280"" (7.11mm)","-"
http://productfinder.pulseeng.com/products/datasheets/P578.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-51718NL.jpg,553-1547-ND,PE-51718NL,Pulse Electronics Power,CURR SENSE XFMR 20A T/H,1133,0,"3.57000","0","1","Tray","THT","Active","20kHz ~ 200kHz","Invasive","20A","20mH","-","-","100CT:1","100Ohm Primary, 1.4Ohm Secondary","-","Through Hole","0.670"" L x 0.390"" W (17.01mm x 9.90mm)","0.800"" (20.32mm)","PC Pin"
http://productfinder.pulseeng.com/products/datasheets/P578.pdf,//media.digikey.com/photos/Pulse%20Photos/PE-63619NL.JPG,553-1886-ND,PE-63619NL,Pulse Electronics Power,CURR SENSE XFMR 20A T/H,412,0,"4.26000","0","1","Tray","THT","Active","20kHz ~ 200kHz","Invasive","20A","80mH","-","-","200CT:1","200Ohm Primary, 4.5Ohm Secondary","-","Through Hole","0.900"" L x 0.700"" W (22.86mm x 17.78mm)","0.700"" (17.78mm)","PC Pin"
http://productfinder.pulseeng.com/products/datasheets/P578.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-64488NL.JPG,553-1740-ND,PE-64488NL,Pulse Electronics Power,CURR SENSE XFMR 20A T/H,114,0,"5.48000","0","1","Tray","THT","Active","20kHz ~ 200kHz","Invasive","20A","80mH","-","-","200:1","200Ohm Primary, 4.5Ohm Secondary","-","Through Hole","0.900"" L x 0.700"" W (22.86mm x 17.78mm)","0.700"" (17.78mm)","PC Pin"
https://api.kemet.com/component-edge/download/datasheet/CT-06-50.pdf,//media.digikey.com/Photos/Kemet%20Photos/CT-06-50.jpg,399-12114-ND,CT-06-50,KEMET,CURR SENSE XFMR T/H,197,0,"11.12000","0","1","Bulk","CT","Active","50/60Hz","Non-Invasive (Solid Core)","10A","-","-","500:1","500:1","-","-","Through Hole","0.882"" L x 0.709"" W (22.40mm x 18.00mm)","0.280"" (7.10mm)","Wire Leads"
https://api.kemet.com/component-edge/download/datasheet/MR-3.pdf,//media.digikey.com/Photos/Kemet%20Photos/MR-x.JPG,399-12120-ND,MR-3,KEMET,CURR SENSE XFMR CHAS MNT,300,0,"18.38000","0","1","Bulk","MR","Active","50/60Hz","Non-Invasive (Solid Core)","10A","-","-","-","-","-","-","Chassis Mount","1.201"" L x 1.102"" W (30.50mm x 28.00mm)","0.413"" (10.50mm)","Wire Leads"
https://api.kemet.com/component-edge/download/datasheet/MR-4.pdf,//media.digikey.com/Photos/Kemet%20Photos/MR-x.JPG,399-12121-ND,MR-4,KEMET,CURR SENSE XFMR CHAS MNT,299,0,"22.30000","0","1","Bulk","MR","Active","50/60Hz","Non-Invasive (Solid Core)","10A","-","-","-","-","-","-","Chassis Mount","1.358"" L x 1.260"" W (34.50mm x 32.00mm)","0.425"" (10.80mm)","Wire Leads"
https://product.tdk.com/info/en/catalog/datasheets/sensor_current_cct_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_CCT272440-80-10-02.jpg,445-173067-ND,CCT272440-80-10-02,TDK Corporation,CURR SENSE XFMR 80A CHAS MNT,213,0,"25.74000","0","1","Bulk","CCT","Active","50/60Hz","Non-Invasive (Split Core)","80A","-","-","-","3000:1","352Ohm","-","Chassis Mount","1.201"" L x 1.083"" W (30.50mm x 27.50mm)","1.634"" (41.50mm)","Wire Leads with Connector"
https://www.murata-ps.com/data/magnetics/kmp_5400c.pdf,//media.digikey.com/photos/Murata%20Photos/54200C.JPG,811-1199-2-ND,54200C,Murata Power Solutions Inc.,CURR SENSE XFMR 1:1:200 15A SMD,450,0,"1.76000","0","450","Tape & Reel (TR)","5400","Active","50kHz ~ 500kHz","Invasive","-","60mH","-","1:1:200","-","7mOhm Primary, 6.6Ohm Secondary","-","Surface Mount","0.354"" L x 0.425"" W (9.00mm x 10.80mm)","0.323"" (8.20mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/P790.pdf,//media.digikey.com/Photos/Pulse%20Photos/PA1005.jpg,PA1005.020QNL-ND,PA1005.020QNL,Pulse Electronics Power,CURR SENSE XFMR 1:20 20A SMD,3189,0,"1.89000","0","1","Tray","-","Active","50kHz ~ 1MHz","Invasive","20A","80µH","-","1:20","-","0.75mOhm Primary, 550mOhm Secondary","AEC-Q200","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/P577.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-67200NL.jpg,553-2115-ND,PE-67300NL,Pulse Electronics Power,CURR SENSE XFMR 37A T/H,297,0,"5.43000","0","1","Tray","-","Active","10kHz ~ 200kHz","Invasive","37A","180mH","-","-","300:1","510Ohm Primary, 11Ohm Secondary","-","Through Hole","0.565"" L x 0.750"" W (14.35mm x 19.05mm)","0.750"" (19.05mm)","PC Pin"
https://api.kemet.com/component-edge/download/specsheet/MR%2FC-01.pdf,-,399-19399-ND,MR/C-01,KEMET,SENSCURR 0PH ID6.0MM OD19.0MM ZC,120,0,"5.79000","0","1","-","MR/C","Active","-","Invasive","15A","-","-","-","-","-","-","Through Hole","0.748"" L x 0.689"" W (19.00mm x 17.50mm)","0.264"" (6.70mm)","PC Pin"
https://www.lem.com/sites/default/files/products_datasheets/ato-10-b225-d10_sp3.pdf,//media.digikey.com/Photos/LEM%20Photos/MFG_ATO-10-B225-D10%5ESP3.jpg,398-1192-ND,ATO-10-B225-D10/SP3,LEM USA Inc.,SPLIT CORE CURRENT TRANSFORMER,86,0,"102.79000","0","1","-","*","Active","50Hz ~ 60Hz","Non-Invasive (Split Core)","10A","-","-","-","-","-","-","-","-","1.791"" (45.50mm)","Wire Leads"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1519-2-ND,P8203NLT,Pulse Electronics Power,CURR SENSE XFMR 1:30 SMD,1800,0,"1.60650","0","900","Tape & Reel (TR)","P820X","Active","50kHz ~ 1MHz","Invasive","-","180µH","-","1:30","-","6mOhm Primary, 870mOhm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1519-1-ND,P8203NLT,Pulse Electronics Power,CURR SENSE XFMR 1:30 SMD,779,0,"2.97000","0","1","Cut Tape (CT)","P820X","Discontinued at Digi-Key","50kHz ~ 1MHz","Invasive","-","180µH","-","1:30","-","6mOhm Primary, 870mOhm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1519-6-ND,P8203NLT,Pulse Electronics Power,CURR SENSE XFMR 1:30 SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","P820X","Discontinued at Digi-Key","50kHz ~ 1MHz","Invasive","-","180µH","-","1:30","-","6mOhm Primary, 870mOhm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_57.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PA0368NL.jpg,553-2891-5-ND,PA0368.070NL,Pulse Electronics Power,CURR SENSE XFMR 1:70 4A SMD,1478,0,"1.95000","0","1","Tube","-","Active","50kHz ~ 1MHz","Invasive","4A","3.3mH","-","1:70","-","4mOhm Primary, 1.2Ohm Secondary","-","Surface Mount","0.285"" L x 0.352"" W (7.25mm x 8.25mm)","0.124"" (3.15mm)","-"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_57.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PA0368NL.jpg,553-2890-5-ND,PA0368.050NL,Pulse Electronics Power,CURR SENSE XFMR 1:50 4A SMD,1334,0,"1.95000","0","1","Tube","-","Active","50kHz ~ 1MHz","Invasive","4A","1.7mH","-","1:50","-","4mOhm Primary, 900mOhm Secondary","-","Surface Mount","0.285"" L x 0.352"" W (7.25mm x 8.25mm)","0.124"" (3.15mm)","-"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_57.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PA0368NL.jpg,553-3553-ND,PA0368.100NL,Pulse Electronics Power,CURR SENSE XFMR 1:100 4A SMD,1206,0,"1.95000","0","1","Tube","-","Active","50kHz ~ 1MHz","Invasive","4A","6.7mH","-","1:100","-","4mOhm Primary, 1.6Ohm Secondary","-","Surface Mount","0.285"" L x 0.352"" W (7.25mm x 8.25mm)","0.124"" (3.15mm)","-"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1869-ND,P8208NL,Pulse Electronics Power,CURR SENSE XFMR 1:100 SMD,1088,0,"2.52000","0","1","Tray","P820X","Active","50kHz ~ 1MHz","Invasive","-","2mH","-","1:100","-","6mOhm Primary, 5.5Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
https://www.murata-ps.com/data/magnetics/kmp_5500c.pdf,//media.digikey.com/Photos/Murata%20Photos/55100C.jpg,811-1201-5-ND,55100C,Murata Power Solutions Inc.,CURR SENSE XFMR 1:1:100 15A SMD,589,0,"2.79000","0","1","Tube","5500","Obsolete","50kHz ~ 500kHz","Invasive","-","14.8mH","-","1:1:100","-","2.3mOhm Primary, 850mOhm Secondary","-","Surface Mount","0.496"" L x 0.575"" W (12.60mm x 14.60mm)","0.280"" (7.10mm)","-"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1520-2-ND,P8205NLT,Pulse Electronics Power,CURR SENSE XFMR 1:50 SMD,900,0,"1.62436","0","900","Tape & Reel (TR)","P820X","Active","50kHz ~ 1MHz","Invasive","-","500µH","-","1:50","-","6mOhm Primary, 1.5Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1520-1-ND,P8205NLT,Pulse Electronics Power,CURR SENSE XFMR 1:50 SMD,1836,0,"2.90000","0","1","Cut Tape (CT)","P820X","Active","50kHz ~ 1MHz","Invasive","-","500µH","-","1:50","-","6mOhm Primary, 1.5Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1520-6-ND,P8205NLT,Pulse Electronics Power,CURR SENSE XFMR 1:50 SMD,1836,0,"Digi-Reel","0","1","Digi-Reel®","P820X","Active","50kHz ~ 1MHz","Invasive","-","500µH","-","1:50","-","6mOhm Primary, 1.5Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1521-2-ND,P8206NLT,Pulse Electronics Power,CURR SENSE XFMR 1:60 SMD,900,0,"1.62436","0","900","Tape & Reel (TR)","P820X","Active","50kHz ~ 1MHz","Invasive","-","720µH","-","1:60","-","6mOhm Primary, 2.25Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1521-1-ND,P8206NLT,Pulse Electronics Power,CURR SENSE XFMR 1:60 SMD,1228,0,"2.90000","0","1","Cut Tape (CT)","P820X","Active","50kHz ~ 1MHz","Invasive","-","720µH","-","1:60","-","6mOhm Primary, 2.25Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
http://productfinder.pulseeng.com/products/datasheets/PC2005_47.pdf,//media.digikey.com/Photos/Pulse%20Photos/P8203NLT.jpg,553-1521-6-ND,P8206NLT,Pulse Electronics Power,CURR SENSE XFMR 1:60 SMD,1228,0,"Digi-Reel","0","1","Digi-Reel®","P820X","Active","50kHz ~ 1MHz","Invasive","-","720µH","-","1:60","-","6mOhm Primary, 2.25Ohm Secondary","-","Surface Mount","0.284"" L x 0.330"" W (7.21mm x 8.38mm)","0.217"" (5.50mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801b.pdf,//media.digikey.com/photos/Epcos%20Photos/B82801B504A50.JPG,495-4049-2-ND,B82801B0305A125,EPCOS (TDK),CURR SENSE XFMR 1:125 SMD,900,0,"1.63149","0","900","Tape & Reel (TR)","B82801B","Active","50kHz ~ 1MHz","Invasive","-","3mH","-","1:125","-","0.8mOhm Primary, 6.5Ohm Secondary","-","Surface Mount","0.280"" L x 0.320"" W (7.11mm x 8.13mm)","0.200"" (5.08mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801b.pdf,//media.digikey.com/photos/Epcos%20Photos/B82801B504A50.JPG,495-4049-1-ND,B82801B0305A125,EPCOS (TDK),CURR SENSE XFMR 1:125 SMD,1840,0,"2.92000","0","1","Cut Tape (CT)","B82801B","Active","50kHz ~ 1MHz","Invasive","-","3mH","-","1:125","-","0.8mOhm Primary, 6.5Ohm Secondary","-","Surface Mount","0.280"" L x 0.320"" W (7.11mm x 8.13mm)","0.200"" (5.08mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801b.pdf,//media.digikey.com/photos/Epcos%20Photos/B82801B504A50.JPG,495-4049-6-ND,B82801B0305A125,EPCOS (TDK),CURR SENSE XFMR 1:125 SMD,1840,0,"Digi-Reel","0","1","Digi-Reel®","B82801B","Active","50kHz ~ 1MHz","Invasive","-","3mH","-","1:125","-","0.8mOhm Primary, 6.5Ohm Secondary","-","Surface Mount","0.280"" L x 0.320"" W (7.11mm x 8.13mm)","0.200"" (5.08mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801b.pdf,//media.digikey.com/photos/Epcos%20Photos/B82801B504A50.JPG,495-4042-2-ND,B82801B0205A100,EPCOS (TDK),CURR SENSE XFMR 1:100 SMD,0,0,"1.63149","0","900","Tape & Reel (TR)","B82801B","Active","50kHz ~ 1MHz","Invasive","-","2mH","-","1:100","-","0.8mOhm Primary, 5.5Ohm Secondary","-","Surface Mount","0.280"" L x 0.320"" W (7.11mm x 8.13mm)","0.200"" (5.08mm)","Gull Wing"
https://www.tdk-electronics.tdk.com/inf/85/ds/b82801b.pdf,//media.digikey.com/photos/Epcos%20Photos/B82801B504A50.JPG,495-4042-1-ND,B82801B0205A100,EPCOS (TDK),CURR SENSE XFMR 1:100 SMD,1542,0,"2.92000","0","1","Cut Tape (CT)","B82801B","Active","50kHz ~ 1MHz","Invasive","-","2mH","-","1:100","-","0.8mOhm Primary, 5.5Ohm Secondary","-","Surface Mount","0.280"" L x 0.320"" W (7.11mm x 8.13mm)","0.200"" (5.08mm)","Gull Wing"
