Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Primary","Voltage - Secondary","Power (Watts)","1st Connector","2nd Connector"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H300S-ND,E81H300S,SolaHD,300KVA 480D-480Y,0,0,"8295.33000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF225S-ND,E5HF225S,SolaHD,225KVA 480D-240DCT 115C,0,0,"8401.66000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB150S-ND,E5HB150S,SolaHD,150KVA 480D-240DCT 80C,0,0,"8519.02000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB225S-ND,E2HB225S,SolaHD,225KVA 480D-208Y 80C,0,0,"9628.29000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F2F112S-ND,F2F112S,SolaHD,112.5KVA 480D-208Y C1D2,0,0,"9854.45000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H440S-ND,DT631H440S,SolaHD,440KVA 575D-230Y SCR DRIVE,0,0,"10041.61000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H440S-ND,DT651H440S,SolaHD,440KVA 460D-460Y SCR DRIVE,0,0,"10041.61000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H440S-ND,DT661H440S,SolaHD,440KVA 460D-230Y SCR DRIVE,0,0,"10041.61000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H225SCU-ND,E2H225SCU,SolaHD,225KVA 480D-208YCU,0,0,"10134.26000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB225S-ND,E5HB225S,SolaHD,225KVA 480D-240DCT 80C,0,0,"10187.73000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF300S-ND,E2HF300S,SolaHD,300KVA 480D-208Y 115C,0,0,"11266.63000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H500S-ND,E5H500S,SolaHD,500KVA 480D-240DCT,0,0,"11594.72000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF300S-ND,E5HF300S,SolaHD,300KVA 480D-240DCT 115C,0,0,"11610.27000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F81F112S-ND,F81F112S,SolaHD,112.5KVA 480D-480Y C1D2,0,0,"11628.25000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H500S-ND,E2H500S,SolaHD,500KVA 480D-208Y,0,0,"11916.98000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB300S-ND,E2HB300S,SolaHD,300KVA 480D-208Y 80C,0,0,"12223.92000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB300S-ND,E5HB300S,SolaHD,300KVA 480D-240DCT 80C,0,0,"12960.31000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H500S-ND,E81H500S,SolaHD,500KVA 480D-480Y,0,0,"13159.09000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F2F150SCU-ND,F2F150SCU,SolaHD,150KVA 480D-208Y CU C1D2,0,0,"15335.54000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F81F150SCU-ND,F81F150SCU,SolaHD,150KVA 480D-480Y CU C1D2,0,0,"18095.93000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H500SCU-ND,E2H500SCU,SolaHD,500KVA 480D-208Y CU,0,0,"19899.53000","0","1","*","Active","-","-","-","-","-","-"
http://bkpmedia.s3.amazonaws.com/downloads/datasheets/en-us/TR110_datasheet.pdf,-,BKTR110-ND,TR110,B&K Precision,ISOLATION TRANSFORMER UL LST,0,0,"Obsolete","0","1","-","Obsolete","Isolation","105V","130V","500VA","-","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175A-EU-ND,175A-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 100VA EUROP,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","100VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175B-EU-ND,175B-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 200VA EUROP,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","200VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175A-ND,175A,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 100VA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","100VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175B-ND,175B,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 200VA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","200VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175C-ND,175C,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 300VA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","300VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175C-EU-ND,175C-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 300VA EUROP,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","300VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175D-EU-ND,175D-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 500VA EUROP,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","500VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175DHM-ND,175D,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 500VA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","500VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175E-EU-ND,175E-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 750VA EUROP,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","750VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175F-ND,175F,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 1KVA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","1000VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175F-EU-ND,175F-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 1KVA EUROP,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","1000VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_179C.jpg,179C-ND,179C,Hammond Manufacturing,TRANSFORMR ISOL 115 TO 95V 250VA,0,0,"Obsolete","0","1","179","Obsolete","Isolation","115V","95V","250VA","NEMA 5-15P","NEMA 5-15R (2)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,289C-ND,289C,Hammond Manufacturing,TRANSFORMR ISOL 230-115VAC 250VA,0,0,"Obsolete","0","1","289","Obsolete","Isolation","230V","115V","250VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,298C-ND,298C,Hammond Manufacturing,TRANSFM ISOL 115 TO 230VCT 250VA,0,0,"Obsolete","0","1","298","Obsolete","Isolation","115V","230V","250VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_179C.jpg,179D-ND,179D,Hammond Manufacturing,TRANSFORMR ISOL 115 TO 95V 500VA,0,0,"Obsolete","0","1","179","Obsolete","Isolation","115V","95V","500VA","NEMA 5-15P","NEMA 5-15R (2)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,289D-ND,289D,Hammond Manufacturing,TRANSFORMR ISOL 230-115VAC 500VA,0,0,"Obsolete","0","1","289","Obsolete","Isolation","230V","115V","500VA","NEMA 5-15P","-"
-,-,298D-ND,298D,Hammond Manufacturing,TRANSFM ISOL 115 TO 230VCT 500VA,0,0,"Obsolete","0","1","298","Obsolete","Isolation","115V","230V","500VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_175A-EU.jpg,175G-EU-ND,175G-EU,Hammond Manufacturing,TRANSF AUTO 230-115V 1.5KVA EURO,0,0,"Obsolete","0","1","175EU","Obsolete","Autotransformer (Non-Isolated)","230V","115V","1500VA","CEE 7/4","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175G-ND,175G,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 15KVA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","1500VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_179C.jpg,179F-ND,179F,Hammond Manufacturing,TRANSFORMER ISOL 115 TO 95V 1KVA,0,0,"Obsolete","0","1","179","Obsolete","Isolation","115V","95V","1000VA","NEMA 5-15P","NEMA 5-15R (2)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,289F-ND,289F,Hammond Manufacturing,TRANSFORMR ISOL 230-115VAC 1KVA,0,0,"Obsolete","0","1","289","Obsolete","Isolation","230V","115V","1000VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,298F-ND,298F,Hammond Manufacturing,TRANSFMR ISOL 115 TO 230VCT 1KVA,0,0,"Obsolete","0","1","298","Obsolete","Isolation","115V","230V","1000VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_179C.jpg,179G-ND,179G,Hammond Manufacturing,TRANSFRMR ISOL 115 TO 95V 1.5KVA,0,0,"Obsolete","0","1","179","Obsolete","Isolation","115V","95V","1500VA","NEMA 5-15P","NEMA 5-15R (2)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,289G-ND,289G,Hammond Manufacturing,TRANSFRMR ISOL 230-115VAC 1.5KVA,0,0,"Obsolete","0","1","289","Obsolete","Isolation","230V","115V","1500VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,298G-ND,298G,Hammond Manufacturing,TRANSF ISOL 115 TO 230VCT 1.5KVA,0,0,"Obsolete","0","1","298","Obsolete","Isolation","115V","230V","1500VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/175%20Series.pdf,-,175E-ND,175E,Hammond Manufacturing,TRANSFORMER 230 TO 115VAC 750VA,0,0,"Obsolete","0","1","175","Obsolete","Autotransformer (Non-Isolated)","230V","115V","750VA","NEMA 5-15P","NEMA 5-15R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,298E-ND,298E,Hammond Manufacturing,TRANSFM ISOL 115 TO 230VCT 750VA,0,0,"Obsolete","0","1","298","Obsolete","Isolation","115V","230V","750VA","NEMA 5-15P","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_179C.jpg,179E-ND,179E,Hammond Manufacturing,TRANSFORMR ISOL 115 TO 95V 750VA,0,14,"Obsolete","0","1","179","Obsolete","Isolation","115V","95V","750VA","NEMA 5-15P","NEMA 5-15R (2)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/179_Series.pdf,-,289E-ND,289E,Hammond Manufacturing,TRANSFORMR ISOL 230-115VAC 750VA,0,0,"Obsolete","0","1","289","Obsolete","Isolation","230V","115V","750VA","NEMA 5-15P","-"
https://assets.tripplite.com/product-pdfs/en/su5000xfmrt2u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU5000XFMRT2U.jpg,SU5000XFMRT2U-ND,SU5000XFMRT2U,Tripp Lite,TRANSFORMER ISOLATION 2U RACK,0,0,"Obsolete","0","1","Smart Online™","Obsolete","Isolation","208V","120V","5000VA","NEMA L6-30P","NEMA 5-15/20R (12), NEMA L6-30R"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/CV_Series_Plug-In.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CV1201200.jpg,CV1201200-ND,CV1201200,Hammond Manufacturing,REGULATOR 1200VAC 4 OUTLETS,0,0,"Obsolete","0","1","CV","Obsolete","Isolation","120V","120V","1200VA","NEMA 5-15P","NEMA 5-15R (4)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/CV_Series_Plug-In.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CV1201200.jpg,CV1201800-ND,CV1201800,Hammond Manufacturing,REGULATOR 1800VAC 6 OUTLETS,0,0,"Obsolete","0","1","CV","Obsolete","Isolation","120V","120V","1800VA","NEMA 5-15P","NEMA 5-15R (6)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/CV_Series_Plug-In.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CV1201200.jpg,CV120300-ND,CV120300,Hammond Manufacturing,REGULATOR 300VAC 2 OUTLETS,0,0,"Obsolete","0","1","CV","Obsolete","Isolation","120V","120V","300VA","NEMA 5-15P","NEMA 5-15R (2)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/CV_Series_Plug-In.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CV1201200.jpg,CV120600-ND,CV120600,Hammond Manufacturing,REGULATOR 600VAC 4 OUTLETS,0,0,"Obsolete","0","1","CV","Obsolete","Isolation","120V","120V","600VA","NEMA 5-15P","NEMA 5-15R (4)"
-,-,CV1202300-ND,CV1202300,Hammond Manufacturing,TRANSFORMER - CONSTANT VOLTAGE,0,0,"Obsolete","0","1","CV","Obsolete","-","-","-","-","-","-"
-,-,CV2401200-ND,CV2401200,Hammond Manufacturing,TRANSFORMER - CONSTANT VOLTAGE,0,0,"Obsolete","0","1","CV","Obsolete","-","-","-","-","-","-"
-,-,CV2401800-ND,CV2401800,Hammond Manufacturing,TRANSFORMER - CONSTANT VOLTAGE,0,0,"Obsolete","0","1","CV","Obsolete","-","-","-","-","-","-"
-,-,CV2402300-ND,CV2402300,Hammond Manufacturing,TRANSFORMER - CONSTANT VOLTAGE,0,0,"Obsolete","0","1","CV","Obsolete","-","-","-","-","-","-"
-,-,CV240300-ND,CV240300,Hammond Manufacturing,TRANSFORMER - CONSTANT VOLTAGE,0,0,"Obsolete","0","1","CV","Obsolete","-","-","-","-","-","-"
-,-,CV240600-ND,CV240600,Hammond Manufacturing,TRANSFORMER - CONSTANT VOLTAGE,0,0,"Obsolete","0","1","CV","Obsolete","-","-","-","-","-","-"
http://www.redlion.net/files/213/5230,-,PT600120-ND,PT600120,Red Lion Controls,XFRMR ISLTD 600V/120V,0,0,"Obsolete","0","1","-","Obsolete","Isolation","600V","120V","40VA","Screw Terminal","Screw Terminal"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20P%20B%20PDFs/4500_Series.pdf,-,PB1822-ND,4500-90FW34K999,TE Connectivity Potter & Brumfield Relays,XFRMR NON-ISLTD AUTO 480V/277V,0,0,"Obsolete","0","10","4500","Obsolete","Autotransformer (Non-Isolated)","480V","277V","230VA","Wire Leads","Wire Leads"
https://hubbellcdn.com/specsheet/120-277-Transformers.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_120V277V-Series.jpg,120:268:277-500VA-ND,120:268:277-500VA,Thomas Research Products,TRANSFRMR 120-277V/500VA STEP-UP,0,0,"Obsolete","0","500","*","Obsolete","-","-","-","-","-","-"
https://hubbellcdn.com/specsheet/120-277-Transformers.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_120V277V-Series.jpg,120:277-275VA-ND,120:277-275VA,Thomas Research Products,TRANSFRMR 120-277V/275VA STEP-UP,0,0,"Obsolete","0","500","*","Obsolete","-","-","-","-","-","-"
https://hubbellcdn.com/specsheet/Step-down%20Transformer.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_480V347V277V-Series.jpg,480:347:277:220-245VA-ND,480:347:277:220-245VA,Thomas Research Products,347/277:220V 245VA STEP-DOWN,0,0,"Obsolete","0","500","*","Obsolete","-","-","-","-","-","-"
https://hubbellcdn.com/specsheet/Step-down%20Transformer.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_480V347V277V-Series.jpg,480:347:277-125VA-ND,480:347:277-125VA,Thomas Research Products,XFRMR 347/277V 125VA STEP-DOWN,0,0,"Obsolete","0","500","*","Obsolete","-","-","-","-","-","-"
https://hubbellcdn.com/specsheet/Step-down%20Transformer.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_480V347V277V-Series.jpg,480:347:277-460VA-ND,480:347:277-460VA,Thomas Research Products,XFRMR 347/277V 460VA STEP-DOWN,0,0,"Obsolete","0","500","*","Obsolete","-","-","-","-","-","-"
