Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Applications","Intended Chipset","Chipset Manufacturer","Voltage - Primary","Voltage - Auxiliary","Voltage - Isolation","Inductance @ Frequency","Frequency","Operating Temperature","Mounting Type","Size / Dimension","Height - Seated (Max)","Footprint","Style"
https://katalog.we-online.de/ctm/datasheet/760390012.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4456-2-ND,760390012,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,46800,0,"1.19001","0","1200","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390012.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4456-1-ND,760390012,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,47599,0,"1.90000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390012.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4456-6-ND,760390012,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,47599,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390014.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4458-2-ND,760390014,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,40800,0,"1.19001","0","1200","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390014.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4458-1-ND,760390014,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,41408,0,"1.90000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390014.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4458-6-ND,760390014,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,41408,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390013.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4457-2-ND,760390013,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,32400,0,"1.19001","0","1200","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390013.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4457-1-ND,760390013,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,33006,0,"1.90000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390013.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4457-6-ND,760390013,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,33006,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390015.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390015.JPG,732-4459-2-ND,760390015,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,26400,0,"1.19001","0","1200","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390015.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390015.JPG,732-4459-1-ND,760390015,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,26492,0,"1.90000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390015.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390015.JPG,732-4459-6-ND,760390015,Wurth Electronics Midcom,TRANSFORMER 475UH SMD,26492,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","3125Vrms","475µH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390011.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4455-2-ND,760390011,Wurth Electronics Midcom,TRANSFORMER 1MH SMD,21600,0,"1.19001","0","1200","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","1500Vrms","1mH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390011.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4455-1-ND,760390011,Wurth Electronics Midcom,TRANSFORMER 1MH SMD,22249,0,"1.90000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","1500Vrms","1mH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.de/ctm/datasheet/760390011.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/760390014.JPG,732-4455-6-ND,760390011,Wurth Electronics Midcom,TRANSFORMER 1MH SMD,22249,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","1500Vrms","1mH @ 10kHz","10kHz","-40°C ~ 125°C","Surface Mount","0.265"" L x 0.281"" W (6.73mm x 7.14mm)","0.170"" (4.32mm)","0.265"" L x 0.395"" W (6.73mm x 10.05mm)","-"
https://katalog.we-online.com/ctm/datasheet/750315371.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/750315371.JPG,1297-1178-2-ND,750315371,Wurth Electronics Midcom,XFRMR FWD P-P DC/DC CONV SMD,4500,0,"1.65001","0","900","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6505B","Texas Instruments","4.5 ~ 5.5V","-","2500Vrms","72µH @ 100kHz","400kHz","-40°C ~ 125°C","Surface Mount","0.327"" L x 0.364"" W (8.30mm x 9.25mm)","0.161"" (4.10mm)","0.327"" L x 0.496"" W (8.30mm x 12.60mm)","-"
https://katalog.we-online.com/ctm/datasheet/750315371.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/750315371.JPG,1297-1178-1-ND,750315371,Wurth Electronics Midcom,XFRMR FWD P-P DC/DC CONV SMD,4711,0,"2.50000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6505B","Texas Instruments","4.5 ~ 5.5V","-","2500Vrms","72µH @ 100kHz","400kHz","-40°C ~ 125°C","Surface Mount","0.327"" L x 0.364"" W (8.30mm x 9.25mm)","0.161"" (4.10mm)","0.327"" L x 0.496"" W (8.30mm x 12.60mm)","-"
https://katalog.we-online.com/ctm/datasheet/750315371.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/750315371.JPG,1297-1178-6-ND,750315371,Wurth Electronics Midcom,XFRMR FWD P-P DC/DC CONV SMD,4711,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6505B","Texas Instruments","4.5 ~ 5.5V","-","2500Vrms","72µH @ 100kHz","400kHz","-40°C ~ 125°C","Surface Mount","0.327"" L x 0.364"" W (8.30mm x 9.25mm)","0.161"" (4.10mm)","0.327"" L x 0.496"" W (8.30mm x 12.60mm)","-"
http://productfinder.pulseeng.com/products/datasheets/P719.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_EP13.jpg,553-2134-2-ND,PA3855.006NLT,Pulse Electronics Power,TRANSFORMER FLYBACK 21UH SMD,11570,0,"2.07400","0","130","Tape & Reel (TR)","EP13Plus","Active","For DC/DC Converters","Flyback Converters","-","-","9 ~ 57V","10V @ 50mA","2250VDC","-","200kHz","-40°C ~ 130°C","Surface Mount","0.571"" L x 0.526"" W (14.50mm x 13.36mm)","0.551"" (14.00mm)","0.571"" L x 0.695"" W (14.50mm x 17.65mm)","-"
http://productfinder.pulseeng.com/products/datasheets/P719.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_EP13.jpg,553-2134-1-ND,PA3855.006NLT,Pulse Electronics Power,TRANSFORMER FLYBACK 21UH SMD,11780,0,"3.89000","0","1","Cut Tape (CT)","EP13Plus","Active","For DC/DC Converters","Flyback Converters","-","-","9 ~ 57V","10V @ 50mA","2250VDC","-","200kHz","-40°C ~ 130°C","Surface Mount","0.571"" L x 0.526"" W (14.50mm x 13.36mm)","0.551"" (14.00mm)","0.571"" L x 0.695"" W (14.50mm x 17.65mm)","-"
http://productfinder.pulseeng.com/products/datasheets/P719.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_EP13.jpg,553-2134-6-ND,PA3855.006NLT,Pulse Electronics Power,TRANSFORMER FLYBACK 21UH SMD,11780,0,"Digi-Reel","0","1","Digi-Reel®","EP13Plus","Active","For DC/DC Converters","Flyback Converters","-","-","9 ~ 57V","10V @ 50mA","2250VDC","-","200kHz","-40°C ~ 130°C","Surface Mount","0.571"" L x 0.526"" W (14.50mm x 13.36mm)","0.551"" (14.00mm)","0.571"" L x 0.695"" W (14.50mm x 17.65mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Pulse%20PDFs/PA0367A.pdf,//media.digikey.com/photos/Pulse%20Photos/PA0367ANLT.JPG,553-1978-2-ND,PA0367ANLT,Pulse Electronics Power,TRANSFORMER 18UH 1:12 SMD,5200,0,"2.31000","0","400","Tape & Reel (TR)","-","Active","For DC/DC Converters","Flyback Converters","LT3420","Linear Technology","-","-","500Vrms","-","-","-40°C ~ 130°C","Surface Mount","0.360"" L x 0.360"" W (9.14mm x 9.14mm)","0.215"" (5.45mm)","0.460"" L x 0.460"" W (11.68mm x 11.68mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Pulse%20PDFs/PA0367A.pdf,//media.digikey.com/photos/Pulse%20Photos/PA0367ANLT.JPG,553-1978-1-ND,PA0367ANLT,Pulse Electronics Power,TRANSFORMER 18UH 1:12 SMD,5299,0,"4.47000","0","1","Cut Tape (CT)","-","Active","For DC/DC Converters","Flyback Converters","LT3420","Linear Technology","-","-","500Vrms","-","-","-40°C ~ 130°C","Surface Mount","0.360"" L x 0.360"" W (9.14mm x 9.14mm)","0.215"" (5.45mm)","0.460"" L x 0.460"" W (11.68mm x 11.68mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Pulse%20PDFs/PA0367A.pdf,//media.digikey.com/photos/Pulse%20Photos/PA0367ANLT.JPG,553-1978-6-ND,PA0367ANLT,Pulse Electronics Power,TRANSFORMER 18UH 1:12 SMD,5299,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","For DC/DC Converters","Flyback Converters","LT3420","Linear Technology","-","-","500Vrms","-","-","-40°C ~ 130°C","Surface Mount","0.360"" L x 0.360"" W (9.14mm x 9.14mm)","0.215"" (5.45mm)","0.460"" L x 0.460"" W (11.68mm x 11.68mm)","-"
https://katalog.we-online.com/ctm/datasheet/750315240.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/750315240.JPG,1297-1177-2-ND,750315240,Wurth Electronics Midcom,XFRMR FWD P-P DC/DC CONV SMD,1925,0,"2.40000","0","275","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6505A","Texas Instruments","-","-","5000Vrms","110µH @ 100kHz","150kHz","-40°C ~ 125°C","Surface Mount","0.485"" L x 0.410"" W (12.32mm x 10.41mm)","0.440"" (11.18mm)","0.485"" L x 0.607"" W (12.32mm x 15.41mm)","-"
https://katalog.we-online.com/ctm/datasheet/750315240.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/750315240.JPG,1297-1177-1-ND,750315240,Wurth Electronics Midcom,XFRMR FWD P-P DC/DC CONV SMD,1945,0,"3.50000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6505A","Texas Instruments","-","-","5000Vrms","110µH @ 100kHz","150kHz","-40°C ~ 125°C","Surface Mount","0.485"" L x 0.410"" W (12.32mm x 10.41mm)","0.440"" (11.18mm)","0.485"" L x 0.607"" W (12.32mm x 15.41mm)","-"
https://katalog.we-online.com/ctm/datasheet/750315240.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/750315240.JPG,1297-1177-6-ND,750315240,Wurth Electronics Midcom,XFRMR FWD P-P DC/DC CONV SMD,1945,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6505A","Texas Instruments","-","-","5000Vrms","110µH @ 100kHz","150kHz","-40°C ~ 125°C","Surface Mount","0.485"" L x 0.410"" W (12.32mm x 10.41mm)","0.440"" (11.18mm)","0.485"" L x 0.607"" W (12.32mm x 15.41mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313638.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1105-2-ND,750313638,Wurth Electronics Midcom,TRANSFORMER SMD,10500,0,"2.40900","0","500","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313638.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1105-1-ND,750313638,Wurth Electronics Midcom,TRANSFORMER SMD,10737,0,"3.25000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313638.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1105-6-ND,750313638,Wurth Electronics Midcom,TRANSFORMER SMD,10737,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313734.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1106-2-ND,750313734,Wurth Electronics Midcom,TRANSFORMER SMD,6500,0,"2.40900","0","500","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313734.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1106-1-ND,750313734,Wurth Electronics Midcom,TRANSFORMER SMD,7273,0,"3.25000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313734.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1106-6-ND,750313734,Wurth Electronics Midcom,TRANSFORMER SMD,7273,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313626.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1104-2-ND,750313626,Wurth Electronics Midcom,TRANSFORMER SMD,2000,0,"2.40900","0","500","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313626.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1104-1-ND,750313626,Wurth Electronics Midcom,TRANSFORMER SMD,2366,0,"3.25000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313626.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1104-6-ND,750313626,Wurth Electronics Midcom,TRANSFORMER SMD,2366,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313769.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1107-2-ND,750313769,Wurth Electronics Midcom,TRANSFORMER SMD,1000,0,"2.40900","0","500","Tape & Reel (TR)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313769.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1107-1-ND,750313769,Wurth Electronics Midcom,TRANSFORMER SMD,1511,0,"3.25000","0","1","Cut Tape (CT)","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313769.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANSFORMER%20SMD_04.jpg,1297-1107-6-ND,750313769,Wurth Electronics Midcom,TRANSFORMER SMD,1511,0,"Digi-Reel","0","1","Digi-Reel®","WE-PP, MID-PPTI","Active","For DC/DC Converters","Forward, Push-Pull Converters","SN6501","Texas Instruments","-","-","5000Vrms","340µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.360"" L x 0.315"" W (9.14mm x 8.00mm)","0.305"" (7.75mm)","0.360"" L x 0.500"" W (9.14mm x 12.70mm)","-"
https://katalog.we-online.de/pbs/datasheet/7490100161A.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/7490100161A.JPG,1297-1176-2-ND,7490100161A,Wurth Electronics Midcom,TRANSFORMER 10/100 BASE-T SMD,2400,0,"2.52300","0","600","Tape & Reel (TR)","WE-LAN","Active","Configurable (For DC/DC)","-","-","-","-","-","1500Vrms","350µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.500"" L x 0.346"" W (12.70mm x 8.80mm)","0.250"" (6.35mm)","0.500"" L x 0.370"" W (12.70mm x 9.40mm)","-"
https://katalog.we-online.de/pbs/datasheet/7490100161A.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/7490100161A.JPG,1297-1176-1-ND,7490100161A,Wurth Electronics Midcom,TRANSFORMER 10/100 BASE-T SMD,2894,0,"3.63000","0","1","Cut Tape (CT)","WE-LAN","Active","Configurable (For DC/DC)","-","-","-","-","-","1500Vrms","350µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.500"" L x 0.346"" W (12.70mm x 8.80mm)","0.250"" (6.35mm)","0.500"" L x 0.370"" W (12.70mm x 9.40mm)","-"
https://katalog.we-online.de/pbs/datasheet/7490100161A.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/7490100161A.JPG,1297-1176-6-ND,7490100161A,Wurth Electronics Midcom,TRANSFORMER 10/100 BASE-T SMD,2894,0,"Digi-Reel","0","1","Digi-Reel®","WE-LAN","Active","Configurable (For DC/DC)","-","-","-","-","-","1500Vrms","350µH @ 100kHz","-","-40°C ~ 125°C","Surface Mount","0.500"" L x 0.346"" W (12.70mm x 8.80mm)","0.250"" (6.35mm)","0.500"" L x 0.370"" W (12.70mm x 9.40mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313443.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANS%20FLYBACK.jpg,1297-1134-2-ND,750313443,Wurth Electronics Midcom,TRANS FLYBACK LT8302,3500,0,"2.70100","0","250","Tape & Reel (TR)","WE-FB, MID-FLYLT","Active","For DC/DC Converters","Flyback Converters","LT8302","Linear Technology","8 ~ 32V","-","1500Vrms","9µH @ 10kHz","-","-","Surface Mount","-","0.450"" (11.43mm)","0.525"" L x 0.600"" W (13.34mm x 15.24mm)","-"
https://katalog.we-online.de/ctm/datasheet/750313443.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_TRANS%20FLYBACK.jpg,1297-1134-1-ND,750313443,Wurth Electronics Midcom,TRANS FLYBACK LT8302,3710,0,"3.88000","0","1","Cut Tape (CT)","WE-FB, MID-FLYLT","Active","For DC/DC Converters","Flyback Converters","LT8302","Linear Technology","8 ~ 32V","-","1500Vrms","9µH @ 10kHz","-","-","Surface Mount","-","0.450"" (11.43mm)","0.525"" L x 0.600"" W (13.34mm x 15.24mm)","-"
