Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products"
http://catalog.triadmagnetics.com/Asset/SP-310.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/SP-310.jpg,237-1157-ND,SP-310,Triad Magnetics,TRANSF AUDIO SHIELD,20100,7282,"4.86000","0","1","SP","Active","Shield","SP Series"
http://catalog.triadmagnetics.com/Asset/SP-310.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/SP-310.jpg,237-2294-ND,SP-310-B,Triad Magnetics,TRANSF AUDIO SHIELD,6075,27300,"4.74000","0","1","SP","Active","Shield","SP Series"
//media.digikey.com/pdf/Data%20Sheets/Signal%20Transformer%20PDFs/Accessories_page54_07-15.pdf,//media.digikey.com/Photos/Signal%20Transformers%20Photos/24-BR.JPG,595-1742-ND,24-BR,Signal Transformer,BRACKET 1.37"" X 2.0"",470,0,"4.45000","0","1","DMPC/MPC","Active","Bracket","DMPC, MPC Series"
http://www.crmagnetics.com/Assets/ProductPDFs/cur_I_a.pdf,//media.digikey.com/photos/CR%20Magnetics%20Photos/PH-31-R.jpg,582-1045-ND,PH-31-R,CR Magnetics Inc.,INDICATOR PANEL SPLASH PROOF RED,70,0,"12.83000","0","1","PH","Active","Indicator","Model 18, Model 19"
-,//media.digikey.com/Photos/AlfaMag%20Electronics%20Photos/58005.JPG,TE2296-ND,58005,"Amgis, LLC",RUBBER GASKET 148MM,187,0,"3.19000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Signal%20Transformer%20PDFs/Accessories_page54_07-15.pdf,//media.digikey.com/Photos/Signal%20Transformers%20Photos/10-BR.jpg,595-1701-ND,10-BR,Signal Transformer,BRACKET 1.64"" X 1.12"",91,0,"4.45000","0","1","DMPC/MPC","Active","Bracket","DMPC, MPC Series"
http://www.crmagnetics.com/Assets/ProductPDFs/cur_I_a.pdf,//media.digikey.com/Photos/CR%20Magnetics%20Photos/PH-31-G.jpg,582-1044-ND,PH-31-G,CR Magnetics Inc.,INDICATOR PANEL SPLASH PROOF GRN,32,0,"12.64000","0","1","PH","Active","Indicator","Model 18, Model 19"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2942742.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2942742.JPG,277-2832-ND,2942742,Phoenix Contact,MOUNTING PLATE,14,168,"29.72000","0","1","-","Active","Mounting Plate - Metal","-"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1182-Series.jpg,HM2440-ND,1182KIT1500,Hammond Manufacturing,TRANSFORMER TOROID HDWE KIT,100,41,"6.43000","0","1","*","Active","Hardware Kit","1182 Series"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1182-Series.jpg,HM2444-ND,1182KIT50,Hammond Manufacturing,TRANSFORMER TOROID HDWE KIT,45,40,"7.48000","0","1","*","Active","Hardware Kit","1182 Series"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033012007_100686454DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_21033012006.jpg,1195-7256-ND,21033012006,HARTING,M12 TRANSF. RECPT. FRONT MOUNTIN,30,0,"7.75000","0","1","*","Active","Receptacle","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033012007_100686454DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_21033012007.jpg,1195-7257-ND,21033012007,HARTING,M12 TRANSF. RECPT. REAR MOUNTING,30,0,"7.75000","0","1","-","Active","Receptacle","-"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1182KIT160.jpg,HM2441-ND,1182KIT160,Hammond Manufacturing,TRANSFORMER TOROID HDWE KIT,40,36,"9.96000","0","1","*","Active","Hardware Kit","1182 Series"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1182-Series.jpg,HM2443-ND,1182KIT500,Hammond Manufacturing,TRANSFORMER TOROID HDWE KIT,39,37,"11.66000","0","1","*","Active","Hardware Kit","1182 Series"
https://www.hammfg.com/electronics/transformers/line/298g.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_298G4.jpg,HM2153-ND,298G4,Hammond Manufacturing,CONNECTOR POWER ADAPTER EUROPEAN,100,523,"12.56000","0","1","Line Transformers","Active","International Adapter Plug","Hammond 171, 172, 175, 179, 289, 298 Series Transformers"
https://www.hammfg.com/electronics/transformers/line/298g.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_298G6.jpg,HM5069-ND,298G6,Hammond Manufacturing,CONNECTOR POWER ADAPTER AUSTRALN,45,189,"12.56000","0","1","Line Transformers","Active","International Adapter Plug","Hammond 171, 172, 175, 179, 289, 298 Series Transformers"
https://www.hammfg.com/electronics/transformers/line/298g.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_298G7.jpg,HM5070-ND,298G7,Hammond Manufacturing,CONNECTOR PWR ADAPTER N AMERICAN,40,220,"12.56000","0","1","Line Transformers","Active","International Adapter Plug","Hammond 171, 172, 175, 179, 289, 298 Series Transformers"
-,-,HM5071-ND,298G8,Hammond Manufacturing,INTLL ADAPTER PLUG FOR XFRMR,39,320,"12.56000","0","1","-","Active","International Adapter Plug","Hammond 171, 172, 175, 179, 289, 298 Series Transformers"
http://www.crmagnetics.com/Assets/ProductPDFs/cur_I_a.pdf,//media.digikey.com/photos/CR%20Magnetics%20Photos/MFG_PH-25-R.jpg,582-1041-ND,PH-25-R,CR Magnetics Inc.,INDICATOR PANEL PRESS-IN RED,4,0,"10.18000","0","1","PH","Active","Indicator","Model 18, Model 19"
-,//media.digikey.com/Photos/AlfaMag%20Electronics%20Photos/58011.JPG,TE2297-ND,58011,"Amgis, LLC",METAL DISK 145MM,7,0,"10.34000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2277598.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2277598.jpg,277-17274-ND,2277598,Phoenix Contact,DIN RAIL ADAPTER,24,0,"7.25000","0","1","-","Active","DIN Rail Adapter","-"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1182-Series.jpg,HM2442-ND,1182KIT30,Hammond Manufacturing,TRANSFORMER TOROID HDWE KIT,15,40,"7.40000","0","1","*","Active","Hardware Kit","1182 Series"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1182-Series.jpg,HM2445-ND,1182KIT750,Hammond Manufacturing,TRANSFORMER TOROID HDWE KIT,5,26,"12.30000","0","1","*","Active","Hardware Kit","1182 Series"
https://www.hammfg.com/electronics/transformers/line/298g.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_298G3.jpg,HM5068-ND,298G3,Hammond Manufacturing,CONNECTOR POWER ADAPTER BRITISH,18,124,"12.56000","0","1","Line Transformers","Active","International Adapter Plug","Hammond 171, 172, 175, 179, 289, 298 Series Transformers"
-,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CTD-KIT.jpg,1864-1652-ND,CTD-KIT,Carlo Gavazzi Inc.,CTD-KIT ACC KIT FOR CURR TRANS,5,0,"15.63000","0","1","-","Active","Screws","Transformers"
//media.digikey.com/pdf/Data%20Sheets/Signal%20Transformer%20PDFs/Accessories_page54_07-15.pdf,-,595-1993-ND,ST-MS,Signal Transformer,SCREW 4-40 FOR ST/DST SER 100PC,2,0,"18.87000","0","1","DST/ST","Active","Screws","ST, DST Series"
-,-,2106-WB1C-ND,WB1C,SolaHD,WALL MTG BRACKET 500LBS. MAX,0,0,"0.10000","0","1","*","Active","-","-"
https://www.hammfg.com/electronics/transformers/class-2/mtg70330-bulk.pdf,-,MTG70330-BULK-ND,MTG70330-BULK,Hammond Manufacturing,BRACKET FOR CLASS 2 XFRMR,0,0,"1.46000","0","1","-","Active","Bracket - Panel Mount","Class 2 Transformers"
http://www.crmagnetics.com/Assets/ProductPDFs/cur_I_a.pdf,-,MB-18-ND,MB-18,CR Magnetics Inc.,PANEL MOUNT BRACKET FOR MODEL 18,0,0,"6.48000","0","1","-","Active","Bracket - Panel Mount","Model 18"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2277608.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2277608.jpg,2277608-ND,2277608,Phoenix Contact,INSULATING CAP,0,0,"6.59389","0","18","-","Active","Insulating Cap","-"
