Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Turns Ratio - Primary:Secondary","Impedance - Primary (Ohms)","Impedance - Secondary (Ohms)","DC Resistance (DCR) - Primary","DC Resistance (DCR) - Secondary","Transformer Type","Frequency Range","Frequency Response","Voltage - Isolation","Insertion Loss","Return Loss","Power Level","Operating Temperature","Approvals","Mounting Type","Size / Dimension","Height - Seated (Max)","Termination Style"
https://www.hammfg.com/electronics/transformers/audio/148.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_148A.jpg,HM3284-ND,148T,Hammond Manufacturing,TRANSFORMER AUDIO 500CT/3.2 IMP,20,16,"20.94000","0","1","Bulk","148","Active","-","500CT","3.2","41Ohm","340mOhm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","300mW","-","-","Through Hole","0.820"" L x 0.680"" W (20.83mm x 17.27mm)","0.690"" (17.53mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3289-ND,149F,Hammond Manufacturing,TRANSFRM AUDIO 450 TO 40/160 IMP,20,0,"20.94000","0","1","Bulk","149","Active","-","450","160, 40/40","52Ohm","19Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","200mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/148.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_148A.jpg,HM3275-ND,148B,Hammond Manufacturing,TRANSF AUDIO 150 TO 400/1.6K IMP,18,14,"20.94000","0","1","Bulk","148","Active","-","150","1.6k, 400/400","11.3Ohm","200Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","300mW","-","-","Through Hole","0.820"" L x 0.680"" W (20.83mm x 17.27mm)","0.690"" (17.53mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3294-ND,149V,Hammond Manufacturing,TRANSF AUDIO 600CT 300/1.2K IMP,18,0,"20.94000","0","1","Bulk","149","Active","-","600CT","1.2k, 300/300","53Ohm","63Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","1000mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3288-ND,149C,Hammond Manufacturing,TRANSFORM AUDIO 160 TO 20/80 IMP,17,192,"20.94000","0","1","Bulk","149","Active","-","160","80, 20/20","24Ohm","7Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","200mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3291-ND,149Q,Hammond Manufacturing,TRANSFORMER AUDIO 200CT/3.2 IMP,16,9,"20.94000","0","1","Bulk","149","Active","-","200CT","3.2","19Ohm","400mOhm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","1000mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3293-ND,149T,Hammond Manufacturing,TRANSFORM AUDIO 600CT/600CT IMP,13,62,"20.94000","0","1","Bulk","149","Active","-","600CT","600CT","53Ohm","70Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","1000mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3290-ND,149H,Hammond Manufacturing,TRANSFORM AUDIO 1K TO 60/240 IMP,12,0,"20.94000","0","1","Bulk","149","Active","-","1k","240, 60/60","155Ohm","24Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","200mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/148.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_148A.jpg,HM3277-ND,148D,Hammond Manufacturing,TRANSFORMER AUDIO 200K/1K IMP,11,1,"20.94000","0","1","Bulk","148","Active","-","200k","1k","1.76kOhm","6.2Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","3mW","-","-","Through Hole","0.820"" L x 0.680"" W (20.83mm x 17.27mm)","0.690"" (17.53mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/149.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_149C.jpg,HM3292-ND,149S,Hammond Manufacturing,TRANSFORMR AUDIO 600CT/150CT IMP,11,10,"20.94000","0","1","Bulk","149","Active","-","600CT","150CT","53Ohm","17Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","1000mW","-","-","Through Hole","1.060"" L x 0.820"" W (26.92mm x 20.83mm)","0.820"" (20.83mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/148.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_148A.jpg,HM3282-ND,148Q,Hammond Manufacturing,TRANSFRM AUDIO 10K TO 500/2K IMP,10,0,"20.94000","0","1","Bulk","148","Active","-","10k","2k, 500/500","1.7kOhm","238Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","75mW","-","-","Through Hole","0.820"" L x 0.680"" W (20.83mm x 17.27mm)","0.690"" (17.53mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/148.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_148A.jpg,HM3281-ND,148M,Hammond Manufacturing,TRANSFORM AUDIO 6K TO 500/2K IMP,7,0,"20.94000","0","1","Bulk","148","Active","-","6k","2k, 500/500","850Ohm","230Ohm","Economical Open Type","200Hz ~ 15kHz","±1dB","-","0.5dB","-","75mW","-","-","Through Hole","0.820"" L x 0.680"" W (20.83mm x 17.27mm)","0.690"" (17.53mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2406-ND,117F4,Hammond Manufacturing,TRANSF LINE MATCHING 4W 8 OHM,8,19,"21.42000","0","1","Bulk","117","Active","-","8","70V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","4W","-","-","Chassis Mount","2.810"" L x 1.500"" W (71.37mm x 38.10mm)","1.690"" (42.93mm)","Solder Lug"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2412-ND,117K4,Hammond Manufacturing,TRANSF LINE MATCHING 4W 8 OHM,15,13,"21.88000","0","1","Bulk","117","Active","-","8","25V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","4W","-","-","Chassis Mount","2.810"" L x 1.500"" W (71.37mm x 38.10mm)","1.690"" (42.93mm)","Solder Lug"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_117F2.jpg,HM2404-ND,117F2,Hammond Manufacturing,TRANSF LINE MATCHING 2W 8 OHM,10,10,"22.34000","0","1","Bulk","117","Active","-","8","70V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","2W","-","-","Chassis Mount","2.380"" L x 1.380"" W (60.45mm x 35.05mm)","1.380"" (35.05mm)","Solder Lug"
https://www.hammfg.com/files/parts/pdf/141H.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/141-Series.jpg,HM1707-ND,141H,Hammond Manufacturing,TRANSFORMR AUDIO 600CT/600CT IMP,49,226,"22.78000","0","1","Bulk","141","Active","-","600CT","600CT","32Ohm","45Ohm","Low Profile, Open Type","200Hz ~ 50kHz","±2dB","250V","-","-","150mW","-","-","Through Hole","0.780"" L x 0.660"" W (19.81mm x 16.76mm)","0.460"" (11.68mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/108N.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/108-Series.jpg,HM2387-ND,108N,Hammond Manufacturing,TRANSFORMER AUDIO 10KCT/600CT,16,12,"22.78000","0","1","Bulk","108","Active","4.08:1","10kCT","600CT","370Ohm","35Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","500mW","-","-","Through Hole","1.030"" L x 0.770"" W (26.16mm x 19.56mm)","0.770"" (19.56mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/108T.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/108-Series.jpg,HM1694-ND,108T,Hammond Manufacturing,TRANSFORMER AUDIO 10KCT/10KCT,13,34,"22.78000","0","1","Bulk","108","Active","1:1","10kCT","10kCT","424Ohm","426Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","500Vrms","-","-","150mW","-","-","Through Hole","1.030"" L x 0.770"" W (26.16mm x 19.56mm)","0.770"" (19.56mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/108H.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/108-Series.jpg,HM2383-ND,108H,Hammond Manufacturing,TRANSFORMER AUDIO 600CT/600CT,10,43,"22.78000","0","1","Bulk","108","Active","1:1","600CT","600CT","50Ohm","50Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","150mW","-","-","Through Hole","1.030"" L x 0.770"" W (26.16mm x 19.56mm)","0.770"" (19.56mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/108E.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/108-Series.jpg,HM2380-ND,108E,Hammond Manufacturing,TRANSFORMER AUDIO 600CT/3.2,10,22,"22.78000","0","1","Bulk","108","Active","13.71:1","600CT","3.2","54Ohm","400mOhm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.75dB","100VRMS","-","-","500mW","-","-","Through Hole","1.030"" L x 0.770"" W (26.16mm x 19.56mm)","0.770"" (19.56mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2407-ND,117F8,Hammond Manufacturing,TRANSF LINE MATCHING 8W 8 OHM,6,13,"23.70000","0","1","Bulk","117","Active","-","8","70V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","8W","-","-","Chassis Mount","3.250"" L x 1.750"" W (82.55mm x 44.45mm)","2.000"" (50.80mm)","Solder Lug"
https://www.hammfg.com/files/parts/pdf/107X.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/107-Series.jpg,HM2379-ND,107X,Hammond Manufacturing,TRANSFORMER AUDIO 100KCT/1KCT,24,24,"25.52000","0","1","Bulk","107","Active","10:1","100kCT","1kCT","3.66kOhm","75Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","500Vrms","-","-","150mW","-","-","Through Hole","0.630"" L x 0.586"" W (16.00mm x 14.88mm)","0.630"" (16.00mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/104.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/104-Series.jpg,HM2354-ND,104Q,Hammond Manufacturing,TRANSFORMER AUDIO 500CT/3.2,10,162,"25.52000","0","1","Bulk","104","Active","-","500CT","3.2","27Ohm","400mOhm","Miniature Epoxy Potted","200Hz","-1dB","200V","1dB","-","500mW","-","-","Through Hole","0.860"" L x 0.710"" W (21.84mm x 18.03mm)","0.750"" (19.05mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2413-ND,117K8,Hammond Manufacturing,TRANSF LINE MATCHING 8W 8 OHM,7,8,"25.52000","0","1","Bulk","117","Active","-","8","25V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","8W","-","-","Chassis Mount","3.250"" L x 1.750"" W (82.55mm x 44.45mm)","2.000"" (50.80mm)","Solder Lug"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2410-ND,117K16,Hammond Manufacturing,TRANSF LINE MATCHING 16W 8 OHM,9,30,"26.44000","0","1","Bulk","117","Active","-","8","25V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","16W","-","-","Chassis Mount","3.690"" L x 2.000"" W (93.73mm x 50.80mm)","2.310"" (58.67mm)","Solder Lug"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2408-ND,117G16,Hammond Manufacturing,TRANSF LINE MATCHING 16W 16 OHM,12,33,"27.34000","0","1","Bulk","117","Active","-","16","70V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","16W","-","-","Chassis Mount","3.690"" L x 2.000"" W (93.73mm x 50.80mm)","2.310"" (58.67mm)","Solder Lug"
https://www.hammfg.com/files/parts/pdf/109F.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2390-ND,109F,Hammond Manufacturing,TRANSFORMER AUDIO 600CT/150CT,11,11,"27.34000","0","1","Bulk","109","Active","2:1","600CT","150CT","36.65Ohm","11.64Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/109J.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2393-ND,109J,Hammond Manufacturing,TRANSFORMER AUDIO 1KCT/600CT,10,14,"27.34000","0","1","Bulk","109","Active","1.29:1","1kCT","600CT","64Ohm","51.5Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/106.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/106-Series.jpg,HM2365-ND,106T,Hammond Manufacturing,TRANSFORMER AUDIO 100CT/8,10,11,"27.34000","0","1","Bulk","106","Active","-","100CT","8","4.4Ohm","700mOhm","Miniature Epoxy Potted","170Hz","-1dB","200V","1dB","-","1.5W","-","-","Through Hole","1.080"" L x 0.880"" W (27.43mm x 22.35mm)","0.950"" (24.13mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/109.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2398-ND,109T,Hammond Manufacturing,TRANSFORMER AUDIO 10KCT/10KCT,9,27,"27.34000","0","1","Bulk","109","Active","-","10kCT","10kCT","700Ohm","1kOhm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","-","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/106.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/106-Series.jpg,HM2363-ND,106R,Hammond Manufacturing,TRANSFORMER AUDIO 48CT/8,8,5,"27.34000","0","1","Bulk","106","Active","-","48CT","8","2.4Ohm","700mOhm","Miniature Epoxy Potted","170Hz","-1dB","200V","1dB","-","1.5W","-","-","Through Hole","1.080"" L x 0.880"" W (27.43mm x 22.35mm)","0.950"" (24.13mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/109N.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2396-ND,109N,Hammond Manufacturing,TRANSFORMER AUDIO 10KCT/600CT,7,22,"27.34000","0","1","Bulk","109","Active","4.08:1","10kCT","600CT","660Ohm","54Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/106.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/106-Series.jpg,HM2357-ND,106C,Hammond Manufacturing,TRANSFORMER AUDIO 50000/1500CT,10,10,"29.17000","0","1","Bulk","106","Active","-","50k","1.5kCT","2.4kOhm","52Ohm","Miniature Epoxy Potted","60Hz","-1dB","200V","1dB","-","10mW","-","-","Through Hole","1.080"" L x 0.880"" W (27.43mm x 22.35mm)","0.950"" (24.13mm)","PC Pin"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2401-ND,117E16,Hammond Manufacturing,TRANSF LINE MATCHING 16W 3.2OHM,8,24,"30.07000","0","1","Bulk","117","Active","-","3.2","70V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","16W","-","-","Chassis Mount","3.690"" L x 2.000"" W (93.73mm x 50.80mm)","2.310"" (58.67mm)","Solder Lug"
https://www.hammfg.com/files/parts/pdf/109L.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2395-ND,109L,Hammond Manufacturing,TRANSFORMER AUDIO 10KCT/3.2,8,10,"30.99000","0","1","Bulk","109","Active","55.3:1","10kCT","3.2CT","300Ohm","200mOhm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/124A.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/124A.jpg,HM2508-ND,124A,Hammond Manufacturing,TRANSFORMER TUBE DRIVER CLASSIC,6,11,"30.99000","0","1","Bulk","124","Active","1:3","10k","90kCT","405Ohm","1.525kOhm","Tube Driver and Speaker Matching","150Hz ~ 15kHz","±1dB","500Vrms","-","-","5W","-","-","Chassis Mount","2.380"" L x 1.350"" W (60.45mm x 34.29mm)","1.430"" (36.32mm)","Wire Leads"
https://www.hammfg.com/files/parts/pdf/109E.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2389-ND,109E,Hammond Manufacturing,TRANSFORMER AUDIO 600CT/3.2,6,9,"30.99000","0","1","Bulk","109","Active","6.88:1","600CT","3.2CT","40Ohm","270mOhm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/109R.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/109-Series.jpg,HM2397-ND,109R,Hammond Manufacturing,TRANSFORMER AUDIO 10KCT/1.5KCT,6,0,"30.99000","0","1","Bulk","109","Active","5.16:1","10kCT","1.5kCT","384Ohm","58Ohm","Miniature Epoxy Potted","300Hz ~ 50kHz","±1.5dB","100VRMS","-","-","2W","-","-","Through Hole","1.315"" L x 0.930"" W (33.40mm x 23.62mm)","0.920"" (23.37mm)","PC Pin"
https://www.hammfg.com/files/parts/pdf/1750C.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1750C.jpg,HM4557-ND,1750C,Hammond Manufacturing,TRANSFORMER TUBE GUITAR AMP,11,42,"36.47000","0","1","Bulk","1750","Active","49.16:1","5k, 8k","3.2","314.2Ohm","295mOhm","Single Ended Audiophile, Ultra-Linear - Tube Output","70Hz ~ 15kHz","±1dB","-","-","-","5W","-","-","Chassis Mount","2.813"" L x 1.560"" W (71.45mm x 39.62mm)","1.746"" (44.35mm)","Wire Leads"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2411-ND,117K32,Hammond Manufacturing,TRANSF LINE MATCHING 32W 8 OHM,10,12,"36.47000","0","1","Bulk","117","Active","-","8","25V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","32A","-","-","Chassis Mount","4.030"" L x 2.250"" W (102.36mm x 57.15mm)","2.630"" (66.80mm)","Solder Lug"
https://www.hammfg.com/electronics/transformers/audio/119.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/119-Series.jpg,HM2506-ND,119Y30,Hammond Manufacturing,TRANSFORMER AUDIO MATCHING 30W,20,9,"37.37000","0","1","Bulk","119","Active","-","16, 8","70V, 25V","-","-","Sound Distribution","50Hz ~ 10kHz","-","25V, 70V","-","-","30W","-","-","Chassis Mount","2.250"" L x 4.030"" W (57.15mm x 102.36mm)","2.630"" (66.80mm)","Wire Leads"
http://www.hammondmfg.com/pdf/EDB1750B.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1750B.jpg,HM4556-ND,1750B,Hammond Manufacturing,TRANSFORMER TUBE GUITAR AMP,7,4,"37.74000","0","1","Bulk","1750","Active","-","5.482k","8","254.8Ohm","420mOhm","-","70Hz ~ 10kHz","±1dB","1750V @ 1 Second","-","-","10W","-","-","Chassis Mount","2.875"" L x 1.900"" W (73.02mm x 48.26mm)","2.433"" (61.80mm)","Wire Leads"
http://www.hammondmfg.com/pdf/EDB290WX.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_290AEX.jpg,HM5054-ND,290WX,Hammond Manufacturing,TRANSF TUBE GUITAR AMP POWER,9,5,"38.57000","0","1","Bulk","290","Active","-","-","-","22.5Ohm","240mOhm, 185.4Ohm","-","-","-","120/240VAC","-","-","-","-","-","Chassis Mount","3.250"" L x 2.360"" W (82.55mm x 59.94mm)","2.058"" (52.27mm)","Wire Leads"
https://www.hammfg.com/electronics/transformers/audio/125a-125e.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_125C.jpg,HM2517-ND,125C,Hammond Manufacturing,TRANSFORMER 8W 60MA TUBE TYPE,23,8,"38.60000","0","1","Bulk","125","Active","-","1.2k ~ 25k","1.5 ~ 15","-","-","General Purpose","150Hz ~ 15kHz","±1dB","-","-","-","8W","-","-","Chassis Mount","2.810"" L x 1.500"" W (71.37mm x 38.10mm)","1.690"" (42.93mm)","Wire Leads"
https://www.hammfg.com/files/parts/pdf/124D.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/124-Series.jpg,HM2511-ND,124D,Hammond Manufacturing,TRANSFRMR AUDIO 7KCT/15.8KCT IMP,7,6,"38.60000","0","1","Bulk","124","Active","1:1.49","7kCT","15.8kCT","218Ohm, 236Ohm","297Ohm, 394Ohm","Tube Driver and Speaker Matching","150Hz ~ 15kHz","±1dB","500Vrms","-","-","5W","-","-","Chassis Mount","2.810"" L x 1.460"" W (71.37mm x 37.08mm)","1.680"" (42.67mm)","Wire Leads"
https://www.hammfg.com/files/parts/pdf/1750F.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1750F.jpg,HM4560-ND,1750F,Hammond Manufacturing,TRANSFORMER TUBE GUITAR AMP,6,50,"38.91000","0","1","Bulk","1750","Active","29.19:1","6.95kCT","8","97.36Ohm, 194.7Ohm","409mOhm","Push-Pull Audiophile, Ultra-Linear - Tube Output","70Hz ~ 15kHz","±1dB","-","-","-","15W","-","-","Chassis Mount","3.250"" L x 1.687"" W (82.55mm x 42.85mm)","2.058"" (52.27mm)","Wire Leads"
https://www.hammfg.com/electronics/transformers/audio/117.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/117-Series.jpg,HM2405-ND,117F32,Hammond Manufacturing,TRANSF LINE MATCHING 32W 8 OHM,11,14,"40.10000","0","1","Bulk","117","Active","-","8","70V","-","-","Sound Distribution","100Hz ~ 9kHz","1dB","-","2dB","-","32A","-","-","Chassis Mount","4.030"" L x 2.250"" W (102.36mm x 57.15mm)","2.630"" (66.80mm)","Solder Lug"
https://www.hammfg.com/files/parts/pdf/1750H.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1750H.jpg,HM4562-ND,1750H,Hammond Manufacturing,TRANSFORMER TUBE GUITAR AMP,9,65,"41.41000","0","1","Bulk","1750","Active","28.72:1","6.6kCT","8","428Ohm","470mOhm","Push-Pull Audiophile, Ultra-Linear - Tube Output","70Hz ~ 15kHz","±1dB","-","-","-","20W","-","-","Chassis Mount","3.710"" L x 2.400"" W (94.23mm x 60.96mm)","2.371"" (60.22mm)","Wire Leads"
https://www.hammfg.com/files/parts/pdf/1750E.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1750E.jpg,HM4559-ND,1750E,Hammond Manufacturing,TRANSFORMER TUBE GUITAR AMP,6,0,"41.41000","0","1","Bulk","1750","Active","32.61:1","8kCT","8","150Ohm, 300Ohm","450mOhm","Push-Pull Audiophile, Ultra-Linear - Tube Output","70Hz ~ 15kHz","±1dB","-","-","-","15W","-","-","Chassis Mount","3.250"" L x 2.085"" W (82.55mm x 52.96mm)","2.058"" (52.27mm)","Wire Leads"
https://www.hammfg.com/electronics/transformers/audio/125a-125e.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_125A.jpg,HM2513-ND,125A,Hammond Manufacturing,TRANSFORMER 3W 25MA TUBE TYPE,20,51,"41.74000","0","1","Bulk","125","Active","-","1.2k ~ 25k","1.5 ~ 15","-","-","General Purpose","150Hz ~ 15kHz","±1dB","-","-","-","3W","-","-","Chassis Mount","2.060"" L x 1.250"" W (52.32mm x 31.75mm)","1.190"" (30.23mm)","Wire Leads"
https://www.hammfg.com/electronics/transformers/audio/125j.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/125J.jpg,HM2525-ND,125J,Hammond Manufacturing,TRANSF AUDIO 2.5K/4K TO 6/8 IMP,9,8,"41.92000","0","1","Bulk","125","Active","-","2.5k, 4k","3.2, 4, 6, 8","-","-","General Purpose","150Hz ~ 15kHz","±1dB","-","-","-","8W","-","-","Chassis Mount","3.250"" L x 1.500"" W (82.55mm x 38.10mm)","1.940"" (49.28mm)","Wire Leads"
https://www.hammfg.com/files/parts/pdf/125B.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_125B.jpg,HM2515-ND,125B,Hammond Manufacturing,TRANSFORMER 5W 45MA TUBE TYPE,8,0,"42.43000","0","1","Bulk","125","Active","-","1.2k ~ 25k","1.5 ~ 15","-","-","General Purpose","150Hz ~ 15kHz","±1dB","-","-","-","5W","-","-","Chassis Mount","2.380"" L x 1.380"" W (60.45mm x 35.05mm)","1.380"" (35.05mm)","Wire Leads"
