Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Inductance","For Use With/Related Products","Mounting Type","Size / Dimension","Height - Seated (Max)"
http://productfinder.pulseeng.com/products/datasheets/PE-65812FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-65812FNL.JPG,553-2250-ND,PE-65812FNL,Pulse Electronics Network,XFRMR DIGITAL AUDIO 1:1 2.5MH,1313,2400,"4.73000","0","1","-","Active","2.5mH","-","Surface Mount","0.500"" L x 0.566"" W (12.70mm x 14.37mm)","0.340"" (8.64mm)"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX5019FNL/doc_part/HX5019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX5019FNL.JPG,553-2809-5-ND,HX5019FNL,Pulse Electronics Network,GIGABIT XFORMER/CMC/SHUNT MOD,913,0,"8.95000","0","1","-","Active","350µH","-","Surface Mount","0.780"" L x 0.750"" W (19.81mm x 19.05mm)","0.772"" (19.60mm)"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_61.pdf,//media.digikey.com/photos/Pulse%20Photos/PA0173NLT.JPG,553-2149-2-ND,PA0173NLT,Pulse Electronics Power,XFRMR GATE DRIVE 1:1:1 SMD,1800,0,"1.53510","0","900","-","Active","980µH","-","Surface Mount","0.340"" L x 0.330"" W (8.64mm x 8.38mm)","0.160"" (4.06mm)"
https://www.bourns.com/docs/Product-Datasheets/SM-LP-5002.pdf,//media.digikey.com/Photos/Bourns%20Photos/SM-LP-5002E.JPG,SM-LP-5002ETR-ND,SM-LP-5002E,Bourns Inc.,TRANSF LINE MATCHING SMD,10400,0,"1.71000","0","400","SM-LP-5002","Active","3.8H","-","Surface Mount","0.354"" L x 0.504"" W (9.00mm x 12.80mm)","0.295"" (7.50mm)"
https://www.bourns.com/docs/Product-Datasheets/SM-LP-5002.pdf,//media.digikey.com/Photos/Bourns%20Photos/SM-LP-5002E.JPG,SM-LP-5002ECT-ND,SM-LP-5002E,Bourns Inc.,TRANSF LINE MATCHING SMD,10459,0,"3.03000","0","1","SM-LP-5002","Active","3.8H","-","Surface Mount","0.354"" L x 0.504"" W (9.00mm x 12.80mm)","0.295"" (7.50mm)"
https://www.bourns.com/docs/Product-Datasheets/SM-LP-5002.pdf,//media.digikey.com/Photos/Bourns%20Photos/SM-LP-5002E.JPG,SM-LP-5002EDKR-ND,SM-LP-5002E,Bourns Inc.,TRANSF LINE MATCHING SMD,10459,0,"Digi-Reel","0","1","SM-LP-5002","Active","3.8H","-","Surface Mount","0.354"" L x 0.504"" W (9.00mm x 12.80mm)","0.295"" (7.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P708.pdf,//media.digikey.com/Photos/Pulse%20Photos/PH9185.jpg,553-2055-2-ND,PH9185.021NLT,Pulse Electronics Power,TRANSFORMER 880UH 2:1 SMD,300,0,"2.32900","0","150","PH9185","Active","1.8mH","MAX253","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P708.pdf,//media.digikey.com/Photos/Pulse%20Photos/PH9185.jpg,553-2055-1-ND,PH9185.021NLT,Pulse Electronics Power,TRANSFORMER 880UH 2:1 SMD,541,0,"4.37000","0","1","PH9185","Active","1.8mH","MAX253","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P708.pdf,//media.digikey.com/Photos/Pulse%20Photos/PH9185.jpg,553-2055-6-ND,PH9185.021NLT,Pulse Electronics Power,TRANSFORMER 880UH 2:1 SMD,541,0,"Digi-Reel","0","1","PH9185","Active","1.8mH","MAX253","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
https://www.murata-ps.com/data/magnetics/kmp_78250j.pdf,//media.digikey.com/Photos/Murata%20Photos/78250JC.JPG,811-2411-ND,78250JC,Murata Power Solutions Inc.,XFRMR 1:1 SMD MAX250,519,0,"2.66000","0","1","78250J","Active","2mH","MAX250, MAX251","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.260"" (6.60mm)"
https://www.bourns.com/docs/product-datasheets/lmnplp3de273bdfd3a43dda6c484c8e0ed9f33.pdf,//media.digikey.com/Photos/Bourns%20Photos/LM-LP-1001L.JPG,LM-LP-1001L-ND,LM-LP-1001L,Bourns Inc.,TRANSF LINE MATCHING,337,0,"3.31000","0","1","LM-LP-1000","Active","2.8H","-","Through Hole","0.700"" L x 0.700"" W (17.70mm x 17.70mm)","0.504"" (12.80mm)"
https://www.murata-ps.com/data/magnetics/kmp_78250j.pdf,//media.digikey.com/Photos/Murata%20Photos/78250JVC.JPG,811-2412-ND,78250JVC,Murata Power Solutions Inc.,XFRMR 1:1 4KV SMD MAX250,675,0,"3.43000","0","1","78250J","Active","2mH","MAX250, MAX251","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.260"" (6.60mm)"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/P515/doc_part/P515.pdf,//media.digikey.com/Photos/Pulse%20Photos/P0584ANL.jpg,553-3902-5-ND,P0584ANL,Pulse Electronics Power,2GATE XFMR IEC950 NPB,645,0,"4.99000","0","1","-","Active","-","-","Through Hole","0.810"" L x 0.480"" W (20.57mm x 12.19mm)","0.750"" (19.05mm)"
https://www.bourns.com/docs/product-datasheets/lmnplp3de273bdfd3a43dda6c484c8e0ed9f33.pdf,//media.digikey.com/Photos/Bourns%20Photos/LM-NP-1003L.JPG,LM-NP-1003L-ND,LM-NP-1003L,Bourns Inc.,TRANSF LINE MATCHING,1854,0,"7.62000","0","1","LM-NP 1000","Active","2.8H","-","Through Hole","0.697"" L x 0.697"" W (17.70mm x 17.70mm)","0.496"" (12.60mm)"
https://product.tdk.com/info/en/catalog/datasheets/trans_pfc-choke_pfc_en.pdf,//media.digikey.com/Photos/TDK%20Photos/PFC3519QM.jpg,445-16041-ND,PFC3519QM-451K04E-00,TDK Corporation,CHOKE COMMON MODE,278,0,"12.93000","0","1","PFC","Active","450µH","-","Through Hole","1.181"" L x 1.457"" W (30.00mm x 37.00mm)","0.787"" (20.00mm)"
http://productfinder.pulseeng.com/products/datasheets/PE-65812FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-65812FNLT.JPG,553-2251-2-ND,PE-65812FNLT,Pulse Electronics Network,XFRMR DIGITAL AUDIO 1:1 2.5MH,250,0,"2.68952","0","250","-","Active","2.5mH","-","Surface Mount","0.500"" L x 0.566"" W (12.70mm x 14.37mm)","0.340"" (8.64mm)"
http://productfinder.pulseeng.com/products/datasheets/PE-65812FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-65812FNLT.JPG,553-2251-1-ND,PE-65812FNLT,Pulse Electronics Network,XFRMR DIGITAL AUDIO 1:1 2.5MH,285,0,"5.20000","0","1","-","Active","2.5mH","-","Surface Mount","0.500"" L x 0.566"" W (12.70mm x 14.37mm)","0.340"" (8.64mm)"
http://productfinder.pulseeng.com/products/datasheets/PE-65812FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-65812FNLT.JPG,553-2251-6-ND,PE-65812FNLT,Pulse Electronics Network,XFRMR DIGITAL AUDIO 1:1 2.5MH,285,0,"Digi-Reel","0","1","-","Active","2.5mH","-","Surface Mount","0.500"" L x 0.566"" W (12.70mm x 14.37mm)","0.340"" (8.64mm)"
https://www.bourns.com/docs/product-datasheets/lmnplp3de273bdfd3a43dda6c484c8e0ed9f33.pdf,//media.digikey.com/Photos/Bourns%20Photos/LM-LP-1005L.jpg,LM-LP-1005L-ND,LM-LP-1005L,Bourns Inc.,TRANSFORMER LINE MATCHING,955,0,"7.62000","0","1","LM-LP 1000","Active","2.8H","-","Through Hole","0.697"" L x 0.697"" W (17.70mm x 17.70mm)","0.496"" (12.60mm)"
https://product.tdk.com/info/en/catalog/datasheets/trans_pfc-choke_pfc_en.pdf,//media.digikey.com/Photos/TDK%20Photos/PFC3519QM.jpg,445-16042-ND,PFC3519QM-301K06B-00,TDK Corporation,CHOKE COMMON MODE,130,0,"12.93000","0","1","PFC","Active","300µH","-","Through Hole","1.181"" L x 1.457"" W (30.00mm x 37.00mm)","0.787"" (20.00mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3346-2-ND,PH9085.012NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,1400,0,"1.30900","0","700","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3346-1-ND,PH9085.012NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,2161,0,"2.88000","0","1","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3346-6-ND,PH9085.012NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,2161,0,"Digi-Reel","0","1","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3348-2-ND,PH9085.034NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,1400,0,"1.30900","0","700","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3348-1-ND,PH9085.034NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,1867,0,"2.88000","0","1","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3348-6-ND,PH9085.034NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,1867,0,"Digi-Reel","0","1","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P775.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9384.JPG,553-3972-2-ND,PH9384.012NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:2CT SM NPB,1600,0,"1.47420","0","400","PH9384","Active","538µH","MAX253","Surface Mount","0.492"" L x 0.362"" W (12.50mm x 9.20mm)","0.299"" (7.60mm)"
http://productfinder.pulseeng.com/products/datasheets/P775.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9384.JPG,553-3972-1-ND,PH9384.012NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:2CT SM NPB,1677,0,"2.70000","0","1","PH9384","Active","538µH","MAX253","Surface Mount","0.492"" L x 0.362"" W (12.50mm x 9.20mm)","0.299"" (7.60mm)"
http://productfinder.pulseeng.com/products/datasheets/P775.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9384.JPG,553-3972-6-ND,PH9384.012NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:2CT SM NPB,1677,0,"Digi-Reel","0","1","PH9384","Active","538µH","MAX253","Surface Mount","0.492"" L x 0.362"" W (12.50mm x 9.20mm)","0.299"" (7.60mm)"
http://productfinder.pulseeng.com/products/datasheets/P775.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9384.JPG,553-3974-2-ND,PH9384.034NLT,Pulse Electronics Power,XFMR GATE-DR 3T:4CT SMT NPB,1600,0,"1.47420","0","400","PH9384","Active","680µH","MAX253","Surface Mount","0.492"" L x 0.362"" W (12.50mm x 9.20mm)","0.299"" (7.60mm)"
http://productfinder.pulseeng.com/products/datasheets/P775.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9384.JPG,553-3974-1-ND,PH9384.034NLT,Pulse Electronics Power,XFMR GATE-DR 3T:4CT SMT NPB,1974,0,"2.70000","0","1","PH9384","Active","680µH","MAX253","Surface Mount","0.492"" L x 0.362"" W (12.50mm x 9.20mm)","0.299"" (7.60mm)"
http://productfinder.pulseeng.com/products/datasheets/P775.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9384.JPG,553-3974-6-ND,PH9384.034NLT,Pulse Electronics Power,XFMR GATE-DR 3T:4CT SMT NPB,1974,0,"Digi-Reel","0","1","PH9384","Active","680µH","MAX253","Surface Mount","0.492"" L x 0.362"" W (12.50mm x 9.20mm)","0.299"" (7.60mm)"
http://productfinder.pulseeng.com/products/datasheets/P782.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9184.JPG,553-3969-2-ND,PH9184.021NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:2CT SM NPB,900,0,"2.21000","0","150","-","Active","15mH","-","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P782.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9184.JPG,553-3969-1-ND,PH9184.021NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:2CT SM NPB,1027,0,"4.15000","0","1","-","Active","-","-","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P782.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9184.JPG,553-3969-6-ND,PH9184.021NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:2CT SM NPB,1027,0,"Digi-Reel","0","1","-","Active","-","-","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P782.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9184.JPG,553-3968-2-ND,PH9184.011NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:1CT SM NPB,150,0,"2.21000","0","150","-","Active","12.2mH","-","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P782.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9184.JPG,553-3968-1-ND,PH9184.011NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:1CT SM NPB,263,0,"4.15000","0","1","-","Active","-","-","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P782.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9184.JPG,553-3968-6-ND,PH9184.011NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:1CT SM NPB,263,0,"Digi-Reel","0","1","-","Active","-","-","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Pulse%20PDFs/General_Purpose_Transformers.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-8270NL.jpg,1840-1285-5-ND,PE-8270NL,Pulse Electronics Network,TRANSFORMER,1071,0,"2.67000","0","1","-","Active","2mH","-","Through Hole","0.500"" L x 0.350"" W (12.70mm x 8.89mm)","0.250"" (6.35mm)"
https://www.murata-ps.com/data/magnetics/kmp_78253j.pdf,//media.digikey.com/Photos/Murata%20Photos/DA103MC.JPG,811-3897-2-ND,78253/35JVC-R,Murata Power Solutions Inc.,XFRMR 1:2.14 4KV SMD MAX253,500,0,"2.71000","0","500","78253J","Active","142µH","MAX253","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.250"" (6.35mm)"
https://www.murata-ps.com/data/magnetics/kmp_78253j.pdf,//media.digikey.com/Photos/Murata%20Photos/DA103MC.JPG,811-3897-1-ND,78253/35JVC-R,Murata Power Solutions Inc.,XFRMR 1:2.14 4KV SMD MAX253,500,0,"5.02000","0","1","*","Active","-","-","-","-","-"
https://www.murata-ps.com/data/magnetics/kmp_78253j.pdf,//media.digikey.com/Photos/Murata%20Photos/DA103MC.JPG,811-3897-6-ND,78253/35JVC-R,Murata Power Solutions Inc.,XFRMR 1:2.14 4KV SMD MAX253,500,0,"Digi-Reel","0","1","*","Active","-","-","-","-","-"
https://www.murata-ps.com/data/magnetics/kmp_782100.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_782100-JVC.jpg,811-3805-ND,782100/55JVC,Murata Power Solutions Inc.,"TRANSFORMER, 5.0V-5.0V, 4KVDC, 1",273,0,"3.10000","0","1","782100","Active","335µH","PE22100","Surface Mount","0.500"" L x 0.354"" W (12.70mm x 9.00mm)","0.250"" (6.35mm)"
https://www.murata-ps.com/data/magnetics/kmp_782100.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_782100-VC.jpg,811-3802-ND,782100/33VC,Murata Power Solutions Inc.,"TRANSFORMER, 3.3V-3.3V, 4KVDC, 1",200,0,"3.10000","0","1","782100","Active","310µH","PE22100","Through Hole","0.385"" L x 0.360"" W (9.77mm x 9.14mm)","0.250"" (6.35mm)"
https://www.murata-ps.com/data/magnetics/kmp_782100.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_782100-JVC.jpg,811-3804-ND,782100/35JVC,Murata Power Solutions Inc.,"TRANSFORMER, 3.3V-5.0V, 4KVDC, 1",200,0,"3.10000","0","1","782100","Active","203µH","PE22100","Surface Mount","0.500"" L x 0.354"" W (12.70mm x 9.00mm)","0.250"" (6.35mm)"
https://www.murata-ps.com/data/magnetics/kmp_782100.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_782100-VC.jpg,811-3803-ND,782100/53VC,Murata Power Solutions Inc.,"TRANSFORMER, 5.0V-3.0V, 4KVDC, 1",195,0,"3.10000","0","1","782100","Active","260µH","PE22100","Through Hole","0.385"" L x 0.360"" W (9.77mm x 9.14mm)","0.250"" (6.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P708.pdf,//media.digikey.com/Photos/Pulse%20Photos/PH9185.jpg,553-2685-ND,PH9185.011NL,Pulse Electronics Power,TRANSFORMER 750UH 1:1 SMD,1930,0,"3.77000","0","1","PH9185","Active","750µH","MAX253","Surface Mount","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.492"" (12.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Pulse%20PDFs/PE-6292.pdf,-,1840-1139-5-ND,PE-6292,Pulse Electronics Network,TRANSFORMER,215,1710,"6.90000","0","1","-","Active","1mH","-","Through Hole","0.650"" L x 0.435"" W (16.51mm x 11.05mm)","0.350"" (8.89mm)"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812410_100696795DRW003B.pdf,//media.digikey.com/Photos/Harting/21033812410.JPG,1195-7258-ND,21033812410,HARTING,M12 TRANSF. 10/100BASE-T D STR,120,0,"20.77000","0","1","M12","Active","-","-","Surface Mount","0.754"" Dia (19.15mm)","1.016"" (25.80mm)"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812411_100696795DRW002B.pdf,//media.digikey.com/Photos/Harting/21033812410.JPG,1195-7259-ND,21033812411,HARTING,M12 TRANSF. 10/100BASE-T D STR W,116,0,"20.77000","0","1","M12","Active","-","-","Surface Mount","0.754"" Dia (19.15mm)","1.016"" (25.80mm)"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812815_100693027DRW003B.pdf,//media.digikey.com/Photos/Harting/21033812815.JPG,1195-7262-ND,21033812815,HARTING,M12 TRANSF. 1000BASE-T X STR,120,0,"28.06000","0","1","M12","Active","-","-","Surface Mount","0.754"" Dia (19.15mm)","1.000"" (25.40mm)"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812818_100684225DRW003B.pdf,//media.digikey.com/Photos/Harting/MFG_210338128xx.jpg,1195-7264-ND,21033812818,HARTING,M12 TRANSF. 10GBASE-T X STR,120,0,"32.34000","0","1","M12","Active","-","-","Surface Mount","0.754"" Dia (19.15mm)","1.000"" (25.40mm)"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812823_100684225DRW002B.pdf,//media.digikey.com/Photos/Harting/MFG_210338128xx.jpg,1195-7265-ND,21033812823,HARTING,M12 TRANSF. 10GBASE-T X STR WITH,120,0,"32.80000","0","1","M12","Active","-","-","Surface Mount","0.754"" Dia (19.15mm)","1.000"" (25.40mm)"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033812817_100693027DRW002B.pdf,//media.digikey.com/Photos/Harting/MFG_2103381281x.jpg,1195-7263-ND,21033812817,HARTING,M12 TRANSF. 1000BASE-T X STR WIT,130,0,"33.60000","0","1","M12","Active","-","-","Surface Mount","0.754"" Dia (19.15mm)","1.000"" (25.40mm)"
https://product.tdk.com/info/en/catalog/datasheets/trans_atb3225_en.pdf,//media.digikey.com/Photos/TDK%20Photos/ATB322524-0110.JPG,445-8635-2-ND,ATB322515-0110,TDK Corporation,TRANSFORMERS,1000,0,"1.10600","0","1000","ATB3225","Active","7µH","Xenon Flash","Surface Mount","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.061"" (1.55mm)"
https://product.tdk.com/info/en/catalog/datasheets/trans_atb3225_en.pdf,//media.digikey.com/Photos/TDK%20Photos/ATB322524-0110.JPG,445-8635-1-ND,ATB322515-0110,TDK Corporation,TRANSFORMERS,1211,0,"2.31000","0","1","ATB3225","Active","7µH","Xenon Flash","Surface Mount","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.061"" (1.55mm)"
https://product.tdk.com/info/en/catalog/datasheets/trans_atb3225_en.pdf,//media.digikey.com/Photos/TDK%20Photos/ATB322524-0110.JPG,445-8635-6-ND,ATB322515-0110,TDK Corporation,TRANSFORMERS,1211,0,"Digi-Reel","0","1","ATB3225","Active","7µH","Xenon Flash","Surface Mount","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.061"" (1.55mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3965-2-ND,PH9084.011NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:1CT SM NPB,0,0,"1.26400","0","1000","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3965-1-ND,PH9084.011NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:1CT SM NPB,1670,0,"2.64000","0","1","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3965-6-ND,PH9084.011NLT,Pulse Electronics Power,XFMR GATE-DR 1CT:1CT SM NPB,1670,0,"Digi-Reel","0","1","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3967-2-ND,PH9084.034NLT,Pulse Electronics Power,XFMR GATE-DR 3CT:4CT SM NPB,1000,0,"1.26400","0","1000","-","Active","256µH","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3967-1-ND,PH9084.034NLT,Pulse Electronics Power,XFMR GATE-DR 3CT:4CT SM NPB,1665,0,"2.64000","0","1","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3967-6-ND,PH9084.034NLT,Pulse Electronics Power,XFMR GATE-DR 3CT:4CT SM NPB,1665,0,"Digi-Reel","0","1","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3966-2-ND,PH9084.021NLT,Pulse Electronics Power,XFMR GATE-DR 2CT:1CT SM NPB,0,0,"1.26400","0","1000","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3966-1-ND,PH9084.021NLT,Pulse Electronics Power,XFMR GATE-DR 2CT:1CT SM NPB,1426,0,"2.64000","0","1","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P781.pdf,//media.digikey.com/Renders/Pulse%20Renders/PH9084.JPG,553-3966-6-ND,PH9084.021NLT,Pulse Electronics Power,XFMR GATE-DR 2CT:1CT SM NPB,1426,0,"Digi-Reel","0","1","-","Active","-","-","Surface Mount","-","0.211"" (5.35mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3345-2-ND,PH9085.011NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,0,0,"1.30900","0","700","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3345-1-ND,PH9085.011NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,1493,0,"2.88000","0","1","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P759.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9085.JPG,553-3345-6-ND,PH9085.011NLT,Pulse Electronics Power,IND PWR 3.0X3.0X1.2 1.02MH SMT,1493,0,"Digi-Reel","0","1","-","Active","1.02mH","MAX253","Surface Mount","0.319"" L x 0.280"" W (8.10mm x 7.10mm)","0.200"" (5.08mm)"
http://productfinder.pulseeng.com/products/datasheets/P766.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9385.JPG,553-3352-2-ND,PH9385.034NLT,Pulse Electronics Power,XFMR PUSH-PULL SIDE CAR 3:4 SMT,0,0,"1.86450","0","300","PH9385","Active","2.6mH","RS-485 Communications","Surface Mount","0.630"" L x 0.512"" W (16.00mm x 13.00mm)","0.295"" (7.50mm)"
http://productfinder.pulseeng.com/products/datasheets/P766.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_PH9385.JPG,553-3352-1-ND,PH9385.034NLT,Pulse Electronics Power,XFMR PUSH-PULL SIDE CAR 3:4 SMT,1183,0,"3.60000","0","1","PH9385","Active","2.6mH","RS-485 Communications","Surface Mount","0.630"" L x 0.512"" W (16.00mm x 13.00mm)","0.295"" (7.50mm)"
