Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Specifications"
//media.digikey.com/pdf/Data%20Sheets/SolidRun%20PDFs/PO110_Spec.pdf,//media.digikey.com/Photos/SolidRun/MFG_Adapter.jpg,PO110-ND,PO110,SolidRun LTD,POWER ADAPTER 5VDC 2A US,0,0,"10.64000","0","1","-","Active","Switching Power Supply","100 ~ 240VAC 50/60Hz, 5VDC, 2A"
-,-,AIMB-0BRK-WM01E-ND,AIMB-0BRK-WM01E,Advantech Corp,UTX-3115 WALLMOUNT BRACKET KITS,0,0,"10.64000","0","1","-","Active","Mounting Kit","UTX-3115 Wallmount Bracket Kit"
http://downloadt.advantech.com/ProductFile/PIS/MIO-2261/Product%20-%20Datasheet/MIO-2261_DS(01.15.14)20140128141904.pdf,-,1960055791T001-ND,1960055791T001,Advantech Corp,MIO-2261 HEAT SPREADER 99.5X70.5,0,0,"10.96000","0","1","-","Active","Heat Spreader","Heat Spreader, 99.5 x 70.5 x 15.7mm"
-,-,ANTP150A138045D2400BK-ND,ANTP150A138045D2400BK,TechNexion,KIT EDM ANTENNA U.FL TO SMA,0,0,"11.10000","0","36","-","Active","-","-"
http://advdownload.advantech.com/productfile/PIS/ARK-1122C/Product%20-%20Datasheet/ARK-1122C_DS(07.25.17)20170817142807.pdf,-,AMK-W001E-ND,AMK-W001E,Advantech Corp,KIT WALL MOUNTING ARK-112X,0,0,"11.97000","0","1","-","Active","Mounting Kit","Wall Mounting Kit"
http://downloadt.advantech.com/ProductFile/PIS/PCM-3363/Product%20-%20Datasheet/PCM-3363_DS(01.15.14)20140205144952.pdf,-,1653130421-ND,1653130421,Advantech Corp,PCI-104 CONN 120PIN LONG,0,0,"12.05000","0","1","-","Active","Hardware","PC/104 Connector 120-Pin (Long Pin)"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/KAC-V2-001_Web.pdf,-,2064-KAC-V2-001-ND,KAC-V2-001,Khadas,3014 COOLING FAN (ONLY FOR VIM2),0,0,"12.60000","0","1","-","Active","Fan","Cooling fan for optional use with VIMs SBC boards"
//media.digikey.com/pdf/Data%20Sheets/SolidRun%20PDFs/WD_Web.pdf,//media.digikey.com/Photos/SolidRun/MFG_WD_A.jpg,WD-ND,WD,SolidRun LTD,USB WIFI ADAPTER TL-WN823N,0,0,"12.77000","0","1","CuBox-i/HummingBoard","Active","Adapter - USB","WiFi"
-,//media.digikey.com/Photos/Nichicon%20Photos/EDMANTP150A138045D2450BK.JPG,1405-0013-ND,ANTP150A138045D2450BK,TechNexion,KIT EDM ANTENNA U.FL TO SMA,0,0,"14.30000","0","1","-","Active","Kit","EDM antenna kit containing U.FL to SMA patch cable + 4.5 dB, 2.4/5GHz, black color antenna"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-4003.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-4003.JPG,1241-1033-ND,VL-CBR-4003,VersaLogic Corporation,1.5' ATA HARD DRIVE CABLE,0,0,"15.00000","0","10","-","Active","Cable","Hard Drive Connector Cable"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-1015.pdf,-,1241-1258-ND,VL-CBR-1015,VersaLogic Corporation,1M USB 3.0 CABLE,0,0,"15.00000","0","10","-","Active","Cable","1m USB 3.0 Micro A Plug to 3.0 Micro B Plug"
-,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-1603A.jpg,1241-1260-ND,VL-CBR-1603A,VersaLogic Corporation,12"" 2MM LATCH 16-PIN,0,0,"15.00000","0","10","-","Active","Cable","Quad USB Transition Cable"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-0403.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-0403.jpg,1241-1323-ND,VL-CBR-0403,VersaLogic Corporation,ACCY POWER CABLE 12"" 4PIN 12V,0,0,"15.93800","0","10","-","Active","Cable","4-pin 12V Power Cable, 12"""
http://advdownload.advantech.com/productfile/PIS/ARK-1122C/Product%20-%20Datasheet/ARK-1122C_DS(07.25.17)20170817142807.pdf,-,AMK-V003E-ND,AMK-V003E,Advantech Corp,KIT VESA MOUNTING ARK-112X,0,0,"15.96000","0","1","-","Active","Mounting Kit","VESA Mounting Kit"
-,-,PCA-USB4-00A1E-ND,PCA-USB4-00A1E,Advantech Corp,I/O EXPANSION BOARD FOR 4USB / 1,0,0,"15.96000","0","1","*","Active","-","-"
-,-,AIMB-0BRK-DR01E-ND,AIMB-0BRK-DR01E,Advantech Corp,DIN RAIL MOUNTING BRACKET KITS,0,0,"15.96000","0","1","-","Active","Mounting Kit","UTX-3115 DIN Rail Bracket Kit"
http://advdownload.advantech.com/productfile/Downloadfile/1-150B8J/1701340700_ds.pdf,-,1703040157-ND,1703040157,Advantech Corp,COM2 CABLE FOR RS-422/285,0,0,"17.29000","0","1","-","Active","Cable","COM2 Cable"
http://downloadt.advantech.com/ProductFile/PIS/ROM-7420/Product%20-%20Datasheet/ROM-7420_DS(03.31.17)20170331201004.pdf,-,9696ED2000E-ND,9696ED2000E,Advantech Corp,ADAPTER BOARD DEBUG,0,0,"17.56000","0","1","-","Active","Board","Debug Adapter Board"
-,-,AMO-R022E-ND,AMO-R022E,Advantech Corp,RISER ARK-3520,0,0,"19.95000","0","1","-","Active","Riser Card","2 x PCIe x 4 Riser Card"
http://downloadt.advantech.com/ProductFile/PIS/MIO-5250/Product%20-%20Datasheet/MIO-5250_DS(05.06.16)20160506170837.pdf,-,1960054269T001-ND,1960054269T001,Advantech Corp,MIO-5250 HEAT SPREADER 137X84.2,0,0,"20.40000","0","1","-","Active","Heat Spreader","Heat Spreader, 137 x 84.2 x 16.7mm"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-1203.pdf,-,1241-1259-ND,VL-CBR-1203,VersaLogic Corporation,12"" ATX 12V TO 12-PIN PWR CBL,0,0,"20.62500","0","10","-","Active","Cable","ATX12V to 12-Pin 12V Power Adapter Cable, 12"""
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/MicroSD_Cards_6-23-16.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-F41-2EBN.JPG,1241-1196-ND,VL-F41-2EBN,VersaLogic Corporation,2GB MICROSD CARD,0,0,"21.00000","0","5","-","Active","Memory Card - microSD™","SSD 2GB SLC MicroSD card, Industrial Temperature"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-1401.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-1401.JPG,1241-1012-ND,VL-CBR-1401,VersaLogic Corporation,6"" CABLE FOR 2 SPX MODULES,0,0,"21.56300","0","10","-","Active","Cable","6"" 14-Pin Cable Assembly for (2) SPX Modules"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-2001.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-2001.JPG,1241-1203-ND,VL-CBR-2001,VersaLogic Corporation,1' 20-PIN SOCKET/TWO DB-9M,0,0,"21.56300","0","10","-","Active","Cable","12"" 20-Pin Socket / (2) DB-9M Cable"
http://advdownload.advantech.com/productfile/PIS/ARK-1122C/Product%20-%20Datasheet/ARK-1122C_DS(07.25.17)20170817142807.pdf,-,AMK-R001E-ND,AMK-R001E,Advantech Corp,KIT DIN RAIL MOUNTING ARK-112X,0,0,"22.61000","0","1","-","Active","Mounting Kit","DIN Rail Mounting Kit"
-,-,UTC-300P-D10E-ND,UTC-300P-D10E,Advantech Corp,DESK STAND WHITE FOR UTC-315,0,0,"22.61000","0","1","*","Active","-","-"
http://advdownload.advantech.com/productfile/PIS/MIO-2263/Product%20-%20Datasheet/MIO-2263_DS(05.24.17)20170524155839.pdf,-,1960065074N001-ND,1960065074N001,Advantech Corp,MIO-2263 HEAT SPREADER 99.5X70.5,0,0,"23.41000","0","1","-","Active","Heat Spreader","Heat Spreader, 99.5 x 70.5 x 11.2mm"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-4404.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-4404.jpg,1241-1207-ND,VL-CBR-4404,VersaLogic Corporation,18 ONE 44-PIN 2MM / TWO,0,0,"24.37500","0","10","-","Active","Cable","2mm 44-Pin Cable"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/AP-FMyyyyEAyyyS-yyJ_(F20).pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-F20-1EBN.JPG,1241-1137-ND,VL-F20-1EBN,VersaLogic Corporation,1GB DISKONMODULE EXT TEMP,0,0,"25.00000","0","5","-","Active","Memory Module","8GB Flash"
http://advdownload.advantech.com/productfile/PIS/PCM-9375/Product%20-%20Datasheet/PCM-9375_DS(03.21.18)20180321173256.pdf,-,9696937580E-ND,9696937580E,Advantech Corp,MODULE PCM-9375-FDD,0,0,"25.27000","0","1","-","Active","Module","FDD Module"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-2032.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-CBR-2032.jpg,1241-1350-ND,VL-CBR-2032,VersaLogic Corporation,CABLE MINI DISPLAYPORT TO 15-PIN,0,0,"25.31300","0","10","-","Active","Cable","Cable 6"" mDP to VGA"
-,-,VL-CBR-1502A-ND,VL-CBR-1502A,VersaLogic Corporation,CABLE 12 15PIN PICO-CLASP,0,0,"26.25000","0","10","-","Active","Cable","12"" GPIO Cable and Paddleboard with 15-Position Screw Terminal"
-,-,VL-MM5D-256-ND,VL-MM5D-256,VersaLogic Corporation,DRAM 256 MB PC-2700 SODIMM DDR,0,0,"26.25000","0","10","-","Active","Memory Module","256MB 200pin SODIMM PC2700 DDR DRAM"
-,-,1241-1263-ND,VL-CBR-3406A,VersaLogic Corporation,12"" 2MM LATCH 34-PIN,0,0,"26.25000","0","10","-","Active","Cable","I/O Cable Set and Paddleboard"
http://downloadt.advantech.com/ProductFile/PIS/PCM-3362/Product%20-%20Datasheet/PCM-3362_DS(01.15.14)20140205144932.pdf,-,1960047106T001-ND,1960047106T001,Advantech Corp,PCM-3362 HEAT SPREAD 79.66X77.98,0,0,"26.60000","0","1","-","Active","Heat Spreader","Heat Spreader, 79.66 x 77.98 x 10.32mm"
-,-,UTC-300P-D20E-ND,UTC-300P-D20E,Advantech Corp,DESK STAND WHITE FOR UTC-318,0,0,"26.60000","0","1","*","Active","-","-"
http://advdownload.advantech.com/productfile/PIS/UTC-H01-STANDE/Product%20-%20Datasheet/UTC%20Series%20Installation%20Accessories_DS(04.19.17)20170428104536.pdf,-,UTC-WALL-MOUNT3E-ND,UTC-WALL-MOUNT3E,Advantech Corp,WALL MOUNT KIT FOR UTC,0,0,"26.60000","0","1","*","Active","-","-"
-,-,AIMB-0BRK-VM01E-ND,AIMB-0BRK-VM01E,Advantech Corp,UTX-3115 VESTMOUNT BRACKET KITS,0,0,"26.60000","0","1","-","Active","Mounting Kit","UTX-3115 Vesa Mount Bracket Kit"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-5009A.pdf,-,VL-CBR-5009A-ND,VL-CBR-5009A,VersaLogic Corporation,CABLE CBR-5009 18 44-PIN,0,0,"28.12500","0","10","-","Active","Cable","18"" I/O Ribbon Cable"
http://downloadt.advantech.com/ProductFile/PIS/PCM-3363/Product%20-%20Datasheet/PCM-3363_DS(01.15.14)20140205144952.pdf,-,1960051701N001-ND,1960051701N001,Advantech Corp,PCM-3363 HEAT SPREAD 79.66X77.98,0,0,"29.26000","0","1","-","Active","Heat Spreader","Heat Spreader, 79.66 x 77.98 x 10.32mm"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-1402.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-1402.JPG,1241-1011-ND,VL-CBR-1402,VersaLogic Corporation,12"" CABLE FOR 4 SPX MODULES,0,0,"30.00000","0","10","-","Active","Cable","12"" 14-Pin Cable Assembly for (4) SPX Modules"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-MM8-1SBN_VL470T2863A-E6S.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-MM8-1SBN.JPG,1241-1106-ND,VL-MM8-1SBN,VersaLogic Corporation,"1GB, DDR2 STD TEMP ROHS",0,0,"30.00000","0","10","-","Active","Memory Module","1GB (128Mx64) DDR2 SDRAM"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-0808.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-0808.jpg,1241-1202-ND,VL-CBR-0808,VersaLogic Corporation,12 ATX12 TO COPPERHEAD,0,0,"30.00000","0","10","-","Active","Cable","12"" Power Adapter Cable. ATX12 to Copperhead"
https://versalogic.com/products/Manuals/MEPMe30_BRM.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-2005A.jpg,1241-1262-ND,VL-CBR-2005A,VersaLogic Corporation,12"" 1MM 20-PIN TO 20-PIN DIO CBL,0,0,"30.00000","0","10","-","Active","Cable","12"" 1mm 20-Pin DIO Cable and Paddleboard"
-,-,VL-CBR-2004A-ND,VL-CBR-2004A,VersaLogic Corporation,20POS 12 LATCH CABLE,0,0,"30.93800","0","10","-","Active","Cable","Breakout Cable and Paddleboard, 20-Pin"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-4406.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-4406.jpg,1241-1083-ND,VL-CBR-4406,VersaLogic Corporation,2.5"" IDE DRIVE CABLE,1,0,"31.00000","0","1","-","Active","Cable","18"" 44-Pin Latching IDE Cable"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-0807.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-0807.jpg,1241-1201-ND,VL-CBR-0807,VersaLogic Corporation,12 ATXV12 TO 8-PIN 12V CABLE,0,0,"31.87500","0","10","-","Active","Cable","12"" Power Adapter Cable. ATX12 to Falcon"
http://downloadt.advantech.com/ProductFile/PIS/AIMB-274/Product%20-%20Datasheet/AIMB-274_DS(06.16.16)20160616160654.pdf,-,1960053207N001-ND,1960053207N001,Advantech Corp,CPU COOLER LGA1150 FOR 65W TDP,0,0,"31.92000","0","1","-","Active","Heat Spreader","CPU Cooler, 92.9 x 92.9 x 46mm"
http://advdownload.advantech.com/productfile/PIS/PCA-TPM/Product%20-%20Datasheet/Extension%20Modules%20for%20Slot%20SBCs_DS(06.20.12)20120707180348.pdf,-,PCA-CFP1-00A1E-ND,PCA-CFP1-00A1E,Advantech Corp,IDE TO CF ADAPTER FOR CPU CARDS,0,0,"31.92000","0","1","*","Active","-","-"
-,-,AMO-R019E-ND,AMO-R019E,Advantech Corp,CIRCUIT MODULE PCIE RISER CARD,0,0,"31.92000","0","1","-","Active","Riser Card","2x PCIex1 Riser Card"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/Copperhead%20EBX%20Sindle%20Board%20Computer.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-MM9-2SBN.JPG,1241-1125-ND,VL-MM9-2SBN,VersaLogic Corporation,2GB PC3-12800 SODIMM DDR3L,0,0,"32.00000","0","10","-","Active","Memory Module","2GB (256Mx64) DDR3 SDRAM"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/AP-FMyyyyEAyyyS-yyJ_(F20).pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-F20-2SBN.JPG,1241-1229-ND,VL-F20-2SBN,VersaLogic Corporation,2GB DISKONMODULE STD TEMP,0,0,"32.00000","0","5","-","Active","Memory Module","2GB Flash"
https://www.versalogic.com/Products/PDF/DS-Zebra%20EPC-2701.pdf,-,VL-F41-8SBN-LINUX2-ND,VL-F41-8SBN-LINUX2,VersaLogic Corporation,ZEBRA 8GB MLC MICROSD,0,0,"33.00000","0","5","Zebra","Active","Memory Card - microSD™","8GB MLC microSD card, Linux, Standard Temperature"
http://downloadt.advantech.com/ProductFile/PIS/ARK-1503/Product%20-%20Datasheet/ARK-1503_DS(07.18.16)20160719110234.pdf,-,AMK-V004E-ND,AMK-V004E,Advantech Corp,CHASSIS ARK-15XX VESA MNT KIT,0,0,"33.25000","0","1","-","Active","Mounting Kit","VESA Mounting Kit"
-,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CFM-1.JPG,1241-1168-ND,VL-CFM-1GB,VersaLogic Corporation,1GB COMPACTFLASH MEMORY MODULE,0,0,"34.00000","0","5","-","Active","Memory Module","CompactFlash Module"
http://advdownload.advantech.com/productfile/PIS/PCA-TPM/Product%20-%20Datasheet/Extension%20Modules%20for%20Slot%20SBCs_DS(06.20.12)20120707180348.pdf,-,PCA-AUDIO-00A1E-ND,PCA-AUDIO-00A1E,Advantech Corp,AUDIO EXPANSION CARD FOR ADVANTE,0,0,"34.58000","0","1","*","Active","-","-"
-,-,1960056560T001-ND,1960056560T001,Advantech Corp,HEATSINK FANLESS T50E PROCESSOR,0,0,"34.61000","0","1","-","Active","Heat Sink","Fanless"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/AP-FMyyyyEAyyyS-yyJ_(F20).pdf,-,VL-F20-2EBN-ND,VL-F20-2EBN,VersaLogic Corporation,SSD 2 GB DISK-ON-MODULE ET,0,0,"35.00000","0","5","-","Active","Memory Module","2GB Flash"
http://advdownload.advantech.com/productfile/PIS/UTC-H01-STANDE/Product%20-%20Datasheet/UTC%20Series%20Installation%20Accessories_DS(04.19.17)20170428104536.pdf,-,UTC-WALL-MOUNT2E-ND,UTC-WALL-MOUNT2E,Advantech Corp,WALL MOUNT KIT FOR UTC,0,0,"35.00000","0","1","*","Active","-","-"
http://downloadt.advantech.com/ProductFile/PIS/AIMB-580/Product%20-%20Datasheet/AIMB-580_DS(01.15.14)20140122143046.pdf,-,1960047669N001-ND,1960047669N001,Advantech Corp,CPU COOLER LGA1156 4U/WM CHASSIS,0,0,"35.91000","0","1","-","Active","Heat Spreader","CPU Cooler, 4.72"" x 4.72"" x 3.03"""
http://advdownload.advantech.com/productfile/PIS/PCA-TPM/Product%20-%20Datasheet/Extension%20Modules%20for%20Slot%20SBCs_DS(06.20.12)20120707180348.pdf,-,PCA-TPM-00A1E-ND,PCA-TPM-00A1E,Advantech Corp,TPM MOD BY LPC FOR CPU CARDS,0,0,"35.91000","0","1","*","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-0810.pdf,-,VL-CBR-0810-ND,VL-CBR-0810,VersaLogic Corporation,CABLE AUDIO .5M 8-PIN PICO CLASP,0,0,"37.00000","0","5","-","Active","Cable","Stereo Audio Cable, 8-pin Pico-Clasp to 3.5mm Jacks, 0.5m"
http://downloadt.advantech.com/ProductFile/PIS/PCM-3835/Product%20-%20Datasheet/PC104%20IO%20&%20Power%20Modules_DS(01.15.14)20140205144554.pdf,-,PCM-3835-00A1E-ND,PCM-3835-00A1E,Advantech Corp,IDE FLASH DISK CARRIER MOD,0,0,"37.24000","0","1","*","Active","-","-"
http://advdownload.advantech.com/productfile/PIS/PWS-870/Product%20-%20Datasheet/PWS-870%20Overall_DS(05.02.17)20170505163758.pdf,-,PWS-870-CHDC00E-ND,PWS-870-CHDC00E,Advantech Corp,ACCESSORY PWS-870 HDC CABLE,0,0,"37.24000","0","1","*","Active","-","-"
-,-,HIP-33B-MOUNT1E-ND,HIP-33B-MOUNT1E,Advantech Corp,VESA MOUNT FOR UBX-310D,0,0,"37.24000","0","1","*","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-4405.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-4405.JPG,1241-1084-ND,VL-CBR-4405,VersaLogic Corporation,IDE ADAPTER BOARD,1,0,"38.00000","0","1","-","Active","Board","1"" Connector IDE Adapter Board"
-,-,AMO-R020E-ND,AMO-R020E,Advantech Corp,RISER CARD FOR ARK-3405,0,0,"38.57000","0","1","-","Active","Riser Card","1x PCI + 1x PCIex1 Riser Card"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-MM7-1SBN_VL47B2863A-F8SE.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-MM7-1SBN.JPG,1241-1111-ND,VL-MM7-1SBN,VersaLogic Corporation,1GB DDR3 CLASS 2 STD TEMP ROHS,0,0,"39.37500","0","10","-","Active","Memory Module","1GB (128Mx64) DDR3 SDRAM"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-0201.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-0201.jpg,1241-1147-ND,VL-CBR-0201,VersaLogic Corporation,ANTENNA INTERFACE CABLE,0,0,"39.37500","0","10","-","Active","Cable","12"" WiFi Antenna Interface Cable"
-,-,96DVR-24X-ST-HL-ND,96DVR-24X-ST-HL,Advantech Corp,HITACHI LG DVD-RW 24X SATA BLACK,0,0,"39.79000","0","1","-","Active","Optical Drive","Hitachi-LG 24X SATA DVD /-RW"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-1013.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-1013.jpg,1241-1091-ND,VL-CBR-1013,VersaLogic Corporation,DUAL USB TRANSITION CABLE,0,0,"40.31300","0","10","-","Active","Cable","Dual USB Transition Cable"
http://advdownload.advantech.com/productfile/PIS/PCA-TPM/Product%20-%20Datasheet/Extension%20Modules%20for%20Slot%20SBCs_DS(06.20.12)20120707180348.pdf,-,PCA-COM485-00A1E-ND,PCA-COM485-00A1E,Advantech Corp,4 PORTS RS-485/422 MOD BY LPC A,0,0,"41.23000","0","1","*","Active","-","-"
http://downloadt.advantech.com/ProductFile/PIS/PCM-261/Product%20-%20Datasheet/PCM-110_261_DS(01.15.14)20140205144714.pdf,-,PCM-110-00A3E-ND,PCM-110-00A3E,Advantech Corp,RISER CARD 1*PCI FOR 5864/L/E,0,0,"41.23000","0","1","*","Active","-","-"
-,-,IPC-DT-5121-ND,IPC-DT-5121,Advantech Corp,DISK TRAY DUAL USB PS/2 IND,0,0,"42.56000","0","1","-","Active","Hardware","Disk Tray"
-,-,IPC-DT-5121B-ND,IPC-DT-5121B,Advantech Corp,DISK TRAY DUAL USB PS/2 IND BK,0,0,"42.56000","0","1","-","Active","Hardware","Disk Tray"
-,-,AIM-P703-ND,AIM-P703,Advantech Corp,VESA WALL MOUNT KIT (HOLDER),0,0,"42.56000","0","1","-","Active","Mounting Kit","VESA Mounting Kit"
-,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CFM-2GB.JPG,1241-1162-ND,VL-CFM-2GB,VersaLogic Corporation,2GB COMPACTFLASH MEMORY MODULE,0,0,"43.00000","0","5","-","Active","Memory Module","CompactFlash Module"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-2017.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-2017.jpg,1241-1327-ND,VL-CBR-2017,VersaLogic Corporation,CBL 20"" 1CH LVDS 20PIN TO 1.25MM,0,0,"43.12500","0","10","-","Active","Cable","LVDS 24-bit 1.25 mm Hirose Cable, 20"""
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-MM7-1EBN_VL47B2863A-F8SE-I.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-MM7-1EBN.JPG,1241-1112-ND,VL-MM7-1EBN,VersaLogic Corporation,1GB DDR3 CLASS 2 EXT TEMP ROHS,0,0,"45.00000","0","10","-","Active","Memory Module","1GB (128Mx64) DDR3 SDRAM"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/Copperhead%20EBX%20Sindle%20Board%20Computer.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-MM9-4SBN.JPG,1241-1123-ND,VL-MM9-4SBN,VersaLogic Corporation,4GB PC3-12800 SODIMM DDR3L,0,0,"45.00000","0","10","-","Active","Memory Module","4GB (512Mx64) DDR3 SDRAM"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/SMARTeUSB_Drive_Oct14-08.pdf,-,VL-F15-4EBN-ND,VL-F15-4EBN,VersaLogic Corporation,SSD 4 GB EUSB IT,0,0,"45.00000","0","5","-","Active","Memory Module","4GB eUSB Module (USB)"
http://downloadt.advantech.com/ProductFile/PIS/CM-5500/Product%20-%20Datasheet/CM-5500-AR70_80_DS(02.17.16)20160219161721.pdf,-,ADP-CM5-0000000000-ND,ADP-CM5-0000000000,Advantech Corp,COLOR KIT_ BLK,0,0,"45.22000","0","1","-","Active","Color Kit","Black"
http://downloadt.advantech.com/ProductFile/PIS/CM-5500/Product%20-%20Datasheet/CM-5500-AR70_80_DS(02.17.16)20160219161721.pdf,-,ADP-CM5-0000000002-ND,ADP-CM5-0000000002,Advantech Corp,COLOR KIT_ RED,0,0,"45.22000","0","1","-","Active","Color Kit","Red"
http://downloadt.advantech.com/ProductFile/PIS/CM-5500/Product%20-%20Datasheet/CM-5500-AR70_80_DS(02.17.16)20160219161721.pdf,-,ADP-CM5-0000000004-ND,ADP-CM5-0000000004,Advantech Corp,COLOR KIT_ WHT,0,0,"45.22000","0","1","-","Active","Color Kit","White"
http://downloadt.advantech.com/ProductFile/PIS/CM-5500/Product%20-%20Datasheet/CM-5500-AR70_80_DS(02.17.16)20160219161721.pdf,-,ADP-CM5-0000000006-ND,ADP-CM5-0000000006,Advantech Corp,COLOR KIT_ YLW,0,0,"45.22000","0","1","-","Active","Color Kit","Yellow"
https://www.versalogic.com/Products/PDF/DS-MM10.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-MM10-4SBN.JPG,1241-1390-ND,VL-MM10-4SBN,VersaLogic Corporation,"DRAM 4 GB PC4-2133 SODIMM DDR4,",4,0,"46.00000","0","1","-","Active","Memory Module","4GB DDR4 SDRAM"
//media.digikey.com/pdf/Data%20Sheets/VersaLogic%20PDFs/VL-CBR-1603.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CBR-1603.jpg,1241-1087-ND,VL-CBR-1603,VersaLogic Corporation,QUAD USB TRANSITION CABLE,0,0,"46.87500","0","10","-","Active","Cable","Quad USB Transition Cable"
-,-,PCM-120-00A3E-ND,PCM-120-00A3E,Advantech Corp,RISER CARD 2*PCI FOR 5864/L/E 9,0,0,"47.88000","0","1","*","Active","-","-"
-,-,VL-MM7-1ECN-ND,VL-MM7-1ECN,VersaLogic Corporation,DRAM 1 GB PC3-10600 SODIMM DDR3,0,0,"49.00000","0","10","-","Active","Memory Module","1GB (128Mx64) DDR3 SDRAM"
-,-,ASMB-RF388-21A1E-ND,ASMB-RF388-21A1E,Advantech Corp,2U RISER 1 X PCIE X16 SLOT,0,0,"49.21000","0","1","-","Active","Riser Card","2U Riser Card (1 x PCIe x8 + 2 x PCIe x4)"
-,//media.digikey.com/Photos/VersaLogic%20Photos/VL-CFM-4GB.JPG,1241-1163-ND,VL-CFM-4GB,VersaLogic Corporation,4GB COMPACTFLASH MODULE,0,0,"50.00000","0","5","-","Active","Memory Module","CompactFlash Module"
