Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Edition","License Length","License - User Details","Operating System","For Use With/Related Products","Media Delivery Type"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-SC-U3-ND,CONV-BLK-SC-U3,Lattice Semiconductor Corporation,IP CORE ENCODER SC/SCM W/DECODER,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-X2-U3-ND,CONV-BLK-X2-U3,Lattice Semiconductor Corporation,IP CORE ENCODER XP2 USER CONFIG,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-XM-U3-ND,CONV-BLK-XM-U3,Lattice Semiconductor Corporation,IP CORE ENCODER XP USER CONFIG,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
-,-,96SW-OFFBUS19-EN-ND,96SW-OFFBUS19-EN,Advantech Corp,OFFICE 2019,0,0,"580.52000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,PK51-SMF-LC-ND,PK51-SMF-LC,ARM,PK51 SUPPORT EXTENSION (FLOAT LI,0,0,"595.00500","0","2","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,1.12.0132.00000-ND,1.12.0132.00000,HMS Networks,CANOPEN MASTER API FOR WINDOWS,0,0,"599.50000","0","1","-","Active","License","-","-","-","1 User","Windows XP, Vista, 7, 8, 8.1, 10","-","-"
-,-,CA251-UD-LC-ND,CA251-UD-LC,ARM,CA251 S&M RESTART LIC,0,0,"600.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,CA51-UD-LC-ND,CA51-UD-LC,ARM,CA51 S&M RESTART LIC,0,0,"600.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,PK166-SM-LC-ND,PK166-SM-LC,ARM,PK166 SUPPORT EXTENSION (LIC),0,0,"615.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://www.xilinx.com/publications/matrix/Software_matrix.pdf,-,EF-EDK-FL-ND,EF-EDK-FL,Xilinx Inc.,EDK EMBED FLOATING ONLY-NOT ISE,0,0,"618.80000","0","1","-","Active","Integrated Development Environment (IDE)","-","-","-","Floating Node","-","Xilinx","-"
-,-,AR166-SM-LC-ND,AR166-SM-LC,ARM,AR166 SUPPORT EXTENSION (LIC),0,0,"630.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,DS5CK-RD-3RN20-ND,DS5CK-RD-3RN20,ARM,DS-5 RENESAS RZ ED NL DL S&M,0,0,"640.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,DS5CK-RT-3RN20-ND,DS5CK-RT-3RN20,ARM,DS-5 RENESAS RZ ED NL KIT S&M,0,0,"640.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,SLC8016SERV-0B-ND,SLC8016SERV-0B,"Lantronix, Inc.",EXTENDED PREMIUM SERVICES ADDS,0,0,"654.50000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2701456,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701453.jpg,2701456-ND,2701456,Phoenix Contact,VL PORTICO SERVER 16 CLIENT,0,0,"660.00000","0","1","-","Active","License","Remote Control","-","-","16 Clients","Windows XP, 7","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,1100-1290-ND,LIB-G-F-R-1YR,Microsemi Corporation,LIBERO GOLD LICENSE,0,0,"725.70000","0","1","Libero® SoC Design Suite","Active","Integrated Development Environment (IDE)","-","Gold","1 Year Renewal","Floating Node","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,1100-1294-ND,LIB-G-PC-N-R-1YR-DISKID,Microsemi Corporation,LIBERO GOLD LICENSE,0,0,"725.70000","0","1","Libero® SoC Design Suite","Active","Integrated Development Environment (IDE)","-","Gold","1 Year Renewal","Fixed Node","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,1100-1295-ND,LIB-G-PC-N-R-1YR-USB,Microsemi Corporation,LIBERO GOLD LICENSE,0,0,"725.70000","0","1","Libero® SoC Design Suite","Active","Integrated Development Environment (IDE)","-","Gold","1 Year Renewal","USB Dongle","-","-","Electronically Delivered"
-,-,BB-RSN-00200-ND,BB-RSN-00200,"B&B SmartWorx, Inc.","R-SEENET, MONITORING SW - UP TO",0,0,"732.06000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,PK166-SMF-LC-ND,PK166-SMF-LC,ARM,PK166 SUPPORT EXTENSION (FLOAT-L,0,0,"735.00500","0","2","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,MDK-SPANSION-LC-ND,MDK-SPANSION-LC,ARM,MDK-ARM RESTRICTED FOR SPANSION,0,0,"745.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,MDK-TOSHIBA-LC-ND,MDK-TOSHIBA-LC,ARM,MDK-ARM RESTRICTED FOR TOSHIBA L,0,0,"745.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,MDK-ARM-ES-SM-LC-ND,MDK-ARM-ES-SM-LC,ARM,MDK-ARM ESSENTIAL EDITION SUPP E,0,0,"770.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://www.equinox-tech.com/downloads/Equinox/ApplicationNotes/AN101_ATmega_SPI_ISP_v117_110209.pdf,//media.digikey.com/photos/Equinox%20Tech%20Photos/PPM3A1-UPG7.JPG,483-1007-ND,PPM3A1-UPG7,Equinox Technologies,UPGRADE PPM3 JTAG ISP AVR MCU,0,0,"775.50000","0","1","-","Active","Programming Atmel AVR MCUs","Programming","Upgrade","-","-","-","PPM3-MK2","-"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/PPM3A1-UPG15.pdf,-,PPM3A1-UPG15-ND,PPM3A1-UPG15,Equinox Technologies,UPGRADE PPM3 ATMEL AT91SAM7,0,0,"775.50000","0","1","-","Active","Upgrade Kit","-","-","-","-","-","PPM3-MK2","-"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/PPM4MK1-UPG7.pdf,-,PPM4MK1-UPG7-ND,PPM4MK1-UPG7,Equinox Technologies,UPGRADE PPM4 AVR JTAG,0,0,"775.50000","0","1","-","Active","Upgrade Kit","-","-","-","-","-","PPM4-MK1","-"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/PPM4MK1-UPG15.pdf,-,PPM4MK1-UPG15-ND,PPM4MK1-UPG15,Equinox Technologies,UPGRADE PPM4 ATMEL AT91SAM7,0,0,"775.50000","0","1","-","Active","Upgrade Kit","-","-","-","-","-","PPM4-MK1","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2868088.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2868088.jpg,2868088-ND,2868088,Phoenix Contact,DIAG+ NETSCAN CPY,0,0,"776.00000","0","1","-","Active","License","Diagnostic","-","-","-","Windows 7, 8, 10","-","-"
-,-,CA166-UD-LC-ND,CA166-UD-LC,ARM,CA166 S&M RESTART LIC,0,0,"810.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://www.redlion.net/files/138/5246,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,RLC-SVM3-ND,RLC-SVM3,Red Lion Controls,SIXVIEW MANAGER 3.0,0,0,"822.69000","0","1","-","Active","License","Remote Management","-","-","-","-","Sixnet® Series","-"
-,-,SLC8048SERV-0A-ND,SLC8048SERV-0A,"Lantronix, Inc.",PREMIUM SERVICES: 24X7 TECH SUPP,0,0,"825.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.echelon.com/assets/blt358211d7973a4dc7/IzoT-Commissioning-Tool-datasheet.pdf,-,38160-400-ND,38160-400,Echelon Corporation,OPENLNS STAND ED W/O VISIO KEY,0,0,"828.75000","0","1","-","Active","Design, Commissioning Tool","Networking","Standard","-","-","Windows XP, Vista, Server 2008, 7","-","Electronically Delivered"
-,-,SLC8032SERV-0B-ND,SLC8032SERV-0B,"Lantronix, Inc.",EXTENDED PREMIUM SERVICES ADDS,0,0,"847.01000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.echelon.com/assets/bltfaa3068a934dfc1a/LonScanner-FX-Protocol-Analyzer-datasheet.pdf,-,33110-407-ND,33110-407,Echelon Corporation,LONSCANNER FX KEY 5-PACK,0,0,"878.48000","0","1","-","Active","Analyzer/Monitor","Networking","Activation Key","-","5 User","-","-","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/CPI2-MUX_Web.pdf,-,CPI2-MUX-ND,CPI2-MUX,Phyton Inc.,DEMULTIPLEXER LICENSE,0,0,"889.06000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/ProductBrochures/AM/LatticeDiamondProductBrochure111413V2.pdf,-,DIAMOND-E-12M-ND,DIAMOND-E-12M,Lattice Semiconductor Corporation,SOFTWARE DIAMOND 12 MONTH,0,0,"903.95000","0","1","Diamond®","Active","Design Software","FPGA","-","1 Year","Fixed Node","Linux, Windows","Lattice","Electronically Delivered"
-,-,DK251-UD-LC-ND,DK251-UD-LC,ARM,DK251 S&M RESTART LIC,0,0,"910.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,MDK-ARM-ES-FL-SMLC-ND,MDK-ARM-ES-FL-SMLC,ARM,MDK-ARM ESSENTIAL ED. FL SUPP EX,0,0,"920.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,MDKES-RD-40000-ND,MDKES-RD-40000,ARM,MDK-ESSENTIAL FLEX FL DL S&M,0,0,"920.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Echelon%20PDFs/23360-10_Web.pdf,-,23360-10-ND,23360-10,Echelon Corporation,IZOT STACK SDK PREMIUM EDITION,0,0,"988.98000","0","1","-","Active","Integrated Development Environment (IDE)","-","-","-","-","-","IzoT","Electronically Delivered"
-,-,PK51-UD-LC-ND,PK51-UD-LC,ARM,PK51 S&M RESTART LIC,0,0,"990.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://ww1.microchip.com/downloads/en/DeviceDoc/52053B.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MPLAB_XC_Compiler_Logo.jpg,SW006021-2-ND,SW006021-2,Microchip Technology,COMPILER MPLAB XC8 PRO,0,0,"995.00000","0","1","-","Active","Compiler","Programming","Professional","1 Year","Fixed Node","-","PIC","Electronically Delivered"
http://ww1.microchip.com/downloads/en/DeviceDoc/MPLAB_XC16_v1_10_C_Compiler_UG_52081.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MPLAB_XC_Compiler_Logo.jpg,SW006022-2-ND,SW006022-2,Microchip Technology,COMPILER MPLAB XC16 PRO,0,0,"995.00000","0","1","-","Active","Compiler","Programming","Professional","1 Year","Fixed Node","Linux, OS X, Windows","PIC16","Electronically Delivered"
http://ww1.microchip.com/downloads/en/DeviceDoc/51686E.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/SW006023-3.JPG,SW006023-3-ND,SW006023-3,Microchip Technology,COMPILER MPLAB XC32++ PRO,0,0,"995.00000","0","1","-","Active","Compiler","Programming","Professional","-","Fixed Node","Linux, OS X, Windows","PIC32","Electronically Delivered"
-,-,YRL-E2STUDIO-1U-ND,YRL-E2STUDIO-1U,Renesas Electronics America,KIT DEMO RL78 E2 STUDIO,0,0,"1018.98000","0","1","-","Active","Integrated Development Environment (IDE)","Programming","-","-","-","-","Renesas","-"
-,-,1.12.0145.30000-ND,1.12.0145.30000,HMS Networks,CANOPEN MODULE FOR CAN-ANALYZER,0,0,"1023.01000","0","1","-","Active","License","-","-","-","1 User","-","-","-"
-,-,1.12.0149.30000-ND,1.12.0149.30000,HMS Networks,J1939 MODULE FOR CAN-ANALYZER,0,0,"1023.01000","0","1","-","Active","License","-","-","-","1 User","-","-","-"
-,-,1.12.0148.30000-ND,1.12.0148.30000,HMS Networks,DEVICENET MOD FOR CAN-ANALYZER,0,0,"1023.01000","0","1","-","Active","License","-","-","-","1 User","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Microsoft_Windows_Server_2016_Web.pdf,-,96SW-SER16STD-EN-ND,96SW-SER16STD-EN,Advantech Corp,WIN SERVER 2016 64BIT EN,0,0,"1034.74000","0","1","-","Active","License","-","-","-","-","-","-","-"
http://www.xilinx.com/publications/prod_mktg/sdnet/sdsoc-development-environment-backgrounder.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EF-SDSOC-NL-ND,EF-SDSOC-NL,Xilinx Inc.,SDSOC ENVIRONMENT LOCKED LIC,0,0,"1034.80000","0","1","-","Active","License","Programming","-","-","Fixed Node","-","Xilinx","Electronically Delivered"
-,-,EF-MODELCOMP-NL-ND,EF-MODELCOMP-NL,Xilinx Inc.,MODEL COMPOSER : NODE-LOCKED LIC,0,0,"1034.80000","0","1","-","Active","License","-","-","1 Year","Fixed Node","-","Xilinx","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EF-DI-INTERLEAV-SITE-ND,EF-DI-INTERLEAV-SITE,Xilinx Inc.,SITE LIC INTERLEAVR/DEINTERLEAVR,0,0,"1040.00000","0","1","LogiCORE™","Active","License","-","-","1 Year","Site","-","Xilinx","Electronically Delivered"
-,-,YRX2-E2STUDIO-1U-ND,YRX2-E2STUDIO-1U,Renesas Electronics America,COMPILER RX E2STUDIO,0,0,"1044.45000","0","1","-","Active","Compiler","Programming","-","Perpetual","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,1100-1289-ND,LIB-G-F-1YR,Microsemi Corporation,LIBERO GOLD LICENSE,0,0,"1045.50000","0","1","Libero® SoC Design Suite","Active","Integrated Development Environment (IDE)","-","Gold","1 Year","Floating Node","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,1100-1292-ND,LIB-G-PC-N-1YR-DISKID,Microsemi Corporation,LIBERO GOLD LICENSE,0,0,"1045.50000","0","1","Libero® SoC Design Suite","Active","Integrated Development Environment (IDE)","-","Gold","1 Year","Fixed Node","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,1100-1293-ND,LIB-G-PC-N-1YR-USB,Microsemi Corporation,LIBERO GOLD LICENSE,0,0,"1045.50000","0","1","Libero® SoC Design Suite","Active","Integrated Development Environment (IDE)","-","Gold","1 Year","USB Dongle","-","-","-"
-,//media.digikey.com/Photos/Echelon%20Photos/72111-439.JPG,1499-1056-ND,72111-442,Echelon Corporation,SMARTSERVER 2.2 PROGRAMMING DVD,0,0,"1049.75000","0","1","-","Active","License","-","-","-","-","-","SmartServer","Electronically Delivered"
http://www.echelon.com/assets/blt358211d7973a4dc7/IzoT-Commissioning-Tool-datasheet.pdf,-,38060-400-ND,38060-400,Echelon Corporation,OPENLNS CT PROF ED W/O VISIO KEY,0,0,"1088.43000","0","1","-","Active","Design, Commissioning Tool","Networking","Professional","-","-","Windows XP, Vista, Server 2008, 7","-","Electronically Delivered"
-,-,DK251-UF-LC-ND,DK251-UF-LC,ARM,DK251 S&M RESTART (FLOATING) LIC,0,0,"1090.00500","0","2","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
https://www.echelon.com/assets/bltc8f808d49188db7a/FT-6050-Sellsheet.pdf,-,38100-401-ND,38100-401,Echelon Corporation,SOFTWARE COMMISSION TOOL STD ED,0,0,"1099.48000","0","1","-","Active","Design, Commissioning Tool","Networking","Standard","-","-","-","IzoT","-"
https://www.echelon.com/assets/blt58fedc782f11e44b/Izot_Commissioning_Tool_4.1_Datasheet.pdf,-,1499-1078-ND,38150-401,Echelon Corporation,KEY IZOT COMMISSION TOOL STD ED,0,0,"1099.48000","0","1","-","Active","Design, Commissioning Tool","Networking","Standard","-","-","-","IzoT","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-DSP-ST-U1-ND,DS-DSP-ST-U1,Lattice Semiconductor Corporation,IP SUITE DIGITAL SIGNAL PROCESS,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-ETH-ST-U1-ND,DS-ETH-ST-U1,Lattice Semiconductor Corporation,IP SUITE ETHERNET,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-PCIE-ST-U1-ND,DS-PCIE-ST-U1,Lattice Semiconductor Corporation,IP SUITE PCI EXPRESS,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-VAL-ST-U1-ND,DS-VAL-ST-U1,Lattice Semiconductor Corporation,IP SUITE VALUE,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-VDS-ST-U1-ND,DS-VDS-ST-U1,Lattice Semiconductor Corporation,IP SUITE VIDEO & DISPLAY,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DFIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2D-FIR-E3-U1-ND,2D-FIR-E3-U1,Lattice Semiconductor Corporation,IP CORE 2D FIR FILTER ECP3 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DFIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2D-FIR-P2-U1-ND,2D-FIR-P2-U1,Lattice Semiconductor Corporation,IP CORE 2D FIR FILTER ECP2 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DFIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2D-FIR-PM-U1-ND,2D-FIR-PM-U1,Lattice Semiconductor Corporation,IP CORE 2D FIR FILTERECP2M CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DFIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2D-FIR-X2-U1-ND,2D-FIR-X2-U1,Lattice Semiconductor Corporation,IP CORE 2D FIR FILTER XP2 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/DDR-DDR2-SDRAM_Ctlr_Overview.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR2-P-E3-U6-ND,DDR2-P-E3-U6,Lattice Semiconductor Corporation,IP CORE DDR2 SDRAM CTLR ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/DDR-DDR2-SDRAM_Ctlr_Overview.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR2-P-P2-U6-ND,DDR2-P-P2-U6,Lattice Semiconductor Corporation,IP CORE DDR2 SDRAM CTLR ECP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/DDR-DDR2-SDRAM_Ctlr_Overview.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR2-P-PM-U6-ND,DDR2-P-PM-U6,Lattice Semiconductor Corporation,IP CORE DDR2 SDRAM CTLR ECP2M,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/DDR-DDR2-SDRAM_Ctlr_Overview.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR2-P-SC-U6-ND,DDR2-P-SC-U6,Lattice Semiconductor Corporation,IP CORE DDR2 SDRAM CTLR SC/SCM,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/DDR-DDR2-SDRAM_Ctlr_Overview.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR2-P-X2-U6-ND,DDR2-P-X2-U6,Lattice Semiconductor Corporation,IP CORE DDR2 SDRAM CTLR XP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/DDR3-SDRAM_Ctlr_Overview.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR3-P-E3-U1-ND,DDR3-P-E3-U1,Lattice Semiconductor Corporation,IP CORE DDR3 SDRAM CTLR ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-E2-U6-ND,DDRCT-GEN-E2-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR EC/ECP,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-E3-U6-ND,DDRCT-GEN-E3-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR ECP3,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-P2-U6-ND,DDRCT-GEN-P2-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR ECP2 CONF,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-PM-U6-ND,DDRCT-GEN-PM-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR ECP2M,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-SC-U6-ND,DDRCT-GEN-SC-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR SC/SCM,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-X2-U6-ND,DDRCT-GEN-X2-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR XP2 CONF,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRSDRAMControllerUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCT-GEN-XM-U6-ND,DDRCT-GEN-XM-U6,Lattice Semiconductor Corporation,IP CORE DDR SDRAM CTLR XP,0,0,"1137.06000","0","1","ispLeverCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DEdgeDetectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EDGE-DET-E3-U1-ND,EDGE-DET-E3-U1,Lattice Semiconductor Corporation,IP CORE 2D EDGE DETECTOR ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DEdgeDetectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EDGE-DET-P2-U1-ND,EDGE-DET-P2-U1,Lattice Semiconductor Corporation,IP CORE 2D EDGE DETECTOR ECP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DEdgeDetectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EDGE-DET-PM-U1-ND,EDGE-DET-PM-U1,Lattice Semiconductor Corporation,IP CORE 2D EDGE DETECTOR ECP2M,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
