Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Edition","License Length","License - User Details","Operating System","For Use With/Related Products","Media Delivery Type"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-FWS-1YR-ND,DRM-EDN-FWS-1YR,Digi International,FIRMWARE SUBSCRIPTN EDITION-1YR,0,0,"12.00000","0","1","-","Active","License","-","-","1 Year","-","-","-","Electronically Delivered"
https://www.digi.com/resources/documentation/Digidocs/pdfs/90001019.pdf,-,WR-SW-5T20-ND,WR-SW-5T20,Digi International,TRANSPORT SOFTWARE UPGRADE - FRO,0,0,"13.00000","0","1","-","Active","-","-","Upgrade","-","-","-","Digi TransPort®","-"
-,-,CDKEIL-ND,CDKEIL,Silicon Labs,SOFTWARE/DOCUMENTATION CD 8051,0,0,"15.96000","0","1","-","Active","Development and Documentation","Programming","-","-","-","-","8051","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-CSM-2YR-ND,DRM-EDN-CSM-2YR,Digi International,SECURITY MONITOR EDITION-2YR,0,0,"22.80000","0","1","-","Active","License","-","-","2 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-DHM-2YR-ND,DRM-EDN-DHM-2YR,Digi International,DEVICE HEALTH MONITOR EDITION-2Y,0,0,"22.80000","0","1","-","Active","License","-","-","2 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-FWS-2YR-ND,DRM-EDN-FWS-2YR,Digi International,FIRMWARE SUBSCRIPTN EDITION-2YR,0,0,"22.80000","0","1","-","Active","License","-","-","2 Years","-","-","-","Electronically Delivered"
https://www.digi.com/pdf/ds-digi-connect-sensor-plus.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-CSNS-1YR-ND,DRM-EDN-CSNS-1YR,Digi International,CONNECT SENSOR REMOTE MANAGER,0,0,"24.00000","0","1","-","Active","License","-","-","1 Year","-","-","-","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-13945_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-13945.jpg,COM-13945-ND,COM-13945,SparkFun Electronics,RASPBERRY PI - 16GB MICROSD NOOB,0,0,"25.00000","0","1","-","Active","Preloaded","NOOBS","-","-","-","-","Raspberry Pi","SD/microSD/MMC Card"
-,-,MBCDROM-ND,MBCDROM,Advanced Linear Devices Inc.,DVM SOFTWARE/DOCUMENTATION,0,0,"25.24000","0","1","-","Active","Manual, Software","-","-","-","-","-","MB Boards","CD/DVD"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0453_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0453.jpg,PIS-0453-ND,PIS-0453,Pi Supply,MAX2PLAY / JUSTBOOM 16GB MICROSD,0,0,"27.99000","0","24","JustBoom","Active","Preloaded","Max2Play","Premium","1 Year","-","-","Raspberry Pi","SD/microSD/MMC Card"
https://www.digi.com/pdf/digi-remote-manager.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-STE-1YR-ND,DRM-EDN-STE-1YR,Digi International,DIGI REMOTE MANAGER EDITION-1 YR,0,0,"31.92000","0","1","-","Active","License","Remote Management","-","1 Year","-","-","Digi TransPort®","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-CSM-3YR-ND,DRM-EDN-CSM-3YR,Digi International,SECURITY MONITOR EDITION-3YR,0,0,"32.40000","0","1","-","Active","License","-","-","3 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-DHM-3YR-ND,DRM-EDN-DHM-3YR,Digi International,DEVICE HEALTH MONITOR EDITION-3Y,0,0,"32.40000","0","1","-","Active","License","-","-","3 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-FWS-3YR-ND,DRM-EDN-FWS-3YR,Digi International,FIRMWARE SUBSCRIPTN EDITION-3YR,0,0,"32.40000","0","1","-","Active","License","-","-","3 Years","-","-","-","Electronically Delivered"
-,-,ASB-0000-AC01-001-ND,ASB-0000-AC01-001,Digi International,UPGRADES THE STANDARD E-MAIL AND,0,0,"40.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,ASB-EXTW-TYPA-EW2-ND,ASB-EXTW-TYPA-EW2,Digi International,EXTENDS THE STANDARD 1-YEAR WARR,0,0,"40.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-CSM-4YR-ND,DRM-EDN-CSM-4YR,Digi International,SECURITY MONITOR EDITION-4YR,0,0,"40.80000","0","1","-","Active","License","-","-","4 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-DHM-4YR-ND,DRM-EDN-DHM-4YR,Digi International,DEVICE HEALTH MONITOR EDITION-4Y,0,0,"40.80000","0","1","-","Active","License","-","-","4 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-FWS-4YR-ND,DRM-EDN-FWS-4YR,Digi International,FIRMWARE SUBSCRIPTN EDITION-4YR,0,0,"40.80000","0","1","-","Active","License","-","-","4 Years","-","-","-","Electronically Delivered"
http://www.echelon.com/assets/blt594d1f27cfcd382c/Open-LNS-Server-datasheet.pdf,-,1499-1049-ND,93820,Echelon Corporation,OPENLNS SERVER STANDARD EDITION,0,0,"44.20000","0","1","-","Active","Design, Commissioning Tool","Networking","Standard","1 Year Maintenance","-","Windows XP, Vista, Server 2008, 7","-","Electronically Delivered"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-CSNS-2YR-ND,DRM-EDN-CSNS-2YR,Digi International,CONNECT SENSOR REMOTE MANAGER,0,0,"44.40000","0","1","-","Active","License","-","-","2 Years","-","-","-","Electronically Delivered"
http://www.ccsinfo.com/downloads/CReferenceManual.pdf,-,52110-330-ND,52110-330,Custom Computer Services Inc. (CCS),PCB C-COMPILER,0,0,"46.55000","0","1","-","Active","Compiler","Programming","-","-","Add-on User","Linux","PIC10, PIC12, PIC16","CD/DVD"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-CSM-5YR-ND,DRM-EDN-CSM-5YR,Digi International,SECURITY MONITOR EDITION-5YR,0,0,"48.00000","0","1","-","Active","License","-","-","5 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-DHM-5YR-ND,DRM-EDN-DHM-5YR,Digi International,DEVICE HEALTH MONITOR EDITION-5Y,0,0,"48.00000","0","1","-","Active","License","-","-","5 Years","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DRM-EDN-FWS-5YR-ND,DRM-EDN-FWS-5YR,Digi International,FIRMWARE SUBSCRIPTN EDITION-5YR,0,0,"48.00000","0","1","-","Active","License","-","-","5 Years","-","-","-","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/6002-592-000_Web.pdf,-,6002-592-000-ND,6002-592-000,"Digilent, Inc.",NI MULTISIM,0,0,"50.00000","0","1","-","Active","Circuit Design, PCB Design","Design, Simulation","Student","-","-","Windows","-","-"
-,-,ASB-EXTW-TYPB-EW2-ND,ASB-EXTW-TYPB-EW2,Digi International,EXTENDS THE STANDARD 1-YEAR WARR,0,0,"50.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
https://www.digi.com/pdf/digi-remote-manager.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-STE-2YR-ND,DRM-EDN-STE-2YR,Digi International,DIGI REMOTE MANAGER EDITION-2 YR,0,0,"59.69000","0","1","-","Active","License","Remote Management","-","2 Years","-","-","Digi TransPort®","Electronically Delivered"
-,-,ASB-EXTW-TYPC-EW2-ND,ASB-EXTW-TYPC-EW2,Digi International,EXTENDS THE STANDARD 1-YEAR WARR,0,0,"60.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Trenz%20Electronic%20PDFs/Visual_Programming_redpitaya_Web.pdf,//media.digikey.com/Photos/Trenz-Electronic-GmbH/27771.jpg,1686-1045-ND,27771,Trenz Electronic GmbH,STEMLAB VISUAL PROGRAMMING,3,0,"61.20000","0","1","Red Pitaya","Active","License","Programming","-","-","-","Linux, macOS, Windows","STEMlab","Electronically Delivered"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-CSNS-3YR-ND,DRM-EDN-CSNS-3YR,Digi International,CONNECT SENSOR REMOTE MANAGER,0,0,"61.20000","0","1","-","Active","License","-","-","3 Years","-","-","-","Electronically Delivered"
https://www.echelon.com/assets/blt215919f5acb3692c/Datasheet_SmartServer_IoT.pdf,-,72220-30-ND,72220-30,Echelon Corporation,DEVICE CAPACTIY FOR SMARTSERVER,0,0,"62.18000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.digi.com/resources/documentation/Digidocs/pdfs/90001019.pdf,-,WR-SW-5T50-ND,WR-SW-5T50,Digi International,TRANSPORT SOFTWARE UPGRADE - FRO,0,0,"70.00000","0","1","-","Active","-","-","Upgrade","-","-","-","Digi TransPort®","-"
-,-,ASB-EXTW-TYPA-EW3-ND,ASB-EXTW-TYPA-EW3,Digi International,EXTENDS THE STANDARD 1-YEAR WARR,0,0,"70.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-CSNS-4YR-ND,DRM-EDN-CSNS-4YR,Digi International,CONNECT SENSOR REMOTE MANAGER,0,0,"74.40000","0","1","-","Active","License","-","-","4 Years","-","-","-","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Amulet%20PDFs/GUI%20Hardware%20Solutions.pdf,//media.digikey.com/photos/Amulet%20Tech%20Photos/amuletCD.jpg,681-1011-ND,UHT-CS1,Amulet Technologies LLC,SOFTWARE AMULET COMPILER,0,0,"77.22000","0","10","-","Active","Compiler","Programming","-","-","-","-","Amulet","CD/DVD"
-,-,ASB-EXTW-TYPB-EW3-ND,ASB-EXTW-TYPB-EW3,Digi International,EXTENDS THE STANDARD 1-YEAR WARR,0,0,"80.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://www.4dsystems.com.au/productpages/4D-Workshop-4-IDE/downloads/Workshop-4_userguide_R_2_1.pdf,//media.digikey.com/Photos/4D-Systems-Pty-Ltd/MFG_4D-WORKSHOP4-IDE-PRO.jpg,1613-1393-ND,4D WORKSHOP4 IDE PRO,4D Systems Pty Ltd,WORKSHOP4 IDE PRO,0,0,"80.58000","0","1","-","Active","Integrated Development Environment (IDE)","Programming","-","-","-","Windows XP, 7, 8, 8.1, 10","Manufacturer Specific Products","Electronically Delivered"
https://www.digi.com/pdf/digi-remote-manager.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-STE-3YR-ND,DRM-EDN-STE-3YR,Digi International,DIGI REMOTE MANAGER EDITION-3 YR,0,0,"81.00000","0","1","-","Active","License","Remote Management","-","3 Years","-","-","Digi TransPort®","Electronically Delivered"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-CSNS-5YR-ND,DRM-EDN-CSNS-5YR,Digi International,CONNECT SENSOR REMOTE MANAGER,0,0,"84.00000","0","1","-","Active","License","-","-","5 Years","-","-","-","Electronically Delivered"
-,-,ED08PR724-0B-ND,ED08PR724-0B,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 1ST 2,0,0,"84.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR7AR-0B-ND,ED08PR7AR-0B,"Lantronix, Inc.",ADVANCE REPLACEMENT: 1ST 2 YEARS,0,0,"84.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400303.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2400303.jpg,2400303-ND,2400303,Phoenix Contact,WES2009 / WES7 RECOVERY USB,0,4,"85.00000","0","1","-","Active","System Recovery","Diagnostic","-","-","-","Windows Embedded 2009, Embedded 7","-","USB Flash Drive"
http://ww1.microchip.com/downloads/en/DeviceDoc/atmel-3628-pld-prochip-designer-software-suite-overview.pdf,//media.digikey.com/photos/Atmel%20Photos/ATDS1500PC.JPG,ATDS1500PC-ND,ATDS1500PC,Microchip Technology,SOFTWARE DESIGN PROCHIP,0,0,"88.80000","0","2","-","Active","Simulation, CPLD","Design, Simulation","-","-","-","Windows XP","ATF15xx","CD/DVD"
-,-,ASB-EXTW-TYPC-EW3-ND,ASB-EXTW-TYPC-EW3,Digi International,EXTENDS THE STANDARD 1-YEAR WARR,0,0,"90.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
https://www.digi.com/pdf/ds_digitransportwr21.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,602-1791-ND,WR21-SW-B1XE1,Digi International,TRANSPORT WR21 SOFTWARE UPGRADE,0,0,"93.00000","0","1","-","Active","License","Encryption","Upgrade","-","-","-","Digi TransPort®","-"
-,-,ED08PR724-0C-ND,ED08PR724-0C,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 3RD YE,0,0,"94.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR7AR-0C-ND,ED08PR7AR-0C,"Lantronix, Inc.",ADVANCE REPLACEMENT: 3RD YEAR CO,0,0,"94.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STREALIZER-II.pdf,-,STREALIZER-II-ND,STREALIZER-II,STMicroelectronics,KIT DEVELOPMENT IDE,0,0,"95.76000","0","1","-","Active","Actum Solutions IDE","Programming","-","-","-","Windows","ST6, ST7","CD/DVD"
https://www.digi.com/pdf/digi-remote-manager.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-STE-4YR-ND,DRM-EDN-STE-4YR,Digi International,DIGI REMOTE MANAGER EDITION-4 YR,0,0,"96.00000","0","1","-","Active","License","Remote Management","-","4 Years","-","-","Digi TransPort®","Electronically Delivered"
http://ww1.microchip.com/downloads/en/DeviceDoc/50002208A.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MPLAB_XC_Compiler_Logo.jpg,SW006021-1H-ND,SW006021-1H,Microchip Technology,WORKSTATION LICENSE MPLAB XC STD,1,0,"99.99000","0","1","-","Active","Compiler (Renewal)","Programming","Standard","1 Year","-","-","PIC","Electronically Delivered"
-,-,ASB-0000-AC01-003-ND,ASB-0000-AC01-003,Digi International,STANDARD E-MAIL AND WEB PRODUCT,0,0,"100.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,968QXPESTD-ND,968QXPESTD,Advantech Corp,MS WIN EMB XP STANDARD,0,0,"102.41000","0","1","-","Active","License","-","-","-","-","Windows Embedded","-","-"
https://www.digi.com/pdf/digi-remote-manager.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DRM.jpg,DRM-EDN-STE-5YR-ND,DRM-EDN-STE-5YR,Digi International,DIGI REMOTE MANAGER EDITION-5 YR,0,0,"105.00000","0","1","-","Active","License","Remote Management","-","5 Years","-","-","Digi TransPort®","Electronically Delivered"
-,-,ED08PR724-0D-ND,ED08PR724-0D,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 4TH YE,0,0,"105.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR7AR-0D-ND,ED08PR7AR-0D,"Lantronix, Inc.",ADVANCE REPLACEMENT: 4TH YEAR CO,0,0,"105.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/Windows%20Embedded%20Standard/Product%20-%20Datasheet/Windows%20Embedded%20Standard_DS(02.04.16)20160204154412.pdf,-,968TXPESTD-ND,968TXPESTD,Advantech Corp,MS WIN EMB XP STANDARD,0,0,"115.40000","0","1","-","Active","License","-","-","-","-","Windows Embedded","-","-"
-,-,ED16PR724-0B-ND,ED16PR724-0B,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 1ST 2,0,0,"117.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED16PR7AR-0B-ND,ED16PR7AR-0B,"Lantronix, Inc.",ADVANCE REPLACEMENT: 1ST 2 YEARS,0,0,"117.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://ww1.microchip.com/downloads/en/DeviceDoc/50002208A.pdf,-,SW006021-1NH-ND,SW006021-1NH,Microchip Technology,MPLAB XC COMPILER STD HPA,0,0,"119.99000","0","2","-","Active","Subscription","Programming","Standard","1 Year","-","-","MPLAB® XC Compiler","Electronically Delivered"
-,-,FR1ACPSSERV-0A-ND,FR1ACPSSERV-0A,"Lantronix, Inc.",PREMIUM SERVICE: ADDS 24X7 TECH,0,0,"121.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR724-0E-ND,ED08PR724-0E,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 5TH YE,0,0,"126.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR7AR-0E-ND,ED08PR7AR-0E,"Lantronix, Inc.",ADVANCE REPLACEMENT: 5TH YEAR CO,0,0,"126.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,PARADIGM-EVAL-ND,PARADIGM-EVAL,"Lantronix, Inc.",PARADIGM 14 DAY EVALUATION PACKA,0,0,"129.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR7EW-0A-ND,ED08PR7EW-0A,"Lantronix, Inc.",EXTENDED WARRANTY: 3RD YEAR COVE,0,0,"131.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
-,-,ED16PR724-0C-ND,ED16PR724-0C,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 3RD YE,0,0,"132.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED16PR7AR-0C-ND,ED16PR7AR-0C,"Lantronix, Inc.",ADVANCE REPLACEMENT: 3RD YEAR CO,0,0,"132.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
https://www.digi.com/resources/documentation/Digidocs/pdfs/90001019.pdf,-,WR-SW-5T200-ND,WR-SW-5T200,Digi International,TRANSPORT SOFTWARE UPGRADE - FRO,0,0,"139.00000","0","1","-","Active","-","-","Upgrade","-","-","-","Digi TransPort®","-"
http://www.ccsinfo.com/downloads/CReferenceManual.pdf,-,52111-329-ND,52111-329,Custom Computer Services Inc. (CCS),PCB C-COMPILER,0,0,"139.65000","0","1","-","Active","Compiler","Programming","-","-","Add-on User","Linux","PIC10, PIC12, PIC14, PIC16","CD/DVD"
-,-,ED16PR724-0D-ND,ED16PR724-0D,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 4TH YE,0,0,"146.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED16PR7AR-0D-ND,ED16PR7AR-0D,"Lantronix, Inc.",ADVANCE REPLACEMENT: 4TH YEAR CO,0,0,"146.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED08PR7EW-0B-ND,ED08PR7EW-0B,"Lantronix, Inc.",EXTENDED WARRANTY: 3RD & 4TH YEA,0,0,"157.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
http://advdownload.advantech.com/productfile/PIS/USHOP%20STORE%20BI%20SERVER/Product%20-%20Datasheet/UShop%20Store%20%20BI_DS(10.29.17)20171229095054.pdf,-,968SPUSTL0-ND,968SPUSTL0,Advantech Corp,USHOP+ STORE BI PUBLIC CLOUD UCA,0,0,"159.60000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,ED32PR724-0B-ND,ED32PR724-0B,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 1ST 2,0,0,"160.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED32PR7AR-0B-ND,ED32PR7AR-0B,"Lantronix, Inc.",ADVANCE REPLACEMENT: 1ST 2 YEARS,0,0,"160.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.equinox-tech.com/downloads/equinox/tools/epsilon5/EPSILON5_User_Manual_V112_010807.pdf,//media.digikey.com/photos/Equinox%20Tech%20Photos/EPSILON5-UPG3.JPG,483-1008-ND,EPSILON5-UPG3,Equinox Technologies,UPGRADE EPSILON5 JTAG ISP AVRMCU,0,0,"164.95000","0","1","-","Active","Programming Atmel AVR MCUs","Programming","Upgrade","-","-","-","Epsilon5","-"
http://www.equinox-tech.com/downloads/equinox/tools/epsilon5/EPSILON5_User_Manual_V112_010807.pdf,-,EPSILON5-UPG15-ND,EPSILON5-UPG15,Equinox Technologies,UPGRADE EPSILON ATMEL AT91SAM7,0,0,"164.95000","0","1","Epsilon5","Active","-","Programming","-","-","-","-","Epsilon5","-"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/FS2003-UPG15.pdf,-,FS2003-UPG15-ND,FS2003-UPG15,Equinox Technologies,UPGRADE FS2003 ATMEL AT91SAM7,0,0,"164.95000","0","1","-","Active","Programming Atmel AVR MCUs","Programming","Upgrade","-","-","-","FS2003","-"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/FS2009-UPG15.pdf,-,FS2009-UPG15-ND,FS2009-UPG15,Equinox Technologies,UPGRADE FS2009 ATMEL AT91SAM7,0,0,"164.95000","0","1","-","Active","Programming Atmel AVR MCUs","Programming","Upgrade","-","-","-","FS2009","-"
-,-,ISPNANO-UPG10AR-ND,ISPNANO-UPG10AR,Equinox Technologies,ISP NANO RUN TIME LICENSE,0,0,"164.95000","0","1","-","Active","Upgrade Kit","-","-","-","-","-","ISPnano","-"
-,-,1499-1055-ND,72110-442,Echelon Corporation,SMARTSERVER 2.2,0,0,"165.75000","0","1","-","Active","License","-","-","-","-","-","SmartServer","Electronically Delivered"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2701453,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701453.jpg,2701453-ND,2701453,Phoenix Contact,VL PORTICO SERVER 1 CLIENT,0,0,"170.00000","0","1","-","Active","License","Remote Control","-","-","1 Client","Windows XP, 7","-","-"
-,-,ED16PR724-0E-ND,ED16PR724-0E,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 5TH YE,0,0,"175.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED16PR7AR-0E-ND,ED16PR7AR-0E,"Lantronix, Inc.",ADVANCE REPLACEMENT: 5TH YEAR CO,0,0,"175.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,FR2ACPSSERV-0A-ND,FR2ACPSSERV-0A,"Lantronix, Inc.",PREMIUM SERVICE: ADDS 24X7 TECH,0,0,"176.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED32PR724-0C-ND,ED32PR724-0C,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 3RD YE,0,0,"180.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED32PR7AR-0C-ND,ED32PR7AR-0C,"Lantronix, Inc.",ADVANCE REPLACEMENT: 3RD YEAR CO,0,0,"180.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,FR1ACPSSERV-0B-ND,FR1ACPSSERV-0B,"Lantronix, Inc.",EXTENDED PREMIUM SERVICE (MAXIMU,0,0,"181.50000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED16PR7EW-0A-ND,ED16PR7EW-0A,"Lantronix, Inc.",EXTENDED WARRANTY: 3RD YEAR COVE,0,0,"183.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
http://www.ccsinfo.com/downloads/CReferenceManual.pdf,-,52112-331-ND,52112-331,Custom Computer Services Inc. (CCS),PCB C-COMPILER,0,0,"186.20000","0","1","-","Active","Compiler","Programming","-","-","1 User","Linux","PIC18","CD/DVD"
-,-,ED08PR7EW-0C-ND,ED08PR7EW-0C,"Lantronix, Inc.","EXTENDED WARRANTY: 3RD, 4TH & 5T",0,0,"194.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/Windows%20Embedded%20Pro/Product%20-%20Datasheet/Windows%20Embedded%20Professional_DS(02.04.16)20160204160957.pdf,-,968TW7PS1X-ND,968TW7PS1X,Advantech Corp,MS WIN7 SP1 PRO FES,0,0,"196.91000","0","1","-","Active","License","-","-","-","-","Windows Embedded","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/CPI2-ACI_Web.pdf,-,CPI2-ACI-ND,CPI2-ACI,Phyton Inc.,OPTIONAL SOFTWARE LICENSE,0,0,"200.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
-,-,ED32PR724-0D-ND,ED32PR724-0D,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 4TH YE,0,0,"200.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED32PR7AR-0D-ND,ED32PR7AR-0D,"Lantronix, Inc.",ADVANCE REPLACEMENT: 4TH YEAR CO,0,0,"200.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,968QW7PS1X-ND,968QW7PS1X,Advantech Corp,MS WIN7 SP1 PRO FES,0,0,"204.38000","0","1","-","Active","License","-","-","-","-","Windows Embedded","-","-"
-,-,ED16PR7EW-0B-ND,ED16PR7EW-0B,"Lantronix, Inc.",EXTENDED WARRANTY: 3RD & 4TH YEA,0,0,"219.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
http://www.ccsinfo.com/downloads/PCDReferenceManual.pdf,-,52113-766-ND,52113-766,Custom Computer Services Inc. (CCS),PCB C-COMPILER,0,0,"232.75000","0","1","-","Active","Compiler","Programming","-","-","1 User","Linux","dsPIC, PIC24","CD/DVD"
-,-,ED32PR724-0E-ND,ED32PR724-0E,"Lantronix, Inc.",24 X 7 TECHNICAL SUPPORT: 5TH YE,0,0,"240.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED32PR7AR-0E-ND,ED32PR7AR-0E,"Lantronix, Inc.",ADVANCE REPLACEMENT: 5TH YEAR CO,0,0,"240.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
