Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status"
-,-,2019-RK73B2ATTD750GTR-ND,RK73B2ATTD750G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD913GTR-ND,RK73B2ATTD913G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD755GTR-ND,RK73B2ATTD755G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD434GTR-ND,RK73B2ATTD434G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD4R3GTR-ND,RK73B2ATTD4R3G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD165GTR-ND,RK73B2ATTD165G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD102GTR-ND,RK73B2ATTD102G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD7R5GTR-ND,RK73B2ATTD7R5G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD435GTR-ND,RK73B2ATTD435G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD154GTR-ND,RK73B2ATTD154G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD751GTR-ND,RK73B2ATTD751G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD185GTR-ND,RK73B2ATTD185G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD335GTR-ND,RK73B2ATTD335G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD162GTR-ND,RK73B2ATTD162G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R1GTR-ND,RK73B2ATTD1R1G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD242GTR-ND,RK73B2ATTD242G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD622GTR-ND,RK73B2ATTD622G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD564GTR-ND,RK73B2ATTD564G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD821GTR-ND,RK73B2ATTD821G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD910GTR-ND,RK73B2ATTD910G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD202GTR-ND,RK73B2ATTD202G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD301GTR-ND,RK73B2ATTD301G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD360GTR-ND,RK73B2ATTD360G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD685GTR-ND,RK73B2ATTD685G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD474GTR-ND,RK73B2ATTD474G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD431GTR-ND,RK73B2ATTD431G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD121GTR-ND,RK73B2ATTD121G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD243GTR-ND,RK73B2ATTD243G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD511GTR-ND,RK73B2ATTD511G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD914GTR-ND,RK73B2ATTD914G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD2R0GTR-ND,RK73B2ATTD2R0G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD153GTR-ND,RK73B2ATTD153G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD560GTR-ND,RK73B2ATTD560G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD392GTR-ND,RK73B2ATTD392G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD364GTR-ND,RK73B2ATTD364G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD912GTR-ND,RK73B2ATTD912G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD822GTR-ND,RK73B2ATTD822G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD270GTR-ND,RK73B2ATTD270G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R6JTR-ND,RK73B2ATTD1R6J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD911GTR-ND,RK73B2ATTD911G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD915JTR-ND,RK73B2ATTD915J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD134GTR-ND,RK73B2ATTD134G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD180GTR-ND,RK73B2ATTD180G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD110GTR-ND,RK73B2ATTD110G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD204GTR-ND,RK73B2ATTD204G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD3R3GTR-ND,RK73B2ATTD3R3G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD101GTR-ND,RK73B2ATTD101G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD165JTR-ND,RK73B2ATTD165J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD823GTR-ND,RK73B2ATTD823G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD131GTR-ND,RK73B2ATTD131G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD114JTR-ND,RK73B2ATTD114J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,25000,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD915GTR-ND,RK73B2ATTD915G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD825JTR-ND,RK73B2ATTD825J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD181GTR-ND,RK73B2ATTD181G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD135GTR-ND,RK73B2ATTD135G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD122GTR-ND,RK73B2ATTD122G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD271GTR-ND,RK73B2ATTD271G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD3R0GTR-ND,RK73B2ATTD3R0G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD475GTR-ND,RK73B2ATTD475G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD114GTR-ND,RK73B2ATTD114G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R8GTR-ND,RK73B2ATTD1R8G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD223GTR-ND,RK73B2ATTD223G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD106GTR-ND,RK73B2ATTD106G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD684GTR-ND,RK73B2ATTD684G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD683GTR-ND,RK73B2ATTD683G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD330GTR-ND,RK73B2ATTD330G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD164GTR-ND,RK73B2ATTD164G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD752GTR-ND,RK73B2ATTD752G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R3GTR-ND,RK73B2ATTD1R3G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD914JTR-ND,RK73B2ATTD914J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,15000,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD565GTR-ND,RK73B2ATTD565G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD470GTR-ND,RK73B2ATTD470G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD184GTR-ND,RK73B2ATTD184G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD132GTR-ND,RK73B2ATTD132G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD825GTR-ND,RK73B2ATTD825G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD273GTR-ND,RK73B2ATTD273G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD275GTR-ND,RK73B2ATTD275G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R0GTR-ND,RK73B2ATTD1R0G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD161GTR-ND,RK73B2ATTD161G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD434JTR-ND,RK73B2ATTD434J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD753GTR-ND,RK73B2ATTD753G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD205GTR-ND,RK73B2ATTD205G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD133GTR-ND,RK73B2ATTD133G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD244GTR-ND,RK73B2ATTD244G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R5GTR-ND,RK73B2ATTD1R5G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD221GTR-ND,RK73B2ATTD221G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD563GTR-ND,RK73B2ATTD563G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD300GTR-ND,RK73B2ATTD300G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD6R2GTR-ND,RK73B2ATTD6R2G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD103GTR-ND,RK73B2ATTD103G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD514GTR-ND,RK73B2ATTD514G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD2R4GTR-ND,RK73B2ATTD2R4G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD113GTR-ND,RK73B2ATTD113G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD183GTR-ND,RK73B2ATTD183G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD155GTR-ND,RK73B2ATTD155G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD824GTR-ND,RK73B2ATTD824G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD130JTR-ND,RK73B2ATTD130J,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,5000,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD395GTR-ND,RK73B2ATTD395G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD124GTR-ND,RK73B2ATTD124G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD513GTR-ND,RK73B2ATTD513G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD163GTR-ND,RK73B2ATTD163G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD304GTR-ND,RK73B2ATTD304G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD1R6GTR-ND,RK73B2ATTD1R6G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD393GTR-ND,RK73B2ATTD393G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,A142847CT-ND,ROX5SSJ91K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 91K,1000,0,"Active","0","0","*","Active"
-,-,A142838CT-ND,ROX5SSJ39K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 39K,1000,0,"Active","0","0","*","Active"
-,-,A142843CT-ND,ROX5SSJ62K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 62K,875,0,"Active","0","0","*","Active"
-,-,A142842CT-ND,ROX5SSJ56K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 56K,945,0,"Active","0","0","*","Active"
-,-,691-MSC015SMA070B-ND,MSC015SMA070B,Microsemi Corporation,GEN2 SIC MOSFET 700V 15MOHM TO-2,0,0,"Active","0","0","*","Active"
-,-,A142846CT-ND,ROX5SSJ82K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 82K,985,0,"Active","0","0","*","Active"
-,-,A142844CT-ND,ROX5SSJ68K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 68K,993,0,"Active","0","0","*","Active"
-,-,A142839CT-ND,ROX5SSJ43K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 43K,1000,0,"Active","0","0","*","Active"
-,-,UBX-G7020-CT-C1010A-ND,UBX-G7020-CT-C1010A,U-Blox America Inc.,IC GPS GNSS CHIP 50WLCSP,0,0,"Last Time Buy","0","0","*","Last Time Buy"
-,-,A142841CT-ND,ROX5SSJ51K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 51K,1000,0,"Active","0","0","*","Active"
-,-,A142840CT-ND,ROX5SSJ47K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 47K,1000,0,"Active","0","0","*","Active"
-,-,A142845CT-ND,ROX5SSJ75K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 75K,1000,0,"Active","0","0","*","Active"
-,-,A142848CT-ND,ROX5SSJ100K,TE Connectivity Passive Product,RES 5W XSM M/OX 5% 100K,985,0,"Active","0","0","*","Active"
-,-,399-C1206C475K5RACAUTODKR-ND,C1206C475K5RACAUTO,KEMET,CAP CER 1206 4.7UF 50V X7R  �10%,0,0,"Active","0","0","*","Active"
-,-,399-C1206C475K5RACAUTOTR-ND,C1206C475K5RACAUTO,KEMET,CAP CER 1206 4.7UF 50V X7R  �10%,0,0,"Active","0","0","*","Active"
-,-,399-C0805X475K3RACAUTOTR-ND,C0805X475K3RACAUTO,KEMET,CAP CER 0805 4.7UF 25V X7R  �10%,0,0,"Active","0","0","*","Active"
-,-,399-C0805C475K3RACAUTOTR-ND,C0805C475K3RACAUTO,KEMET,CAP CER 0805 4.7UF 25V X7R  �10%,0,0,"Active","0","0","*","Active"
-,-,399-C0805X475K3RACAUTODKR-ND,C0805X475K3RACAUTO,KEMET,CAP CER 0805 4.7UF 25V X7R  �10%,0,0,"Active","0","0","*","Active"
-,-,399-C0805C475K3RACAUTODKR-ND,C0805C475K3RACAUTO,KEMET,CAP CER 0805 4.7UF 25V X7R  �10%,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD305GTR-ND,RK73B2ATTD305G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD333GTR-ND,RK73B2ATTD333G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD125GTR-ND,RK73B2ATTD125G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,1655-2233-ND,SCT812B,SMC Diode Solutions,800V 12A PACKAGE TO-220B STANDAR,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD303GTR-ND,RK73B2ATTD303G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,1655-2235-ND,SCT855Z,SMC Diode Solutions,800V 55A PACKAGE TO-3P STANDARD,0,0,"Active","0","0","*","Active"
-,-,1655-2240-ND,SCT1675CS,SMC Diode Solutions,1600V 75A PACKAGE TO-247S STANDA,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD182GTR-ND,RK73B2ATTD182G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD241GTR-ND,RK73B2ATTD241G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD472GTR-ND,RK73B2ATTD472G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD820GTR-ND,RK73B2ATTD820G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,1655-2234-ND,SCT825B,SMC Diode Solutions,800V 25A PACKAGE TO-220B STANDAR,0,0,"Active","0","0","*","Active"
-,-,1655-2236-ND,SCT655Z,SMC Diode Solutions,1000V 55A PACKAGE TO-3P STANDARD,0,0,"Active","0","0","*","Active"
-,-,2019-RK73B2ATTD363GTR-ND,RK73B2ATTD363G,"KOA Speer Electronics, Inc.",RESISTOR  THICK FILM,0,0,"Active","0","0","*","Active"
-,-,1655-2231-ND,SCT151B-650R,SMC Diode Solutions,650V 12A PACKAGE TO-220B STANDAR,0,0,"Active","0","0","*","Active"
-,-,1655-2232-ND,SCT612B,SMC Diode Solutions,600V 12A PACKAGE TO-220B STANDAR,0,0,"Active","0","0","*","Active"
-,-,1655-2237-ND,SCT1255Z,SMC Diode Solutions,1200V 55A PACKAGE TO-3P STANDARD,0,0,"Active","0","0","*","Active"
-,-,1655-2243-ND,SST08A-800BW,SMC Diode Solutions,800V 8A PACKAGE TO-220A 3-QUADRA,0,0,"Active","0","0","*","Active"
-,-,1655-2238-ND,SCT1255SJ,SMC Diode Solutions,1200V 55A PACKAGE TO-247 STANDAR,0,0,"Active","0","0","*","Active"
-,-,1655-2239-ND,SCT1655SJ,SMC Diode Solutions,1600V 55A PACKAGE TO-247 STANDAR,0,0,"Active","0","0","*","Active"
-,-,1655-2256-ND,SST138C-600E,SMC Diode Solutions,600V 12A PACKAGE TO-220C 4-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2241-ND,SST06A-800BW,SMC Diode Solutions,800V 6A PACKAGE TO-220A 3-QUADRA,0,0,"Active","0","0","*","Active"
-,-,1655-2247-ND,SST12B-800BW,SMC Diode Solutions,800V 12A PACKAGE TO-220B 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2242-ND,SST08A-800CW,SMC Diode Solutions,800V 8A PACKAGE TO-220A 3-QUADRA,0,0,"Active","0","0","*","Active"
-,-,1655-2244-ND,SST12A-800CW,SMC Diode Solutions,800V 12A PACKAGE TO-220A 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2246-ND,SST12B-800CW,SMC Diode Solutions,800V 12A PACKAGE TO-220B 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2245-ND,SST12A-800BW,SMC Diode Solutions,800V 12A PACKAGE TO-220A 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2251-ND,SST24A-800CW,SMC Diode Solutions,800V 25A PACKAGE TO-220A 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2250-ND,SST20B-600BW,SMC Diode Solutions,600V 20A PACKAGE TO-220B 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2255-ND,SST26Z-800CW,SMC Diode Solutions,800V 25A PACKAGE TO-3P 3-QUADRAN,0,0,"Active","0","0","*","Active"
-,-,1655-2248-ND,SST16A-800CW,SMC Diode Solutions,800V 16A PACKAGE TO-220A 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2253-ND,SST24B-800CW,SMC Diode Solutions,800V 25A PACKAGE TO-220B 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2249-ND,SST20B-600CW,SMC Diode Solutions,600V 20A PACKAGE TO-220B 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2261-2-ND,SST131V-600DTR,SMC Diode Solutions,600V 1A PACKAGE SOT-223 4-QUADRA,0,0,"Active","0","0","*","Active"
-,-,1655-2259-1-ND,SST04K-800SWTR,SMC Diode Solutions,800V 4A PACKAGE DPAK 3-QUADRANTS,0,0,"Active","0","0","*","Active"
-,-,1655-2257-ND,SST138C-800E,SMC Diode Solutions,800V 12A PACKAGE TO-220C 4-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2252-ND,SST24A-800BW,SMC Diode Solutions,800V 25A PACKAGE TO-220A 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2254-ND,SST24B-800BW,SMC Diode Solutions,800V 25A PACKAGE TO-220B 3-QUADR,0,0,"Active","0","0","*","Active"
-,-,1655-2260-2-ND,SST08K-800SWTR,SMC Diode Solutions,800V 8A PACKAGE DPAK 3-QUADRANTS,0,0,"Active","0","0","*","Active"
-,-,1655-2258-ND,T1235H8F,SMC Diode Solutions,800V 12A PACKAGE TO-220F HIGH TE,0,0,"Active","0","0","*","Active"
-,-,1655-2259-2-ND,SST04K-800SWTR,SMC Diode Solutions,800V 4A PACKAGE DPAK 3-QUADRANTS,0,0,"Active","0","0","*","Active"
-,-,1655-2263-2-ND,SX011UTR,SMC Diode Solutions,800V 1A PACKAGE TO-92 SENSITIVE,0,0,"Active","0","0","*","Active"
-,-,1655-2264-2-ND,SX014CRTR,SMC Diode Solutions,900V 1.25A PACKAGE TO-92CR SENSI,0,0,"Active","0","0","*","Active"
-,-,1655-2266-2-ND,SCT151K-800RTR,SMC Diode Solutions,800V 12A PACKAGE DPAK STANDARD S,0,0,"Active","0","0","*","Active"
-,-,1655-2262-2-ND,SST131U-600DTR,SMC Diode Solutions,600V 1A PACKAGE TO-92 4-QUADRANT,0,0,"Active","0","0","*","Active"
