Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status"
-,-,1655-2262-6-ND,SST131U-600DTR,SMC Diode Solutions,600V 1A PACKAGE TO-92 4-QUADRANT,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2265-2-ND,SCT151K-650RTR,SMC Diode Solutions,650V 12A PACKAGE DPAK STANDARD S,0,0,"Active","0","0","*","Active"
-,-,1655-2260-1-ND,SST08K-800SWTR,SMC Diode Solutions,800V 8A PACKAGE DPAK 3-QUADRANTS,0,0,"Active","0","0","*","Active"
-,-,1655-2263-1-ND,SX011UTR,SMC Diode Solutions,800V 1A PACKAGE TO-92 SENSITIVE,0,0,"Active","0","0","*","Active"
-,-,1655-2261-1-ND,SST131V-600DTR,SMC Diode Solutions,600V 1A PACKAGE SOT-223 4-QUADRA,0,0,"Active","0","0","*","Active"
-,-,1655-2266-1-ND,SCT151K-800RTR,SMC Diode Solutions,800V 12A PACKAGE DPAK STANDARD S,0,0,"Active","0","0","*","Active"
-,-,1655-2262-1-ND,SST131U-600DTR,SMC Diode Solutions,600V 1A PACKAGE TO-92 4-QUADRANT,0,0,"Active","0","0","*","Active"
-,-,1655-2259-6-ND,SST04K-800SWTR,SMC Diode Solutions,800V 4A PACKAGE DPAK 3-QUADRANTS,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2264-1-ND,SX014CRTR,SMC Diode Solutions,900V 1.25A PACKAGE TO-92CR SENSI,0,0,"Active","0","0","*","Active"
-,-,1655-2265-1-ND,SCT151K-650RTR,SMC Diode Solutions,650V 12A PACKAGE DPAK STANDARD S,0,0,"Active","0","0","*","Active"
-,-,1655-2260-6-ND,SST08K-800SWTR,SMC Diode Solutions,800V 8A PACKAGE DPAK 3-QUADRANTS,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2263-6-ND,SX011UTR,SMC Diode Solutions,800V 1A PACKAGE TO-92 SENSITIVE,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2264-6-ND,SX014CRTR,SMC Diode Solutions,900V 1.25A PACKAGE TO-92CR SENSI,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2261-6-ND,SST131V-600DTR,SMC Diode Solutions,600V 1A PACKAGE SOT-223 4-QUADRA,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2266-6-ND,SCT151K-800RTR,SMC Diode Solutions,800V 12A PACKAGE DPAK STANDARD S,0,0,"Digi-Reel","0","0","*","Active"
-,-,1655-2265-6-ND,SCT151K-650RTR,SMC Diode Solutions,650V 12A PACKAGE DPAK STANDARD S,0,0,"Digi-Reel","0","0","*","Active"
