Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance Range","Adjustment Type","Voltage - Rated","Dielectric Material","Q @ Freq","Size / Dimension","Height - Seated (Max)","Operating Temperature","Mounting Type","Features"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1015-2-ND,JR030,Knowles Voltronics,CAP TRIMMER 1.5-3PF 125V SMD,24000,0,"0.61050","0","1000","Tape & Reel (TR)","JR","Active","1.5 ~ 3pF","Top","100V","Ceramic","500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1015-1-ND,JR030,Knowles Voltronics,CAP TRIMMER 1.5-3PF 125V SMD,25010,0,"1.78000","0","1","Cut Tape (CT)","JR","Active","1.5 ~ 3pF","Top","100V","Ceramic","500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1015-6-ND,JR030,Knowles Voltronics,CAP TRIMMER 1.5-3PF 125V SMD,25010,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","1.5 ~ 3pF","Top","100V","Ceramic","500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1016-2-ND,JR060,Knowles Voltronics,CAP TRIMMER 2-6PF 125V SMD,20000,0,"0.61050","0","1000","Tape & Reel (TR)","JR","Active","2 ~ 6pF","Top","125V","Ceramic","1000 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1016-1-ND,JR060,Knowles Voltronics,CAP TRIMMER 2-6PF 125V SMD,20595,0,"1.78000","0","1","Cut Tape (CT)","JR","Active","2 ~ 6pF","Top","125V","Ceramic","1000 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1016-6-ND,JR060,Knowles Voltronics,CAP TRIMMER 2-6PF 125V SMD,20595,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","2 ~ 6pF","Top","125V","Ceramic","1000 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1017-2-ND,JR100,Knowles Voltronics,CAP TRIMMER 2-10PF 125V SMD,35000,0,"0.61500","0","1000","Tape & Reel (TR)","JR","Active","2 ~ 10pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1017-1-ND,JR100,Knowles Voltronics,CAP TRIMMER 2-10PF 125V SMD,36657,0,"1.79000","0","1","Cut Tape (CT)","JR","Active","2 ~ 10pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1017-6-ND,JR100,Knowles Voltronics,CAP TRIMMER 2-10PF 125V SMD,36657,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","2 ~ 10pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1019-2-ND,JR200,Knowles Voltronics,CAP TRIMMER 4.5-20PF 125V SMD,32000,0,"0.61500","0","1000","Tape & Reel (TR)","JR","Active","4.5 ~ 20pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1019-1-ND,JR200,Knowles Voltronics,CAP TRIMMER 4.5-20PF 125V SMD,32578,0,"1.79000","0","1","Cut Tape (CT)","JR","Active","4.5 ~ 20pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1019-6-ND,JR200,Knowles Voltronics,CAP TRIMMER 4.5-20PF 125V SMD,32578,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","4.5 ~ 20pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1018-2-ND,JR150,Knowles Voltronics,CAP TRIMMER 3-15PF 125V SMD,25000,0,"0.61500","0","1000","Tape & Reel (TR)","JR","Active","3 ~ 15pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1018-1-ND,JR150,Knowles Voltronics,CAP TRIMMER 3-15PF 125V SMD,25664,0,"1.97000","0","1","Cut Tape (CT)","JR","Active","3 ~ 15pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1018-6-ND,JR150,Knowles Voltronics,CAP TRIMMER 3-15PF 125V SMD,25664,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","3 ~ 15pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1020-2-ND,JR300,Knowles Voltronics,CAP TRIMMER 5.5-30PF 125V SMD,15000,0,"0.61500","0","1000","Tape & Reel (TR)","JR","Active","5.5 ~ 30pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1020-1-ND,JR300,Knowles Voltronics,CAP TRIMMER 5.5-30PF 125V SMD,15269,0,"1.79000","0","1","Cut Tape (CT)","JR","Active","5.5 ~ 30pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1020-6-ND,JR300,Knowles Voltronics,CAP TRIMMER 5.5-30PF 125V SMD,15269,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","5.5 ~ 30pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1000-2-ND,JZ030,Knowles Voltronics,CAP TRIMMER 1.5-3PF 125V SMD,8000,0,"0.62700","0","1000","Tape & Reel (TR)","JZ","Active","1.5 ~ 3pF","Top","125V","Ceramic","500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1000-1-ND,JZ030,Knowles Voltronics,CAP TRIMMER 1.5-3PF 125V SMD,9263,0,"1.68000","0","1","Cut Tape (CT)","JZ","Active","1.5 ~ 3pF","Top","125V","Ceramic","500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1000-6-ND,JZ030,Knowles Voltronics,CAP TRIMMER 1.5-3PF 125V SMD,9263,0,"Digi-Reel","0","1","Digi-Reel®","JZ","Active","1.5 ~ 3pF","Top","125V","Ceramic","500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1003-2-ND,JZ150,Knowles Voltronics,CAP TRIMMER 3-15PF 125V SMD,23000,0,"0.66000","0","1000","Tape & Reel (TR)","JZ","Active","3 ~ 15pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1003-1-ND,JZ150,Knowles Voltronics,CAP TRIMMER 3-15PF 125V SMD,23753,0,"1.92000","0","1","Cut Tape (CT)","JZ","Active","3 ~ 15pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1003-6-ND,JZ150,Knowles Voltronics,CAP TRIMMER 3-15PF 125V SMD,23753,0,"Digi-Reel","0","1","Digi-Reel®","JZ","Active","3 ~ 15pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1002-2-ND,JZ100,Knowles Voltronics,CAP TRIMMER 2-10PF 125V SMD,11000,0,"0.66000","0","1000","Tape & Reel (TR)","JZ","Active","2 ~ 10pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1002-1-ND,JZ100,Knowles Voltronics,CAP TRIMMER 2-10PF 125V SMD,11335,0,"1.92000","0","1","Cut Tape (CT)","JZ","Active","2 ~ 10pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1002-6-ND,JZ100,Knowles Voltronics,CAP TRIMMER 2-10PF 125V SMD,11335,0,"Digi-Reel","0","1","Digi-Reel®","JZ","Active","2 ~ 10pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1005-2-ND,JZ300,Knowles Voltronics,CAP TRIMMER 5.5-30PF 125V SMD,9000,0,"0.66000","0","1000","Tape & Reel (TR)","JZ","Active","5.5 ~ 30pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1005-1-ND,JZ300,Knowles Voltronics,CAP TRIMMER 5.5-30PF 125V SMD,9478,0,"1.92000","0","1","Cut Tape (CT)","JZ","Active","5.5 ~ 30pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1005-6-ND,JZ300,Knowles Voltronics,CAP TRIMMER 5.5-30PF 125V SMD,9478,0,"Digi-Reel","0","1","Digi-Reel®","JZ","Active","5.5 ~ 30pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1004-2-ND,JZ200,Knowles Voltronics,CAP TRIMMER 4.5-20PF 125V SMD,5000,0,"0.66000","0","1000","Tape & Reel (TR)","JZ","Active","4.5 ~ 20pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1004-1-ND,JZ200,Knowles Voltronics,CAP TRIMMER 4.5-20PF 125V SMD,5631,0,"1.92000","0","1","Cut Tape (CT)","JZ","Active","4.5 ~ 20pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1004-6-ND,JZ200,Knowles Voltronics,CAP TRIMMER 4.5-20PF 125V SMD,5631,0,"Digi-Reel","0","1","Digi-Reel®","JZ","Active","4.5 ~ 20pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
http://media.wix.com/ugd/d86717_38d9821e12823a7aa9cef38c6c2a73cc.pdf,//media.digikey.com/photos/Sprague-Goodman%20Photos/SGC3S300.JPG,SG9012TR-ND,SGC3S300,Sprague-Goodman,CAP TRIMMER 8-30PF 500V SMD,9000,0,"0.67895","0","1000","Tape & Reel (TR)","SGC3","Active","8 ~ 30pF","Top","500V","Ceramic","500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.059"" (1.50mm)","-40°C ~ 85°C","Surface Mount","Low Profile"
http://media.wix.com/ugd/d86717_38d9821e12823a7aa9cef38c6c2a73cc.pdf,//media.digikey.com/photos/Sprague-Goodman%20Photos/SGC3S300.JPG,SG9012CT-ND,SGC3S300,Sprague-Goodman,CAP TRIMMER 8-30PF 500V SMD,9926,0,"1.56000","0","1","Cut Tape (CT)","SGC3","Active","8 ~ 30pF","Top","500V","Ceramic","500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.059"" (1.50mm)","-40°C ~ 85°C","Surface Mount","Low Profile"
http://media.wix.com/ugd/d86717_38d9821e12823a7aa9cef38c6c2a73cc.pdf,//media.digikey.com/photos/Sprague-Goodman%20Photos/SGC3S300.JPG,SG9012DKR-ND,SGC3S300,Sprague-Goodman,CAP TRIMMER 8-30PF 500V SMD,9926,0,"Digi-Reel","0","1","Digi-Reel®","SGC3","Active","8 ~ 30pF","Top","500V","Ceramic","500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.059"" (1.50mm)","-40°C ~ 85°C","Surface Mount","Low Profile"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1006-2-ND,JZ400,Knowles Voltronics,CAP TRIMMER 8-40PF 125V SMD,10000,0,"0.75900","0","1000","Tape & Reel (TR)","JZ","Active","8 ~ 40pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1006-1-ND,JZ400,Knowles Voltronics,CAP TRIMMER 8-40PF 125V SMD,11943,0,"1.98000","0","1","Cut Tape (CT)","JZ","Active","8 ~ 40pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getattachment/4e3ef37f-1910-4b01-89e4-302e57c70f90/JZ-Series.aspx,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1006-6-ND,JZ400,Knowles Voltronics,CAP TRIMMER 8-40PF 125V SMD,11943,0,"Digi-Reel","0","1","Digi-Reel®","JZ","Active","8 ~ 40pF","Top","125V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1021-2-ND,JR400,Knowles Voltronics,CAP TRIMMER 8-40PF 125V SMD,2000,0,"0.79200","0","1000","Tape & Reel (TR)","JR","Active","8 ~ 40pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1021-1-ND,JR400,Knowles Voltronics,CAP TRIMMER 8-40PF 125V SMD,2607,0,"2.06000","0","1","Cut Tape (CT)","JR","Active","8 ~ 40pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JR_JR_HV-SERIES.jpg,1674-1021-6-ND,JR400,Knowles Voltronics,CAP TRIMMER 8-40PF 125V SMD,2607,0,"Digi-Reel","0","1","Digi-Reel®","JR","Active","8 ~ 40pF","Top","125V","Ceramic","1500 @ 1MHz","0.138"" L x 0.122"" W (3.50mm x 3.10mm)","0.045"" (1.15mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1011-2-ND,JZ150HV,Knowles Voltronics,CAP TRIMMER 3-15PF 350V SMD,4000,0,"0.90866","0","1000","Tape & Reel (TR)","JZ_HV","Active","3 ~ 15pF","Top","350V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1011-1-ND,JZ150HV,Knowles Voltronics,CAP TRIMMER 3-15PF 350V SMD,4635,0,"2.78000","0","1","Cut Tape (CT)","JZ_HV","Active","3 ~ 15pF","Top","350V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
https://www.knowlescapacitors.com/getmedia/fae461ef-e086-4f0e-af62-725f9d523a26/Knowles-Trimmers-Catalogue-web,//media.digikey.com/Photos/Knowles-Voltronics/MFG_JZ-JZ_HV-SERIES.jpg,1674-1011-6-ND,JZ150HV,Knowles Voltronics,CAP TRIMMER 3-15PF 350V SMD,4635,0,"Digi-Reel","0","1","Digi-Reel®","JZ_HV","Active","3 ~ 15pF","Top","350V","Ceramic","1500 @ 1MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.057"" (1.45mm)","-40°C ~ 85°C","Surface Mount","General Purpose"
http://media.wix.com/ugd/d86717_93846f5ed173c420475b172e7e20d582.pdf,//media.digikey.com/photos/Sprague-Goodman%20Photos/SGC3S200.JPG,SG9040TR-ND,SGC3S200NM,Sprague-Goodman,CAP TRIMMER 5.5-20PF 500V SMD,2000,0,"0.99598","0","1000","Tape & Reel (TR)","SGC3","Active","5.5 ~ 20pF","Top","500V","Ceramic","500 @ 25MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.059"" (1.50mm)","-40°C ~ 85°C","Surface Mount","Low Profile, Non-Magnetic"
http://media.wix.com/ugd/d86717_93846f5ed173c420475b172e7e20d582.pdf,//media.digikey.com/photos/Sprague-Goodman%20Photos/SGC3S200.JPG,SG9040CT-ND,SGC3S200NM,Sprague-Goodman,CAP TRIMMER 5.5-20PF 500V SMD,3077,0,"2.76000","0","1","Cut Tape (CT)","SGC3","Active","5.5 ~ 20pF","Top","500V","Ceramic","500 @ 25MHz","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.059"" (1.50mm)","-40°C ~ 85°C","Surface Mount","Low Profile, Non-Magnetic"
