Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage Rating - AC","Voltage Rating - DC","Dielectric Material","ESR (Equivalent Series Resistance)","Operating Temperature","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Termination","Lead Spacing","Applications","Ratings","Features"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECWU_C_V16_17_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECW-UB-UC-UV16-UV17%20SERIES%201913.jpg,PCF1426DKR-ND,ECW-U4103V17,Panasonic Electronic Components,CAP FILM 10000PF 5% 400VDC 1913,105843,0,"Digi-Reel","0","1","Digi-Reel®","ECW-UC(V17)","Active","10000pF","±5%","-","400V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 85°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.110"" (2.79mm)","Solder Pads","-","DC Link, DC Filtering","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0023+ECQE2104KF+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/ECQ-EF%20SERIES%208.4,9.0H,10.3L.jpg",EF2104-ND,ECQ-E2104KF,Panasonic Electronic Components,CAP FILM 0.1UF 10% 250VDC RADIAL,29279,0,"0.29000","0","1","Bulk","ECQ-E(F)","Active","0.1µF","±10%","-","250V","Polyester, Metallized","-","-40°C ~ 105°C","Through Hole","Radial","0.406"" L x 0.228"" W (10.30mm x 5.80mm)","0.370"" (9.40mm)","PC Pins","0.295"" (7.50mm)","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H473JX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E1).jpg,PCF1557TR-ND,ECH-U1H473JX9,Panasonic Electronic Components,CAP FILM 0.047UF 5% 50VDC 1913,9000,0,"0.30726","0","3000","Tape & Reel (TR)","ECH-U(X)","Active","0.047µF","±5%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.067"" (1.70mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H473JX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E1).jpg,PCF1557CT-ND,ECH-U1H473JX9,Panasonic Electronic Components,CAP FILM 0.047UF 5% 50VDC 1913,9598,0,"1.04000","0","1","Cut Tape (CT)","ECH-U(X)","Active","0.047µF","±5%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.067"" (1.70mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H473JX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E1).jpg,PCF1557DKR-ND,ECH-U1H473JX9,Panasonic Electronic Components,CAP FILM 0.047UF 5% 50VDC 1913,9598,0,"Digi-Reel","0","1","Digi-Reel®","ECH-U(X)","Active","0.047µF","±5%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.067"" (1.70mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H473GX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E1).jpg,PCF1548TR-ND,ECH-U1H473GX9,Panasonic Electronic Components,CAP FILM 0.047UF 2% 50VDC 1913,9000,0,"0.30943","0","3000","Tape & Reel (TR)","ECH-U(X)","Active","0.047µF","±2%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.067"" (1.70mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H473GX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E1).jpg,PCF1548CT-ND,ECH-U1H473GX9,Panasonic Electronic Components,CAP FILM 0.047UF 2% 50VDC 1913,10062,0,"1.05000","0","1","Cut Tape (CT)","ECH-U(X)","Active","0.047µF","±2%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.067"" (1.70mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H473GX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E1).jpg,PCF1548DKR-ND,ECH-U1H473GX9,Panasonic Electronic Components,CAP FILM 0.047UF 2% 50VDC 1913,10062,0,"Digi-Reel","0","1","Digi-Reel®","ECH-U(X)","Active","0.047µF","±2%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.067"" (1.70mm)","Solder Pads","-","General Purpose","-","-"
https://api.kemet.com/component-edge/download/datasheet/LDEEC3100KA5N00.pdf,//media.digikey.com/Photos/Kemet%20Photos/LDEMD2220JA5N00.jpg,399-5480-2-ND,LDEEC3100KA5N00,KEMET,CAP FILM 0.1UF 10% 100VDC 1812,21000,0,"0.31262","0","3000","Tape & Reel (TR)","LDE","Active","0.1µF","±10%","63V","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1812 (4532 Metric)","0.185"" L x 0.130"" W (4.70mm x 3.30mm)","0.094"" (2.40mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEEC3100KA5N00.pdf,//media.digikey.com/Photos/Kemet%20Photos/LDEMD2220JA5N00.jpg,399-5480-1-ND,LDEEC3100KA5N00,KEMET,CAP FILM 0.1UF 10% 100VDC 1812,23061,0,"1.06000","0","1","Cut Tape (CT)","LDE","Active","0.1µF","±10%","63V","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1812 (4532 Metric)","0.185"" L x 0.130"" W (4.70mm x 3.30mm)","0.094"" (2.40mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEEC3100KA5N00.pdf,//media.digikey.com/Photos/Kemet%20Photos/LDEMD2220JA5N00.jpg,399-5480-6-ND,LDEEC3100KA5N00,KEMET,CAP FILM 0.1UF 10% 100VDC 1812,23061,0,"Digi-Reel","0","1","Digi-Reel®","LDE","Active","0.1µF","±10%","63V","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1812 (4532 Metric)","0.185"" L x 0.130"" W (4.70mm x 3.30mm)","0.094"" (2.40mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECH-UB-UX%20SERIES%201210.jpg,PCF1088TR-ND,ECH-U1C104JB5,Panasonic Electronic Components,CAP FILM 0.1UF 5% 16VDC 1210,2000,0,"0.31639","0","2000","Tape & Reel (TR)","ECH-U(B)","Active","0.1µF","±5%","-","16V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.087"" (2.20mm)","Solder Pads","-","General Purpose","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECH-UB-UX%20SERIES%201210.jpg,PCF1088CT-ND,ECH-U1C104JB5,Panasonic Electronic Components,CAP FILM 0.1UF 5% 16VDC 1210,3635,0,"0.95000","0","1","Cut Tape (CT)","ECH-U(B)","Active","0.1µF","±5%","-","16V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.087"" (2.20mm)","Solder Pads","-","General Purpose","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECH-UB-UX%20SERIES%201210.jpg,PCF1088DKR-ND,ECH-U1C104JB5,Panasonic Electronic Components,CAP FILM 0.1UF 5% 16VDC 1210,3635,0,"Digi-Reel","0","1","Digi-Reel®","ECH-U(B)","Active","0.1µF","±5%","-","16V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.087"" (2.20mm)","Solder Pads","-","General Purpose","-","-"
https://www.tdk-electronics.tdk.com/inf/20/20/db/fc_2009/B32520_529.pdf,"//media.digikey.com/photos/Epcos%20Photos/MKT%20SERIES%2013.0H,7.8L.jpg",495-4914-3-ND,B32529C3474J289,EPCOS (TDK),CAP FILM 0.47UF 5% 250VDC RADIAL,18000,0,"0.32039","0","1000","Tape & Box (TB)","B32529","Active","0.47µF","±5%","160V","250V","Polyester, Polyethylene Terephthalate (PET), Metallized - Stacked","-","-55°C ~ 125°C","Through Hole","Radial","0.307"" L x 0.307"" W (7.80mm x 7.80mm)","0.512"" (13.00mm)","PC Pins","0.197"" (5.00mm)","Automotive; EMI, RFI Suppression","-","-"
https://www.tdk-electronics.tdk.com/inf/20/20/db/fc_2009/B32520_529.pdf,"//media.digikey.com/photos/Epcos%20Photos/MKT%20SERIES%2013.0H,7.8L.jpg",495-4914-1-ND,B32529C3474J289,EPCOS (TDK),CAP FILM 0.47UF 5% 250VDC RADIAL,18534,0,"1.02000","0","1","Cut Tape (CT)","B32529","Active","0.47µF","±5%","160V","250V","Polyester, Polyethylene Terephthalate (PET), Metallized - Stacked","-","-55°C ~ 125°C","Through Hole","Radial","0.307"" L x 0.307"" W (7.80mm x 7.80mm)","0.512"" (13.00mm)","PC Pins","0.197"" (5.00mm)","Automotive; EMI, RFI Suppression","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H104JX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E2).jpg,PCF1561TR-ND,ECH-U1H104JX9,Panasonic Electronic Components,CAP FILM 0.1UF 5% 50VDC 1913,39000,0,"0.32741","0","3000","Tape & Reel (TR)","ECH-U(X)","Active","0.1µF","±5%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.091"" (2.30mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H104JX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E2).jpg,PCF1561CT-ND,ECH-U1H104JX9,Panasonic Electronic Components,CAP FILM 0.1UF 5% 50VDC 1913,43897,0,"0.99000","0","1","Cut Tape (CT)","ECH-U(X)","Active","0.1µF","±5%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.091"" (2.30mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H104JX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E2).jpg,PCF1561DKR-ND,ECH-U1H104JX9,Panasonic Electronic Components,CAP FILM 0.1UF 5% 50VDC 1913,43897,0,"Digi-Reel","0","1","Digi-Reel®","ECH-U(X)","Active","0.1µF","±5%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.091"" (2.30mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H104GX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E2).jpg,PCF1552TR-ND,ECH-U1H104GX9,Panasonic Electronic Components,CAP FILM 0.1UF 2% 50VDC 1913,42000,0,"0.34786","0","3000","Tape & Reel (TR)","ECH-U(X)","Active","0.1µF","±2%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.091"" (2.30mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H104GX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E2).jpg,PCF1552CT-ND,ECH-U1H104GX9,Panasonic Electronic Components,CAP FILM 0.1UF 2% 50VDC 1913,42900,0,"1.05000","0","1","Cut Tape (CT)","ECH-U(X)","Active","0.1µF","±2%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.091"" (2.30mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H104GX9+7+WW,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/ECHU-(E2).jpg,PCF1552DKR-ND,ECH-U1H104GX9,Panasonic Electronic Components,CAP FILM 0.1UF 2% 50VDC 1913,42900,0,"Digi-Reel","0","1","Digi-Reel®","ECH-U(X)","Active","0.1µF","±2%","-","50V","Polyphenylene Sulfide (PPS), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.091"" (2.30mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0023+ECQE4104KF+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/ECQ-EF%20SERIES%2011.9,12.0H,12.0L.jpg",EF4104-ND,ECQ-E4104KF,Panasonic Electronic Components,CAP FILM 0.1UF 10% 400VDC RADIAL,307592,0,"0.35000","0","1","Bulk","ECQ-E(F)","Active","0.1µF","±10%","-","400V","Polyester, Metallized","-","-40°C ~ 105°C","Through Hole","Radial","0.472"" L x 0.248"" W (12.00mm x 6.30mm)","0.512"" (13.00mm)","PC Pins","0.394"" (10.00mm)","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0001+ECWU1473JC9+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ECW-UB-UC-UV16-UV17%20SERIES%201913.jpg,PCF1216TR-ND,ECW-U1473JC9,Panasonic Electronic Components,CAP FILM 0.047UF 5% 100VDC 1913,6000,0,"0.35098","0","3000","Tape & Reel (TR)","ECW-U(C)","Active","0.047µF","±5%","-","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.087"" (2.20mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0001+ECWU1473JC9+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ECW-UB-UC-UV16-UV17%20SERIES%201913.jpg,PCF1216CT-ND,ECW-U1473JC9,Panasonic Electronic Components,CAP FILM 0.047UF 5% 100VDC 1913,8998,0,"1.10000","0","1","Cut Tape (CT)","ECW-U(C)","Active","0.047µF","±5%","-","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.087"" (2.20mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0001+ECWU1473JC9+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ECW-UB-UC-UV16-UV17%20SERIES%201913.jpg,PCF1216DKR-ND,ECW-U1473JC9,Panasonic Electronic Components,CAP FILM 0.047UF 5% 100VDC 1913,8998,0,"Digi-Reel","0","1","Digi-Reel®","ECW-U(C)","Active","0.047µF","±5%","-","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1913 (4833 Metric)","0.189"" L x 0.130"" W (4.80mm x 3.30mm)","0.087"" (2.20mm)","Solder Pads","-","General Purpose","-","-"
https://api.kemet.com/component-edge/download/datasheet/LDEDB3100JA0N00.pdf,//media.digikey.com/Renders/Kemet%20Renders/399-1812.jpg,399-6417-2-ND,LDEDB3100JA0N00,KEMET,CAP FILM 0.1UF 5% 63VDC 1210,9000,0,"0.35616","0","2250","Tape & Reel (TR)","LDE","Active","0.1µF","±5%","40V","63V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","0.130"" L x 0.098"" W (3.30mm x 2.50mm)","0.083"" (2.10mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEDB3100JA0N00.pdf,//media.digikey.com/Renders/Kemet%20Renders/399-1812.jpg,399-6417-1-ND,LDEDB3100JA0N00,KEMET,CAP FILM 0.1UF 5% 63VDC 1210,9336,0,"1.11000","0","1","Cut Tape (CT)","LDE","Active","0.1µF","±5%","40V","63V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","0.130"" L x 0.098"" W (3.30mm x 2.50mm)","0.083"" (2.10mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEDB3100JA0N00.pdf,//media.digikey.com/Renders/Kemet%20Renders/399-1812.jpg,399-6417-6-ND,LDEDB3100JA0N00,KEMET,CAP FILM 0.1UF 5% 63VDC 1210,9336,0,"Digi-Reel","0","1","Digi-Reel®","LDE","Active","0.1µF","±5%","40V","63V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","0.130"" L x 0.098"" W (3.30mm x 2.50mm)","0.083"" (2.10mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEPD2100KA5N00.pdf,//media.digikey.com/Photos/Kemet%20Photos/LDEMD2220JA5N00.jpg,399-5482-2-ND,LDEPD2100KA5N00,KEMET,CAP FILM 10000PF 10% 630VDC 2220,76500,0,"0.36018","0","2250","Tape & Reel (TR)","LDE","Active","10000pF","±10%","200V","630V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","0.236"" L x 0.197"" W (6.00mm x 5.00mm)","0.118"" (3.00mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEPD2100KA5N00.pdf,//media.digikey.com/Photos/Kemet%20Photos/LDEMD2220JA5N00.jpg,399-5482-1-ND,LDEPD2100KA5N00,KEMET,CAP FILM 10000PF 10% 630VDC 2220,77395,0,"1.09000","0","1","Cut Tape (CT)","LDE","Active","10000pF","±10%","200V","630V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","0.236"" L x 0.197"" W (6.00mm x 5.00mm)","0.118"" (3.00mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
https://api.kemet.com/component-edge/download/datasheet/LDEPD2100KA5N00.pdf,//media.digikey.com/Photos/Kemet%20Photos/LDEMD2220JA5N00.jpg,399-5482-6-ND,LDEPD2100KA5N00,KEMET,CAP FILM 10000PF 10% 630VDC 2220,77395,0,"Digi-Reel","0","1","Digi-Reel®","LDE","Active","10000pF","±10%","200V","630V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","0.236"" L x 0.197"" W (6.00mm x 5.00mm)","0.118"" (3.00mm)","Solder Pads","-","Automotive","AEC-Q200","High Temperature"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECWU_C_V16_17_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECW-UV16-UV17%20SERIES%202416.jpg,PCF1430TR-ND,ECW-U4223V17,Panasonic Electronic Components,CAP FILM 0.022UF 5% 400VDC 2416,28000,0,"0.36848","0","2000","Tape & Reel (TR)","ECW-UC(V17)","Active","0.022µF","±5%","-","400V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 85°C","Surface Mount","2416 (6041 Metric)","0.236"" L x 0.161"" W (6.00mm x 4.10mm)","0.134"" (3.40mm)","Solder Pads","-","DC Link, DC Filtering","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECWU_C_V16_17_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECW-UV16-UV17%20SERIES%202416.jpg,PCF1430CT-ND,ECW-U4223V17,Panasonic Electronic Components,CAP FILM 0.022UF 5% 400VDC 2416,30045,0,"1.15000","0","1","Cut Tape (CT)","ECW-UC(V17)","Active","0.022µF","±5%","-","400V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 85°C","Surface Mount","2416 (6041 Metric)","0.236"" L x 0.161"" W (6.00mm x 4.10mm)","0.134"" (3.40mm)","Solder Pads","-","DC Link, DC Filtering","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECWU_C_V16_17_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/ECW-UV16-UV17%20SERIES%202416.jpg,PCF1430DKR-ND,ECW-U4223V17,Panasonic Electronic Components,CAP FILM 0.022UF 5% 400VDC 2416,30045,0,"Digi-Reel","0","1","Digi-Reel®","ECW-UC(V17)","Active","0.022µF","±5%","-","400V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 85°C","Surface Mount","2416 (6041 Metric)","0.236"" L x 0.161"" W (6.00mm x 4.10mm)","0.134"" (3.40mm)","Solder Pads","-","DC Link, DC Filtering","-","-"
http://datasheets.avx.com/cb-petht.pdf,//media.digikey.com/photos/AVX%20Photos/CB042D0334JBC.JPG,478-4537-2-ND,CB042D0474JBC,AVX Corporation,CAP FILM 0.47UF 5% 63VDC 2220,4600,0,"0.36960","0","2300","Tape & Reel (TR)","CB","Active","0.47µF","±5%","40V","63V","Polyester, Polyethylene Terephthalate (PET), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","0.228"" L x 0.197"" W (5.80mm x 5.00mm)","0.138"" (3.50mm)","Solder Pads","-","General Purpose","-","-"
http://datasheets.avx.com/cb-petht.pdf,//media.digikey.com/photos/AVX%20Photos/CB042D0334JBC.JPG,478-4537-1-ND,CB042D0474JBC,AVX Corporation,CAP FILM 0.47UF 5% 63VDC 2220,6410,2300,"1.15000","0","1","Cut Tape (CT)","CB","Active","0.47µF","±5%","40V","63V","Polyester, Polyethylene Terephthalate (PET), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","0.228"" L x 0.197"" W (5.80mm x 5.00mm)","0.138"" (3.50mm)","Solder Pads","-","General Purpose","-","-"
http://datasheets.avx.com/cb-petht.pdf,//media.digikey.com/photos/AVX%20Photos/CB042D0334JBC.JPG,478-4537-6-ND,CB042D0474JBC,AVX Corporation,CAP FILM 0.47UF 5% 63VDC 2220,6410,2300,"Digi-Reel","0","1","Digi-Reel®","CB","Active","0.47µF","±5%","40V","63V","Polyester, Polyethylene Terephthalate (PET), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","0.228"" L x 0.197"" W (5.80mm x 5.00mm)","0.138"" (3.50mm)","Solder Pads","-","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0029+ECQU2A104ML+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/ECQ-UL%20SERIES%2011.5H,17.5L.jpg",P10730-ND,ECQ-U2A104ML,Panasonic Electronic Components,CAP FILM 0.1UF 20% 275VAC RADIAL,201780,0,"0.39000","0","1","Bulk","ECQ-UL","Active","0.1µF","±20%","275V","-","Polyester, Metallized","-","-40°C ~ 100°C","Through Hole","Radial","0.689"" L x 0.217"" W (17.50mm x 5.50mm)","0.492"" (12.50mm)","PC Pins","0.591"" (15.00mm)","EMI, RFI Suppression","X2","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0023+ECQE6103KF+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/ECQ-EF%20SERIES%2010.0,10.3,10.5,10.9H,12.0L.jpg",EF6103-ND,ECQ-E6103KF,Panasonic Electronic Components,CAP FILM 10000PF 10% 630VDC RAD,47330,0,"0.39000","0","1","Bulk","ECQ-E(F)","Active","10000pF","±10%","-","630V","Polyester, Metallized","-","-40°C ~ 105°C","Through Hole","Radial","0.472"" L x 0.177"" W (12.00mm x 4.50mm)","0.335"" (8.50mm)","PC Pins","0.394"" (10.00mm)","General Purpose","-","-"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0001+ECWU1104KC9+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ECW-UV16-UV17%20SERIES%202416.jpg,PCF1234TR-ND,ECW-U1104KC9,Panasonic Electronic Components,CAP FILM 0.1UF 10% 100VDC 2416,6000,0,"0.40418","0","3000","Tape & Reel (TR)","ECW-U(C)","Active","0.1µF","±10%","-","100V","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","-","-55°C ~ 125°C","Surface Mount","2416 (6041 Metric)","0.236"" L x 0.161"" W (6.00mm x 4.10mm)","0.079"" (2.00mm)","Solder Pads","-","General Purpose","-","-"
