Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Type","ESR (Equivalent Series Resistance)","Operating Temperature","Lifetime @ Temp.","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Lead Spacing","Manufacturer Size Code","Ratings","Features"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4043-6-ND,T520D227M006ATE040,KEMET,CAP TANT POLY 220UF 6.3V 2917,12749,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8005+2R5TPE470M9+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/6TPE220MI.JPG,P16259TR-ND,2R5TPE470M9,Panasonic Electronic Components,CAP TANT POLY 470UF 2.5V 2917,18000,0,"0.65207","0","3000","Tape & Reel (TR)","POSCAP™ TPE","Active","470µF","±20%","2.5V","Molded","9mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","D2E","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8005+2R5TPE470M9+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/6TPE220MI.JPG,P16259CT-ND,2R5TPE470M9,Panasonic Electronic Components,CAP TANT POLY 470UF 2.5V 2917,19122,0,"1.76000","0","1","Cut Tape (CT)","POSCAP™ TPE","Active","470µF","±20%","2.5V","Molded","9mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","D2E","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8005+2R5TPE470M9+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/6TPE220MI.JPG,P16259DKR-ND,2R5TPE470M9,Panasonic Electronic Components,CAP TANT POLY 470UF 2.5V 2917,19122,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPE","Active","470µF","±20%","2.5V","Molded","9mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","D2E","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-9777-2-ND,T520C337M2R5ATE015,KEMET,CAP TANT POLY 330UF 2.5V 2312,17000,0,"0.66300","0","500","Tape & Reel (TR)","KO-CAP® T520","Active","330µF","±20%","2.5V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-9777-1-ND,T520C337M2R5ATE015,KEMET,CAP TANT POLY 330UF 2.5V 2312,17190,0,"1.70000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","330µF","±20%","2.5V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-9777-6-ND,T520C337M2R5ATE015,KEMET,CAP TANT POLY 330UF 2.5V 2312,17190,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","330µF","±20%","2.5V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4110-2-ND,T520V477M2R5ATE015,KEMET,CAP TANT POLY 470UF 2.5V 2917,2000,0,"0.67200","0","1000","Tape & Reel (TR)","KO-CAP® T520","Active","470µF","±20%","2.5V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4110-1-ND,T520V477M2R5ATE015,KEMET,CAP TANT POLY 470UF 2.5V 2917,2901,0,"1.75000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","470µF","±20%","2.5V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4110-6-ND,T520V477M2R5ATE015,KEMET,CAP TANT POLY 470UF 2.5V 2917,2901,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","470µF","±20%","2.5V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4052-2-ND,T520D337M006ATE015,KEMET,CAP TANT POLY 330UF 6.3V 2917,34500,0,"0.67660","0","500","Tape & Reel (TR)","KO-CAP® T520","Active","330µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4052-1-ND,T520D337M006ATE015,KEMET,CAP TANT POLY 330UF 6.3V 2917,34777,0,"1.74000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","330µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4052-6-ND,T520D337M006ATE015,KEMET,CAP TANT POLY 330UF 6.3V 2917,34777,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","330µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4047-2-ND,T520D227M010ATE040,KEMET,CAP TANT POLY 220UF 10V 2917,41500,0,"0.69360","0","500","Tape & Reel (TR)","KO-CAP® T520","Active","220µF","±20%","10V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4047-1-ND,T520D227M010ATE040,KEMET,CAP TANT POLY 220UF 10V 2917,42045,0,"1.78000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","220µF","±20%","10V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4047-6-ND,T520D227M010ATE040,KEMET,CAP TANT POLY 220UF 10V 2917,42045,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","220µF","±20%","10V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+10TPB220ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/10TPB220M.JPG,P16448TR-ND,10TPB220ML,Panasonic Electronic Components,CAP TANT POLY 220UF 10V 2917,10000,0,"0.69861","0","2500","Tape & Reel (TR)","POSCAP™ TPB","Active","220µF","±20%","10V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+10TPB220ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/10TPB220M.JPG,P16448CT-ND,10TPB220ML,Panasonic Electronic Components,CAP TANT POLY 220UF 10V 2917,11320,0,"1.88000","0","1","Cut Tape (CT)","POSCAP™ TPB","Active","220µF","±20%","10V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+10TPB220ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/10TPB220M.JPG,P16448DKR-ND,10TPB220ML,Panasonic Electronic Components,CAP TANT POLY 220UF 10V 2917,11320,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPB","Active","220µF","±20%","10V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+6TPB330ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20D3L.JPG,P16618TR-ND,6TPB330ML,Panasonic Electronic Components,CAP TANT POLY 330UF 6.3V 2917,2500,0,"0.69861","0","2500","Tape & Reel (TR)","POSCAP™ TPB","Active","330µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+6TPB330ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20D3L.JPG,P16618CT-ND,6TPB330ML,Panasonic Electronic Components,CAP TANT POLY 330UF 6.3V 2917,4998,0,"1.88000","0","1","Cut Tape (CT)","POSCAP™ TPB","Active","330µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+6TPB330ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20D3L.JPG,P16618DKR-ND,6TPB330ML,Panasonic Electronic Components,CAP TANT POLY 330UF 6.3V 2917,4998,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPB","Active","330µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-12338-2-ND,T520V227M010ATE045,KEMET,CAP TANT POLY 220UF 10V 2917,13000,0,"0.71700","0","1000","Tape & Reel (TR)","KO-CAP® T520","Active","220µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-12338-1-ND,T520V227M010ATE045,KEMET,CAP TANT POLY 220UF 10V 2917,13946,0,"1.87000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","220µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-12338-6-ND,T520V227M010ATE045,KEMET,CAP TANT POLY 220UF 10V 2917,13946,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","220µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-9782-2-ND,T520V337M006ATE015,KEMET,CAP TANT POLY 330UF 6.3V 2917,5000,0,"0.71700","0","1000","Tape & Reel (TR)","KO-CAP® T520","Active","330µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-9782-1-ND,T520V337M006ATE015,KEMET,CAP TANT POLY 330UF 6.3V 2917,5273,0,"1.87000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","330µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-9782-6-ND,T520V337M006ATE015,KEMET,CAP TANT POLY 330UF 6.3V 2917,5273,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","330µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4086-2-ND,T520V227M006ATE012,KEMET,CAP TANT POLY 220UF 6.3V 2917,1000,0,"0.71700","0","1000","Tape & Reel (TR)","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","12mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4086-1-ND,T520V227M006ATE012,KEMET,CAP TANT POLY 220UF 6.3V 2917,1707,0,"1.87000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","12mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4086-6-ND,T520V227M006ATE012,KEMET,CAP TANT POLY 220UF 6.3V 2917,1707,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","12mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-9787-2-ND,T521V107M016ATE050,KEMET,CAP TANTALUM 100UF 16V 2917,87000,0,"0.72500","0","1000","Tape & Reel (TR)","KO-CAP® T521","Active","100µF","±20%","16V","Molded","50mOhm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-9787-1-ND,T521V107M016ATE050,KEMET,CAP TANTALUM 100UF 16V 2917,87504,0,"1.96000","0","1","Cut Tape (CT)","KO-CAP® T521","Active","100µF","±20%","16V","Molded","50mOhm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-9787-6-ND,T521V107M016ATE050,KEMET,CAP TANTALUM 100UF 16V 2917,87504,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T521","Active","100µF","±20%","16V","Molded","50mOhm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5757-2-ND,T521V476M020ATE090,KEMET,CAP TANTALUM 47UF 20V 2917,39000,0,"0.72500","0","1000","Tape & Reel (TR)","KO-CAP® T521","Active","47µF","±20%","20V","Molded","90mOhm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5757-1-ND,T521V476M020ATE090,KEMET,CAP TANTALUM 47UF 20V 2917,39743,0,"1.96000","0","1","Cut Tape (CT)","KO-CAP® T521","Active","47µF","±20%","20V","Molded","90mOhm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5757-6-ND,T521V476M020ATE090,KEMET,CAP TANTALUM 47UF 20V 2917,39743,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T521","Active","47µF","±20%","20V","Molded","90mOhm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5935-2-ND,T521V686M016ATE050,KEMET,CAP TANTALUM 68UF 16V 2917,38000,0,"0.72500","0","1000","Tape & Reel (TR)","KO-CAP® T521","Active","68µF","±20%","16V","Molded","50mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5935-1-ND,T521V686M016ATE050,KEMET,CAP TANTALUM 68UF 16V 2917,38407,0,"1.96000","0","1","Cut Tape (CT)","KO-CAP® T521","Active","68µF","±20%","16V","Molded","50mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5935-6-ND,T521V686M016ATE050,KEMET,CAP TANTALUM 68UF 16V 2917,38407,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T521","Active","68µF","±20%","16V","Molded","50mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5759-2-ND,T521V336M025ATE060,KEMET,CAP TANTALUM 33UF 25V 2917,17000,0,"0.72500","0","1000","Tape & Reel (TR)","KO-CAP® T521","Active","33µF","±20%","25V","Molded","60mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5759-1-ND,T521V336M025ATE060,KEMET,CAP TANTALUM 33UF 25V 2917,18541,0,"1.96000","0","1","Cut Tape (CT)","KO-CAP® T521","Active","33µF","±20%","25V","Molded","60mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T521.jpg,399-5759-6-ND,T521V336M025ATE060,KEMET,CAP TANTALUM 33UF 25V 2917,18541,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T521","Active","33µF","±20%","25V","Molded","60mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","V","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+6TPB220ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20D3L.JPG,P16234TR-ND,6TPB220ML,Panasonic Electronic Components,CAP TANT POLY 220UF 6.3V 2917,10000,0,"0.73326","0","2500","Tape & Reel (TR)","POSCAP™ TPB","Active","220µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+6TPB220ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20D3L.JPG,P16234CT-ND,6TPB220ML,Panasonic Electronic Components,CAP TANT POLY 220UF 6.3V 2917,12069,0,"1.98000","0","1","Cut Tape (CT)","POSCAP™ TPB","Active","220µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8006+6TPB220ML+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20D3L.JPG,P16234DKR-ND,6TPB220ML,Panasonic Electronic Components,CAP TANT POLY 220UF 6.3V 2917,12069,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPB","Active","220µF","±20%","6.3V","Molded","40mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.118"" (3.00mm)","-","D3L","-","General Purpose"
