Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Type","ESR (Equivalent Series Resistance)","Operating Temperature","Lifetime @ Temp.","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Lead Spacing","Manufacturer Size Code","Ratings","Features"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5308-2-ND,T520B107M006ATE018,KEMET,CAP TANT POLY 100UF 6.3V 3528,42000,0,"0.43210","0","2000","Tape & Reel (TR)","KO-CAP® T520","Active","100µF","±20%","6.3V","Molded","18mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5308-1-ND,T520B107M006ATE018,KEMET,CAP TANT POLY 100UF 6.3V 3528,43242,0,"1.30000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","100µF","±20%","6.3V","Molded","18mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5308-6-ND,T520B107M006ATE018,KEMET,CAP TANT POLY 100UF 6.3V 3528,43242,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","100µF","±20%","6.3V","Molded","18mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5138-2-ND,T520B476M006ATE025,KEMET,CAP TANT POLY 47UF 6.3V 3528,18000,0,"0.43210","0","2000","Tape & Reel (TR)","KO-CAP® T520","Active","47µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5138-1-ND,T520B476M006ATE025,KEMET,CAP TANT POLY 47UF 6.3V 3528,18293,0,"1.30000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","47µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5138-6-ND,T520B476M006ATE025,KEMET,CAP TANT POLY 47UF 6.3V 3528,18293,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","47µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8007+6TPC47MB+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20BI.JPG,P16622TR-ND,6TPC47MB,Panasonic Electronic Components,CAP TANT POLY 47UF 6.3V 1411,15000,0,"0.43312","0","3000","Tape & Reel (TR)","POSCAP™ TPC","Active","47µF","±20%","6.3V","Molded","70mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)","-","B1","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8007+6TPC47MB+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20BI.JPG,P16622CT-ND,6TPC47MB,Panasonic Electronic Components,CAP TANT POLY 47UF 6.3V 1411,19173,0,"1.31000","0","1","Cut Tape (CT)","POSCAP™ TPC","Active","47µF","±20%","6.3V","Molded","70mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)","-","B1","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8007+6TPC47MB+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPC%20Series%20BI.JPG,P16622DKR-ND,6TPC47MB,Panasonic Electronic Components,CAP TANT POLY 47UF 6.3V 1411,19173,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPC","Active","47µF","±20%","6.3V","Molded","70mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)","-","B1","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5483-2-ND,T520B106M016ATE100,KEMET,CAP TANT POLY 10UF 16V 3528,52000,0,"0.43500","0","2000","Tape & Reel (TR)","KO-CAP® T520","Active","10µF","±20%","16V","Molded","100mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5483-1-ND,T520B106M016ATE100,KEMET,CAP TANT POLY 10UF 16V 3528,53198,0,"1.31000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","10µF","±20%","16V","Molded","100mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5483-6-ND,T520B106M016ATE100,KEMET,CAP TANT POLY 10UF 16V 3528,53198,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","10µF","±20%","16V","Molded","100mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/TPE_Series_POSCAP_Rev02_Oct_2017.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPE%20Series%20B2.JPG,P16248TR-ND,6TPE100MPB,Panasonic Electronic Components,CAP TANT POLY 100UF 6.3V 1411,22000,0,"0.43790","0","2000","Tape & Reel (TR)","POSCAP™ TPE","Active","100µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","B2","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/TPE_Series_POSCAP_Rev02_Oct_2017.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPE%20Series%20B2.JPG,P16248CT-ND,6TPE100MPB,Panasonic Electronic Components,CAP TANT POLY 100UF 6.3V 1411,23438,0,"1.32000","0","1","Cut Tape (CT)","POSCAP™ TPE","Active","100µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","B2","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/TPE_Series_POSCAP_Rev02_Oct_2017.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPE%20Series%20B2.JPG,P16248DKR-ND,6TPE100MPB,Panasonic Electronic Components,CAP TANT POLY 100UF 6.3V 1411,24438,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPE","Active","100µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","B2","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5605-2-ND,T520C476M010ATE100,KEMET,CAP TANT POLY 47UF 10V 2312,12500,0,"0.44200","0","500","Tape & Reel (TR)","KO-CAP® T520","Active","47µF","±20%","10V","Molded","100mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5605-1-ND,T520C476M010ATE100,KEMET,CAP TANT POLY 47UF 10V 2312,17736,0,"1.14000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","47µF","±20%","10V","Molded","100mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5605-6-ND,T520C476M010ATE100,KEMET,CAP TANT POLY 47UF 10V 2312,17736,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","47µF","±20%","10V","Molded","100mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4662-2-ND,T520C686M010ATE045,KEMET,CAP TANT POLY 68UF 10V 2312,11500,0,"0.44200","0","500","Tape & Reel (TR)","KO-CAP® T520","Active","68µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4662-1-ND,T520C686M010ATE045,KEMET,CAP TANT POLY 68UF 10V 2312,12240,0,"1.14000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","68µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4662-6-ND,T520C686M010ATE045,KEMET,CAP TANT POLY 68UF 10V 2312,12240,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","68µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)","-","C","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4030-2-ND,T520D107M010ATE080,KEMET,CAP TANT POLY 100UF 10V 2917,32500,0,"0.44640","0","500","Tape & Reel (TR)","KO-CAP® T520","Active","100µF","±20%","10V","Molded","80mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4030-1-ND,T520D107M010ATE080,KEMET,CAP TANT POLY 100UF 10V 2917,32687,0,"1.08000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","100µF","±20%","10V","Molded","80mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-4030-6-ND,T520D107M010ATE080,KEMET,CAP TANT POLY 100UF 10V 2917,32687,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","100µF","±20%","10V","Molded","80mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)","-","D","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/TPE_Series_POSCAP_Rev02_Oct_2017.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPE%20Series%20B2.JPG,P16246TR-ND,6TPE150MAZB,Panasonic Electronic Components,CAP TANT POLY 150UF 6.3V 1411,6000,0,"0.44936","0","2000","Tape & Reel (TR)","POSCAP™ TPE","Active","150µF","±20%","6.3V","Molded","35mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","B2","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/TPE_Series_POSCAP_Rev02_Oct_2017.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPE%20Series%20B2.JPG,P16246CT-ND,6TPE150MAZB,Panasonic Electronic Components,CAP TANT POLY 150UF 6.3V 1411,6915,0,"1.35000","0","1","Cut Tape (CT)","POSCAP™ TPE","Active","150µF","±20%","6.3V","Molded","35mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","B2","-","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/TPE_Series_POSCAP_Rev02_Oct_2017.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP%20TPE%20Series%20B2.JPG,P16246DKR-ND,6TPE150MAZB,Panasonic Electronic Components,CAP TANT POLY 150UF 6.3V 1411,6915,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPE","Active","150µF","±20%","6.3V","Molded","35mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","B2","-","General Purpose"
http://industrial.panasonic.com/cdbs/www-data/pdf/AAA8000/AAA8000C28.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP-TPU-0805-2012-Metric.jpg,P16212TR-ND,6TPU47MSI,Panasonic Electronic Components,CAP TANT POLY 47UF 6.3V 0805,30000,0,"0.45559","0","3000","Tape & Reel (TR)","POSCAP™ TPU","Not For New Designs","47µF","±20%","6.3V","Molded","150mOhm @ 100kHz","-55°C ~ 85°C","1000 Hrs @ 85°C","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-","S09","-","General Purpose"
http://industrial.panasonic.com/cdbs/www-data/pdf/AAA8000/AAA8000C28.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP-TPU-0805-2012-Metric.jpg,P16212CT-ND,6TPU47MSI,Panasonic Electronic Components,CAP TANT POLY 47UF 6.3V 0805,32992,0,"1.37000","0","1","Cut Tape (CT)","POSCAP™ TPU","Not For New Designs","47µF","±20%","6.3V","Molded","150mOhm @ 100kHz","-55°C ~ 85°C","1000 Hrs @ 85°C","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-","S09","-","General Purpose"
http://industrial.panasonic.com/cdbs/www-data/pdf/AAA8000/AAA8000C28.pdf,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP-TPU-0805-2012-Metric.jpg,P16212DKR-ND,6TPU47MSI,Panasonic Electronic Components,CAP TANT POLY 47UF 6.3V 0805,32992,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPU","Not For New Designs","47µF","±20%","6.3V","Molded","150mOhm @ 100kHz","-55°C ~ 85°C","1000 Hrs @ 85°C","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-","S09","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8007+10TPC100M+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP-TPC-Series-2917-7343-Metric.jpg,P16260TR-ND,10TPC100M,Panasonic Electronic Components,CAP TANT POLY 100UF 10V 2917,24000,0,"0.46632","0","3000","Tape & Reel (TR)","POSCAP™ TPC","Active","100µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","D2","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8007+10TPC100M+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP-TPC-Series-2917-7343-Metric.jpg,P16260CT-ND,10TPC100M,Panasonic Electronic Components,CAP TANT POLY 100UF 10V 2917,25576,0,"1.41000","0","1","Cut Tape (CT)","POSCAP™ TPC","Active","100µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","D2","-","General Purpose"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAA8007+10TPC100M+8+WW,//media.digikey.com/Photos/Panasonic%20Photos/POSCAP-TPC-Series-2917-7343-Metric.jpg,P16260DKR-ND,10TPC100M,Panasonic Electronic Components,CAP TANT POLY 100UF 10V 2917,25792,0,"Digi-Reel","0","1","Digi-Reel®","POSCAP™ TPC","Active","100µF","±20%","10V","Molded","45mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","D2","-","General Purpose"
http://www.vishay.com/docs/40174/t55.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20A.JPG,718-2164-2-ND,T55B227M6R3C0025,Vishay Sprague,CAP TANT POLY 220UF 6.3V 1411,58000,0,"0.47343","0","2000","Tape & Reel (TR)","vPolyTan™ T55","Active","220µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
http://www.vishay.com/docs/40174/t55.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20A.JPG,718-2164-1-ND,T55B227M6R3C0025,Vishay Sprague,CAP TANT POLY 220UF 6.3V 1411,59429,0,"1.43000","0","1","Cut Tape (CT)","vPolyTan™ T55","Active","220µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
http://www.vishay.com/docs/40174/t55.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20A.JPG,718-2164-6-ND,T55B227M6R3C0025,Vishay Sprague,CAP TANT POLY 220UF 6.3V 1411,59429,0,"Digi-Reel","0","1","Digi-Reel®","vPolyTan™ T55","Active","220µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
http://www.vishay.com/docs/40189/t58.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/MFG_vPolyTan-T58_top.JPG,718-2206-2-ND,T58BB476M016C0090,Vishay Sprague,CAP TANT POLY 47UF 16V 1411,10000,0,"0.48329","0","2000","Tape & Reel (TR)","vPolyTan™ T58","Active","47µF","±20%","16V","Molded","90mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 85°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","BB","-","General Purpose"
http://www.vishay.com/docs/40189/t58.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/MFG_vPolyTan-T58_top.JPG,718-2206-1-ND,T58BB476M016C0090,Vishay Sprague,CAP TANT POLY 47UF 16V 1411,11784,0,"1.46000","0","1","Cut Tape (CT)","vPolyTan™ T58","Active","47µF","±20%","16V","Molded","90mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 85°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","BB","-","General Purpose"
http://www.vishay.com/docs/40189/t58.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/MFG_vPolyTan-T58_top.JPG,718-2206-6-ND,T58BB476M016C0090,Vishay Sprague,CAP TANT POLY 47UF 16V 1411,11784,0,"Digi-Reel","0","1","Digi-Reel®","vPolyTan™ T58","Active","47µF","±20%","16V","Molded","90mOhm @ 100kHz","-55°C ~ 105°C","1000 Hrs @ 85°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)","-","BB","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5306-2-ND,T520B107M006ATE015,KEMET,CAP TANT POLY 100UF 6.3V 3528,30000,0,"0.49010","0","2000","Tape & Reel (TR)","KO-CAP® T520","Active","100µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5306-1-ND,T520B107M006ATE015,KEMET,CAP TANT POLY 100UF 6.3V 3528,32019,0,"1.48000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","100µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-5306-6-ND,T520B107M006ATE015,KEMET,CAP TANT POLY 100UF 6.3V 3528,32019,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","100µF","±20%","6.3V","Molded","15mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-11708-2-ND,T520B227M006ATE025,KEMET,CAP TANT 220UF 6.3V 20% 3528,12000,0,"0.49010","0","2000","Tape & Reel (TR)","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-11708-1-ND,T520B227M006ATE025,KEMET,CAP TANT 220UF 6.3V 20% 3528,12636,0,"1.48000","0","1","Cut Tape (CT)","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
https://content.kemet.com/datasheets/KEM_T2076_T52X-530.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_T520T107M006APE070.JPG,399-11708-6-ND,T520B227M006ATE025,KEMET,CAP TANT 220UF 6.3V 20% 3528,12636,0,"Digi-Reel","0","1","Digi-Reel®","KO-CAP® T520","Active","220µF","±20%","6.3V","Molded","25mOhm @ 100kHz","-55°C ~ 105°C","2000 Hrs @ 105°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose"
