Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Breakdown","ESR (Equivalent Series Resistance)","ESL (Equivalent Series Inductance)","Applications","Features","Operating Temperature","Package / Case","Height","Size / Dimension"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1045-1-ND,RFCS04021500CBTT1,Vishay Electro-Films,CAP SILICON 1.5PF 50V 0402,0,0,"Obsolete","0","1","Cut Tape (CT)","RFCS","Obsolete","1.5pF","±0.1pF","50V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1045-6-ND,RFCS04021500CBTT1,Vishay Electro-Films,CAP SILICON 1.5PF 50V 0402,0,0,"Digi-Reel","0","1","Digi-Reel®","RFCS","Obsolete","1.5pF","±0.1pF","50V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1049-2-ND,RFCS04021800CBTT1,Vishay Electro-Films,CAP SILICON 1.8PF 50V 0402,0,0,"Obsolete","0","1000","Tape & Reel (TR)","RFCS","Obsolete","1.8pF","±0.1pF","50V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1049-1-ND,RFCS04021800CBTT1,Vishay Electro-Films,CAP SILICON 1.8PF 50V 0402,0,0,"Obsolete","0","1","Cut Tape (CT)","RFCS","Obsolete","1.8pF","±0.1pF","50V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1049-6-ND,RFCS04021800CBTT1,Vishay Electro-Films,CAP SILICON 1.8PF 50V 0402,0,0,"Digi-Reel","0","1","Digi-Reel®","RFCS","Obsolete","1.8pF","±0.1pF","50V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1035-2-ND,RFCS04021000BJTT1,Vishay Electro-Films,CAP SILICON 10PF 5% 25V 0402,0,0,"Obsolete","0","1000","Tape & Reel (TR)","RFCS","Obsolete","10pF","±5%","25V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1035-1-ND,RFCS04021000BJTT1,Vishay Electro-Films,CAP SILICON 10PF 5% 25V 0402,0,0,"Obsolete","0","1","Cut Tape (CT)","RFCS","Obsolete","10pF","±5%","25V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1035-6-ND,RFCS04021000BJTT1,Vishay Electro-Films,CAP SILICON 10PF 5% 25V 0402,0,0,"Digi-Reel","0","1","Digi-Reel®","RFCS","Obsolete","10pF","±5%","25V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1039-2-ND,RFCS04021200BJTT1,Vishay Electro-Films,CAP SILICON 12PF 5% 16V 0402,0,0,"Obsolete","0","1000","Tape & Reel (TR)","RFCS","Obsolete","12pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1039-1-ND,RFCS04021200BJTT1,Vishay Electro-Films,CAP SILICON 12PF 5% 16V 0402,0,0,"Obsolete","0","1","Cut Tape (CT)","RFCS","Obsolete","12pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1039-6-ND,RFCS04021200BJTT1,Vishay Electro-Films,CAP SILICON 12PF 5% 16V 0402,0,0,"Digi-Reel","0","1","Digi-Reel®","RFCS","Obsolete","12pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1043-2-ND,RFCS04021500BJTT1,Vishay Electro-Films,CAP SILICON 15PF 5% 16V 0402,0,0,"Obsolete","0","1000","Tape & Reel (TR)","RFCS","Obsolete","15pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1047-2-ND,RFCS04021800BJTT1,Vishay Electro-Films,CAP SILICON 18PF 5% 16V 0402,0,0,"Obsolete","0","1000","Tape & Reel (TR)","RFCS","Obsolete","18pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1047-1-ND,RFCS04021800BJTT1,Vishay Electro-Films,CAP SILICON 18PF 5% 16V 0402,0,0,"Obsolete","0","1","Cut Tape (CT)","RFCS","Obsolete","18pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
http://www.vishay.com/docs/61090/rfcs.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,909-1047-6-ND,RFCS04021800BJTT1,Vishay Electro-Films,CAP SILICON 18PF 5% 16V 0402,0,0,"Digi-Reel","0","1","Digi-Reel®","RFCS","Obsolete","18pF","±5%","16V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/LPSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1003-1-ND,935121424410,IPDiA,CAP SILICON 1000PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","LPSC","Discontinued at Digi-Key","1000pF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability, Low Profile","-55°C ~ 150°C","0402 (1005 Metric)","0.004"" (0.10mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/LPSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1004-2-ND,935121424510,IPDiA,CAP SILICON 10000PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1000","Tape & Reel (TR)","LPSC","Discontinued at Digi-Key","10000pF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability, Low Profile","-55°C ~ 150°C","0402 (1005 Metric)","0.004"" (0.10mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/LPSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1005-1-ND,935121424522,IPDiA,CAP SILICON 0.022UF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","LPSC","Discontinued at Digi-Key","0.022µF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability, Low Profile","-55°C ~ 150°C","0402 (1005 Metric)","0.004"" (0.10mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/LPSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1006-1-ND,935121424533,IPDiA,CAP SILICON 0.033UF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","LPSC","Discontinued at Digi-Key","0.033µF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability, Low Profile","-55°C ~ 150°C","0402 (1005 Metric)","0.004"" (0.10mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/ETSC.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_EMSC.jpg,1210-1012-1-ND,93512442F610,IPDiA,CAP SILICON 0.1UF 15% 11V 0404,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","ETSC","Discontinued at Digi-Key","0.1µF","±15%","11V","100 mOhms","100pH","Wirebond and Embedded","High Reliability, Low Profile","-55°C ~ 200°C","0404 (1010 Metric)","0.010"" (0.25mm)","0.039"" L x 0.039"" W (1.00mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/ETSC.pdf,//media.digikey.com/Photos/Harting/93512442S710.jpg,1210-1014-1-ND,93512442S710,IPDiA,CAP SILICON 1.0UF 15% 11V 1208,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","ETSC","Discontinued at Digi-Key","1µF","±15%","11V","100 mOhms","100pH","Wirebond and Embedded","High Reliability, Low Profile","-55°C ~ 200°C","1208 (3020 Metric)","0.010"" (0.25mm)","0.118"" L x 0.079"" W (3.00mm x 2.00mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/ETSC.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_EMSC.jpg,1210-1015-1-ND,93512442Y733,IPDiA,CAP SILICON 3.3UF 15% 11V 1616,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","ETSC","Discontinued at Digi-Key","3.3µF","±15%","11V","100 mOhms","100pH","Wirebond and Embedded","High Reliability, Low Profile","-55°C ~ 200°C","1616 (4040 Metric)","0.010"" (0.25mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/EXSC_Series.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_EMSC.jpg,1210-1016-1-ND,93512542F610,IPDiA,CAP SILICON 0.1UF 15% 11V 0404,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","EXSC","Discontinued at Digi-Key","0.1µF","±15%","11V","100 mOhms","100pH","High Temperature","High Reliability, Low Profile","-55°C ~ 250°C","0404 (1010 Metric)","0.010"" (0.25mm)","0.039"" L x 0.039"" W (1.00mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/EXSC_Series.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_EMSC.jpg,1210-1017-2-ND,93512542H622,IPDiA,CAP SILICON 0.22UF 15% 11V 0505,0,0,"Discontinued at Digi-Key","0","1000","Tape & Reel (TR)","EXSC","Discontinued at Digi-Key","0.22µF","±15%","11V","100 mOhms","100pH","High Temperature","High Reliability, Low Profile","-55°C ~ 250°C","0505 (1313 Metric)","0.010"" (0.25mm)","0.049"" L x 0.049"" W (1.25mm x 1.25mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/EXSC_Series.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_EMSC.jpg,1210-1017-1-ND,93512542H622,IPDiA,CAP SILICON 0.22UF 15% 11V 0505,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","EXSC","Discontinued at Digi-Key","0.22µF","±15%","11V","100 mOhms","100pH","High Temperature","High Reliability, Low Profile","-55°C ~ 250°C","0505 (1313 Metric)","0.010"" (0.25mm)","0.049"" L x 0.049"" W (1.25mm x 1.25mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/EXSC_Series.pdf,//media.digikey.com/Photos/Harting/93512542S710.jpg,1210-1018-1-ND,93512542S710,IPDiA,CAP SILICON 1.0UF 15% 11V 1208,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","EXSC","Discontinued at Digi-Key","1µF","±15%","11V","100 mOhms","100pH","High Temperature","High Reliability, Low Profile","-55°C ~ 250°C","1208 (3020 Metric)","0.010"" (0.25mm)","0.118"" L x 0.079"" W (3.00mm x 2.00mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HSSC423.yyy-201.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1020-1-ND,935131423510,IPDiA,CAP SILICON 10000PF 15% 11V 0201,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HSSC","Discontinued at Digi-Key","10000pF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability","-55°C ~ 150°C","0201 (0603 Metric)","0.016"" (0.41mm)","0.032"" L x 0.024"" W (0.80mm x 0.60mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HSSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1021-1-ND,935131424310,IPDiA,CAP SILICON 100PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HSSC","Discontinued at Digi-Key","100pF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability","-55°C ~ 150°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HSSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1024-1-ND,935131424510,IPDiA,CAP SILICON 10000PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HSSC","Discontinued at Digi-Key","10000pF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability","-55°C ~ 150°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HSSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1027-1-ND,935131424547,IPDiA,CAP SILICON 0.047UF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HSSC","Discontinued at Digi-Key","0.047µF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability","-55°C ~ 150°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HSSC425yyy-0603.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1029-1-ND,935131425610,IPDiA,CAP SILICON 0.1UF 15% 11V 0603,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HSSC","Discontinued at Digi-Key","0.1µF","±15%","11V","400 mOhms","100pH","High Stability","High Reliability","-55°C ~ 150°C","0603 (1608 Metric)","0.016"" (0.41mm)","0.071"" L x 0.043"" W (1.80mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1032-1-ND,935132424310,IPDiA,CAP SILICON 100PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","100pF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1033-2-ND,935132424347,IPDiA,CAP SILICON 470PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1000","Tape & Reel (TR)","HTSC","Discontinued at Digi-Key","470pF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1033-1-ND,935132424347,IPDiA,CAP SILICON 470PF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","470pF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1033-6-ND,935132424347,IPDiA,CAP SILICON 470PF 15% 11V 0402,0,0,"Digi-Reel","0","1","Digi-Reel®","HTSC","Discontinued at Digi-Key","470pF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1038-1-ND,935132424547,IPDiA,CAP SILICON 0.047UF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","0.047µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC424yyy-0402.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1039-1-ND,935132424610,IPDiA,CAP SILICON 0.1UF 15% 11V 0402,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","0.1µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.047"" L x 0.028"" W (1.20mm x 0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC425yyy-0603.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1040-1-ND,935132425610,IPDiA,CAP SILICON 0.1UF 15% 11V 0603,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","0.1µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","0603 (1608 Metric)","0.016"" (0.41mm)","0.071"" L x 0.043"" W (1.80mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC427yyy-1206.pdf,//media.digikey.com/Photos/Harting/935132427710.jpg,1210-1042-1-ND,935132427710,IPDiA,CAP SILICON 1.0UF 15% 11V 1206,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","1µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","1206 (3216 Metric)","0.016"" (0.41mm)","0.134"" L x 0.071"" W (3.40mm x 1.80mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/HTSC429yyy-1812.pdf,//media.digikey.com/Photos/Harting/935132429733.jpg,1210-1043-1-ND,935132429733,IPDiA,CAP SILICON 3.3UF 15% 11V 1812,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","HTSC","Discontinued at Digi-Key","3.3µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 200°C","1812 (4532 Metric)","0.016"" (0.41mm)","0.183"" L x 0.140"" W (4.66mm x 3.56mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/XTSC423yyy-0201.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1044-1-ND,935133423510,IPDiA,CAP SILICON 10000PF 15% 11V 0201,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","XTSC","Discontinued at Digi-Key","10000pF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 250°C","0201 (0603 Metric)","0.016"" (0.41mm)","0.032"" L x 0.024"" W (0.80mm x 0.60mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/XTSC425yyy-0603.pdf,//media.digikey.com/Photos/IPDiA%20Photos/MFG_LPSC_HSSC_HTSC_XTSC.jpg,1210-1053-1-ND,935133425610,IPDiA,CAP SILICON 0.1UF 15% 11V 0603,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","XTSC","Discontinued at Digi-Key","0.1µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 250°C","0603 (1608 Metric)","0.016"" (0.41mm)","0.071"" L x 0.043"" W (1.80mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/IPDiA%20PDFs/XTSC427yyy-1206.pdf,//media.digikey.com/Photos/Harting/935133427710.jpg,1210-1055-1-ND,935133427710,IPDiA,CAP SILICON 1.0UF 15% 11V 1206,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","XTSC","Discontinued at Digi-Key","1µF","±15%","11V","400 mOhms","100pH","High Temperature","High Reliability","-55°C ~ 250°C","1206 (3216 Metric)","0.016"" (0.41mm)","0.134"" L x 0.071"" W (3.40mm x 1.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Skyworks%20PDFs/SC_Series.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/SC-Series-Silicon-Capacitors.jpg,863-1821-ND,SC01500710,Skyworks Solutions Inc.,CAP SILICON 15PF 20% SMD,0,0,"Obsolete","0","100","Bulk","SC","Obsolete","15pF","±20%","100V","-","-","High Temperature","High Reliability","-65°C ~ 200°C","Nonstandard Chip","0.006"" (0.15mm)","0.010"" L x 0.010"" W (0.25mm x 0.25mm)"
http://cdn.macom.com/datasheets/90xxxx%20Series.pdf,-,1700-1016-ND,9010RK,M/A-Com Technology Solutions,CAP SILICON 10PF 10% 50V SMD,0,0,"Active","0","0","Tray","90","Active","10pF","±10%","50V","-","-","High Stability","High Reliability","-55°C ~ 150°C","Nonstandard Chip","0.007"" (0.18mm)","0.010"" L x 0.010"" W (0.25mm x 0.25mm)"
http://cdn.macom.com/datasheets/90xxxx%20Series.pdf,-,1700-1019-ND,905R0K,M/A-Com Technology Solutions,CAP SILICON 5PF 10% 50V SMD,0,0,"Active","0","0","Tray","90","Active","5pF","±10%","50V","-","-","High Stability","High Reliability","-55°C ~ 150°C","Nonstandard Chip","0.007"" (0.18mm)","0.010"" L x 0.010"" W (0.25mm x 0.25mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Thin%20Film/RFCS_Series_Rev_Oct_2017.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,RFCS04024700CBCT1-ND,RFCS04024700CBCT1,Vishay Electro-Films,CAP SILICON 4.7PF 25V 0402,0,0,"Obsolete","0","0","Tape & Reel (TR)","RFCS","Obsolete","4.7pF","±0.1pF","25V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Thin%20Film/RFCS_Series_Rev_Oct_2017.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,RFCS04024700CJCT1-ND,RFCS04024700CJCT1,Vishay Electro-Films,CAP SILICON 4.7PF 25V 0402,0,0,"Obsolete","0","0","Tape & Reel (TR)","RFCS","Obsolete","4.7pF","±5%","25V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Thin%20Film/RFCS_Series_Rev_Oct_2017.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,RFCS04028200CKTT1-ND,RFCS04028200CKTT1,Vishay Electro-Films,CAP SILICON 8.2PF 25V 0402,0,0,"Obsolete","0","0","Tape & Reel (TR)","RFCS","Obsolete","8.2pF","±10%","25V","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Thin%20Film/RFCS_Series_Rev_Oct_2017.pdf,//media.digikey.com/Renders/Vishay%20Electro-Films/RFCS%20Series%200402.jpg,RFCS04023000CBCT1-ND,RFCS04023000CBCT1,Vishay Electro-Films,CAP SILICON 3PF 0402,0,0,"Obsolete","0","0","Tape & Reel (TR)","RFCS","Obsolete","3pF","±0.1pF","-","-","-","-","-","-55°C ~ 125°C","0402 (1005 Metric)","0.016"" (0.41mm)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)"
