Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Dielectric Material","Number of Capacitors","Circuit Type","Temperature Coefficient","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10275-6-ND,CKCM25X8R1H332M060AK,TDK Corporation,CAP ARRAY 3300PF 50V X8R 0504,3970,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","3300pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10272-2-ND,CKCM25X8R1H222M060AK,TDK Corporation,CAP ARRAY 2200PF 50V X8R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10272-1-ND,CKCM25X8R1H222M060AK,TDK Corporation,CAP ARRAY 2200PF 50V X8R 0504,3950,0,"0.19000","0","1","Cut Tape (CT)","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10272-6-ND,CKCM25X8R1H222M060AK,TDK Corporation,CAP ARRAY 2200PF 50V X8R 0504,3950,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10267-2-ND,CKCM25X8R1H152M060AK,TDK Corporation,CAP ARRAY 1500PF 50V X8R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","1500pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10267-1-ND,CKCM25X8R1H152M060AK,TDK Corporation,CAP ARRAY 1500PF 50V X8R 0504,3911,0,"0.19000","0","1","Cut Tape (CT)","CKC","Obsolete","1500pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10267-6-ND,CKCM25X8R1H152M060AK,TDK Corporation,CAP ARRAY 1500PF 50V X8R 0504,3911,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","1500pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10284-2-ND,CKCM25X8R1H682M060AK,TDK Corporation,CAP ARRAY 6800PF 50V X8R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","6800pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10284-1-ND,CKCM25X8R1H682M060AK,TDK Corporation,CAP ARRAY 6800PF 50V X8R 0504,3865,0,"0.19000","0","1","Cut Tape (CT)","CKC","Obsolete","6800pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10284-6-ND,CKCM25X8R1H682M060AK,TDK Corporation,CAP ARRAY 6800PF 50V X8R 0504,3865,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","6800pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10274-2-ND,CKCM25X8R1H331M060AK,TDK Corporation,CAP ARRAY 330PF 50V X8R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","330pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10274-1-ND,CKCM25X8R1H331M060AK,TDK Corporation,CAP ARRAY 330PF 50V X8R 0504,3730,0,"0.19000","0","1","Cut Tape (CT)","CKC","Obsolete","330pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10274-6-ND,CKCM25X8R1H331M060AK,TDK Corporation,CAP ARRAY 330PF 50V X8R 0504,3730,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","330pF","±20%","50V","Ceramic","2","Isolated","X8R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10273-2-ND,CKCM25X8R1H222M060AL,TDK Corporation,CAP ARRAY 2200PF 50V X8R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X8R","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10273-1-ND,CKCM25X8R1H222M060AL,TDK Corporation,CAP ARRAY 2200PF 50V X8R 0504,3955,0,"0.21000","0","1","Cut Tape (CT)","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X8R","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10273-6-ND,CKCM25X8R1H222M060AL,TDK Corporation,CAP ARRAY 2200PF 50V X8R 0504,3955,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X8R","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10266-2-ND,CKCM25X8R1H102M060AL,TDK Corporation,CAP ARRAY 1000PF 50V X8R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","1000pF","±20%","50V","Ceramic","2","Isolated","X8R","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10266-1-ND,CKCM25X8R1H102M060AL,TDK Corporation,CAP ARRAY 1000PF 50V X8R 0504,3900,0,"0.21000","0","1","Cut Tape (CT)","CKC","Obsolete","1000pF","±20%","50V","Ceramic","2","Isolated","X8R","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10266-6-ND,CKCM25X8R1H102M060AL,TDK Corporation,CAP ARRAY 1000PF 50V X8R 0504,3900,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","1000pF","±20%","50V","Ceramic","2","Isolated","X8R","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10168-2-ND,CKCL22X7R1H223M085AK,TDK Corporation,CAP ARRAY 0.022UF 50V X7R 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10168-1-ND,CKCL22X7R1H223M085AK,TDK Corporation,CAP ARRAY 0.022UF 50V X7R 0805,3990,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10168-6-ND,CKCL22X7R1H223M085AK,TDK Corporation,CAP ARRAY 0.022UF 50V X7R 0805,3990,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10116-2-ND,CKCL22CH1H220K085AA,TDK Corporation,CAP ARRAY 22PF 50V CH 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","CH","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10116-1-ND,CKCL22CH1H220K085AA,TDK Corporation,CAP ARRAY 22PF 50V CH 0805,3913,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","CH","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10116-6-ND,CKCL22CH1H220K085AA,TDK Corporation,CAP ARRAY 22PF 50V CH 0805,3913,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","CH","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10177-2-ND,CKCL22X7R2A103M085AL,TDK Corporation,CAP ARRAY 10000PF 100V X7R 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","10000pF","±20%","100V","Ceramic","2","Isolated","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10177-1-ND,CKCL22X7R2A103M085AL,TDK Corporation,CAP ARRAY 10000PF 100V X7R 0805,3623,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","10000pF","±20%","100V","Ceramic","2","Isolated","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10177-6-ND,CKCL22X7R2A103M085AL,TDK Corporation,CAP ARRAY 10000PF 100V X7R 0805,3623,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","10000pF","±20%","100V","Ceramic","2","Isolated","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10092-2-ND,CKCL22C0G1H220K085AK,TDK Corporation,CAP ARRAY 22PF 50V NP0 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10092-1-ND,CKCL22C0G1H220K085AK,TDK Corporation,CAP ARRAY 22PF 50V NP0 0805,3500,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10092-6-ND,CKCL22C0G1H220K085AK,TDK Corporation,CAP ARRAY 22PF 50V NP0 0805,3500,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10175-2-ND,CKCL22X7R2A102M085AL,TDK Corporation,CAP ARRAY 1000PF 100V X7R 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","1000pF","±20%","100V","Ceramic","2","Isolated","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10175-1-ND,CKCL22X7R2A102M085AL,TDK Corporation,CAP ARRAY 1000PF 100V X7R 0805,3125,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","1000pF","±20%","100V","Ceramic","2","Isolated","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10175-6-ND,CKCL22X7R2A102M085AL,TDK Corporation,CAP ARRAY 1000PF 100V X7R 0805,3125,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","1000pF","±20%","100V","Ceramic","2","Isolated","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10154-2-ND,CKCL22X7R1E104M085AK,TDK Corporation,CAP ARRAY 0.1UF 25V X7R 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","0.1µF","±20%","25V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10154-1-ND,CKCL22X7R1E104M085AK,TDK Corporation,CAP ARRAY 0.1UF 25V X7R 0805,1790,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","0.1µF","±20%","25V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10154-6-ND,CKCL22X7R1E104M085AK,TDK Corporation,CAP ARRAY 0.1UF 25V X7R 0805,1790,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","0.1µF","±20%","25V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1862-2-ND,CKCM25C0G1H470K060AA,TDK Corporation,CAP ARRAY 47PF 50V NP0 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","47pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.035"" (0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1862-1-ND,CKCM25C0G1H470K060AA,TDK Corporation,CAP ARRAY 47PF 50V NP0 0504,13719,0,"0.23000","0","1","Cut Tape (CT)","CKC","Obsolete","47pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.035"" (0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1862-6-ND,CKCM25C0G1H470K060AA,TDK Corporation,CAP ARRAY 47PF 50V NP0 0504,13719,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","47pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.035"" (0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10252-2-ND,CKCM25X5R1E103M060AA,TDK Corporation,CAP ARRAY 10000PF 25V X5R 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","10000pF","±20%","25V","Ceramic","2","Isolated","X5R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10252-1-ND,CKCM25X5R1E103M060AA,TDK Corporation,CAP ARRAY 10000PF 25V X5R 0504,921,0,"0.24000","0","1","Cut Tape (CT)","CKC","Obsolete","10000pF","±20%","25V","Ceramic","2","Isolated","X5R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10252-6-ND,CKCM25X5R1E103M060AA,TDK Corporation,CAP ARRAY 10000PF 25V X5R 0504,921,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","10000pF","±20%","25V","Ceramic","2","Isolated","X5R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10234-2-ND,CKCM25CH1H470K060AA,TDK Corporation,CAP ARRAY 47PF 50V CH 0504,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","47pF","±10%","50V","Ceramic","2","Isolated","CH","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10234-1-ND,CKCM25CH1H470K060AA,TDK Corporation,CAP ARRAY 47PF 50V CH 0504,3758,0,"0.26000","0","1","Cut Tape (CT)","CKC","Obsolete","47pF","±10%","50V","Ceramic","2","Isolated","CH","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10234-6-ND,CKCM25CH1H470K060AA,TDK Corporation,CAP ARRAY 47PF 50V CH 0504,3758,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","47pF","±10%","50V","Ceramic","2","Isolated","CH","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10141-2-ND,CKCL22X5R1C224M085AK,TDK Corporation,CAP ARRAY 0.22UF 16V X5R 0805,0,0,"Obsolete","0","4000","Tape & Reel (TR)","CKC","Obsolete","0.22µF","±20%","16V","Ceramic","2","Isolated","X5R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10141-1-ND,CKCL22X5R1C224M085AK,TDK Corporation,CAP ARRAY 0.22UF 16V X5R 0805,3990,0,"0.27000","0","1","Cut Tape (CT)","CKC","Obsolete","0.22µF","±20%","16V","Ceramic","2","Isolated","X5R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
