Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Dielectric Material","Number of Capacitors","Circuit Type","Temperature Coefficient","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1864-2-ND,CKCM25C0G1H101K060AA,TDK Corporation,CAP ARRAY 100PF 50V NP0 0504,28000,0,"0.04269","0","4000","Tape & Reel (TR)","CKC","Obsolete","100pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.035"" (0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1864-1-ND,CKCM25C0G1H101K060AA,TDK Corporation,CAP ARRAY 100PF 50V NP0 0504,30056,0,"0.29000","0","1","Cut Tape (CT)","CKC","Obsolete","100pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.035"" (0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1864-6-ND,CKCM25C0G1H101K060AA,TDK Corporation,CAP ARRAY 100PF 50V NP0 0504,30056,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","100pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.035"" (0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1877-2-ND,CKCL22C0G1H220K085AA,TDK Corporation,CAP ARRAY 22PF 50V NP0 0805,8000,0,"0.04350","0","4000","Tape & Reel (TR)","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1877-1-ND,CKCL22C0G1H220K085AA,TDK Corporation,CAP ARRAY 22PF 50V NP0 0805,12149,0,"0.41000","0","1","Cut Tape (CT)","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1877-6-ND,CKCL22C0G1H220K085AA,TDK Corporation,CAP ARRAY 22PF 50V NP0 0805,12149,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","22pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10136-2-ND,CKCL22JB1H473M085AA,TDK Corporation,CAP ARRAY 0.047UF 50V JB 0805,4000,0,"0.04350","0","4000","Tape & Reel (TR)","CKC","Obsolete","0.047µF","±20%","50V","Ceramic","2","Isolated","JB","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10136-1-ND,CKCL22JB1H473M085AA,TDK Corporation,CAP ARRAY 0.047UF 50V JB 0805,8000,0,"0.15000","0","1","Cut Tape (CT)","CKC","Obsolete","0.047µF","±20%","50V","Ceramic","2","Isolated","JB","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10136-6-ND,CKCL22JB1H473M085AA,TDK Corporation,CAP ARRAY 0.047UF 50V JB 0805,8000,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","0.047µF","±20%","50V","Ceramic","2","Isolated","JB","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10258-2-ND,CKCM25X7R1H102M060AK,TDK Corporation,CAP ARRAY 1000PF 50V X7R 0504,4000,0,"0.04350","0","4000","Tape & Reel (TR)","CKC","Obsolete","1000pF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10258-1-ND,CKCM25X7R1H102M060AK,TDK Corporation,CAP ARRAY 1000PF 50V X7R 0504,4000,0,"0.30000","0","1","Cut Tape (CT)","CKC","Obsolete","1000pF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10258-6-ND,CKCM25X7R1H102M060AK,TDK Corporation,CAP ARRAY 1000PF 50V X7R 0504,4000,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","1000pF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1883-2-ND,CKCL22C0G1H221K085AA,TDK Corporation,CAP ARRAY 220PF 50V NP0 0805,8000,0,"0.04785","0","4000","Tape & Reel (TR)","CKC","Obsolete","220pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1883-1-ND,CKCL22C0G1H221K085AA,TDK Corporation,CAP ARRAY 220PF 50V NP0 0805,8516,0,"0.45000","0","1","Cut Tape (CT)","CKC","Obsolete","220pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1883-6-ND,CKCL22C0G1H221K085AA,TDK Corporation,CAP ARRAY 220PF 50V NP0 0805,8516,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","220pF","±10%","50V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B473MACNBNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201206.jpg,1276-2784-2-ND,CL31B473MACNBNC,Samsung Electro-Mechanics,CAP ARRAY 0.047UF 25V X7R 1206,296000,0,"0.04896","0","4000","Tape & Reel (TR)","CL","Active","0.047µF","±20%","25V","Ceramic","4","Isolated","X7R","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.039"" (1.00mm)"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B473MACNBNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201206.jpg,1276-2784-1-ND,CL31B473MACNBNC,Samsung Electro-Mechanics,CAP ARRAY 0.047UF 25V X7R 1206,3913,0,"0.25000","0","1","Cut Tape (CT)","CL","Discontinued at Digi-Key","0.047µF","±20%","25V","Ceramic","4","Isolated","X7R","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.039"" (1.00mm)"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B473MACNBNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201206.jpg,1276-2784-6-ND,CL31B473MACNBNC,Samsung Electro-Mechanics,CAP ARRAY 0.047UF 25V X7R 1206,0,0,"Digi-Reel","0","1","Digi-Reel®","CL","Discontinued at Digi-Key","0.047µF","±20%","25V","Ceramic","4","Isolated","X7R","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.039"" (1.00mm)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECJ-R,ECJ-T_4-Array.pdf",//media.digikey.com/photos/Panasonic%20Photos/ECJ-T%200805%20SERIES.jpg,P11999TR-ND,ECJ-TVC1H100F,Panasonic Electronic Components,CAP ARRAY 10PF 50V NP0 0805,44000,0,"0.05033","0","4000","Tape & Reel (TR)","ECJ-T","Obsolete","10pF","±1pF","50V","Ceramic","4","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECJ-R,ECJ-T_4-Array.pdf",//media.digikey.com/photos/Panasonic%20Photos/ECJ-T%200805%20SERIES.jpg,P11999CT-ND,ECJ-TVC1H100F,Panasonic Electronic Components,CAP ARRAY 10PF 50 NP0 0805,45699,0,"0.41000","0","1","Cut Tape (CT)","ECJ-T","Obsolete","10pF","±1pF","50V","Ceramic","4","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECJ-R,ECJ-T_4-Array.pdf",//media.digikey.com/photos/Panasonic%20Photos/ECJ-T%200805%20SERIES.jpg,P11999DKR-ND,ECJ-TVC1H100F,Panasonic Electronic Components,CAP ARRAY 10PF 50V NP0 0805,45699,0,"Digi-Reel","0","1","Digi-Reel®","ECJ-T","Obsolete","10pF","±1pF","50V","Ceramic","4","Isolated","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10220-2-ND,CKCM25C0G2A101K060AK,TDK Corporation,CAP ARRAY 100PF 100V NP0 0504,4000,0,"0.05220","0","4000","Tape & Reel (TR)","CKC","Obsolete","100pF","±10%","100V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10220-1-ND,CKCM25C0G2A101K060AK,TDK Corporation,CAP ARRAY 100PF 100V NP0 0504,4581,0,"0.49000","0","1","Cut Tape (CT)","CKC","Obsolete","100pF","±10%","100V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10220-6-ND,CKCM25C0G2A101K060AK,TDK Corporation,CAP ARRAY 100PF 100V NP0 0504,4581,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","100pF","±10%","100V","Ceramic","2","Isolated","C0G, NP0","-","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_4in1Array.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805.jpg,445-1834-2-ND,CKCL44X7R1H472M085AA,TDK Corporation,CAP ARRAY 4700PF 50V X7R 0805,16000,0,"0.05373","0","4000","Tape & Reel (TR)","CKC","Obsolete","4700pF","±20%","50V","Ceramic","4","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_4in1Array.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805.jpg,445-1834-1-ND,CKCL44X7R1H472M085AA,TDK Corporation,CAP ARRAY 4700PF 50V X7R 0805,16282,0,"0.36000","0","1","Cut Tape (CT)","CKC","Obsolete","4700pF","±20%","50V","Ceramic","4","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_4in1Array.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805.jpg,445-1834-6-ND,CKCL44X7R1H472M085AA,TDK Corporation,CAP ARRAY 4700PF 50V X7R 0805,16282,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","4700pF","±20%","50V","Ceramic","4","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1887-2-ND,CKCL22X7R1H222M085AA,TDK Corporation,CAP ARRAY 2200PF 50V X7R 0805,4000,0,"0.05373","0","4000","Tape & Reel (TR)","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1887-1-ND,CKCL22X7R1H222M085AA,TDK Corporation,CAP ARRAY 2200PF 50V X7R 0805,6309,0,"0.13000","0","1","Cut Tape (CT)","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-1887-6-ND,CKCL22X7R1H222M085AA,TDK Corporation,CAP ARRAY 2200PF 50V X7R 0805,6309,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","2200pF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10221-2-ND,CKCM25C0G2A101K060AL,TDK Corporation,CAP ARRAY 100PF 100V NP0 0504,4000,0,"0.05800","0","4000","Tape & Reel (TR)","CKC","Obsolete","100pF","±10%","100V","Ceramic","2","Isolated","C0G, NP0","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10221-1-ND,CKCM25C0G2A101K060AL,TDK Corporation,CAP ARRAY 100PF 100V NP0 0504,4000,0,"0.33000","0","1","Cut Tape (CT)","CKC","Obsolete","100pF","±10%","100V","Ceramic","2","Isolated","C0G, NP0","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_AutomotiveGrade.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10221-6-ND,CKCM25C0G2A101K060AL,TDK Corporation,CAP ARRAY 100PF 100V NP0 0504,4000,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","100pF","±10%","100V","Ceramic","2","Isolated","C0G, NP0","AEC-Q200","Surface Mount","0504 (1410 Metric)","0.054"" L x 0.039"" W (1.37mm x 1.00mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10134-2-ND,CKCL22JB1H223M085AA,TDK Corporation,CAP ARRAY 0.022UF 50V JB 0805,8000,0,"0.05970","0","4000","Tape & Reel (TR)","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","2","Isolated","JB","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10134-1-ND,CKCL22JB1H223M085AA,TDK Corporation,CAP ARRAY 0.022UF 50V JB 0805,8976,0,"0.41000","0","1","Cut Tape (CT)","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","2","Isolated","JB","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10134-6-ND,CKCL22JB1H223M085AA,TDK Corporation,CAP ARRAY 0.022UF 50V JB 0805,8976,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","2","Isolated","JB","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10172-2-ND,CKCL22X7R1H473M085AK,TDK Corporation,CAP ARRAY 0.047UF 50V X7R 0805,4000,0,"0.06525","0","4000","Tape & Reel (TR)","CKC","Obsolete","0.047µF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10172-1-ND,CKCL22X7R1H473M085AK,TDK Corporation,CAP ARRAY 0.047UF 50V X7R 0805,7980,0,"0.22000","0","1","Cut Tape (CT)","CKC","Obsolete","0.047µF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10172-6-ND,CKCL22X7R1H473M085AK,TDK Corporation,CAP ARRAY 0.047UF 50V X7R 0805,7980,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","0.047µF","±20%","50V","Ceramic","2","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL21B104MOCNBNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200805%20(2012%20Metric).jpg,1276-2452-2-ND,CL21B104MOCNBNC,Samsung Electro-Mechanics,CAP ARRAY 0.1UF 16V X7R 0805,224000,0,"0.07013","0","4000","Tape & Reel (TR)","CL","Active","0.1µF","±20%","16V","Ceramic","4","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL21B104MOCNBNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200805%20(2012%20Metric).jpg,1276-2452-1-ND,CL21B104MOCNBNC,Samsung Electro-Mechanics,CAP ARRAY 0.1UF 16V X7R 0805,3500,0,"0.38000","0","1","Cut Tape (CT)","CL","Discontinued at Digi-Key","0.1µF","±20%","16V","Ceramic","4","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL21B104MOCNBNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200805%20(2012%20Metric).jpg,1276-2452-6-ND,CL21B104MOCNBNC,Samsung Electro-Mechanics,CAP ARRAY 0.1UF 16V X7R 0805,0,0,"Digi-Reel","0","1","Digi-Reel®","CL","Discontinued at Digi-Key","0.1µF","±20%","16V","Ceramic","4","Isolated","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10140-2-ND,CKCL22X5R1C105M085AB,TDK Corporation,CAP ARRAY 1.0UF 16V X5R 0805,24000,0,"0.07463","0","4000","Tape & Reel (TR)","CKC","Obsolete","1µF","±20%","16V","Ceramic","2","Isolated","X5R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10140-1-ND,CKCL22X5R1C105M085AB,TDK Corporation,CAP ARRAY 1.0UF 16V X5R 0805,27891,0,"0.51000","0","1","Cut Tape (CT)","CKC","Obsolete","1µF","±20%","16V","Ceramic","2","Isolated","X5R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_2in1_%20Array_Commercial.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805-(2).jpg,445-10140-6-ND,CKCL22X5R1C105M085AB,TDK Corporation,CAP ARRAY 1.0UF 16V X5R 0805,27891,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","1µF","±20%","16V","Ceramic","2","Isolated","X5R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_4in1Array.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805.jpg,445-10077-2-ND,CKCA43JB1H223M100AA,TDK Corporation,CAP ARRAY 0.022UF 50V JB 1206,2000,0,"0.07511","0","2000","Tape & Reel (TR)","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","4","Isolated","JB","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.045"" (1.15mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_4in1Array.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805.jpg,445-10077-1-ND,CKCA43JB1H223M100AA,TDK Corporation,CAP ARRAY 0.022UF 50V JB 1206,4000,0,"0.31000","0","1","Cut Tape (CT)","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","4","Isolated","JB","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.045"" (1.15mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CKC_Series_4in1Array.pdf,//media.digikey.com/Renders/TDK%20Renders/CKCL-Series;-0805.jpg,445-10077-6-ND,CKCA43JB1H223M100AA,TDK Corporation,CAP ARRAY 0.022UF 50V JB 1206,4000,0,"Digi-Reel","0","1","Digi-Reel®","CKC","Obsolete","0.022µF","±20%","50V","Ceramic","4","Isolated","JB","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.045"" (1.15mm)"
