Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Type","ESR (Equivalent Series Resistance)","Operating Temperature","Lifetime @ Temp.","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Lead Spacing","Manufacturer Size Code","Ratings","Features","Failure Rate"
https://api.kemet.com/component-edge/download/datasheet/T491B225K020AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3714-6-ND,T491B225K020AT,KEMET,CAP TANT 2.2UF 10% 20V 1411,50332,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","2.2µF","±10%","20V","Molded","3.5Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A475M025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-4630-2-ND,T491A475M025AT,KEMET,CAP TANT 4.7UF 20% 25V 1206,484000,0,"0.12096","0","2000","Tape & Reel (TR)","T491","Active","4.7µF","±20%","25V","Molded","6Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A475M025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-4630-1-ND,T491A475M025AT,KEMET,CAP TANT 4.7UF 20% 25V 1206,486116,0,"0.45000","0","1","Cut Tape (CT)","T491","Active","4.7µF","±20%","25V","Molded","6Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A475M025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-4630-6-ND,T491A475M025AT,KEMET,CAP TANT 4.7UF 20% 25V 1206,486116,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","4.7µF","±20%","25V","Molded","6Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A475K025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-10128-2-ND,T491A475K025AT,KEMET,CAP TANT 4.7UF 10% 25V 1206,240000,0,"0.12096","0","2000","Tape & Reel (TR)","T491","Active","4.7µF","±10%","25V","Molded","6Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A475K025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-10128-1-ND,T491A475K025AT,KEMET,CAP TANT 4.7UF 10% 25V 1206,242483,0,"0.45000","0","1","Cut Tape (CT)","T491","Active","4.7µF","±10%","25V","Molded","6Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A475K025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-10128-6-ND,T491A475K025AT,KEMET,CAP TANT 4.7UF 10% 25V 1206,242483,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","4.7µF","±10%","25V","Molded","6Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B475K020AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3723-2-ND,T491B475K020AT,KEMET,CAP TANT 4.7UF 10% 20V 1411,80000,0,"0.12096","0","2000","Tape & Reel (TR)","T491","Active","4.7µF","±10%","20V","Molded","3Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B475K020AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3723-1-ND,T491B475K020AT,KEMET,CAP TANT 4.7UF 10% 20V 1411,82156,0,"0.50000","0","1","Cut Tape (CT)","T491","Active","4.7µF","±10%","20V","Molded","3Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B475K020AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3723-6-ND,T491B475K020AT,KEMET,CAP TANT 4.7UF 10% 20V 1411,82156,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","4.7µF","±10%","20V","Molded","3Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40002/293d.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20B.JPG,718-1153-2-ND,293D476X9010B2TE3,Vishay Sprague,CAP TANT 47UF 10% 10V 1411,92000,0,"0.12144","0","2000","Tape & Reel (TR)","TANTAMOUNT®, 293D","Active","47µF","±10%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.11mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40002/293d.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20B.JPG,718-1153-1-ND,293D476X9010B2TE3,Vishay Sprague,CAP TANT 47UF 10% 10V 1411,92352,0,"0.51000","0","1","Cut Tape (CT)","TANTAMOUNT®, 293D","Active","47µF","±10%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.11mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40002/293d.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20B.JPG,718-1153-6-ND,293D476X9010B2TE3,Vishay Sprague,CAP TANT 47UF 10% 10V 1411,92352,0,"Digi-Reel","0","1","Digi-Reel®","TANTAMOUNT®, 293D","Active","47µF","±10%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.11mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1662-2-ND,TAJA225K025RNJ,AVX Corporation,CAP TANT 2.2UF 10% 25V 1206,66000,52000,"0.12177","0","2000","Tape & Reel (TR)","TAJ","Active","2.2µF","±10%","25V","Molded","7Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1662-1-ND,TAJA225K025RNJ,AVX Corporation,CAP TANT 2.2UF 10% 25V 1206,66652,52000,"0.48000","0","1","Cut Tape (CT)","TAJ","Active","2.2µF","±10%","25V","Molded","7Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1662-6-ND,TAJA225K025RNJ,AVX Corporation,CAP TANT 2.2UF 10% 25V 1206,66652,52000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","2.2µF","±10%","25V","Molded","7Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3869-2-ND,TAJA475M010RNJ,AVX Corporation,CAP TANT 4.7UF 20% 10V 1206,50000,554000,"0.12240","0","2000","Tape & Reel (TR)","TAJ","Active","4.7µF","±20%","10V","Molded","5Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3869-1-ND,TAJA475M010RNJ,AVX Corporation,CAP TANT 4.7UF 20% 10V 1206,50447,554000,"0.51000","0","1","Cut Tape (CT)","TAJ","Active","4.7µF","±20%","10V","Molded","5Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3869-6-ND,TAJA475M010RNJ,AVX Corporation,CAP TANT 4.7UF 20% 10V 1206,50447,554000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","4.7µF","±20%","10V","Molded","5Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1692-2-ND,TAJB476K006RNJ,AVX Corporation,CAP TANT 47UF 10% 6.3V 1411,24000,96000,"0.12240","0","2000","Tape & Reel (TR)","TAJ","Active","47µF","±10%","6.3V","Molded","2Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1692-1-ND,TAJB476K006RNJ,AVX Corporation,CAP TANT 47UF 10% 6.3V 1411,25072,96000,"0.45000","0","1","Cut Tape (CT)","TAJ","Active","47µF","±10%","6.3V","Molded","2Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1692-6-ND,TAJB476K006RNJ,AVX Corporation,CAP TANT 47UF 10% 6.3V 1411,25072,96000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","47µF","±10%","6.3V","Molded","2Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-4086-2-ND,TPSA106M010R1800,AVX Corporation,CAP TANT 10UF 20% 10V 1206,82000,0,"0.12312","0","2000","Tape & Reel (TR)","TPS","Active","10µF","±20%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-4086-1-ND,TPSA106M010R1800,AVX Corporation,CAP TANT 10UF 20% 10V 1206,85155,0,"0.46000","0","1","Cut Tape (CT)","TPS","Active","10µF","±20%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-4086-6-ND,TPSA106M010R1800,AVX Corporation,CAP TANT 10UF 20% 10V 1206,85155,0,"Digi-Reel","0","1","Digi-Reel®","TPS","Active","10µF","±20%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8235-2-ND,F931C106KAA,AVX Corporation,CAP TANT 10UF 10% 16V 1206,986000,0,"0.12420","0","2000","Tape & Reel (TR)","F93","Active","10µF","±10%","16V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8235-1-ND,F931C106KAA,AVX Corporation,CAP TANT 10UF 10% 16V 1206,986934,0,"0.46000","0","1","Cut Tape (CT)","F93","Active","10µF","±10%","16V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8235-6-ND,F931C106KAA,AVX Corporation,CAP TANT 10UF 10% 16V 1206,986934,0,"Digi-Reel","0","1","Digi-Reel®","F93","Active","10µF","±10%","16V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8237-2-ND,F931C106MAA,AVX Corporation,CAP TANT 10UF 20% 16V 1206,556000,0,"0.12420","0","2000","Tape & Reel (TR)","F93","Active","10µF","±20%","16V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8237-1-ND,F931C106MAA,AVX Corporation,CAP TANT 10UF 20% 16V 1206,559907,0,"0.46000","0","1","Cut Tape (CT)","F93","Active","10µF","±20%","16V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8237-6-ND,F931C106MAA,AVX Corporation,CAP TANT 10UF 20% 16V 1206,559907,0,"Digi-Reel","0","1","Digi-Reel®","F93","Active","10µF","±20%","16V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B106K010AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3705-2-ND,T491B106K010AT,KEMET,CAP TANT 10UF 10% 10V 1411,22000,0,"0.12448","0","2000","Tape & Reel (TR)","T491","Active","10µF","±10%","10V","Molded","3Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B106K010AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3705-1-ND,T491B106K010AT,KEMET,CAP TANT 10UF 10% 10V 1411,23632,0,"0.52000","0","1","Cut Tape (CT)","T491","Active","10µF","±10%","10V","Molded","3Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B106K010AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-3705-6-ND,T491B106K010AT,KEMET,CAP TANT 10UF 10% 10V 1411,23632,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","10µF","±10%","10V","Molded","3Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1652-2-ND,TAJA105M016RNJ,AVX Corporation,CAP TANT 1UF 20% 16V 1206,30000,68000,"0.12480","0","2000","Tape & Reel (TR)","TAJ","Active","1µF","±20%","16V","Molded","11Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1652-1-ND,TAJA105M016RNJ,AVX Corporation,CAP TANT 1UF 20% 16V 1206,31972,68000,"0.52000","0","1","Cut Tape (CT)","TAJ","Active","1µF","±20%","16V","Molded","11Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1652-6-ND,TAJA105M016RNJ,AVX Corporation,CAP TANT 1UF 20% 16V 1206,31972,68000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","1µF","±20%","16V","Molded","11Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-4975-2-ND,TPSB106M016R0800,AVX Corporation,CAP TANT 10UF 20% 16V 1411,36000,0,"0.12560","0","2000","Tape & Reel (TR)","TPS","Active","10µF","±20%","16V","Molded","800mOhm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric), 1210","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-4975-1-ND,TPSB106M016R0800,AVX Corporation,CAP TANT 10UF 20% 16V 1411,37055,0,"0.52000","0","1","Cut Tape (CT)","TPS","Active","10µF","±20%","16V","Molded","800mOhm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric), 1210","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-4975-6-ND,TPSB106M016R0800,AVX Corporation,CAP TANT 10UF 20% 16V 1411,37055,0,"Digi-Reel","0","1","Digi-Reel®","TPS","Active","10µF","±20%","16V","Molded","800mOhm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric), 1210","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40002/293d.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20A.JPG,718-1121-2-ND,293D106X9010A2TE3,Vishay Sprague,CAP TANT 10UF 10% 10V 1206,226000,0,"0.12592","0","2000","Tape & Reel (TR)","TANTAMOUNT®, 293D","Active","10µF","±10%","10V","Molded","3.4Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://www.vishay.com/docs/40002/293d.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20A.JPG,718-1121-1-ND,293D106X9010A2TE3,Vishay Sprague,CAP TANT 10UF 10% 10V 1206,226719,0,"0.52000","0","1","Cut Tape (CT)","TANTAMOUNT®, 293D","Active","10µF","±10%","10V","Molded","3.4Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://www.vishay.com/docs/40002/293d.pdf,//media.digikey.com/Photos/Vishay%20Sprague%20Photos/Tantamount%20293D%20Series%20A.JPG,718-1121-6-ND,293D106X9010A2TE3,Vishay Sprague,CAP TANT 10UF 10% 10V 1206,226719,0,"Digi-Reel","0","1","Digi-Reel®","TANTAMOUNT®, 293D","Active","10µF","±10%","10V","Molded","3.4Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1682-2-ND,TAJB226K016RNJ,AVX Corporation,CAP TANT 22UF 10% 16V 1411,34000,944000,"0.12800","0","2000","Tape & Reel (TR)","TAJ","Active","22µF","±10%","16V","Molded","2.3Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1682-1-ND,TAJB226K016RNJ,AVX Corporation,CAP TANT 22UF 10% 16V 1411,35557,944000,"0.53000","0","1","Cut Tape (CT)","TAJ","Active","22µF","±10%","16V","Molded","2.3Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1682-6-ND,TAJB226K016RNJ,AVX Corporation,CAP TANT 22UF 10% 16V 1411,35557,944000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","22µF","±10%","16V","Molded","2.3Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8275-2-ND,F931D106MAA,AVX Corporation,CAP TANT 10UF 20% 20V 1206,44000,4000,"0.13248","0","2000","Tape & Reel (TR)","F93","Active","10µF","±20%","20V","Molded","3.5Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8275-1-ND,F931D106MAA,AVX Corporation,CAP TANT 10UF 20% 20V 1206,44710,4000,"0.55000","0","1","Cut Tape (CT)","F93","Active","10µF","±20%","20V","Molded","3.5Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8275-6-ND,F931D106MAA,AVX Corporation,CAP TANT 10UF 20% 20V 1206,44710,4000,"Digi-Reel","0","1","Digi-Reel®","F93","Active","10µF","±20%","20V","Molded","3.5Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
