Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Type","ESR (Equivalent Series Resistance)","Operating Temperature","Lifetime @ Temp.","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Lead Spacing","Manufacturer Size Code","Ratings","Features","Failure Rate"
https://api.kemet.com/component-edge/download/datasheet/T491A106M016AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3687-1-ND,T491A106M016AT,KEMET,CAP TANT 10UF 20% 16V 1206,453486,0,"0.45000","0","1","Cut Tape (CT)","T491","Active","10µF","±20%","16V","Molded","7Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A106M016AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3687-6-ND,T491A106M016AT,KEMET,CAP TANT 10UF 20% 16V 1206,453486,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","10µF","±20%","16V","Molded","7Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A334K035AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3693-2-ND,T491A334K035AT,KEMET,CAP TANT 0.33UF 10% 35V 1206,58000,0,"0.09792","0","2000","Tape & Reel (TR)","T491","Active","0.33µF","±10%","35V","Molded","15Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A334K035AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3693-1-ND,T491A334K035AT,KEMET,CAP TANT 0.33UF 10% 35V 1206,59467,0,"0.45000","0","1","Cut Tape (CT)","T491","Active","0.33µF","±10%","35V","Molded","15Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A334K035AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3693-6-ND,T491A334K035AT,KEMET,CAP TANT 0.33UF 10% 35V 1206,59467,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","0.33µF","±10%","35V","Molded","15Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3859-2-ND,TAJA106M016RNJ,AVX Corporation,CAP TANT 10UF 20% 16V 1206,150000,474000,"0.09900","0","2000","Tape & Reel (TR)","TAJ","Active","10µF","±20%","16V","Molded","3Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3859-1-ND,TAJA106M016RNJ,AVX Corporation,CAP TANT 10UF 20% 16V 1206,150541,474000,"0.46000","0","1","Cut Tape (CT)","TAJ","Active","10µF","±20%","16V","Molded","3Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3859-6-ND,TAJA106M016RNJ,AVX Corporation,CAP TANT 10UF 20% 16V 1206,150541,474000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","10µF","±20%","16V","Molded","3Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://rohmfs.rohm.com/en/products/databook/datasheet/passive/tantalum_capacitor/tantalum_chip_capacitor/tc_p.pdf,//media.digikey.com/Renders/Rohm%20Renders/TCFG(P)-2012-pkg.jpg,511-1447-2-ND,TCP0J106M8R,Rohm Semiconductor,CAP TANT 10UF 20% 6.3V 0805,60000,0,"0.09900","0","3000","Tape & Reel (TR)","TC","Active","10µF","±20%","6.3V","Molded","8.3Ohm","-55°C ~ 125°C","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.047"" (1.20mm)","-","P","-","General Purpose","-"
http://rohmfs.rohm.com/en/products/databook/datasheet/passive/tantalum_capacitor/tantalum_chip_capacitor/tc_p.pdf,//media.digikey.com/Renders/Rohm%20Renders/TCFG(P)-2012-pkg.jpg,511-1447-1-ND,TCP0J106M8R,Rohm Semiconductor,CAP TANT 10UF 20% 6.3V 0805,61415,0,"0.46000","0","1","Cut Tape (CT)","TC","Active","10µF","±20%","6.3V","Molded","8.3Ohm","-55°C ~ 125°C","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.047"" (1.20mm)","-","P","-","General Purpose","-"
http://rohmfs.rohm.com/en/products/databook/datasheet/passive/tantalum_capacitor/tantalum_chip_capacitor/tc_p.pdf,//media.digikey.com/Renders/Rohm%20Renders/TCFG(P)-2012-pkg.jpg,511-1447-6-ND,TCP0J106M8R,Rohm Semiconductor,CAP TANT 10UF 20% 6.3V 0805,61415,0,"Digi-Reel","0","1","Digi-Reel®","TC","Active","10µF","±20%","6.3V","Molded","8.3Ohm","-55°C ~ 125°C","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.047"" (1.20mm)","-","P","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A105K025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3680-2-ND,T491A105K025AT,KEMET,CAP TANT 1UF 10% 25V 1206,220000,0,"0.10044","0","2000","Tape & Reel (TR)","T491","Active","1µF","±10%","25V","Molded","8Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A105K025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3680-1-ND,T491A105K025AT,KEMET,CAP TANT 1UF 10% 25V 1206,220399,0,"0.46000","0","1","Cut Tape (CT)","T491","Active","1µF","±10%","25V","Molded","8Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A105K025AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-3680-6-ND,T491A105K025AT,KEMET,CAP TANT 1UF 10% 25V 1206,220399,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","1µF","±10%","25V","Molded","8Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1655-2-ND,TAJA106K016RNJ,AVX Corporation,CAP TANT 10UF 10% 16V 1206,760000,654000,"0.10080","0","2000","Tape & Reel (TR)","TAJ","Active","10µF","±10%","16V","Molded","3Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1655-1-ND,TAJA106K016RNJ,AVX Corporation,CAP TANT 10UF 10% 16V 1206,761208,654000,"0.46000","0","1","Cut Tape (CT)","TAJ","Active","10µF","±10%","16V","Molded","3Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1655-6-ND,TAJA106K016RNJ,AVX Corporation,CAP TANT 10UF 10% 16V 1206,761208,654000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","10µF","±10%","16V","Molded","3Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,//media.digikey.com/Photos/AVX%20Photos/1206%20(3216%20Metric)%20TPS%20Chip%20Caps.jpg,478-3317-2-ND,TPSA106K010R1800,AVX Corporation,CAP TANT 10UF 10% 10V 1206,46000,88000,"0.10260","0","2000","Tape & Reel (TR)","TPS","Active","10µF","±10%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,//media.digikey.com/Photos/AVX%20Photos/1206%20(3216%20Metric)%20TPS%20Chip%20Caps.jpg,478-3317-1-ND,TPSA106K010R1800,AVX Corporation,CAP TANT 10UF 10% 10V 1206,46808,88000,"0.47000","0","1","Cut Tape (CT)","TPS","Active","10µF","±10%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TPS.pdf,//media.digikey.com/Photos/AVX%20Photos/1206%20(3216%20Metric)%20TPS%20Chip%20Caps.jpg,478-3317-6-ND,TPSA106K010R1800,AVX Corporation,CAP TANT 10UF 10% 10V 1206,46808,88000,"Digi-Reel","0","1","Digi-Reel®","TPS","Active","10µF","±10%","10V","Molded","1.8Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1666-2-ND,TAJA336K006RNJ,AVX Corporation,CAP TANT 33UF 10% 6.3V 1206,42000,4000,"0.10260","0","2000","Tape & Reel (TR)","TAJ","Active","33µF","±10%","6.3V","Molded","2.2Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1666-1-ND,TAJA336K006RNJ,AVX Corporation,CAP TANT 33UF 10% 6.3V 1206,42857,4000,"0.47000","0","1","Cut Tape (CT)","TAJ","Active","33µF","±10%","6.3V","Molded","2.2Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1666-6-ND,TAJA336K006RNJ,AVX Corporation,CAP TANT 33UF 10% 6.3V 1206,42857,4000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","33µF","±10%","6.3V","Molded","2.2Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8151-2-ND,F930J106MAA,AVX Corporation,CAP TANT 10UF 20% 6.3V 1206,152000,16000,"0.10368","0","2000","Tape & Reel (TR)","F93","Active","10µF","±20%","6.3V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8151-1-ND,F930J106MAA,AVX Corporation,CAP TANT 10UF 20% 6.3V 1206,155405,16000,"0.48000","0","1","Cut Tape (CT)","F93","Active","10µF","±20%","6.3V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8151-6-ND,F930J106MAA,AVX Corporation,CAP TANT 10UF 20% 6.3V 1206,155405,16000,"Digi-Reel","0","1","Digi-Reel®","F93","Active","10µF","±20%","6.3V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3039-2-ND,TAJB226K010RNJ,AVX Corporation,CAP TANT 22UF 10% 10V 1411,56000,94000,"0.10440","0","2000","Tape & Reel (TR)","TAJ","Active","22µF","±10%","10V","Molded","2.4Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3039-1-ND,TAJB226K010RNJ,AVX Corporation,CAP TANT 22UF 10% 10V 1411,58103,94000,"0.48000","0","1","Cut Tape (CT)","TAJ","Active","22µF","±10%","10V","Molded","2.4Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3039-6-ND,TAJB226K010RNJ,AVX Corporation,CAP TANT 22UF 10% 10V 1411,58103,94000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","22µF","±10%","10V","Molded","2.4Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A105K035AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-8265-2-ND,T491A105K035AT,KEMET,CAP TANT 1UF 10% 35V 1206,50000,0,"0.10566","0","2000","Tape & Reel (TR)","T491","Active","1µF","±10%","35V","Molded","7Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A105K035AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-8265-1-ND,T491A105K035AT,KEMET,CAP TANT 1UF 10% 35V 1206,51843,0,"0.49000","0","1","Cut Tape (CT)","T491","Active","1µF","±10%","35V","Molded","7Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491A105K035AT.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.2L,1.6W.jpg",399-8265-6-ND,T491A105K035AT,KEMET,CAP TANT 1UF 10% 35V 1206,51843,0,"Digi-Reel","0","1","Digi-Reel®","T491","Active","1µF","±10%","35V","Molded","7Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
https://api.kemet.com/component-edge/download/datasheet/T491B106K016AT7280.pdf,"//media.digikey.com/photos/Kemet%20Photos/T491%20SERIES%203.5L,2.8W.jpg",399-10138-2-ND,T491B106K016AT7280,KEMET,CAP TANT 10UF 10% 16V 1411,200000,0,"0.10571","0","8000","Tape & Reel (TR)","T491","Active","10µF","±10%","16V","Molded","2Ohm","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1668-2-ND,TAJA475K020RNJ,AVX Corporation,CAP TANT 4.7UF 10% 20V 1206,70000,28000,"0.10653","0","2000","Tape & Reel (TR)","TAJ","Active","4.7µF","±10%","20V","Molded","4Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1668-1-ND,TAJA475K020RNJ,AVX Corporation,CAP TANT 4.7UF 10% 20V 1206,71174,28000,"0.46000","0","1","Cut Tape (CT)","TAJ","Active","4.7µF","±10%","20V","Molded","4Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1668-6-ND,TAJA475K020RNJ,AVX Corporation,CAP TANT 4.7UF 10% 20V 1206,71174,28000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","4.7µF","±10%","20V","Molded","4Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8192-2-ND,F931A106KAA,AVX Corporation,CAP TANT 10UF 10% 10V 1206,130000,0,"0.10656","0","2000","Tape & Reel (TR)","F93","Active","10µF","±10%","10V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8192-1-ND,F931A106KAA,AVX Corporation,CAP TANT 10UF 10% 10V 1206,131696,0,"0.49000","0","1","Cut Tape (CT)","F93","Active","10µF","±10%","10V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/F93.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F93%20SERIES%203.2L,1.6W.jpg",478-8192-6-ND,F931A106KAA,AVX Corporation,CAP TANT 10UF 10% 10V 1206,131696,0,"Digi-Reel","0","1","Digi-Reel®","F93","Active","10µF","±10%","10V","Molded","3Ohm @ 100kHz","-55°C ~ 125°C","2000 Hrs @ 125°C","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1693-2-ND,TAJB476K010RNJ,AVX Corporation,CAP TANT 47UF 10% 10V 1411,272000,20000,"0.10800","0","2000","Tape & Reel (TR)","TAJ","Active","47µF","±10%","10V","Molded","1Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1693-1-ND,TAJB476K010RNJ,AVX Corporation,CAP TANT 47UF 10% 10V 1411,274027,20000,"0.50000","0","1","Cut Tape (CT)","TAJ","Active","47µF","±10%","10V","Molded","1Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1693-6-ND,TAJB476K010RNJ,AVX Corporation,CAP TANT 47UF 10% 10V 1411,274027,20000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","47µF","±10%","10V","Molded","1Ohm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40005/593d.pdf,//media.digikey.com/Photos/Vishay%20Photos/Vishay-6032-28%20%28EIA%29.jpg,718-1927-2-ND,593D106X9016B2TE3,Vishay Sprague,CAP TANT 10UF 10% 16V 1411,68000,0,"0.10854","0","2000","Tape & Reel (TR)","TANTAMOUNT®, 593D","Active","10µF","±10%","16V","Molded","800mOhm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.11mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40005/593d.pdf,//media.digikey.com/Photos/Vishay%20Photos/Vishay-6032-28%20%28EIA%29.jpg,718-1927-1-ND,593D106X9016B2TE3,Vishay Sprague,CAP TANT 10UF 10% 16V 1411,69971,0,"0.50000","0","1","Cut Tape (CT)","TANTAMOUNT®, 593D","Active","10µF","±10%","16V","Molded","800mOhm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.11mm)","-","B","-","General Purpose","-"
http://www.vishay.com/docs/40005/593d.pdf,//media.digikey.com/Photos/Vishay%20Photos/Vishay-6032-28%20%28EIA%29.jpg,718-1927-6-ND,593D106X9016B2TE3,Vishay Sprague,CAP TANT 10UF 10% 16V 1411,69971,0,"Digi-Reel","0","1","Digi-Reel®","TANTAMOUNT®, 593D","Active","10µF","±10%","16V","Molded","800mOhm","-55°C ~ 125°C","-","Surface Mount","1411 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.11mm)","-","B","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5800-2-ND,TAJA476K006RNJ,AVX Corporation,CAP TANT 47UF 10% 6.3V 1206,52000,72000,"0.10892","0","2000","Tape & Reel (TR)","TAJ","Active","47µF","±10%","6.3V","Molded","1.6Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5800-1-ND,TAJA476K006RNJ,AVX Corporation,CAP TANT 47UF 10% 6.3V 1206,52580,72000,"0.50000","0","1","Cut Tape (CT)","TAJ","Active","47µF","±10%","6.3V","Molded","1.6Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/TAJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5800-6-ND,TAJA476K006RNJ,AVX Corporation,CAP TANT 47UF 10% 6.3V 1206,52580,72000,"Digi-Reel","0","1","Digi-Reel®","TAJ","Active","47µF","±10%","6.3V","Molded","1.6Ohm","-55°C ~ 125°C","-","Surface Mount","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)","-","A","-","General Purpose","-"
http://datasheets.avx.com/f92.pdf,"//media.digikey.com/photos/Nichicon%20Photos/F92%20SERIES%202.0L,1.25W.jpg",478-8119-2-ND,F920J226MPA,AVX Corporation,CAP TANT 22UF 20% 6.3V 0805,93000,0,"0.10962","0","3000","Tape & Reel (TR)","F92","Active","22µF","±20%","6.3V","Molded","5Ohm","-55°C ~ 125°C","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-","P","-","General Purpose","-"
