Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Dielectric Material","Operating Temperature","Mounting Type","Package / Case","Lead Spacing","Features","Size / Dimension","Height - Seated (Max)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1812(4532).jpg,338-1125-ND,MC18FD301J-F,Cornell Dubilier Electronics (CDE),CAP MICA 300PF 5% 500V 1812,286,900,"4.12000","0","1","Bulk","MC","Active","300pF","±5%","500V","Mica","-55°C ~ 125°C","Surface Mount","1812 (4532 Metric)","-","RF, High Q, Low Loss","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,338-2860-ND,CD16FD222JO3,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 5% 500V RADIAL,87,0,"4.15000","0","1","Bulk","CD16","Active","2200pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.469"" L x 0.252"" W (11.90mm x 6.40mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2921-ND,CD10ED330GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 33PF 2% 500V RADIAL,62,0,"4.15000","0","1","Bulk","CD10","Active","33pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.370"" L x 0.189"" W (9.40mm x 4.80mm)","0.339"" (8.60mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2632-ND,CD19FD152JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1500PF 5% 500V RADIAL,72,3000,"4.20000","0","1","Bulk","CD19","Active","1500pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.228"" W (16.80mm x 5.80mm)","0.520"" (13.20mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3016-ND,CD19FD102GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 2% 500V RADIAL,70,600,"4.34000","0","1","Bulk","CD19","Active","1000pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.220"" W (16.50mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2868-ND,CD19FD122JO3,Cornell Dubilier Electronics (CDE),CAP MICA 1200PF 5% 500V RADIAL,55,0,"4.34000","0","1","Bulk","CD19","Active","1200pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.220"" W (16.80mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1812(4532).jpg,338-1342-ND,MC18FA751J-F,Cornell Dubilier Electronics (CDE),CAP MICA 750PF 5% 100V 1812,71,400,"4.37000","0","1","Bulk","MC","Active","750pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","1812 (4532 Metric)","-","RF, High Q, Low Loss","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3982-ND,CD19FD152GO3,Cornell Dubilier Electronics (CDE),CAP MICA 1500PF 2% 500V RADIAL,51,0,"4.45000","0","1","Bulk","CD19","Active","1500pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.228"" W (16.80mm x 5.80mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,338-3885-ND,CDV16FF122JO3,Cornell Dubilier Electronics (CDE),CAP MICA 1200PF 5% 1KV RADIAL,98,1000,"4.48000","0","1","Bulk","CDV16","Active","1200pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.234"" (5.94mm)","RF, High Q, Low Loss","0.461"" L x 0.173"" W (11.70mm x 4.40mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2984-ND,CD15FD251FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 250PF 1% 500V RADIAL,88,0,"4.53000","0","1","Bulk","CD15","Active","250pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2869-ND,CD19FD132FO3,Cornell Dubilier Electronics (CDE),CAP MICA 1300PF 1% 500V RADIAL,36,0,"4.58000","0","1","Bulk","CD19","Active","1300pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.220"" W (16.80mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2665-ND,CD10FD201JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 200PF 5% 500V RADIAL,88,800,"4.59000","0","1","Bulk","CD10","Active","200pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.390"" L x 0.209"" W (9.90mm x 5.30mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3097-ND,CDV16FF122JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1200PF 5% 1KV RADIAL,89,500,"4.63000","0","1","Bulk","CDV16","Active","1200pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.461"" L x 0.173"" W (11.70mm x 4.40mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2968-ND,CD15FA911JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 910PF 5% 100V RADIAL,42,0,"4.65000","0","1","Bulk","CD15","Active","910pF","±5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-3978-ND,CD15FD361FO3,Cornell Dubilier Electronics (CDE),CAP MICA 360PF 1% 500V RADIAL,99,0,"4.68000","0","1","Bulk","CD15","Active","360pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2987-ND,CD15FD361FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 360PF 1% 500V RADIAL,38,0,"4.83000","0","1","Bulk","CD15","Active","360pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1133-ND,MC22FD751J-F,Cornell Dubilier Electronics (CDE),CAP MICA 750PF 5% 500V 2220,39,200,"5.00000","0","1","Bulk","MC","Active","750pF","±5%","500V","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.079"" (2.00mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3025-ND,CD19FD182JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1800PF 5% 500V RADIAL,95,400,"5.15000","0","1","Bulk","CD19","Active","1800pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.240"" W (17.00mm x 6.10mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-1055-ND,CD19FD222JO3,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 5% 500V RADIAL,70,600,"5.18000","0","1","Bulk","CD19","Active","2200pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.252"" W (17.00mm x 6.40mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-3079-ND,CD5FA201JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 200PF 5% 100V RADIAL,30,0,"5.20000","0","1","Bulk","CD5","Active","200pF","±5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.189"" W (6.90mm x 4.80mm)","0.252"" (6.40mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-2909-ND,CD5FY221JO3,Cornell Dubilier Electronics (CDE),CAP MICA 220PF 5% 50V RADIAL,84,0,"5.28000","0","1","Bulk","CD5","Active","220pF","±5%","50V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.150"" W (6.90mm x 3.80mm)","0.220"" (5.60mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3022-ND,CD19FD162FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1600PF 1% 500V RADIAL,77,0,"5.48000","0","1","Bulk","CD19","Active","1600pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.228"" W (16.80mm x 5.80mm)","0.532"" (13.50mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3020-ND,CD19FD152FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1500PF 1% 500V RADIAL,40,500,"5.48000","0","1","Bulk","CD19","Active","1500pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.228"" W (16.80mm x 5.80mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2874-ND,CD19FD242GO3,Cornell Dubilier Electronics (CDE),CAP MICA 2400PF 2% 500V RADIAL,30,0,"5.60000","0","1","Bulk","CD19","Active","2400pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.260"" W (17.00mm x 6.60mm)","-"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3036-ND,CD19FD302JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 3000PF 5% 500V RADIAL,58,500,"5.72000","0","1","Bulk","CD19","Active","3000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.280"" W (17.30mm x 7.10mm)","0.551"" (14.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2870-ND,CD19FD182FO3,Cornell Dubilier Electronics (CDE),CAP MICA 1800PF 1% 500V RADIAL,42,0,"5.72000","0","1","Bulk","CD19","Active","1800pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.240"" W (17.00mm x 6.10mm)","0.532"" (13.50mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2667-ND,CD19FD272JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 5% 500V RADIAL,93,0,"5.75000","0","1","Bulk","CD19","Active","2700pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.272"" W (17.30mm x 6.90mm)","-"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3031-ND,CD19FD252JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2500PF 5% 500V RADIAL,58,0,"5.75000","0","1","Bulk","CD19","Active","2500pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.260"" W (17.30mm x 6.60mm)","-"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-4122-ND,MC22FF821J-F,Cornell Dubilier Electronics (CDE),CAP MICA 820PF 5% 1KV 2220,100,0,"5.78000","0","1","Bulk","MC","Active","820pF","±5%","1kV","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.157"" (4.00mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3030-ND,CD19FD222GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 2% 500V RADIAL,99,900,"5.78000","0","1","Bulk","CD19","Active","2200pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.252"" W (17.00mm x 6.40mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-1391-ND,CD19FD332JO3,Cornell Dubilier Electronics (CDE),CAP MICA 3300PF 5% 500V RADIAL,99,5450,"5.81000","0","1","Bulk","CD19","Active","3300pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.291"" W (17.30mm x 7.40mm)","0.551"" (14.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2859-ND,CD15FD511FO3,Cornell Dubilier Electronics (CDE),CAP MICA 510PF 1% 500V RADIAL,49,0,"5.85000","0","1","Bulk","CD15","Active","510pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD7%20Series%206.7,6.6.jpg",338-3092-ND,CD7FC221JO3,Cornell Dubilier Electronics (CDE),CAP MICA 220PF 5% 300V RADIAL,100,800,"7.00000","0","1","Bulk","CD7","Active","220pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.173"" (4.40mm)","General Purpose","0.264"" L x 0.110"" W (6.70mm x 2.80mm)","0.260"" (6.60mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3026-ND,CD19FD202FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2000PF 1% 500V RADIAL,54,100,"8.06000","0","1","Bulk","CD19","Active","2000pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.240"" W (17.00mm x 6.10mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-1387-ND,CD19FD392JO3,Cornell Dubilier Electronics (CDE),CAP MICA 3900PF 5% 500V RADIAL,54,250,"8.44000","0","1","Bulk","CD19","Active","3900pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.689"" L x 0.311"" W (17.50mm x 7.90mm)","0.559"" (14.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2882-ND,CD19FD432JO3,Cornell Dubilier Electronics (CDE),CAP MICA 4300PF 5% 500V RADIAL,77,300,"8.91000","0","1","Bulk","CD19","Active","4300pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.689"" L x 0.331"" W (17.50mm x 8.40mm)","0.571"" (14.50mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD7%20SERIES%206.1H,6.9L.jpg",338-3089-ND,CD7FA471JO3,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 5% 100V RADIAL,74,1800,"9.43000","0","1","Bulk","CD7","Active","470pF","±5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.173"" (4.40mm)","General Purpose","0.276"" L x 0.126"" W (7.00mm x 3.20mm)","0.260"" (6.60mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-1067-ND,CD19FD472JO3,Cornell Dubilier Electronics (CDE),CAP MICA 4700PF 5% 500V RADIAL,32,400,"9.47000","0","1","Bulk","CD19","Active","4700pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.701"" L x 0.350"" W (17.80mm x 8.90mm)","0.579"" (14.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3146-ND,CDV19FF332JO3,Cornell Dubilier Electronics (CDE),CAP MICA 3300PF 5% 1KV RADIAL,50,550,"9.59000","0","1","Bulk","CDV19","Active","3300pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.720"" L x 0.382"" W (18.30mm x 9.70mm)","0.591"" (15.00mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD7%20SERIES%206.1H,6.9L.jpg",338-3986-ND,CD7FA511JO3,Cornell Dubilier Electronics (CDE),CAP MICA 510PF 5% 100V RADIAL,64,600,"9.83000","0","1","Bulk","CD7","Active","510pF","±5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.173"" (4.40mm)","General Purpose","0.276"" L x 0.126"" W (7.00mm x 3.20mm)","0.260"" (6.60mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2888-ND,CD19FD502JO3,Cornell Dubilier Electronics (CDE),CAP MICA 5000PF 5% 500V RADIAL,29,0,"10.24000","0","1","Bulk","CD19","Active","5000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.709"" L x 0.370"" W (18.00mm x 9.40mm)","0.591"" (15.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2887-ND,CD19FD502FO3,Cornell Dubilier Electronics (CDE),CAP MICA 5000PF 1% 500V RADIAL,71,0,"11.86000","0","1","Bulk","CD19","Active","5000pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.709"" L x 0.370"" W (18.00mm x 9.40mm)","0.591"" (15.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2864-ND,CD19FA103JO3,Cornell Dubilier Electronics (CDE),CAP MICA 10000PF 5% 100V RADIAL,37,0,"12.86000","0","1","Bulk","CD19","Active","10000pF","±5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.720"" L x 0.370"" W (18.30mm x 9.40mm)","0.598"" (15.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2030%20SERIES.jpg,338-3881-ND,CD30FD682FO3,Cornell Dubilier Electronics (CDE),CAP MICA 6800PF 1% 500V RADIAL,50,0,"17.72000","0","1","Bulk","CD30","Active","6800pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.437"" (11.10mm)","General Purpose","0.780"" L x 0.299"" W (19.80mm x 7.60mm)","0.882"" (22.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2030%20SERIES.jpg,338-1078-ND,CD30FD103JO3,Cornell Dubilier Electronics (CDE),CAP MICA 10000PF 5% 500V RADIAL,80,0,"17.96000","0","1","Bulk","CD30","Active","10000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.437"" (11.10mm)","General Purpose","0.799"" L x 0.339"" W (20.30mm x 8.60mm)","0.890"" (22.60mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2030%20SERIES.jpg,338-2791-ND,CDV30FF103JO3,Cornell Dubilier Electronics (CDE),CAP MICA 10000PF 5% 1KV RADIAL,44,50,"18.90000","0","1","Bulk","CDV30","Active","10000pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.437"" (11.10mm)","General Purpose","0.819"" L x 0.421"" W (20.80mm x 10.70mm)","0.909"" (23.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2030%20SERIES.jpg,338-3879-ND,CD30FD183JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 0.018UF 5% 500V RADIAL,40,0,"21.26000","0","1","Bulk","CD30","Active","0.018µF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.437"" (11.10mm)","General Purpose","0.819"" L x 0.429"" W (20.80mm x 10.90mm)","0.909"" (23.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/RF%20MICA%20.64,%20.65,%20.66,%20.67.jpg",338-3531-ND,CD42FD473JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 0.047UF 5% 500V RADIAL,57,350,"48.58000","0","1","Bulk","CD42","Active","0.047µF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","1.063"" (27.00mm)","General Purpose","1.469"" L x 0.449"" W (37.30mm x 11.40mm)","0.909"" (23.10mm)"
http://www.cde.com/resources/catalogs/HVOLT-CYL.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/29140B103JO0.jpg,338-3467-ND,29140B103JO0,Cornell Dubilier Electronics (CDE),CAP MICA 10000PF 5% 4KV AXIAL,6,0,"466.15000","0","1","Bulk","291","Active","10000pF","±5%","4kV","Mica","-55°C ~ 125°C","Requires Holder","Axial, Can","-","General Purpose","-","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2997-ND,CD15FD910JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 91PF 5% 500V RADIAL,394,0,"2.07000","0","1","Bulk","CD15","Active","91pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2973-ND,CD15FD111JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 110PF 5% 500V RADIAL,156,500,"2.11000","0","1","Bulk","CD15","Active","110pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/CD17-CDV18.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD17%20SERIES%209.1H,11.4L.jpg",338-3001-ND,CD17CD090DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 9PF 0.5PF 500V RADIAL,223,0,"2.18000","0","1","Bulk","CD17","Active","9pF","±0.5pF","500V","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-2899-ND,CD5CC100DO3,Cornell Dubilier Electronics (CDE),CAP MICA 10PF 0.5PF 300V RADIAL,197,0,"2.41000","0","1","Bulk","CD5","Active","10pF","±0.5pF","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-2633-ND,CD5CC100JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 10PF 5% 300V RADIAL,160,4700,"2.45000","0","1","Bulk","CD5","Active","10pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
