Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Dielectric Material","Operating Temperature","Mounting Type","Package / Case","Lead Spacing","Features","Size / Dimension","Height - Seated (Max)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1350-ND,MC22FF331J-F,Cornell Dubilier Electronics (CDE),CAP MICA 330PF 5% 1KV 2220,100,0,"4.88000","0","1","Bulk","MC","Active","330pF","±5%","1kV","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.157"" (4.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2674-ND,CD15FC751JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 750PF 5% 300V RADIAL,177,400,"4.93000","0","1","Bulk","CD15","Active","750pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2935-ND,CD10FD101FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 100PF 1% 500V RADIAL,137,1000,"4.95000","0","1","Bulk","CD10","Active","100pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.370"" L x 0.201"" W (9.40mm x 5.10mm)","0.350"" (8.90mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1346-ND,MC22FD681J-F,Cornell Dubilier Electronics (CDE),CAP MICA 680PF 5% 500V 2220,215,200,"5.00000","0","1","Bulk","MC","Active","680pF","±5%","500V","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1136-ND,MC22FF471J-F,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 5% 1KV 2220,239,1200,"5.03000","0","1","Bulk","MC","Active","470pF","±5%","1kV","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.157"" (4.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3136-ND,CDV19FF152JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1500PF 5% 1KV RADIAL,253,1550,"5.15000","0","1","Bulk","CDV19","Active","1500pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.272"" W (17.30mm x 6.90mm)","-"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1210(3225).jpg,338-1109-ND,MC12FA151F-F,Cornell Dubilier Electronics (CDE),CAP MICA 150PF 1% 100V 1210,267,0,"5.28000","0","1","Bulk","MC","Active","150pF","±1%","100V","Mica","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","-","RF, High Q, Low Loss","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,"//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MIN02-002C,CC,DC%20SERIES%20YELLOW%20HIGHLIGHT.jpg",338-1307-ND,MIN02-002EC101J-F,Cornell Dubilier Electronics (CDE),CAP MICA 100PF 5% 300V SMD,190,800,"5.35000","0","1","Bulk","MIN","Active","100pF","±5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1210(3225).jpg,338-3576-ND,MC12FF500F-F,Cornell Dubilier Electronics (CDE),CAP MICA 50PF 1% 1KV 1210,1063,500,"5.38000","0","1","Bulk","MC","Active","50pF","±1%","1kV","Mica","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","-","RF, High Q, Low Loss","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2666-ND,CD15FC821JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 820PF 5% 300V RADIAL,127,800,"5.38000","0","1","Bulk","CD15","Active","820pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-3080-ND,CD5FY221JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 220PF 5% 50V RADIAL,101,500,"5.50000","0","1","Bulk","CD5","Active","220pF","±5%","50V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.150"" W (6.90mm x 3.80mm)","0.220"" (5.60mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-1390-ND,CD19FD272JO3,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 5% 500V RADIAL,141,500,"5.55000","0","1","Bulk","CD19","Active","2700pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.272"" W (17.30mm x 6.90mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2654-ND,CD15FD471FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 1% 500V RADIAL,1915,2700,"5.65000","0","1","Bulk","CD15","Active","470pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/CD6FC101J03.JPG,338-3086-ND,CD6ED300JO3,Cornell Dubilier Electronics (CDE),CAP MICA 30PF 5% 500V RADIAL,170,0,"5.67000","0","1","Bulk","CD6","Active","30pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.173"" (4.40mm)","General Purpose","0.276"" L x 0.094"" W (7.00mm x 2.40mm)","0.173"" (4.40mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/CD6FC101J03.JPG,338-3084-ND,CD6ED220JO3,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 5% 500V RADIAL,125,2000,"5.85000","0","1","Bulk","CD6","Active","22pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.173"" (4.40mm)","General Purpose","0.276"" L x 0.094"" W (7.00mm x 2.40mm)","0.173"" (4.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2993-ND,CD15FD501FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 500PF 1% 500V RADIAL,103,0,"5.88000","0","1","Bulk","CD15","Active","500pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/CD17-CDV18.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD18%20SERIES%2013.0H,16.3L.jpg",338-3013-ND,CD18FD751JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 750PF 5% 500V RADIAL,151,0,"6.00000","0","1","Bulk","CD18","Active","750pF","±5%","500V","Mica","-55°C ~ 150°C","Through Hole","Radial","0.343"" (8.70mm)","RF, High Q, Low Loss","0.650"" L x 0.209"" W (16.50mm x 5.30mm)","0.512"" (13.00mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2652-ND,CD19FD332JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 3300PF 5% 500V RADIAL,1117,4400,"6.03000","0","1","Bulk","CD19","Active","3300pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.291"" W (17.30mm x 7.40mm)","0.551"" (14.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2969-ND,CD15FC561FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 560PF 1% 300V RADIAL,167,1400,"6.03000","0","1","Bulk","CD15","Active","560pF","±1%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.209"" W (11.70mm x 5.30mm)","0.382"" (9.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2972-ND,CD15FC681FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 680PF 1% 300V RADIAL,314,0,"6.62000","0","1","Bulk","CD15","Active","680pF","±1%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1092-ND,CD15FA102FO3,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 1% 100V RADIAL,104,600,"7.38000","0","1","Bulk","CD15","Active","1000pF","±1%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.480"" L x 0.228"" W (12.20mm x 5.80mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/CD6FC101J03.JPG,338-1389-ND,CD6FC101JO3,Cornell Dubilier Electronics (CDE),CAP MICA 100PF 5% 300V RADIAL,111,4200,"7.65000","0","1","Bulk","CD6","Active","100pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.173"" (4.40mm)","General Purpose","0.276"" L x 0.094"" W (7.00mm x 2.40mm)","0.173"" (4.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2965-ND,CD15FA102FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 1% 100V RADIAL,158,1500,"7.67000","0","1","Bulk","CD15","Active","1000pF","±1%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.480"" L x 0.228"" W (12.20mm x 5.80mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3039-ND,CD19FD362JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 3600PF 5% 500V RADIAL,931,550,"7.99000","0","1","Bulk","CD19","Active","3600pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.299"" W (17.30mm x 7.60mm)","0.559"" (14.20mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3100-ND,CDV16FF202JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2000PF 5% 1KV RADIAL,813,500,"8.19000","0","1","Bulk","CDV16","Active","2000pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.469"" L x 0.252"" W (11.90mm x 6.40mm)","0.520"" (13.20mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3033-ND,CD19FD272FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 1% 500V RADIAL,112,750,"8.26000","0","1","Bulk","CD19","Active","2700pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.272"" W (17.30mm x 6.90mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3144-ND,CDV19FF272JO3,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 5% 1KV RADIAL,150,650,"8.69000","0","1","Bulk","CDV19","Active","2700pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.701"" L x 0.339"" W (17.80mm x 8.60mm)","0.571"" (14.50mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2676-ND,CD19FD392JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 3900PF 5% 500V RADIAL,262,12700,"8.78000","0","1","Bulk","CD19","Active","3900pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.689"" L x 0.311"" W (17.50mm x 7.90mm)","0.559"" (14.20mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3038-ND,CD19FD332FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 3300PF 1% 500V RADIAL,114,550,"9.59000","0","1","Bulk","CD19","Active","3300pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.291"" W (17.30mm x 7.40mm)","0.551"" (14.00mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3042-ND,CD19FD502JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 5000PF 5% 500V RADIAL,854,900,"10.64000","0","1","Bulk","CD19","Active","5000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.709"" L x 0.370"" W (18.00mm x 9.40mm)","0.591"" (15.00mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3014-ND,CD19FC682JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 6800PF 5% 300V RADIAL,114,150,"10.66000","0","1","Bulk","CD19","Active","6800pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.689"" L x 0.331"" W (17.50mm x 8.40mm)","0.571"" (14.50mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2030%20SERIES.jpg,338-3054-ND,CD30FD103FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 10000PF 1% 500V RADIAL,110,250,"20.88000","0","1","Bulk","CD30","Active","10000pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.437"" (11.10mm)","General Purpose","0.799"" L x 0.339"" W (20.30mm x 8.60mm)","0.890"" (22.60mm)"
http://www.cde.com/resources/catalogs/HVOLT-RECT.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/27110B103JO0.jpg,338-3368-ND,27110B103JO0,Cornell Dubilier Electronics (CDE),CAP MICA 10000PF 5% 1KV BOX,165,0,"167.46000","0","1","Bulk","271","Active","10000pF","±5%","1kV","Mica","-55°C ~ 125°C","Requires Holder","Rectangular Box","-","General Purpose","1.187"" L x 0.937"" W (30.15mm x 23.80mm)","1.187"" (30.15mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,"//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MIN02-002C,CC,DC%20SERIES%20YELLOW%20HIGHLIGHT.jpg",338-1296-ND,MIN02-002DC330J-F,Cornell Dubilier Electronics (CDE),CAP MICA 33PF 5% 300V SMD,356,0,"3.53000","0","1","Bulk","MIN","Active","33pF","±5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2866-ND,CD19FD112JO3,Cornell Dubilier Electronics (CDE),CAP MICA 1100PF 5% 500V RADIAL,129,0,"4.06000","0","1","Bulk","CD19","Active","1100pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.220"" W (16.50mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2934-ND,CD10FC301JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 300PF 5% 300V RADIAL,196,1500,"4.20000","0","1","Bulk","CD10","Active","300pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.390"" L x 0.220"" W (9.90mm x 5.60mm)","0.382"" (9.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3152-ND,CDV19FF681JO3,Cornell Dubilier Electronics (CDE),CAP MICA 680PF 5% 1KV RADIAL,170,4550,"4.30000","0","1","Bulk","CDV19","Active","680pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.220"" W (16.80mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1351-ND,MC22FF391J-F,Cornell Dubilier Electronics (CDE),CAP MICA 390PF 5% 1KV 2220,501,8600,"5.03000","0","1","Bulk","MC","Active","390pF","±5%","1kV","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.157"" (4.00mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1352-ND,MC22FF561J-F,Cornell Dubilier Electronics (CDE),CAP MICA 560PF 5% 1KV 2220,825,0,"5.55000","0","1","Bulk","MC","Active","560pF","±5%","1kV","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.157"" (4.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2879-ND,CD19FD332GO3,Cornell Dubilier Electronics (CDE),CAP MICA 3300PF 2% 500V RADIAL,139,29600,"6.30000","0","1","Bulk","CD19","Active","3300pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.291"" W (17.30mm x 7.40mm)","0.551"" (14.00mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MCM01-009%20HIGHLIGHTED%20GREEN.JPG,338-4456-2-ND,MCM01-009CD150J-TF,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 500V SMD,2500,0,"2.70200","0","500","Tape & Reel (TR)","MCM01","Active","15pF","±5%","500V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.460"" L x 0.400"" W (11.68mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MCM01-009%20HIGHLIGHTED%20GREEN.JPG,338-4456-1-ND,MCM01-009CD150J-TF,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 500V SMD,2990,0,"5.55000","0","1","Cut Tape (CT)","MCM01","Active","15pF","±5%","500V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.460"" L x 0.400"" W (11.68mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MCM01-009%20HIGHLIGHTED%20GREEN.JPG,338-4456-6-ND,MCM01-009CD150J-TF,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 500V SMD,2990,0,"Digi-Reel","0","1","Digi-Reel®","MCM01","Active","15pF","±5%","500V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.460"" L x 0.400"" W (11.68mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-4498-ND,CD15FA102EO3,Cornell Dubilier Electronics (CDE),MICA,200,0,"6.89000","0","1","Bulk","CD15","Active","1000pF","±0.5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.480"" L x 0.228"" W (12.20mm x 5.80mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2876-ND,CD19FD302FO3,Cornell Dubilier Electronics (CDE),CAP MICA 3000PF 1% 500V RADIAL,184,0,"8.75000","0","1","Bulk","CD19","Active","3000pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.280"" W (17.30mm x 7.10mm)","0.551"" (14.00mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MCM01-009%20HIGHLIGHTED%20GREEN.JPG,MCM01-009CD190J-TF-ND,MCM01-009CD190J-TF,Cornell Dubilier Electronics (CDE),CAP MICA 19PF 5% 500V SMD,1500,0,"2.70200","0","500","Tape & Reel (TR)","MCM01","Active","19pF","±5%","500V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.460"" L x 0.400"" W (11.68mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MCM01-009%20HIGHLIGHTED%20GREEN.JPG,MCM01-009CD120D-TF-ND,MCM01-009CD120D-TF,Cornell Dubilier Electronics (CDE),CAP MICA 12PF 0.5PF 500V SMD,500,0,"2.92600","0","500","Tape & Reel (TR)","MCM01","Active","12pF","±0.5pF","500V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.460"" L x 0.400"" W (11.68mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,CD16FD471JO3F-ND,CD16FD471JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 5% 500V RADIAL,340,0,"3.41000","0","1","Bulk","CD16","Active","470pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.234"" (5.94mm)","RF, High Q, Low Loss","0.449"" L x 0.161"" W (11.40mm x 4.10mm)","0.469"" (11.90mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,-,MIN02-002EC151J-TF-ND,MIN02-002EC151J-TF,Cornell Dubilier Electronics (CDE),CAP MICA 150PF 5% 300V SMD,500,0,"3.97376","0","500","Tape & Reel (TR)","MIN","Active","150pF","±5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3034-ND,CD19FD272GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 2% 500V RADIAL,122,0,"5.63000","0","1","Bulk","CD19","Active","2700pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.681"" L x 0.272"" W (17.30mm x 6.90mm)","-"
http://www.cde.com/resources/catalogs/HVOLT-CYL.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/29280B272JO0.JPG,338-3369-ND,29280B272JO0,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 5% 8KV DISK,23,0,"533.73000","0","1","Bulk","292","Active","2700pF","±5%","8kV","Mica","-55°C ~ 125°C","Requires Holder","Disk, Metal Fitting - Threaded","-","General Purpose","2.500"" Dia (63.50mm)","2.562"" (65.07mm)"
http://www.cde.com/resources/catalogs/HVOLT-CYL.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/29280B272JO0.JPG,338-3371-ND,29240B123JO0,Cornell Dubilier Electronics (CDE),CAP MICA 0.012UF 5% 4KV DISK,19,0,"533.73000","0","1","Bulk","292","Active","0.012µF","±5%","4kV","Mica","-55°C ~ 125°C","Requires Holder","Disk, Metal Fitting - Threaded","-","General Purpose","2.500"" Dia (63.50mm)","2.562"" (65.07mm)"
http://www.cde.com/resources/catalogs/HVOLT-CYL.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/29280B272JO0.JPG,338-3370-ND,29280B222JO0,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 5% 8KV DISK,8,0,"533.73000","0","1","Bulk","292","Active","2200pF","±5%","8kV","Mica","-55°C ~ 125°C","Requires Holder","Disk, Metal Fitting - Threaded","-","General Purpose","2.500"" Dia (63.50mm)","2.562"" (65.07mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,338-3093-ND,CDV16FF101JO3,Cornell Dubilier Electronics (CDE),CAP MICA 100PF 5% 1KV RADIAL,794,0,"1.82000","0","1","Bulk","CDV16","Active","100pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.429"" L x 0.150"" W (10.90mm x 3.80mm)","0.461"" (11.70mm)"
