Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Mounting Type","Package / Case","Operating Temperature","Features","Size / Dimension","Height - Seated (Max)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4465-6-ND,06035J8R2BBSTR,AVX Corporation,CAP THIN FILM 8.2PF 50V 0603,3124,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","8.2pF","±0.1pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-9752-2-ND,04021J0R5ZBSTR,AVX Corporation,CAP THIN FILM 0.5PF 100V 0402,37000,0,"0.38016","0","500","Tape & Reel (TR)","Accu-P®","Active","0.5pF","±0.01pF","100V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-9752-1-ND,04021J0R5ZBSTR,AVX Corporation,CAP THIN FILM 0.5PF 100V 0402,37093,0,"1.04000","0","1","Cut Tape (CT)","Accu-P®","Active","0.5pF","±0.01pF","100V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-9752-6-ND,04021J0R5ZBSTR,AVX Corporation,CAP THIN FILM 0.5PF 100V 0402,37093,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","0.5pF","±0.01pF","100V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-9745-2-ND,04021JR15ZBSTR,AVX Corporation,CAP THIN FILM 0.15PF 100V 0402,2500,0,"0.38016","0","500","Tape & Reel (TR)","Accu-P®","Active","0.15pF","±0.01pF","100V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-9745-1-ND,04021JR15ZBSTR,AVX Corporation,CAP THIN FILM 0.15PF 100V 0402,2561,0,"1.04000","0","1","Cut Tape (CT)","Accu-P®","Active","0.15pF","±0.01pF","100V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-9745-6-ND,04021JR15ZBSTR,AVX Corporation,CAP THIN FILM 0.15PF 100V 0402,2561,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","0.15pF","±0.01pF","100V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-11911-2-ND,08055J220FBTTR,AVX Corporation,CAP THIN FILM 22PF 50V 0805,9000,0,"0.60900","0","3000","Tape & Reel (TR)","Accu-P®","Active","22pF","±1%","50V","Surface Mount","0805 (2012 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0.044"" (1.13mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-11911-1-ND,08055J220FBTTR,AVX Corporation,CAP THIN FILM 22PF 50V 0805,9509,0,"1.84000","0","1","Cut Tape (CT)","Accu-P®","Active","22pF","±1%","50V","Surface Mount","0805 (2012 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0.044"" (1.13mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-11911-6-ND,08055J220FBTTR,AVX Corporation,CAP THIN FILM 22PF 50V 0805,9509,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","22pF","±1%","50V","Surface Mount","0805 (2012 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0.044"" (1.13mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4439-2-ND,06035J0R3PBSTR,AVX Corporation,CAP THIN FILM 0.3PF 50V 0603,3000,0,"0.69300","0","3000","Tape & Reel (TR)","Accu-P®","Active","0.3pF","±0.02pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4439-1-ND,06035J0R3PBSTR,AVX Corporation,CAP THIN FILM 0.3PF 50V 0603,3828,0,"1.94000","0","1","Cut Tape (CT)","Accu-P®","Active","0.3pF","±0.02pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4439-6-ND,06035J0R3PBSTR,AVX Corporation,CAP THIN FILM 0.3PF 50V 0603,3828,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","0.3pF","±0.02pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4440-2-ND,06035J0R4PBSTR,AVX Corporation,CAP THIN FILM 0.4PF 50V 0603,3000,0,"0.69300","0","3000","Tape & Reel (TR)","Accu-P®","Active","0.4pF","±0.02pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4440-1-ND,06035J0R4PBSTR,AVX Corporation,CAP THIN FILM 0.4PF 50V 0603,3761,0,"1.94000","0","1","Cut Tape (CT)","Accu-P®","Active","0.4pF","±0.02pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-4440-6-ND,06035J0R4PBSTR,AVX Corporation,CAP THIN FILM 0.4PF 50V 0603,3761,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","0.4pF","±0.02pF","50V","Surface Mount","0603 (1608 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.029"" (0.73mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7789112020.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-7087-2-ND,C005YJ0R3PBSTR,AVX Corporation,CAP THIN FILM 0.3PF 16V 01005,10000,0,"0.14550","0","5000","Tape & Reel (TR)","Accu-P® C005","Active","0.3pF","±0.02pF","16V","Surface Mount","01005 (0402 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.007"" (0.17mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7789112020.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-7087-1-ND,C005YJ0R3PBSTR,AVX Corporation,CAP THIN FILM 0.3PF 16V 01005,12238,0,"0.65000","0","1","Cut Tape (CT)","Accu-P® C005","Active","0.3pF","±0.02pF","16V","Surface Mount","01005 (0402 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.007"" (0.17mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7789112020.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-7087-6-ND,C005YJ0R3PBSTR,AVX Corporation,CAP THIN FILM 0.3PF 16V 01005,12238,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P® C005","Active","0.3pF","±0.02pF","16V","Surface Mount","01005 (0402 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.007"" (0.17mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7789112020.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-7092-2-ND,C005YJR05PBSTR,AVX Corporation,CAP THIN FILM 0.05PF 16V 01005,5000,0,"0.14550","0","5000","Tape & Reel (TR)","Accu-P® C005","Active","0.05pF","±0.02pF","16V","Surface Mount","01005 (0402 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.007"" (0.17mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7789112020.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-7092-1-ND,C005YJR05PBSTR,AVX Corporation,CAP THIN FILM 0.05PF 16V 01005,5515,0,"0.65000","0","1","Cut Tape (CT)","Accu-P® C005","Active","0.05pF","±0.02pF","16V","Surface Mount","01005 (0402 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.007"" (0.17mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7789112020.pdf,//media.digikey.com/photos/AVX%20Photos/ACCU-P%200603.jpg,478-7092-6-ND,C005YJR05PBSTR,AVX Corporation,CAP THIN FILM 0.05PF 16V 01005,5515,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P® C005","Active","0.05pF","±0.02pF","16V","Surface Mount","01005 (0402 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.007"" (0.17mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4377-2-ND,02013J2R0ABSTR,AVX Corporation,CAP THIN FILM 2PF 25V 0201,30000,0,"0.15000","0","5000","Tape & Reel (TR)","Accu-P®","Active","2pF","±0.05pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4377-1-ND,02013J2R0ABSTR,AVX Corporation,CAP THIN FILM 2PF 25V 0201,32142,0,"0.67000","0","1","Cut Tape (CT)","Accu-P®","Active","2pF","±0.05pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4377-6-ND,02013J2R0ABSTR,AVX Corporation,CAP THIN FILM 2PF 25V 0201,32142,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","2pF","±0.05pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4387-2-ND,0201ZK5R6BBSTR,AVX Corporation,CAP THIN FILM 5.6PF 10V 0201,20000,0,"0.15000","0","5000","Tape & Reel (TR)","Accu-P®","Active","5.6pF","±0.1pF","10V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4387-1-ND,0201ZK5R6BBSTR,AVX Corporation,CAP THIN FILM 5.6PF 10V 0201,23383,0,"0.67000","0","1","Cut Tape (CT)","Accu-P®","Active","5.6pF","±0.1pF","10V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4387-6-ND,0201ZK5R6BBSTR,AVX Corporation,CAP THIN FILM 5.6PF 10V 0201,23383,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","5.6pF","±0.1pF","10V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4411-2-ND,04023J2R1BBSTR,AVX Corporation,CAP THIN FILM 2.1PF 25V 0402,135000,0,"0.18000","0","5000","Tape & Reel (TR)","Accu-P®","Active","2.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4411-1-ND,04023J2R1BBSTR,AVX Corporation,CAP THIN FILM 2.1PF 25V 0402,138928,0,"0.66000","0","1","Cut Tape (CT)","Accu-P®","Active","2.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4411-6-ND,04023J2R1BBSTR,AVX Corporation,CAP THIN FILM 2.1PF 25V 0402,138928,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","2.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4421-2-ND,04023J3R1BBSTR,AVX Corporation,CAP THIN FILM 3.1PF 25V 0402,5000,0,"0.18000","0","5000","Tape & Reel (TR)","Accu-P®","Active","3.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4421-1-ND,04023J3R1BBSTR,AVX Corporation,CAP THIN FILM 3.1PF 25V 0402,8693,0,"0.66000","0","1","Cut Tape (CT)","Accu-P®","Active","3.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4421-6-ND,04023J3R1BBSTR,AVX Corporation,CAP THIN FILM 3.1PF 25V 0402,8693,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","3.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4423-2-ND,04023J3R6BBSTR,AVX Corporation,CAP THIN FILM 3.6PF 25V 0402,5000,0,"0.18000","0","5000","Tape & Reel (TR)","Accu-P®","Active","3.6pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4423-1-ND,04023J3R6BBSTR,AVX Corporation,CAP THIN FILM 3.6PF 25V 0402,8511,0,"0.66000","0","1","Cut Tape (CT)","Accu-P®","Active","3.6pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4423-6-ND,04023J3R6BBSTR,AVX Corporation,CAP THIN FILM 3.6PF 25V 0402,8511,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","3.6pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4425-2-ND,04023J4R1BBSTR,AVX Corporation,CAP THIN FILM 4.1PF 25V 0402,5000,0,"0.18000","0","5000","Tape & Reel (TR)","Accu-P®","Active","4.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4425-1-ND,04023J4R1BBSTR,AVX Corporation,CAP THIN FILM 4.1PF 25V 0402,9929,0,"0.66000","0","1","Cut Tape (CT)","Accu-P®","Active","4.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4425-6-ND,04023J4R1BBSTR,AVX Corporation,CAP THIN FILM 4.1PF 25V 0402,9929,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","4.1pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4426-2-ND,04023J4R3BBSTR,AVX Corporation,CAP THIN FILM 4.3PF 25V 0402,5000,0,"0.18000","0","5000","Tape & Reel (TR)","Accu-P®","Active","4.3pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4426-1-ND,04023J4R3BBSTR,AVX Corporation,CAP THIN FILM 4.3PF 25V 0402,10944,0,"0.66000","0","1","Cut Tape (CT)","Accu-P®","Active","4.3pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4426-6-ND,04023J4R3BBSTR,AVX Corporation,CAP THIN FILM 4.3PF 25V 0402,10944,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","4.3pF","±0.1pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4432-2-ND,0402YJ8R2BBSTR,AVX Corporation,CAP THIN FILM 8.2PF 16V 0402,5000,0,"0.18000","0","5000","Tape & Reel (TR)","Accu-P®","Active","8.2pF","±0.1pF","16V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4432-1-ND,0402YJ8R2BBSTR,AVX Corporation,CAP THIN FILM 8.2PF 16V 0402,10410,0,"0.66000","0","1","Cut Tape (CT)","Accu-P®","Active","8.2pF","±0.1pF","16V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4432-6-ND,0402YJ8R2BBSTR,AVX Corporation,CAP THIN FILM 8.2PF 16V 0402,10410,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","8.2pF","±0.1pF","16V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4370-2-ND,02013J1R0ABSTR,AVX Corporation,CAP THIN FILM 1PF 25V 0201,5000,0,"0.19800","0","5000","Tape & Reel (TR)","Accu-P®","Active","1pF","±0.05pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4370-1-ND,02013J1R0ABSTR,AVX Corporation,CAP THIN FILM 1PF 25V 0201,5389,0,"0.72000","0","1","Cut Tape (CT)","Accu-P®","Active","1pF","±0.05pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-4370-6-ND,02013J1R0ABSTR,AVX Corporation,CAP THIN FILM 1PF 25V 0201,5389,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","1pF","±0.05pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-7401-2-ND,02013J0R9PBSTR\500,AVX Corporation,CAP THIN FILM 0.9PF 25V 0201,3000,0,"0.25500","0","500","Tape & Reel (TR)","Accu-P®","Active","0.9pF","±0.02pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-7401-1-ND,02013J0R9PBSTR\500,AVX Corporation,CAP THIN FILM 0.9PF 25V 0201,3870,0,"0.70000","0","1","Cut Tape (CT)","Accu-P®","Active","0.9pF","±0.02pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0201-(0603-Metric)-0.28mm.jpg,478-7401-6-ND,02013J0R9PBSTR\500,AVX Corporation,CAP THIN FILM 0.9PF 25V 0201,3870,0,"Digi-Reel","0","1","Digi-Reel®","Accu-P®","Active","0.9pF","±0.02pF","25V","Surface Mount","0201 (0603 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.024"" L x 0.013"" W (0.60mm x 0.33mm)","0.011"" (0.28mm)"
http://datasheets.avx.com/Accu-P.pdf,//media.digikey.com/Renders/AVX%20Renders/0402-(1005-Metric)-Accu-P-Series.jpg,478-4403-2-ND,04023J1R3ABSTR,AVX Corporation,CAP THIN FILM 1.3PF 25V 0402,5000,0,"0.26100","0","5000","Tape & Reel (TR)","Accu-P®","Active","1.3pF","±0.05pF","25V","Surface Mount","0402 (1005 Metric)","-55°C ~ 125°C","RF, High Q, Low Loss","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.020"" (0.50mm)"
