Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Device Size","Specifications"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR10A.jpg,338-3604-ND,VR10A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 2.5IN DIA,959,3327,"5.25000","0","1","VR","Active","Mounting Bracket","Round Can Types","2.500"" Dia (63.5mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/32107-1.JPG,338-1848-ND,32107-1,Cornell Dubilier Electronics (CDE),CAP MOUNTING BRACKET OVAL,1217,901,"5.28000","0","1","-","Active","Mounting Bracket","Oval Can Types","A Case","Screw Clamp Type Bracket"
http://www.maxwell.com/images/documents/Integration_Kit_Data_Sheet_1006286_9.pdf,//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/INTEGRATION%20KIT.jpg,1182-1035-ND,INTEGRATION KIT ACTIVE,Maxwell Technologies Inc.,INTEGRATION KIT BCAP0650-3000,65,0,"90.48000","0","1","-","Active","Voltage Monitoring Kit","Maxwell Ultracapacitors","-","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/30393-5.JPG,338-1851-ND,30393-5,Cornell Dubilier Electronics (CDE),CAP WRAP AROUND BRACKET OVAL,912,1920,"3.63000","0","1","-","Active","Mounting Bracket","Oval Can Types","A Case","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR3A.JPG,338-3609-ND,VR3A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.375IN DIA,788,7764,"4.00000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.375"" Dia (34.9mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/125565-09.JPG,338-1364-ND,125565-09,Cornell Dubilier Electronics (CDE),BRACKET FOR 2.0"" DIA CAP,1126,0,"4.08000","0","1","-","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/TH25.jpg,338-3603-ND,TH25,Cornell Dubilier Electronics (CDE),MOUNTING CLIP HORIZ 1.375IN DIA,218,2628,"4.30000","0","1","TH","Active","Mounting Clip","Round Can Types","1.375"" Dia (34.9mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR10A.jpg,338-4178-ND,VR12A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 3IN DIA,106,3373,"5.75000","0","1","VR","Active","Mounting Bracket","Round Can Types","3.000"" Dia (76.2mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR3B.jpg,338-3610-ND,VR3B,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.375IN DIA,109,15565,"3.72000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.375"" Dia (34.9mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/30393-9.jpg,338-3878-ND,30393-9,Cornell Dubilier Electronics (CDE),CAP WRAP AROUND BRACKET OVAL,0,1424,"3.91000","0","1","-","Active","Mounting Bracket","Oval Can Types","C Case","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_VR.jpg,338-4179-ND,VR1A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 1IN DIA,107,500,"4.28000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.000"" Dia (25.4mm)","Screw Clamp Type Bracket"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/Accessories_Clips.pdf,//media.digikey.com/Photos/Kemet%20Photos/H2.JPG,399-11532-ND,H2,KEMET,HARDWARE CAPACITOR CLIPS,324,0,"4.43000","0","1","-","Active","Mounting Clip","Round Can Types","1.378"" Dia (35mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR12B.jpg,338-3607-ND,VR12B,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 3IN DIA,105,5909,"5.53000","0","1","VR","Active","Mounting Bracket","Round Can Types","3.000"" Dia (76.2mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_TH.jpg,338-4175-ND,TH17,Cornell Dubilier Electronics (CDE),MOUNTING CLIP HORIZ .625IN DIA,120,2236,"5.74000","0","1","TH","Active","Mounting Clip","Round Can Types","0.625"" Dia (15.9mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/32107-2.JPG,338-1849-ND,32107-2,Cornell Dubilier Electronics (CDE),CAP MOUNTING BRACKET OVAL,478,1419,"5.87000","0","1","-","Active","Mounting Bracket","Oval Can Types","C Case","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/125565-06.jpg,338-4257-ND,125565-06,Cornell Dubilier Electronics (CDE),MNT BRACKET FOR ROUND CAN TYPES,134,0,"6.89000","0","1","125","Active","Mounting Bracket","Round Can Types","1.375"" Dia (34.9mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/32107-3.JPG,338-1850-ND,32107-3,Cornell Dubilier Electronics (CDE),CAP MOUNTING BRACKET OVAL,219,864,"7.00000","0","1","-","Active","Mounting Bracket","Oval Can Types","D Case","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/HB4.JPG,338-3573-ND,HB4,Cornell Dubilier Electronics (CDE),MOUNTING BRACKET FOR MOTOR START,218,231,"8.75000","0","1","-","Active","Mounting Bracket","Round Can Types","1.438"" Dia x 3.375"" L (36.5mm x 85.7mm)","Requires End Caps"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/125565-11.JPG,338-1366-ND,125565-11,Cornell Dubilier Electronics (CDE),BRACKET FOR 3.0"" DIA CAP,109,0,"9.25000","0","1","-","Active","Mounting Bracket","Round Can Types","3.000"" Dia (76.2mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4141-ND,OB3,Cornell Dubilier Electronics (CDE),BRACKET FOR OVAL CAPACITOR,2485,0,"4.98000","0","1","OB","Active","Mounting Bracket","Oval Can Types","D Case","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/HB2.JPG,338-4088-ND,HB2,Cornell Dubilier Electronics (CDE),MOUNTING BRACKET FOR MOTOR START,259,0,"9.99000","0","1","-","Active","Mounting Bracket","Round Can Types","1.438"" Dia x 2.750"" L (36.5mm x 69.9mm)","Requires End Caps"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-76897-ND,B44020B0002B030,EPCOS (TDK),AL-ELKO ISOLATION DISC,1565,0,"0.93000","0","1","B44020","Active","Insulating Washer","Round Can Types","> 40mm","-"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-76628-ND,B44020B0006B076,EPCOS (TDK),AL-ELKO ISOLATION DISC,490,0,"3.10000","0","1","B44020","Active","Insulating Washer","Round Can Types","76.9mm","-"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-76853-ND,B44030J0051B000,EPCOS (TDK),AL-ELKO AL-ELKO,765,0,"3.68000","0","1","B44030","Active","Mounting Bracket","Round Can Types","1.969"" Dia (50mm)","Screw Clamp Type Bracket"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/Accessories_Clips.pdf,//media.digikey.com/Photos/Kemet%20Photos/V3.JPG,399-11543-ND,V3,KEMET,HARDWARE CAP CLIPS ZINC STEEL,175,0,"4.57000","0","1","-","Active","Mounting Clip","Round Can Types","1.378"" Dia (35mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/V8.JPG,399-16863-ND,V8,KEMET,"CAPACITOR HARDWARE, CLIP, ZINC S",162,0,"6.12000","0","1","-","Active","Mounting Clip","Round Can Types","2.500"" Dia (63.5mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/44603.JPG,338-1852-ND,44603,Cornell Dubilier Electronics (CDE),CAP INSULATING TERMINAL BOOT,1275,17231,"2.96000","0","1","-","Active","Insulating Terminal Boot","Oval Can Types","-","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/PYB7041.JPG,399-11535-ND,PYB7041,KEMET,HARDWARE CAP NUTS NYLON,564,0,"2.32000","0","1","-","Active","Insulating Nut, Nylon","-","-","M12 Thread"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,//media.digikey.com/Photos/Epcos%20Photos/B44030J0036B000.jpg,495-76852-ND,B44030J0036B000,EPCOS (TDK),AL-ELKO AL-ELKO,236,0,"3.10000","0","1","B44030","Active","Mounting Bracket","Round Can Types","1.378"" Dia (35mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/vr8.JPG,338-3611-ND,VR8,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 2IN DIA,63,13251,"4.73000","0","1","VR","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR12.jpg,338-4177-ND,VR10,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 2.5IN DIA,92,3494,"5.25000","0","1","VR","Active","Mounting Bracket","Round Can Types","2.500"" Dia (63.5mm)","Screw Clamp Type Bracket"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/Accessories_Clips.pdf,//media.digikey.com/Photos/Kemet%20Photos/PYC6041.JPG,399-11537-ND,PYC6041,KEMET,HARDWARE CAP CLIPS ZINC STEEL,59,0,"3.55000","0","1","-","Active","Mounting Clip","Round Can Types","1.378"" Dia (35mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/Accessories_Clips.pdf,//media.digikey.com/Photos/Kemet%20Photos/V2.JPG,399-11542-ND,V2,KEMET,HARDWARE CAP CLIPS ZINC STEEL,52,0,"4.00000","0","1","-","Active","Mounting Clip","Round Can Types","0.984"" Dia (25mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR1B.jpg,338-3608-ND,VR1B,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 1IN DIA,87,409,"4.05000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.000"" Dia (25.4mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4147-ND,PLA6,Cornell Dubilier Electronics (CDE),CAPACITOR CAP UP WIRE,95,0,"4.13000","0","1","-","Active","End Cap","Round Can Types","1.813"" Dia (46.1mm)","Top Exit Lead Hole"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4146-ND,PLA3,Cornell Dubilier Electronics (CDE),CAPACITOR CAP UP WIRE,55,259,"4.23000","0","1","-","Active","End Cap","Round Can Types","1.438"" Dia (36.5mm)","Top Exit Lead Hole"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/vr8.JPG,338-4176-ND,VR1,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 1IN DIA,59,666,"4.28000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.000"" Dia (25.4mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4140-ND,OB2,Cornell Dubilier Electronics (CDE),BRACKET FOR OVAL CAPACITOR,92,5427,"4.68000","0","1","OB","Active","Mounting Bracket","Oval Can Types","A Case","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/vr8.JPG,338-4181-ND,VR4,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.5IN DIA,99,277,"4.95000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.500"" Dia (38.1mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_VR.jpg,338-4182-ND,VR4A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.5IN DIA,79,724,"4.95000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.500"" Dia (38.1mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR10B.jpg,338-3605-ND,VR10B,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 2.5IN DIA,90,12028,"5.03000","0","1","VR","Active","Mounting Bracket","Round Can Types","2.500"" Dia (63.5mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/vr8.JPG,338-4183-ND,VR6,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.75IN DIA,99,2795,"5.20000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.750"" Dia (44.4mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MFG_VR.jpg,338-4184-ND,VR6A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.75IN DIA,44,3726,"5.20000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.750"" Dia (44.4mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR12.jpg,338-3606-ND,VR12,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 3IN DIA,26,3845,"5.75000","0","1","VR","Active","Mounting Bracket","Round Can Types","3.000"" Dia (76.2mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/OC1.jpg,338-3583-ND,OC1,Cornell Dubilier Electronics (CDE),INSULATOR NEOPRENE TERMINAL,40,4565,"7.97000","0","1","-","Active","Insulating Terminal Boot","Oval Can Types","-","-"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4329-ND,125562-01,Cornell Dubilier Electronics (CDE),MNT BRACKET FOR ROUND CAN TYPES,86,0,"8.21000","0","1","125","Active","Mounting Bracket","Round Can Types","1.375"" Dia (34.9mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/125309-01.JPG,338-1367-ND,125309-01,Cornell Dubilier Electronics (CDE),BRACKET FOR 3.5"" DIA CAP,95,0,"10.58000","0","1","-","Active","Mounting Bracket","Round Can Types","3.500"" Dia (88.9mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-3931-ND,32108-2,Cornell Dubilier Electronics (CDE),TERMINAL BOOT INSULATING OVAL,53,1173,"3.90000","0","1","-","Active","Insulating Terminal Boot","Oval Can Types","-","-"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/Accessories_Clips.pdf,//media.digikey.com/Photos/Kemet%20Photos/PYC6043.JPG,399-11539-ND,PYC6043,KEMET,HARDWARE CAP CLIPS ZINC STEEL,96,0,"4.39000","0","1","-","Active","Mounting Clip","Round Can Types","2.559"" Dia (65.0mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4142-ND,OB4,Cornell Dubilier Electronics (CDE),BRACKET FOR OVAL CAPACITOR,39,2180,"4.83000","0","1","OB","Active","Mounting Bracket","Oval Can Types","C Case","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/RB250.JPG,338-1916-ND,RB250,Cornell Dubilier Electronics (CDE),BRACKET WRAP AROUND CASE CODE T,55,7119,"4.98000","0","1","-","Active","Mounting Bracket","Round Can Types","T Case","-"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/Accessories_Clips.pdf,//media.digikey.com/Photos/Kemet%20Photos/PYC6044.JPG,399-11540-ND,PYC6044,KEMET,HARDWARE CAP CLIPS ZINC STEEL,52,0,"5.07000","0","1","-","Active","Mounting Clip","Round Can Types","2.953"" Dia (75mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/ACR15KT.jpg,338-3529-ND,ACR15KT,Cornell Dubilier Electronics (CDE),KIT MOTOR START RES 15K OHM 2W,10,93,"37.67000","0","1","-","Active","Bleeder Resistor","Motor Start Capacitors","-","10 Pack, 15kOhm, 2W, with QC Terminals"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-77168-ND,B44020B0001B025,EPCOS (TDK),AL-ELKO ISOLATION DISC,980,0,"0.87000","0","1","B44020","Active","Insulating Washer","Round Can Types","≤ 40mm","-"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-76896-ND,B44020A0002B025,EPCOS (TDK),AL-ELKO ISOLATION DISC,467,0,"0.87000","0","1","B44020","Active","Insulating Washer","Round Can Types","> 40mm","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SCH.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SCH-2.jpg,RPC5013-ND,SCH-2,Essentra Components,CAP HOLDER W/O SPACER-HARDWARE,466,0,"1.37000","0","1","-","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
http://www.essentracomponents.com.sg/images-line/pdfs/SCH.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SCH-2.jpg,RPC5015-ND,SCHS-2,Essentra Components,CAP HOLDER W/SPACER NO HRDWR BLK,395,0,"1.37000","0","1","-","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
http://www.essentracomponents.com.sg/images-line/pdfs/SCH.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SCH-2-H.jpg,RPC5014-ND,SCHS-2-H,Essentra Components,CAP HOLDER W/SPACER-CLAMP HRDWR,375,0,"1.69000","0","1","-","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
http://www.essentracomponents.com.sg/images-line/pdfs/SCH.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SCH-2-H.jpg,RPC5012-ND,SCH-2-H,Essentra Components,CAP HOLDER W/O SPACER W/CLAMP,338,0,"1.69000","0","1","-","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-77167-ND,B44020A0005B012,EPCOS (TDK),AL-ELKO CAP NUT,994,0,"1.87000","0","1","B44020","Active","Plastic Nut","-","-","M12 Thread"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-76837-ND,B44020J0006B012,EPCOS (TDK),AL-ELKO ACESSORIES,988,0,"1.88000","0","1","B44020","Active","Insulating Nut, Nylon","-","-","M12 Thread"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-77169-ND,B44030A0051B000,EPCOS (TDK),AL-ELKO AL-ELKO,878,0,"2.10000","0","1","B44030","Active","Mounting Bracket","Round Can Types","-","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/2737.JPG,399-16861-ND,2737,KEMET,"CAPACITOR HARDWARE, CLIP, ZINC S",59,0,"2.62000","0","1","-","Active","Mounting Clip","Round Can Types","1.969"" Dia (50.0mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/2736.jpg,399-18255-ND,2736,KEMET,BP163 CLIP ZINC DTD 903,57,0,"2.80000","0","1","-","Active","Mounting Clip","Round Can Types","1.378"" Dia (35mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/2738.JPG,399-16865-ND,2738,KEMET,"CAPACITOR HARDWARE, CLIP, ZINC S",29,0,"3.17000","0","1","-","Active","Mounting Clip","Round Can Types","2.559"" Dia (65.0mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,-,399-18285-ND,V9,KEMET,CAP MOUNTING BRACKET - BP160 CLI,89,0,"4.08000","0","1","-","Active","Mounting Clip","Round Can Types","1.575"" Dia (40.0mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/PYC6045.jpg,399-16862-ND,PYC6045,KEMET,"CAPACITOR HARDWARE, CLIP, ZINC S",44,0,"5.81000","0","1","-","Active","Mounting Clip","Round Can Types","3.543"" Dia (90.0mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/2738.JPG,399-16864-ND,V10,KEMET,"CAPACITOR HARDWARE, CLIP, ZINC S",96,0,"6.12000","0","1","-","Active","Mounting Clip","Round Can Types","2.559"" Dia (65.0mm)","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/V11.jpg,399-16860-ND,V11,KEMET,"CAPACITOR HARDWARE, CLIP, ZINC S",91,0,"7.16000","0","1","-","Active","Mounting Clip","Round Can Types","2.992"" Dia (76.0mm)","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/vr8.JPG,338-4180-ND,VR3,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERT 1.375IN DIA,4,7193,"4.00000","0","1","VR","Active","Mounting Bracket","Round Can Types","1.375"" Dia (34.9mm)","Screw Clamp Type Bracket"
-,//media.digikey.com/Photos/Kemet%20Photos/2741.JPG,399-11530-ND,2741,KEMET,HARDWARE CAPACITOR MOUNTING,3,0,"3.71000","0","1","2741","Active","Mounting Kit","Stud Mount Types","-","M12 Thread"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/RB200.JPG,338-1915-ND,RB200,Cornell Dubilier Electronics (CDE),BRACKET WRAP AROUND CASE CODE S,16,340,"4.60000","0","1","-","Active","Mounting Bracket","Round Can Types","S Case","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/VR8A.jpg,338-3612-ND,VR8A,Cornell Dubilier Electronics (CDE),MOUNTING CLAMP VERTICAL 2IN DIA,0,6616,"4.73000","0","1","VR","Active","Mounting Bracket","Round Can Types","2.000"" Dia (50.8mm)","Screw Clamp Type Bracket"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/PLA8.jpg,338-4148-ND,PLA8,Cornell Dubilier Electronics (CDE),CAPACITOR CAP UP WIRE,6,448,"4.90000","0","1","-","Active","End Cap","Round Can Types","2.063"" Dia (52.4mm)","Top Exit Lead Hole"
http://www.cde.com/resources/catalogs/hardware.pdf,-,338-4089-ND,HB8,Cornell Dubilier Electronics (CDE),MOUNTING BRACKET FOR MOTOR START,2,0,"10.06000","0","1","-","Active","Mounting Bracket","Round Can Types","1.438"" Dia x 4.375"" L (36.5mm x 111.1mm)","Requires End Caps"
http://www.maxwell.com/images/documents/Integration_Kit_Data_Sheet_1006286_9.pdf,//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/INTEGRATION%20KIT.jpg,1182-1034-ND,INTEGRATION KIT PASSIVE,Maxwell Technologies Inc.,INTEGRATION KIT BCAP0650-3000,1,0,"69.89000","0","1","-","Active","Voltage Monitoring Kit","Maxwell Ultracapacitors","-","-"
http://www.cde.com/resources/catalogs/hardware.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/RB175.JPG,338-1914-ND,RB175,Cornell Dubilier Electronics (CDE),BRACKET WRAP AROUND CASE CODE P,4,1800,"5.20000","0","1","-","Active","Mounting Bracket","Round Can Types","P Case","-"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,495-77166-ND,B44020A0001B025,EPCOS (TDK),AL-ELKO ISOLATION DISC,0,0,"1.05000","0","1","B44020","Active","Insulating Washer","Round Can Types","≤ 40mm","-"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/2772.jpg,399-18256-ND,2772,KEMET,M8 STEPPED WASHER,75,0,"1.21000","0","1","-","Active","Washer","Round Can Types","-","M8 Thread"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/2773.jpg,399-18257-ND,2773,KEMET,M12 STEPPED WASHER,61,0,"1.38000","0","1","-","Active","Washer","Round Can Types","-","M12 Thread"
https://www.bivar.com/Files/Datasheets/388-XXX%20(CM).pdf,-,388-075-ND,388-075,Bivar Inc.,CAP PERM-O-PADS 6.9MM X 1.9MM,0,0,"0.17400","0","500","388","Active","Insulating Mount, Nylon","-","-","-"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,B44020B0005B008-ND,B44020B0005B008,EPCOS (TDK),AL-ELKO CAP NUT,0,0,"0.60900","0","1000","B44020","Active","Plastic Nut","-","-","M8 Thread"
https://www.tdk-electronics.tdk.com/inf/20/30/db/aec/B44020_B44030.pdf,-,B44020J0006B008-ND,B44020J0006B008,EPCOS (TDK),AL-ELKO NYLON NUT,0,0,"0.64350","0","1000","B44020","Active","Insulating Nut, Nylon","-","-","M8 Thread"
http://www.kemet.com/Lists/FileStore/KEM_A4048_MOUNTING_KITS.pdf,//media.digikey.com/Photos/Kemet%20Photos/PYB7026.JPG,399-11533-ND,PYB7026,KEMET,HARDWARE CAP NUTS NYLON,0,0,"1.09200","0","500","-","Active","Insulating Nut, Nylon","-","-","M12 Thread"
